Date,City,PM2_5,PM10,Season,Traffic_Index
2023-05-25 08:00,Incheon,80.9,135.9,Winter,65.4
2023-05-25 16:00,Seoul,53.6,83.0,Spring,12.1
2023-05-26 00:00,Daegu,38.0,39.9,Summer,27.0
2023-05-26 08:00,Incheon,98.7,156.6,Winter,97.7
2023-05-26 16:00,Incheon,88.1,175.3,Spring,65.5
2023-05-27 00:00,Daegu,42.2,38.7,Autumn,45.9
2023-05-27 08:00,Daejeon,50.2,70.2,Spring,17.7
2023-05-27 16:00,Daegu,39.0,69.5,Summer,62.4
2023-05-28 00:00,Seoul,45.2,68.3,Autumn,35.9
2023-05-28 08:00,Daejeon,68.4,148.5,Summer,58.7
2023-05-28 16:00,Seoul,37.6,102.7,Summer,15.5
2023-05-29 00:00,Seoul,44.9,35.3,Autumn,64.4
2023-05-29 08:00,Busan,94.7,153.3,Winter,86.1
2023-05-29 16:00,Seoul,62.3,115.9,Winter,19.1
2023-05-30 00:00,Daejeon,63.7,102.9,Autumn,80.5
2023-05-30 08:00,Incheon,43.3,78.8,Autumn,69.6
2023-05-30 16:00,Incheon,77.9,102.0,Spring,45.7
2023-05-31 00:00,Daegu,63.3,97.2,Summer,55.6
2023-05-31 08:00,Daegu,65.6,103.9,Winter,68.8
2023-05-31 16:00,Daegu,80.0,94.0,Summer,84.3
2023-06-01 00:00,Seoul,,117.0,Summer,42.5
2023-06-01 08:00,Incheon,49.8,77.3,Summer,60.3
2023-06-01 16:00,Daegu,60.3,119.6,Summer,77.2
2023-06-02 00:00,Busan,64.1,129.3,Autumn,72.4
2023-06-02 08:00,Seoul,50.8,81.0,Autumn,39.2
2023-06-02 16:00,Incheon,68.5,114.8,Spring,41.0
2023-06-03 00:00,Busan,66.8,89.6,Summer,82.6
2023-06-03 08:00,Seoul,60.2,90.4,Spring,20.7
2023-06-03 16:00,Seoul,47.1,69.1,Summer,21.1
2023-06-04 00:00,Incheon,73.3,135.0,Spring,43.6
2023-06-04 08:00,Seoul,30.3,54.5,Summer,10.0
2023-06-04 16:00,Daejeon,80.9,89.1,Spring,43.8
2023-06-05 00:00,Seoul,40.3,73.3,Autumn,39.6
2023-06-05 08:00,Seoul,90.6,115.1,Winter,80.7
2023-06-05 16:00,Daejeon,36.2,45.6,Autumn,41.6
2023-06-06 00:00,Daegu,74.6,89.6,Winter,69.5
2023-06-06 08:00,Seoul,38.3,72.6,Summer,11.4
2023-06-06 16:00,Busan,60.8,75.0,Winter,17.8
2023-06-07 00:00,Daegu,105.0,163.2,Spring,91.3
2023-06-07 08:00,Seoul,74.6,104.1,Spring,12.8
2023-06-07 16:00,Daejeon,41.5,41.2,Summer,20.6
2023-06-08 00:00,Seoul,60.7,64.7,Summer,67.0
2023-06-08 08:00,Busan,42.8,51.1,Autumn,19.2
2023-06-08 16:00,Busan,40.2,74.9,Autumn,45.0
2023-06-09 00:00,Daejeon,67.1,79.4,Spring,30.7
2023-06-09 08:00,Daegu,81.1,133.5,Spring,43.0
2023-06-09 16:00,Daejeon,94.4,222.5,Spring,77.9
2023-06-10 00:00,Seoul,57.2,91.4,Autumn,43.7
2023-06-10 08:00,Seoul,66.4,92.4,Spring,12.0
2023-06-10 16:00,Busan,63.8,99.1,Autumn,95.1
2023-06-11 00:00,Daejeon,88.7,146.7,Spring,81.7
2023-06-11 08:00,Busan,73.3,91.8,Winter,40.9
2023-06-11 16:00,Seoul,42.4,96.8,Summer,54.3
2023-06-12 00:00,Daegu,83.1,130.5,Spring,91.4
2023-06-12 08:00,Daejeon,30.4,34.9,Autumn,13.5
2023-06-12 16:00,Seoul,107.7,131.4,Spring,96.5
2023-06-13 00:00,Seoul,68.1,108.0,Summer,68.9
2023-06-13 08:00,Seoul,88.5,135.1,Spring,77.2
2023-06-13 16:00,Incheon,101.5,136.6,Spring,76.1
2023-06-14 00:00,Incheon,49.8,85.5,Autumn,41.7
2023-06-14 08:00,Seoul,61.4,56.7,Winter,28.0
2023-06-14 16:00,Daejeon,80.0,123.1,Autumn,99.5
2023-06-15 00:00,Busan,85.2,104.8,Spring,94.3
2023-06-15 08:00,Incheon,70.5,125.1,Winter,12.3
2023-06-15 16:00,Busan,50.2,90.5,Autumn,32.8
2023-06-16 00:00,Incheon,39.0,62.3,Autumn,12.9
2023-06-16 08:00,Daegu,78.1,115.1,Winter,37.5
2023-06-16 16:00,Daegu,31.1,15.0,Autumn,32.5
2023-06-17 00:00,Daejeon,112.8,186.5,Spring,64.4
2023-06-17 08:00,Incheon,64.1,100.2,Summer,37.6
2023-06-17 16:00,Busan,73.3,117.9,Winter,28.6
2023-06-18 00:00,Incheon,81.8,90.7,Spring,65.9
2023-06-18 08:00,Seoul,80.5,142.1,Summer,81.4
2023-06-18 16:00,Busan,76.0,126.6,Spring,23.2
2023-06-19 00:00,Daejeon,38.5,56.4,Autumn,24.0
2023-06-19 08:00,Daejeon,65.3,87.3,Spring,44.5
2023-06-19 16:00,Daegu,72.9,120.9,Winter,68.0
2023-06-20 00:00,Seoul,70.3,91.5,Summer,88.3
2023-06-20 08:00,Incheon,44.6,102.9,Summer,25.5
2023-06-20 16:00,Busan,75.2,129.7,Summer,96.6
2023-06-21 00:00,Seoul,56.3,94.7,Spring,17.3
2023-06-21 08:00,Incheon,100.9,170.7,Winter,64.5
2023-06-21 16:00,Daegu,67.4,170.5,Summer,95.9
2023-06-22 00:00,Daegu,72.3,104.9,Autumn,62.7
2023-06-22 08:00,Daegu,87.8,167.4,Winter,98.3
2023-06-22 16:00,Busan,45.9,62.5,Summer,38.5
2023-06-23 00:00,Incheon,57.3,85.8,Autumn,29.3
2023-06-23 08:00,Seoul,92.8,138.1,Winter,91.6
2023-06-23 16:00,Seoul,81.3,109.2,Autumn,96.9
2023-06-24 00:00,Seoul,102.0,193.3,Winter,99.5
2023-06-24 08:00,Daegu,91.1,191.0,Autumn,91.2
2023-06-24 16:00,Daegu,75.2,149.3,Summer,91.1
2023-06-25 00:00,Seoul,78.2,167.5,Winter,58.3
2023-06-25 08:00,Busan,51.6,94.3,Autumn,36.5
2023-06-25 16:00,Daejeon,26.2,53.3,Summer,30.2
2023-06-26 00:00,Daegu,59.3,72.5,Autumn,73.4
2023-06-26 08:00,Daejeon,82.1,131.7,Spring,16.2
2023-06-26 16:00,Daejeon,71.1,129.3,Spring,54.5
2023-06-27 00:00,Incheon,90.2,112.4,Winter,60.6
2023-06-27 08:00,Busan,66.1,91.6,Winter,27.3
2023-06-27 16:00,Daegu,76.7,129.6,Winter,34.7
2023-06-28 00:00,Incheon,94.1,123.4,Winter,73.3
2023-06-28 08:00,Seoul,73.2,126.9,Spring,20.8
2023-06-28 16:00,Busan,67.5,126.0,Autumn,81.5
2023-06-29 00:00,Daejeon,58.6,56.6,Autumn,95.3
2023-06-29 08:00,Incheon,78.2,91.2,Autumn,64.1
2023-06-29 16:00,Seoul,90.4,187.8,Spring,82.8
2023-06-30 00:00,Daegu,30.4,19.8,Summer,27.2
2023-06-30 08:00,Daegu,91.7,140.7,Spring,75.5
2023-06-30 16:00,Seoul,75.6,128.9,Winter,65.4
2023-07-01 00:00,Daegu,65.6,69.4,Winter,25.7
2023-07-01 08:00,Daegu,82.2,132.7,Winter,75.7
2023-07-01 16:00,Seoul,86.0,187.8,Spring,71.8
2023-07-02 00:00,Daejeon,73.4,126.0,Summer,87.7
2023-07-02 08:00,Daegu,39.4,44.9,Summer,18.4
2023-07-02 16:00,Busan,64.1,107.7,Autumn,58.9
2023-07-03 00:00,Daejeon,66.7,126.3,Winter,55.9
2023-07-03 08:00,Incheon,40.0,60.4,Winter,11.5
2023-07-03 16:00,Busan,57.2,72.2,Autumn,72.8
2023-07-04 00:00,Busan,79.5,126.3,Winter,57.6
2023-07-04 08:00,Seoul,82.9,188.8,Summer,96.1
2023-07-04 16:00,Seoul,88.8,139.7,Winter,53.7
2023-07-05 00:00,Daejeon,106.4,197.6,Spring,90.1
2023-07-05 08:00,Daegu,79.1,96.9,Winter,71.2
2023-07-05 16:00,Seoul,74.5,105.6,Autumn,97.4
2023-07-06 00:00,Daegu,71.3,167.0,Spring,30.6
2023-07-06 08:00,Daejeon,25.9,62.9,Autumn,13.2
2023-07-06 16:00,Incheon,95.5,214.8,Winter,51.2
2023-07-07 00:00,Daejeon,93.3,187.4,Winter,88.3
2023-07-07 08:00,Daegu,36.9,62.6,Autumn,16.5
2023-07-07 16:00,Incheon,56.1,120.0,Autumn,69.4
2023-07-08 00:00,Seoul,83.7,120.2,Spring,22.5
2023-07-08 08:00,Incheon,69.5,145.6,Autumn,42.0
2023-07-08 16:00,Busan,54.9,64.0,Winter,49.1
2023-07-09 00:00,Daegu,55.3,90.8,Winter,22.6
2023-07-09 08:00,Seoul,53.2,70.6,Winter,14.8
2023-07-09 16:00,Daejeon,67.1,122.9,Spring,52.2
2023-07-10 00:00,Incheon,27.3,56.8,Summer,16.9
2023-07-10 08:00,Daejeon,106.5,232.0,Spring,92.3
2023-07-10 16:00,Daejeon,55.2,61.7,Winter,45.2
2023-07-11 00:00,Busan,74.8,148.8,Summer,70.3
2023-07-11 08:00,Daegu,88.4,103.2,Spring,35.2
2023-07-11 16:00,Daejeon,75.6,103.9,Autumn,98.3
2023-07-12 00:00,Seoul,112.6,175.4,Spring,98.3
2023-07-12 08:00,Incheon,71.6,138.9,Autumn,91.6
2023-07-12 16:00,Daegu,92.6,188.6,Winter,97.4
2023-07-13 00:00,Busan,48.9,58.0,Summer,57.5
2023-07-13 08:00,Daegu,48.7,69.6,Summer,77.3
2023-07-13 16:00,Incheon,37.7,80.8,Summer,20.3
2023-07-14 00:00,Incheon,76.2,145.7,Winter,56.7
2023-07-14 08:00,Daejeon,36.1,56.6,Summer,22.2
2023-07-14 16:00,Busan,86.7,129.4,Winter,74.3
2023-07-15 00:00,Daegu,73.6,145.3,Autumn,76.0
2023-07-15 08:00,Daegu,60.7,73.5,Winter,34.6
2023-07-15 16:00,Incheon,77.7,107.2,Summer,99.2
2023-07-16 00:00,Incheon,66.5,104.9,Winter,27.8
2023-07-16 08:00,Busan,78.4,99.4,Spring,51.3
2023-07-16 16:00,Seoul,70.2,68.4,Autumn,81.7
2023-07-17 00:00,Seoul,55.4,136.7,Summer,72.2
2023-07-17 08:00,Daegu,94.3,133.7,Spring,95.1
2023-07-17 16:00,Daegu,56.6,87.8,Autumn,92.3
2023-07-18 00:00,Daegu,68.0,137.8,Autumn,66.7
2023-07-18 08:00,Busan,75.7,129.7,Spring,34.0
2023-07-18 16:00,Daejeon,64.8,104.4,Spring,42.0
2023-07-19 00:00,Daejeon,57.3,80.3,Spring,16.6
2023-07-19 08:00,Daegu,73.6,149.4,Spring,32.0
2023-07-19 16:00,Busan,71.8,108.7,Summer,87.7
2023-07-20 00:00,Daegu,36.2,55.4,Autumn,25.7
2023-07-20 08:00,Incheon,71.4,82.8,Summer,55.2
2023-07-20 16:00,Busan,117.8,242.9,Spring,95.6
2023-07-21 00:00,Daegu,20.6,52.9,Autumn,20.1
2023-07-21 08:00,Seoul,39.9,45.4,Autumn,11.3
2023-07-21 16:00,Daegu,86.0,169.1,Winter,94.5
2023-07-22 00:00,Busan,59.3,103.9,Autumn,67.8
2023-07-22 08:00,Incheon,29.0,20.6,Summer,22.4
2023-07-22 16:00,Busan,41.7,68.2,Summer,12.5
2023-07-23 00:00,Daejeon,55.9,123.4,Summer,65.4
2023-07-23 08:00,Incheon,70.2,108.2,Spring,26.1
2023-07-23 16:00,Daejeon,53.2,88.2,Summer,75.1
2023-07-24 00:00,Busan,39.0,66.4,Autumn,38.9
2023-07-24 08:00,Daejeon,73.8,124.4,Spring,24.5
2023-07-24 16:00,Daejeon,72.5,112.0,Spring,40.9
2023-07-25 00:00,Seoul,69.4,97.4,Winter,23.9
2023-07-25 08:00,Busan,71.6,144.5,Autumn,61.7
2023-07-25 16:00,Seoul,88.5,180.2,Winter,68.7
2023-07-26 00:00,Daegu,23.9,32.4,Autumn,19.0
2023-07-26 08:00,Seoul,59.5,57.8,Winter,43.3
2023-07-26 16:00,Incheon,120.3,175.1,Spring,94.0
2023-07-27 00:00,Daegu,63.8,107.1,Winter,33.4
2023-07-27 08:00,Incheon,100.0,127.9,Winter,63.7
2023-07-27 16:00,Busan,69.3,85.5,Spring,59.4
2023-07-28 00:00,Seoul,56.1,71.2,Summer,28.6
2023-07-28 08:00,Busan,110.4,156.4,Winter,74.0
2023-07-28 16:00,Incheon,46.2,82.8,Summer,41.7
2023-07-29 00:00,Daejeon,78.7,100.7,Winter,15.6
2023-07-29 08:00,Daegu,99.0,170.1,Spring,43.5
2023-07-29 16:00,Busan,53.5,72.8,Summer,66.1
2023-07-30 00:00,Busan,80.1,104.6,Summer,80.0
2023-07-30 08:00,Seoul,105.0,137.9,Winter,88.1
2023-07-30 16:00,Daejeon,60.6,121.4,Summer,68.7
2023-07-31 00:00,Daejeon,45.7,78.9,Winter,22.3
2023-07-31 08:00,Daejeon,39.3,58.4,Summer,43.1
2023-07-31 16:00,Incheon,59.2,111.5,Summer,68.7
2023-08-01 00:00,Daegu,52.7,90.0,Autumn,54.8
2023-08-01 08:00,Seoul,57.5,100.4,Autumn,43.1
2023-08-01 16:00,Daegu,112.8,187.9,Spring,95.5
2023-08-02 00:00,Incheon,70.6,77.5,Summer,87.7
2023-08-02 08:00,Incheon,91.4,128.2,Spring,83.6
2023-08-02 16:00,Incheon,111.0,171.1,Spring,93.9
2023-08-03 00:00,Incheon,44.0,108.0,Autumn,45.8
2023-08-03 08:00,Daegu,54.2,72.9,Summer,27.3
2023-08-03 16:00,Daegu,105.9,153.6,Spring,91.3
2023-08-04 00:00,Busan,65.5,79.1,Autumn,76.0
2023-08-04 08:00,Busan,67.3,110.7,Autumn,79.6
2023-08-04 16:00,Busan,47.8,72.1,Spring,16.8
2023-08-05 00:00,Seoul,38.5,29.2,Autumn,36.4
2023-08-05 08:00,Busan,54.2,112.8,Autumn,31.0
2023-08-05 16:00,Daegu,35.7,59.4,Summer,40.2
2023-08-06 00:00,Seoul,62.4,56.8,Spring,35.5
2023-08-06 08:00,Daegu,,37.0,Autumn,22.2
2023-08-06 16:00,Daegu,69.5,71.1,Summer,86.4
2023-08-07 00:00,Incheon,67.5,91.1,Autumn,83.3
2023-08-07 08:00,Busan,78.3,95.1,Summer,86.8
2023-08-07 16:00,Daegu,28.1,45.6,Autumn,16.1
2023-08-08 00:00,Daejeon,76.8,149.4,Spring,50.5
2023-08-08 08:00,Daejeon,45.0,49.5,Summer,73.0
2023-08-08 16:00,Seoul,61.2,68.9,Spring,20.6
2023-08-09 00:00,Daejeon,67.4,144.8,Summer,93.0
2023-08-09 08:00,Busan,94.1,174.7,Autumn,80.7
2023-08-09 16:00,Incheon,96.4,187.9,Winter,86.4
2023-08-10 00:00,Busan,90.7,162.3,Spring,67.2
2023-08-10 08:00,Seoul,92.1,156.4,Spring,71.9
2023-08-10 16:00,Incheon,73.3,141.0,Winter,40.9
2023-08-11 00:00,Busan,,52.2,Autumn,33.7
2023-08-11 08:00,Daejeon,44.6,72.8,Autumn,28.3
2023-08-11 16:00,Incheon,42.8,97.3,Autumn,41.4
2023-08-12 00:00,Busan,92.6,184.4,Spring,51.0
2023-08-12 08:00,Daegu,97.6,185.9,Winter,63.5
2023-08-12 16:00,Daegu,55.4,74.1,Winter,12.6
2023-08-13 00:00,Seoul,54.9,107.8,Summer,57.7
2023-08-13 08:00,Incheon,40.5,79.5,Autumn,59.5
2023-08-13 16:00,Daegu,81.6,166.6,Winter,68.0
2023-08-14 00:00,Seoul,73.5,105.1,Autumn,91.6
2023-08-14 08:00,Daegu,109.4,211.2,Winter,77.7
2023-08-14 16:00,Daejeon,75.7,89.6,Autumn,80.0
2023-08-15 00:00,Busan,68.4,123.6,Summer,91.5
2023-08-15 08:00,Busan,56.1,126.8,Summer,95.9
2023-08-15 16:00,Seoul,,86.2,Spring,51.9
2023-08-16 00:00,Daegu,32.6,40.7,Autumn,43.7
2023-08-16 08:00,Seoul,92.1,170.5,Spring,60.7
2023-08-16 16:00,Daegu,106.3,140.8,Spring,91.5
2023-08-17 00:00,Daegu,81.2,126.5,Winter,71.1
2023-08-17 08:00,Seoul,63.8,84.8,Autumn,53.9
2023-08-17 16:00,Daejeon,43.2,59.0,Summer,34.3
2023-08-18 00:00,Incheon,94.0,177.8,Winter,91.1
2023-08-18 08:00,Seoul,45.3,71.6,Autumn,35.7
2023-08-18 16:00,Busan,61.7,118.6,Winter,52.6
2023-08-19 00:00,Seoul,52.1,89.1,Winter,24.6
2023-08-19 08:00,Busan,67.7,113.6,Spring,14.2
2023-08-19 16:00,Busan,64.7,122.5,Autumn,78.5
2023-08-20 00:00,Busan,13.1,19.2,Autumn,15.1
2023-08-20 08:00,Daejeon,42.3,72.5,Summer,37.6
2023-08-20 16:00,Seoul,53.9,71.0,Autumn,70.0
2023-08-21 00:00,Busan,62.2,119.2,Autumn,39.1
2023-08-21 08:00,Seoul,76.7,94.3,Spring,41.5
2023-08-21 16:00,Daejeon,71.5,110.4,Autumn,99.3
2023-08-22 00:00,Daejeon,78.5,90.7,Spring,59.2
2023-08-22 08:00,Daegu,72.7,116.3,Summer,85.3
2023-08-22 16:00,Incheon,68.2,115.5,Autumn,85.3
2023-08-23 00:00,Daejeon,69.9,128.1,Summer,74.8
2023-08-23 08:00,Incheon,64.4,95.1,Winter,69.1
2023-08-23 16:00,Incheon,62.2,105.5,Summer,47.9
2023-08-24 00:00,Seoul,64.0,90.1,Summer,97.0
2023-08-24 08:00,Incheon,67.9,127.8,Autumn,66.8
2023-08-24 16:00,Busan,80.9,136.4,Summer,93.7
2023-08-25 00:00,Daejeon,64.8,119.1,Autumn,69.1
2023-08-25 08:00,Seoul,43.6,74.4,Summer,56.8
2023-08-25 16:00,Incheon,31.2,63.3,Autumn,27.6
2023-08-26 00:00,Daegu,36.1,85.7,Summer,28.4
2023-08-26 08:00,Daejeon,91.2,190.6,Spring,92.2
2023-08-26 16:00,Seoul,39.8,55.6,Autumn,18.5
2023-08-27 00:00,Seoul,34.3,68.7,Autumn,12.6
2023-08-27 08:00,Daegu,89.8,124.7,Spring,68.6
2023-08-27 16:00,Busan,56.2,114.9,Summer,70.0
2023-08-28 00:00,Incheon,103.8,164.2,Winter,66.6
2023-08-28 08:00,Daejeon,56.2,93.8,Autumn,45.6
2023-08-28 16:00,Seoul,61.6,123.5,Winter,35.7
2023-08-29 00:00,Daejeon,67.3,93.5,Summer,68.7
2023-08-29 08:00,Daegu,71.9,93.5,Summer,78.5
2023-08-29 16:00,Daejeon,77.7,104.6,Winter,69.8
2023-08-30 00:00,Daegu,63.5,97.4,Summer,78.6
2023-08-30 08:00,Busan,74.1,96.0,Spring,40.2
2023-08-30 16:00,Seoul,69.8,141.5,Autumn,81.4
2023-08-31 00:00,Busan,70.8,106.2,Autumn,73.4
2023-08-31 08:00,Seoul,91.2,164.5,Spring,73.6
2023-08-31 16:00,Daejeon,68.0,94.2,Winter,16.4
2023-09-01 00:00,Daegu,71.2,105.9,Spring,53.1
2023-09-01 08:00,Daejeon,90.1,114.0,Winter,90.5
2023-09-01 16:00,Seoul,67.8,104.2,Autumn,88.4
2023-09-02 00:00,Daegu,41.5,69.5,Summer,17.1
2023-09-02 08:00,Incheon,75.5,84.3,Spring,76.0
2023-09-02 16:00,Daegu,70.9,123.7,Spring,44.4
2023-09-03 00:00,Daegu,64.7,99.5,Winter,13.7
2023-09-03 08:00,Seoul,33.6,29.2,Autumn,28.4
2023-09-03 16:00,Busan,59.7,107.4,Spring,27.4
2023-09-04 00:00,Daejeon,65.2,107.3,Autumn,76.9
2023-09-04 08:00,Daejeon,47.7,58.7,Autumn,31.6
2023-09-04 16:00,Daegu,112.2,198.7,Spring,89.3
2023-09-05 00:00,Busan,57.3,59.8,Winter,11.6
2023-09-05 08:00,Daegu,95.3,208.5,Winter,44.3
2023-09-05 16:00,Seoul,81.0,97.4,Winter,63.8
2023-09-06 00:00,Seoul,44.2,53.7,Autumn,47.3
2023-09-06 08:00,Daegu,40.5,63.3,Autumn,25.3
2023-09-06 16:00,Seoul,60.2,87.3,Summer,81.6
2023-09-07 00:00,Daegu,56.2,85.8,Spring,12.2
2023-09-07 08:00,Incheon,96.9,141.7,Winter,85.9
2023-09-07 16:00,Incheon,42.4,46.3,Winter,25.2
2023-09-08 00:00,Incheon,60.5,119.9,Autumn,85.6
2023-09-08 08:00,Incheon,103.0,163.9,Spring,67.5
2023-09-08 16:00,Busan,91.5,111.3,Winter,87.8
2023-09-09 00:00,Seoul,47.1,69.7,Summer,79.0
2023-09-09 08:00,Busan,45.4,64.7,Autumn,30.1
2023-09-09 16:00,Daejeon,54.6,102.6,Summer,64.9
2023-09-10 00:00,Daejeon,67.4,81.4,Winter,14.2
2023-09-10 08:00,Daegu,26.0,20.6,Autumn,30.8
2023-09-10 16:00,Incheon,83.6,124.1,Winter,97.0
2023-09-11 00:00,Incheon,46.2,66.8,Summer,41.1
2023-09-11 08:00,Incheon,50.8,54.3,Autumn,16.2
2023-09-11 16:00,Busan,77.2,57.2,Winter,46.5
2023-09-12 00:00,Busan,45.1,67.6,Summer,36.1
2023-09-12 08:00,Incheon,71.0,119.4,Summer,80.7
2023-09-12 16:00,Incheon,72.2,117.1,Winter,65.4
2023-09-13 00:00,Daegu,99.5,173.0,Winter,84.6
2023-09-13 08:00,Busan,39.5,66.9,Summer,49.6
2023-09-13 16:00,Incheon,66.4,101.4,Spring,19.2
2023-09-14 00:00,Daejeon,73.9,129.6,Autumn,97.8
2023-09-14 08:00,Busan,105.1,159.1,Winter,91.0
2023-09-14 16:00,Busan,50.4,58.4,Winter,10.8
2023-09-15 00:00,Daegu,85.9,124.7,Winter,87.3
2023-09-15 08:00,Daegu,111.4,160.4,Winter,95.3
2023-09-15 16:00,Busan,105.5,188.2,Spring,85.9
2023-09-16 00:00,Daejeon,73.9,128.9,Summer,78.4
2023-09-16 08:00,Daejeon,63.9,91.8,Spring,37.7
2023-09-16 16:00,Daegu,32.1,62.4,Autumn,17.2
2023-09-17 00:00,Daejeon,63.2,113.6,Winter,37.8
2023-09-17 08:00,Seoul,54.7,83.1,Summer,64.3
2023-09-17 16:00,Seoul,68.0,83.5,Summer,92.7
2023-09-18 00:00,Seoul,,128.2,Summer,54.7
2023-09-18 08:00,Incheon,52.0,95.9,Summer,91.6
2023-09-18 16:00,Incheon,93.6,139.6,Winter,81.1
2023-09-19 00:00,Daegu,56.0,120.5,Winter,66.8
2023-09-19 08:00,Seoul,70.7,91.8,Autumn,82.7
2023-09-19 16:00,Busan,85.0,157.2,Spring,61.5
2023-09-20 00:00,Seoul,55.1,124.0,Autumn,50.2
2023-09-20 08:00,Incheon,40.6,80.0,Winter,34.0
2023-09-20 16:00,Seoul,24.1,17.2,Autumn,15.9
2023-09-21 00:00,Busan,60.9,101.6,Spring,17.3
2023-09-21 08:00,Busan,60.5,88.3,Winter,17.7
2023-09-21 16:00,Daejeon,35.7,53.3,Autumn,43.8
2023-09-22 00:00,Daejeon,79.9,163.7,Spring,46.0
2023-09-22 08:00,Daegu,74.9,166.4,Spring,37.5
2023-09-22 16:00,Busan,40.9,80.8,Autumn,57.9
2023-09-23 00:00,Daejeon,72.0,96.7,Spring,13.0
2023-09-23 08:00,Busan,72.9,116.5,Winter,50.6
2023-09-23 16:00,Seoul,61.3,88.4,Winter,19.4
2023-09-24 00:00,Busan,76.7,140.9,Summer,92.6
2023-09-24 08:00,Daejeon,,97.6,Autumn,63.4
2023-09-24 16:00,Daegu,62.4,115.6,Summer,26.2
2023-09-25 00:00,Daejeon,55.1,98.9,Spring,34.4
2023-09-25 08:00,Incheon,57.1,106.4,Autumn,94.5
2023-09-25 16:00,Busan,31.1,38.0,Autumn,46.3
2023-09-26 00:00,Busan,61.3,53.3,Winter,45.4
2023-09-26 08:00,Incheon,46.9,88.1,Autumn,45.9
2023-09-26 16:00,Daegu,40.2,91.1,Summer,41.9
2023-09-27 00:00,Incheon,61.5,81.2,Winter,16.6
2023-09-27 08:00,Daejeon,42.8,70.8,Autumn,56.5
2023-09-27 16:00,Busan,65.7,63.7,Autumn,83.4
2023-09-28 00:00,Seoul,49.8,95.9,Autumn,53.7
2023-09-28 08:00,Daejeon,91.1,139.0,Spring,86.5
2023-09-28 16:00,Busan,44.1,52.6,Summer,33.7
2023-09-29 00:00,Incheon,80.4,119.2,Winter,79.6
2023-09-29 08:00,Daegu,62.6,62.3,Summer,54.7
2023-09-29 16:00,Busan,62.0,79.5,Autumn,81.9
2023-09-30 00:00,Daejeon,36.8,63.8,Summer,29.2
2023-09-30 08:00,Seoul,69.1,86.3,Spring,36.5
2023-09-30 16:00,Daejeon,39.1,42.9,Summer,44.6
2023-10-01 00:00,Busan,105.1,157.3,Spring,86.7
2023-10-01 08:00,Busan,83.1,166.2,Autumn,95.3
2023-10-01 16:00,Busan,58.7,75.5,Spring,51.3
2023-10-02 00:00,Incheon,79.6,100.7,Winter,30.4
2023-10-02 08:00,Seoul,68.3,95.6,Summer,95.2
2023-10-02 16:00,Busan,28.4,25.2,Autumn,19.9
2023-10-03 00:00,Incheon,56.9,123.1,Summer,60.8
2023-10-03 08:00,Daegu,71.0,122.5,Summer,88.2
2023-10-03 16:00,Daejeon,97.9,177.3,Winter,93.4
2023-10-04 00:00,Daejeon,50.7,102.5,Winter,12.8
2023-10-04 08:00,Incheon,31.8,39.1,Autumn,24.2
2023-10-04 16:00,Busan,20.1,22.2,Summer,40.1
2023-10-05 00:00,Seoul,28.1,34.4,Autumn,16.8
2023-10-05 08:00,Daegu,69.6,113.2,Summer,98.0
2023-10-05 16:00,Daegu,48.1,38.8,Spring,14.6
2023-10-06 00:00,Daejeon,72.4,99.3,Winter,30.8
2023-10-06 08:00,Daegu,48.0,111.7,Spring,27.1
2023-10-06 16:00,Incheon,25.5,43.7,Autumn,17.5
2023-10-07 00:00,Busan,101.0,128.6,Spring,33.8
2023-10-07 08:00,Busan,78.9,129.8,Spring,56.5
2023-10-07 16:00,Incheon,73.0,104.2,Autumn,92.7
2023-10-08 00:00,Seoul,52.1,90.4,Winter,10.7
2023-10-08 08:00,Daejeon,96.6,131.8,Spring,90.3
2023-10-08 16:00,Daejeon,48.4,45.4,Spring,49.7
2023-10-09 00:00,Daegu,84.4,148.9,Summer,85.7
2023-10-09 08:00,Seoul,66.8,123.0,Spring,38.0
2023-10-09 16:00,Daejeon,85.7,130.2,Summer,92.1
2023-10-10 00:00,Seoul,68.0,116.3,Summer,84.8
2023-10-10 08:00,Incheon,29.7,47.5,Summer,34.9
2023-10-10 16:00,Daejeon,46.2,66.3,Spring,24.2
2023-10-11 00:00,Daegu,14.5,16.6,Summer,20.3
2023-10-11 08:00,Busan,17.6,10.5,Summer,15.8
2023-10-11 16:00,Seoul,50.8,84.5,Autumn,56.4
2023-10-12 00:00,Seoul,42.1,57.7,Autumn,71.6
2023-10-12 08:00,Incheon,82.6,145.6,Winter,53.1
2023-10-12 16:00,Incheon,53.1,63.5,Autumn,47.5
2023-10-13 00:00,Seoul,43.0,32.0,Autumn,36.3
2023-10-13 08:00,Busan,86.5,176.0,Spring,84.6
2023-10-13 16:00,Daejeon,52.1,64.4,Summer,19.9
2023-10-14 00:00,Seoul,68.0,78.0,Winter,55.7
2023-10-14 08:00,Daegu,110.9,123.7,Winter,72.4
2023-10-14 16:00,Daejeon,65.8,105.0,Summer,18.6
2023-10-15 00:00,Busan,79.6,98.4,Summer,96.2
2023-10-15 08:00,Daejeon,55.3,123.5,Summer,50.5
2023-10-15 16:00,Incheon,21.5,47.5,Autumn,19.1
2023-10-16 00:00,Busan,68.6,83.3,Winter,59.0
2023-10-16 08:00,Busan,72.3,77.6,Spring,30.0
