OrderID,CustomerID,OrderTime_Hour,ItemCount,TotalPrice,IsLoyaltyMember
50828,13327,9,18,167.3,Yes
50829,11454,16,10,110.24,No
50830,13912,13,21,145.15,Yes
50831,14242,9,10,49.88,Yes
50832,10866,13,4,27.64,Yes
50833,11033,17,16,86.46,Yes
50834,11454,12,17,169.53,No
50835,11929,9,1,11.31,No
50836,14761,12,4,24.16,No
50837,12402,10,2,13.87,No
50838,14001,12,7,54.92,No
50839,14472,18,11,126.29,No
50840,13834,14,18,140.25,No
50841,13461,18,24,236.69,No
50842,14693,9,9,41.59,Yes
50843,10541,18,23,192.63,Yes
50844,11535,13,5,37.85,No
50845,14357,10,11,105.5,Yes
50846,11000,17,17,160.32,No
50847,10771,17,1,11.73,No
50848,13040,11,2,14.14,Yes
50849,13995,16,6,29.1,Yes
50850,11786,18,14,128.67,No
50851,13753,17,12,88.83,Yes
50852,14310,21,15,75.51,Yes
50853,12670,12,17,102.96,No
50854,12590,16,11,87.65,No
50855,14993,19,16,138.5,No
50856,12636,20,5,32.47,No
50857,14978,18,12,61.44,Yes
50858,14893,20,14,115.12,No
50859,14607,14,17,116.27,No
50860,14948,14,20,135.99,Yes
50861,12653,19,9,51.42,No
50862,13711,19,19,165.61,No
50863,12311,12,21,184.27,Yes
50864,14265,13,3,19.42,Yes
50865,10928,11,19,128.82,No
50866,11063,19,12,64.09,No
50867,10018,12,12,121.58,No
50868,11984,11,11,117.09,No
50869,11577,14,22,224.43,No
50870,11811,17,18,149.77,Yes
50871,10321,12,18,169.01,No
50872,12606,9,24,223.39,No
50873,13736,12,21,103.2,Yes
50874,11741,12,7,56.0,Yes
50875,12241,18,5,29.22,No
50876,14494,13,6,35.62,No
50877,11250,21,22,203.9,No
50878,14280,12,23,141.75,No
50879,11607,10,3,28.78,Yes
50880,14555,10,5,,No
50881,13887,18,13,148.87,No
50882,12795,13,3,27.96,Yes
50883,12629,12,22,209.51,No
50884,10246,8,8,88.25,No
50885,12059,16,13,95.34,No
50886,11818,18,7,53.09,Yes
50887,13610,11,6,45.46,Yes
50888,14902,12,16,156.86,No
50889,12027,21,24,172.13,No
50890,12333,19,24,250.76,No
50891,12491,16,4,20.31,No
50892,11104,14,5,52.03,No
50893,14156,14,23,156.46,No
50894,11744,15,3,17.7,No
50895,10833,17,11,110.87,Yes
50896,14245,21,20,155.84,No
50897,14789,14,16,141.71,No
50898,12115,11,19,174.9,Yes
50899,12194,11,7,73.26,No
50900,10958,10,8,81.84,No
50901,14402,12,4,47.48,No
50902,10802,10,9,103.83,No
50903,10057,10,7,74.07,No
50904,11852,10,13,94.33,No
50905,12824,18,2,21.43,No
50906,14342,19,20,202.27,No
50907,13107,12,13,66.01,Yes
50908,11871,9,12,69.35,No
50909,10989,17,19,166.53,Yes
50910,10998,14,18,171.92,Yes
50911,12336,17,3,28.08,No
50912,10563,12,4,33.82,No
50913,11327,16,15,89.2,Yes
50914,11590,8,19,96.34,No
50915,13538,11,17,120.09,No
50916,11038,13,24,204.72,No
50917,11389,19,11,128.07,No
50918,10103,15,12,93.09,Yes
50919,10022,18,22,236.39,No
50920,12417,13,2,12.31,No
50921,10558,9,15,133.95,Yes
50922,11943,17,17,167.93,Yes
50923,12922,19,9,40.57,Yes
50924,12159,21,5,28.27,No
50925,12046,16,20,185.04,Yes
50926,14780,13,21,244.54,No
50927,14882,18,12,87.8,No
50928,10196,17,18,104.78,No
50929,14199,20,15,132.97,No
50930,14730,12,12,85.61,No
50931,14967,18,11,99.14,No
50932,14939,12,2,23.9,No
50933,11146,13,5,27.87,No
50934,11772,13,6,50.3,No
50935,13227,12,10,71.75,No
50936,14531,9,13,91.53,No
50937,13010,8,23,188.27,No
50938,11105,12,4,36.27,No
50939,13979,11,4,30.74,Yes
50940,12882,19,10,58.16,No
50941,10143,16,9,47.25,No
50942,13068,20,22,191.58,Yes
50943,13028,22,2,19.03,Yes
50944,12037,8,16,168.35,Yes
50945,10370,18,2,17.66,No
50946,12657,16,17,167.97,No
50947,10297,13,7,67.34,No
50948,10638,10,19,134.05,No
50949,13605,17,23,,No
50950,13027,17,24,125.25,No
50951,14943,12,23,139.31,Yes
50952,14224,16,6,57.6,Yes
50953,11727,18,16,72.96,Yes
50954,13752,13,4,43.67,No
50955,14305,20,10,84.69,Yes
50956,13303,8,22,251.54,No
50957,12171,22,21,148.26,No
50958,14600,12,13,119.74,Yes
50959,13962,11,3,15.89,No
50960,11911,13,14,125.52,No
50961,13240,10,8,62.33,No
50962,13502,10,24,284.02,No
50963,12128,11,5,45.78,Yes
50964,11341,15,13,77.56,No
50965,12584,14,7,57.06,No
50966,13197,15,11,108.26,No
50967,13210,19,1,6.67,No
50968,11920,16,19,102.2,No
50969,13122,19,12,107.3,Yes
50970,13252,15,15,137.43,Yes
50971,14434,20,14,134.78,No
50972,11853,18,11,90.05,Yes
50973,10375,18,13,126.71,No
50974,14341,8,16,148.36,Yes
50975,10388,12,15,160.8,Yes
50976,14045,20,24,137.13,No
50977,14095,12,10,115.25,No
50978,12297,11,13,122.79,No
50979,10455,12,11,108.84,No
50980,13564,19,5,33.16,No
50981,11178,10,24,218.23,No
50982,12118,16,6,56.52,Yes
50983,13862,11,6,71.59,No
50984,11184,9,1,5.21,Yes
50985,11834,17,7,66.31,No
50986,10056,17,11,93.69,Yes
50987,14963,20,10,119.55,No
50988,11331,10,2,20.26,Yes
50989,14211,12,20,128.95,Yes
50990,11758,13,1,7.23,No
50991,13911,12,1,8.69,No
50992,10301,21,8,59.28,Yes
50993,12350,13,23,146.6,No
50994,13096,15,20,222.36,No
50995,11085,17,8,82.42,No
50996,11235,11,15,88.85,Yes
50997,11356,12,13,134.3,No
50998,11198,14,21,192.2,No
50999,12093,18,14,96.28,No
51000,14179,13,3,23.39,Yes
