DayID,PanelTemp,SolarRadiation,CloudCover,DailyPower_kWh,Efficiency
880607,31.8,810.7,74.6,207.5,17.46
880608,20.3,413.1,90.6,114.1,18.03
880609,50.8,420.4,78.7,94.4,14.97
880610,64.3,890.4,61.3,182.3,14.22
880611,48.9,918.3,94.3,200.4,14.41
880612,19.9,536.4,15.8,169.1,21.82
880613,56.0,903.9,92.0,187.7,13.68
880614,58.9,213.3,17.1,54.8,17.08
880615,39.2,974.2,9.2,285.3,19.84
880616,18.3,686.7,65.7,194.4,19.52
880617,20.1,285.9,34.3,84.0,20.87
880618,31.4,738.3,9.8,228.7,20.74
880619,20.8,686.6,44.9,212.9,20.26
880620,34.5,168.4,68.7,39.5,17.43
880621,15.7,865.3,31.6,280.9,21.54
880622,21.0,489.6,0.8,171.4,22.43
880623,60.4,840.2,77.5,180.1,13.88
880624,15.4,351.3,9.2,120.7,22.7
880625,61.8,265.1,31.9,67.1,15.99
880626,21.0,660.8,50.0,199.8,19.98
880627,56.3,478.7,37.7,124.1,16.36
880628,47.7,970.0,77.9,227.9,15.38
880629,43.2,559.8,28.8,154.2,18.38
880630,49.6,651.7,45.4,172.0,16.78
880631,52.1,855.6,11.9,234.2,18.16
880632,60.5,262.7,37.3,66.5,15.87
880633,61.6,154.7,94.6,33.9,12.88
880634,25.4,758.6,23.6,230.2,20.77
880635,18.2,519.3,87.6,149.7,18.44
880636,38.6,602.2,30.1,168.1,18.87
880637,29.7,766.2,2.1,242.6,21.33
880638,34.9,211.7,44.2,62.6,18.6
880639,43.1,661.2,95.9,147.7,15.03
880640,50.8,631.7,40.1,158.8,16.9
880641,53.1,465.4,69.0,104.1,15.18
880642,57.4,754.7,69.1,164.5,14.66
880643,34.0,655.6,47.1,183.1,18.57
880644,49.8,936.2,79.1,207.9,15.07
880645,29.8,536.0,43.3,151.3,19.26
880646,33.7,752.6,7.7,230.5,20.57
880647,19.8,802.0,19.3,257.0,21.66
880648,29.7,878.4,75.8,228.5,17.64
880649,44.8,312.4,21.7,91.8,18.54
880650,29.4,544.1,66.4,144.5,18.15
880651,57.9,219.6,5.8,60.1,17.76
880652,31.4,448.2,71.0,115.3,17.68
880653,36.6,320.3,38.6,97.1,18.68
880654,19.3,163.6,13.2,55.5,22.02
880655,46.0,655.6,23.9,181.8,18.29
880656,33.8,389.7,68.5,103.0,17.52
880657,62.6,394.3,23.7,89.8,16.3
880658,23.7,350.8,38.6,104.2,20.22
880659,26.2,896.8,54.0,255.5,19.16
880660,38.0,579.8,32.3,170.2,18.82
880661,58.9,448.0,86.6,90.2,13.61
880662,22.5,886.6,64.2,251.6,19.1
880663,16.7,608.4,16.8,205.2,22.16
880664,40.4,222.7,95.0,57.3,15.4
880665,31.0,729.1,22.1,209.2,20.18
880666,59.4,658.0,49.6,158.6,15.39
880667,23.1,489.5,56.9,145.3,19.39
880668,51.5,390.9,94.0,90.2,14.12
880669,19.4,208.9,46.3,66.0,20.35
880670,34.6,962.1,94.8,235.1,16.1
880671,55.2,577.9,59.1,127.3,15.42
880672,54.9,738.8,91.1,155.4,13.86
880673,23.8,598.5,88.8,155.9,17.71
880674,54.0,950.0,61.0,217.1,15.46
880675,18.2,205.0,41.7,68.2,20.72
880676,20.8,429.1,41.7,130.1,20.42
880677,39.3,793.5,43.0,224.9,18.14
880678,36.5,157.4,3.4,48.6,20.45
880679,55.2,100.3,67.3,16.3,15.01
880680,56.0,988.1,2.1,267.5,18.17
880681,19.8,883.0,53.8,261.0,19.93
880682,59.9,323.4,93.7,58.9,13.13
880683,31.2,760.8,73.1,199.8,17.6
880684,58.0,324.2,13.5,87.8,17.36
880685,39.1,561.4,90.3,127.6,15.79
880686,32.2,366.2,44.6,101.1,18.91
880687,62.2,935.4,73.1,192.3,13.88
880688,23.7,761.2,47.9,220.0,19.76
880689,53.3,388.6,56.1,86.1,15.8
880690,40.6,960.9,90.6,229.6,15.6
880691,47.2,293.3,69.5,60.2,15.85
880692,41.3,599.7,94.3,142.0,15.33
880693,15.7,656.4,12.9,228.2,22.47
880694,34.0,804.4,48.8,218.8,18.48
880695,42.6,693.8,83.9,168.3,15.7
880696,60.2,675.1,52.2,158.9,15.17
880697,22.9,631.3,61.0,178.5,19.2
880698,55.1,461.8,95.4,97.2,13.62
880699,33.4,986.1,63.3,261.1,17.82
880700,43.6,565.1,47.2,154.3,17.41
880701,25.4,238.3,68.5,66.3,18.53
880702,48.8,808.4,17.1,226.3,18.29
880703,60.8,821.9,9.1,207.2,17.25
880704,42.0,193.9,15.8,56.6,19.17
880705,45.3,823.8,22.4,230.2,18.45
880706,54.8,254.7,7.1,67.3,18.07
880707,61.2,400.9,85.4,84.8,13.39
880708,47.9,347.5,18.6,100.9,18.33
880709,60.4,584.4,8.8,153.1,17.31
880710,51.6,896.0,58.9,211.1,15.86
880711,39.3,430.7,4.2,129.4,20.07
880712,33.0,499.5,31.5,151.8,19.46
880713,28.9,385.0,72.0,98.7,17.93
880714,25.5,756.8,87.8,203.7,17.55
880715,58.2,362.2,20.1,90.3,17.02
880716,40.0,900.4,5.0,269.1,19.96
880717,21.7,179.9,95.9,44.9,17.6
880718,55.3,791.3,28.0,200.3,16.97
880719,52.0,143.0,38.2,30.5,16.84
880720,63.2,222.6,25.8,58.7,16.12
880721,34.0,253.7,43.4,71.6,18.74
880722,19.1,235.0,37.1,68.0,20.86
880723,39.7,606.8,42.8,167.5,18.1
880724,60.2,295.5,53.6,66.1,15.1
880725,50.2,692.3,3.0,195.9,18.83
880726,50.7,607.0,3.2,172.1,18.76
880727,42.9,152.9,7.5,41.8,19.48
880728,47.9,761.9,73.2,177.4,15.59
880729,50.1,183.0,52.5,40.2,16.36
880730,21.2,978.5,3.2,300.0,22.29
880731,25.9,122.6,33.3,38.1,20.22
880732,40.3,394.0,62.2,108.4,17.06
880733,19.8,810.1,80.1,229.8,18.62
880734,23.3,383.0,86.4,107.2,17.89
880735,25.2,320.4,61.1,91.1,18.92
880736,45.3,915.3,48.7,239.4,17.12
880737,17.6,109.3,53.8,30.8,20.2
880738,22.3,334.5,67.4,87.2,18.96
880739,50.0,654.2,21.7,175.6,17.92
880740,57.9,425.7,15.8,109.7,17.26
880741,37.8,451.4,87.7,100.5,16.08
880742,23.7,957.9,96.0,232.1,17.35
880743,49.6,362.0,1.1,96.4,18.99
880744,45.8,814.6,78.9,182.7,15.56
880745,38.5,507.7,60.1,128.9,17.38
880746,37.2,232.6,41.7,63.6,18.45
880747,63.6,360.8,2.1,90.5,17.26
880748,26.7,460.1,12.7,144.3,21.17
880749,24.5,637.0,70.1,168.3,18.56
880750,55.0,986.0,92.0,204.3,13.8
880751,29.4,564.5,41.2,166.2,19.41
880752,52.9,723.3,95.8,145.4,13.86
880753,50.7,954.4,87.0,207.5,14.57
880754,51.4,879.8,48.2,221.6,16.42
880755,15.5,710.2,87.5,193.4,18.77
880756,53.6,401.3,19.3,114.0,17.6
880757,17.9,417.7,73.1,118.9,19.19
880758,44.0,442.0,26.2,122.0,18.42
880759,25.0,389.7,52.8,112.1,19.35
880760,21.8,682.1,78.7,193.2,18.45
880761,41.1,897.6,74.1,220.1,16.37
880762,19.5,304.4,86.0,85.4,18.36
880763,26.5,100.1,87.8,30.8,17.43
880764,36.7,529.7,93.7,128.0,15.91
880765,18.3,213.4,9.1,66.3,22.35
880766,47.2,308.9,45.8,70.5,17.04
880767,49.5,895.3,89.3,185.6,14.6
880768,57.4,399.6,55.4,94.2,15.34
880769,21.5,522.0,87.5,137.8,18.05
880770,35.4,624.8,58.8,163.8,17.81
880771,60.5,194.3,84.4,36.5,13.52
880772,42.8,703.5,42.1,184.6,17.76
880773,54.1,458.8,18.2,117.9,17.6
880774,51.7,665.9,29.3,170.3,17.33
880775,49.4,897.0,97.9,184.3,14.17
880776,16.9,135.0,2.3,47.2,22.85
880777,57.6,662.9,32.4,165.1,16.46
880778,15.2,475.9,76.3,134.6,19.36
880779,28.9,478.6,72.5,125.4,17.91
880780,28.1,296.4,42.7,86.5,19.49
880781,27.2,322.7,91.2,93.4,17.18
880782,44.7,812.7,95.4,175.1,14.87
880783,56.2,122.8,70.1,23.8,14.76
880784,58.3,192.3,43.6,39.1,15.83
880785,15.8,571.7,56.5,171.3,20.27
880786,21.3,672.9,14.9,215.9,21.7
880787,16.8,941.5,,300.0,21.78
880788,26.8,772.9,39.8,226.2,19.79
880789,15.4,256.4,7.7,81.6,22.77
880790,39.9,134.2,17.8,35.8,19.32
880791,55.8,879.6,58.2,195.3,15.39
880792,19.8,544.7,20.3,181.5,21.6
880793,19.8,351.2,75.5,102.8,18.85
880794,56.5,944.6,87.4,198.5,13.85
880795,47.1,766.3,59.5,192.3,16.37
880796,40.7,821.2,44.5,211.2,17.89
880797,63.1,629.5,62.9,134.6,14.28
880798,45.6,800.5,80.4,187.8,15.51
880799,64.7,675.5,57.2,152.0,14.38
880800,24.4,317.3,21.9,104.6,20.97
880801,50.8,883.5,79.9,192.6,14.91
880802,60.7,767.7,59.0,169.5,14.76
880803,62.7,107.6,5.7,31.2,17.19
880804,17.0,143.1,52.0,40.7,20.36
880805,39.0,202.2,49.8,53.3,17.83
880806,62.2,998.1,78.5,210.6,13.6
880807,50.2,910.5,,254.3,18.72
880808,63.2,110.6,15.5,29.0,16.64
880809,23.5,557.1,76.8,157.0,18.34
880810,24.3,314.7,94.0,87.5,17.39
880811,35.0,132.5,93.7,38.0,16.12
880812,42.3,275.8,65.4,68.5,16.66
880813,39.5,437.0,27.6,123.9,18.88
880814,27.4,428.2,61.8,117.7,18.62
880815,43.9,528.3,37.9,142.0,17.84
880816,43.2,380.5,29.3,108.0,18.35
880817,20.0,678.1,44.4,206.4,20.38
880818,64.7,566.9,62.5,120.7,14.11
880819,26.5,729.7,60.6,204.5,18.79
880820,36.5,392.1,52.7,101.1,17.99
880821,27.8,228.7,58.7,62.4,18.73
880822,15.5,320.1,76.6,90.8,19.32
880823,44.4,574.5,27.0,152.5,18.33
880824,38.2,523.1,74.9,131.8,16.67
880825,42.8,899.5,38.4,248.5,17.95
880826,41.2,999.8,83.8,239.7,15.86
880827,38.8,481.7,14.5,141.0,19.62
880828,18.5,637.0,14.3,214.7,22.07
880829,18.5,388.1,5.7,130.1,22.49
880830,46.9,657.6,66.1,156.2,16.07
880831,27.9,344.6,80.3,92.8,17.64
880832,39.2,377.1,76.7,87.5,16.46
880833,56.7,544.9,47.1,130.8,15.84
880834,47.5,190.8,55.2,52.8,16.54
880835,55.9,900.0,73.9,193.0,14.6
880836,47.3,647.6,22.6,171.3,18.2
880837,17.3,722.6,44.8,234.8,20.68
880838,22.2,180.0,48.9,48.4,19.89
880839,15.6,853.0,96.1,237.6,18.32
880840,64.8,587.0,17.5,136.3,16.35
880841,57.2,909.4,85.7,186.3,13.85
880842,56.4,124.4,33.0,29.8,16.58
880843,42.7,325.7,66.3,74.4,16.56
880844,63.6,672.6,34.5,158.1,15.64
880845,51.1,901.8,56.5,217.5,16.04
880846,44.3,875.2,40.3,235.0,17.67
880847,43.8,239.0,29.6,70.4,18.26
880848,32.0,640.1,68.0,174.3,17.77
880849,21.6,257.0,77.1,84.1,18.55
880850,49.9,933.1,80.9,209.6,14.96
880851,23.0,443.3,80.6,122.6,18.21
880852,57.1,356.2,3.4,92.1,17.98
880853,23.9,132.2,62.3,40.2,19.02
880854,27.3,679.5,21.7,204.1,20.63
880855,21.7,452.8,72.1,130.0,18.79
880856,61.1,303.0,1.6,82.5,17.59
880857,59.4,663.2,76.2,135.7,14.06
880858,57.4,735.5,70.6,164.4,14.58
880859,52.7,396.4,69.8,87.4,15.18
880860,15.0,854.4,44.4,283.8,20.98
880861,15.6,261.4,65.8,77.7,19.84
880862,20.9,481.4,99.7,124.3,17.51
880863,17.4,294.0,85.9,81.5,18.62
880864,54.2,219.7,73.8,57.6,14.81
880865,16.1,408.3,70.0,121.1,19.57
880866,43.4,664.2,,163.1,17.32
880867,25.9,583.2,10.3,184.4,21.37
880868,19.4,433.8,97.7,117.9,17.79
880869,37.8,928.4,79.2,232.7,16.5
880870,28.0,961.8,11.7,300.0,21.05
880871,29.5,237.8,35.7,71.4,19.68
880872,61.7,459.7,94.4,97.6,12.88
880873,29.7,415.7,61.2,113.3,18.38
880874,63.1,168.9,36.6,31.0,15.59
880875,59.0,568.7,99.3,113.8,12.95
880876,23.9,271.4,88.1,76.2,17.73
880877,26.8,146.9,53.3,38.1,19.12
880878,35.6,532.4,63.4,138.0,17.56
880879,48.6,142.6,29.3,29.7,17.7
880880,37.8,736.8,45.2,200.0,18.2
880881,37.0,323.5,72.6,82.9,16.93
880882,17.3,693.5,71.6,204.2,19.34
880883,33.5,745.8,48.0,215.3,18.58
880884,55.7,135.9,17.3,41.9,17.46
880885,20.1,843.4,4.8,284.1,22.35
880886,61.6,249.2,12.9,60.9,16.97
880887,49.0,333.3,81.0,77.5,15.07
880888,30.6,409.2,35.9,120.9,19.54
880889,36.6,686.2,6.9,204.2,20.27
880890,25.5,353.1,78.1,95.1,18.04
880891,38.2,890.0,12.8,266.3,19.78
880892,47.7,533.1,46.1,131.2,16.97
880893,23.5,373.7,61.0,102.5,19.14
880894,17.7,815.9,69.8,248.1,19.38
880895,52.0,631.9,75.2,152.2,15.01
880896,33.1,848.8,45.0,233.5,18.78
880897,33.3,281.2,10.5,87.0,20.48
880898,54.0,314.0,14.1,84.2,17.82
880899,19.3,925.9,38.5,290.5,20.76
880900,64.6,847.2,29.5,191.6,15.77
880901,22.0,883.9,40.6,274.6,20.34
880902,62.2,561.8,41.8,124.9,15.45
880903,29.0,575.4,70.9,148.0,17.98
880904,44.2,492.3,54.0,127.6,17.0
880905,39.3,316.8,27.0,83.6,18.93
880906,32.9,742.9,89.5,182.1,16.57
880907,54.3,143.0,88.4,29.6,14.06
880908,51.1,261.5,51.7,65.4,16.29
880909,64.7,646.0,51.7,139.8,14.65
880910,35.6,975.3,69.4,254.1,17.26
880911,64.5,953.8,74.7,202.5,13.52
880912,32.5,452.6,13.0,138.9,20.45
880913,17.5,653.0,79.7,192.6,18.91
880914,28.3,263.1,97.8,67.3,16.71
880915,15.5,703.4,80.7,196.9,19.11
880916,43.1,595.4,57.3,141.3,16.96
880917,29.1,480.9,15.8,148.3,20.72
880918,37.5,174.7,7.4,68.2,20.13
880919,29.1,621.7,19.5,192.9,20.53
880920,44.0,929.9,32.3,249.0,18.1
880921,57.4,553.2,50.5,136.4,15.58
880922,28.4,348.5,72.6,93.7,17.97
880923,29.1,724.3,19.6,227.9,20.54
880924,40.2,625.7,89.5,138.0,15.7
880925,20.5,349.2,84.7,90.6,18.31
880926,53.6,565.9,39.8,143.0,16.58
880927,37.8,303.7,3.1,94.9,20.3
880928,45.5,719.8,37.4,186.5,17.67
880929,33.7,273.0,58.7,77.6,18.01
880930,49.9,991.1,12.3,273.2,18.39
880931,26.2,587.4,38.1,174.7,19.95
880932,31.4,440.6,70.6,121.3,17.7
880933,52.1,752.3,68.2,176.1,15.34
880934,56.5,599.2,22.8,152.1,17.07
880935,59.2,634.2,29.7,157.5,16.41
880936,62.1,559.0,23.0,137.7,16.4
880937,21.3,317.5,83.6,81.5,18.26
880938,51.9,675.7,67.8,151.7,15.38
880939,54.6,676.1,65.8,153.8,15.15
880940,48.5,721.4,67.2,175.3,15.82
880941,53.9,854.9,78.8,193.7,14.6
880942,58.9,274.6,20.1,67.0,16.92
880943,44.9,105.5,90.9,34.1,15.07
880944,22.8,604.0,50.1,177.2,19.76
880945,50.5,771.4,33.2,197.4,17.28
880946,58.5,421.6,34.2,107.8,16.27
880947,20.2,382.6,19.4,119.0,21.61
880948,57.6,277.1,61.3,60.3,15.02
880949,61.7,376.2,62.7,79.3,14.46
880950,17.9,837.5,3.9,279.6,22.65
880951,46.9,686.6,12.0,199.0,18.77
880952,64.3,170.3,4.6,44.3,17.05
880953,41.4,622.6,23.2,174.1,18.87
880954,40.9,252.8,49.4,67.8,17.62
880955,51.9,546.0,48.4,136.1,16.35
880956,53.7,869.8,16.3,230.7,17.74
880957,26.3,539.6,16.4,172.2,21.03
880958,55.1,603.5,21.1,156.6,17.33
880959,59.9,734.9,16.2,189.1,17.0
880960,55.8,401.7,17.5,90.2,17.43
880961,61.1,882.9,2.5,234.9,17.54
880962,30.7,847.3,65.3,226.6,18.05
880963,20.7,183.2,7.4,64.0,22.15
880964,16.6,860.2,3.9,295.7,22.82
880965,58.7,215.4,81.9,42.9,13.86
880966,26.2,462.0,66.5,133.9,18.53
880967,35.1,303.5,50.3,84.0,18.27
880968,46.9,809.9,12.9,231.0,18.73
880969,62.0,414.1,81.8,82.8,13.47
880970,63.1,496.5,26.1,107.7,16.12
880971,48.3,585.4,45.3,143.4,16.94
880972,29.7,989.1,34.8,290.1,19.69
880973,53.5,162.1,85.2,35.2,14.32
880974,26.9,696.8,84.4,180.3,17.56
880975,64.5,415.9,99.2,81.0,12.3
880976,41.8,790.7,31.3,208.4,18.42
880977,62.0,163.7,55.9,41.9,14.77
880978,33.1,626.8,0.3,194.0,21.02
880979,27.6,834.7,21.2,262.4,20.63
880980,53.9,216.3,24.7,50.7,17.29
880981,27.3,116.0,39.6,33.7,19.74
880982,64.9,278.5,68.2,61.4,13.81
880983,58.3,737.3,83.3,151.3,13.83
880984,43.6,534.8,69.0,132.4,16.31
880985,41.6,610.5,11.4,181.2,19.44
880986,32.7,722.4,67.4,199.1,17.7
880987,36.9,640.4,49.9,168.6,18.08
880988,28.8,612.2,49.3,175.9,19.07
880989,27.7,670.0,62.6,193.4,18.55
880990,49.8,329.3,20.9,87.0,17.97
880991,61.2,134.9,37.1,35.7,15.8
880992,61.8,390.3,32.6,87.3,15.96
880993,29.6,896.2,41.6,255.8,19.37
880994,34.5,350.0,86.0,79.0,16.56
880995,54.7,203.6,6.5,51.3,18.11
880996,40.8,830.5,96.2,192.7,15.29
880997,21.0,500.6,69.7,155.8,18.99
880998,33.0,548.7,59.1,145.5,18.08
880999,32.1,162.4,35.4,47.2,19.38
881000,41.6,513.4,34.7,149.5,18.28
