PassID,DefenderDistance_Meters,PassDistance_Meters,PassType,PassSuccess,ReceiverUnderPressure
1920606,15.7,6.2,Type_C,0.0,0
1920607,11.7,0.9,Type_A,1.0,0
1920608,6.8,1.4,Type_A,0.0,0
1920609,3.5,0.6,Type_B,0.0,1
1920610,6.2,1.8,Type_B,0.0,1
1920611,10.6,12.5,Type_C,0.0,1
1920612,0.3,53.0,Type_A,1.0,1
1920613,3.4,3.5,Type_C,0.0,1
1920614,12.4,22.1,Type_C,0.0,0
1920615,17.4,6.2,Type_B,0.0,0
1920616,15.3,0.5,Type_B,1.0,1
1920617,9.2,2.6,Type_C,1.0,0
1920618,6.6,10.1,Type_A,0.0,0
1920619,9.4,12.7,Type_C,0.0,0
1920620,0.4,5.9,Type_A,0.0,0
1920621,17.3,0.2,Type_C,0.0,0
1920622,4.8,3.4,Type_B,0.0,0
1920623,11.9,3.0,Type_A,0.0,0
1920624,12.1,3.3,Type_C,0.0,0
1920625,7.3,3.7,Type_A,0.0,1
1920626,7.1,0.3,Type_B,0.0,1
1920627,0.8,6.0,Type_A,0.0,1
1920628,8.0,17.8,Type_C,0.0,0
1920629,17.1,2.8,Type_B,0.0,0
1920630,26.1,6.4,Type_A,0.0,1
1920631,7.4,5.8,Type_B,0.0,0
1920632,6.3,5.4,Type_C,0.0,0
1920633,2.1,11.8,Type_A,0.0,0
1920634,11.5,1.7,Type_A,0.0,0
1920635,12.1,13.7,Type_B,1.0,1
1920636,5.6,15.6,Type_B,0.0,0
1920637,2.1,0.3,Type_A,0.0,0
1920638,6.2,5.1,Type_B,0.0,1
1920639,10.0,14.4,Type_A,1.0,0
1920640,17.8,20.9,Type_C,0.0,0
1920641,1.3,16.6,Type_A,1.0,0
1920642,7.5,2.5,Type_C,0.0,1
1920643,3.9,1.4,Type_B,0.0,1
1920644,3.6,38.2,Type_C,0.0,0
1920645,0.4,2.0,Type_A,1.0,0
1920646,3.6,14.4,Type_B,0.0,1
1920647,4.0,2.1,Type_C,0.0,1
1920648,0.8,3.1,Type_B,0.0,0
1920649,0.3,3.6,Type_B,0.0,0
1920650,19.1,3.9,Type_A,0.0,1
1920651,20.7,2.4,Type_A,0.0,0
1920652,1.8,11.7,Type_B,1.0,0
1920653,11.0,9.1,Type_A,1.0,0
1920654,1.9,7.7,Type_A,0.0,1
1920655,10.9,1.0,Type_C,0.0,1
1920656,28.3,1.1,Type_B,0.0,0
1920657,9.3,7.2,Type_C,0.0,1
1920658,0.1,2.0,Type_C,0.0,0
1920659,12.6,3.1,Type_C,0.0,0
1920660,11.3,0.9,Type_A,1.0,1
1920661,5.6,36.8,Type_C,0.0,1
1920662,0.5,2.3,Type_B,0.0,0
1920663,0.8,32.6,Type_A,0.0,0
1920664,0.6,2.6,Type_B,0.0,0
1920665,1.6,1.1,Type_A,0.0,1
1920666,1.8,7.7,Type_C,0.0,0
1920667,8.1,16.2,Type_B,1.0,0
1920668,3.0,2.0,Type_C,0.0,1
1920669,6.2,7.1,Type_B,0.0,1
1920670,12.4,67.2,Type_A,0.0,0
1920671,49.8,12.5,Type_B,0.0,1
1920672,0.1,0.9,Type_B,0.0,1
1920673,1.3,1.4,Type_A,0.0,0
1920674,0.2,2.4,Type_A,1.0,0
1920675,31.9,3.8,Type_A,0.0,1
1920676,13.9,5.0,Type_B,1.0,0
1920677,25.6,9.8,Type_A,1.0,0
1920678,7.0,5.2,Type_A,0.0,1
1920679,4.5,4.5,Type_A,0.0,1
1920680,15.0,12.0,Type_A,0.0,1
1920681,12.9,4.3,Type_B,0.0,1
1920682,1.7,1.1,Type_A,0.0,0
1920683,3.4,0.4,Type_B,0.0,0
1920684,7.5,7.9,Type_C,1.0,0
1920685,9.6,1.4,Type_A,0.0,1
1920686,5.8,10.0,Type_C,0.0,1
1920687,17.5,2.5,Type_B,0.0,1
1920688,0.6,1.0,Type_A,0.0,1
1920689,10.4,3.1,Type_B,0.0,0
1920690,4.7,6.7,Type_C,1.0,1
1920691,4.5,3.8,Type_B,0.0,0
1920692,3.5,7.7,Type_C,0.0,0
1920693,7.4,22.0,Type_B,0.0,1
1920694,23.9,12.0,Type_B,0.0,0
1920695,15.7,0.6,Type_A,0.0,1
1920696,31.1,6.5,Type_A,0.0,1
1920697,0.1,13.6,Type_A,0.0,0
1920698,5.3,11.1,Type_B,1.0,0
1920699,3.3,6.4,Type_C,0.0,0
1920700,17.8,4.4,Type_C,0.0,1
1920701,1.3,11.2,Type_B,0.0,1
1920702,0.4,6.6,Type_B,1.0,0
1920703,0.4,17.1,Type_A,0.0,0
1920704,12.5,29.8,Type_C,1.0,0
1920705,27.7,21.4,Type_A,1.0,0
1920706,7.9,9.9,Type_A,0.0,1
1920707,7.7,3.4,Type_C,1.0,0
1920708,6.3,5.2,Type_C,1.0,1
1920709,4.1,5.1,Type_B,0.0,0
1920710,2.9,5.6,Type_A,0.0,1
1920711,0.3,16.8,Type_A,0.0,0
1920712,2.2,6.0,Type_B,0.0,0
1920713,3.3,1.0,Type_B,0.0,0
1920714,23.2,22.1,Type_C,0.0,0
1920715,13.1,8.0,Type_A,0.0,1
1920716,26.0,12.6,Type_B,0.0,0
1920717,2.2,8.4,Type_B,,1
1920718,0.5,19.3,Type_A,0.0,0
1920719,10.0,2.3,Type_B,0.0,1
1920720,5.0,0.9,Type_B,0.0,0
1920721,0.3,4.9,Type_A,0.0,0
1920722,10.0,6.4,Type_B,0.0,1
1920723,0.5,1.0,Type_B,0.0,0
1920724,36.5,2.7,Type_A,0.0,0
1920725,6.0,17.8,Type_A,1.0,0
1920726,7.2,21.5,Type_B,0.0,0
1920727,9.1,6.7,Type_A,0.0,0
1920728,1.0,8.3,Type_A,0.0,0
1920729,6.6,3.9,Type_A,0.0,1
1920730,10.1,4.2,Type_A,0.0,1
1920731,0.6,0.9,Type_A,0.0,1
1920732,13.9,3.8,Type_B,1.0,0
1920733,1.4,11.9,Type_A,0.0,1
1920734,2.3,2.3,Type_B,0.0,1
1920735,1.1,3.0,Type_B,0.0,0
1920736,5.2,5.8,Type_A,1.0,1
1920737,2.0,0.8,Type_A,0.0,1
1920738,13.7,2.8,Type_B,1.0,1
1920739,10.4,26.9,Type_A,1.0,1
1920740,11.4,0.7,Type_C,0.0,1
1920741,6.4,3.1,Type_C,0.0,1
1920742,1.2,0.3,Type_C,1.0,0
1920743,27.0,9.3,Type_C,0.0,1
1920744,5.3,2.8,Type_A,0.0,0
1920745,7.1,8.4,Type_C,0.0,1
1920746,5.7,1.6,Type_B,0.0,1
1920747,1.1,4.9,Type_C,0.0,0
1920748,9.1,1.7,Type_A,0.0,1
1920749,6.6,23.6,Type_C,0.0,0
1920750,3.4,4.6,Type_B,0.0,0
1920751,7.8,2.6,Type_C,1.0,1
1920752,1.8,4.8,Type_A,0.0,1
1920753,13.4,1.0,Type_A,0.0,1
1920754,3.7,13.2,Type_A,0.0,0
1920755,4.8,6.4,Type_A,0.0,0
1920756,2.5,9.8,Type_B,0.0,0
1920757,6.5,11.1,Type_C,0.0,1
1920758,6.3,4.0,Type_A,0.0,0
1920759,1.7,3.9,Type_B,0.0,1
1920760,5.0,20.6,Type_B,0.0,1
1920761,8.0,2.3,Type_B,1.0,1
1920762,2.1,4.1,Type_B,0.0,0
1920763,3.0,29.0,Type_B,0.0,0
1920764,6.4,0.1,Type_C,0.0,1
1920765,14.5,5.4,Type_C,0.0,0
1920766,3.9,12.3,Type_B,0.0,0
1920767,0.8,8.2,Type_B,0.0,1
1920768,4.2,2.5,Type_B,0.0,1
1920769,1.8,3.8,Type_A,0.0,1
1920770,5.6,2.1,Type_A,1.0,1
1920771,3.4,4.3,Type_B,0.0,0
1920772,0.1,4.1,Type_B,0.0,1
1920773,4.7,2.1,Type_C,1.0,0
1920774,2.9,6.6,Type_C,0.0,1
1920775,3.8,2.5,Type_C,0.0,0
1920776,18.4,1.2,Type_C,0.0,0
1920777,17.3,13.3,Type_A,0.0,0
1920778,8.3,2.4,Type_A,1.0,0
1920779,25.2,0.8,Type_C,1.0,1
1920780,12.5,0.8,Type_B,,1
1920781,9.0,0.2,Type_C,1.0,1
1920782,4.2,9.3,Type_B,0.0,1
1920783,4.0,2.1,Type_B,0.0,0
1920784,15.4,0.3,Type_B,0.0,1
1920785,6.3,3.0,Type_C,0.0,0
1920786,0.7,7.8,Type_C,1.0,1
1920787,9.2,5.7,Type_A,0.0,1
1920788,3.0,11.9,Type_C,0.0,1
1920789,0.9,20.9,Type_A,0.0,0
1920790,0.2,7.5,Type_C,0.0,0
1920791,7.0,10.8,Type_A,0.0,0
1920792,2.6,4.8,Type_B,0.0,0
1920793,4.7,25.5,Type_C,0.0,0
1920794,2.3,0.8,Type_B,1.0,0
1920795,6.3,11.3,Type_B,0.0,0
1920796,2.9,2.3,Type_C,0.0,1
1920797,5.8,9.1,Type_C,0.0,1
1920798,19.7,0.6,Type_A,0.0,0
1920799,1.6,3.8,Type_B,0.0,0
1920800,15.9,15.5,Type_A,0.0,0
1920801,26.9,7.9,Type_B,0.0,1
1920802,8.5,36.1,Type_C,0.0,1
1920803,2.0,6.8,Type_B,0.0,1
1920804,6.4,5.3,Type_C,0.0,0
1920805,8.9,0.5,Type_B,0.0,0
1920806,7.1,18.9,Type_A,1.0,1
1920807,8.5,3.9,Type_B,0.0,0
1920808,6.9,5.1,Type_A,0.0,0
1920809,11.4,27.8,Type_B,0.0,0
1920810,8.8,8.7,Type_C,0.0,1
1920811,12.0,2.8,Type_C,0.0,1
1920812,6.1,0.1,Type_B,1.0,1
1920813,2.6,0.4,Type_C,0.0,0
1920814,0.7,0.9,Type_A,0.0,1
1920815,0.7,8.2,Type_A,0.0,1
1920816,3.0,2.2,Type_A,0.0,1
1920817,12.0,8.7,Type_C,0.0,1
1920818,2.6,3.1,Type_C,0.0,0
1920819,2.1,0.4,Type_A,1.0,0
1920820,3.4,0.4,Type_C,1.0,1
1920821,2.4,2.1,Type_C,0.0,0
1920822,13.5,0.1,Type_A,0.0,0
1920823,3.3,5.9,Type_A,0.0,0
1920824,28.3,9.9,Type_B,0.0,0
1920825,6.2,8.4,Type_B,0.0,1
1920826,5.2,5.9,Type_A,0.0,0
1920827,4.7,3.2,Type_B,0.0,0
1920828,8.2,9.4,Type_A,0.0,0
1920829,2.1,8.5,Type_A,0.0,0
1920830,1.9,6.4,Type_A,1.0,1
1920831,1.0,2.2,Type_B,1.0,1
1920832,8.6,7.3,Type_B,0.0,0
1920833,4.0,23.7,Type_C,0.0,0
1920834,14.2,21.4,Type_B,0.0,0
1920835,13.7,1.2,Type_C,0.0,1
1920836,4.2,12.8,Type_B,0.0,1
1920837,1.0,2.4,Type_B,0.0,1
1920838,11.2,3.2,Type_B,0.0,1
1920839,5.8,4.6,Type_C,0.0,0
1920840,0.1,1.3,Type_B,0.0,0
1920841,4.0,13.4,Type_B,0.0,1
1920842,13.9,4.2,Type_C,1.0,0
1920843,6.9,2.2,Type_A,0.0,1
1920844,1.5,2.6,Type_B,1.0,0
1920845,6.7,7.1,Type_C,0.0,0
1920846,2.6,14.5,Type_B,0.0,1
1920847,34.7,8.8,Type_C,1.0,0
1920848,3.5,5.5,Type_B,0.0,1
1920849,0.6,18.1,Type_B,0.0,1
1920850,6.7,7.2,Type_A,0.0,0
1920851,6.0,3.9,Type_A,1.0,0
1920852,19.0,5.7,Type_C,0.0,1
1920853,5.6,4.1,Type_B,0.0,1
1920854,0.5,4.8,Type_B,0.0,0
1920855,14.6,10.5,Type_A,0.0,1
1920856,3.2,10.3,Type_A,0.0,1
1920857,6.4,1.0,Type_C,0.0,1
1920858,2.9,26.8,Type_C,0.0,0
1920859,6.3,16.8,Type_A,0.0,1
1920860,0.7,4.1,Type_B,1.0,1
1920861,2.3,9.6,Type_B,0.0,1
1920862,12.1,4.1,Type_B,0.0,1
1920863,10.5,4.3,Type_B,0.0,0
1920864,9.2,7.1,Type_A,0.0,0
1920865,1.2,9.2,Type_A,0.0,1
1920866,24.9,8.6,Type_A,0.0,0
1920867,4.1,14.4,Type_C,1.0,0
1920868,20.4,7.6,Type_B,0.0,1
1920869,6.0,2.1,Type_C,1.0,0
1920870,1.2,4.9,Type_B,0.0,0
1920871,7.9,14.4,Type_C,0.0,0
1920872,12.9,5.0,Type_B,0.0,1
1920873,13.4,1.7,Type_A,0.0,1
1920874,14.6,6.2,Type_A,0.0,0
1920875,15.1,2.5,Type_B,,0
1920876,6.3,0.3,Type_B,0.0,0
1920877,12.2,8.2,Type_B,0.0,0
1920878,6.6,10.4,Type_A,1.0,1
1920879,3.7,0.1,Type_B,0.0,0
1920880,11.6,0.6,Type_C,0.0,1
1920881,0.1,3.7,Type_C,1.0,0
1920882,18.9,5.7,Type_A,0.0,0
1920883,3.7,18.8,Type_B,0.0,1
1920884,8.7,11.8,Type_A,0.0,1
1920885,18.3,7.3,Type_B,0.0,0
1920886,24.3,14.3,Type_A,1.0,1
1920887,7.3,2.5,Type_B,0.0,1
1920888,2.7,1.6,Type_A,0.0,1
1920889,7.7,5.4,Type_C,0.0,1
1920890,2.7,3.5,Type_C,0.0,0
1920891,7.7,9.5,Type_A,0.0,1
1920892,2.1,1.5,Type_A,1.0,0
1920893,7.8,8.3,Type_B,0.0,1
1920894,14.6,0.9,Type_C,0.0,1
1920895,7.8,22.9,Type_A,0.0,0
1920896,4.4,0.4,Type_B,0.0,1
1920897,8.6,1.7,Type_C,0.0,1
1920898,1.0,15.5,Type_A,0.0,1
1920899,6.8,6.1,Type_A,0.0,1
1920900,0.4,0.8,Type_B,0.0,1
1920901,0.5,39.5,Type_B,0.0,1
1920902,2.9,1.1,Type_C,0.0,0
1920903,8.8,12.6,Type_A,0.0,0
1920904,0.4,4.6,Type_B,0.0,1
1920905,29.0,4.9,Type_B,0.0,0
1920906,5.8,10.5,Type_C,0.0,0
1920907,0.1,14.3,Type_A,0.0,0
1920908,1.2,1.5,Type_C,0.0,1
1920909,2.9,8.1,Type_B,0.0,0
1920910,5.8,9.6,Type_A,0.0,1
1920911,0.1,0.1,Type_A,0.0,1
1920912,3.2,53.7,Type_A,1.0,1
1920913,3.4,10.4,Type_A,0.0,1
1920914,3.1,19.6,Type_C,0.0,1
1920915,9.4,6.0,Type_C,0.0,0
1920916,0.7,19.3,Type_A,0.0,1
1920917,5.4,0.3,Type_A,0.0,1
1920918,22.4,2.0,Type_B,0.0,1
1920919,14.6,7.9,Type_C,0.0,0
1920920,6.4,3.6,Type_B,1.0,1
1920921,0.7,1.6,Type_C,0.0,1
1920922,1.0,6.9,Type_C,0.0,1
1920923,27.5,0.9,Type_B,1.0,0
1920924,4.6,3.6,Type_C,0.0,0
1920925,22.2,4.5,Type_C,0.0,1
1920926,9.3,1.6,Type_B,1.0,0
1920927,14.8,16.1,Type_C,1.0,1
1920928,20.1,0.1,Type_B,0.0,0
1920929,6.9,7.5,Type_A,0.0,1
1920930,3.0,2.3,Type_A,0.0,1
1920931,7.7,6.4,Type_C,0.0,0
1920932,8.8,0.5,Type_C,0.0,0
1920933,0.8,9.7,Type_B,0.0,1
1920934,13.7,2.2,Type_C,0.0,1
1920935,6.6,1.5,Type_A,0.0,1
1920936,6.7,4.0,Type_A,0.0,0
1920937,11.1,2.2,Type_B,0.0,0
1920938,9.9,1.0,Type_A,0.0,0
1920939,14.5,9.9,Type_C,0.0,1
1920940,43.0,2.8,Type_B,0.0,1
1920941,3.9,11.6,Type_B,0.0,0
1920942,10.5,2.6,Type_B,0.0,1
1920943,2.7,1.4,Type_A,0.0,1
1920944,1.0,6.9,Type_A,1.0,1
1920945,8.3,4.7,Type_B,0.0,1
1920946,4.3,15.2,Type_C,0.0,1
1920947,0.6,6.7,Type_A,0.0,0
1920948,2.8,2.1,Type_A,0.0,0
1920949,14.5,7.4,Type_A,0.0,0
1920950,1.5,16.9,Type_B,1.0,1
1920951,1.0,5.5,Type_B,0.0,1
1920952,1.7,4.9,Type_B,0.0,0
1920953,18.6,9.3,Type_C,1.0,0
1920954,1.1,18.0,Type_C,0.0,0
1920955,6.7,17.5,Type_A,0.0,0
1920956,22.8,9.7,Type_A,0.0,1
1920957,1.8,16.2,Type_C,0.0,0
1920958,0.1,3.9,Type_B,1.0,0
1920959,1.4,22.0,Type_C,0.0,0
1920960,2.6,1.4,Type_B,0.0,0
1920961,1.3,2.1,Type_A,0.0,0
1920962,4.0,1.8,Type_A,0.0,1
1920963,1.5,4.9,Type_C,0.0,1
1920964,0.9,10.4,Type_A,0.0,1
1920965,9.5,3.5,Type_B,0.0,1
1920966,18.8,6.7,Type_A,0.0,1
1920967,0.7,2.8,Type_A,0.0,0
1920968,8.9,4.8,Type_C,0.0,1
1920969,0.4,2.8,Type_B,1.0,1
1920970,9.1,30.1,Type_B,0.0,0
1920971,8.1,7.5,Type_A,0.0,1
1920972,3.3,3.7,Type_A,0.0,1
1920973,1.1,26.0,Type_C,0.0,0
1920974,2.2,8.2,Type_C,0.0,1
1920975,25.5,0.8,Type_A,0.0,0
1920976,3.6,15.0,Type_B,0.0,1
1920977,3.2,1.7,Type_A,1.0,1
1920978,5.9,6.3,Type_A,0.0,0
1920979,0.1,9.3,Type_C,0.0,1
1920980,9.9,0.8,Type_A,0.0,1
1920981,0.2,1.5,Type_B,1.0,1
1920982,6.8,1.7,Type_A,0.0,1
1920983,4.0,3.0,Type_A,1.0,1
1920984,5.4,2.8,Type_C,1.0,1
1920985,11.8,0.8,Type_B,0.0,0
1920986,22.6,12.1,Type_A,0.0,0
1920987,5.0,9.8,Type_C,0.0,0
1920988,6.2,12.3,Type_B,0.0,1
1920989,1.0,3.7,Type_A,0.0,1
1920990,1.8,5.3,Type_C,0.0,0
1920991,0.1,10.2,Type_C,,0
1920992,13.3,1.5,Type_C,0.0,1
1920993,0.1,5.5,Type_B,0.0,1
1920994,2.0,14.5,Type_B,0.0,1
1920995,10.7,3.0,Type_B,0.0,1
1920996,20.6,2.0,Type_B,0.0,0
1920997,0.9,11.6,Type_A,0.0,1
1920998,3.4,2.3,Type_A,,0
1920999,6.7,1.5,Type_B,0.0,0
1921000,21.9,56.6,Type_A,0.0,0
