WellID,FluidInflowTemp,FlowRate_Lps,HeatExtracted_kW,COP_Coefficient,WellStatus
1860634,101.8,30.1,67.5,107.6,1
1860635,191.2,50.3,106.3,123.7,1
1860636,117.4,34.0,119.1,100.0,0
1860637,127.1,34.4,115.1,39.9,1
1860638,98.7,55.4,107.3,115.9,0
1860639,67.1,5.1,120.0,125.1,1
1860640,135.3,47.2,59.4,115.3,1
1860641,95.7,30.9,94.8,90.1,0
1860642,127.8,45.6,119.3,153.0,0
1860643,63.7,68.5,77.7,138.9,0
1860644,178.8,63.0,108.7,122.9,0
1860645,100.1,45.8,76.1,80.5,1
1860646,135.7,29.4,128.9,67.7,0
1860647,92.6,53.8,72.9,110.4,0
1860648,67.8,8.3,63.1,74.7,1
1860649,100.1,33.8,110.8,91.9,0
1860650,177.2,77.8,104.1,130.3,1
1860651,109.7,43.7,121.9,118.9,0
1860652,138.8,46.8,114.4,71.3,1
1860653,77.5,19.3,109.9,131.3,1
1860654,94.5,47.8,143.0,131.7,1
1860655,171.7,34.8,83.5,114.7,1
1860656,109.2,42.9,101.0,83.4,0
1860657,154.4,31.3,89.9,90.0,1
1860658,135.7,23.0,91.9,116.1,1
1860659,130.9,52.5,129.2,66.7,1
1860660,157.9,55.5,110.7,117.0,0
1860661,129.1,49.0,126.5,79.4,1
1860662,80.9,46.0,112.0,81.2,1
1860663,86.7,52.9,129.7,122.1,1
1860664,129.0,29.4,102.2,95.7,0
1860665,163.0,40.2,123.6,64.7,0
1860666,117.5,68.4,105.9,121.9,0
1860667,91.3,,92.6,125.6,0
1860668,84.5,56.0,65.8,87.3,0
1860669,130.0,77.0,45.4,117.4,1
1860670,98.4,55.4,82.0,84.7,0
1860671,100.7,25.1,99.0,65.1,1
1860672,139.9,54.4,105.0,132.2,1
1860673,109.1,37.7,95.1,77.9,0
1860674,139.0,61.8,109.5,99.3,1
1860675,60.5,60.5,92.8,94.3,1
1860676,152.6,24.6,77.3,80.1,0
1860677,81.8,33.3,103.4,132.5,0
1860678,86.8,10.5,111.8,76.0,1
1860679,158.2,77.5,77.2,79.2,1
1860680,116.4,59.8,130.2,157.7,0
1860681,80.1,68.1,91.3,136.6,0
1860682,96.7,57.1,72.7,110.4,0
1860683,136.0,50.4,88.7,111.9,0
1860684,60.5,49.3,124.5,83.4,1
1860685,116.7,15.4,115.2,67.1,1
1860686,113.2,59.9,101.0,95.9,0
1860687,136.1,28.3,54.3,79.2,0
1860688,84.7,,124.9,72.3,1
1860689,121.6,30.4,101.6,93.7,0
1860690,152.9,26.7,89.4,126.5,1
1860691,138.2,61.7,102.1,105.8,0
1860692,144.5,58.3,65.6,60.4,1
1860693,98.1,47.1,73.2,99.4,0
1860694,128.4,66.9,136.6,36.4,1
1860695,122.1,44.2,100.3,96.8,0
1860696,79.3,62.9,97.9,96.4,1
1860697,127.6,27.1,83.4,126.7,1
1860698,113.6,61.2,62.5,101.5,1
1860699,132.7,48.5,110.2,61.9,1
1860700,167.5,26.6,125.4,88.0,0
1860701,144.0,53.7,127.9,119.2,1
1860702,107.7,51.9,95.4,58.8,0
1860703,98.0,65.3,107.5,110.3,0
1860704,112.3,75.0,85.4,111.1,1
1860705,123.3,49.8,58.7,128.7,1
1860706,129.4,49.1,92.4,130.6,0
1860707,146.2,45.4,133.2,141.2,1
1860708,130.5,47.5,101.4,64.1,0
1860709,72.4,52.0,94.2,142.6,1
1860710,121.7,27.2,105.9,130.4,1
1860711,112.6,36.0,77.6,142.7,0
1860712,130.9,74.3,88.4,56.2,0
1860713,133.1,27.1,122.9,107.1,1
1860714,118.8,61.0,88.7,100.1,1
1860715,150.8,46.9,117.2,107.3,1
1860716,126.2,59.0,80.7,105.5,1
1860717,146.5,46.5,97.7,104.4,1
1860718,113.2,42.2,62.3,88.8,1
1860719,179.0,35.3,68.4,105.7,1
1860720,163.5,45.0,31.1,104.0,1
1860721,120.6,62.0,65.3,51.8,0
1860722,178.4,52.1,65.3,106.9,0
1860723,101.5,45.8,74.6,54.1,0
1860724,135.2,34.5,98.7,77.5,0
1860725,139.5,56.7,84.8,131.8,1
1860726,115.0,49.6,122.6,124.0,1
1860727,145.2,46.4,121.6,88.1,1
1860728,110.4,63.1,112.9,141.9,0
1860729,82.6,28.2,100.0,91.3,1
1860730,117.9,46.6,71.6,105.2,1
1860731,85.5,56.0,96.5,104.9,1
1860732,134.7,50.1,40.1,88.6,0
1860733,120.4,59.8,112.8,131.4,1
1860734,106.2,52.6,78.8,108.8,1
1860735,97.7,59.3,78.6,90.9,1
1860736,115.9,34.4,98.2,101.5,0
1860737,135.6,39.3,109.7,112.5,1
1860738,72.6,81.7,71.5,61.6,1
1860739,214.0,43.4,98.8,100.5,1
1860740,115.0,36.4,79.9,106.0,1
1860741,113.6,68.2,76.6,95.2,0
1860742,113.7,59.1,94.3,146.6,1
1860743,169.8,51.8,104.7,98.8,0
1860744,88.4,36.6,74.7,81.3,0
1860745,103.0,45.8,103.1,98.1,0
1860746,82.2,58.4,106.7,98.6,0
1860747,139.9,33.5,91.7,66.5,1
1860748,161.9,35.6,100.0,126.0,0
1860749,68.7,54.8,134.3,131.2,0
1860750,137.6,28.4,86.1,84.7,0
1860751,102.6,31.6,87.1,96.9,1
1860752,45.2,33.7,111.3,111.2,1
1860753,83.6,60.3,140.3,18.2,1
1860754,86.6,51.4,111.7,131.2,1
1860755,130.6,40.6,125.4,96.8,0
1860756,139.9,51.4,86.1,108.9,0
1860757,190.3,24.7,83.7,74.4,1
1860758,111.9,33.9,75.3,92.2,1
1860759,70.5,56.1,114.5,75.0,0
1860760,147.9,44.4,49.1,106.1,0
1860761,66.4,26.5,118.6,84.2,0
1860762,108.7,65.2,95.9,123.6,0
1860763,124.7,33.1,99.1,118.9,1
1860764,178.2,68.5,86.8,78.1,0
1860765,112.5,36.4,114.1,75.1,0
1860766,160.0,47.2,68.0,89.1,0
1860767,68.2,36.6,52.0,106.4,0
1860768,136.9,56.2,109.4,96.5,1
1860769,117.2,8.7,96.2,67.5,0
1860770,95.0,46.4,134.3,127.3,0
1860771,142.6,14.6,123.9,93.7,1
1860772,114.5,72.9,129.7,125.8,1
1860773,165.0,56.5,69.8,118.9,1
1860774,151.1,42.2,75.9,107.8,0
1860775,130.6,51.2,107.3,141.5,0
1860776,52.2,28.4,130.3,69.4,0
1860777,106.8,19.1,81.9,133.7,1
1860778,97.9,46.2,80.0,89.9,0
1860779,176.9,47.2,79.8,104.3,1
1860780,116.2,46.0,74.8,108.7,1
1860781,96.7,66.1,66.9,106.9,0
1860782,137.0,51.8,63.7,55.2,1
1860783,127.3,22.2,107.4,63.8,1
1860784,119.5,22.3,96.4,62.1,0
1860785,136.0,43.2,134.7,104.2,1
1860786,137.2,45.0,107.3,51.4,1
1860787,103.2,35.9,101.5,55.9,1
1860788,130.5,73.3,143.2,110.1,1
1860789,141.7,34.4,70.8,97.8,1
1860790,121.9,46.6,107.3,98.0,1
1860791,118.7,78.4,123.6,119.5,1
1860792,160.6,58.0,55.7,98.1,0
1860793,121.5,44.4,98.6,102.5,0
1860794,156.7,30.6,99.3,96.9,0
1860795,71.6,58.3,130.2,130.0,0
1860796,119.1,77.7,147.9,108.3,1
1860797,84.8,57.1,68.7,115.7,0
1860798,135.1,35.6,75.2,90.2,0
1860799,98.7,57.1,105.9,129.9,0
1860800,86.1,38.9,109.1,137.7,1
1860801,92.2,44.1,76.3,135.0,1
1860802,136.2,55.7,50.9,158.7,1
1860803,98.9,48.5,83.0,75.5,0
1860804,71.6,57.1,78.1,85.7,1
1860805,96.2,65.9,114.7,112.1,1
1860806,164.2,53.9,117.3,123.2,1
1860807,20.0,60.4,123.3,19.7,1
1860808,63.7,42.9,93.8,100.5,0
1860809,180.6,53.8,85.2,94.4,0
1860810,116.6,24.1,130.4,94.2,0
1860811,82.1,37.4,84.2,111.8,0
1860812,70.3,45.9,136.1,131.9,0
1860813,137.8,59.5,134.0,92.2,1
1860814,124.3,53.7,130.0,89.5,0
1860815,91.2,20.6,150.2,111.1,0
1860816,108.1,37.9,66.8,129.2,0
1860817,106.1,44.2,101.8,76.4,1
1860818,113.5,43.2,103.0,142.5,0
1860819,136.4,42.9,90.3,110.6,1
1860820,105.0,46.0,120.3,175.5,1
1860821,45.1,28.6,131.4,173.6,0
1860822,70.9,42.7,88.9,111.1,0
1860823,160.0,59.9,73.6,90.8,0
1860824,148.9,42.4,106.4,108.4,0
1860825,125.1,48.3,125.1,139.0,0
1860826,143.8,27.3,107.0,43.2,0
1860827,123.5,47.5,115.4,93.5,1
1860828,87.8,49.9,99.6,113.9,0
1860829,81.0,46.0,130.7,129.8,1
1860830,88.5,47.6,85.6,119.7,0
1860831,124.3,58.7,154.5,92.1,0
1860832,172.3,32.4,104.7,69.5,1
1860833,156.8,38.9,97.4,140.1,1
1860834,114.3,13.0,93.4,99.3,0
1860835,149.7,47.2,60.0,109.7,1
1860836,121.8,,76.9,96.2,0
1860837,55.6,61.2,88.5,147.6,1
1860838,142.8,49.9,77.6,45.4,0
1860839,102.1,70.4,117.2,131.1,0
1860840,71.3,46.4,87.2,86.8,0
1860841,144.9,41.0,156.2,72.4,0
1860842,123.8,25.8,64.7,93.0,0
1860843,126.2,56.4,134.2,114.9,1
1860844,111.4,34.5,59.1,94.5,0
1860845,107.5,59.9,105.2,136.7,0
1860846,162.1,42.5,93.5,126.7,0
1860847,63.5,62.2,81.9,114.7,1
1860848,142.9,48.8,136.5,91.9,1
1860849,154.8,61.8,87.8,65.3,1
1860850,67.2,41.0,110.2,103.6,1
1860851,81.8,25.6,58.1,126.3,0
1860852,87.5,49.5,120.3,102.5,1
1860853,135.5,61.8,131.0,138.7,0
1860854,141.4,38.4,75.8,110.5,0
1860855,115.5,79.2,133.9,69.4,0
1860856,118.3,41.7,117.2,99.4,1
1860857,148.5,55.1,109.2,130.4,1
1860858,95.3,54.4,74.2,125.7,0
1860859,131.5,57.0,156.1,117.9,0
1860860,93.0,76.0,136.3,78.2,1
1860861,145.6,37.3,133.4,125.9,1
1860862,114.4,33.2,119.5,41.7,1
1860863,156.2,48.0,142.7,112.0,0
1860864,121.3,52.4,127.8,84.8,0
1860865,125.7,37.7,85.4,75.1,0
1860866,148.6,34.7,63.3,123.9,0
1860867,116.3,31.8,88.8,90.1,1
1860868,97.4,41.7,103.1,49.3,0
1860869,113.0,47.6,82.2,80.3,0
1860870,105.2,67.7,140.3,100.6,1
1860871,126.9,29.2,119.2,93.5,1
1860872,130.6,32.6,73.3,96.6,1
1860873,107.0,33.1,60.9,89.3,0
1860874,72.1,59.4,111.8,126.3,1
1860875,92.7,61.2,130.4,99.9,1
1860876,167.6,57.2,83.4,93.8,1
1860877,192.3,64.2,89.1,90.5,1
1860878,88.6,28.8,125.6,77.0,0
1860879,125.5,52.6,77.4,87.3,1
1860880,132.4,72.7,86.0,99.6,1
1860881,126.4,59.4,31.8,64.3,1
1860882,81.3,5.0,142.9,124.6,1
1860883,116.7,64.7,77.4,95.9,1
1860884,136.4,49.7,82.9,125.7,1
1860885,122.0,43.1,128.6,125.6,1
1860886,117.8,41.6,113.4,142.0,0
1860887,153.4,28.6,98.0,46.9,1
1860888,194.2,54.4,112.2,104.5,1
1860889,59.1,42.3,124.4,91.2,0
1860890,112.5,29.8,78.2,47.9,0
1860891,103.8,46.7,34.8,88.2,1
1860892,130.4,29.8,103.1,88.1,1
1860893,158.1,38.0,70.8,119.3,1
1860894,139.6,45.1,115.6,114.9,0
1860895,88.7,45.0,109.8,124.4,0
1860896,125.3,45.5,33.0,110.7,1
1860897,144.2,27.8,70.8,120.9,1
1860898,141.2,61.2,120.9,121.3,0
1860899,123.1,,52.7,140.4,0
1860900,117.0,17.5,76.5,156.6,1
1860901,85.4,62.3,97.4,50.1,1
1860902,92.7,35.0,107.7,100.9,0
1860903,116.7,25.0,97.3,104.5,0
1860904,93.3,11.3,53.2,124.8,0
1860905,114.9,37.6,83.4,127.5,0
1860906,125.9,69.8,104.4,70.0,1
1860907,139.8,67.8,107.6,141.8,0
1860908,157.2,67.3,85.7,21.8,0
1860909,103.4,15.7,150.1,92.5,1
1860910,105.3,46.0,128.4,92.4,0
1860911,82.5,47.3,144.9,77.6,0
1860912,147.4,28.5,56.2,98.4,1
1860913,103.3,65.8,27.8,96.2,0
1860914,110.2,32.4,117.0,71.9,0
1860915,99.4,39.5,81.4,111.4,0
1860916,158.6,55.4,92.9,82.7,0
1860917,114.0,52.6,103.3,95.2,0
1860918,107.0,59.7,104.2,117.8,0
1860919,112.1,32.0,125.1,72.3,0
1860920,118.5,30.2,125.4,97.6,1
1860921,112.2,40.5,86.8,132.1,1
1860922,137.9,32.0,85.0,91.3,1
1860923,55.5,28.7,130.7,76.9,1
1860924,105.1,62.9,100.2,104.7,1
1860925,106.6,34.5,149.6,102.5,0
1860926,117.9,58.4,112.4,89.4,0
1860927,116.1,27.6,126.4,71.6,1
1860928,94.3,77.7,116.8,99.1,0
1860929,139.0,33.3,69.1,92.3,0
1860930,97.5,43.2,87.0,83.7,0
1860931,82.8,50.5,74.2,149.2,0
1860932,122.1,50.5,55.2,80.6,0
1860933,72.6,50.3,103.5,98.6,1
1860934,156.0,46.7,137.2,94.8,1
1860935,84.0,56.4,119.5,150.2,0
1860936,120.3,45.7,99.7,73.9,1
1860937,103.1,61.2,107.9,136.1,1
1860938,130.0,34.4,98.4,122.8,1
1860939,104.0,48.4,82.9,100.7,0
1860940,52.1,21.0,96.2,89.2,1
1860941,127.5,40.9,106.8,104.4,0
1860942,112.2,18.8,107.5,104.4,0
1860943,128.9,23.9,71.4,123.6,0
1860944,168.0,19.4,68.4,115.0,0
1860945,117.2,36.0,97.5,135.6,1
1860946,111.4,,107.3,76.4,0
1860947,118.8,50.2,121.9,92.1,0
1860948,100.9,48.4,81.6,117.8,1
1860949,83.6,49.0,105.9,107.2,0
1860950,131.0,87.6,152.8,109.2,0
1860951,114.0,22.0,62.6,93.0,0
1860952,57.9,56.4,89.6,115.0,0
1860953,169.5,56.2,74.5,112.9,1
1860954,119.1,61.3,85.7,153.2,0
1860955,132.0,22.4,117.5,167.0,0
1860956,164.3,44.0,96.8,83.4,0
1860957,111.7,32.8,134.1,52.5,0
1860958,127.5,57.7,59.9,133.6,1
1860959,159.9,60.7,124.9,114.0,0
1860960,103.5,43.7,122.2,73.0,1
1860961,133.0,54.0,57.6,62.9,1
1860962,69.4,62.0,106.9,108.2,1
1860963,130.8,48.5,147.7,118.8,0
1860964,128.5,55.5,113.4,99.9,1
1860965,166.4,33.0,59.0,108.2,1
1860966,142.4,42.1,158.3,61.2,0
1860967,33.7,43.9,58.9,80.1,0
1860968,113.4,31.4,168.7,82.9,1
1860969,156.2,69.1,116.3,76.4,0
1860970,128.2,59.8,100.9,133.2,0
1860971,126.1,48.0,96.6,111.8,1
1860972,131.4,38.6,108.2,106.0,1
1860973,124.8,57.8,65.3,77.9,1
1860974,194.2,69.4,118.4,122.1,0
1860975,101.4,48.5,123.2,91.6,0
1860976,143.8,45.9,75.7,123.9,0
1860977,116.8,32.7,71.8,104.8,0
1860978,120.0,53.5,111.1,102.7,0
1860979,85.5,25.9,121.3,38.3,0
1860980,109.7,35.4,100.7,88.1,0
1860981,157.0,40.8,65.2,100.2,0
1860982,114.8,38.0,69.9,103.2,0
1860983,123.5,45.3,110.9,112.7,0
1860984,155.5,29.0,67.5,143.4,1
1860985,129.0,62.1,133.6,120.4,1
1860986,117.8,31.7,105.4,102.8,0
1860987,127.5,28.4,78.7,134.3,0
1860988,175.5,57.1,66.5,109.2,1
1860989,94.2,48.9,105.6,152.7,1
1860990,162.3,41.8,102.0,117.0,1
1860991,136.5,49.3,103.7,120.6,0
1860992,78.8,49.9,93.1,81.4,1
1860993,97.9,56.2,149.3,92.8,0
1860994,150.9,65.9,71.1,77.3,1
1860995,81.5,43.9,117.3,114.9,0
1860996,115.2,43.0,133.9,58.8,1
1860997,128.6,59.6,98.8,51.0,1
1860998,115.2,32.7,83.8,133.7,1
1860999,82.4,69.2,125.5,99.6,1
1861000,99.2,43.1,118.9,69.2,0
