SalespersonID,TargetAmount_K,BaseSalaryRatio_Percent,SalesVolume_K,QuotaAttained_Percent,BonusPaid_K
1470580,65.4,47.2,86.3,24.3,117.4
1470581,36.8,37.6,93.4,39.4,58.1
1470582,73.3,86.2,135.1,67.5,133.3
1470583,77.3,33.5,81.5,22.7,108.4
1470584,84.3,49.0,111.8,63.4,108.0
1470585,34.9,77.8,75.9,18.4,139.4
1470586,119.7,30.5,90.0,30.5,88.0
1470587,63.0,48.1,81.0,45.0,99.3
1470588,47.4,36.2,77.5,58.7,128.0
1470589,59.9,19.2,144.1,34.0,88.8
1470590,96.4,68.2,108.1,43.4,106.7
1470591,65.1,35.0,72.3,41.5,107.1
1470592,66.5,29.7,79.0,56.5,85.6
1470593,38.1,50.3,105.4,21.8,113.3
1470594,62.5,35.4,80.7,18.6,76.5
1470595,40.2,40.2,90.7,54.8,94.3
1470596,31.8,51.1,62.8,60.4,122.0
1470597,82.6,20.1,89.5,41.3,109.5
1470598,80.9,75.9,85.9,16.1,119.5
1470599,78.3,80.1,119.8,61.6,76.7
1470600,107.9,50.2,106.3,30.4,108.6
1470601,91.9,32.8,131.3,45.4,66.7
1470602,86.8,60.2,132.0,43.3,74.1
1470603,68.4,67.8,127.5,39.1,132.7
1470604,69.8,37.6,126.8,46.8,119.8
1470605,67.3,43.8,71.6,35.6,154.8
1470606,97.8,10.6,112.0,52.1,135.7
1470607,80.1,29.8,132.9,33.3,77.0
1470608,68.3,34.9,85.5,31.7,88.6
1470609,105.2,47.8,82.4,61.0,155.6
1470610,87.8,11.8,56.5,32.9,111.6
1470611,74.0,37.6,149.9,38.8,53.1
1470612,97.4,36.0,106.2,41.8,50.1
1470613,73.1,33.1,118.2,73.8,95.5
1470614,60.1,42.6,106.1,52.3,56.8
1470615,74.1,39.9,118.9,48.2,75.4
1470616,102.9,38.1,71.8,17.3,83.0
1470617,79.7,38.4,103.0,17.3,88.5
1470618,41.2,50.2,165.0,21.0,91.4
1470619,64.2,24.8,104.5,63.5,89.2
1470620,89.4,50.9,109.1,34.5,113.1
1470621,71.1,48.0,138.9,61.0,73.7
1470622,53.5,49.7,52.1,56.1,85.3
1470623,78.2,50.1,114.8,49.5,98.9
1470624,101.0,17.5,76.0,25.2,106.4
1470625,100.9,53.2,96.2,91.3,103.0
1470626,98.9,40.3,96.2,63.7,89.9
1470627,53.6,76.3,110.6,33.2,84.7
1470628,63.5,13.0,45.7,61.7,27.9
1470629,85.4,38.0,99.1,51.4,110.5
1470630,48.0,54.4,113.0,42.9,95.2
1470631,91.1,30.3,116.9,40.1,56.8
1470632,64.4,54.1,98.1,30.8,100.9
1470633,75.3,32.1,151.9,39.2,56.8
1470634,25.8,39.5,157.1,45.8,153.7
1470635,75.8,36.0,123.0,21.2,89.1
1470636,87.3,74.7,147.4,42.9,104.1
1470637,98.9,50.4,103.2,55.4,144.5
1470638,81.8,66.6,111.3,51.3,71.2
1470639,64.3,40.8,122.1,56.6,88.9
1470640,56.0,50.7,87.0,44.2,112.4
1470641,115.0,39.5,94.7,42.0,99.2
1470642,46.1,43.3,53.6,41.3,76.5
1470643,61.0,43.5,129.1,59.5,60.0
1470644,73.0,59.8,97.1,24.6,70.1
1470645,68.5,61.7,64.8,32.9,94.9
1470646,73.2,57.2,99.1,57.8,147.2
1470647,85.9,44.1,113.0,59.0,70.3
1470648,90.2,51.7,67.2,38.5,140.1
1470649,94.6,49.7,109.5,46.6,118.5
1470650,92.4,58.6,109.5,70.0,66.7
1470651,74.6,41.5,89.4,39.4,83.4
1470652,76.0,34.1,89.9,43.1,107.7
1470653,66.8,75.2,87.3,33.2,100.8
1470654,90.0,62.5,103.8,38.5,113.6
1470655,80.8,36.6,131.8,47.4,102.0
1470656,58.5,69.4,55.4,46.2,136.8
1470657,75.1,49.2,110.1,42.5,85.7
1470658,79.4,39.1,112.2,35.5,154.5
1470659,46.8,54.0,147.1,49.9,120.4
1470660,67.9,34.9,73.7,63.9,101.4
1470661,80.5,57.7,133.9,41.1,88.2
1470662,54.4,36.1,95.7,38.5,113.6
1470663,87.5,38.1,102.8,37.5,127.3
1470664,67.4,34.3,66.7,32.3,121.3
1470665,86.5,36.8,70.7,72.6,98.0
1470666,98.0,50.3,87.3,67.6,113.3
1470667,67.5,67.9,127.6,49.1,107.0
1470668,93.5,54.7,78.3,38.2,129.2
1470669,73.4,41.9,100.3,38.2,85.8
1470670,95.4,19.1,92.6,48.7,103.9
1470671,43.6,49.4,127.6,24.1,74.6
1470672,75.7,61.9,101.2,39.0,109.8
1470673,70.3,61.6,149.6,53.7,48.2
1470674,71.8,62.3,125.2,40.4,99.4
1470675,66.7,55.4,86.9,38.9,145.3
1470676,77.6,27.3,81.3,53.0,88.9
1470677,71.6,19.8,105.9,65.0,145.4
1470678,55.4,66.1,126.6,61.8,103.4
1470679,61.8,66.0,97.6,33.4,109.0
1470680,100.7,58.9,66.0,61.2,146.4
1470681,25.2,47.8,143.2,47.5,93.0
1470682,91.1,30.2,101.8,18.3,140.5
1470683,47.7,5.8,104.0,47.1,59.8
1470684,82.7,71.5,108.7,22.4,117.0
1470685,99.9,59.1,79.9,31.9,82.6
1470686,84.3,43.3,87.3,39.5,56.0
1470687,123.0,32.1,116.7,57.6,100.8
1470688,68.4,31.0,120.9,,41.4
1470689,87.7,49.1,120.8,60.9,107.7
1470690,67.2,47.2,53.8,51.9,118.7
1470691,45.5,41.1,110.6,33.8,87.7
1470692,88.5,27.4,142.2,100.0,90.6
1470693,82.2,28.5,102.8,74.2,76.9
1470694,42.2,11.8,72.4,49.3,103.5
1470695,56.0,35.9,110.6,35.0,124.0
1470696,70.0,41.7,73.2,40.3,129.3
1470697,82.3,39.0,86.6,30.9,86.5
1470698,77.9,49.0,106.6,50.3,73.1
1470699,77.3,57.5,105.9,56.8,112.5
1470700,75.1,49.3,95.3,50.9,120.0
1470701,65.0,72.4,96.0,58.8,113.0
1470702,46.6,46.6,119.4,54.8,117.5
1470703,60.1,31.1,95.1,56.0,50.0
1470704,50.6,42.8,84.3,35.3,102.7
1470705,52.5,68.1,111.4,39.5,86.0
1470706,110.0,49.3,91.7,39.3,100.9
1470707,62.0,62.5,103.2,37.3,139.6
1470708,35.8,35.5,140.2,83.2,96.8
1470709,27.5,28.2,95.3,42.5,74.9
1470710,82.5,38.2,125.0,55.4,152.0
1470711,68.6,41.4,123.5,57.0,85.0
1470712,84.5,38.5,86.0,53.2,51.4
1470713,71.7,48.1,98.7,51.3,104.0
1470714,46.8,56.5,98.8,,92.5
1470715,81.2,57.0,104.1,71.9,101.6
1470716,67.9,53.4,58.2,59.1,77.4
1470717,107.3,49.0,91.6,37.8,94.2
1470718,85.6,67.7,61.1,33.5,132.0
1470719,37.2,22.4,140.5,30.8,70.0
1470720,96.5,62.9,105.2,64.3,38.7
1470721,46.9,64.5,128.2,52.8,53.3
1470722,74.9,46.0,99.3,53.7,150.1
1470723,74.4,22.4,65.8,54.0,87.1
1470724,98.8,50.8,105.2,11.4,101.2
1470725,51.0,79.7,98.5,61.8,100.4
1470726,75.8,40.3,69.8,26.6,78.8
1470727,40.4,53.5,74.5,5.6,116.3
1470728,75.6,35.6,115.7,47.1,139.2
1470729,56.1,52.0,72.4,17.6,61.9
1470730,124.7,37.2,148.8,62.0,77.4
1470731,57.9,23.9,99.8,67.3,88.9
1470732,70.4,51.0,110.9,44.1,109.2
1470733,57.2,43.1,108.3,51.1,106.0
1470734,90.8,48.4,97.3,63.7,99.0
1470735,108.2,55.2,136.2,40.2,119.7
1470736,101.9,50.8,118.7,54.0,53.8
1470737,50.2,36.8,82.9,68.3,70.2
1470738,68.5,65.8,72.1,33.6,116.4
1470739,76.3,19.3,79.9,46.7,130.7
1470740,90.4,44.7,133.5,37.8,112.5
1470741,77.3,53.2,91.1,46.6,110.2
1470742,90.1,39.1,43.1,17.0,87.7
1470743,58.9,47.2,79.1,45.5,97.1
1470744,107.0,35.7,110.7,51.0,71.8
1470745,91.5,52.1,148.1,68.8,106.6
1470746,79.6,45.4,91.7,45.2,101.5
1470747,103.7,25.5,131.2,25.0,75.4
1470748,50.0,51.6,115.4,64.3,130.7
1470749,71.5,26.0,68.9,29.0,62.4
1470750,92.4,32.4,107.5,41.6,82.3
1470751,59.1,37.7,108.7,47.0,79.7
1470752,68.4,35.1,123.6,29.7,97.9
1470753,75.9,55.1,90.4,31.5,119.4
1470754,67.6,35.8,74.6,41.3,105.3
1470755,64.0,57.7,74.7,24.7,118.2
1470756,74.1,58.2,121.4,44.6,88.0
1470757,59.5,50.9,108.7,52.5,109.4
1470758,66.5,42.1,91.7,49.2,105.1
1470759,84.8,50.5,81.9,63.3,95.7
1470760,63.7,47.9,77.3,58.6,97.8
1470761,93.9,59.4,96.8,40.7,152.4
1470762,76.7,78.1,83.1,76.9,135.6
1470763,99.7,38.1,120.3,57.2,99.5
1470764,65.5,27.3,125.8,83.0,106.2
1470765,92.3,15.4,72.6,42.2,126.3
1470766,79.1,25.9,44.2,51.4,90.0
1470767,56.4,41.4,71.6,63.8,94.4
1470768,77.2,25.8,70.7,27.4,118.4
1470769,62.5,39.3,126.3,64.3,111.7
1470770,78.1,67.3,62.8,61.2,126.8
1470771,89.4,85.3,109.9,37.0,111.8
1470772,64.2,58.8,55.2,55.5,106.2
1470773,70.2,33.6,103.4,52.3,87.9
1470774,97.0,49.7,130.4,60.6,105.7
1470775,55.6,51.2,96.5,38.4,85.5
1470776,91.7,40.9,55.4,27.7,101.7
1470777,67.6,58.7,106.1,65.9,108.8
1470778,101.9,12.5,89.2,38.1,107.8
1470779,51.4,43.3,152.2,45.9,71.8
1470780,57.4,48.8,92.4,40.4,69.6
1470781,88.2,30.6,100.1,45.5,77.8
1470782,89.4,48.3,86.6,49.0,129.4
1470783,76.8,29.2,100.8,27.9,87.2
1470784,102.0,60.5,85.8,39.6,65.4
1470785,53.8,62.8,122.4,33.0,117.3
1470786,90.6,60.1,96.8,47.4,77.2
1470787,63.4,44.2,120.7,78.2,74.5
1470788,112.5,26.0,100.2,40.2,111.4
1470789,97.4,57.0,161.5,40.4,88.1
1470790,52.3,52.2,100.7,26.9,49.4
1470791,85.4,39.8,125.7,65.3,82.2
1470792,94.9,37.3,160.2,18.1,55.7
1470793,71.4,49.1,67.8,68.0,109.0
1470794,39.3,40.9,103.0,39.5,109.0
1470795,57.1,43.5,100.1,40.2,88.9
1470796,91.3,26.7,97.8,63.3,72.3
1470797,44.3,41.6,87.2,28.3,70.8
1470798,111.4,27.9,143.9,45.5,125.7
1470799,72.1,48.2,98.2,41.4,82.1
1470800,65.3,25.7,91.3,64.5,119.1
1470801,89.1,37.3,142.7,,95.3
1470802,53.7,35.2,74.5,29.9,137.5
1470803,85.4,66.1,78.3,49.9,118.3
1470804,70.0,44.0,114.5,47.4,64.8
1470805,63.9,42.7,110.6,29.3,135.3
1470806,62.2,50.1,104.1,49.7,75.4
1470807,45.0,46.2,68.9,24.8,121.6
1470808,65.5,31.9,88.8,38.7,106.7
1470809,83.0,66.1,75.5,29.0,143.1
1470810,62.9,59.3,113.4,34.2,74.5
1470811,69.0,35.8,113.7,26.2,75.6
1470812,78.2,54.7,87.5,26.8,87.3
1470813,82.8,51.3,105.9,41.1,89.7
1470814,104.0,24.8,77.8,42.8,81.3
1470815,50.0,31.2,79.0,32.1,76.6
1470816,89.0,62.2,56.0,51.2,113.4
1470817,76.6,56.4,112.5,51.1,133.1
1470818,67.8,49.0,91.0,57.6,91.1
1470819,97.2,38.0,63.1,52.3,111.6
1470820,53.5,60.8,62.4,47.7,82.8
1470821,84.2,33.2,71.0,34.9,140.0
1470822,73.7,36.5,103.5,29.4,118.6
1470823,87.1,35.0,68.8,55.9,96.6
1470824,82.2,22.6,108.2,72.0,115.5
1470825,73.6,51.6,120.8,68.0,68.8
1470826,67.1,32.8,99.9,38.7,68.6
1470827,57.7,45.4,82.6,31.7,102.4
1470828,92.9,54.4,110.9,31.1,120.4
1470829,50.1,23.9,81.8,38.5,96.2
1470830,67.0,21.0,150.8,59.6,111.2
1470831,58.5,35.2,85.9,70.5,66.1
1470832,126.8,68.5,90.7,,115.3
1470833,106.9,17.3,91.5,51.6,56.3
1470834,59.0,31.2,91.9,58.7,92.4
1470835,89.6,34.6,77.8,41.5,135.7
1470836,87.9,43.6,75.0,38.0,56.2
1470837,63.3,70.2,118.1,58.0,128.2
1470838,76.1,58.1,114.7,46.1,94.6
1470839,65.5,48.1,16.6,44.9,122.5
1470840,77.5,58.8,114.9,62.6,106.9
1470841,73.3,41.0,149.4,47.2,41.3
1470842,70.3,45.5,66.3,47.5,101.0
1470843,89.5,51.3,116.4,38.7,97.6
1470844,86.3,31.9,88.9,43.1,131.3
1470845,102.1,29.1,99.3,48.8,148.0
1470846,75.9,52.0,93.5,36.8,101.2
1470847,87.8,59.9,130.2,46.3,136.7
1470848,52.5,55.9,124.1,31.1,130.5
1470849,83.4,35.0,104.1,68.4,110.1
1470850,80.1,51.5,80.5,37.8,69.9
1470851,92.1,51.5,86.3,33.2,97.3
1470852,84.7,42.5,94.3,29.7,103.3
1470853,67.2,47.4,44.4,31.5,108.8
1470854,53.6,24.1,58.6,55.2,141.5
1470855,33.7,47.1,91.7,34.2,79.5
1470856,85.0,73.7,80.0,20.9,99.5
1470857,76.4,19.9,129.0,54.7,23.2
1470858,20.0,70.2,107.1,22.0,88.9
1470859,48.0,49.6,145.7,50.0,95.4
1470860,96.4,40.5,95.4,23.8,112.0
1470861,85.9,18.6,120.9,34.0,106.8
1470862,69.8,65.7,125.5,59.4,119.7
1470863,112.5,67.9,150.5,12.0,60.9
1470864,91.4,68.0,100.4,49.5,72.0
1470865,67.2,42.7,159.7,66.3,104.3
1470866,52.5,42.7,101.9,60.2,70.9
1470867,41.7,56.5,102.5,26.4,87.9
1470868,88.0,56.9,63.7,26.6,87.5
1470869,94.7,39.4,85.7,23.8,140.0
1470870,59.4,63.6,117.1,47.1,98.3
1470871,80.3,22.9,73.4,45.5,113.2
1470872,69.6,38.4,100.7,41.7,92.0
1470873,66.8,51.1,56.4,78.0,90.7
1470874,65.3,26.7,112.9,31.8,101.3
1470875,84.9,22.6,91.9,45.1,131.2
1470876,27.1,54.5,113.0,48.4,97.8
1470877,62.7,42.3,100.9,59.4,120.2
1470878,67.3,34.2,59.6,41.7,123.3
1470879,80.0,50.3,117.3,33.7,89.8
1470880,65.9,56.2,74.0,28.2,81.0
1470881,92.7,32.6,74.1,44.4,63.8
1470882,54.2,26.1,106.4,61.4,103.8
1470883,122.1,52.1,70.2,58.9,107.7
1470884,100.3,17.6,117.3,9.4,61.0
1470885,92.8,43.7,69.0,57.2,112.0
1470886,50.0,48.3,47.8,37.1,150.4
1470887,42.4,64.6,153.5,64.3,119.7
1470888,103.6,43.7,62.7,41.7,110.7
1470889,28.7,51.4,108.0,51.9,94.1
1470890,91.9,45.1,154.4,22.1,41.3
1470891,60.0,29.3,128.6,18.2,91.6
1470892,48.8,40.8,82.1,33.2,101.1
1470893,46.7,19.9,112.4,29.5,122.8
1470894,79.1,44.3,73.0,46.9,122.1
1470895,79.6,42.2,13.0,39.5,134.2
1470896,85.9,53.7,111.2,51.8,73.5
1470897,52.6,22.5,125.7,33.2,116.1
1470898,68.7,43.2,123.8,22.7,92.4
1470899,59.4,72.1,90.3,74.8,141.1
1470900,54.6,37.0,137.0,35.2,126.4
1470901,46.9,56.9,97.3,71.2,106.0
1470902,58.5,49.0,94.5,29.6,72.4
1470903,64.4,49.0,84.9,41.5,151.0
1470904,97.0,18.3,69.4,45.8,105.8
1470905,85.7,47.2,71.9,55.7,121.8
1470906,90.8,28.2,105.9,16.9,112.5
1470907,78.5,10.8,74.9,48.8,110.1
1470908,81.7,61.3,105.9,54.7,100.0
1470909,53.4,51.3,95.6,,95.0
1470910,68.1,51.8,138.6,32.2,84.0
1470911,69.2,50.6,107.0,55.7,132.1
1470912,119.6,32.6,47.5,63.9,84.3
1470913,83.8,72.0,141.0,38.8,102.1
1470914,77.0,23.7,118.7,42.6,160.0
1470915,81.8,36.6,97.5,20.4,91.3
1470916,121.6,61.4,111.6,39.7,113.1
1470917,87.0,56.6,72.1,30.5,84.3
1470918,21.2,35.0,114.0,69.2,96.1
1470919,73.5,30.4,78.3,57.6,95.7
1470920,41.6,66.8,86.9,75.4,71.9
1470921,98.4,30.2,99.6,61.6,57.1
1470922,75.9,40.4,149.5,73.4,86.6
1470923,77.8,41.2,106.9,33.1,107.6
1470924,59.1,15.2,105.2,57.8,105.7
1470925,78.4,54.0,130.6,50.4,63.7
1470926,101.6,37.2,123.7,41.4,103.9
1470927,104.8,27.7,94.6,11.8,82.2
1470928,41.3,32.3,116.1,40.6,88.9
1470929,56.5,33.2,106.6,56.6,51.0
1470930,52.8,43.4,112.7,39.9,110.7
1470931,76.2,35.6,34.7,49.8,122.7
1470932,83.9,59.1,87.7,76.6,129.7
1470933,105.8,63.5,125.2,40.5,78.6
1470934,51.9,49.5,81.1,47.5,83.2
1470935,72.5,59.0,73.3,36.9,83.7
1470936,70.3,31.1,119.1,47.9,60.6
1470937,50.4,37.1,108.9,22.2,77.6
1470938,64.0,32.4,132.9,29.9,97.1
1470939,64.2,49.1,92.5,64.7,73.2
1470940,63.4,30.2,124.7,35.9,116.3
1470941,81.9,49.3,110.1,52.7,89.9
1470942,54.6,59.8,83.7,23.2,111.7
1470943,100.4,54.5,158.5,36.9,77.4
1470944,102.0,51.9,94.2,33.0,131.7
1470945,79.0,42.9,96.5,24.9,61.2
1470946,62.1,31.6,72.1,54.6,98.8
1470947,110.2,27.3,120.1,35.5,106.4
1470948,70.2,63.1,112.9,53.5,120.2
1470949,149.8,63.0,87.2,41.6,84.2
1470950,41.6,26.2,105.1,30.0,129.1
1470951,65.5,53.2,82.6,38.8,141.6
1470952,92.8,67.4,91.0,65.9,85.0
1470953,45.5,73.4,115.4,23.6,88.3
1470954,73.0,65.4,132.9,70.5,108.6
1470955,73.1,47.3,174.1,58.7,81.0
1470956,109.1,51.6,72.3,51.4,88.5
1470957,55.2,46.7,105.8,41.1,96.9
1470958,60.2,52.8,92.3,37.7,102.3
1470959,86.6,30.6,95.3,46.3,119.6
1470960,80.6,65.9,97.6,43.8,54.3
1470961,89.1,29.4,105.4,18.1,84.2
1470962,79.3,40.3,111.2,10.4,90.4
1470963,62.6,46.4,127.6,51.3,99.3
1470964,68.8,40.5,48.4,43.1,91.6
1470965,66.0,49.3,115.7,50.7,119.7
1470966,75.9,46.0,71.5,34.0,131.7
1470967,96.0,45.2,60.6,37.2,119.5
1470968,68.8,37.4,92.1,50.9,86.1
1470969,88.2,30.9,97.5,38.8,90.6
1470970,66.3,59.5,144.5,56.9,77.6
1470971,70.3,67.0,99.6,40.7,69.6
1470972,75.0,56.7,131.3,36.1,108.1
1470973,41.0,43.8,169.8,39.6,98.4
1470974,94.0,70.3,107.8,23.6,86.4
1470975,68.8,41.3,62.5,46.6,101.5
1470976,111.3,33.1,110.2,77.1,152.2
1470977,31.0,29.8,121.4,35.1,98.6
1470978,81.3,57.1,83.9,81.7,60.5
1470979,58.9,27.8,136.9,40.6,140.0
1470980,40.6,48.3,71.6,52.4,121.4
1470981,88.9,27.5,127.7,33.8,86.0
1470982,95.5,38.6,118.7,57.5,116.8
1470983,72.0,34.1,102.7,54.4,122.1
1470984,68.1,36.2,77.4,68.4,94.4
1470985,57.4,41.2,112.1,46.7,132.8
1470986,65.7,41.2,82.1,29.6,87.2
1470987,31.9,59.1,97.1,20.9,83.5
1470988,77.4,59.4,104.2,34.4,50.3
1470989,77.6,37.7,141.2,69.2,77.3
1470990,59.8,51.8,111.9,61.4,110.9
1470991,77.6,37.9,115.6,31.5,60.0
1470992,61.8,26.4,112.5,45.4,95.2
1470993,63.1,55.9,89.9,,103.5
1470994,78.3,33.5,66.3,74.7,111.0
1470995,88.7,33.9,56.9,25.4,108.3
1470996,72.2,45.2,121.0,33.3,78.7
1470997,108.4,34.7,67.0,50.3,122.8
1470998,70.0,46.0,92.0,55.5,103.8
1470999,73.4,76.3,112.7,40.2,93.6
1471000,65.7,26.3,96.0,54.8,91.6
