WeldID,WeldingTempCelsius,CoolingRate,UltrasonicDefectScore,RobotSpeed_mms,DefectSeverityGrade
1850633,101.1,59.9,9.2,6.4,0
1850634,131.4,67.8,8.0,13.9,1
1850635,67.2,36.1,7.4,14.7,1
1850636,128.2,48.8,8.7,14.9,1
1850637,95.5,35.0,9.1,8.5,1
1850638,184.3,52.0,7.2,3.4,1
1850639,113.8,65.7,5.1,10.5,1
1850640,100.2,46.8,5.7,13.8,1
1850641,106.5,77.6,5.6,11.5,0
1850642,107.4,56.4,4.7,13.7,1
1850643,102.9,37.7,6.3,22.5,0
1850644,130.2,49.3,5.4,3.1,1
1850645,137.3,53.4,7.8,9.5,1
1850646,65.0,38.8,5.1,9.8,0
1850647,132.0,47.7,6.2,4.7,0
1850648,124.1,33.7,5.5,16.6,1
1850649,84.7,33.2,6.6,12.5,0
1850650,170.2,59.0,8.7,11.7,1
1850651,140.4,38.8,7.4,1.0,0
1850652,151.6,37.3,5.6,9.2,0
1850653,115.4,62.2,7.6,12.9,1
1850654,84.5,57.6,9.2,16.7,0
1850655,145.2,58.9,8.2,13.5,1
1850656,148.9,53.3,5.2,11.5,1
1850657,151.8,40.0,6.6,9.7,1
1850658,66.1,45.6,8.1,15.0,0
1850659,98.9,20.9,6.3,6.5,0
1850660,75.3,43.8,5.5,22.8,1
1850661,122.6,60.8,6.3,12.6,1
1850662,103.8,28.6,7.1,8.8,0
1850663,142.7,51.4,6.9,15.5,1
1850664,89.1,35.8,9.3,12.6,0
1850665,146.0,55.1,7.8,17.5,1
1850666,86.3,68.8,8.5,20.4,0
1850667,110.0,42.0,9.6,17.8,0
1850668,124.9,28.4,9.2,9.9,1
1850669,96.1,52.2,7.2,10.6,0
1850670,115.4,20.7,4.4,6.3,0
1850671,172.2,48.3,6.4,17.1,1
1850672,109.9,62.9,6.3,15.5,0
1850673,106.4,29.3,8.4,16.1,0
1850674,60.0,27.7,7.6,9.8,0
1850675,122.1,59.4,5.8,9.1,0
1850676,99.9,60.8,6.6,19.5,0
1850677,146.8,55.6,6.8,4.3,1
1850678,144.4,58.6,8.7,1.5,1
1850679,159.4,62.5,7.0,14.4,1
1850680,103.6,50.4,6.1,9.3,0
1850681,115.5,35.7,8.6,14.7,1
1850682,82.7,40.8,8.1,16.9,0
1850683,129.1,53.5,6.6,12.3,1
1850684,86.2,33.6,8.8,15.6,0
1850685,87.0,57.3,7.3,13.7,0
1850686,176.8,43.4,5.0,16.7,1
1850687,113.2,48.2,8.6,16.0,1
1850688,105.0,74.7,5.1,9.8,1
1850689,101.2,48.7,5.2,11.8,0
1850690,58.5,43.8,7.9,12.6,0
1850691,110.0,27.4,5.6,15.0,1
1850692,144.4,44.4,4.9,14.0,1
1850693,129.1,43.0,8.5,7.4,1
1850694,85.6,34.7,7.3,18.2,0
1850695,153.1,42.4,4.9,16.8,1
1850696,86.7,28.7,6.6,7.8,0
1850697,61.4,64.6,,7.5,1
1850698,43.9,43.5,6.5,13.7,0
1850699,127.0,65.3,9.5,10.1,1
1850700,155.7,46.8,7.7,7.8,0
1850701,127.2,39.0,7.6,11.1,0
1850702,106.4,31.3,6.3,8.3,1
1850703,98.6,44.3,6.2,7.1,0
1850704,171.7,34.2,4.8,14.7,1
1850705,114.5,67.1,7.2,4.7,1
1850706,101.1,56.4,5.5,16.7,0
1850707,118.2,43.1,9.8,10.5,1
1850708,108.4,24.9,8.9,12.9,0
1850709,145.7,52.1,7.8,7.6,1
1850710,79.8,40.1,5.9,20.5,0
1850711,75.8,41.5,6.2,23.1,0
1850712,181.9,35.0,6.8,8.0,1
1850713,110.8,66.0,5.1,13.5,0
1850714,124.5,42.0,7.9,5.3,1
1850715,157.5,28.0,10.0,6.2,1
1850716,134.4,33.3,3.1,6.1,0
1850717,153.6,60.5,7.5,12.0,0
1850718,131.5,53.1,7.5,5.4,0
1850719,139.2,33.6,5.6,15.0,1
1850720,175.7,74.1,7.2,15.2,0
1850721,101.9,48.6,8.5,12.3,1
1850722,157.7,81.9,8.2,1.0,1
1850723,144.0,60.1,6.2,15.6,0
1850724,148.7,24.6,5.4,16.3,1
1850725,85.1,32.9,9.3,5.9,1
1850726,93.4,33.5,5.7,8.1,0
1850727,79.3,57.3,5.2,10.9,1
1850728,90.8,38.8,7.8,14.4,0
1850729,90.4,54.6,7.9,8.1,0
1850730,129.8,77.0,4.5,11.8,0
1850731,131.1,41.9,4.9,16.8,0
1850732,109.4,38.2,6.5,2.0,0
1850733,68.1,45.1,7.2,10.7,0
1850734,119.3,64.8,6.9,18.2,0
1850735,154.4,47.2,5.5,10.2,1
1850736,159.9,57.7,6.6,13.7,1
1850737,146.4,34.6,9.2,12.3,1
1850738,166.2,72.6,8.5,14.2,1
1850739,145.8,65.2,7.0,1.8,1
1850740,76.6,16.1,6.7,3.9,0
1850741,121.0,30.9,7.8,11.0,1
1850742,162.3,56.7,8.2,8.4,0
1850743,95.4,57.5,7.6,18.7,0
1850744,84.4,47.7,4.8,2.9,1
1850745,119.7,73.8,5.3,16.4,1
1850746,80.9,44.1,9.9,18.2,0
1850747,197.7,58.2,7.3,4.3,1
1850748,96.9,35.2,7.8,11.0,0
1850749,91.5,49.9,6.4,6.2,0
1850750,110.8,26.2,7.5,13.6,1
1850751,102.7,46.8,7.8,9.1,0
1850752,122.8,49.5,8.6,19.0,0
1850753,157.1,48.0,7.1,12.7,1
1850754,166.3,68.2,5.6,22.1,1
1850755,100.5,26.8,9.5,8.1,0
1850756,72.1,37.9,9.6,14.1,0
1850757,103.6,37.5,5.4,10.2,0
1850758,120.3,33.4,7.7,7.7,1
1850759,105.1,91.1,2.8,12.6,0
1850760,130.5,59.1,8.4,7.1,0
1850761,159.7,20.6,6.9,8.5,1
1850762,85.7,43.8,9.3,11.5,0
1850763,138.7,26.2,7.5,13.9,1
1850764,104.4,63.3,8.2,20.3,0
1850765,113.3,60.6,7.9,19.0,1
1850766,206.2,9.4,8.9,9.4,1
1850767,55.5,40.1,9.1,7.0,0
1850768,179.8,49.7,7.1,16.7,1
1850769,165.5,58.2,7.5,7.4,1
1850770,144.6,5.0,5.2,9.3,0
1850771,131.8,66.4,8.9,14.9,0
1850772,163.8,34.1,,10.6,0
1850773,99.0,26.0,9.0,11.9,0
1850774,115.8,41.8,4.3,15.8,0
1850775,93.2,40.1,7.7,17.9,0
1850776,112.3,30.7,9.3,9.6,1
1850777,124.5,24.7,6.5,21.0,1
1850778,102.9,35.5,9.2,13.1,0
1850779,115.1,19.1,6.7,16.2,1
1850780,144.6,42.8,6.2,17.8,1
1850781,103.1,48.7,6.9,7.3,0
1850782,74.3,44.5,8.2,12.5,0
1850783,135.9,60.1,7.3,9.6,1
1850784,116.0,24.0,4.5,8.4,1
1850785,52.3,30.2,7.9,5.8,0
1850786,138.6,63.7,10.0,21.0,1
1850787,128.2,63.5,7.5,4.8,0
1850788,114.9,38.8,8.2,18.1,1
1850789,152.1,20.8,8.7,9.0,0
1850790,108.2,62.3,7.5,11.6,0
1850791,115.6,25.0,4.5,17.2,1
1850792,132.9,28.7,4.8,2.6,0
1850793,118.7,53.4,7.3,20.0,0
1850794,139.9,42.9,8.1,9.3,1
1850795,108.4,54.7,6.8,10.1,0
1850796,63.5,43.9,6.9,10.0,0
1850797,103.8,61.1,8.1,11.5,0
1850798,100.9,43.3,8.1,6.2,0
1850799,90.9,33.2,5.7,10.7,0
1850800,76.7,65.3,6.3,3.0,0
1850801,91.5,62.0,9.9,6.7,1
1850802,159.9,44.6,4.2,5.0,0
1850803,159.6,40.4,7.8,8.1,1
1850804,122.4,48.9,6.1,18.0,1
1850805,107.4,0.3,6.4,15.2,0
1850806,109.8,54.1,6.7,6.1,1
1850807,109.7,37.6,7.7,1.0,1
1850808,120.4,41.8,8.6,8.8,1
1850809,150.6,36.1,7.8,13.5,1
1850810,76.2,29.7,5.1,13.6,1
1850811,94.8,52.2,7.1,15.5,1
1850812,120.2,38.1,5.4,17.1,0
1850813,83.3,23.6,7.7,18.6,1
1850814,93.5,37.6,9.6,5.7,1
1850815,114.3,67.0,8.4,8.2,1
1850816,164.2,36.4,8.2,13.4,1
1850817,161.2,52.8,7.7,16.7,1
1850818,63.9,32.9,7.9,15.5,0
1850819,123.1,30.8,7.8,17.1,0
1850820,137.1,20.6,7.7,12.2,1
1850821,54.7,57.9,9.0,6.8,1
1850822,114.8,54.7,7.4,8.1,1
1850823,113.2,39.1,7.9,11.2,1
1850824,150.0,59.6,8.8,14.0,1
1850825,135.6,37.5,7.4,1.0,1
1850826,98.1,25.8,6.0,15.5,0
1850827,117.7,28.8,8.2,18.4,0
1850828,164.3,38.7,9.3,9.8,1
1850829,147.2,42.5,10.0,7.9,0
1850830,100.4,42.1,8.5,7.0,0
1850831,123.5,20.0,,8.5,0
1850832,143.5,68.3,4.9,14.2,0
1850833,179.0,73.5,4.7,5.2,1
1850834,122.3,49.3,4.6,15.9,1
1850835,130.3,42.0,6.8,14.3,0
1850836,108.1,36.9,9.0,17.7,1
1850837,126.4,38.5,7.0,7.7,1
1850838,100.5,34.6,7.1,15.5,0
1850839,165.0,40.2,3.9,19.0,1
1850840,119.1,28.6,8.5,22.1,1
1850841,115.1,45.5,,1.8,1
1850842,134.6,34.8,10.0,3.7,0
1850843,142.9,24.8,7.2,4.8,1
1850844,119.1,44.6,8.1,15.7,1
1850845,158.4,47.9,6.8,10.1,1
1850846,138.8,27.7,8.6,11.9,0
1850847,132.5,53.3,9.4,8.3,1
1850848,136.8,59.3,7.3,15.8,1
1850849,97.6,34.3,6.4,20.6,0
1850850,136.0,36.9,8.1,14.2,1
1850851,146.1,29.4,6.7,5.7,1
1850852,134.1,37.5,6.1,7.7,1
1850853,116.6,52.1,8.2,17.4,0
1850854,105.9,29.3,7.1,9.0,1
1850855,78.2,47.3,6.0,10.8,0
1850856,132.6,51.1,5.8,17.0,1
1850857,80.4,49.2,7.7,14.0,0
1850858,117.1,46.4,8.2,8.8,1
1850859,91.8,45.2,6.9,18.6,1
1850860,137.5,70.7,9.2,15.8,0
1850861,143.6,50.5,8.1,22.4,0
1850862,181.5,58.6,7.1,12.2,1
1850863,121.4,37.9,7.1,8.9,0
1850864,91.8,56.5,6.1,12.9,0
1850865,90.5,28.3,6.1,16.3,1
1850866,98.6,36.4,6.9,15.8,0
1850867,106.6,43.8,8.0,2.2,1
1850868,127.9,70.4,7.3,15.4,1
1850869,113.6,25.8,7.3,7.7,0
1850870,131.9,51.2,5.2,9.7,0
1850871,134.2,44.9,5.1,13.0,0
1850872,163.3,28.8,9.4,12.0,1
1850873,100.8,31.8,10.0,10.6,0
1850874,150.5,59.5,6.2,5.2,1
1850875,170.0,35.4,7.2,8.6,1
1850876,120.1,43.7,,13.4,1
1850877,115.0,39.3,7.2,11.4,1
1850878,94.2,31.9,10.0,7.9,0
1850879,145.3,49.4,,11.1,1
1850880,132.8,36.2,8.7,10.7,1
1850881,100.9,39.0,7.2,13.8,1
1850882,158.3,34.1,7.3,4.5,1
1850883,76.9,38.4,6.0,8.5,0
1850884,158.6,41.4,7.6,4.5,1
1850885,71.3,58.6,6.8,11.3,0
1850886,95.9,63.4,7.7,4.4,0
1850887,118.3,58.0,8.1,1.0,0
1850888,104.7,18.3,8.7,11.6,0
1850889,139.7,23.9,7.0,13.5,1
1850890,103.7,60.1,5.2,14.9,0
1850891,145.8,57.6,3.2,12.9,1
1850892,106.9,31.9,6.7,15.1,1
1850893,136.8,18.4,5.6,15.9,1
1850894,131.4,33.8,6.0,14.7,1
1850895,81.0,60.3,8.1,7.6,1
1850896,101.9,47.8,9.9,15.6,1
1850897,134.4,68.3,6.4,5.5,1
1850898,107.6,27.7,4.3,3.7,0
1850899,93.9,49.8,5.6,9.5,1
1850900,116.0,33.5,7.0,14.8,0
1850901,120.3,52.6,7.0,20.2,1
1850902,125.0,54.8,9.5,15.0,1
1850903,96.2,41.2,9.7,15.6,0
1850904,128.8,50.3,5.0,8.0,1
1850905,75.9,22.4,10.0,11.4,0
1850906,82.6,61.3,4.4,7.5,1
1850907,147.7,44.6,8.5,8.1,1
1850908,133.2,37.2,7.7,13.8,0
1850909,166.7,36.9,9.2,8.9,1
1850910,127.7,57.2,7.2,5.2,1
1850911,161.8,33.0,7.2,18.7,1
1850912,135.3,48.9,4.0,21.0,1
1850913,79.5,61.0,9.6,9.3,0
1850914,149.7,44.8,9.3,7.5,1
1850915,159.9,45.5,9.8,11.5,1
1850916,105.7,29.9,6.7,13.2,1
1850917,128.9,76.2,6.9,16.8,0
1850918,101.4,37.8,9.5,11.2,1
1850919,172.5,42.5,7.9,8.1,1
1850920,137.4,50.3,7.7,23.0,1
1850921,65.4,15.7,8.4,9.3,0
1850922,181.2,24.4,7.1,3.6,0
1850923,110.4,51.8,5.9,23.2,1
1850924,144.4,50.5,7.2,13.0,0
1850925,151.1,33.5,9.1,20.1,1
1850926,126.3,48.0,8.1,13.0,1
1850927,100.7,32.0,6.2,9.2,0
1850928,146.1,68.8,9.0,14.1,1
1850929,200.4,66.7,4.7,9.6,1
1850930,121.1,47.4,7.5,8.9,1
1850931,128.8,44.8,8.6,10.2,1
1850932,105.0,44.3,7.4,8.5,0
1850933,107.2,50.1,10.0,11.1,1
1850934,154.4,51.3,5.9,15.4,1
1850935,166.7,48.3,7.2,7.8,1
1850936,164.8,35.3,8.8,16.8,0
1850937,85.9,41.6,5.0,9.7,0
1850938,142.4,38.1,6.5,10.3,1
1850939,131.2,37.3,8.3,13.1,0
1850940,120.5,55.9,4.6,20.7,1
1850941,105.1,59.6,5.9,1.0,0
1850942,98.8,33.9,7.2,12.9,0
1850943,88.3,25.4,8.0,6.0,0
1850944,92.3,66.1,5.1,9.8,0
1850945,101.4,37.9,6.4,12.1,0
1850946,178.4,23.5,8.9,10.2,1
1850947,43.5,64.7,4.9,12.3,0
1850948,152.0,26.5,8.3,8.6,1
1850949,164.4,47.8,7.2,15.5,0
1850950,58.8,34.7,6.6,18.0,0
1850951,94.9,23.8,5.2,15.9,0
1850952,81.3,49.9,6.9,15.7,1
1850953,76.2,41.9,8.5,21.4,0
1850954,129.4,33.1,6.5,12.1,0
1850955,99.3,42.7,7.7,5.3,0
1850956,106.3,51.6,6.7,7.1,0
1850957,143.5,53.2,6.4,8.9,0
1850958,117.1,16.4,6.6,11.9,0
1850959,112.1,34.6,6.7,14.9,1
1850960,140.1,20.8,4.7,12.0,1
1850961,129.6,55.6,8.3,17.6,1
1850962,99.5,32.8,9.4,16.3,0
1850963,137.6,36.4,5.8,15.8,0
1850964,113.1,40.3,7.9,6.5,0
1850965,91.0,64.0,6.3,16.6,0
1850966,130.5,36.9,5.8,16.3,1
1850967,90.7,22.7,5.9,6.4,0
1850968,133.4,41.8,9.0,5.4,1
1850969,174.6,29.9,8.4,12.7,1
1850970,130.7,29.1,7.9,10.6,0
1850971,111.0,38.4,7.6,11.9,0
1850972,88.0,45.2,7.1,13.2,1
1850973,144.1,65.1,9.9,21.8,1
1850974,118.4,48.5,5.8,18.8,1
1850975,121.6,23.7,8.1,10.3,1
1850976,100.8,58.4,,21.5,0
1850977,145.1,20.8,6.7,11.5,1
1850978,112.3,52.4,8.3,28.7,0
1850979,69.6,57.8,6.6,20.2,0
1850980,60.0,41.1,7.5,10.8,0
1850981,165.4,69.7,7.4,12.4,1
1850982,131.8,36.8,5.6,15.6,1
1850983,96.6,76.2,7.3,11.9,1
1850984,162.1,55.6,7.3,12.3,1
1850985,112.5,32.4,6.4,8.5,0
1850986,165.1,37.0,9.3,3.0,1
1850987,124.0,32.0,10.0,2.2,0
1850988,133.3,68.9,5.7,14.0,1
1850989,168.6,45.8,8.1,15.0,1
1850990,101.8,44.7,8.2,19.0,1
1850991,118.9,59.6,9.9,10.7,1
1850992,120.7,5.0,6.3,9.7,1
1850993,146.1,39.1,6.1,8.2,0
1850994,109.7,54.8,6.0,16.0,1
1850995,129.0,39.6,8.4,16.0,1
1850996,85.1,62.4,8.2,7.6,0
1850997,138.8,45.0,7.2,12.8,1
1850998,129.7,71.2,6.0,11.5,1
1850999,118.0,48.8,9.2,17.2,1
1851000,154.2,61.2,5.4,7.8,1
