UserID,MonthlyIncome,SavingsRate,HousingExpenses,DiningExpenses,InvestmentAmount,FinancialHealthScore
1000516,11571,46.92,4788.27,745.64,4343.74,53
1000517,10011,18.32,4490.58,1155.34,1467.42,31
1000518,7874,14.84,2718.94,1474.81,935.0,29
1000519,6894,39.4,3004.6,552.78,2172.83,41
1000520,3092,19.58,1336.61,256.1,484.26,35
1000521,13084,14.31,3462.21,1863.58,1498.35,37
1000522,13111,50.84,2905.02,1198.46,5332.36,67
1000523,11440,3.64,3045.79,1105.66,333.2,28
1000524,9822,32.83,2022.3,553.39,2579.57,51
1000525,8810,38.34,1900.39,1457.47,2702.04,55
1000526,11722,18.5,5256.81,858.98,1734.53,25
1000527,2276,63.16,557.78,454.83,1150.06,69
1000528,14394,2.81,5138.67,981.44,323.94,15
1000529,2324,6.94,689.59,236.07,129.09,20
1000530,6726,33.47,2548.26,956.01,1800.87,46
1000531,3780,45.48,1357.17,560.49,1375.31,60
1000532,6163,47.18,2388.17,688.52,2326.04,51
1000533,4035,58.2,1715.04,348.17,1878.76,54
1000534,6298,9.62,1277.59,580.7,484.5,26
1000535,7838,50.57,2439.23,1266.02,3171.21,71
1000536,2602,43.05,992.95,425.0,896.2,47
1000537,3751,41.44,915.26,479.2,1243.42,62
1000538,6640,51.59,2214.93,983.69,2740.53,56
1000539,13518,3.63,2695.91,1235.98,393.07,28
1000540,12445,32.76,5244.48,2048.13,3261.7,45
1000541,2910,15.73,1156.18,464.56,366.28,26
1000542,7304,7.97,1848.27,1274.6,465.51,27
1000543,6091,37.8,2260.72,1039.43,1842.01,45
1000544,2793,40.19,566.23,278.13,898.07,65
1000545,9897,16.59,1674.79,850.09,1313.27,34
1000546,4263,46.48,1756.5,490.64,1585.28,58
1000547,14240,15.78,5104.1,2258.37,1797.85,26
1000548,11903,35.5,4748.15,1918.48,3380.91,39
1000549,9843,32.54,2668.09,1173.32,2562.54,50
1000550,7340,47.71,2926.8,1339.56,2801.53,43
1000551,14538,53.63,4542.89,1078.95,6236.83,56
1000552,2022,36.28,620.38,334.44,586.92,41
1000553,10609,9.3,3332.38,1135.62,789.22,23
1000554,5981,36.33,975.01,904.25,1738.37,46
1000555,14683,58.13,5817.53,2614.29,6828.31,66
1000556,11520,3.9,3006.16,1942.28,359.01,20
1000557,7438,41.75,1397.98,531.16,2484.28,68
1000558,6709,35.11,2157.6,1023.11,1884.45,42
1000559,11620,28.6,5189.73,656.18,2658.71,42
1000560,9859,50.25,1664.14,1639.15,3963.22,55
1000561,9533,39.47,1761.15,607.78,3010.16,61
1000562,14166,25.58,3714.11,2187.67,2898.57,41
1000563,6009,17.07,2426.68,1088.18,820.82,33
1000564,11877,62.34,2802.87,1692.94,5923.12,75
1000565,4722,53.31,1813.6,697.02,2013.9,51
1000566,14095,63.0,3770.68,1014.13,7104.24,72
1000567,5558,27.71,1391.6,375.11,1231.95,50
1000568,12466,63.29,2690.14,1699.9,6312.06,76
1000569,8681,21.18,2100.85,1366.3,1471.07,43
1000570,11266,6.3,3614.03,1036.13,568.24,28
1000571,9129,22.25,1809.68,709.98,1625.16,52
1000572,4003,50.07,1691.36,427.89,1603.55,59
1000573,8268,11.84,3707.24,932.21,783.11,21
1000574,8647,61.58,2849.2,1536.51,4259.72,58
1000575,8660,43.33,1445.3,1503.9,3001.58,54
1000576,5583,39.44,1902.74,1007.62,1761.42,50
1000577,8400,19.65,1961.04,946.82,1320.64,44
1000578,4973,32.63,2037.68,479.52,1298.2,50
1000579,6767,2.66,2223.15,415.46,144.08,20
1000580,9212,5.02,1535.74,1174.88,370.08,31
1000581,6792,43.54,2326.36,889.61,2365.83,58
1000582,6326,46.61,1256.74,417.92,2358.7,64
1000583,13090,55.14,2131.22,915.87,5774.37,82
1000584,14392,43.36,4691.68,1650.65,4992.53,59
1000585,6153,,2069.66,1063.16,2905.27,63
1000586,14436,43.04,4530.16,1711.93,4970.29,61
1000587,14401,48.13,2378.59,2788.82,5545.14,59
1000588,6672,28.08,2732.38,848.95,1498.65,45
1000589,9993,62.77,2640.98,1479.48,5017.82,70
1000590,8085,22.24,2516.25,1377.53,1438.71,26
1000591,8140,55.34,3177.52,1442.6,3603.57,60
1000592,6749,4.03,1858.52,1265.68,217.77,21
1000593,2368,62.64,775.52,232.36,1186.74,67
1000594,4092,11.66,1019.76,613.04,381.64,36
1000595,5631,54.36,1002.28,294.1,2448.73,73
1000596,5717,50.29,2031.19,756.46,2299.88,63
1000597,2794,19.17,487.59,544.42,428.49,52
1000598,8629,20.33,2666.66,1604.47,1403.48,44
1000599,7288,54.98,2043.11,1184.52,3205.71,63
1000600,6896,20.36,2045.21,566.69,1122.98,33
1000601,8436,48.41,2544.5,1088.46,3266.91,61
1000602,2894,52.44,981.4,274.38,1214.17,72
1000603,12780,53.48,4040.28,1925.8,5467.86,60
1000604,11930,30.48,3389.32,1688.19,2908.9,44
1000605,12788,15.95,3733.19,2173.79,1631.63,33
1000606,9453,9.77,1503.08,1033.91,738.75,32
1000607,2864,41.41,684.32,356.97,948.7,58
1000608,11759,59.73,3153.14,1039.23,5618.72,68
1000609,10454,64.88,2403.17,1285.24,5426.17,77
1000610,7814,19.73,1617.9,1070.6,1233.53,34
1000611,9283,55.84,3278.57,1197.21,4146.87,73
1000612,5662,44.98,2140.74,339.24,2037.37,55
1000613,14464,43.41,2722.5,966.8,5023.2,52
1000614,8199,43.62,1837.73,503.37,2861.12,60
1000615,8719,56.98,2371.67,861.33,3974.21,71
1000616,6330,18.28,2270.52,832.14,925.65,29
1000617,5024,45.82,1878.13,878.74,1841.62,50
1000618,5939,49.11,2355.93,1069.77,2333.22,54
1000619,12945,31.4,3446.3,1220.48,3251.66,45
1000620,13639,44.11,3443.3,1598.64,4812.52,45
1000621,5500,24.98,1710.86,859.96,1099.17,40
1000622,14365,38.77,3026.61,1825.28,4455.38,60
1000623,10519,41.88,1966.97,882.04,3524.55,57
1000624,3314,60.04,1388.63,338.48,1591.72,54
1000625,3915,27.71,1596.67,567.92,867.99,38
1000626,8497,27.68,2234.75,798.37,1881.44,40
1000627,7516,35.82,3053.53,1354.88,2153.73,41
1000628,3393,58.96,1377.13,670.23,1600.35,59
1000629,11697,26.84,2197.59,1648.41,2511.56,59
1000630,9269,51.41,3652.26,825.65,3812.5,56
1000631,14432,8.2,3700.84,2269.2,946.44,29
1000632,6573,41.34,1604.54,345.01,2173.8,59
1000633,2544,13.44,560.94,489.86,273.54,29
1000634,4786,17.41,1136.48,847.96,666.59,35
1000635,11745,25.57,3773.26,2114.46,2402.36,28
1000636,8707,55.3,2989.74,611.33,3851.8,71
1000637,6246,24.11,1014.92,1010.32,1204.52,49
1000638,5745,16.09,1541.11,488.32,739.3,28
1000639,14778,52.91,2905.27,1719.9,6255.3,67
1000640,12996,18.87,3978.33,2197.04,1961.42,29
1000641,6403,7.1,1699.67,535.68,363.6,31
1000642,6459,34.93,1126.17,977.22,1805.0,50
1000643,9879,56.72,2527.55,1711.48,4482.6,68
1000644,7336,26.83,2231.39,1322.59,1574.75,45
1000645,4569,40.57,1206.92,388.82,1483.07,52
1000646,13641,36.14,5405.18,1897.03,3943.53,46
1000647,5318,16.94,1907.2,726.92,720.81,20
1000648,4386,51.51,1649.04,455.12,1807.46,68
1000649,8524,6.87,2009.39,1347.95,468.18,35
1000650,5460,60.36,1649.45,392.19,2636.53,65
1000651,8346,29.89,2208.44,1557.07,1995.79,36
1000652,7218,36.55,1565.28,990.12,2110.26,55
1000653,7949,36.76,2359.71,460.93,2337.48,57
1000654,5334,25.24,1613.67,670.21,1076.96,36
1000655,5442,27.23,885.39,735.77,1185.5,56
1000656,4480,64.25,1924.63,446.75,2302.72,75
1000657,3025,37.18,1295.65,462.32,899.76,33
1000658,3330,53.91,512.47,418.71,1436.28,68
1000659,4351,3.33,892.62,650.0,115.74,23
1000660,8126,16.44,3138.51,1625.07,1068.84,32
1000661,11550,2.66,4270.65,1836.92,245.93,21
1000662,13888,39.51,3701.16,2121.88,4390.02,60
1000663,14918,59.41,4981.65,1888.39,7090.09,60
1000664,4725,3.04,1636.78,534.66,114.76,35
1000665,6261,55.53,2313.24,374.29,2781.54,63
1000666,9736,18.1,3838.06,1853.31,1410.04,23
1000667,2953,39.4,690.72,499.75,930.8,52
1000668,10334,62.77,3020.01,1259.51,5188.94,72
1000669,6603,9.45,2932.1,1228.43,499.14,21
1000670,7355,37.1,2534.62,701.74,2183.0,42
1000671,14324,44.03,6439.9,1979.3,5045.36,41
1000672,10284,15.12,3213.62,1523.02,1244.21,36
1000673,7924,25.17,2501.19,1355.14,1595.51,39
1000674,5872,40.13,2015.47,385.96,1885.03,59
1000675,13877,18.0,3893.3,925.23,1998.58,41
1000676,2864,48.83,1216.68,358.04,1118.78,54
1000677,2591,6.66,756.82,238.04,138.04,30
1000678,6699,57.4,2685.91,936.57,3075.95,63
1000679,11044,38.39,3247.35,921.9,3391.65,47
1000680,7275,44.33,1151.69,1165.47,2579.84,63
1000681,14907,53.88,3491.1,1689.47,6425.85,64
1000682,2331,16.44,898.63,271.31,306.57,31
1000683,6194,12.54,2637.19,633.39,621.55,21
1000684,6449,61.3,1282.59,995.62,3162.64,71
1000685,3566,24.05,1561.52,327.49,686.05,31
1000686,4835,58.94,2174.46,331.25,2279.96,66
1000687,7971,13.97,2993.35,1457.44,891.05,24
1000688,9361,56.78,3817.21,1069.72,4252.14,63
1000689,10000,18.02,4285.76,1494.12,1441.96,27
1000690,7180,49.62,1504.63,1252.28,2850.36,67
1000691,9309,64.72,2974.76,1598.67,4820.08,75
1000692,8870,16.75,2566.99,1158.88,1188.82,27
1000693,9441,34.06,3053.41,1451.0,2572.29,50
1000694,10038,28.51,3650.14,1816.87,2289.68,45
1000695,7305,45.6,3256.27,617.59,2664.72,53
1000696,12147,50.17,4444.01,1671.81,4875.08,56
1000697,9262,45.22,3009.97,491.87,3350.98,58
1000698,2178,16.14,460.46,324.85,281.19,41
1000699,7823,9.89,1291.69,897.9,619.17,38
1000700,3149,34.8,497.43,303.35,876.76,60
1000701,14988,58.59,2714.44,1265.83,7025.63,69
1000702,9561,39.33,2439.41,871.06,3008.22,49
1000703,4719,34.58,1513.71,356.94,1305.51,43
1000704,3521,13.2,1192.72,277.85,371.87,36
1000705,5410,12.43,1098.41,739.2,537.87,30
1000706,10047,48.38,2750.56,586.93,3888.8,55
1000707,13818,17.33,2708.29,2712.35,1915.4,46
1000708,2988,20.7,682.59,467.03,494.85,42
1000709,9647,56.67,3353.81,602.48,4373.65,60
1000710,2524,63.31,668.54,469.32,1278.27,80
1000711,12369,46.95,2902.31,657.28,4645.64,66
1000712,2610,5.36,1003.76,180.08,111.95,33
1000713,4740,3.41,759.26,305.07,129.23,35
1000714,11290,42.11,4153.59,1858.25,3803.39,46
1000715,4905,47.49,1725.62,649.64,1863.46,52
1000716,7896,25.0,2252.73,1052.22,1579.22,31
1000717,2142,5.72,645.06,375.8,97.97,20
1000718,8517,13.96,2404.02,1194.02,950.91,26
1000719,9993,59.39,2177.46,1317.63,4747.57,70
1000720,4872,17.23,1515.16,734.96,671.73,37
1000721,13898,35.5,4306.71,1552.64,3947.43,51
1000722,6844,36.93,2279.17,606.51,2022.02,55
1000723,4970,55.81,1556.16,454.74,2219.11,66
1000724,2627,52.8,1041.05,168.49,1109.62,68
1000725,3588,36.45,1254.62,633.31,1046.19,44
1000726,8900,25.35,3219.33,1611.02,1805.27,33
1000727,9118,33.44,2847.92,786.6,2439.29,48
1000728,4598,35.63,1601.27,886.56,1310.59,42
1000729,2931,44.89,569.28,455.9,1052.66,65
1000730,11232,9.25,3145.37,2159.87,831.43,30
1000731,12628,45.15,5346.54,1744.56,4561.54,47
1000732,9363,16.94,1996.92,697.91,1269.06,40
1000733,7627,63.26,1473.25,1311.78,3859.58,70
1000734,8017,3.08,2892.15,801.03,197.27,18
1000735,6889,54.22,2471.67,1096.99,2988.22,62
1000736,9800,8.11,2900.87,1643.5,635.88,29
1000737,13541,5.67,3352.18,688.26,613.73,30
1000738,12186,60.0,2075.71,788.53,5849.26,76
1000739,11007,28.53,4687.08,2062.86,2511.93,37
1000740,8150,20.47,3523.97,1114.12,1334.9,40
1000741,11582,41.6,4666.13,1914.28,3854.59,45
1000742,2955,58.7,492.66,525.12,1387.66,70
1000743,13204,48.13,2212.95,1341.38,5084.58,64
1000744,14288,58.23,3025.21,969.5,6655.99,72
1000745,4890,22.28,1003.94,698.36,871.69,43
1000746,6780,23.49,2772.21,889.8,1273.87,28
1000747,5750,23.8,1027.9,1119.12,1095.03,49
1000748,10848,27.45,2455.45,1086.37,2382.43,44
1000749,9495,10.27,4154.45,1553.25,780.41,17
1000750,6006,24.51,2266.1,898.74,1177.58,42
1000751,12319,40.83,2973.22,2214.57,4023.98,66
1000752,4636,3.89,750.75,526.0,144.43,28
1000753,2925,27.62,480.29,251.39,646.32,53
1000754,14752,8.58,2824.7,2002.58,1012.38,34
1000755,9790,45.21,2286.15,1781.9,3541.06,53
1000756,4997,41.74,1307.04,506.73,1668.78,63
1000757,12021,14.68,1964.48,986.04,1411.36,44
1000758,12547,56.11,5415.59,1963.04,5631.88,60
1000759,10220,9.0,4249.36,1212.37,736.06,24
1000760,14640,21.02,3646.04,1032.26,2461.72,42
1000761,7150,19.37,2845.15,528.55,1107.77,24
1000762,2037,26.86,856.41,329.54,437.65,34
1000763,13666,38.18,4110.06,1845.23,4174.37,49
1000764,5319,47.55,1613.9,538.27,2023.38,55
1000765,4363,62.57,1413.34,241.78,2183.81,81
1000766,12061,52.82,2602.63,1090.5,5096.44,73
1000767,6043,48.76,1649.1,963.13,2357.11,60
1000768,3288,17.59,1255.03,234.86,462.6,33
1000769,5774,45.33,1795.02,414.77,2093.94,58
1000770,10976,43.33,4039.48,1851.27,3804.44,45
1000771,9314,51.0,4035.76,1518.18,3799.94,58
1000772,12131,21.23,3996.22,2314.67,2060.68,29
1000773,12774,18.2,2383.01,1654.22,1860.0,39
1000774,12321,58.58,4785.17,1076.76,5774.56,69
1000775,2173,14.85,965.47,285.49,258.23,28
1000776,12067,30.16,4517.03,1639.4,2911.78,36
1000777,3717,49.71,1323.95,603.1,1478.23,47
1000778,2970,12.99,866.04,303.61,308.74,32
1000779,7755,,2195.42,1430.07,3480.43,65
1000780,5908,48.15,1081.9,471.65,2275.71,59
1000781,14746,62.21,5765.22,1796.29,7338.56,68
1000782,12228,50.83,1978.1,1705.36,4972.65,70
1000783,5703,55.41,1343.96,929.36,2528.19,69
1000784,6506,11.21,1681.69,647.62,583.34,29
1000785,8455,33.21,3764.43,1461.74,2246.13,38
1000786,13167,11.19,3299.24,868.97,1178.58,35
1000787,8222,63.1,1740.17,779.47,4150.78,75
1000788,6037,37.72,2268.78,419.69,1821.54,58
1000789,7939,21.88,3131.57,1268.88,1389.38,39
1000790,10354,12.83,2515.75,1230.45,1062.95,39
1000791,3361,40.78,1350.5,387.2,1096.55,52
1000792,11503,15.83,3093.85,1304.91,1456.76,40
1000793,2358,31.76,1058.3,466.35,599.16,34
1000794,5500,8.98,868.57,926.14,395.29,40
1000795,12060,35.86,1983.05,2266.69,3459.51,57
1000796,14112,11.14,6022.03,2518.66,1257.72,12
1000797,5408,62.61,2329.02,845.35,2708.69,64
1000798,7130,2.62,1613.36,362.08,149.18,24
1000799,4544,,1256.06,622.64,2234.73,70
1000800,9740,5.64,1473.1,1681.63,439.66,39
1000801,11708,12.38,4874.6,2192.63,1159.25,23
1000802,10190,54.1,2182.08,1543.98,4410.08,65
1000803,5949,6.93,2534.48,522.55,329.82,23
1000804,13378,26.44,3415.32,896.55,2829.84,35
1000805,9244,21.91,2959.4,702.64,1620.64,37
1000806,7656,23.56,2657.87,385.54,1443.12,40
1000807,2973,29.39,993.63,210.57,699.04,43
1000808,3085,3.03,907.27,344.12,74.88,21
1000809,6874,41.72,1655.96,1239.44,2294.39,55
1000810,2746,18.84,1023.49,227.57,413.82,32
1000811,14721,11.92,6196.35,2510.23,1404.38,15
1000812,8504,43.84,1831.67,1424.93,2982.63,52
1000813,13782,36.32,4075.94,1751.87,4004.12,50
1000814,12801,17.91,2621.94,2440.42,1834.4,40
1000815,12359,38.36,3311.47,2130.93,3792.98,55
1000816,13403,43.32,4558.01,1184.48,4644.41,44
1000817,6556,24.04,2665.75,665.17,1260.71,37
1000818,8807,31.8,2463.3,610.52,2240.56,52
1000819,14282,51.94,4180.24,799.82,5934.69,61
1000820,12309,44.7,3647.38,2248.78,4401.43,57
1000821,7777,63.83,1580.42,503.76,3971.31,86
1000822,6412,21.37,1301.75,1246.71,1096.34,44
1000823,4924,24.22,2099.76,614.91,954.23,34
1000824,12251,11.36,3629.02,955.89,1113.07,34
1000825,5197,15.57,1939.86,946.26,647.44,28
1000826,5684,51.95,943.23,545.57,2362.05,64
1000827,6049,55.83,1207.64,575.18,2701.67,77
1000828,3229,48.05,1277.37,455.89,1241.1,64
1000829,7791,28.39,1733.98,411.97,1769.63,50
1000830,5161,,1973.44,593.87,1327.09,42
1000831,6996,45.28,1821.29,854.71,2534.24,59
1000832,8748,45.67,2582.24,1624.37,3196.12,52
1000833,7097,45.6,2769.39,783.71,2589.12,61
1000834,5655,17.8,969.08,722.63,805.3,43
1000835,14860,15.26,3013.12,1532.92,1813.76,37
1000836,3935,45.98,1116.89,397.25,1447.59,53
1000837,6880,16.35,3077.47,1280.05,899.69,26
1000838,9944,3.3,4054.19,784.17,262.79,11
1000839,3238,30.98,615.52,244.39,802.59,53
1000840,11535,53.86,3216.07,984.08,4970.58,66
1000841,5609,25.37,2346.23,920.9,1138.19,32
1000842,8419,22.02,3299.54,1020.9,1482.85,33
1000843,9631,18.99,1898.02,1813.65,1463.11,29
1000844,3886,13.92,629.89,750.26,432.64,35
1000845,10441,23.62,2301.06,910.3,1973.09,42
1000846,7219,39.73,1931.46,1381.27,2294.39,57
1000847,14572,25.43,4747.27,2775.26,2964.86,36
1000848,14794,25.33,3049.94,1733.66,2998.16,42
1000849,9114,8.63,1690.78,1065.02,629.18,29
1000850,2372,40.78,915.91,333.71,773.92,51
1000851,3987,33.22,1078.01,621.72,1059.58,47
1000852,3290,21.54,1060.68,470.5,566.93,29
1000853,3128,9.18,528.0,611.41,229.61,37
1000854,8937,17.15,1421.59,543.56,1226.07,40
1000855,11240,8.03,2498.77,1352.62,721.84,24
1000856,2789,13.74,682.33,438.55,306.56,37
1000857,6049,47.2,1648.62,563.37,2284.24,73
1000858,5440,16.06,1240.04,928.49,699.06,33
1000859,4873,40.5,1855.19,281.78,1578.69,50
1000860,5806,8.54,2538.92,894.28,396.68,19
1000861,9906,36.87,3713.22,1791.24,2921.55,55
1000862,9822,6.75,2803.31,827.94,530.52,35
1000863,6722,53.71,2549.68,651.38,2888.4,53
1000864,13187,3.19,3184.92,2550.71,336.62,22
1000865,12627,13.38,3261.59,1868.14,1352.06,32
1000866,10694,64.45,4368.99,897.17,5514.0,69
1000867,4444,22.32,849.85,681.08,793.63,46
1000868,12754,34.15,2666.0,864.72,3484.2,45
1000869,14088,45.97,5519.66,2226.37,5181.41,50
1000870,7295,55.03,2793.61,369.54,3211.65,63
1000871,11296,33.43,1703.58,1252.98,3021.09,50
1000872,10649,7.82,2841.23,1700.15,666.41,25
1000873,12503,33.86,3745.01,848.6,3386.97,47
1000874,12109,62.57,3697.02,626.74,6061.68,76
1000875,12938,24.32,4909.26,764.65,2517.56,39
1000876,5208,28.17,1556.76,786.6,1173.54,30
1000877,8538,42.07,1789.1,1583.89,2873.72,58
1000878,9564,37.26,2089.48,1743.44,2851.14,53
1000879,6551,33.56,2614.64,429.59,1758.94,42
1000880,11048,61.79,4452.36,2093.96,5461.44,69
1000881,13035,6.07,5108.34,1303.53,633.02,31
1000882,9403,11.27,2047.44,792.68,847.76,28
1000883,12152,23.89,4610.56,1816.54,2322.31,36
1000884,14544,43.88,4611.37,1048.95,5105.05,56
1000885,8077,63.53,2971.54,1424.57,4104.87,75
1000886,7309,48.28,1277.44,415.66,2822.95,75
1000887,2502,54.85,1112.25,366.28,1097.91,60
1000888,12598,19.44,4432.81,2254.34,1959.53,33
1000889,10721,25.32,3000.61,966.69,2172.06,43
1000890,13526,28.72,2778.19,741.67,3107.62,50
1000891,4953,3.08,1772.24,620.73,122.21,11
1000892,10664,41.95,3446.84,1301.23,3579.07,47
1000893,2061,23.56,475.29,253.37,388.45,42
1000894,14439,34.75,5195.4,2745.28,4013.67,44
1000895,10563,9.87,4525.42,1167.26,834.47,22
1000896,12167,47.98,3329.15,2048.12,4670.32,56
1000897,13357,28.9,5071.13,1586.54,3088.65,36
1000898,3915,52.83,1313.63,365.41,1654.51,66
1000899,13984,14.18,2377.75,1472.51,1586.2,32
1000900,10822,40.67,2829.98,2104.72,3521.3,52
1000901,10685,61.05,1768.65,1313.04,5218.46,81
1000902,5053,17.36,1613.57,653.53,701.88,28
1000903,14109,4.87,4596.15,879.33,549.99,30
1000904,10869,30.15,3187.32,664.67,2621.68,47
1000905,5378,32.19,1558.23,734.71,1384.82,48
1000906,9948,12.57,3692.57,893.23,1000.6,31
1000907,7986,31.55,1235.74,1496.61,2015.5,58
1000908,13343,,5919.54,1442.97,5043.45,50
1000909,3063,3.35,1051.38,367.12,82.02,19
1000910,5138,18.72,1698.15,515.82,769.4,38
1000911,11939,47.18,2225.4,1508.2,4505.97,69
1000912,5754,2.78,1604.83,1080.26,127.76,25
1000913,9386,43.47,2504.41,1734.38,3264.19,58
1000914,4743,42.59,1297.63,675.0,1616.18,58
1000915,10237,29.71,3782.92,1799.83,2433.28,49
1000916,12395,24.87,2282.94,1596.13,2465.76,49
1000917,6519,58.07,2487.13,396.37,3028.69,62
1000918,12719,32.25,3931.04,2333.65,3281.06,46
1000919,12795,44.45,4246.59,2539.93,4550.11,59
1000920,10840,46.34,3448.42,1102.82,4018.64,55
1000921,7092,45.97,1881.52,913.34,2608.27,56
1000922,6345,32.52,1676.14,353.09,1650.55,47
1000923,7693,53.38,1541.05,1086.92,3285.32,73
1000924,12074,14.32,3337.06,1743.11,1382.85,34
1000925,5998,12.66,2630.3,679.89,607.61,26
1000926,4327,6.88,1492.7,374.35,238.17,15
1000927,4614,46.22,1411.02,824.06,1706.03,46
1000928,8008,5.2,1959.07,403.12,333.09,29
1000929,5211,15.9,1152.96,472.35,662.97,41
1000930,11731,15.58,2567.03,1471.76,1462.62,34
1000931,4196,22.02,716.39,580.47,739.11,38
1000932,5309,18.36,1395.0,710.89,779.81,33
1000933,13902,62.2,5048.89,825.66,6917.55,69
1000934,6836,37.0,1086.46,482.16,2023.52,57
1000935,8381,32.28,2170.49,1158.7,2164.3,46
1000936,4481,14.49,1556.99,304.58,519.29,29
1000937,3012,35.78,1164.63,525.12,862.1,40
1000938,3828,8.26,1259.79,203.23,253.03,22
1000939,10851,62.1,4414.92,2005.54,5390.58,68
1000940,11015,55.88,2669.93,1410.76,4924.52,80
1000941,8333,50.85,3660.99,1651.57,3389.64,47
1000942,3966,38.98,1057.27,683.16,1236.69,57
1000943,12850,27.63,2669.27,2383.1,2840.75,48
1000944,5305,10.14,1480.65,795.22,430.17,28
1000945,9510,3.45,2561.3,1204.02,262.3,21
1000946,14615,64.94,2640.79,2597.0,7592.29,78
1000947,6045,60.01,2502.37,981.48,2902.23,69
1000948,14185,58.74,4007.54,1522.59,6665.64,63
1000949,6902,31.16,1240.46,925.73,1720.4,55
1000950,11405,2.58,1727.07,1812.39,235.65,29
1000951,8228,14.67,3692.9,868.63,965.77,27
1000952,5677,51.56,1688.01,459.35,2341.68,66
1000953,8605,4.52,1334.57,1540.2,311.24,33
1000954,5974,48.24,2475.77,691.38,2305.57,55
1000955,3048,47.07,460.83,436.85,1147.72,61
1000956,6868,44.02,2238.86,533.28,2418.69,58
1000957,9205,59.72,3842.46,504.79,4397.8,62
1000958,4784,59.71,1681.5,459.52,2285.36,71
1000959,8964,31.34,3399.55,1479.56,2247.78,50
1000960,4014,62.71,1448.97,417.71,2013.86,69
1000961,4832,28.08,1144.09,921.67,1085.63,47
1000962,12619,51.38,3699.36,1940.58,5187.25,61
1000963,13648,62.0,3690.86,1005.54,6769.3,72
1000964,9591,24.03,2942.63,648.18,1843.83,44
1000965,12881,18.82,5283.81,2358.23,1939.14,28
1000966,5047,58.08,1182.91,256.45,2344.89,67
1000967,7629,34.26,1216.92,1383.32,2090.65,60
1000968,7491,63.9,2692.84,678.7,3829.15,71
1000969,11800,,4086.1,1661.61,1853.99,29
1000970,13973,59.44,4079.85,1355.89,6644.74,66
1000971,14381,36.31,4074.63,790.8,4177.93,45
1000972,10775,34.77,2509.21,1456.03,2997.43,56
1000973,7651,19.97,2725.99,642.33,1222.57,27
1000974,12046,11.16,5300.97,2223.31,1075.86,16
1000975,11860,4.04,2417.41,1193.24,383.01,39
1000976,9642,49.6,2667.04,572.46,3825.68,70
1000977,6102,27.02,2543.0,1119.32,1318.88,40
1000978,2958,64.39,1188.46,314.18,1523.68,69
1000979,10534,34.96,2191.34,1806.16,2946.18,47
1000980,11123,48.76,4056.74,1962.78,4338.72,57
1000981,10801,,2012.31,2040.52,1224.57,32
1000982,4375,14.76,745.52,238.26,516.73,38
1000983,2185,57.95,965.89,319.32,1013.01,58
1000984,5788,34.35,2150.53,1144.69,1590.58,46
1000985,5421,53.66,1334.22,349.2,2326.91,65
1000986,2492,18.72,1054.43,188.62,373.21,25
1000987,5476,41.94,1944.33,994.9,1837.14,39
1000988,2368,37.2,999.43,177.41,704.77,49
1000989,13826,5.3,3513.24,1399.29,585.94,28
1000990,9990,32.3,2089.16,1669.52,2581.25,50
1000991,11402,53.35,3397.39,1460.4,4865.94,68
1000992,13834,43.1,5843.13,2031.17,4770.06,45
1000993,6225,37.32,1351.7,376.91,1858.6,53
1000994,11651,50.79,4354.07,1221.36,4734.21,64
1000995,9761,28.91,1476.52,1415.69,2257.33,45
1000996,10007,28.62,1549.7,697.8,2291.36,45
1000997,2649,51.26,1179.51,295.84,1086.27,51
1000998,3447,34.75,1064.18,353.14,958.36,47
1000999,2607,25.46,626.02,275.53,531.02,38
1001000,9669,29.94,2313.06,1439.13,2315.9,50
