ListenID,AudioLengthMinutes,SpeakerPitchAvg,AdCount,DropoffTimeMinutes,Completed
1620581,115.9,121.3,115.8,2.2,120.3
1620582,132.2,76.5,95.7,1.0,94.8
1620583,88.5,81.2,110.7,1.0,113.3
1620584,58.3,125.9,109.2,16.0,119.8
1620585,98.0,133.9,89.4,3.0,50.0
1620586,133.5,113.3,164.4,2.2,87.4
1620587,109.8,71.7,56.0,3.8,64.1
1620588,110.4,88.9,81.2,15.4,121.4
1620589,124.2,145.1,110.7,13.5,93.4
1620590,104.7,147.2,96.1,15.2,65.5
1620591,122.0,88.7,143.7,2.3,112.5
1620592,93.4,85.0,101.9,1.6,95.9
1620593,115.2,62.6,134.0,3.4,114.6
1620594,87.0,123.8,128.7,18.1,78.7
1620595,76.9,126.7,86.3,1.0,108.3
1620596,100.5,121.1,106.3,3.8,104.2
1620597,100.6,114.6,118.8,5.2,85.2
1620598,148.6,136.9,58.3,1.9,94.7
1620599,81.1,77.2,84.0,42.5,125.6
1620600,91.1,94.6,60.3,19.9,102.3
1620601,95.5,130.6,107.1,18.9,80.7
1620602,103.4,78.1,97.2,11.9,72.9
1620603,131.8,116.7,117.3,1.0,106.4
1620604,100.5,71.9,118.0,23.4,119.0
1620605,129.4,152.8,96.0,15.1,123.0
1620606,124.5,88.8,73.2,19.2,83.6
1620607,167.3,73.0,95.9,16.0,97.9
1620608,101.9,90.3,114.5,12.0,109.2
1620609,98.0,109.5,151.5,6.8,107.4
1620610,111.5,73.0,56.0,28.1,73.7
1620611,129.7,124.7,74.9,19.0,98.6
1620612,104.3,75.4,84.8,29.7,108.7
1620613,113.3,113.5,70.0,38.5,125.1
1620614,91.1,110.3,118.6,3.4,116.2
1620615,119.4,65.5,93.1,1.0,66.0
1620616,104.2,77.6,58.7,16.7,172.3
1620617,78.9,94.5,97.8,6.4,87.0
1620618,89.0,84.0,148.4,2.3,113.2
1620619,61.3,106.3,68.1,4.5,110.1
1620620,68.8,118.3,133.6,45.2,126.3
1620621,103.7,142.3,120.6,7.1,70.2
1620622,85.8,81.9,101.2,,81.8
1620623,112.6,101.4,90.0,1.0,101.7
1620624,91.2,134.4,102.0,4.9,27.1
1620625,83.5,90.2,123.1,60.6,100.2
1620626,100.6,125.6,56.9,7.1,72.6
1620627,68.8,117.0,110.5,1.0,16.5
1620628,52.2,59.2,113.4,34.1,103.5
1620629,137.0,112.9,87.4,25.2,80.5
1620630,92.4,100.7,29.3,1.0,97.4
1620631,117.1,82.8,118.9,27.6,86.7
1620632,121.1,89.2,80.6,26.7,105.2
1620633,128.2,78.6,116.6,9.5,84.0
1620634,134.1,63.3,52.5,20.4,102.0
1620635,107.4,72.0,83.4,3.9,90.8
1620636,84.1,86.4,119.1,1.0,90.3
1620637,99.2,137.9,79.7,34.5,74.0
1620638,81.6,100.4,119.0,14.9,81.9
1620639,116.7,85.3,114.9,38.8,134.0
1620640,96.3,87.5,70.5,1.0,119.4
1620641,93.2,67.5,75.8,4.3,69.5
1620642,138.9,90.9,105.8,7.4,91.3
1620643,114.2,92.8,75.7,2.0,89.7
1620644,117.8,116.9,81.2,19.0,108.9
1620645,76.5,134.6,79.5,19.2,92.1
1620646,105.7,99.1,81.3,29.1,114.0
1620647,137.9,82.5,74.6,12.5,96.2
1620648,106.6,58.0,54.5,2.3,111.8
1620649,98.0,96.6,84.0,7.4,79.3
1620650,128.7,105.5,72.3,23.7,132.9
1620651,99.2,76.6,116.1,2.8,112.4
1620652,77.3,102.2,104.3,12.3,99.4
1620653,82.5,75.6,102.2,21.1,62.8
1620654,111.1,82.9,102.6,3.3,103.8
1620655,82.8,122.4,95.1,6.6,104.0
1620656,81.4,106.3,72.5,16.8,101.7
1620657,57.4,133.9,70.4,19.1,108.3
1620658,139.6,106.2,67.4,38.6,115.4
1620659,17.3,84.4,109.1,4.4,99.5
1620660,84.9,82.4,117.2,32.7,112.1
1620661,73.6,126.8,82.4,1.0,84.3
1620662,116.1,124.5,93.5,3.5,55.5
1620663,83.3,119.1,68.4,1.0,116.2
1620664,95.2,87.3,61.2,13.3,90.6
1620665,89.2,96.3,104.2,26.1,132.9
1620666,50.6,98.6,115.2,4.2,91.7
1620667,113.1,75.6,85.2,14.7,107.8
1620668,103.6,127.4,90.8,15.2,59.4
1620669,86.3,137.0,87.1,22.5,108.5
1620670,123.4,102.6,89.4,35.9,92.9
1620671,158.9,118.1,84.9,12.7,84.3
1620672,39.6,100.9,78.9,1.0,73.3
1620673,72.4,113.6,62.3,33.1,69.4
1620674,103.8,95.4,130.6,17.1,116.1
1620675,112.8,85.5,93.3,13.3,163.5
1620676,105.7,110.2,109.3,1.0,124.7
1620677,99.8,115.5,133.0,1.5,138.4
1620678,143.8,90.5,105.8,1.0,74.2
1620679,83.1,135.4,88.7,8.0,127.5
1620680,122.7,66.3,108.5,30.0,126.8
1620681,63.9,68.4,67.5,3.1,117.1
1620682,117.2,103.2,129.0,9.3,118.3
1620683,76.5,85.6,79.3,49.0,138.3
1620684,73.2,121.8,130.4,18.2,124.1
1620685,110.9,121.9,91.9,9.4,47.9
1620686,98.2,63.3,67.0,33.4,103.4
1620687,101.9,112.8,68.2,10.1,147.0
1620688,77.9,127.3,61.5,3.8,89.0
1620689,137.1,85.0,90.8,31.0,91.3
1620690,123.7,65.0,108.2,4.4,152.9
1620691,67.3,62.9,86.0,13.7,112.0
1620692,134.8,62.9,77.9,18.0,150.1
1620693,94.6,156.1,116.9,10.4,117.6
1620694,122.8,54.1,74.6,11.7,115.9
1620695,119.8,90.0,85.4,7.5,77.1
1620696,100.8,51.9,104.0,1.0,103.1
1620697,121.8,81.7,115.8,10.4,93.1
1620698,108.4,93.6,78.5,4.6,62.7
1620699,100.7,91.9,75.9,1.0,71.3
1620700,131.2,110.9,112.9,31.1,115.1
1620701,95.8,99.7,93.1,22.0,107.3
1620702,137.4,96.7,81.8,18.7,116.1
1620703,123.8,136.1,64.6,19.6,108.8
1620704,112.1,74.1,53.5,1.0,116.1
1620705,85.0,120.2,34.5,4.3,93.5
1620706,89.5,122.6,110.3,17.3,62.9
1620707,64.6,69.4,95.1,6.2,60.7
1620708,111.3,117.1,55.9,5.8,73.0
1620709,70.3,92.6,132.6,9.4,67.8
1620710,86.8,121.5,95.5,7.5,110.0
1620711,62.3,117.8,102.7,14.3,72.9
1620712,101.1,86.6,98.6,10.9,49.8
1620713,86.8,75.5,148.8,9.8,91.6
1620714,103.1,122.8,97.5,5.5,145.1
1620715,138.0,105.3,97.2,16.4,101.8
1620716,107.4,125.8,120.1,,131.2
1620717,106.6,80.9,89.5,25.5,87.2
1620718,84.9,122.5,87.1,1.0,96.0
1620719,81.4,78.4,90.3,6.6,65.3
1620720,136.8,94.9,110.9,14.7,91.0
1620721,171.9,89.3,126.7,3.8,67.8
1620722,76.6,133.1,108.0,20.5,93.6
1620723,128.8,151.7,99.4,18.3,82.3
1620724,91.2,112.0,91.0,9.5,106.0
1620725,66.8,66.7,106.9,12.6,109.6
1620726,114.9,141.5,94.7,32.1,134.8
1620727,52.5,124.8,136.3,23.5,58.1
1620728,61.2,112.6,106.1,32.1,113.7
1620729,88.3,89.5,118.5,23.6,114.8
1620730,63.7,88.8,88.8,4.1,133.2
1620731,95.6,146.1,107.3,1.2,104.2
1620732,105.7,117.6,59.1,3.6,47.4
1620733,104.2,83.9,101.9,13.3,110.2
1620734,124.7,56.1,81.0,3.2,77.4
1620735,88.6,99.7,155.9,74.1,66.4
1620736,127.6,117.4,66.2,6.8,124.7
1620737,118.0,70.0,64.2,12.5,111.5
1620738,158.3,84.3,107.2,21.9,166.8
1620739,122.8,85.3,81.7,7.8,137.6
1620740,74.9,92.2,104.6,21.8,119.4
1620741,93.9,99.4,115.4,3.1,97.3
1620742,99.8,118.1,108.7,2.3,131.1
1620743,136.5,95.8,87.0,53.0,86.7
1620744,93.4,105.1,108.4,5.1,135.2
1620745,143.6,91.7,98.5,14.4,137.6
1620746,119.3,124.6,90.0,49.5,58.9
1620747,97.2,89.7,130.4,11.1,75.6
1620748,105.1,108.0,101.0,47.6,183.3
1620749,110.9,117.2,98.2,21.8,102.3
1620750,126.8,111.0,83.3,12.6,108.5
1620751,76.2,88.6,112.9,1.0,105.0
1620752,100.6,119.9,85.8,7.9,105.2
1620753,116.5,107.4,81.2,10.3,137.1
1620754,131.8,103.9,71.7,7.2,126.9
1620755,77.9,83.4,90.1,32.9,112.1
1620756,105.2,150.1,84.0,4.5,75.2
1620757,106.5,135.5,71.6,24.0,57.4
1620758,104.7,104.2,94.9,2.9,90.7
1620759,105.6,111.2,110.3,4.1,114.1
1620760,57.7,143.9,90.8,11.1,109.3
1620761,52.9,39.8,86.7,5.4,97.9
1620762,116.5,94.4,97.6,2.6,133.0
1620763,85.2,119.1,88.7,6.3,108.6
1620764,53.7,124.5,88.8,7.5,139.8
1620765,90.3,77.9,114.4,1.3,137.1
1620766,128.4,87.1,67.3,8.3,87.5
1620767,86.5,69.7,110.0,19.0,118.1
1620768,100.3,111.1,120.3,2.1,88.1
1620769,111.1,123.8,98.4,1.6,64.7
1620770,44.8,96.0,98.0,34.4,119.3
1620771,97.6,144.1,89.1,1.8,79.2
1620772,98.8,100.6,105.0,15.3,91.5
1620773,109.6,67.9,149.7,9.1,113.8
1620774,85.6,118.8,70.2,1.0,105.4
1620775,114.3,127.2,115.2,9.6,101.7
1620776,109.0,106.2,80.4,24.7,121.4
1620777,85.8,63.7,57.7,28.3,132.0
1620778,119.9,100.0,126.6,6.5,101.8
1620779,87.7,69.0,102.1,7.1,89.8
1620780,73.1,103.1,66.8,13.1,106.0
1620781,99.2,127.8,92.7,3.6,116.2
1620782,101.2,128.3,111.2,6.4,96.1
1620783,85.6,109.0,58.1,1.0,101.0
1620784,141.7,58.6,80.5,22.0,74.4
1620785,100.3,117.0,105.7,15.7,76.0
1620786,123.7,159.4,101.9,3.4,82.9
1620787,154.0,93.2,105.9,62.2,64.9
1620788,107.4,104.0,113.2,6.1,112.5
1620789,108.7,111.7,133.0,2.4,105.7
1620790,97.3,134.7,90.5,1.0,122.5
1620791,109.6,65.1,71.9,12.1,90.1
1620792,133.3,90.6,90.6,15.0,132.2
1620793,103.8,129.2,105.5,56.5,135.7
1620794,88.3,36.8,124.4,24.0,95.1
1620795,73.2,123.7,120.4,34.7,80.7
1620796,54.6,84.2,120.6,3.7,105.7
1620797,83.6,85.4,128.1,,148.9
1620798,94.4,103.5,119.8,15.7,98.0
1620799,105.0,110.6,100.3,11.2,88.2
1620800,136.9,138.5,88.1,2.0,157.1
1620801,106.9,100.4,89.7,4.3,119.3
1620802,84.7,120.0,96.0,7.2,134.3
1620803,109.3,124.6,110.1,2.2,88.8
1620804,132.6,110.2,87.6,16.9,94.5
1620805,91.3,58.9,103.0,6.7,89.4
1620806,130.6,143.7,131.9,18.8,83.6
1620807,88.0,91.2,93.2,3.7,81.2
1620808,81.2,101.5,88.0,5.2,97.2
1620809,64.4,83.8,71.9,15.0,87.4
1620810,60.5,92.6,121.6,3.6,116.7
1620811,136.4,94.3,104.7,7.7,113.3
1620812,97.8,88.8,119.7,7.5,132.0
1620813,95.3,155.7,64.0,15.5,59.2
1620814,98.1,92.3,82.5,20.7,114.0
1620815,89.7,103.7,88.6,4.5,74.2
1620816,105.4,99.2,130.0,11.0,102.0
1620817,86.6,113.8,98.2,8.7,100.9
1620818,102.3,83.5,80.3,6.2,65.5
1620819,132.1,74.4,101.7,17.9,104.7
1620820,73.6,91.2,82.5,1.7,80.6
1620821,80.1,136.2,123.8,17.6,51.5
1620822,129.6,102.7,37.0,14.8,71.2
1620823,105.5,100.9,150.2,16.1,120.9
1620824,50.8,107.4,101.7,6.0,60.6
1620825,135.9,83.8,121.2,27.8,112.1
1620826,95.9,111.1,110.1,8.6,121.8
1620827,132.4,48.6,113.7,5.5,121.8
1620828,89.1,139.1,80.1,27.6,115.0
1620829,85.3,103.1,96.4,8.0,111.5
1620830,92.3,63.1,121.1,1.0,100.5
1620831,99.0,107.8,104.7,5.5,103.8
1620832,86.1,82.8,81.6,9.0,102.1
1620833,113.0,103.3,88.6,1.6,84.8
1620834,65.3,130.7,115.0,1.9,105.8
1620835,108.7,95.8,97.0,23.2,105.1
1620836,92.5,101.4,94.6,4.6,67.1
1620837,101.0,80.8,80.8,17.5,64.3
1620838,68.9,146.7,43.3,24.3,107.9
1620839,153.0,122.1,115.1,38.9,118.2
1620840,103.2,83.0,107.4,6.4,109.0
1620841,93.5,124.2,66.4,1.0,98.5
1620842,93.5,85.7,92.9,9.2,104.5
1620843,73.8,125.6,110.4,1.4,96.3
1620844,75.6,45.2,95.1,8.3,121.6
1620845,134.1,91.5,107.8,24.3,30.3
1620846,79.6,116.7,119.0,38.1,96.0
1620847,101.3,108.3,41.5,7.3,104.6
1620848,106.8,136.3,98.3,5.3,111.0
1620849,155.5,120.1,90.1,32.0,82.9
1620850,121.9,118.7,88.9,6.6,90.7
1620851,120.2,137.3,103.1,52.4,91.8
1620852,108.6,104.3,77.2,5.5,125.7
1620853,64.6,117.2,106.6,13.6,95.2
1620854,103.3,73.9,94.9,49.5,84.6
1620855,119.2,135.1,103.5,12.0,63.1
1620856,55.1,134.9,110.9,14.5,85.7
1620857,74.0,106.4,111.4,8.7,146.7
1620858,73.8,102.1,81.9,13.0,143.5
1620859,103.6,80.2,100.1,15.9,90.5
1620860,100.9,90.8,70.6,6.8,91.9
1620861,80.8,121.2,87.4,1.2,81.9
1620862,99.4,102.4,102.3,47.0,140.3
1620863,91.9,104.0,81.9,40.5,140.8
1620864,141.6,118.2,87.6,8.4,97.9
1620865,94.9,110.4,85.6,24.2,83.7
1620866,62.9,116.1,91.5,12.1,141.7
1620867,53.0,117.0,131.7,29.2,132.5
1620868,111.0,87.6,131.1,17.2,97.6
1620869,95.5,114.6,90.3,13.9,139.7
1620870,114.9,85.7,106.1,1.1,120.7
1620871,83.8,73.2,126.8,23.8,96.1
1620872,75.6,79.2,109.0,10.1,134.0
1620873,113.4,68.7,103.9,14.9,68.2
1620874,107.8,108.5,72.2,11.2,71.1
1620875,113.0,107.3,84.1,7.5,107.9
1620876,76.6,37.7,101.5,7.0,98.4
1620877,130.6,97.2,101.6,36.2,88.9
1620878,134.0,99.9,100.8,8.2,66.7
1620879,87.3,96.6,93.2,32.6,90.7
1620880,115.6,111.5,112.4,35.1,125.5
1620881,113.7,88.8,143.6,24.2,144.2
1620882,117.2,84.0,107.8,16.8,99.0
1620883,163.3,76.9,80.2,9.7,77.5
1620884,97.6,113.8,69.5,1.0,75.6
1620885,103.1,86.7,115.8,10.5,52.2
1620886,118.1,24.6,77.6,5.6,136.7
1620887,84.6,80.4,101.8,5.6,128.4
1620888,73.3,153.1,74.1,5.1,124.7
1620889,123.5,100.7,126.9,21.8,112.2
1620890,78.1,112.6,135.6,17.5,115.2
1620891,100.5,89.3,84.7,10.1,102.3
1620892,65.7,76.9,95.4,6.1,121.9
1620893,123.7,90.9,126.8,49.2,158.9
1620894,95.8,55.3,53.7,,81.6
1620895,77.1,75.1,119.8,2.8,114.4
1620896,86.7,89.4,102.2,5.3,120.0
1620897,89.1,77.9,66.1,3.3,89.8
1620898,51.0,61.0,54.9,29.8,129.6
1620899,92.4,146.2,81.4,40.0,88.0
1620900,93.4,106.3,109.0,54.2,104.8
1620901,142.8,100.2,70.1,21.7,125.1
1620902,145.4,135.9,99.8,10.1,80.8
1620903,84.1,84.1,126.1,27.1,142.9
1620904,62.6,93.9,59.7,12.1,99.6
1620905,98.0,93.0,81.3,34.2,101.9
1620906,65.5,66.0,131.7,12.7,88.8
1620907,106.0,103.1,149.5,28.5,52.9
1620908,100.8,84.1,102.9,15.8,42.9
1620909,101.5,53.3,85.2,24.8,150.1
1620910,125.1,131.1,60.0,8.1,116.1
1620911,48.0,94.2,89.3,3.8,76.7
1620912,115.1,92.0,99.7,8.7,106.7
1620913,107.3,116.7,88.2,19.6,38.6
1620914,88.1,136.8,124.5,60.1,123.6
1620915,70.2,92.6,126.8,4.2,81.4
1620916,86.4,83.2,115.3,26.2,100.5
1620917,123.6,58.0,155.9,10.5,71.1
1620918,106.7,113.8,114.1,21.1,112.6
1620919,79.3,111.3,131.6,11.2,101.4
1620920,73.0,127.3,98.5,18.7,69.3
1620921,97.3,164.0,118.8,5.2,71.2
1620922,113.2,108.0,118.9,21.7,107.3
1620923,74.5,122.0,153.6,36.9,73.0
1620924,65.7,109.0,64.3,4.1,127.9
1620925,123.8,114.8,108.0,8.1,82.7
1620926,91.5,95.6,115.1,24.8,98.7
1620927,91.7,100.6,126.2,3.2,69.5
1620928,96.0,105.9,99.8,5.1,93.0
1620929,80.3,35.4,114.1,11.1,113.2
1620930,117.0,67.8,123.2,8.5,106.4
1620931,101.4,122.6,131.0,24.4,77.1
1620932,146.2,89.1,103.2,20.4,94.1
1620933,136.3,102.1,139.9,17.0,82.2
1620934,116.4,97.8,131.5,1.0,131.1
1620935,97.2,68.4,95.0,5.4,55.6
1620936,97.3,65.7,82.6,3.5,135.8
1620937,127.9,62.3,167.3,15.3,111.8
1620938,95.4,134.8,141.4,28.2,98.8
1620939,145.7,126.4,88.7,12.2,112.9
1620940,143.5,114.6,113.7,4.1,89.1
1620941,100.1,96.9,140.9,51.9,124.5
1620942,61.8,83.4,92.9,28.0,121.9
1620943,102.2,129.8,76.1,11.4,129.8
1620944,109.6,73.6,72.4,19.9,75.6
1620945,121.3,141.3,94.1,13.2,117.2
1620946,69.4,110.3,68.2,1.0,126.5
1620947,99.5,76.0,122.3,3.2,96.5
1620948,130.0,58.8,113.3,4.0,105.6
1620949,83.2,100.8,67.6,32.6,112.3
1620950,56.7,73.1,116.0,18.8,98.0
1620951,106.4,139.1,107.1,22.8,67.0
1620952,114.8,44.9,102.3,7.4,116.4
1620953,82.5,120.3,117.8,12.5,143.4
1620954,72.4,114.1,44.4,3.4,89.2
1620955,66.0,132.8,96.9,7.6,98.6
1620956,55.9,85.4,84.2,6.4,107.5
1620957,106.9,105.4,123.8,1.0,114.0
1620958,106.4,150.5,155.0,13.7,119.9
1620959,77.3,95.9,99.2,4.1,91.8
1620960,95.7,115.4,72.2,2.4,79.3
1620961,77.2,117.7,99.3,16.7,93.8
1620962,76.2,64.9,88.4,3.2,76.7
1620963,141.1,72.2,99.7,6.6,98.9
1620964,76.8,145.9,57.2,16.6,44.4
1620965,66.1,91.6,119.9,19.6,115.8
1620966,130.0,109.3,107.9,31.9,85.3
1620967,81.1,112.1,108.0,31.8,123.5
1620968,79.6,133.9,140.7,9.1,128.8
1620969,71.4,44.7,85.1,1.6,56.1
1620970,147.8,138.4,104.8,47.5,101.7
1620971,97.6,69.8,101.8,36.6,114.9
1620972,138.9,27.5,135.1,13.0,133.1
1620973,78.1,63.4,67.4,33.7,99.8
1620974,80.8,122.3,105.3,15.3,107.3
1620975,64.7,75.2,78.9,19.4,67.8
1620976,65.9,76.1,77.8,10.6,52.3
1620977,81.6,121.0,69.1,23.2,101.6
1620978,72.6,143.0,125.5,,80.3
1620979,75.5,127.9,118.7,2.7,58.8
1620980,76.7,93.3,88.2,10.4,114.4
1620981,127.2,151.8,76.9,4.4,86.5
1620982,72.0,98.7,121.7,22.7,56.2
1620983,128.7,90.6,64.0,9.8,87.7
1620984,101.5,85.4,130.0,1.0,59.1
1620985,36.7,33.8,120.1,13.9,59.1
1620986,90.0,108.5,135.1,2.5,73.7
1620987,108.0,71.2,123.4,28.9,146.0
1620988,102.5,130.0,87.2,51.0,103.7
1620989,65.0,109.5,104.9,5.3,96.4
1620990,140.4,107.4,110.4,17.7,82.1
1620991,84.1,81.5,111.0,47.3,112.3
1620992,121.5,119.6,84.7,3.4,100.4
1620993,84.1,115.6,72.0,13.2,57.2
1620994,92.1,112.6,122.7,14.8,89.4
1620995,98.8,61.4,90.1,1.0,96.7
1620996,126.8,95.2,89.2,16.1,77.1
1620997,106.6,87.4,53.5,12.0,129.1
1620998,71.8,139.3,112.7,17.7,109.9
1620999,85.8,102.6,92.0,16.2,95.3
1621000,91.8,104.2,113.7,7.6,110.5
