DistrictID,SingleHouseholdRatio_Percent,DailyWasteVolume_Kg,RecyclingRate_Percent,FineImposedCount,WasteManagementGrade
1570580,34.4,82.1,30.5,100.7,2.0
1570581,35.4,79.5,48.1,87.0,29.0
1570582,48.0,124.5,42.6,45.0,42.0
1570583,33.1,100.1,55.8,60.3,56.0
1570584,33.8,87.0,69.7,91.3,38.0
1570585,64.1,75.0,51.9,75.1,28.0
1570586,35.7,77.8,48.4,85.5,49.0
1570587,48.8,102.1,51.4,120.8,53.0
1570588,33.1,143.4,49.8,56.8,58.0
1570589,40.2,121.0,21.1,87.6,47.0
1570590,35.0,101.3,21.3,100.5,49.0
1570591,41.8,75.9,36.8,70.4,60.0
1570592,44.9,135.1,48.5,144.7,23.0
1570593,34.5,154.0,56.8,110.7,21.0
1570594,24.3,128.4,67.9,96.8,60.0
1570595,33.1,105.9,67.1,130.5,27.0
1570596,,92.7,6.6,85.5,57.0
1570597,57.3,57.0,32.7,86.6,13.0
1570598,17.5,100.4,37.2,82.4,59.0
1570599,66.9,174.4,38.0,53.6,28.0
1570600,54.4,97.9,36.0,96.1,37.0
1570601,39.4,68.3,55.4,118.5,35.0
1570602,46.9,101.3,51.4,95.8,56.0
1570603,48.4,110.1,47.0,33.0,55.0
1570604,30.9,84.4,51.3,61.7,36.0
1570605,59.0,124.7,57.0,117.3,46.0
1570606,63.7,98.0,31.1,60.7,55.0
1570607,56.6,76.4,53.1,132.4,45.0
1570608,28.7,107.4,57.1,102.1,60.0
1570609,70.6,87.2,52.7,109.1,62.0
1570610,60.0,121.8,46.2,66.4,45.0
1570611,53.0,107.4,68.3,68.6,41.0
1570612,32.5,86.7,20.9,106.2,41.0
1570613,43.4,128.3,31.4,118.2,43.0
1570614,35.2,100.0,25.9,135.7,68.0
1570615,58.8,107.0,43.1,75.4,35.0
1570616,47.2,77.1,48.2,113.4,36.0
1570617,57.4,90.7,63.1,99.3,35.0
1570618,44.2,68.0,40.3,90.1,46.0
1570619,,86.6,33.5,89.8,32.0
1570620,54.3,90.5,43.8,114.4,26.0
1570621,64.3,140.9,46.7,76.2,21.0
1570622,27.2,81.8,47.9,85.4,54.0
1570623,32.2,71.7,28.5,111.3,42.0
1570624,57.2,111.2,20.5,118.5,17.0
1570625,36.1,107.6,26.1,129.2,69.0
1570626,71.5,106.6,29.7,110.7,50.0
1570627,27.9,128.9,35.1,76.8,38.0
1570628,23.0,67.6,34.1,100.1,43.0
1570629,33.1,120.0,32.2,48.1,28.0
1570630,53.5,68.4,55.6,118.2,26.0
1570631,34.7,92.0,41.2,112.8,61.0
1570632,39.3,131.3,61.0,80.6,53.0
1570633,50.7,119.5,39.9,106.3,33.0
1570634,46.4,93.9,35.9,110.2,44.0
1570635,23.8,128.1,10.4,135.9,34.0
1570636,0.0,104.0,42.8,153.6,32.0
1570637,58.5,109.8,18.1,119.6,50.0
1570638,40.6,137.5,31.1,117.4,57.0
1570639,46.8,81.9,40.8,69.9,41.0
1570640,52.3,80.6,31.9,126.0,41.0
1570641,67.8,102.6,14.6,102.0,26.0
1570642,23.5,121.5,65.4,146.3,32.0
1570643,37.1,90.5,36.5,73.3,38.0
1570644,49.5,88.0,51.1,102.2,28.0
1570645,65.3,109.5,77.0,50.2,40.0
1570646,25.4,134.4,43.9,61.7,55.0
1570647,43.2,115.1,35.3,132.9,66.0
1570648,28.7,94.1,64.9,94.6,49.0
1570649,31.4,110.5,81.4,144.5,52.0
1570650,75.7,87.5,64.5,110.3,55.0
1570651,46.3,125.7,34.5,86.4,30.0
1570652,70.1,120.4,40.2,100.6,56.0
1570653,34.9,105.9,47.9,161.3,47.0
1570654,60.4,100.7,58.8,95.9,54.0
1570655,40.4,53.7,39.6,92.8,50.0
1570656,51.1,120.1,10.1,110.8,42.0
1570657,70.2,121.0,61.5,112.3,17.0
1570658,38.9,132.0,36.4,115.4,36.0
1570659,55.3,118.6,18.5,77.2,14.0
1570660,18.5,87.7,44.4,32.7,39.0
1570661,36.4,69.8,63.3,63.7,51.0
1570662,60.9,115.9,48.5,102.8,50.0
1570663,68.8,68.2,49.4,89.5,11.0
1570664,59.0,78.4,53.0,109.1,26.0
1570665,45.4,38.5,32.2,91.0,52.0
1570666,40.0,119.0,48.5,103.6,41.0
1570667,40.2,123.2,58.6,146.6,37.0
1570668,51.1,59.2,48.0,95.4,34.0
1570669,46.9,173.3,44.8,97.5,39.0
1570670,42.4,135.1,52.4,135.7,37.0
1570671,52.2,103.4,25.0,75.0,49.0
1570672,69.9,123.5,32.1,93.6,42.0
1570673,35.4,109.5,45.5,8.8,46.0
1570674,64.7,88.1,51.1,106.9,37.0
1570675,53.0,109.1,31.0,134.0,48.0
1570676,38.9,72.8,67.7,93.9,22.0
1570677,41.2,132.6,44.1,126.5,42.0
1570678,56.7,87.5,27.1,86.0,44.0
1570679,54.5,88.6,48.1,93.8,44.0
1570680,33.2,101.3,41.0,87.6,26.0
1570681,36.7,158.5,48.0,86.0,30.0
1570682,23.8,133.4,36.2,119.6,59.0
1570683,35.2,95.8,73.8,108.5,62.0
1570684,41.5,90.9,43.0,105.5,51.0
1570685,42.4,99.1,42.3,55.7,46.0
1570686,50.6,111.4,50.1,78.1,45.0
1570687,30.6,103.1,65.2,86.2,41.0
1570688,54.7,132.2,55.2,72.0,34.0
1570689,41.7,86.7,54.1,59.8,53.0
1570690,67.3,65.6,40.1,79.1,47.0
1570691,60.3,58.5,32.8,116.2,45.0
1570692,48.9,103.3,46.4,130.6,54.0
1570693,63.8,138.1,39.8,128.6,20.0
1570694,48.9,154.2,59.3,76.2,21.0
1570695,43.4,71.9,52.8,105.4,4.0
1570696,21.9,33.2,43.4,102.0,46.0
1570697,49.2,84.6,49.8,78.1,57.0
1570698,27.8,116.6,40.5,70.1,29.0
1570699,36.2,13.2,81.7,119.6,54.0
1570700,30.0,139.1,28.0,122.5,28.0
1570701,57.7,148.3,32.3,49.1,28.0
1570702,53.8,99.3,21.4,72.5,64.0
1570703,43.0,109.2,42.4,55.5,38.0
1570704,39.4,89.2,58.5,85.7,68.0
1570705,44.9,108.6,58.0,99.7,40.0
1570706,47.8,126.7,59.4,51.6,29.0
1570707,27.2,123.4,34.5,115.4,54.0
1570708,65.4,68.6,55.6,117.5,49.0
1570709,13.4,124.4,44.7,62.9,61.0
1570710,48.6,92.0,47.0,82.9,42.0
1570711,68.9,105.5,45.3,36.6,34.0
1570712,30.7,107.2,32.3,83.7,48.0
1570713,58.2,21.7,43.9,120.3,12.0
1570714,54.8,72.8,45.5,85.3,45.0
1570715,37.1,84.4,26.9,92.8,47.0
1570716,28.7,84.9,33.4,102.3,42.0
1570717,34.1,60.0,32.9,82.3,51.0
1570718,34.1,62.6,39.0,109.9,22.0
1570719,64.6,149.8,24.1,130.0,49.0
1570720,46.7,72.2,31.3,133.8,32.0
1570721,35.1,130.9,41.1,108.9,36.0
1570722,17.7,94.0,48.4,132.8,14.0
1570723,36.9,104.5,58.9,108.6,60.0
1570724,19.1,108.9,60.5,101.7,48.0
1570725,35.5,89.0,58.1,119.1,8.0
1570726,44.2,76.2,35.4,137.0,37.0
1570727,37.5,82.3,25.5,94.0,29.0
1570728,24.0,111.6,19.5,134.4,24.0
1570729,15.9,110.0,34.3,126.2,50.0
1570730,57.0,86.3,46.4,77.9,43.0
1570731,40.9,57.3,27.6,93.9,35.0
1570732,35.5,100.4,54.8,73.3,65.0
1570733,66.6,101.0,59.3,89.6,41.0
1570734,27.5,101.0,48.6,148.4,37.0
1570735,73.0,117.8,46.5,92.0,39.0
1570736,24.2,96.7,48.4,104.4,38.0
1570737,21.7,106.2,41.0,81.2,37.0
1570738,35.6,84.4,40.5,54.5,34.0
1570739,30.9,84.5,64.6,82.3,52.0
1570740,71.1,66.4,9.5,117.2,61.0
1570741,34.8,69.1,59.0,75.7,30.0
1570742,57.2,104.3,70.7,115.3,29.0
1570743,56.4,138.3,47.1,99.5,14.0
1570744,59.8,113.7,42.1,57.7,32.0
1570745,59.2,79.0,86.7,126.8,18.0
1570746,19.7,111.4,5.1,115.5,22.0
1570747,32.8,128.8,55.2,83.4,41.0
1570748,52.9,110.5,46.6,74.9,18.0
1570749,23.5,64.7,60.0,118.3,23.0
1570750,51.2,61.9,60.0,91.8,36.0
1570751,47.6,43.3,28.7,115.8,35.0
1570752,42.7,98.7,30.8,108.1,37.0
1570753,37.1,84.3,37.6,131.8,36.0
1570754,64.8,99.9,54.5,125.5,49.0
1570755,31.3,62.6,30.7,119.4,34.0
1570756,42.4,93.5,61.6,95.2,58.0
1570757,46.2,110.1,23.8,161.3,47.0
1570758,47.6,103.1,41.4,108.5,48.0
1570759,36.6,79.1,41.5,42.3,38.0
1570760,85.4,132.7,35.5,57.8,55.0
1570761,70.0,102.5,58.3,88.4,36.0
1570762,46.5,98.7,56.5,91.2,26.0
1570763,42.5,137.5,38.2,120.9,43.0
1570764,45.7,69.1,46.3,92.0,41.0
1570765,34.1,107.2,42.0,104.2,44.0
1570766,24.3,82.7,48.1,101.3,18.0
1570767,54.8,73.5,41.1,103.8,62.0
1570768,32.3,86.0,77.4,97.6,26.0
1570769,22.1,132.2,45.3,88.1,38.0
1570770,41.2,58.8,25.6,114.1,47.0
1570771,39.5,60.3,44.1,77.7,52.0
1570772,50.9,79.0,49.8,69.5,78.0
1570773,52.4,104.1,26.1,112.9,31.0
1570774,39.6,173.8,45.4,141.1,33.0
1570775,48.4,106.7,36.5,117.8,28.0
1570776,45.0,94.1,29.5,155.4,42.0
1570777,56.7,77.6,43.9,113.2,31.0
1570778,30.9,75.3,49.9,134.2,37.0
1570779,33.2,83.3,36.7,115.0,34.0
1570780,24.8,104.0,67.3,121.0,32.0
1570781,32.6,113.0,43.9,114.0,34.0
1570782,39.6,111.2,45.0,114.5,50.0
1570783,25.1,74.4,38.0,104.4,27.0
1570784,43.7,70.9,40.4,81.2,34.0
1570785,30.6,72.8,32.3,113.9,48.0
1570786,55.1,132.2,55.2,111.9,22.0
1570787,39.1,103.8,27.5,110.3,49.0
1570788,77.2,73.2,28.7,77.1,42.0
1570789,55.1,72.0,58.3,106.3,35.0
1570790,82.1,53.6,37.5,122.8,41.0
1570791,44.0,61.2,19.5,95.4,58.0
1570792,27.6,100.4,46.0,113.1,36.0
1570793,20.2,141.9,32.6,115.8,9.0
1570794,77.6,102.3,49.0,82.1,40.0
1570795,59.4,101.4,63.4,85.9,32.0
1570796,20.3,116.7,12.1,100.1,31.0
1570797,66.7,101.2,61.5,118.1,33.0
1570798,39.5,103.8,58.2,107.9,43.0
1570799,51.4,120.5,42.1,135.2,36.0
1570800,54.3,98.2,47.8,74.6,41.0
1570801,41.2,71.2,52.9,71.9,25.0
1570802,58.7,61.2,33.0,110.6,39.0
1570803,35.1,90.9,76.2,111.1,46.0
1570804,33.2,98.7,55.6,118.8,36.0
1570805,37.0,134.8,54.2,131.2,41.0
1570806,57.5,105.1,59.5,112.1,50.0
1570807,50.3,64.7,64.7,134.3,31.0
1570808,51.8,80.9,40.1,90.4,32.0
1570809,36.7,73.3,40.6,107.1,48.0
1570810,46.3,53.8,59.4,106.4,47.0
1570811,50.3,169.6,38.0,75.6,50.0
1570812,50.0,125.5,57.9,79.6,38.0
1570813,37.7,120.9,35.9,110.1,37.0
1570814,40.5,108.5,53.9,102.6,50.0
1570815,23.5,98.7,56.0,75.5,42.0
1570816,33.8,110.4,50.8,93.6,40.0
1570817,25.9,70.4,46.7,152.9,49.0
1570818,38.9,123.8,30.0,34.9,57.0
1570819,55.2,128.9,71.9,134.2,65.0
1570820,50.4,117.1,36.4,100.3,45.0
1570821,44.8,88.1,42.2,122.8,47.0
1570822,69.0,64.3,20.0,88.1,2.0
1570823,52.0,93.7,23.7,25.5,46.0
1570824,51.3,94.6,33.0,128.7,64.0
1570825,44.3,120.7,48.1,116.3,52.0
1570826,59.7,100.1,38.7,98.5,49.0
1570827,40.4,124.5,59.0,115.3,58.0
1570828,80.5,113.4,41.1,92.2,34.0
1570829,44.6,114.5,50.7,73.9,37.0
1570830,58.8,95.6,32.3,137.4,39.0
1570831,55.3,101.7,51.3,89.4,34.0
1570832,33.0,110.4,33.8,89.6,8.0
1570833,54.8,100.2,51.3,107.7,23.0
1570834,62.1,116.2,43.6,115.1,66.0
1570835,71.2,141.4,70.7,90.2,37.0
1570836,69.1,117.9,42.5,112.1,38.0
1570837,43.6,94.1,44.0,115.7,52.0
1570838,70.9,98.6,21.9,92.9,34.0
1570839,62.6,101.8,39.3,109.5,46.0
1570840,22.9,133.4,37.8,102.5,49.0
1570841,49.7,79.0,25.4,79.7,49.0
1570842,3.9,88.8,51.9,79.7,49.0
1570843,47.5,130.2,38.5,112.3,68.0
1570844,32.1,69.6,42.6,105.3,41.0
1570845,55.1,121.1,30.4,83.5,43.0
1570846,16.7,56.1,42.4,96.2,27.0
1570847,49.3,113.7,40.7,128.0,38.0
1570848,45.3,89.0,38.9,136.4,37.0
1570849,48.9,73.8,45.8,87.8,37.0
1570850,54.7,101.7,55.5,145.1,37.0
1570851,33.5,52.8,51.6,98.3,22.0
1570852,52.9,99.1,63.8,107.3,35.0
1570853,43.1,53.4,42.2,70.2,41.0
1570854,19.1,71.8,82.0,101.6,43.0
1570855,42.1,126.7,44.3,86.5,48.0
1570856,54.8,77.7,53.6,130.6,38.0
1570857,62.6,72.2,21.4,79.8,53.0
1570858,41.1,80.4,52.3,90.2,26.0
1570859,30.5,99.6,16.3,77.9,50.0
1570860,64.1,117.7,29.1,96.8,37.0
1570861,64.4,98.0,35.9,99.9,25.0
1570862,90.3,120.2,57.2,48.5,66.0
1570863,14.8,99.0,71.7,93.4,61.0
1570864,38.5,61.3,59.3,91.7,45.0
1570865,30.1,77.1,48.4,133.6,37.0
1570866,44.1,65.8,61.9,134.2,25.0
1570867,39.6,101.1,35.5,112.2,41.0
1570868,45.2,92.5,24.9,85.9,32.0
1570869,38.8,94.9,38.1,117.9,56.0
1570870,47.8,98.5,46.3,108.2,50.0
1570871,20.4,108.6,42.5,67.8,26.0
1570872,56.2,114.7,59.0,75.6,52.0
1570873,51.5,130.2,43.7,125.9,45.0
1570874,50.4,125.1,35.9,103.9,44.0
1570875,56.3,87.8,67.9,128.7,59.0
1570876,34.6,61.7,68.7,129.8,40.0
1570877,36.3,120.1,39.5,145.5,43.0
1570878,55.3,145.2,51.9,120.1,39.0
1570879,10.9,92.3,48.4,106.3,39.0
1570880,45.2,111.7,45.0,100.6,48.0
1570881,37.5,70.4,37.6,70.5,46.0
1570882,60.3,155.7,54.0,103.2,20.0
1570883,56.8,82.7,44.0,87.2,45.0
1570884,49.2,110.3,79.4,144.3,36.0
1570885,57.2,93.9,49.4,109.7,41.0
1570886,50.1,109.4,42.8,55.5,10.0
1570887,53.5,88.8,38.9,91.3,24.0
1570888,43.7,138.9,40.7,71.1,59.0
1570889,,120.6,60.9,50.7,42.0
1570890,44.2,86.5,55.7,95.6,39.0
1570891,65.6,121.8,51.9,117.3,33.0
1570892,66.6,56.5,27.3,148.6,45.0
1570893,51.4,57.9,75.0,115.4,51.0
1570894,36.4,60.6,55.9,97.6,43.0
1570895,33.6,77.8,19.6,98.2,30.0
1570896,60.0,101.7,53.7,95.4,33.0
1570897,68.8,127.4,53.9,114.7,31.0
1570898,63.6,96.6,28.7,109.6,47.0
1570899,87.8,133.3,26.8,120.7,44.0
1570900,62.1,89.5,16.7,87.4,11.0
1570901,25.7,42.3,41.2,82.6,14.0
1570902,21.1,110.7,76.8,98.3,36.0
1570903,46.2,91.7,33.7,97.4,58.0
1570904,54.4,66.8,40.4,90.6,29.0
1570905,34.1,104.7,27.6,95.6,45.0
1570906,59.8,112.2,45.9,73.3,58.0
1570907,13.0,79.5,41.6,159.2,39.0
1570908,79.3,77.3,35.0,94.1,42.0
1570909,37.4,153.5,35.0,66.2,12.0
1570910,38.6,78.3,41.0,130.9,39.0
1570911,50.0,81.2,33.9,101.2,39.0
1570912,25.1,68.8,26.9,89.0,59.0
1570913,61.9,148.5,38.9,108.4,12.0
1570914,54.4,97.0,23.6,98.2,46.0
1570915,37.3,89.2,4.3,82.1,32.0
1570916,41.2,107.7,29.6,99.9,20.0
1570917,66.8,91.3,61.2,84.7,32.0
1570918,28.8,145.8,43.9,118.5,58.0
1570919,48.9,79.6,45.2,120.0,52.0
1570920,23.4,143.2,38.4,81.1,29.0
1570921,29.3,111.1,43.0,104.8,60.0
1570922,34.5,61.5,46.7,107.1,71.0
1570923,28.0,128.1,24.4,126.5,52.0
1570924,42.5,75.2,45.7,107.9,54.0
1570925,55.1,57.2,42.8,149.5,27.0
1570926,54.5,110.2,47.8,132.9,40.0
1570927,56.6,97.3,34.2,129.3,31.0
1570928,29.3,68.7,58.3,97.7,45.0
1570929,27.7,118.2,32.0,106.4,48.0
1570930,71.5,124.3,57.0,102.8,38.0
1570931,29.2,132.4,43.6,146.1,40.0
1570932,39.6,116.4,48.2,120.8,24.0
1570933,31.2,112.7,57.6,119.7,45.0
1570934,77.4,78.1,37.1,86.8,60.0
1570935,29.7,103.0,0.5,108.1,49.0
1570936,50.1,85.8,44.3,158.7,33.0
1570937,34.6,100.6,56.0,124.1,36.0
1570938,65.3,116.1,35.4,124.3,34.0
1570939,16.0,108.6,35.6,73.9,50.0
1570940,39.6,75.6,50.9,50.3,62.0
1570941,45.9,120.6,48.4,47.8,45.0
1570942,50.0,91.3,53.3,92.7,47.0
1570943,31.3,84.3,50.9,91.3,43.0
1570944,47.6,85.7,57.4,87.5,52.0
1570945,7.1,98.5,66.5,137.0,27.0
1570946,47.2,100.4,52.2,102.5,44.0
1570947,58.6,79.8,63.2,94.5,46.0
1570948,15.4,112.7,44.6,107.5,50.0
1570949,46.4,130.8,22.7,104.7,45.0
1570950,54.5,62.0,22.5,69.3,36.0
1570951,25.8,78.4,41.5,87.8,34.0
1570952,35.4,84.0,40.1,120.2,59.0
1570953,61.0,87.2,47.4,123.0,58.0
1570954,48.3,67.1,62.2,125.8,42.0
1570955,40.5,116.0,35.8,94.7,29.0
1570956,37.0,153.7,40.4,141.6,37.0
1570957,34.8,55.0,49.5,82.7,29.0
1570958,53.0,86.8,67.6,137.0,60.0
1570959,35.4,88.8,41.3,114.0,36.0
1570960,39.2,86.1,32.2,74.7,45.0
1570961,28.3,117.3,52.0,84.3,20.0
1570962,34.0,86.4,37.7,157.2,27.0
1570963,11.7,145.6,54.1,87.7,34.0
1570964,26.3,86.8,36.1,89.2,52.0
1570965,41.7,54.9,27.2,103.6,34.0
1570966,52.6,139.3,30.3,89.3,46.0
1570967,69.8,101.4,59.5,123.8,28.0
1570968,40.4,153.4,49.2,96.3,11.0
1570969,38.8,126.9,41.7,77.4,44.0
1570970,40.8,155.3,46.1,111.6,65.0
1570971,3.9,90.3,41.4,64.4,65.0
1570972,43.3,85.1,34.4,94.3,42.0
1570973,46.5,105.6,31.6,83.9,32.0
1570974,58.2,96.5,39.0,57.9,59.0
1570975,15.9,37.3,32.8,115.7,39.0
1570976,40.7,91.1,51.4,105.7,38.0
1570977,38.9,77.6,41.1,110.3,38.0
1570978,30.3,103.2,75.1,65.6,49.0
1570979,70.2,110.4,39.5,109.8,40.0
1570980,45.1,129.1,68.6,81.7,19.0
1570981,31.9,82.3,48.4,80.2,54.0
1570982,36.0,86.6,52.5,129.5,50.0
1570983,48.0,96.6,60.3,116.1,48.0
1570984,62.6,138.0,54.7,84.4,56.0
1570985,59.8,66.6,54.0,96.5,61.0
1570986,62.7,40.3,30.8,104.4,63.0
1570987,52.8,77.6,49.3,74.8,38.0
1570988,31.7,73.7,31.8,110.1,64.0
1570989,50.4,55.6,46.0,81.0,48.0
1570990,17.9,117.2,26.8,93.3,43.0
1570991,32.3,97.2,39.5,133.9,30.0
1570992,53.5,151.6,68.3,148.9,28.0
1570993,30.7,130.3,45.2,140.6,35.0
1570994,37.1,94.7,35.1,120.5,35.0
1570995,95.7,92.8,39.8,102.1,42.0
1570996,25.1,117.6,76.9,68.8,42.0
1570997,52.6,113.4,38.5,94.2,36.0
1570998,50.5,98.2,12.2,85.8,31.0
1570999,28.4,97.8,43.2,109.5,40.0
1571000,16.5,101.2,47.7,115.1,31.0
