StudentID,HighlightCount,MemoCount,PageDwellTimeAvg_Secs,ExamScore,HighEngagement
1760633,146.0,80.4,31.0,6.3,0
1760634,118.4,107.6,59.0,9.3,1
1760635,121.6,122.9,15.0,7.5,0
1760636,120.8,80.8,71.0,8.9,1
1760637,69.0,134.7,56.0,9.1,1
1760638,110.1,131.9,42.0,9.4,1
1760639,112.7,126.6,40.0,8.5,0
1760640,74.8,79.7,49.0,6.3,1
1760641,86.7,89.6,47.0,10.0,1
1760642,104.7,110.9,32.0,8.3,0
1760643,72.5,95.5,47.0,6.5,0
1760644,130.2,89.4,44.0,5.4,1
1760645,75.2,74.1,43.0,7.2,0
1760646,94.5,102.0,43.0,8.5,1
1760647,112.0,116.1,49.0,4.4,0
1760648,138.5,105.8,51.0,4.9,1
1760649,149.4,89.8,44.0,7.0,1
1760650,102.0,68.9,37.0,8.4,0
1760651,78.6,120.5,34.0,6.2,1
1760652,81.2,94.3,6.0,9.7,1
1760653,60.6,97.4,31.0,5.0,1
1760654,92.3,76.7,38.0,7.2,1
1760655,113.7,78.6,45.0,6.7,0
1760656,97.1,65.9,47.0,5.9,1
1760657,75.0,121.7,53.0,5.4,0
1760658,90.0,106.1,37.0,6.1,1
1760659,113.7,110.3,39.0,4.6,0
1760660,72.3,85.2,,8.6,1
1760661,78.8,86.7,45.0,6.5,0
1760662,90.7,100.5,37.0,6.6,1
1760663,119.1,62.6,49.0,5.7,0
1760664,94.0,130.6,47.0,5.2,0
1760665,137.4,99.4,40.0,7.0,1
1760666,102.7,105.4,26.0,8.6,0
1760667,64.0,96.5,60.0,7.3,0
1760668,117.5,130.9,51.0,5.5,0
1760669,59.5,132.4,49.0,7.2,0
1760670,104.1,99.6,39.0,8.5,1
1760671,125.4,82.4,21.0,5.9,0
1760672,109.9,100.7,38.0,9.2,0
1760673,77.7,95.5,41.0,5.8,1
1760674,93.5,85.4,27.0,6.6,1
1760675,86.7,120.1,52.0,6.7,1
1760676,107.4,65.0,67.0,5.9,1
1760677,85.0,73.2,66.0,9.2,1
1760678,102.7,47.0,59.0,7.3,1
1760679,110.2,135.8,44.0,8.7,0
1760680,85.7,72.7,65.0,8.6,1
1760681,55.4,131.9,74.0,7.4,0
1760682,94.9,116.2,35.0,9.2,1
1760683,115.5,134.9,33.0,6.4,0
1760684,125.6,109.4,43.0,8.5,0
1760685,101.8,109.1,34.0,5.8,1
1760686,114.2,93.9,52.0,5.2,0
1760687,90.3,141.1,50.0,3.8,1
1760688,101.3,113.7,56.0,8.9,0
1760689,139.8,122.4,25.0,2.7,1
1760690,36.2,86.5,27.0,10.0,1
1760691,84.4,57.5,36.0,6.7,0
1760692,51.8,114.2,15.0,6.3,1
1760693,100.5,102.3,49.0,6.3,1
1760694,101.3,79.5,35.0,7.8,1
1760695,95.8,111.2,44.0,6.2,0
1760696,119.3,119.6,42.0,8.9,1
1760697,103.8,94.3,42.0,6.6,0
1760698,64.9,71.8,50.0,8.0,0
1760699,85.5,44.4,65.0,9.3,1
1760700,136.8,105.0,64.0,7.5,1
1760701,118.0,104.3,41.0,8.6,1
1760702,121.0,80.8,45.0,7.7,0
1760703,113.0,49.5,48.0,8.6,1
1760704,112.6,146.3,63.0,8.5,1
1760705,133.4,116.4,38.0,8.5,0
1760706,63.0,110.0,34.0,7.2,0
1760707,102.7,79.2,59.0,4.5,0
1760708,102.6,145.8,63.0,5.8,0
1760709,98.2,80.7,50.0,5.4,0
1760710,122.3,121.0,38.0,8.1,1
1760711,98.1,144.9,52.0,8.2,1
1760712,58.0,103.7,,7.3,1
1760713,111.9,95.1,47.0,7.0,0
1760714,103.2,121.3,54.0,5.2,1
1760715,53.1,69.4,63.0,4.1,0
1760716,171.7,123.5,30.0,7.7,0
1760717,92.9,76.8,28.0,8.3,1
1760718,135.9,116.3,51.0,9.0,0
1760719,83.1,24.2,39.0,5.2,0
1760720,110.4,49.4,30.0,6.9,0
1760721,143.3,92.8,34.0,5.4,1
1760722,78.7,132.1,51.0,7.6,0
1760723,102.9,88.4,53.0,9.1,0
1760724,129.2,107.3,10.0,7.6,0
1760725,63.3,84.8,40.0,6.5,1
1760726,117.2,79.3,45.0,8.9,1
1760727,122.2,81.2,52.0,6.4,1
1760728,123.9,55.3,45.0,7.9,0
1760729,134.3,102.5,31.0,5.0,1
1760730,138.1,91.8,54.0,4.8,1
1760731,80.1,83.9,72.0,5.5,1
1760732,111.6,94.4,59.0,3.4,1
1760733,55.6,124.8,31.0,6.8,0
1760734,115.2,88.5,57.0,6.0,0
1760735,88.0,85.0,23.0,4.0,0
1760736,41.1,37.1,27.0,7.2,0
1760737,120.3,132.9,38.0,7.8,0
1760738,116.7,98.8,54.0,8.1,0
1760739,65.3,65.1,47.0,6.0,1
1760740,76.3,45.9,47.0,9.1,0
1760741,133.9,116.2,31.0,8.0,1
1760742,58.7,101.2,45.0,10.0,1
1760743,90.9,100.2,35.0,5.8,0
1760744,102.6,77.4,51.0,9.9,0
1760745,86.2,76.5,28.0,6.1,1
1760746,71.4,85.6,42.0,5.7,0
1760747,89.8,128.1,23.0,6.5,0
1760748,72.2,85.5,34.0,4.4,1
1760749,95.5,99.9,46.0,8.4,0
1760750,119.3,71.9,55.0,8.4,0
1760751,108.2,148.8,21.0,2.5,1
1760752,127.8,57.4,15.0,7.3,0
1760753,109.1,123.6,55.0,6.2,0
1760754,119.0,121.8,64.0,9.5,1
1760755,126.8,92.1,31.0,7.7,0
1760756,107.7,111.9,26.0,9.2,0
1760757,114.4,102.1,24.0,4.1,1
1760758,97.0,97.2,59.0,6.4,0
1760759,116.2,82.1,37.0,6.2,1
1760760,84.2,82.8,27.0,5.7,1
1760761,114.0,72.7,26.0,5.3,0
1760762,71.3,82.6,11.0,7.1,1
1760763,139.2,38.2,26.0,6.4,1
1760764,117.7,101.4,64.0,6.4,0
1760765,51.3,92.0,36.0,5.0,1
1760766,69.4,76.8,46.0,5.5,0
1760767,113.2,128.2,57.0,5.2,1
1760768,128.7,98.0,32.0,9.3,0
1760769,111.6,113.6,39.0,8.2,0
1760770,99.2,143.1,47.0,7.5,0
1760771,147.3,118.0,45.0,8.2,1
1760772,100.2,92.6,31.0,6.9,0
1760773,83.7,90.2,41.0,8.3,0
1760774,95.0,65.8,57.0,6.3,0
1760775,116.6,112.2,33.0,6.3,1
1760776,101.7,104.4,30.0,8.0,1
1760777,115.1,106.3,40.0,7.4,0
1760778,89.4,120.6,,6.0,1
1760779,102.3,87.5,50.0,9.5,0
1760780,129.0,88.9,49.0,6.6,1
1760781,140.4,114.2,57.0,6.6,0
1760782,97.5,118.0,68.0,8.5,1
1760783,116.6,101.1,53.0,7.9,1
1760784,66.6,112.2,40.0,8.1,0
1760785,134.5,122.4,43.0,9.7,1
1760786,79.0,118.6,58.0,7.2,0
1760787,128.4,109.6,64.0,5.4,0
1760788,106.1,115.4,45.0,7.1,0
1760789,83.4,137.8,47.0,6.7,1
1760790,54.7,114.1,47.0,6.2,0
1760791,142.1,104.8,56.0,4.5,0
1760792,72.1,93.9,48.0,5.9,0
1760793,107.3,120.9,22.0,4.7,0
1760794,87.9,98.4,33.0,8.0,1
1760795,99.8,86.2,23.0,8.3,1
1760796,136.2,104.5,34.0,7.4,0
1760797,52.9,78.6,64.0,7.3,1
1760798,85.4,107.4,67.0,5.7,0
1760799,113.1,158.0,39.0,10.0,0
1760800,137.4,99.6,,7.4,1
1760801,114.6,100.0,28.0,8.9,0
1760802,62.4,91.7,58.0,5.9,1
1760803,79.3,64.1,32.0,5.3,0
1760804,138.2,89.9,41.0,7.3,0
1760805,99.5,106.8,38.0,5.2,1
1760806,146.9,101.8,58.0,4.3,1
1760807,111.0,130.8,17.0,8.1,0
1760808,66.3,90.9,42.0,8.7,0
1760809,75.6,81.6,31.0,5.5,0
1760810,60.5,113.5,39.0,6.7,1
1760811,100.1,82.5,31.0,8.0,0
1760812,108.2,113.8,27.0,9.3,1
1760813,69.4,115.3,43.0,5.9,0
1760814,77.1,88.6,51.0,8.7,1
1760815,104.9,69.3,44.0,5.0,1
1760816,105.1,91.6,32.0,6.9,0
1760817,79.1,150.1,23.0,6.6,0
1760818,59.4,56.6,32.0,7.0,0
1760819,102.6,78.1,64.0,2.6,1
1760820,91.8,118.3,34.0,7.4,1
1760821,84.8,109.7,40.0,6.3,0
1760822,101.9,57.5,60.0,7.6,0
1760823,125.7,62.6,39.0,6.8,1
1760824,124.8,100.9,29.0,5.4,1
1760825,78.8,136.2,58.0,7.3,1
1760826,127.7,144.7,46.0,8.6,1
1760827,97.4,105.3,44.0,8.8,1
1760828,88.7,110.3,56.0,10.0,0
1760829,66.7,119.8,50.0,9.0,1
1760830,94.0,89.9,33.0,7.6,1
1760831,118.3,115.4,31.0,7.5,0
1760832,56.3,112.2,60.0,9.7,1
1760833,48.7,99.7,,8.2,0
1760834,98.5,84.4,43.0,7.6,0
1760835,112.4,79.4,35.0,9.1,0
1760836,112.4,101.6,26.0,7.3,0
1760837,122.6,90.4,46.0,6.2,0
1760838,132.9,94.2,16.0,4.9,1
1760839,76.5,86.3,,6.4,1
1760840,109.0,89.2,42.0,7.0,0
1760841,90.0,85.3,55.0,9.9,0
1760842,45.6,167.1,14.0,6.9,0
1760843,107.1,109.3,60.0,8.3,0
1760844,85.6,103.3,29.0,7.6,0
1760845,86.3,73.4,52.0,8.0,1
1760846,76.7,75.0,3.0,6.8,1
1760847,139.2,92.5,48.0,5.7,1
1760848,100.7,86.6,23.0,6.9,0
1760849,100.1,82.2,43.0,6.9,0
1760850,98.9,79.9,55.0,4.1,0
1760851,90.3,114.4,70.0,9.3,1
1760852,73.8,148.5,26.0,10.0,0
1760853,117.3,102.2,,7.7,1
1760854,110.0,87.3,36.0,7.2,1
1760855,90.4,98.8,53.0,6.2,0
1760856,96.7,100.1,32.0,10.0,0
1760857,125.6,80.8,44.0,10.0,0
1760858,82.6,135.5,43.0,8.0,1
1760859,72.3,73.0,55.0,4.7,0
1760860,129.3,104.2,24.0,7.2,1
1760861,99.4,92.1,47.0,7.6,1
1760862,94.6,78.3,9.0,7.0,1
1760863,90.4,103.8,39.0,7.0,0
1760864,80.3,128.2,34.0,8.5,0
1760865,94.6,118.6,30.0,6.4,0
1760866,126.6,109.1,60.0,7.4,1
1760867,95.7,111.4,37.0,5.6,1
1760868,91.3,91.3,46.0,10.0,0
1760869,127.0,106.8,49.0,7.8,0
1760870,112.7,100.2,73.0,8.4,1
1760871,88.4,95.8,39.0,8.4,1
1760872,119.3,119.0,39.0,6.2,1
1760873,80.7,151.2,38.0,8.5,0
1760874,118.0,119.8,51.0,5.9,1
1760875,96.1,91.6,48.0,4.1,1
1760876,74.7,119.5,56.0,8.5,0
1760877,90.3,95.3,45.0,7.1,0
1760878,103.0,120.3,38.0,6.9,0
1760879,115.7,132.7,32.0,7.0,0
1760880,76.8,121.6,55.0,8.7,0
1760881,146.7,83.0,26.0,7.1,0
1760882,144.0,83.7,44.0,8.3,1
1760883,76.8,69.4,54.0,6.9,1
1760884,107.8,142.0,19.0,6.1,0
1760885,118.0,97.4,66.0,4.5,1
1760886,121.0,135.3,77.0,6.6,0
1760887,93.3,111.8,30.0,4.9,1
1760888,80.8,104.3,52.0,8.4,0
1760889,94.6,109.0,60.0,4.5,0
1760890,36.6,102.5,50.0,7.2,0
1760891,118.6,95.8,46.0,5.2,1
1760892,79.6,99.0,46.0,5.6,1
1760893,105.3,105.8,55.0,7.2,1
1760894,110.1,85.7,60.0,7.5,1
1760895,120.1,125.4,,5.8,0
1760896,72.9,125.1,47.0,7.3,0
1760897,97.4,108.9,21.0,5.9,1
1760898,70.4,137.1,32.0,6.6,1
1760899,105.0,139.7,59.0,6.5,0
1760900,123.6,127.3,27.0,7.8,1
1760901,79.3,107.8,45.0,8.2,0
1760902,78.3,78.0,49.0,8.3,1
1760903,98.5,91.4,36.0,5.3,1
1760904,127.1,72.0,46.0,6.9,0
1760905,66.6,118.5,44.0,8.5,1
1760906,147.0,107.6,55.0,6.2,1
1760907,117.6,105.1,46.0,5.4,1
1760908,103.5,75.9,37.0,6.2,1
1760909,143.7,157.8,47.0,6.7,1
1760910,48.6,63.9,41.0,5.9,1
1760911,107.8,103.6,54.0,8.0,1
1760912,71.2,84.8,22.0,9.6,1
1760913,89.1,104.6,45.0,5.0,0
1760914,95.1,42.0,34.0,6.7,0
1760915,93.5,142.0,64.0,6.1,0
1760916,89.7,72.4,46.0,9.7,0
1760917,65.0,67.1,12.0,8.6,1
1760918,74.8,114.3,49.0,6.3,0
1760919,97.5,92.9,45.0,7.2,0
1760920,115.1,91.4,38.0,4.7,1
1760921,126.8,102.4,43.0,6.7,0
1760922,83.1,111.8,35.0,8.3,1
1760923,110.1,34.9,34.0,6.3,0
1760924,108.2,86.6,51.0,6.3,0
1760925,101.4,92.0,36.0,6.5,1
1760926,139.2,118.7,62.0,5.1,0
1760927,132.2,116.2,40.0,8.4,0
1760928,54.8,93.0,37.0,6.0,0
1760929,137.7,68.7,63.0,10.0,1
1760930,88.7,88.1,43.0,5.8,0
1760931,76.4,49.7,32.0,6.9,1
1760932,119.5,107.3,36.0,6.3,0
1760933,85.6,96.3,36.0,5.5,1
1760934,56.8,97.0,55.0,5.7,1
1760935,110.8,67.5,50.0,5.6,1
1760936,99.8,138.9,32.0,8.9,1
1760937,107.7,83.9,38.0,8.7,1
1760938,74.3,62.3,21.0,5.4,0
1760939,91.3,123.6,44.0,6.2,1
1760940,110.8,104.6,62.0,8.1,0
1760941,100.6,128.9,37.0,7.5,1
1760942,116.4,104.8,53.0,10.0,1
1760943,83.9,129.1,45.0,7.1,0
1760944,100.8,76.8,42.0,8.0,1
1760945,119.2,99.2,42.0,7.4,1
1760946,94.7,131.0,50.0,6.8,0
1760947,86.7,114.5,37.0,7.8,1
1760948,82.9,76.7,63.0,9.4,1
1760949,82.7,64.4,44.0,8.8,0
1760950,59.5,134.6,18.0,6.7,0
1760951,102.0,90.8,62.0,7.3,0
1760952,73.3,165.1,15.0,5.9,1
1760953,87.8,91.5,51.0,7.3,0
1760954,129.3,62.4,56.0,8.0,0
1760955,82.6,104.7,48.0,6.2,1
1760956,103.4,112.4,69.0,4.4,0
1760957,107.6,103.7,32.0,9.9,1
1760958,108.0,67.2,34.0,7.3,1
1760959,106.6,70.9,44.0,6.4,0
1760960,100.9,78.5,34.0,7.8,0
1760961,125.4,121.1,40.0,5.7,0
1760962,112.3,88.3,51.0,6.6,1
1760963,90.1,104.4,60.0,6.7,0
1760964,87.3,125.6,45.0,3.9,1
1760965,79.6,118.5,37.0,7.4,0
1760966,80.7,63.1,22.0,7.7,0
1760967,89.2,107.7,47.0,9.0,0
1760968,91.8,83.9,39.0,9.4,1
1760969,81.9,98.9,,6.7,1
1760970,99.4,80.4,60.0,9.5,1
1760971,93.1,111.4,48.0,6.5,0
1760972,90.3,117.4,,7.1,0
1760973,107.6,105.8,24.0,8.1,0
1760974,105.0,104.4,38.0,7.5,1
1760975,108.6,126.1,56.0,5.8,0
1760976,47.9,71.2,52.0,5.4,0
1760977,95.0,37.4,54.0,8.9,1
1760978,116.8,69.9,46.0,6.2,0
1760979,115.3,78.1,29.0,3.5,0
1760980,98.8,117.4,60.0,3.9,0
1760981,103.9,113.0,,8.4,1
1760982,148.6,98.1,31.0,7.4,0
1760983,138.5,80.9,63.0,5.6,0
1760984,119.6,83.0,23.0,8.5,0
1760985,70.5,120.0,44.0,7.8,0
1760986,104.2,107.3,44.0,5.5,1
1760987,83.6,68.2,39.0,9.6,1
1760988,81.7,111.0,38.0,6.1,1
1760989,90.9,126.8,25.0,8.1,0
1760990,81.8,60.8,48.0,6.0,1
1760991,121.7,122.0,25.0,8.4,0
1760992,95.6,76.7,51.0,9.5,1
1760993,123.4,59.8,39.0,9.7,0
1760994,116.1,152.8,37.0,7.6,1
1760995,116.4,74.4,44.0,8.4,1
1760996,145.6,148.9,45.0,8.1,0
1760997,116.3,58.4,32.0,5.9,1
1760998,111.7,75.3,33.0,6.2,0
1760999,126.5,120.3,9.0,8.2,0
1761000,98.0,88.8,33.0,7.7,0
