UserID,CalorieDeficit,CarbsRatio_Percent,ProteinIntake_g,WeightChange_Kg,MetabolicRate
1280580,119.9,42.8,73.4,106.2,67.7
1280581,109.2,38.3,86.6,50.2,36.1
1280582,92.2,31.3,80.8,95.0,66.1
1280583,119.1,58.6,125.6,77.1,62.5
1280584,90.6,32.5,130.2,72.9,34.5
1280585,109.7,28.7,110.4,114.7,35.8
1280586,88.2,37.1,109.4,41.1,13.0
1280587,99.5,40.7,76.3,87.1,15.1
1280588,131.0,50.5,91.4,85.7,50.2
1280589,86.6,17.1,95.0,62.3,49.4
1280590,113.8,69.0,93.3,59.2,58.4
1280591,113.5,49.6,95.6,77.6,47.4
1280592,55.6,57.6,103.1,64.1,34.4
1280593,137.7,58.5,,126.8,20.9
1280594,62.5,53.1,84.7,80.7,49.3
1280595,23.9,50.8,71.6,97.2,66.5
1280596,92.8,31.7,134.9,82.0,78.9
1280597,99.1,59.9,107.2,93.7,61.3
1280598,134.5,39.7,74.7,30.0,57.6
1280599,101.6,39.5,100.8,87.2,54.4
1280600,89.4,48.1,85.7,114.5,39.3
1280601,104.4,40.7,74.9,106.2,40.3
1280602,96.6,43.3,120.3,90.5,35.9
1280603,114.5,25.0,110.2,86.8,38.8
1280604,88.9,49.5,110.7,64.5,41.6
1280605,69.9,48.2,79.9,117.6,68.3
1280606,138.0,45.5,56.6,38.9,56.2
1280607,95.9,35.9,108.5,112.4,55.1
1280608,121.4,30.4,82.0,81.8,54.5
1280609,129.6,67.5,98.8,127.5,44.5
1280610,118.1,61.9,78.5,108.8,58.0
1280611,89.8,44.9,,118.1,38.7
1280612,104.8,28.3,130.2,92.5,60.6
1280613,96.1,24.5,99.8,95.0,50.3
1280614,72.1,57.8,109.9,82.0,32.4
1280615,136.9,18.6,81.5,106.9,38.3
1280616,138.3,42.5,132.2,127.7,22.2
1280617,78.5,47.1,78.8,134.9,40.4
1280618,102.6,35.1,120.2,104.3,24.7
1280619,127.3,42.7,116.7,144.7,28.1
1280620,109.5,42.5,147.3,111.3,59.7
1280621,115.4,17.5,100.9,89.4,44.5
1280622,88.6,45.8,92.6,118.0,43.6
1280623,148.9,41.9,96.4,47.5,38.8
1280624,105.4,42.3,128.6,83.3,30.3
1280625,105.3,67.8,95.0,65.1,42.5
1280626,112.7,40.8,71.2,81.2,29.8
1280627,106.2,29.4,109.2,98.7,27.4
1280628,75.9,28.3,91.2,73.5,42.9
1280629,138.1,26.3,138.2,133.7,44.2
1280630,111.4,34.7,107.9,92.3,45.8
1280631,84.1,46.2,51.9,95.5,40.5
1280632,49.5,25.7,121.5,129.1,63.4
1280633,117.1,25.8,52.1,70.5,88.9
1280634,118.2,35.6,58.0,99.4,44.6
1280635,69.2,26.0,122.7,121.3,59.6
1280636,92.6,45.0,92.7,69.3,43.9
1280637,110.1,46.5,95.1,104.3,28.1
1280638,81.3,32.5,90.3,121.0,44.1
1280639,123.0,49.1,100.4,103.6,41.2
1280640,140.5,48.6,84.5,87.7,39.1
1280641,153.9,39.7,100.0,97.0,62.8
1280642,44.8,67.2,72.9,92.4,36.9
1280643,82.2,8.9,104.8,89.9,43.4
1280644,42.0,36.4,131.0,103.1,67.3
1280645,136.7,33.8,124.0,111.9,78.3
1280646,124.6,35.2,80.1,101.4,26.7
1280647,106.2,43.6,91.9,116.6,65.8
1280648,89.7,43.7,132.7,42.8,51.7
1280649,73.0,38.1,113.6,106.1,27.3
1280650,103.2,49.1,89.8,119.7,61.3
1280651,68.9,80.7,76.5,112.2,40.1
1280652,112.1,48.6,106.4,106.2,42.3
1280653,81.5,71.5,103.7,110.9,65.1
1280654,97.6,70.1,99.5,95.6,31.4
1280655,92.9,55.4,91.1,112.6,38.9
1280656,113.2,49.9,103.3,101.6,16.5
1280657,132.4,59.3,81.6,124.2,24.9
1280658,83.7,44.6,133.9,92.0,57.4
1280659,101.7,58.4,89.0,61.2,57.0
1280660,82.7,55.5,107.9,84.6,56.7
1280661,159.8,60.3,112.2,91.2,41.8
1280662,112.0,37.0,102.9,90.5,22.5
1280663,148.0,30.8,132.4,87.3,44.1
1280664,113.2,67.0,81.3,115.2,39.7
1280665,134.4,49.3,103.1,127.5,45.8
1280666,103.8,50.2,115.9,94.6,44.8
1280667,98.7,62.2,115.5,84.9,68.4
1280668,100.5,69.1,71.5,85.5,57.7
1280669,111.0,69.4,131.4,96.9,26.4
1280670,125.2,40.9,108.4,127.9,58.4
1280671,126.9,56.5,96.3,52.5,53.1
1280672,91.8,29.6,86.6,144.0,39.1
1280673,75.3,30.0,116.6,123.9,30.1
1280674,139.3,48.8,93.7,110.8,27.9
1280675,72.4,62.5,133.7,83.9,49.2
1280676,130.0,60.9,145.5,89.8,44.5
1280677,122.1,28.9,128.9,111.7,47.9
1280678,85.6,49.8,60.8,61.3,40.5
1280679,93.4,35.8,139.8,108.2,10.0
1280680,102.8,36.9,127.7,78.5,61.2
1280681,110.3,61.8,48.1,80.0,45.4
1280682,106.7,32.7,110.1,75.6,40.4
1280683,44.5,44.3,136.8,108.3,51.3
1280684,108.7,48.4,55.2,147.5,31.4
1280685,128.4,52.1,77.1,56.9,73.2
1280686,72.8,20.0,113.2,73.3,52.7
1280687,99.4,41.5,98.6,104.7,44.9
1280688,78.7,40.3,100.3,67.8,30.8
1280689,95.9,59.6,78.6,83.6,55.9
1280690,107.5,38.1,135.6,90.7,43.9
1280691,80.9,22.4,82.9,84.1,55.9
1280692,71.4,37.0,108.7,142.2,20.0
1280693,176.2,52.1,66.3,90.0,81.0
1280694,92.4,50.3,123.1,81.2,43.8
1280695,148.3,76.8,60.9,110.1,41.8
1280696,59.6,40.6,92.2,90.3,51.0
1280697,78.3,74.0,71.9,30.4,40.3
1280698,170.0,34.1,115.9,86.5,60.0
1280699,84.6,46.4,103.7,85.3,27.4
1280700,113.2,30.5,126.6,124.0,32.0
1280701,98.5,53.5,41.2,89.3,37.9
1280702,92.7,55.9,94.7,129.2,59.0
1280703,127.2,15.0,104.8,91.7,44.0
1280704,105.3,58.2,,113.9,32.8
1280705,143.6,47.2,80.2,79.5,38.9
1280706,69.9,42.4,85.2,108.5,43.8
1280707,120.8,50.7,111.2,105.7,62.3
1280708,92.8,58.8,127.8,90.2,26.9
1280709,107.6,29.5,99.1,124.1,49.2
1280710,130.8,37.5,107.2,81.1,40.5
1280711,92.3,48.7,106.9,105.7,79.5
1280712,106.9,60.7,109.8,65.2,45.3
1280713,87.0,38.9,95.0,51.0,70.6
1280714,101.2,76.2,118.6,116.7,29.3
1280715,99.4,68.3,106.3,62.5,48.7
1280716,86.4,38.1,105.0,54.8,57.5
1280717,83.7,40.2,61.8,62.7,37.1
1280718,100.3,59.2,122.1,114.4,54.4
1280719,108.4,16.1,119.8,110.4,54.6
1280720,94.2,54.5,69.4,99.4,47.4
1280721,131.8,55.5,112.4,95.4,36.0
1280722,103.1,66.2,148.8,104.5,29.0
1280723,95.4,48.6,120.2,97.9,36.5
1280724,86.2,47.8,96.0,151.6,8.4
1280725,100.0,45.6,93.7,77.9,47.2
1280726,87.1,45.9,125.6,109.9,62.1
1280727,122.1,56.0,73.7,89.8,5.4
1280728,64.4,50.9,132.5,123.9,43.5
1280729,116.2,44.4,80.4,140.1,37.8
1280730,105.1,40.3,99.6,72.0,53.8
1280731,89.9,41.3,107.7,103.7,59.0
1280732,126.7,39.0,97.4,126.5,41.3
1280733,81.6,49.7,100.9,121.8,41.1
1280734,79.4,35.3,98.3,76.9,30.2
1280735,98.4,24.7,62.1,101.7,22.0
1280736,72.4,40.5,115.5,73.5,71.4
1280737,100.8,79.7,131.5,87.3,40.8
1280738,120.6,46.1,90.8,97.6,39.8
1280739,104.3,53.4,75.5,85.0,17.9
1280740,75.5,37.6,105.0,87.4,38.6
1280741,118.0,42.4,140.6,129.2,41.5
1280742,74.3,45.0,107.6,56.9,37.3
1280743,121.7,34.6,95.4,117.4,29.6
1280744,85.4,41.6,74.9,89.8,35.3
1280745,132.6,47.1,140.9,101.6,69.1
1280746,47.8,43.9,74.3,108.1,38.3
1280747,115.5,37.0,96.7,124.1,6.5
1280748,119.1,61.3,114.2,139.0,36.6
1280749,89.9,57.0,150.8,91.3,51.8
1280750,105.6,34.9,108.2,99.5,62.3
1280751,137.2,51.1,90.4,130.3,24.2
1280752,104.8,30.6,65.1,107.7,9.8
1280753,86.4,36.8,92.6,108.2,38.0
1280754,119.1,42.0,118.3,115.0,27.5
1280755,126.9,54.5,91.9,88.7,29.0
1280756,120.9,33.5,134.5,87.3,22.9
1280757,123.6,81.7,58.3,123.4,51.4
1280758,99.1,35.7,61.3,91.1,30.7
1280759,92.0,18.4,83.4,95.5,54.5
1280760,119.3,49.8,99.3,81.6,38.7
1280761,35.7,49.0,84.8,106.4,23.6
1280762,89.5,37.1,63.5,123.7,52.8
1280763,120.1,27.4,99.5,81.2,27.4
1280764,132.0,45.3,113.1,67.1,43.1
1280765,83.5,41.9,74.1,90.8,33.9
1280766,84.0,37.4,88.8,142.3,20.9
1280767,87.3,37.6,108.9,112.3,49.6
1280768,110.6,22.3,74.5,128.1,51.1
1280769,81.3,52.9,103.8,112.9,47.9
1280770,123.0,47.9,122.7,115.3,42.0
1280771,106.3,29.0,141.2,83.8,63.3
1280772,170.7,37.6,63.6,104.3,43.9
1280773,126.5,20.4,104.8,76.0,66.1
1280774,111.5,70.9,139.3,88.7,82.8
1280775,113.5,47.9,82.2,111.9,22.9
1280776,105.3,34.3,64.8,78.8,39.6
1280777,107.9,53.3,119.6,103.2,60.1
1280778,120.6,39.4,141.0,120.1,54.2
1280779,113.3,24.0,90.2,101.7,41.0
1280780,73.8,47.6,130.4,136.6,28.9
1280781,122.4,35.7,131.7,74.2,54.7
1280782,109.7,47.6,108.5,107.1,70.6
1280783,147.3,77.2,76.7,129.0,47.7
1280784,40.3,47.7,126.3,110.2,8.9
1280785,162.7,32.1,130.9,102.9,44.4
1280786,55.1,49.1,62.1,113.1,34.0
1280787,110.8,78.6,69.3,59.6,49.9
1280788,115.9,30.2,107.6,98.3,66.1
1280789,152.2,75.8,69.8,97.0,29.7
1280790,117.8,24.9,84.4,106.1,52.5
1280791,119.5,52.3,57.3,118.1,23.6
1280792,92.3,37.2,114.9,109.4,44.0
1280793,118.8,47.5,157.2,118.3,52.2
1280794,101.4,48.6,104.5,132.7,47.1
1280795,104.5,36.1,94.4,102.5,53.5
1280796,72.0,37.0,128.0,148.1,43.3
1280797,113.4,35.5,103.3,94.2,48.2
1280798,71.9,62.1,106.6,118.2,20.9
1280799,81.0,37.9,109.5,99.1,45.1
1280800,115.3,41.2,101.8,73.4,36.8
1280801,80.3,53.8,97.4,116.5,74.0
1280802,40.3,40.6,75.3,116.2,43.3
1280803,103.0,17.4,111.2,142.4,41.2
1280804,54.8,48.8,64.4,109.3,35.4
1280805,127.2,57.5,110.0,111.4,12.2
1280806,84.0,52.9,91.4,119.6,49.9
1280807,91.5,39.5,76.2,107.0,60.4
1280808,109.2,54.9,148.7,89.3,57.0
1280809,69.9,40.7,86.2,101.7,64.4
1280810,109.5,59.4,89.6,125.9,64.9
1280811,126.7,83.1,114.2,111.3,61.3
1280812,86.2,40.6,90.0,93.8,61.8
1280813,73.4,55.4,121.6,76.0,57.0
1280814,116.5,53.6,74.2,127.5,42.8
1280815,105.7,27.8,81.4,90.8,64.2
1280816,115.1,28.2,112.2,98.3,31.5
1280817,125.2,57.6,94.7,78.2,41.5
1280818,74.3,52.7,148.4,90.1,48.9
1280819,46.8,57.9,90.8,80.4,34.1
1280820,109.6,36.9,103.9,98.1,58.2
1280821,121.5,32.3,103.8,128.1,46.4
1280822,99.4,38.8,121.6,97.0,34.8
1280823,103.1,32.1,137.8,120.2,47.0
1280824,92.6,47.6,110.2,139.1,42.8
1280825,98.4,22.9,137.2,79.9,55.2
1280826,57.4,26.9,109.4,89.3,44.9
1280827,113.0,54.8,85.8,109.0,46.1
1280828,116.4,15.9,93.1,133.4,54.6
1280829,87.2,41.1,67.5,107.1,20.8
1280830,86.6,22.2,122.3,69.8,29.9
1280831,103.1,42.6,77.2,104.0,62.7
1280832,61.4,59.6,149.9,149.9,28.8
1280833,91.6,27.4,93.5,92.1,44.3
1280834,132.9,20.5,112.6,99.3,56.4
1280835,49.8,50.1,103.0,97.1,43.2
1280836,90.5,45.1,100.6,110.8,77.2
1280837,93.1,73.8,70.4,78.8,22.6
1280838,111.0,40.3,147.3,123.2,69.1
1280839,85.5,20.2,122.8,84.1,26.8
1280840,94.0,25.2,112.9,72.7,42.0
1280841,130.1,36.2,95.1,107.1,34.6
1280842,89.4,40.8,77.0,129.7,47.1
1280843,96.2,21.0,114.2,74.8,51.3
1280844,48.6,53.2,100.5,113.1,50.8
1280845,129.1,42.8,122.6,112.8,44.9
1280846,96.9,52.8,112.8,86.6,46.7
1280847,104.2,46.9,132.8,65.5,6.0
1280848,122.1,45.7,100.8,115.7,37.3
1280849,159.9,60.3,132.4,107.3,62.9
1280850,121.0,43.9,87.3,78.8,37.6
1280851,83.6,20.2,109.1,101.3,52.9
1280852,106.2,31.6,52.4,91.8,37.4
1280853,78.0,78.8,112.6,48.2,12.8
1280854,127.6,32.4,87.4,99.7,49.9
1280855,113.3,44.5,81.6,115.2,62.7
1280856,118.1,67.8,109.3,59.6,52.4
1280857,88.9,42.2,113.4,103.4,50.3
1280858,102.2,24.0,121.2,99.2,51.8
1280859,114.1,65.5,129.7,99.7,73.7
1280860,114.4,75.5,89.0,88.0,45.5
1280861,104.7,63.0,138.9,107.8,64.7
1280862,110.5,38.4,102.0,111.9,37.7
1280863,122.7,48.9,58.5,79.3,18.1
1280864,150.0,64.2,96.7,104.2,57.0
1280865,114.3,69.0,98.2,114.3,51.1
1280866,123.4,41.5,94.7,83.2,28.5
1280867,115.1,41.6,137.5,109.9,32.0
1280868,61.0,33.6,89.5,57.8,49.2
1280869,112.1,22.9,104.0,131.1,52.9
1280870,46.4,0.0,104.0,95.4,61.3
1280871,111.3,66.7,107.5,71.0,28.8
1280872,48.8,45.5,80.8,86.3,89.5
1280873,62.4,27.0,104.6,86.4,59.8
1280874,53.0,51.9,,109.7,33.3
1280875,106.7,44.6,87.6,74.2,44.6
1280876,74.5,54.9,79.0,112.8,57.1
1280877,99.0,44.7,70.9,101.3,41.4
1280878,126.2,20.1,54.7,45.8,46.3
1280879,75.0,62.8,101.7,121.4,54.7
1280880,103.4,56.1,124.5,63.8,30.4
1280881,104.1,55.2,113.2,117.1,33.5
1280882,119.6,72.7,90.4,161.9,28.5
1280883,125.0,51.8,82.3,118.1,40.7
1280884,41.5,38.4,135.5,86.1,10.5
1280885,135.2,55.1,81.6,114.9,90.7
1280886,122.8,61.0,88.5,130.1,55.6
1280887,92.1,52.5,79.2,120.9,12.9
1280888,89.5,34.4,97.9,66.0,35.3
1280889,98.8,41.3,108.5,74.5,2.8
1280890,118.5,56.0,85.7,103.8,35.2
1280891,114.3,66.3,113.2,120.8,44.8
1280892,115.2,80.3,85.9,114.8,36.9
1280893,127.7,60.4,101.6,97.6,54.9
1280894,97.8,36.9,133.6,97.0,46.5
1280895,86.3,35.1,107.3,91.1,45.9
1280896,49.4,34.4,147.8,111.1,39.3
1280897,107.3,24.2,121.5,95.8,62.4
1280898,112.6,43.2,76.5,43.0,65.4
1280899,77.4,37.7,131.8,115.2,55.1
1280900,100.9,52.9,73.8,117.6,33.0
1280901,31.7,33.5,75.9,123.8,0.0
1280902,107.7,62.2,91.4,96.5,22.8
1280903,110.8,56.3,123.7,57.9,35.9
1280904,127.9,75.8,104.1,73.4,30.5
1280905,69.3,40.4,73.2,77.8,43.5
1280906,69.4,46.6,79.6,109.0,65.2
1280907,121.7,69.5,108.9,70.5,62.2
1280908,101.8,41.8,,94.3,34.3
1280909,94.0,28.7,91.5,90.6,43.0
1280910,82.0,50.6,99.6,86.2,22.2
1280911,116.4,39.6,103.5,83.7,58.7
1280912,108.6,57.5,129.3,151.0,47.2
1280913,98.4,50.1,118.5,94.3,29.5
1280914,96.2,32.6,68.8,39.3,28.9
1280915,111.6,46.2,83.8,118.9,38.6
1280916,134.8,34.7,86.7,132.2,21.7
1280917,82.9,21.7,108.5,67.4,46.5
1280918,176.0,29.0,113.2,101.5,52.9
1280919,94.8,18.0,106.9,90.5,43.8
1280920,83.7,32.6,121.6,132.0,34.1
1280921,63.0,33.8,100.5,140.4,32.1
1280922,55.2,51.7,150.0,83.5,56.3
1280923,123.9,47.9,116.8,115.6,47.5
1280924,134.2,43.1,89.9,89.6,38.5
1280925,128.7,57.3,102.3,101.9,37.9
1280926,97.9,31.0,100.3,89.2,60.5
1280927,112.6,45.7,109.2,103.8,49.1
1280928,119.4,73.8,58.5,97.8,26.4
1280929,112.0,60.7,65.9,109.3,35.1
1280930,54.9,24.7,69.8,108.8,50.0
1280931,104.6,47.3,99.5,102.0,58.0
1280932,114.5,9.0,83.9,97.4,57.7
1280933,98.8,31.7,96.9,39.8,20.8
1280934,61.6,50.1,71.0,148.5,40.5
1280935,105.7,67.0,104.4,92.4,28.3
1280936,103.3,36.1,65.9,110.3,61.4
1280937,142.1,45.2,97.8,90.3,23.9
1280938,156.3,73.4,74.2,75.1,0.0
1280939,56.9,47.9,125.9,69.2,60.2
1280940,124.7,50.8,90.7,143.7,33.4
1280941,90.1,37.0,133.5,95.8,0.0
1280942,107.7,26.7,87.3,118.0,42.9
1280943,134.7,49.0,64.9,66.8,39.3
1280944,64.0,42.9,145.2,55.9,40.2
1280945,130.6,37.6,83.7,109.4,51.7
1280946,104.7,52.8,110.4,101.9,44.8
1280947,114.1,50.4,131.3,97.0,40.2
1280948,139.4,47.1,114.0,80.9,52.5
1280949,67.3,75.5,78.1,99.2,38.0
1280950,121.7,53.6,107.7,88.4,49.5
1280951,52.0,33.2,,68.4,13.3
1280952,105.4,62.2,103.6,96.9,28.6
1280953,72.4,49.5,132.8,100.6,29.9
1280954,130.5,39.8,103.4,121.3,31.4
1280955,83.6,10.7,113.3,82.6,39.1
1280956,99.1,25.6,104.8,103.0,36.2
1280957,106.2,67.9,94.9,109.6,55.8
1280958,97.3,45.2,68.1,82.5,52.5
1280959,77.4,64.1,81.9,121.1,58.1
1280960,84.9,22.4,99.5,69.6,45.3
1280961,80.4,33.8,121.5,96.2,41.2
1280962,94.4,53.7,76.6,83.3,56.2
1280963,73.1,62.2,,93.9,23.8
1280964,111.0,31.8,87.1,96.7,51.1
1280965,141.1,51.4,101.5,129.1,54.5
1280966,77.0,32.0,93.7,111.1,60.8
1280967,86.2,61.3,39.0,74.0,22.7
1280968,118.8,54.5,96.4,139.2,28.8
1280969,102.5,42.3,108.3,99.3,41.9
1280970,73.6,43.0,113.8,54.6,23.0
1280971,115.7,67.0,102.1,122.0,39.6
1280972,113.5,49.1,110.4,86.2,72.6
1280973,72.4,64.4,94.9,115.9,50.5
1280974,61.0,37.8,69.0,70.3,59.5
1280975,98.9,40.1,113.9,87.8,49.0
1280976,70.9,9.4,115.8,99.6,42.6
1280977,113.0,56.4,130.0,44.6,41.1
1280978,100.4,60.4,123.2,93.1,49.3
1280979,41.8,53.7,138.2,160.0,46.5
1280980,74.1,49.6,103.9,102.9,46.6
1280981,79.5,45.8,90.9,66.2,37.0
1280982,97.8,32.5,95.7,96.4,29.0
1280983,83.9,28.3,112.6,73.4,49.3
1280984,97.7,30.6,103.6,141.9,40.3
1280985,98.0,38.5,99.5,118.3,38.8
1280986,140.0,60.5,102.2,75.8,66.9
1280987,84.6,35.2,73.6,73.5,54.8
1280988,71.8,46.8,104.5,81.4,49.2
1280989,134.9,72.8,91.2,130.8,49.2
1280990,133.6,39.9,69.6,108.9,88.3
1280991,107.6,29.1,92.4,117.9,71.1
1280992,122.2,64.8,102.5,97.1,61.8
1280993,98.4,16.2,48.6,87.5,43.5
1280994,90.4,47.8,106.9,137.4,23.7
1280995,111.9,69.4,134.2,95.9,81.4
1280996,122.0,35.5,72.2,84.2,51.8
1280997,50.2,26.8,64.8,135.1,40.8
1280998,140.5,66.7,103.5,95.7,33.7
1280999,94.9,44.9,60.9,81.6,34.7
1281000,86.6,42.3,70.6,92.6,61.8
