video_id,title,category,views,likes,comment_count
v0518,Trending Video 518,Entertainment,421678,26924,3081.0
v0519,Trending Video 519,Comedy,61999,2465,133.0
v0520,Trending Video 520,Gaming,150114,9562,733.0
v0521,Trending Video 521,Music,315020,14731,1225.0
v0522,Trending Video 522,Entertainment,119954,4289,544.0
v0523,Trending Video 523,News,788340,41939,4519.0
v0524,Trending Video 524,Gaming,88116,4934,555.0
v0525,Trending Video 525,Music,149735,7835,757.0
v0526,Trending Video 526,Music,20677,3031,357.0
v0527,Trending Video 527,Comedy,72851,3066,422.0
v0528,Trending Video 528,Entertainment,77027,5957,567.0
v0529,Trending Video 529,Comedy,3902,0,0.0
v0530,Trending Video 530,Gaming,32658,599,57.0
v0531,Trending Video 531,News,249676,9399,781.0
v0532,Trending Video 532,Entertainment,104515,2865,306.0
v0533,Trending Video 533,Tech/Science,208795,9835,1334.0
v0534,Trending Video 534,Music,34007,2102,148.0
v0535,Trending Video 535,Music,703640,41441,3500.0
v0536,Trending Video 536,Tech/Science,1116728,25236,1957.0
v0537,Trending Video 537,Entertainment,135442,5695,814.0
v0538,Trending Video 538,Music,58611,2863,349.0
v0539,Trending Video 539,Entertainment,35903,1103,85.0
v0540,Trending Video 540,Music,153536,10249,850.0
v0541,Trending Video 541,Music,235161,18110,1501.0
v0542,Trending Video 542,Music,35558,725,94.0
v0543,Trending Video 543,Comedy,152509,4439,242.0
v0544,Trending Video 544,Entertainment,33721,2281,255.0
v0545,Trending Video 545,Comedy,152657,10266,847.0
v0546,Trending Video 546,Entertainment,29684,657,37.0
v0547,Trending Video 547,Entertainment,158050,9823,1150.0
v0548,Trending Video 548,Tech/Science,75261,5803,538.0
v0549,Trending Video 549,Gaming,107445,5480,541.0
v0550,Trending Video 550,Entertainment,1226039,42168,6000.0
v0551,Trending Video 551,Gaming,4797,1336,130.0
v0552,Trending Video 552,Music,138480,2293,315.0
v0553,Trending Video 553,Comedy,55757,3767,324.0
v0554,Trending Video 554,Tech/Science,19589,1024,145.0
v0555,Trending Video 555,Comedy,281432,22161,1324.0
v0556,Trending Video 556,Entertainment,65592,4899,633.0
v0557,Trending Video 557,Tech/Science,118843,2585,273.0
v0558,Trending Video 558,Comedy,156648,5676,848.0
v0559,Trending Video 559,Tech/Science,31594,1448,194.0
v0560,Trending Video 560,Entertainment,665013,51001,4550.0
v0561,Trending Video 561,Gaming,323462,13775,1239.0
v0562,Trending Video 562,Entertainment,344574,17112,1164.0
v0563,Trending Video 563,Entertainment,255759,17397,1243.0
v0564,Trending Video 564,Tech/Science,150440,4595,291.0
v0565,Trending Video 565,Comedy,93231,4248,603.0
v0566,Trending Video 566,Music,23433,0,0.0
v0567,Trending Video 567,Entertainment,700763,30234,3387.0
v0568,Trending Video 568,Gaming,181862,9834,637.0
v0569,Trending Video 569,Tech/Science,139454,10233,1063.0
v0570,Trending Video 570,Entertainment,187258,8163,1057.0
v0571,Trending Video 571,Music,29288,1374,197.0
v0572,Trending Video 572,News,139126,6703,900.0
v0573,Trending Video 573,Music,433057,23911,2483.0
v0574,Trending Video 574,Comedy,314047,14629,897.0
v0575,Trending Video 575,Comedy,153095,10915,934.0
v0576,Trending Video 576,Music,155485,9763,946.0
v0577,Trending Video 577,Tech/Science,46506,135,14.0
v0578,Trending Video 578,Gaming,185266,12642,1185.0
v0579,Trending Video 579,Tech/Science,198837,14521,1329.0
v0580,Trending Video 580,Music,82691,7119,523.0
v0581,Trending Video 581,Entertainment,20775,0,0.0
v0582,Trending Video 582,Entertainment,62220,7191,647.0
v0583,Trending Video 583,Gaming,192217,10284,775.0
v0584,Trending Video 584,Music,1317379,84602,11143.0
v0585,Trending Video 585,Tech/Science,198206,9138,641.0
v0586,Trending Video 586,Entertainment,33068,3108,313.0
v0587,Trending Video 587,Comedy,314071,5909,822.0
v0588,Trending Video 588,Entertainment,312928,20116,1313.0
v0589,Trending Video 589,Entertainment,10292,244,33.0
v0590,Trending Video 590,Entertainment,79695,6387,340.0
v0591,Trending Video 591,Gaming,1062274,78732,9831.0
v0592,Trending Video 592,Entertainment,22492,2298,254.0
v0593,Trending Video 593,Music,1880164,136220,7036.0
v0594,Trending Video 594,News,22405,1065,107.0
v0595,Trending Video 595,Gaming,125466,4251,248.0
v0596,Trending Video 596,Entertainment,88284,2751,194.0
v0597,Trending Video 597,Tech/Science,15411,1073,73.0
v0598,Trending Video 598,News,184314,5434,734.0
v0599,Trending Video 599,Comedy,263139,9153,942.0
v0600,Trending Video 600,Entertainment,106445,4674,341.0
v0601,Trending Video 601,Gaming,7858,0,0.0
v0602,Trending Video 602,Entertainment,223520,5268,528.0
v0603,Trending Video 603,Tech/Science,100218,5540,351.0
v0604,Trending Video 604,Music,20317,0,0.0
v0605,Trending Video 605,Entertainment,110380,2887,381.0
v0606,Trending Video 606,Gaming,58675,2113,293.0
v0607,Trending Video 607,Music,32406,1330,114.0
v0608,Trending Video 608,Tech/Science,38004,2523,143.0
v0609,Trending Video 609,Entertainment,74022,4677,635.0
v0610,Trending Video 610,Entertainment,316647,21048,1198.0
v0611,Trending Video 611,Entertainment,276163,12017,895.0
v0612,Trending Video 612,News,1151876,83688,12531.0
v0613,Trending Video 613,Tech/Science,43754,409,47.0
v0614,Trending Video 614,Entertainment,17146,98,9.0
v0615,Trending Video 615,Gaming,80961,5337,751.0
v0616,Trending Video 616,Comedy,214013,8988,777.0
v0617,Trending Video 617,Music,356537,24920,1371.0
v0618,Trending Video 618,Comedy,73721,3859,562.0
v0619,Trending Video 619,Entertainment,94721,3653,306.0
v0620,Trending Video 620,Gaming,91105,2674,177.0
v0621,Trending Video 621,Music,12336,0,0.0
v0622,Trending Video 622,Entertainment,58858,2777,138.0
v0623,Trending Video 623,Entertainment,285492,14117,1878.0
v0624,Trending Video 624,News,213688,11966,970.0
v0625,Trending Video 625,Entertainment,539241,15083,892.0
v0626,Trending Video 626,Comedy,72716,4822,716.0
v0627,Trending Video 627,News,415819,29391,1946.0
v0628,Trending Video 628,Entertainment,45614,211,13.0
v0629,Trending Video 629,Tech/Science,96290,2951,240.0
v0630,Trending Video 630,Comedy,523993,23848,1640.0
v0631,Trending Video 631,Gaming,301241,23401,3224.0
v0632,Trending Video 632,Tech/Science,51560,0,0.0
v0633,Trending Video 633,Entertainment,78215,5549,284.0
v0634,Trending Video 634,Comedy,39258,540,75.0
v0635,Trending Video 635,Comedy,327868,20922,2414.0
v0636,Trending Video 636,Music,63219,1180,173.0
v0637,Trending Video 637,Entertainment,218619,11686,1696.0
v0638,Trending Video 638,Entertainment,3697187,249634,18471.0
v0639,Trending Video 639,News,499883,36741,5131.0
v0640,Trending Video 640,Entertainment,464121,31984,4333.0
v0641,Trending Video 641,Music,115434,2883,159.0
v0642,Trending Video 642,Music,108669,6122,
v0643,Trending Video 643,Tech/Science,126229,9584,1281.0
v0644,Trending Video 644,News,47735,4144,348.0
v0645,Trending Video 645,News,391294,21895,2122.0
v0646,Trending Video 646,Music,38794,670,36.0
v0647,Trending Video 647,Entertainment,11223,57,3.0
v0648,Trending Video 648,News,135631,5519,816.0
v0649,Trending Video 649,Entertainment,158984,12295,1000.0
v0650,Trending Video 650,Entertainment,544468,29190,3141.0
v0651,Trending Video 651,Entertainment,54635,2011,215.0
v0652,Trending Video 652,Music,347460,18560,2675.0
v0653,Trending Video 653,Entertainment,371196,12968,1562.0
v0654,Trending Video 654,Music,47939,3334,243.0
v0655,Trending Video 655,Entertainment,11374,541,66.0
v0656,Trending Video 656,Gaming,289306,12207,1353.0
v0657,Trending Video 657,News,140369,9513,
v0658,Trending Video 658,Music,22930,135,14.0
v0659,Trending Video 659,Entertainment,69198,1592,179.0
v0660,Trending Video 660,Music,164149,4521,562.0
v0661,Trending Video 661,Music,56777,2400,124.0
v0662,Trending Video 662,Tech/Science,24514,1972,275.0
v0663,Trending Video 663,Comedy,94206,3201,286.0
v0664,Trending Video 664,Music,145447,10642,1513.0
v0665,Trending Video 665,News,146092,3009,288.0
v0666,Trending Video 666,Music,153945,10113,577.0
v0667,Trending Video 667,Music,27393,1808,184.0
v0668,Trending Video 668,Entertainment,69762,892,67.0
v0669,Trending Video 669,Music,76993,5691,
v0670,Trending Video 670,Tech/Science,168319,12496,1371.0
v0671,Trending Video 671,Music,11066,1044,135.0
v0672,Trending Video 672,Music,25269,0,0.0
v0673,Trending Video 673,Entertainment,362607,17116,2540.0
v0674,Trending Video 674,News,71850,5711,374.0
v0675,Trending Video 675,Tech/Science,387881,17606,1024.0
v0676,Trending Video 676,Entertainment,96047,1665,89.0
v0677,Trending Video 677,Entertainment,23259,1415,139.0
v0678,Trending Video 678,Entertainment,113958,5914,788.0
v0679,Trending Video 679,Entertainment,17566,1483,160.0
v0680,Trending Video 680,Comedy,223855,10620,621.0
v0681,Trending Video 681,News,289384,13302,1986.0
v0682,Trending Video 682,Music,101184,7785,589.0
v0683,Trending Video 683,Gaming,48990,2492,277.0
v0684,Trending Video 684,Entertainment,9538,325,25.0
v0685,Trending Video 685,Entertainment,71710,5179,309.0
v0686,Trending Video 686,Music,242057,6636,848.0
v0687,Trending Video 687,Gaming,379679,27266,3730.0
v0688,Trending Video 688,Gaming,175679,8482,649.0
v0689,Trending Video 689,Entertainment,13128,1431,139.0
v0690,Trending Video 690,Entertainment,26652,1417,179.0
v0691,Trending Video 691,Entertainment,248781,15127,1315.0
v0692,Trending Video 692,Tech/Science,53959,2084,215.0
v0693,Trending Video 693,Entertainment,1247329,71149,4896.0
v0694,Trending Video 694,Music,343341,26847,3632.0
v0695,Trending Video 695,Entertainment,565287,25396,3576.0
v0696,Trending Video 696,Tech/Science,120425,1901,172.0
v0697,Trending Video 697,Music,618340,20475,1371.0
v0698,Trending Video 698,Tech/Science,17574,1026,129.0
v0699,Trending Video 699,Music,15747,0,0.0
v0700,Trending Video 700,Comedy,34374,1614,197.0
v0701,Trending Video 701,Tech/Science,170584,8963,822.0
v0702,Trending Video 702,Entertainment,87178,7466,1019.0
v0703,Trending Video 703,Tech/Science,122656,8030,1026.0
v0704,Trending Video 704,News,79431,1885,254.0
v0705,Trending Video 705,Entertainment,42980,1394,126.0
v0706,Trending Video 706,Gaming,38159,2510,250.0
v0707,Trending Video 707,Music,354401,21663,2871.0
v0708,Trending Video 708,Entertainment,19209,0,0.0
v0709,Trending Video 709,Gaming,268192,4348,393.0
v0710,Trending Video 710,Tech/Science,4195,317,38.0
v0711,Trending Video 711,Tech/Science,274281,7995,421.0
v0712,Trending Video 712,Entertainment,59779,2556,271.0
v0713,Trending Video 713,Entertainment,61216,1492,167.0
v0714,Trending Video 714,News,208522,10783,893.0
v0715,Trending Video 715,Tech/Science,217355,16122,1362.0
v0716,Trending Video 716,Comedy,20363,1014,79.0
v0717,Trending Video 717,Entertainment,126578,3041,336.0
v0718,Trending Video 718,Entertainment,122334,10086,1186.0
v0719,Trending Video 719,Tech/Science,1953932,66009,7234.0
v0720,Trending Video 720,Entertainment,31999,2239,228.0
v0721,Trending Video 721,Tech/Science,260702,12352,1149.0
v0722,Trending Video 722,Entertainment,72485,3935,453.0
v0723,Trending Video 723,Entertainment,43928,2453,367.0
v0724,Trending Video 724,Entertainment,31973,1768,219.0
v0725,Trending Video 725,Entertainment,148405,6981,433.0
v0726,Trending Video 726,Entertainment,219138,10490,610.0
v0727,Trending Video 727,Tech/Science,52156,2936,216.0
v0728,Trending Video 728,Tech/Science,91879,3648,418.0
v0729,Trending Video 729,Music,155593,10201,1016.0
v0730,Trending Video 730,Entertainment,200453,16541,1271.0
v0731,Trending Video 731,Entertainment,100598,3218,209.0
v0732,Trending Video 732,Gaming,12163,0,0.0
v0733,Trending Video 733,Music,102073,1934,190.0
v0734,Trending Video 734,Music,58877,362,28.0
v0735,Trending Video 735,Entertainment,27316,1076,71.0
v0736,Trending Video 736,Gaming,59506,1440,147.0
v0737,Trending Video 737,News,90189,4484,375.0
v0738,Trending Video 738,Music,22216,753,111.0
v0739,Trending Video 739,Music,18018,1005,108.0
v0740,Trending Video 740,Gaming,172064,10172,1448.0
v0741,Trending Video 741,Entertainment,1108853,28468,3373.0
v0742,Trending Video 742,News,106759,7437,574.0
v0743,Trending Video 743,Entertainment,326442,9125,844.0
v0744,Trending Video 744,Entertainment,177440,4904,617.0
v0745,Trending Video 745,Entertainment,216226,4487,323.0
v0746,Trending Video 746,Entertainment,51676,2895,336.0
v0747,Trending Video 747,Music,112237,4396,288.0
v0748,Trending Video 748,Entertainment,23125,2361,297.0
v0749,Trending Video 749,Entertainment,120363,9337,612.0
v0750,Trending Video 750,Entertainment,130027,3949,452.0
v0751,Trending Video 751,Tech/Science,42953,2817,158.0
v0752,Trending Video 752,Music,34058,2768,353.0
v0753,Trending Video 753,Entertainment,355708,14658,1287.0
v0754,Trending Video 754,Entertainment,149358,10821,1471.0
v0755,Trending Video 755,Gaming,44166,2397,170.0
v0756,Trending Video 756,Gaming,116201,8001,505.0
v0757,Trending Video 757,Comedy,85866,5871,498.0
v0758,Trending Video 758,Tech/Science,154089,4533,620.0
v0759,Trending Video 759,Gaming,124582,9668,1145.0
v0760,Trending Video 760,Music,130975,6738,1007.0
v0761,Trending Video 761,Entertainment,214230,7276,556.0
v0762,Trending Video 762,Gaming,54124,4937,416.0
v0763,Trending Video 763,Entertainment,92546,4896,366.0
v0764,Trending Video 764,Comedy,90010,5192,367.0
v0765,Trending Video 765,News,704971,18254,2504.0
v0766,Trending Video 766,News,47515,2297,118.0
v0767,Trending Video 767,Entertainment,83680,6180,576.0
v0768,Trending Video 768,Entertainment,120067,7562,815.0
v0769,Trending Video 769,Entertainment,104226,4677,509.0
v0770,Trending Video 770,Entertainment,86217,3032,324.0
v0771,Trending Video 771,Entertainment,142293,5193,389.0
v0772,Trending Video 772,Tech/Science,134395,7453,473.0
v0773,Trending Video 773,Entertainment,300092,9107,994.0
v0774,Trending Video 774,Comedy,59768,1321,151.0
v0775,Trending Video 775,Gaming,48604,3107,269.0
v0776,Trending Video 776,Tech/Science,146804,3597,289.0
v0777,Trending Video 777,Comedy,748545,38908,5587.0
v0778,Trending Video 778,Tech/Science,21881,1283,127.0
v0779,Trending Video 779,Comedy,172614,7486,1006.0
v0780,Trending Video 780,Gaming,70724,5249,321.0
v0781,Trending Video 781,Comedy,15960,0,0.0
v0782,Trending Video 782,Entertainment,1013143,52388,7702.0
v0783,Trending Video 783,Music,161082,3368,401.0
v0784,Trending Video 784,Entertainment,81706,1227,146.0
v0785,Trending Video 785,Entertainment,31728,2561,129.0
v0786,Trending Video 786,Music,68484,4680,364.0
v0787,Trending Video 787,News,76124,3231,433.0
v0788,Trending Video 788,Entertainment,95017,4120,286.0
v0789,Trending Video 789,Tech/Science,559173,22449,2101.0
v0790,Trending Video 790,Gaming,29418,1187,136.0
v0791,Trending Video 791,Tech/Science,35765,2699,294.0
v0792,Trending Video 792,Gaming,46483,1594,181.0
v0793,Trending Video 793,News,9095,930,60.0
v0794,Trending Video 794,Music,356668,25147,3143.0
v0795,Trending Video 795,Entertainment,10261,74,5.0
v0796,Trending Video 796,Tech/Science,46045,2797,208.0
v0797,Trending Video 797,Entertainment,153492,7011,838.0
v0798,Trending Video 798,Entertainment,346684,12059,1221.0
v0799,Trending Video 799,Entertainment,197139,10516,1372.0
v0800,Trending Video 800,Entertainment,372544,8610,869.0
v0801,Trending Video 801,Entertainment,306714,19071,1853.0
v0802,Trending Video 802,Gaming,17727,0,0.0
v0803,Trending Video 803,Entertainment,1295175,40242,5501.0
v0804,Trending Video 804,Gaming,274617,6039,462.0
v0805,Trending Video 805,Comedy,24276,0,0.0
v0806,Trending Video 806,Tech/Science,49072,2281,204.0
v0807,Trending Video 807,Gaming,217076,7890,461.0
v0808,Trending Video 808,Music,297129,18195,1011.0
v0809,Trending Video 809,Tech/Science,58244,646,83.0
v0810,Trending Video 810,Comedy,110406,7411,821.0
v0811,Trending Video 811,News,606372,33630,2398.0
v0812,Trending Video 812,Music,66168,2855,348.0
v0813,Trending Video 813,Entertainment,70177,3756,450.0
v0814,Trending Video 814,Comedy,18095,1833,134.0
v0815,Trending Video 815,News,109671,1895,163.0
v0816,Trending Video 816,Comedy,23562,0,0.0
v0817,Trending Video 817,Entertainment,49518,2643,229.0
v0818,Trending Video 818,Entertainment,72975,3626,331.0
v0819,Trending Video 819,Entertainment,91138,4344,312.0
v0820,Trending Video 820,Comedy,30314,4414,438.0
v0821,Trending Video 821,Music,130094,3435,298.0
v0822,Trending Video 822,Comedy,73604,3896,533.0
v0823,Trending Video 823,Tech/Science,25501,2260,230.0
v0824,Trending Video 824,Gaming,140767,9849,1043.0
v0825,Trending Video 825,Entertainment,59992,4804,451.0
v0826,Trending Video 826,Music,138912,3747,221.0
v0827,Trending Video 827,Tech/Science,1400953,70776,7331.0
v0828,Trending Video 828,Entertainment,22157,1909,112.0
v0829,Trending Video 829,Music,204245,5175,723.0
v0830,Trending Video 830,Entertainment,42212,3117,252.0
v0831,Trending Video 831,Tech/Science,492885,33356,1948.0
v0832,Trending Video 832,Tech/Science,51776,2766,300.0
v0833,Trending Video 833,Gaming,893561,33340,2931.0
v0834,Trending Video 834,Music,707871,22228,2270.0
v0835,Trending Video 835,Tech/Science,39143,1720,226.0
v0836,Trending Video 836,Comedy,53499,1121,113.0
v0837,Trending Video 837,Comedy,112636,355,53.0
v0838,Trending Video 838,Music,37093,3466,218.0
v0839,Trending Video 839,Music,172038,11519,1121.0
v0840,Trending Video 840,Entertainment,418095,12766,1002.0
v0841,Trending Video 841,Entertainment,197587,6209,578.0
v0842,Trending Video 842,Tech/Science,23047,1498,139.0
v0843,Trending Video 843,Entertainment,257384,6897,792.0
v0844,Trending Video 844,Comedy,69340,4286,302.0
v0845,Trending Video 845,News,227123,8546,428.0
v0846,Trending Video 846,Gaming,192043,9864,828.0
v0847,Trending Video 847,Entertainment,128506,6046,453.0
v0848,Trending Video 848,Music,785750,33821,2669.0
v0849,Trending Video 849,Comedy,36712,2686,237.0
v0850,Trending Video 850,Entertainment,62640,1445,131.0
v0851,Trending Video 851,Entertainment,335725,8396,711.0
v0852,Trending Video 852,Comedy,102189,5868,622.0
v0853,Trending Video 853,Gaming,135665,4366,614.0
v0854,Trending Video 854,Entertainment,9300,2388,179.0
v0855,Trending Video 855,Tech/Science,82336,3085,400.0
v0856,Trending Video 856,Gaming,136319,8692,700.0
v0857,Trending Video 857,Entertainment,236665,6147,640.0
v0858,Trending Video 858,News,2860940,179369,16998.0
v0859,Trending Video 859,Comedy,51140,4681,674.0
v0860,Trending Video 860,Comedy,378326,26513,2026.0
v0861,Trending Video 861,Entertainment,934264,71907,5879.0
v0862,Trending Video 862,Gaming,488957,15807,831.0
v0863,Trending Video 863,Comedy,118155,7008,867.0
v0864,Trending Video 864,Music,212426,9231,580.0
v0865,Trending Video 865,Comedy,492538,39606,3470.0
v0866,Trending Video 866,Entertainment,6945,96,14.0
v0867,Trending Video 867,Gaming,113665,5495,553.0
v0868,Trending Video 868,Gaming,7501,1732,256.0
v0869,Trending Video 869,Entertainment,13962,2300,276.0
v0870,Trending Video 870,Entertainment,1070849,82818,4912.0
v0871,Trending Video 871,Music,55800,3915,327.0
v0872,Trending Video 872,Gaming,73219,0,0.0
v0873,Trending Video 873,Music,82742,4603,536.0
v0874,Trending Video 874,Tech/Science,73276,2401,191.0
v0875,Trending Video 875,Entertainment,304195,10279,1412.0
v0876,Trending Video 876,Music,34450,3299,171.0
v0877,Trending Video 877,Gaming,189190,5789,736.0
v0878,Trending Video 878,Tech/Science,31577,2041,148.0
v0879,Trending Video 879,Comedy,51369,4242,243.0
v0880,Trending Video 880,Music,127184,7018,452.0
v0881,Trending Video 881,Entertainment,68722,5147,266.0
v0882,Trending Video 882,Music,119335,3419,302.0
v0883,Trending Video 883,Entertainment,186115,8906,953.0
v0884,Trending Video 884,Music,24166,1899,167.0
v0885,Trending Video 885,Comedy,248934,7344,927.0
v0886,Trending Video 886,Music,10576,1243,125.0
v0887,Trending Video 887,Music,7902,228,21.0
v0888,Trending Video 888,Entertainment,651102,39387,2058.0
v0889,Trending Video 889,Gaming,500777,26012,2819.0
v0890,Trending Video 890,Entertainment,955104,73661,8832.0
v0891,Trending Video 891,Music,39114,1201,168.0
v0892,Trending Video 892,Entertainment,416946,20657,1635.0
v0893,Trending Video 893,Gaming,76862,4271,438.0
v0894,Trending Video 894,Entertainment,111875,2987,203.0
v0895,Trending Video 895,Comedy,41723,614,57.0
v0896,Trending Video 896,News,8225,2076,287.0
v0897,Trending Video 897,Entertainment,9870,914,51.0
v0898,Trending Video 898,Entertainment,21820,3382,208.0
v0899,Trending Video 899,Music,25864,887,111.0
v0900,Trending Video 900,Music,23573,2526,311.0
v0901,Trending Video 901,Comedy,61897,1072,140.0
v0902,Trending Video 902,Comedy,306793,11030,1539.0
v0903,Trending Video 903,Gaming,538576,17643,1459.0
v0904,Trending Video 904,Entertainment,869499,46218,6670.0
v0905,Trending Video 905,Entertainment,27200,3200,210.0
v0906,Trending Video 906,Entertainment,114510,4449,629.0
v0907,Trending Video 907,Music,19501,3170,237.0
v0908,Trending Video 908,News,89378,5393,790.0
v0909,Trending Video 909,Music,136896,7353,643.0
v0910,Trending Video 910,Entertainment,322170,14139,707.0
v0911,Trending Video 911,Gaming,564321,28162,2051.0
v0912,Trending Video 912,Entertainment,16332,808,84.0
v0913,Trending Video 913,Music,6073,0,0.0
v0914,Trending Video 914,Entertainment,141854,8195,410.0
v0915,Trending Video 915,Entertainment,21671,1932,273.0
v0916,Trending Video 916,Music,42213,2686,396.0
v0917,Trending Video 917,Comedy,20592,2280,311.0
v0918,Trending Video 918,Music,23858,3419,283.0
v0919,Trending Video 919,Music,114848,5538,575.0
v0920,Trending Video 920,Entertainment,73005,3360,217.0
v0921,Trending Video 921,Entertainment,375747,22344,2161.0
v0922,Trending Video 922,Entertainment,64167,4460,604.0
v0923,Trending Video 923,Music,129047,4781,421.0
v0924,Trending Video 924,Music,74862,2773,355.0
v0925,Trending Video 925,Entertainment,76640,1842,209.0
v0926,Trending Video 926,Entertainment,1052353,78409,10012.0
v0927,Trending Video 927,Tech/Science,54402,1677,162.0
v0928,Trending Video 928,Entertainment,14608,580,77.0
v0929,Trending Video 929,Music,150132,7389,670.0
v0930,Trending Video 930,Gaming,127062,5384,289.0
v0931,Trending Video 931,Comedy,56272,4599,557.0
v0932,Trending Video 932,Comedy,403035,30730,2456.0
v0933,Trending Video 933,Gaming,231744,15289,2005.0
v0934,Trending Video 934,Entertainment,43602,655,57.0
v0935,Trending Video 935,Music,13755,816,85.0
v0936,Trending Video 936,Music,544688,17615,1534.0
v0937,Trending Video 937,Music,31832,1115,61.0
v0938,Trending Video 938,Entertainment,33364,1824,172.0
v0939,Trending Video 939,Music,488790,28703,
v0940,Trending Video 940,Gaming,15442,0,0.0
v0941,Trending Video 941,Entertainment,156534,10246,611.0
v0942,Trending Video 942,Entertainment,117469,4118,385.0
v0943,Trending Video 943,Entertainment,116917,4080,411.0
v0944,Trending Video 944,Gaming,121386,7819,520.0
v0945,Trending Video 945,Entertainment,141450,7184,846.0
v0946,Trending Video 946,Comedy,98801,4862,341.0
v0947,Trending Video 947,Music,22680,0,0.0
v0948,Trending Video 948,Entertainment,20234,170,10.0
v0949,Trending Video 949,Entertainment,449978,11554,1609.0
v0950,Trending Video 950,Music,14219,0,0.0
v0951,Trending Video 951,Music,56924,3213,330.0
v0952,Trending Video 952,Entertainment,578254,14614,1879.0
v0953,Trending Video 953,Entertainment,391145,32147,3003.0
v0954,Trending Video 954,Entertainment,280401,14514,1906.0
v0955,Trending Video 955,Gaming,151472,6055,651.0
v0956,Trending Video 956,Music,60345,833,67.0
v0957,Trending Video 957,Music,24737,2218,311.0
v0958,Trending Video 958,Entertainment,1329556,104903,6952.0
v0959,Trending Video 959,Entertainment,79779,3636,524.0
v0960,Trending Video 960,Music,53354,3021,286.0
v0961,Trending Video 961,News,505476,38682,4262.0
v0962,Trending Video 962,Entertainment,27195,1346,162.0
v0963,Trending Video 963,Tech/Science,63008,4222,287.0
v0964,Trending Video 964,Music,9610,0,0.0
v0965,Trending Video 965,Tech/Science,57617,1821,124.0
v0966,Trending Video 966,News,27944,2266,184.0
v0967,Trending Video 967,Entertainment,201291,9242,625.0
v0968,Trending Video 968,Tech/Science,168877,12968,1290.0
v0969,Trending Video 969,Music,132784,6439,594.0
v0970,Trending Video 970,Entertainment,131388,7447,910.0
v0971,Trending Video 971,Gaming,44556,1721,152.0
v0972,Trending Video 972,Entertainment,60087,534,77.0
v0973,Trending Video 973,Music,113109,9113,1053.0
v0974,Trending Video 974,News,330879,17982,2513.0
v0975,Trending Video 975,Tech/Science,128554,4669,481.0
v0976,Trending Video 976,Entertainment,104685,8338,452.0
v0977,Trending Video 977,Tech/Science,126023,6831,672.0
v0978,Trending Video 978,Entertainment,217323,9049,1210.0
v0979,Trending Video 979,Comedy,87079,4436,231.0
v0980,Trending Video 980,Gaming,17937,926,67.0
v0981,Trending Video 981,Entertainment,128106,2250,168.0
v0982,Trending Video 982,Entertainment,55972,4348,509.0
v0983,Trending Video 983,Entertainment,97709,5647,367.0
v0984,Trending Video 984,Entertainment,188750,12124,1028.0
v0985,Trending Video 985,Entertainment,679593,20577,1186.0
v0986,Trending Video 986,Comedy,460247,12502,1688.0
v0987,Trending Video 987,Gaming,6121,726,45.0
v0988,Trending Video 988,Entertainment,63476,4441,552.0
v0989,Trending Video 989,Entertainment,17752,1387,75.0
v0990,Trending Video 990,Music,579180,31179,2481.0
v0991,Trending Video 991,News,220206,9649,1389.0
v0992,Trending Video 992,Entertainment,31428,1761,142.0
v0993,Trending Video 993,Music,80761,1315,190.0
v0994,Trending Video 994,Entertainment,54306,1454,136.0
v0995,Trending Video 995,Music,205100,7784,753.0
v0996,Trending Video 996,Entertainment,72907,1226,63.0
v0997,Trending Video 997,Entertainment,156010,5555,566.0
v0998,Trending Video 998,Gaming,180084,11117,1207.0
v0999,Trending Video 999,Music,50760,2195,308.0
v1000,Trending Video 1000,Music,50464,1658,205.0
