SessionID,WorkoutType,Duration_Minutes,Avg_HeartRate,CaloriesBurned,Gender
600740,Running,65,153,663.5,Female
600741,Running,40,151,374.8,Male
600742,Yoga,35,60,143.3,Male
600743,Cycling,32,110,231.9,Male
600744,Weightlifting,47,132,416.9,Female
600745,Running,83,166,895.3,Male
600746,Cycling,64,110,475.2,Female
600747,Running,70,151,667.9,Female
600748,Weightlifting,63,113,470.6,Male
600749,Weightlifting,33,114,228.4,Female
600750,Yoga,24,60,40.2,Male
600751,Running,74,163,794.8,Female
600752,Running,21,157,214.4,Female
600753,Swimming,37,137,293.4,Female
600754,Running,80,159,893.3,Female
600755,Cycling,60,118,487.2,Female
600756,Cycling,85,131,706.6,Male
600757,Weightlifting,22,124,151.0,Male
600758,Weightlifting,58,122,424.7,Male
600759,Running,45,161,479.1,Male
600760,Yoga,67,78,342.0,Female
600761,Running,70,164,744.9,Female
600762,Running,75,165,836.9,Female
600763,Running,71,164,729.1,Female
600764,Running,75,150,755.6,Male
600765,Weightlifting,84,130,668.4,Female
600766,Swimming,79,158,888.1,Male
600767,Swimming,58,150,559.3,Female
600768,Cycling,28,114,256.0,Female
600769,Swimming,80,146,760.0,Male
600770,Running,20,154,219.4,Female
600771,Swimming,72,156,757.8,Male
600772,Running,55,168,606.9,Male
600773,Yoga,80,68,335.0,Male
600774,Swimming,21,147,238.3,Male
600775,Weightlifting,52,109,360.7,Female
600776,Running,85,172,935.5,Male
600777,Running,65,166,680.8,Male
600778,Weightlifting,45,129,360.9,Male
600779,Yoga,59,60,251.8,Male
600780,Yoga,85,60,370.6,Female
600781,Running,35,157,378.5,Male
600782,Running,83,166,879.1,Female
600783,Weightlifting,34,111,278.4,Male
600784,Yoga,59,60,261.2,Female
600785,Running,36,168,357.7,Female
600786,Swimming,21,150,209.8,Female
600787,Yoga,59,79,320.1,Male
600788,Cycling,60,108,436.4,Male
600789,Cycling,45,133,359.0,Female
600790,Running,60,174,667.6,Male
600791,Yoga,79,63,356.8,Female
600792,Weightlifting,23,108,146.5,Female
600793,Running,50,154,489.7,Male
600794,Running,58,165,656.5,Male
600795,Running,68,154,685.9,Male
600796,Swimming,67,150,651.0,Female
600797,Swimming,31,150,314.1,Female
600798,Yoga,44,63,183.2,Male
600799,Swimming,31,159,341.5,Female
600800,Cycling,27,129,210.8,Female
600801,Yoga,87,63,329.7,Male
600802,Running,52,170,539.7,Male
600803,Running,62,152,656.1,Female
600804,Swimming,56,157,589.0,Female
600805,Running,77,145,715.8,Female
600806,Yoga,75,83,379.3,Female
600807,Swimming,55,149,560.1,Female
600808,Cycling,52,129,450.7,Female
600809,Yoga,59,81,309.4,Male
600810,Yoga,82,72,392.4,Male
600811,Swimming,57,137,506.2,Female
600812,Running,84,159,872.0,Male
600813,Weightlifting,46,105,255.3,Female
600814,Running,75,146,705.2,Female
600815,Running,89,145,862.4,Female
600816,Yoga,65,75,299.9,Male
600817,Yoga,47,67,224.8,Male
600818,Cycling,84,127,710.4,Male
600819,Yoga,32,63,131.8,Male
600820,Cycling,44,121,365.1,Female
600821,Running,89,152,898.5,Male
600822,Yoga,35,70,,Female
600823,Yoga,61,60,244.7,Male
600824,Weightlifting,38,133,339.1,Male
600825,Weightlifting,52,105,351.4,Male
600826,Cycling,77,121,582.1,Female
600827,Yoga,68,60,312.0,Male
600828,Running,30,146,264.4,Male
600829,Yoga,32,70,105.5,Male
600830,Weightlifting,22,124,219.9,Female
600831,Weightlifting,45,112,354.5,Male
600832,Running,40,170,469.4,Male
600833,Yoga,63,68,288.0,Male
600834,Weightlifting,75,105,494.2,Male
600835,Yoga,44,60,161.7,Male
600836,Running,29,151,286.5,Male
600837,Swimming,34,154,341.6,Male
600838,Running,56,157,584.0,Female
600839,Weightlifting,40,124,273.6,Male
600840,Running,81,148,784.7,Male
600841,Yoga,56,66,292.2,Male
600842,Yoga,68,75,344.6,Male
600843,Running,32,167,400.1,Female
600844,Running,33,150,293.0,Female
600845,Swimming,68,158,731.2,Male
600846,Yoga,37,71,130.5,Male
600847,Cycling,65,108,382.0,Female
600848,Weightlifting,61,115,480.7,Female
600849,Swimming,35,148,343.0,Male
600850,Running,29,155,263.2,Male
600851,Swimming,38,149,363.0,Male
600852,Running,80,158,831.1,Male
600853,Cycling,47,132,386.4,Female
600854,Yoga,41,81,190.3,Female
600855,Swimming,75,154,727.5,Male
600856,Yoga,44,62,168.2,Female
600857,Yoga,41,60,120.0,Male
600858,Yoga,47,84,231.6,Female
600859,Weightlifting,64,126,567.8,Male
600860,Running,28,166,334.1,Female
600861,Running,88,164,940.8,Male
600862,Running,22,147,239.2,Female
600863,Running,22,145,202.3,Male
600864,Running,77,158,823.2,Female
600865,Yoga,59,67,265.2,Female
600866,Swimming,55,151,567.2,Female
600867,Running,64,165,678.0,Female
600868,Swimming,37,163,,Female
600869,Yoga,60,62,320.5,Male
600870,Running,61,160,616.8,Female
600871,Weightlifting,58,129,513.5,Female
600872,Yoga,66,83,313.2,Male
600873,Cycling,29,133,275.1,Female
600874,Yoga,81,74,429.6,Male
600875,Cycling,77,125,582.9,Male
600876,Swimming,39,157,379.7,Female
600877,Weightlifting,48,129,418.6,Female
600878,Yoga,28,64,107.8,Male
600879,Running,56,164,557.3,Female
600880,Running,68,172,765.9,Male
600881,Weightlifting,83,133,731.1,Male
600882,Yoga,69,78,350.6,Female
600883,Swimming,51,157,541.9,Male
600884,Cycling,71,106,430.3,Female
600885,Cycling,82,134,732.6,Female
600886,Running,87,168,907.9,Female
600887,Running,20,152,199.2,Female
600888,Swimming,81,151,806.9,Female
600889,Weightlifting,38,125,367.7,Male
600890,Swimming,23,150,254.3,Male
600891,Yoga,28,60,123.7,Female
600892,Weightlifting,39,121,338.2,Male
600893,Running,55,163,566.4,Male
600894,Yoga,74,84,403.2,Female
600895,Weightlifting,85,112,642.5,Female
600896,Swimming,30,163,301.9,Male
600897,Yoga,20,60,67.4,Female
600898,Weightlifting,23,105,170.1,Male
600899,Swimming,25,152,208.8,Male
600900,Swimming,32,155,384.6,Male
600901,Yoga,85,76,436.1,Male
600902,Yoga,59,74,288.9,Male
600903,Yoga,27,63,89.7,Female
600904,Weightlifting,38,112,214.1,Male
600905,Running,39,165,402.3,Male
600906,Running,27,161,302.0,Male
600907,Yoga,25,60,110.7,Male
600908,Cycling,41,118,289.2,Female
600909,Swimming,85,142,796.1,Female
600910,Yoga,27,73,146.0,Female
600911,Yoga,28,60,116.5,Female
600912,Cycling,86,105,610.7,Male
600913,Yoga,64,83,350.4,Male
600914,Running,28,168,279.3,Male
600915,Swimming,59,149,644.7,Male
600916,Cycling,85,112,605.1,Male
600917,Weightlifting,21,132,209.8,Female
600918,Weightlifting,74,130,647.3,Male
600919,Swimming,51,142,539.2,Female
600920,Cycling,62,122,495.4,Female
600921,Running,61,152,661.2,Male
600922,Cycling,54,106,359.4,Female
600923,Yoga,48,60,221.5,Male
600924,Weightlifting,63,109,458.2,Female
600925,Running,52,148,574.0,Female
600926,Cycling,37,123,355.9,Male
600927,Running,67,165,678.4,Male
600928,Cycling,23,128,187.8,Female
600929,Swimming,42,161,504.0,Male
600930,Weightlifting,55,132,454.1,Male
600931,Running,39,167,401.0,Male
600932,Yoga,35,64,114.2,Male
600933,Swimming,33,149,318.3,Male
600934,Running,78,168,866.8,Male
600935,Yoga,80,65,399.0,Male
600936,Cycling,55,134,472.3,Male
600937,Running,77,161,828.8,Female
600938,Yoga,24,70,99.6,Female
600939,Running,41,159,391.8,Male
600940,Running,27,147,298.8,Male
600941,Weightlifting,35,111,219.6,Female
600942,Running,55,165,620.8,Male
600943,Yoga,89,65,433.0,Male
600944,Swimming,26,146,232.7,Male
600945,Yoga,36,66,97.0,Female
600946,Yoga,58,69,249.8,Male
600947,Running,29,156,258.3,Male
600948,Running,62,161,649.6,Female
600949,Running,84,160,908.3,Male
600950,Yoga,56,68,209.0,Male
600951,Running,88,169,982.7,Female
600952,Cycling,41,133,320.0,Male
600953,Yoga,62,60,275.0,Female
600954,Weightlifting,49,114,330.9,Male
600955,Running,79,163,859.1,Female
600956,Weightlifting,27,127,226.4,Female
600957,Swimming,43,158,427.1,Female
600958,Weightlifting,60,125,489.3,Male
600959,Running,56,164,583.8,Female
600960,Weightlifting,22,121,222.1,Female
600961,Swimming,30,149,242.5,Female
600962,Weightlifting,66,113,430.4,Female
600963,Cycling,69,111,458.7,Female
600964,Cycling,49,131,432.1,Male
600965,Cycling,49,118,399.9,Male
600966,Running,48,152,480.0,Female
600967,Weightlifting,82,122,672.9,Female
600968,Yoga,67,84,416.7,Female
600969,Yoga,73,81,384.6,Male
600970,Running,59,161,582.5,Male
600971,Yoga,77,70,320.6,Male
600972,Weightlifting,59,133,505.2,Female
600973,Yoga,30,60,82.3,Male
600974,Yoga,82,77,432.4,Female
600975,Yoga,65,66,281.0,Male
600976,Cycling,20,120,152.8,Male
600977,Swimming,27,151,270.9,Male
600978,Yoga,54,68,278.0,Male
600979,Swimming,73,137,630.3,Female
600980,Cycling,78,117,628.0,Female
600981,Cycling,61,134,523.9,Male
600982,Cycling,81,124,664.7,Female
600983,Swimming,77,163,819.4,Male
600984,Running,22,152,228.5,Female
600985,Yoga,42,69,197.8,Female
600986,Running,72,163,746.2,Male
600987,Swimming,85,155,853.9,Male
600988,Running,59,171,677.2,Female
600989,Weightlifting,47,110,343.0,Male
600990,Running,21,166,213.5,Female
600991,Cycling,52,113,444.7,Male
600992,Running,48,156,491.8,Male
600993,Weightlifting,69,131,583.8,Male
600994,Running,48,166,493.7,Female
600995,Running,20,150,182.6,Male
600996,Cycling,55,131,486.3,Male
600997,Yoga,39,66,172.4,Male
600998,Swimming,53,147,538.2,Female
600999,Yoga,63,74,275.3,Female
601000,Yoga,24,80,134.5,Male
