PanelID,DaysWithoutRain,DustDensityScore,AmbientTemp,PowerOutput_kWh,EfficiencyDrop_Percent
1520580,93.4,6.8,10.8,115.5,47.2
1520581,90.6,6.1,15.6,270.7,27.6
1520582,71.5,5.1,23.8,40.3,54.9
1520583,120.7,9.5,25.5,160.9,43.2
1520584,82.5,3.6,8.3,137.7,52.8
1520585,108.3,5.6,15.3,306.1,42.0
1520586,83.3,5.8,6.8,26.6,44.5
1520587,119.8,8.5,9.2,228.0,65.2
1520588,84.3,5.6,32.8,290.4,51.5
1520589,91.7,8.4,33.5,211.3,41.0
1520590,63.5,5.9,19.4,252.6,33.2
1520591,153.0,5.9,17.2,45.8,33.3
1520592,142.6,7.5,16.0,240.6,45.8
1520593,129.4,7.3,16.5,332.4,41.9
1520594,132.5,5.5,11.3,278.7,62.8
1520595,159.5,8.1,21.0,173.2,32.8
1520596,129.8,9.2,16.4,334.9,54.3
1520597,65.1,8.1,14.0,265.4,51.6
1520598,106.7,6.2,14.2,98.3,62.5
1520599,105.8,6.4,19.9,194.0,38.5
1520600,123.1,7.6,20.2,219.5,65.1
1520601,75.4,7.4,18.1,301.8,38.1
1520602,112.5,6.6,17.0,340.1,17.1
1520603,107.5,5.4,12.2,337.0,38.5
1520604,123.6,5.3,16.8,256.0,18.9
1520605,103.9,9.4,18.4,201.4,47.1
1520606,123.8,8.6,14.9,243.4,96.6
1520607,86.4,7.0,27.2,479.9,44.5
1520608,103.7,8.0,29.7,295.0,46.3
1520609,62.9,8.6,20.4,228.2,53.0
1520610,117.1,6.4,12.8,333.8,33.4
1520611,106.4,9.2,-10.0,111.3,42.8
1520612,120.9,6.2,16.9,250.3,36.1
1520613,73.2,7.8,33.7,290.7,39.7
1520614,45.6,5.9,15.3,192.4,36.9
1520615,131.4,6.3,22.8,223.8,31.3
1520616,104.6,9.5,27.3,247.3,32.1
1520617,97.0,10.0,9.8,291.5,28.5
1520618,65.7,6.7,18.4,324.9,48.5
1520619,128.4,8.1,11.4,10.0,38.3
1520620,141.7,6.4,13.4,174.3,33.3
1520621,95.9,,19.6,226.8,48.6
1520622,97.9,7.6,24.9,361.2,52.8
1520623,152.7,3.4,2.0,364.2,56.2
1520624,112.5,6.8,15.2,180.4,41.0
1520625,113.8,6.2,19.2,332.9,23.8
1520626,97.8,7.2,32.9,107.8,39.8
1520627,109.9,7.4,21.1,209.8,56.3
1520628,126.0,6.9,11.8,380.5,58.8
1520629,96.3,8.3,8.2,308.6,68.6
1520630,149.6,6.5,19.9,426.3,21.9
1520631,72.5,8.3,16.9,155.0,77.6
1520632,89.4,5.0,26.6,224.0,45.0
1520633,116.3,6.9,19.6,244.3,21.9
1520634,106.2,8.0,26.0,196.0,39.1
1520635,141.5,6.9,18.8,383.8,42.7
1520636,108.4,6.6,21.8,286.3,24.9
1520637,111.8,7.2,11.0,204.9,60.5
1520638,107.8,6.8,27.1,143.1,32.4
1520639,111.7,8.3,4.9,183.4,54.1
1520640,126.2,3.1,8.8,243.8,38.0
1520641,87.1,7.8,30.0,335.7,54.6
1520642,77.9,5.7,20.2,309.8,48.7
1520643,84.8,8.5,11.2,367.3,60.8
1520644,131.9,8.3,7.0,272.2,27.9
1520645,95.6,9.0,15.5,177.4,38.5
1520646,123.4,5.5,10.3,69.1,36.8
1520647,100.4,7.4,22.9,242.8,48.8
1520648,107.4,7.7,28.8,211.5,44.0
1520649,126.1,8.9,14.1,237.3,59.7
1520650,123.5,6.7,17.2,220.7,55.3
1520651,116.8,7.9,10.4,85.3,51.5
1520652,105.3,6.8,31.1,124.7,55.0
1520653,130.6,4.3,27.2,295.1,46.4
1520654,96.8,7.5,23.9,315.1,30.9
1520655,125.2,6.4,16.0,90.2,55.5
1520656,114.2,6.2,20.8,255.2,29.2
1520657,73.2,9.1,27.8,202.3,34.6
1520658,74.1,9.5,10.3,239.9,35.9
1520659,125.0,5.4,16.1,286.6,35.3
1520660,143.5,5.2,24.1,293.8,58.6
1520661,155.6,6.8,12.8,71.6,48.7
1520662,103.9,6.9,11.0,10.0,7.8
1520663,79.0,3.0,12.1,226.2,33.3
1520664,95.6,6.8,32.6,331.7,57.7
1520665,69.9,3.5,12.6,412.7,29.2
1520666,60.1,6.4,17.2,409.9,16.1
1520667,88.3,5.5,18.6,300.6,40.6
1520668,108.8,6.6,15.8,279.2,37.6
1520669,105.3,4.8,2.3,206.7,53.4
1520670,101.2,8.4,8.2,139.9,70.4
1520671,96.0,6.8,24.5,347.1,29.3
1520672,68.2,6.4,25.6,380.1,13.9
1520673,160.8,5.2,21.2,180.1,48.9
1520674,82.4,8.8,16.7,180.7,27.4
1520675,82.9,7.9,14.9,326.0,39.7
1520676,116.7,5.6,19.2,227.7,37.9
1520677,112.8,6.6,-3.4,264.5,59.8
1520678,96.0,8.7,15.6,142.5,18.4
1520679,80.3,10.0,-1.4,145.1,95.8
1520680,117.0,7.7,12.0,109.6,35.4
1520681,108.0,9.8,30.6,163.6,42.2
1520682,87.0,6.3,14.4,346.9,80.5
1520683,101.7,6.8,2.7,315.5,24.7
1520684,132.1,5.2,13.5,397.2,73.5
1520685,65.6,9.4,15.0,129.9,61.5
1520686,94.6,6.8,17.3,243.4,40.2
1520687,83.2,6.9,10.8,124.5,24.8
1520688,154.0,8.2,29.1,341.2,44.9
1520689,77.7,8.9,22.0,211.0,49.8
1520690,83.9,9.4,10.1,114.7,46.5
1520691,84.6,7.1,28.0,219.8,64.1
1520692,136.3,4.9,11.8,132.4,44.5
1520693,153.6,5.2,12.3,161.6,49.9
1520694,107.5,6.9,25.9,226.8,48.5
1520695,136.3,9.7,16.9,303.7,21.4
1520696,130.0,7.6,21.9,290.6,54.0
1520697,131.8,7.3,10.7,254.3,37.7
1520698,110.4,6.4,18.6,175.1,67.8
1520699,108.0,8.0,11.7,260.8,35.7
1520700,87.4,4.6,9.5,198.0,57.7
1520701,124.0,6.2,20.8,324.2,56.7
1520702,104.1,8.6,20.0,185.2,68.7
1520703,113.3,4.5,5.6,259.6,41.5
1520704,116.0,7.0,12.8,370.1,36.1
1520705,76.8,8.0,27.4,260.6,60.8
1520706,82.4,4.6,16.2,244.3,54.3
1520707,109.4,7.3,9.6,195.2,16.8
1520708,81.3,5.4,15.0,274.6,44.4
1520709,87.3,7.3,25.2,200.5,52.8
1520710,93.4,8.0,22.5,187.2,30.6
1520711,38.9,6.7,23.8,236.1,23.9
1520712,87.4,6.8,17.7,179.7,67.4
1520713,101.4,7.1,14.2,251.6,45.9
1520714,91.0,5.2,22.1,259.8,48.8
1520715,80.6,6.2,19.2,183.5,64.3
1520716,123.2,8.0,18.8,303.9,42.8
1520717,141.8,5.3,16.2,271.8,67.5
1520718,68.2,5.5,11.3,114.1,50.9
1520719,101.7,8.1,27.0,365.5,36.0
1520720,116.1,9.3,40.0,292.9,56.8
1520721,67.0,7.8,25.0,142.8,54.4
1520722,123.8,4.1,24.4,138.6,51.4
1520723,129.2,5.6,33.6,129.9,35.9
1520724,131.1,10.0,34.6,277.0,43.0
1520725,112.7,7.5,18.5,429.2,13.7
1520726,84.4,7.3,10.6,267.9,41.2
1520727,139.1,6.3,11.1,236.8,31.4
1520728,164.8,6.6,3.4,165.5,61.3
1520729,103.0,9.6,20.2,292.7,53.1
1520730,85.5,7.7,22.5,255.9,26.2
1520731,82.2,7.6,20.1,301.0,53.1
1520732,91.6,7.5,6.8,325.5,39.0
1520733,113.0,3.8,27.4,123.1,24.4
1520734,98.9,7.3,17.2,302.5,51.7
1520735,65.7,7.8,19.6,229.3,54.4
1520736,85.5,6.5,31.1,231.5,55.3
1520737,111.2,7.4,6.5,309.4,39.8
1520738,105.1,8.3,22.8,10.0,36.8
1520739,158.2,7.5,12.4,118.5,51.3
1520740,62.4,6.2,16.7,163.4,54.7
1520741,91.3,6.9,16.0,366.1,59.4
1520742,113.5,6.4,14.0,254.2,26.2
1520743,77.3,8.8,36.1,231.8,25.3
1520744,64.5,9.8,25.1,279.1,20.6
1520745,68.8,9.0,36.7,291.0,46.3
1520746,82.7,10.0,9.8,362.7,57.2
1520747,92.9,10.0,20.3,281.4,58.9
1520748,112.9,8.4,16.8,210.9,66.1
1520749,69.2,8.3,12.4,264.5,44.9
1520750,75.0,5.8,32.9,279.3,46.1
1520751,111.4,8.1,19.0,282.5,29.9
1520752,113.5,9.7,17.8,131.3,40.1
1520753,109.4,9.3,14.3,297.6,66.7
1520754,147.3,8.1,13.5,324.7,26.5
1520755,80.1,4.4,0.1,195.5,93.8
1520756,89.9,5.2,24.9,76.6,50.4
1520757,116.0,9.2,8.1,207.4,15.1
1520758,100.4,9.3,22.8,282.3,71.1
1520759,78.7,5.1,18.7,146.1,47.5
1520760,152.7,7.8,17.2,251.5,26.3
1520761,146.8,7.7,19.3,259.0,35.2
1520762,112.8,8.3,15.2,254.0,42.4
1520763,82.9,8.9,28.7,278.5,45.5
1520764,83.9,7.8,5.4,284.4,52.5
1520765,136.7,7.0,15.8,172.4,22.1
1520766,117.3,7.3,18.5,294.2,52.1
1520767,123.4,5.2,19.9,172.5,32.1
1520768,102.1,9.1,15.9,306.3,36.2
1520769,102.1,8.9,21.2,214.5,33.4
1520770,138.3,8.2,12.9,254.5,44.1
1520771,71.6,7.3,14.9,194.2,50.1
1520772,111.4,9.2,12.3,142.8,34.2
1520773,168.9,9.1,6.6,193.6,42.7
1520774,100.8,5.5,13.8,211.4,61.2
1520775,86.6,5.8,11.7,408.4,60.8
1520776,116.2,7.4,20.2,179.8,41.5
1520777,81.1,10.0,23.0,117.4,46.1
1520778,130.7,3.5,25.9,236.0,64.0
1520779,116.7,7.4,18.7,217.3,63.8
1520780,139.3,8.3,16.2,260.3,30.3
1520781,117.6,5.5,14.4,287.6,39.6
1520782,87.9,7.3,21.5,332.0,42.3
1520783,118.7,6.9,14.7,237.5,47.9
1520784,91.9,8.3,12.6,156.5,43.3
1520785,79.0,7.1,23.6,330.5,58.3
1520786,100.0,7.5,19.1,202.3,29.4
1520787,114.4,5.1,11.8,333.7,35.5
1520788,104.4,7.5,10.0,434.9,28.7
1520789,85.4,8.9,14.5,298.0,52.4
1520790,113.4,7.7,15.5,327.4,40.1
1520791,116.1,9.5,6.8,244.1,65.2
1520792,105.7,6.0,17.2,359.0,50.0
1520793,68.4,9.8,30.7,135.9,50.2
1520794,80.2,6.6,19.3,254.8,20.7
1520795,107.0,7.6,18.2,326.7,37.4
1520796,85.5,7.6,26.6,162.8,27.6
1520797,100.2,5.2,16.0,285.2,37.1
1520798,134.4,6.5,12.4,165.7,85.4
1520799,89.2,8.6,26.0,261.2,40.4
1520800,41.3,5.8,38.0,146.7,54.1
1520801,91.9,5.6,11.3,288.4,57.2
1520802,102.2,8.5,21.4,316.7,32.6
1520803,110.9,9.7,13.8,322.4,16.1
1520804,121.7,7.2,4.8,236.5,55.0
1520805,80.5,8.4,14.6,313.8,74.0
1520806,132.1,7.5,21.7,210.7,45.5
1520807,122.8,6.7,9.8,378.6,44.2
1520808,90.6,7.2,18.2,279.0,27.4
1520809,142.8,5.0,16.3,229.8,49.7
1520810,100.8,7.3,12.4,462.5,39.6
1520811,140.2,6.2,3.8,212.1,25.2
1520812,104.8,6.9,26.0,364.1,44.4
1520813,68.0,9.6,25.5,227.8,31.2
1520814,163.7,8.2,19.3,284.3,63.6
1520815,104.7,8.6,18.3,331.6,78.7
1520816,85.8,7.8,34.1,305.2,55.7
1520817,118.8,7.7,12.6,263.8,44.6
1520818,92.3,6.4,25.5,255.2,44.5
1520819,78.6,8.1,25.9,366.2,47.1
1520820,58.8,7.5,4.9,239.7,53.1
1520821,113.2,7.4,17.9,268.3,43.8
1520822,80.7,6.4,22.2,288.0,21.6
1520823,98.0,8.0,21.3,185.4,47.5
1520824,105.8,5.5,13.7,165.4,23.8
1520825,131.2,,9.1,240.6,46.9
1520826,134.0,4.0,23.0,354.2,23.2
1520827,74.3,6.4,33.3,282.6,33.9
1520828,94.6,8.9,18.3,184.8,36.7
1520829,106.7,4.3,24.8,313.1,63.2
1520830,72.5,8.8,27.8,160.7,53.3
1520831,85.0,6.4,15.1,154.5,66.8
1520832,97.2,6.3,32.4,251.3,65.5
1520833,105.3,9.5,6.7,156.2,21.1
1520834,109.6,8.4,18.1,376.4,29.4
1520835,80.7,5.7,15.1,324.7,55.1
1520836,94.2,9.2,29.9,185.8,40.6
1520837,77.6,7.8,11.8,427.9,46.5
1520838,69.5,7.7,29.7,237.9,54.8
1520839,82.9,7.9,17.0,337.7,36.5
1520840,70.1,8.1,28.5,236.3,66.4
1520841,88.4,6.8,11.8,287.9,60.9
1520842,75.4,6.4,30.3,204.4,60.7
1520843,94.9,8.7,21.7,328.0,47.0
1520844,115.9,5.7,35.5,450.4,30.0
1520845,85.3,5.2,11.7,263.7,50.1
1520846,111.6,5.3,28.6,167.7,57.3
1520847,106.7,9.1,14.8,178.8,56.9
1520848,129.2,8.0,16.5,277.7,18.1
1520849,80.3,7.8,17.7,333.2,38.8
1520850,71.0,9.4,19.9,371.9,52.6
1520851,152.0,8.5,10.3,354.9,46.4
1520852,95.7,8.2,14.7,135.5,47.8
1520853,109.1,7.4,15.1,175.4,53.1
1520854,68.8,,21.7,361.3,35.7
1520855,94.2,6.8,17.4,224.4,57.9
1520856,88.5,5.8,16.0,178.6,30.4
1520857,73.1,7.5,19.9,178.8,63.8
1520858,65.5,8.8,19.1,168.7,39.2
1520859,109.7,7.5,9.7,222.0,55.9
1520860,79.7,6.0,25.6,153.7,27.7
1520861,100.8,4.6,24.1,273.1,48.5
1520862,99.3,10.0,21.1,223.4,54.6
1520863,115.0,10.0,14.2,191.6,40.9
1520864,92.6,8.8,11.1,157.4,46.2
1520865,126.9,8.7,20.2,115.8,61.2
1520866,109.0,3.8,16.9,188.3,43.7
1520867,120.2,7.4,10.6,293.4,57.8
1520868,89.2,5.8,10.5,330.0,37.3
1520869,138.8,6.9,20.9,185.6,23.2
1520870,108.8,6.5,19.1,231.1,22.0
1520871,94.2,7.7,13.7,291.1,55.3
1520872,139.9,7.3,26.6,324.5,37.2
1520873,130.2,10.0,10.2,196.1,31.3
1520874,138.8,5.5,25.5,264.8,45.7
1520875,88.9,10.0,12.2,237.9,41.1
1520876,98.0,6.4,24.6,226.3,50.8
1520877,134.8,9.4,2.7,258.6,30.7
1520878,91.4,8.8,13.1,177.5,40.5
1520879,55.6,7.6,10.9,178.4,57.0
1520880,112.1,7.0,24.6,216.9,45.0
1520881,57.8,6.9,39.7,223.6,70.6
1520882,109.8,5.0,15.6,286.7,35.3
1520883,114.8,3.5,23.8,234.4,31.3
1520884,118.1,8.2,35.5,319.4,7.5
1520885,95.9,7.6,3.6,152.9,45.1
1520886,63.6,6.5,21.6,187.7,25.9
1520887,71.8,8.8,16.6,155.9,72.5
1520888,96.0,7.7,23.4,254.7,26.2
1520889,137.2,9.3,15.8,256.7,22.3
1520890,102.2,8.6,11.5,244.1,55.6
1520891,86.7,7.2,6.1,244.0,48.2
1520892,99.4,8.8,14.7,178.7,39.1
1520893,63.6,8.7,24.2,240.3,24.6
1520894,135.8,,23.8,145.6,35.7
1520895,57.2,5.9,4.9,449.9,58.5
1520896,78.9,6.7,5.4,208.1,50.2
1520897,128.8,4.1,21.1,234.5,39.2
1520898,89.9,5.4,9.2,272.4,44.4
1520899,104.3,8.6,18.4,234.0,19.2
1520900,130.9,10.0,5.7,246.6,53.4
1520901,104.9,7.0,15.0,194.3,27.2
1520902,126.5,8.7,21.7,329.9,70.0
1520903,106.7,6.2,10.9,171.1,25.4
1520904,119.2,9.5,19.5,305.5,51.4
1520905,141.1,5.2,0.5,346.1,48.0
1520906,116.1,7.0,8.5,203.5,69.9
1520907,76.8,6.1,18.7,105.9,67.9
1520908,128.7,5.7,13.5,341.3,22.3
1520909,82.8,6.9,8.5,232.6,35.6
1520910,109.9,6.3,15.1,272.5,29.9
1520911,128.1,7.3,19.4,169.4,22.7
1520912,97.3,10.0,26.3,142.0,29.8
1520913,62.2,5.6,18.1,129.8,27.8
1520914,139.3,7.1,16.2,277.5,66.8
1520915,85.8,9.4,14.1,369.7,51.9
1520916,69.5,7.5,20.7,218.7,41.3
1520917,109.2,5.3,29.7,158.5,26.3
1520918,78.6,6.5,17.7,179.4,60.9
1520919,95.0,6.9,19.0,229.4,85.9
1520920,100.8,5.6,26.4,377.1,31.2
1520921,127.1,5.1,5.9,358.8,48.6
1520922,130.8,7.2,14.0,184.7,56.5
1520923,95.8,4.7,13.8,350.0,65.3
1520924,93.1,7.7,12.3,164.1,88.1
1520925,117.7,9.1,10.7,227.8,25.9
1520926,76.6,8.2,9.3,309.8,33.3
1520927,98.7,5.6,10.8,362.7,51.2
1520928,101.4,7.3,7.9,373.8,43.6
1520929,138.7,7.6,15.5,316.1,27.9
1520930,115.1,8.1,15.1,186.7,63.1
1520931,102.6,10.0,11.5,286.9,51.9
1520932,46.0,3.0,20.1,182.3,63.9
1520933,86.7,5.1,11.2,215.3,35.2
1520934,57.0,4.8,25.7,296.6,34.6
1520935,138.9,7.5,28.5,309.4,49.9
1520936,122.2,5.8,20.7,271.0,37.4
1520937,73.6,10.0,14.5,206.7,54.5
1520938,105.9,7.1,24.8,204.8,17.2
1520939,62.0,7.9,11.4,259.1,35.1
1520940,98.8,8.0,20.3,290.0,42.9
1520941,98.8,6.4,28.4,113.0,45.6
1520942,142.5,6.5,19.1,425.3,45.5
1520943,63.6,8.7,26.7,258.8,34.4
1520944,117.0,5.3,29.2,247.1,22.1
1520945,98.6,4.5,22.6,258.3,33.0
1520946,81.8,5.5,15.8,248.1,20.5
1520947,138.3,5.8,10.4,339.0,63.3
1520948,90.1,7.5,18.3,388.3,56.2
1520949,125.5,,33.1,236.1,40.6
1520950,123.5,7.9,26.2,366.1,38.6
1520951,76.2,7.3,21.1,211.7,50.0
1520952,125.9,7.1,11.9,191.5,37.7
1520953,81.9,8.4,31.4,300.3,61.9
1520954,93.1,8.0,20.8,174.6,24.3
1520955,103.0,5.1,14.4,185.7,31.0
1520956,139.1,8.4,21.4,330.8,50.4
1520957,80.1,8.0,13.2,240.9,41.4
1520958,110.1,6.4,23.4,211.1,44.9
1520959,95.0,5.7,23.4,212.0,40.7
1520960,105.0,7.4,33.8,328.1,31.7
1520961,117.6,5.9,8.0,205.4,93.5
1520962,70.9,10.0,16.6,241.6,56.5
1520963,108.3,8.5,17.4,233.9,49.6
1520964,118.6,6.5,21.4,317.4,30.5
1520965,60.3,7.0,22.7,168.1,41.7
1520966,120.1,7.6,14.5,406.4,34.3
1520967,145.0,9.6,22.7,262.4,38.2
1520968,110.5,8.4,13.6,278.9,43.0
1520969,73.9,9.2,10.9,259.4,55.8
1520970,103.6,5.8,13.3,327.4,41.0
1520971,127.5,6.0,24.3,242.2,25.8
1520972,94.7,8.0,24.8,192.4,57.0
1520973,129.1,7.8,20.5,195.9,60.5
1520974,75.4,8.4,13.1,294.6,52.5
1520975,78.2,4.5,21.3,278.4,75.3
1520976,120.6,,21.1,394.8,48.6
1520977,97.7,5.5,11.8,231.7,68.0
1520978,68.0,7.9,13.8,280.8,45.6
1520979,99.5,6.9,7.2,228.3,28.6
1520980,37.2,7.0,6.7,182.7,44.2
1520981,78.2,8.5,13.9,359.2,21.8
1520982,121.6,10.0,5.8,354.9,35.8
1520983,99.2,6.9,16.5,261.4,44.4
1520984,152.5,6.4,13.8,171.4,45.3
1520985,123.0,5.5,17.3,275.3,61.2
1520986,70.2,8.3,29.3,203.3,57.4
1520987,66.0,5.1,28.9,232.0,31.0
1520988,113.3,6.1,4.3,407.5,34.0
1520989,139.7,5.7,16.7,228.6,63.0
1520990,81.8,6.3,23.9,302.3,68.6
1520991,90.0,6.2,27.3,405.9,35.7
1520992,130.8,7.3,11.2,232.7,35.9
1520993,78.5,6.9,8.9,247.4,46.6
1520994,145.2,7.8,19.8,369.6,18.7
1520995,90.7,8.0,12.5,163.1,46.1
1520996,88.3,10.0,8.6,343.5,32.3
1520997,85.6,6.5,11.5,346.0,39.6
1520998,105.9,7.2,23.6,104.6,40.8
1520999,47.7,6.3,14.8,291.7,44.9
1521000,53.8,9.1,24.1,263.8,57.7
