PostID,FollowersCount_K,HashtagsCount,EngagementRate_Percent,SavedCount,IsSponsored
1630581,119.9,103.7,43.0,84.3,124.9
1630582,140.4,149.3,37.7,116.2,119.3
1630583,115.1,119.4,37.3,110.3,73.6
1630584,101.7,74.8,50.3,140.6,82.3
1630585,108.9,101.5,66.7,120.2,105.4
1630586,79.3,117.5,57.1,121.5,85.0
1630587,59.1,159.6,46.3,96.9,61.6
1630588,98.2,106.6,55.2,96.5,40.4
1630589,97.1,89.9,40.6,110.9,101.2
1630590,85.6,81.3,64.8,111.8,92.3
1630591,118.6,90.3,48.1,103.6,105.3
1630592,131.6,63.7,47.6,82.8,103.7
1630593,102.1,112.6,54.6,128.4,72.2
1630594,122.6,108.6,52.4,98.7,74.5
1630595,76.2,81.5,28.8,110.8,80.1
1630596,61.9,75.8,64.7,68.1,96.0
1630597,79.8,122.9,34.9,115.8,110.3
1630598,65.1,28.8,46.2,86.2,112.6
1630599,105.6,93.2,45.6,91.9,87.7
1630600,62.7,105.2,48.0,123.4,107.9
1630601,76.1,144.8,31.9,109.7,128.7
1630602,102.3,98.7,52.7,79.1,61.0
1630603,70.8,142.2,60.1,86.8,103.6
1630604,99.4,120.3,12.0,98.9,100.2
1630605,119.3,108.7,26.6,98.0,116.3
1630606,120.3,123.3,27.2,131.2,28.4
1630607,121.4,57.5,51.0,74.6,117.4
1630608,93.5,88.7,43.3,113.5,124.7
1630609,98.5,152.2,42.0,156.0,106.8
1630610,83.8,111.6,35.0,46.3,83.3
1630611,130.6,64.2,40.0,87.0,73.2
1630612,96.5,139.8,40.2,110.1,138.8
1630613,96.4,62.1,39.5,90.4,97.8
1630614,53.3,183.1,40.1,88.3,74.5
1630615,101.0,121.3,39.9,57.9,104.8
1630616,99.8,112.5,31.7,55.3,89.4
1630617,88.3,77.1,25.2,89.4,60.4
1630618,140.8,97.1,57.6,55.4,73.5
1630619,121.4,89.6,61.5,74.2,165.6
1630620,68.1,102.7,53.0,87.1,149.6
1630621,46.5,147.0,38.7,118.8,57.4
1630622,109.2,82.4,26.2,26.2,91.1
1630623,55.8,138.3,66.0,72.0,87.8
1630624,125.9,104.2,45.4,155.2,111.7
1630625,116.2,120.0,51.6,62.0,115.6
1630626,115.9,117.5,42.5,122.2,146.9
1630627,67.7,125.6,55.3,120.1,95.6
1630628,107.4,89.0,76.5,83.9,85.4
1630629,67.1,81.4,53.4,87.4,67.6
1630630,118.2,65.0,50.3,120.6,134.6
1630631,93.6,122.7,35.8,149.5,93.0
1630632,109.5,108.1,47.7,101.8,104.6
1630633,85.2,142.3,59.4,107.0,135.7
1630634,63.5,113.3,59.1,109.4,107.4
1630635,69.2,98.9,67.2,105.8,66.0
1630636,103.5,92.6,19.8,85.3,97.2
1630637,133.7,113.9,47.9,74.3,90.5
1630638,86.8,108.7,28.9,77.8,61.3
1630639,126.6,100.7,51.1,107.2,87.8
1630640,102.2,102.3,27.7,124.7,85.9
1630641,115.7,114.7,61.8,93.0,77.1
1630642,75.7,95.3,56.0,119.9,65.6
1630643,98.9,120.0,43.8,105.7,91.2
1630644,116.7,97.3,26.3,94.1,113.9
1630645,119.0,74.8,36.2,108.0,106.0
1630646,56.6,112.2,28.5,62.3,148.7
1630647,112.4,119.5,35.8,134.1,43.6
1630648,69.8,91.9,25.7,77.2,61.3
1630649,112.8,115.3,46.9,105.6,87.8
1630650,98.5,102.2,49.5,83.3,87.8
1630651,85.8,126.0,23.7,98.4,81.2
1630652,78.1,102.8,50.7,100.1,138.4
1630653,87.4,98.4,24.0,115.8,93.4
1630654,97.6,91.4,69.8,113.3,111.4
1630655,110.7,93.8,45.8,98.8,41.2
1630656,133.5,105.5,62.1,35.6,89.9
1630657,102.9,145.4,41.7,84.2,85.6
1630658,104.4,59.9,43.6,88.5,117.6
1630659,79.0,82.4,48.9,124.6,142.4
1630660,102.9,92.8,36.8,97.5,114.0
1630661,134.6,86.7,12.2,113.6,85.4
1630662,85.0,126.8,14.8,98.5,90.4
1630663,114.2,80.0,42.8,109.5,49.3
1630664,142.9,91.7,64.1,59.3,80.2
1630665,129.4,60.0,46.1,90.8,121.1
1630666,173.2,129.4,17.1,93.7,88.8
1630667,132.1,119.9,43.8,105.3,113.2
1630668,96.1,105.9,47.7,98.5,53.9
1630669,31.3,58.7,30.5,93.0,139.1
1630670,115.9,97.1,37.0,40.9,115.8
1630671,94.8,129.1,52.4,99.4,106.6
1630672,54.0,125.7,30.6,130.0,79.3
1630673,74.1,111.9,14.4,67.0,131.9
1630674,129.3,131.6,37.8,84.9,81.6
1630675,140.8,95.9,54.2,75.5,74.6
1630676,86.9,155.2,67.7,108.5,102.6
1630677,92.8,79.4,53.8,79.3,121.8
1630678,77.9,85.1,52.7,113.1,127.8
1630679,102.3,118.8,70.0,73.7,103.3
1630680,102.4,99.5,59.2,97.0,83.7
1630681,89.2,162.7,40.0,88.8,107.7
1630682,95.9,89.1,30.2,66.5,106.0
1630683,104.6,92.3,30.7,106.6,104.4
1630684,123.4,112.6,81.6,113.0,110.7
1630685,69.4,104.7,52.4,90.4,130.1
1630686,100.3,103.2,62.3,98.0,70.7
1630687,72.2,106.2,59.5,109.3,90.6
1630688,123.5,68.6,50.0,111.2,98.8
1630689,111.2,84.6,44.5,103.4,77.8
1630690,121.1,110.8,49.2,122.5,133.1
1630691,96.7,94.7,37.5,138.8,146.8
1630692,134.1,104.6,40.7,125.7,120.1
1630693,102.9,127.6,34.3,126.6,148.7
1630694,90.0,114.3,41.7,90.4,126.4
1630695,52.1,102.8,62.3,105.3,121.0
1630696,91.2,117.0,30.8,113.5,88.5
1630697,118.6,125.8,31.0,135.8,101.7
1630698,62.6,122.3,43.0,83.2,70.3
1630699,77.1,92.8,42.3,95.6,89.5
1630700,69.8,131.0,29.8,65.5,93.0
1630701,113.8,119.5,39.6,80.2,102.6
1630702,83.8,111.3,44.2,94.7,107.9
1630703,72.6,90.6,34.9,85.2,91.4
1630704,108.2,111.3,60.3,116.4,94.5
1630705,81.8,100.4,48.8,57.4,97.1
1630706,107.7,157.9,24.5,160.9,101.8
1630707,108.8,91.0,42.2,125.4,81.9
1630708,143.2,100.6,50.8,78.5,87.4
1630709,73.7,125.7,62.8,79.1,88.0
1630710,140.9,49.9,49.4,92.6,91.3
1630711,97.9,78.6,30.9,88.7,49.8
1630712,110.1,104.8,42.2,133.5,80.4
1630713,80.5,99.6,57.2,99.8,103.9
1630714,70.3,139.8,53.6,86.1,134.6
1630715,131.8,98.1,67.3,136.4,117.8
1630716,126.8,114.7,38.1,74.4,121.7
1630717,94.1,93.6,40.8,70.0,115.0
1630718,56.7,136.7,31.7,141.0,62.3
1630719,115.9,141.2,25.7,72.5,77.4
1630720,55.9,115.1,57.1,134.9,101.6
1630721,94.7,124.4,63.4,114.1,91.2
1630722,156.4,139.4,54.1,109.1,97.5
1630723,119.9,145.2,67.0,112.9,104.8
1630724,135.9,105.2,36.0,133.2,95.4
1630725,117.2,84.8,39.1,89.4,122.4
1630726,103.6,150.6,45.2,110.7,62.6
1630727,99.8,71.9,67.6,96.2,139.2
1630728,106.7,70.9,68.5,151.4,133.0
1630729,104.2,89.6,29.0,92.3,117.3
1630730,81.7,109.8,62.7,93.9,29.2
1630731,66.1,87.1,49.9,87.3,76.1
1630732,101.6,88.0,60.6,111.4,90.1
1630733,81.1,87.7,74.2,82.7,98.5
1630734,67.4,115.3,39.1,108.9,95.3
1630735,56.9,125.6,35.1,118.8,61.7
1630736,143.2,132.4,23.4,117.0,116.8
1630737,126.4,78.1,47.3,110.5,120.5
1630738,132.6,88.4,35.0,73.8,116.7
1630739,78.5,109.3,75.2,55.3,86.6
1630740,120.3,91.2,51.0,92.7,98.4
1630741,114.2,62.5,81.0,108.5,145.1
1630742,84.4,111.2,46.5,75.3,89.7
1630743,138.9,110.5,21.7,94.6,89.1
1630744,96.1,93.2,54.2,122.2,111.0
1630745,86.6,154.2,37.3,117.9,77.5
1630746,93.9,94.7,37.4,61.2,106.6
1630747,90.6,98.1,68.4,112.5,80.7
1630748,64.3,46.3,50.2,88.1,98.4
1630749,95.3,126.0,45.7,81.7,86.2
1630750,114.1,98.4,41.1,69.3,62.3
1630751,94.5,118.2,50.9,66.4,150.3
1630752,86.2,103.2,63.0,133.4,88.6
1630753,80.9,65.4,17.3,99.0,77.8
1630754,124.2,142.0,33.4,91.7,115.7
1630755,107.6,110.1,58.6,79.8,64.2
1630756,67.9,91.7,28.9,134.7,73.1
1630757,69.4,103.7,46.4,111.1,53.2
1630758,117.3,141.4,22.7,104.1,108.3
1630759,91.1,32.0,49.7,98.3,132.0
1630760,100.1,98.6,46.9,140.1,108.4
1630761,116.5,94.8,55.0,101.0,108.3
1630762,80.3,152.6,33.8,117.0,144.4
1630763,124.0,131.8,45.3,103.3,140.4
1630764,63.3,132.3,73.4,103.0,115.9
1630765,109.9,121.2,35.2,114.5,100.4
1630766,104.9,89.8,48.2,85.4,87.6
1630767,83.7,96.3,42.9,109.8,114.8
1630768,90.1,76.5,26.3,52.4,106.7
1630769,54.1,69.5,30.4,102.5,94.6
1630770,103.4,74.3,40.8,124.1,99.7
1630771,72.2,39.6,49.4,111.5,154.8
1630772,118.2,112.6,10.0,87.9,95.9
1630773,87.7,159.5,39.3,123.0,147.8
1630774,69.5,101.4,62.6,109.9,137.1
1630775,127.4,166.6,20.8,89.0,99.2
1630776,105.8,82.9,30.8,90.2,111.1
1630777,131.4,162.8,41.1,133.1,123.5
1630778,75.2,139.6,12.5,103.6,108.2
1630779,96.6,89.0,44.1,79.4,114.1
1630780,105.2,78.1,36.7,80.2,135.4
1630781,80.1,137.1,39.8,93.2,149.1
1630782,74.6,113.4,26.0,94.8,106.7
1630783,93.7,96.6,24.8,120.3,120.8
1630784,128.3,53.2,34.6,111.1,118.9
1630785,103.4,113.4,33.7,120.9,116.4
1630786,118.0,113.0,51.5,111.9,72.1
1630787,148.5,76.6,61.2,119.4,103.9
1630788,89.0,90.4,47.8,49.7,41.6
1630789,99.1,108.8,54.9,106.2,94.6
1630790,117.7,61.6,45.1,106.1,113.0
1630791,73.5,93.4,,123.5,148.9
1630792,129.2,123.9,45.0,131.3,92.9
1630793,119.2,101.1,25.4,105.4,56.1
1630794,100.9,86.0,42.6,83.6,108.4
1630795,119.4,97.8,38.5,84.3,106.3
1630796,101.7,114.2,36.2,87.9,102.4
1630797,111.6,117.5,47.2,58.5,65.2
1630798,116.7,107.4,53.6,92.1,60.2
1630799,108.7,89.4,24.6,141.3,76.7
1630800,95.8,117.7,67.3,63.4,111.7
1630801,90.9,99.5,40.9,140.6,91.9
1630802,81.2,91.0,52.6,134.6,91.8
1630803,142.4,105.7,44.1,124.6,113.1
1630804,106.2,97.1,38.2,89.6,87.0
1630805,125.0,97.5,40.5,125.5,116.3
1630806,99.4,72.9,59.0,123.7,104.8
1630807,147.1,115.1,38.6,101.0,76.7
1630808,82.8,112.0,30.9,113.6,139.1
1630809,92.7,73.1,38.5,59.8,87.7
1630810,99.7,123.3,47.8,145.4,89.9
1630811,100.5,88.4,48.3,100.3,101.1
1630812,104.3,109.7,13.9,129.5,106.9
1630813,80.5,83.7,52.8,80.6,35.8
1630814,61.5,130.6,47.5,93.9,101.6
1630815,107.9,80.0,16.7,129.0,86.5
1630816,95.6,84.9,40.3,83.8,118.7
1630817,81.7,167.6,41.3,99.9,110.1
1630818,126.5,60.8,40.0,96.1,108.2
1630819,102.2,110.7,37.8,98.5,61.4
1630820,103.2,120.6,28.7,96.5,127.7
1630821,88.7,78.4,48.2,88.7,82.2
1630822,81.1,74.2,29.9,83.5,80.9
1630823,126.5,94.5,20.7,137.2,136.2
1630824,106.1,83.7,62.8,87.8,130.0
1630825,104.6,76.4,56.6,69.8,129.5
1630826,47.7,99.3,60.6,99.6,63.9
1630827,113.7,146.1,66.9,128.4,108.4
1630828,72.3,114.0,59.5,122.0,73.8
1630829,74.9,102.3,35.2,112.1,65.3
1630830,103.1,81.7,24.0,73.4,78.4
1630831,61.5,51.7,26.9,143.5,137.1
1630832,97.0,109.5,40.7,110.0,153.0
1630833,96.6,108.0,23.8,150.9,54.5
1630834,118.1,49.2,43.9,102.1,81.5
1630835,145.1,111.7,36.0,80.9,104.3
1630836,108.9,107.2,57.8,92.6,88.9
1630837,85.6,77.9,61.5,105.8,114.5
1630838,111.2,131.8,70.7,84.2,72.1
1630839,95.5,123.3,38.6,129.2,47.7
1630840,141.1,99.9,56.5,114.4,16.4
1630841,90.6,129.0,25.6,113.4,126.3
1630842,76.9,113.2,46.5,65.5,111.7
1630843,143.5,137.3,63.2,88.5,30.4
1630844,87.5,97.0,47.7,129.1,94.0
1630845,110.0,102.4,33.0,74.6,102.1
1630846,54.4,82.2,55.0,144.1,91.0
1630847,112.7,117.3,67.8,119.1,105.9
1630848,90.8,121.7,19.5,98.8,99.5
1630849,113.3,115.4,85.2,107.4,109.5
1630850,67.6,95.9,36.6,151.3,109.6
1630851,91.8,42.4,65.5,108.7,92.7
1630852,65.6,66.0,52.6,57.9,88.8
1630853,63.6,77.1,44.5,124.8,90.1
1630854,123.1,111.2,33.2,82.9,82.7
1630855,141.6,81.8,45.2,61.9,97.0
1630856,91.4,74.2,52.6,132.5,74.6
1630857,65.8,80.5,48.0,140.3,73.0
1630858,136.4,66.9,33.8,132.8,106.3
1630859,124.2,74.9,45.8,98.7,116.0
1630860,89.2,129.1,47.3,119.2,74.7
1630861,24.1,98.3,24.7,104.1,143.8
1630862,109.4,107.9,49.8,146.6,82.9
1630863,69.6,22.2,36.4,96.1,95.8
1630864,135.9,54.7,38.6,108.3,101.0
1630865,110.7,109.5,30.1,84.7,98.5
1630866,108.6,123.8,43.7,105.0,123.7
1630867,98.0,104.9,53.1,109.6,60.5
1630868,83.7,120.4,33.2,95.1,58.8
1630869,42.3,135.9,46.5,74.0,115.3
1630870,124.7,85.6,61.6,118.9,65.0
1630871,83.4,51.2,34.6,131.2,111.6
1630872,111.8,92.7,42.2,71.0,116.9
1630873,126.3,83.6,21.8,72.4,119.8
1630874,89.3,68.2,49.4,118.8,142.5
1630875,87.9,103.7,37.7,112.3,123.8
1630876,58.9,87.2,60.5,96.3,123.8
1630877,123.1,72.4,30.8,83.6,88.0
1630878,120.8,69.5,56.9,141.9,78.8
1630879,141.9,100.0,36.9,110.7,114.4
1630880,93.4,128.0,80.7,101.4,87.9
1630881,108.9,67.9,40.1,100.6,68.9
1630882,115.1,102.0,50.0,107.5,150.0
1630883,95.3,12.0,62.3,104.8,83.7
1630884,117.7,90.7,,120.8,111.4
1630885,93.7,55.3,,119.1,113.2
1630886,87.0,73.4,35.3,74.8,93.6
1630887,120.6,94.6,41.4,75.1,69.2
1630888,57.2,75.2,51.1,106.8,121.1
1630889,68.2,122.8,50.5,93.7,99.3
1630890,86.1,108.1,13.9,102.6,95.9
1630891,90.6,64.0,40.4,113.6,98.7
1630892,53.3,101.2,52.0,74.5,111.2
1630893,102.6,154.7,47.2,115.0,113.1
1630894,109.7,141.5,38.2,86.8,122.7
1630895,104.3,91.2,68.0,129.0,113.0
1630896,67.4,153.6,0.0,115.6,86.0
1630897,121.4,85.9,41.6,92.6,51.7
1630898,100.4,82.4,45.7,110.3,119.9
1630899,65.0,100.5,21.2,93.9,108.6
1630900,115.1,76.4,47.7,96.0,118.7
1630901,99.9,86.2,,70.7,87.4
1630902,94.3,134.3,43.1,124.3,81.7
1630903,62.8,97.4,46.2,34.8,62.0
1630904,121.2,81.0,61.2,91.2,158.4
1630905,100.6,102.1,41.2,77.5,99.4
1630906,85.7,109.4,46.1,79.7,90.4
1630907,89.4,87.4,31.4,78.8,103.0
1630908,118.2,136.6,44.8,134.3,148.0
1630909,61.4,120.8,58.5,115.9,147.9
1630910,98.2,120.0,43.2,105.9,109.9
1630911,104.5,167.6,0.0,148.5,133.4
1630912,97.0,80.9,42.4,70.0,104.0
1630913,89.5,131.6,0.0,110.7,71.7
1630914,62.1,163.5,61.3,101.8,92.3
1630915,97.7,123.1,27.8,79.8,99.1
1630916,51.2,94.9,48.0,127.8,84.4
1630917,74.9,74.4,49.8,88.5,110.9
1630918,115.8,75.9,37.3,124.1,151.8
1630919,76.9,89.0,40.7,125.1,152.4
1630920,54.2,117.4,76.0,86.8,105.6
1630921,99.6,85.2,33.0,51.3,117.5
1630922,182.7,95.0,47.8,107.7,80.1
1630923,70.3,75.7,25.3,140.3,91.9
1630924,123.0,71.1,38.0,147.1,142.5
1630925,103.8,153.0,44.7,103.1,93.6
1630926,138.9,135.5,44.7,85.9,78.5
1630927,141.8,145.4,51.2,111.1,89.1
1630928,87.7,77.0,45.7,87.2,116.6
1630929,102.8,78.6,32.5,114.4,91.0
1630930,60.6,63.5,31.2,96.3,102.2
1630931,89.7,121.2,24.5,126.1,82.6
1630932,95.4,115.4,56.0,114.2,39.1
1630933,81.3,116.3,40.3,87.3,93.5
1630934,93.0,67.6,46.8,71.6,82.6
1630935,100.9,90.1,46.2,99.9,126.8
1630936,135.7,69.6,67.2,75.5,100.7
1630937,96.9,97.6,40.7,134.5,85.7
1630938,124.1,95.6,58.8,116.5,116.1
1630939,92.3,60.2,35.0,125.2,83.0
1630940,114.1,96.1,43.3,76.8,105.6
1630941,71.3,157.1,48.5,92.5,110.0
1630942,84.1,119.6,46.5,68.5,125.8
1630943,110.8,87.0,19.7,105.0,78.4
1630944,123.0,47.8,44.8,93.4,153.2
1630945,109.5,117.6,27.5,145.1,91.7
1630946,99.9,109.8,32.8,129.3,130.4
1630947,118.0,122.6,55.6,99.5,79.7
1630948,76.4,105.5,34.4,100.2,93.0
1630949,139.0,126.9,30.0,76.3,100.4
1630950,71.3,80.5,18.6,86.9,71.6
1630951,127.9,126.4,60.1,115.8,141.2
1630952,81.7,117.1,21.0,102.6,95.3
1630953,147.6,98.7,49.8,119.5,140.6
1630954,105.2,107.9,46.6,101.9,98.1
1630955,117.0,112.7,36.6,119.4,106.8
1630956,98.0,114.2,34.9,98.3,85.3
1630957,60.0,56.2,28.4,97.8,86.5
1630958,147.2,69.8,62.1,104.1,78.7
1630959,130.1,98.5,44.2,130.0,86.3
1630960,68.7,109.7,56.9,105.6,97.0
1630961,135.3,82.2,26.2,112.6,99.3
1630962,87.8,80.8,39.9,102.1,101.8
1630963,102.8,133.8,62.6,101.3,164.8
1630964,78.5,82.2,56.8,96.2,73.4
1630965,139.6,128.6,67.0,111.4,79.1
1630966,67.4,116.6,40.2,82.2,147.3
1630967,71.3,109.4,58.1,91.7,95.6
1630968,121.2,166.5,28.2,144.5,110.7
1630969,111.4,113.0,35.1,99.9,143.5
1630970,131.7,115.6,37.8,130.7,141.4
1630971,80.5,55.8,67.7,167.2,68.4
1630972,60.1,83.1,32.0,83.7,77.0
1630973,85.2,93.8,38.1,99.7,130.4
1630974,150.9,91.9,86.6,135.8,122.0
1630975,113.4,117.6,68.1,64.6,130.1
1630976,99.0,113.3,40.5,140.9,126.3
1630977,76.6,53.2,29.6,77.3,111.0
1630978,73.6,59.1,29.7,77.7,103.8
1630979,85.6,83.0,12.2,134.4,60.3
1630980,91.6,81.4,26.7,96.3,101.0
1630981,92.9,116.8,44.2,92.5,73.3
1630982,78.0,87.4,41.1,126.7,107.2
1630983,100.3,72.7,21.6,86.6,96.6
1630984,90.3,131.4,9.8,114.0,80.1
1630985,113.4,128.9,53.9,108.4,123.7
1630986,102.0,104.2,14.5,179.9,127.1
1630987,112.4,109.9,55.8,96.6,102.8
1630988,65.0,142.9,60.4,107.7,79.7
1630989,59.9,116.5,74.7,90.7,79.8
1630990,84.5,70.2,35.9,110.7,70.4
1630991,134.9,87.0,37.2,90.9,100.9
1630992,97.6,92.0,47.3,95.5,80.8
1630993,115.7,106.4,56.1,89.0,79.8
1630994,92.8,78.3,43.6,62.6,88.1
1630995,79.8,87.3,41.5,63.5,119.0
1630996,135.2,75.0,37.8,89.5,67.2
1630997,96.6,107.5,56.7,125.7,122.4
1630998,69.5,134.1,67.6,40.8,108.4
1630999,76.4,76.2,61.4,100.8,91.5
1631000,106.5,43.1,49.2,133.0,75.6
