ArticleID,SensationalismScore,AdDensity_Percent,ReaderDwellTimeSeconds,ShareCount,IsClickbait
1640581,6.5,43.2,16.6,63.9,114.9
1640582,7.0,50.4,9.7,58.7,90.2
1640583,3.3,56.0,29.1,84.7,107.0
1640584,6.6,25.4,20.0,63.4,32.1
1640585,7.8,57.1,5.9,94.5,79.7
1640586,7.9,44.3,4.0,91.0,109.8
1640587,6.0,51.3,7.9,83.0,116.0
1640588,9.1,31.3,5.6,87.2,63.9
1640589,6.1,52.8,31.0,139.0,86.6
1640590,7.1,66.6,9.5,128.4,96.3
1640591,8.1,39.0,5.0,119.6,64.6
1640592,9.4,30.4,20.4,89.0,89.4
1640593,8.0,55.5,4.7,83.1,78.6
1640594,6.5,41.3,21.6,82.1,69.9
1640595,5.4,38.0,19.2,92.1,90.8
1640596,8.6,41.9,5.3,68.9,125.0
1640597,6.5,57.6,1.6,79.0,104.5
1640598,6.6,29.3,1.2,108.1,73.5
1640599,6.8,34.4,4.7,81.0,141.5
1640600,6.4,45.0,9.3,106.7,79.1
1640601,5.6,44.6,2.4,150.1,128.1
1640602,5.7,24.8,23.7,119.0,82.5
1640603,7.0,65.1,26.8,147.7,64.1
1640604,7.9,45.0,,81.5,154.6
1640605,5.5,68.9,15.8,101.3,89.9
1640606,7.3,30.5,16.1,131.2,83.2
1640607,8.1,37.8,2.5,90.8,111.9
1640608,9.6,45.1,1.0,101.5,80.7
1640609,8.6,56.8,4.4,84.6,90.0
1640610,7.8,56.8,8.7,74.4,99.8
1640611,8.6,70.5,6.5,88.3,144.4
1640612,8.9,24.9,14.8,81.0,103.2
1640613,10.0,32.4,14.0,78.5,103.8
1640614,8.7,49.0,13.3,110.9,81.5
1640615,6.8,52.8,1.0,100.0,89.4
1640616,7.6,33.5,22.4,78.1,84.6
1640617,8.5,51.4,51.5,94.4,98.8
1640618,7.9,35.2,,95.6,79.9
1640619,7.8,43.2,27.7,131.2,128.6
1640620,7.6,5.7,16.6,73.4,106.2
1640621,10.0,48.4,7.1,114.8,127.7
1640622,9.5,24.3,21.9,103.1,137.0
1640623,6.8,25.3,24.8,93.6,108.3
1640624,4.5,40.8,1.3,105.6,140.0
1640625,8.7,41.1,1.1,107.3,116.2
1640626,8.7,48.7,1.4,87.1,93.7
1640627,7.1,57.4,21.8,100.6,96.2
1640628,8.7,35.2,11.6,109.5,75.4
1640629,5.5,42.0,6.3,116.7,116.7
1640630,6.0,51.1,28.5,112.1,95.6
1640631,9.1,52.9,1.1,51.4,128.2
1640632,8.2,32.9,57.6,80.3,89.7
1640633,6.8,24.5,16.9,116.5,125.8
1640634,9.3,27.6,15.7,123.4,91.2
1640635,7.6,26.3,14.1,59.0,110.1
1640636,7.4,20.0,33.6,74.4,110.8
1640637,8.3,55.5,4.3,118.7,127.2
1640638,6.9,77.6,8.6,138.1,102.3
1640639,6.9,0.0,30.4,116.1,122.9
1640640,8.9,47.7,10.5,73.3,143.9
1640641,4.9,30.7,5.2,87.2,102.1
1640642,4.6,27.7,22.9,136.3,102.8
1640643,8.1,37.9,24.2,118.4,117.7
1640644,7.7,39.7,4.7,114.0,82.3
1640645,10.0,25.6,38.1,115.3,99.6
1640646,6.7,55.5,27.8,89.4,79.4
1640647,6.9,57.3,33.0,120.1,71.5
1640648,7.6,34.3,2.3,121.7,97.9
1640649,9.2,75.4,1.0,42.2,94.9
1640650,7.4,35.4,10.0,62.0,91.4
1640651,8.6,25.2,3.4,115.6,108.8
1640652,7.8,14.9,14.7,123.6,55.2
1640653,6.1,50.9,40.7,89.0,44.0
1640654,9.6,26.1,44.6,63.6,92.4
1640655,7.2,32.0,1.3,95.8,147.4
1640656,9.0,48.0,3.4,89.6,110.6
1640657,6.4,36.6,13.6,99.8,66.5
1640658,7.8,44.3,36.8,83.4,82.1
1640659,9.3,18.0,4.8,86.2,94.5
1640660,9.4,58.4,17.5,73.6,90.6
1640661,7.0,38.4,17.3,93.0,129.8
1640662,5.1,47.8,6.2,141.5,56.2
1640663,5.9,57.4,9.8,124.7,128.7
1640664,8.4,57.6,37.5,107.0,119.7
1640665,6.2,29.8,2.1,118.0,104.3
1640666,9.8,37.3,9.4,97.8,118.7
1640667,7.7,45.3,13.2,93.6,82.6
1640668,6.6,64.0,1.1,97.9,95.0
1640669,7.4,27.9,1.4,94.8,98.1
1640670,6.0,50.5,3.6,134.8,138.8
1640671,7.2,65.5,26.8,65.8,76.1
1640672,5.4,80.1,5.2,82.2,121.8
1640673,6.0,30.4,5.9,102.4,94.8
1640674,7.6,47.5,1.0,69.6,73.5
1640675,7.5,39.3,1.0,91.7,93.3
1640676,8.4,59.2,3.8,136.3,131.0
1640677,9.1,58.1,13.0,117.4,114.0
1640678,4.4,31.9,35.3,104.0,115.7
1640679,6.9,38.3,1.0,99.7,86.6
1640680,6.2,49.8,25.4,99.8,91.3
1640681,6.6,32.5,6.7,108.5,126.3
1640682,6.3,61.4,16.3,74.2,92.2
1640683,5.9,21.0,5.6,76.7,63.7
1640684,7.2,23.0,29.9,104.9,67.7
1640685,5.4,64.3,1.0,54.3,106.2
1640686,8.0,54.0,15.2,89.6,96.3
1640687,8.2,43.6,12.6,98.8,100.5
1640688,9.1,21.2,24.2,105.2,127.5
1640689,8.7,41.8,1.0,90.7,70.2
1640690,5.2,39.0,18.9,71.4,124.3
1640691,5.8,43.3,7.7,148.2,121.6
1640692,8.5,44.9,45.9,139.6,105.9
1640693,7.4,52.7,18.0,101.0,102.1
1640694,4.4,39.0,7.0,112.7,109.5
1640695,6.1,97.8,67.4,100.3,98.4
1640696,7.6,36.7,3.7,96.4,54.6
1640697,7.8,36.3,3.2,104.9,104.0
1640698,8.3,39.9,6.3,58.0,110.2
1640699,7.4,35.0,19.8,82.2,107.9
1640700,7.6,41.3,1.0,127.1,126.9
1640701,5.4,51.8,3.5,100.0,111.7
1640702,5.9,41.8,3.0,119.0,112.0
1640703,8.9,44.9,22.5,85.4,117.8
1640704,7.1,40.4,3.0,88.1,122.0
1640705,5.7,26.3,10.0,106.4,48.5
1640706,7.5,30.9,21.9,136.5,91.0
1640707,7.4,21.7,10.3,146.1,86.3
1640708,8.1,46.4,1.9,91.3,85.1
1640709,7.2,37.0,10.2,112.1,113.5
1640710,5.6,47.2,5.9,79.8,52.0
1640711,10.0,31.1,33.4,109.2,71.9
1640712,5.8,28.0,19.0,119.3,92.4
1640713,5.2,37.7,22.4,110.2,44.0
1640714,4.6,37.4,2.8,145.5,164.9
1640715,5.9,23.7,16.3,85.5,84.4
1640716,7.3,49.5,1.8,88.1,76.4
1640717,8.1,38.7,38.6,157.6,97.7
1640718,8.6,59.0,9.8,91.6,148.5
1640719,8.6,53.7,17.7,92.9,90.9
1640720,5.9,39.9,29.9,122.6,123.5
1640721,6.5,62.9,1.0,126.3,91.1
1640722,6.3,39.2,15.9,76.2,95.3
1640723,7.3,33.4,7.7,53.8,99.2
1640724,7.3,55.8,18.8,88.8,88.2
1640725,7.0,22.6,17.0,69.8,104.4
1640726,9.4,61.5,1.8,122.3,82.1
1640727,5.9,45.2,4.1,116.6,89.2
1640728,9.5,46.1,26.1,114.8,89.2
1640729,8.5,53.8,17.3,139.2,116.6
1640730,6.6,79.1,71.9,104.5,98.6
1640731,7.8,37.5,2.0,92.7,85.0
1640732,5.7,56.8,1.3,117.1,69.8
1640733,6.5,68.8,1.7,60.7,117.9
1640734,7.8,57.9,2.1,85.2,98.7
1640735,6.7,48.0,14.1,99.2,116.9
1640736,9.7,25.7,44.4,77.7,85.8
1640737,10.0,36.4,73.1,117.7,102.7
1640738,3.4,61.9,5.8,76.7,131.9
1640739,6.4,69.4,2.3,100.7,95.3
1640740,4.4,47.2,1.4,125.8,129.1
1640741,7.3,25.0,6.9,87.3,37.9
1640742,6.6,45.3,15.3,115.6,82.9
1640743,5.5,28.0,34.1,88.1,131.2
1640744,7.8,49.6,3.3,75.8,97.4
1640745,6.8,59.4,24.8,121.5,83.1
1640746,8.9,23.4,1.1,121.5,126.4
1640747,8.0,45.7,6.4,117.0,107.9
1640748,4.1,34.0,4.8,145.5,116.7
1640749,10.0,62.0,11.1,98.6,133.9
1640750,7.0,38.2,1.2,101.1,122.1
1640751,5.7,41.3,60.3,90.0,117.4
1640752,6.2,29.2,35.7,122.0,83.8
1640753,7.0,34.4,7.9,77.7,118.7
1640754,7.3,21.8,11.6,94.5,99.2
1640755,6.3,24.8,7.0,107.2,160.0
1640756,8.0,69.0,17.9,111.4,84.8
1640757,5.6,54.9,1.0,122.2,62.5
1640758,6.7,39.2,2.9,56.6,130.8
1640759,8.9,57.0,3.2,101.5,75.3
1640760,10.0,59.5,5.0,46.0,110.9
1640761,5.8,34.2,2.3,73.6,136.0
1640762,5.5,52.1,8.1,97.9,63.3
1640763,6.1,25.5,1.0,71.9,147.8
1640764,6.1,27.5,3.7,145.2,108.4
1640765,4.7,36.7,1.0,102.3,74.5
1640766,8.7,65.5,13.2,131.8,108.6
1640767,4.5,61.9,2.7,114.9,104.1
1640768,4.8,47.4,6.8,121.3,74.5
1640769,5.9,49.3,9.3,122.4,91.1
1640770,9.1,52.0,1.0,31.4,53.5
1640771,5.8,64.7,13.9,86.1,78.4
1640772,7.7,35.3,14.0,118.1,66.4
1640773,8.1,33.3,10.8,122.8,105.8
1640774,7.5,46.8,1.1,82.1,129.4
1640775,9.8,72.8,3.2,52.1,118.2
1640776,6.1,44.3,7.0,120.0,104.1
1640777,4.0,64.1,16.3,98.2,113.8
1640778,6.8,48.6,24.0,116.2,83.2
1640779,7.7,23.0,21.7,83.3,115.5
1640780,7.8,58.0,27.0,138.5,77.3
1640781,8.7,59.5,13.8,119.3,74.3
1640782,6.3,61.6,7.9,81.4,120.0
1640783,7.1,42.5,29.5,128.4,75.1
1640784,6.5,48.4,3.5,103.2,70.4
1640785,10.0,67.9,7.0,92.4,66.4
1640786,8.7,48.4,2.2,75.9,122.4
1640787,7.5,42.5,39.4,78.3,86.7
1640788,5.6,72.1,5.3,105.1,105.1
1640789,8.4,38.9,35.0,100.1,101.2
1640790,8.7,43.6,9.6,88.7,60.3
1640791,9.3,2.6,15.8,102.0,121.2
1640792,6.2,50.9,1.9,117.5,125.9
1640793,6.2,69.2,1.0,120.2,77.2
1640794,2.4,17.4,3.9,98.1,66.9
1640795,6.3,24.6,14.8,63.6,84.8
1640796,9.9,34.5,6.1,120.8,54.0
1640797,6.4,51.7,54.0,137.8,114.8
1640798,7.2,59.2,1.0,98.0,76.0
1640799,9.9,69.8,5.9,116.5,65.2
1640800,7.9,54.0,5.7,73.6,119.1
1640801,8.0,43.3,14.9,106.2,134.4
1640802,5.0,61.0,25.8,85.8,99.1
1640803,6.5,39.2,22.8,101.5,75.2
1640804,8.9,56.0,5.9,73.5,154.0
1640805,9.7,38.2,1.0,95.8,135.8
1640806,6.3,38.7,16.3,103.0,87.6
1640807,6.4,31.1,25.6,111.6,122.7
1640808,6.9,57.5,6.8,97.5,119.1
1640809,6.6,50.4,7.8,101.9,70.6
1640810,5.7,64.6,1.2,144.8,111.5
1640811,7.1,84.2,30.6,77.7,80.0
1640812,6.9,63.1,10.8,107.2,92.8
1640813,5.0,34.4,18.5,107.3,79.0
1640814,7.4,38.2,12.6,97.0,92.3
1640815,8.9,61.6,17.1,99.5,85.2
1640816,8.1,70.7,4.9,150.6,127.8
1640817,7.8,43.1,12.6,97.6,107.5
1640818,5.8,62.7,1.0,106.9,89.7
1640819,7.7,16.9,14.5,95.7,115.8
1640820,6.9,37.9,1.0,124.6,121.0
1640821,5.3,53.2,20.0,68.8,113.6
1640822,5.3,62.5,67.7,69.2,77.9
1640823,5.0,44.5,9.5,116.9,96.1
1640824,5.8,61.3,7.4,57.1,39.4
1640825,8.5,63.3,54.9,122.1,156.4
1640826,7.4,31.1,12.1,78.7,76.4
1640827,6.9,57.3,18.4,147.3,114.5
1640828,8.0,39.4,13.0,97.7,85.5
1640829,10.0,30.8,2.8,76.8,78.4
1640830,8.5,57.0,6.9,125.3,91.4
1640831,7.2,33.9,1.0,120.5,91.7
1640832,9.5,22.2,1.6,121.2,74.7
1640833,6.2,43.1,1.0,77.1,103.6
1640834,4.9,21.7,1.4,91.0,114.5
1640835,6.2,55.1,1.0,90.9,111.8
1640836,6.0,53.0,38.6,108.9,103.3
1640837,6.1,55.4,2.6,97.4,96.7
1640838,5.3,40.1,6.0,104.8,106.6
1640839,5.7,51.7,1.0,141.5,91.6
1640840,6.1,55.9,27.1,86.0,98.5
1640841,5.0,91.0,1.0,120.3,87.3
1640842,6.7,39.0,5.3,104.1,102.6
1640843,8.4,39.9,13.9,79.5,81.8
1640844,6.1,28.1,1.2,94.8,87.4
1640845,9.8,49.8,20.6,86.4,135.6
1640846,6.9,34.6,2.5,116.2,112.0
1640847,4.9,51.5,7.8,89.6,126.4
1640848,6.4,58.7,23.6,109.9,75.1
1640849,6.7,61.9,14.2,136.7,87.0
1640850,5.8,44.1,17.3,78.6,107.2
1640851,7.3,49.4,13.2,96.9,41.2
1640852,8.7,25.9,,58.9,133.3
1640853,8.4,39.9,1.0,120.8,121.8
1640854,10.0,40.6,47.0,92.6,135.6
1640855,4.4,76.9,1.0,108.2,114.8
1640856,8.2,53.8,30.0,110.1,139.4
1640857,8.0,41.4,6.8,113.4,48.5
1640858,7.3,59.9,3.8,86.5,81.6
1640859,9.1,55.2,10.5,90.9,85.6
1640860,10.0,54.0,3.1,127.4,78.0
1640861,10.0,75.2,30.8,98.5,72.7
1640862,8.6,17.6,8.3,101.8,102.8
1640863,6.3,52.3,1.0,115.9,119.2
1640864,6.2,55.4,18.1,104.3,92.5
1640865,6.0,45.5,10.6,140.4,129.5
1640866,5.3,68.0,15.1,127.3,92.1
1640867,4.9,39.5,17.7,80.3,43.0
1640868,9.3,39.3,6.6,80.7,125.6
1640869,6.5,82.5,16.1,86.8,89.8
1640870,4.1,41.7,10.9,78.1,117.1
1640871,8.0,59.7,13.6,91.6,118.5
1640872,6.2,45.8,,99.3,110.3
1640873,8.2,44.9,7.6,106.8,86.1
1640874,8.0,54.3,25.6,135.0,115.3
1640875,8.1,45.1,11.9,112.8,152.6
1640876,6.9,56.8,33.5,129.9,118.1
1640877,7.5,33.8,4.7,67.1,106.1
1640878,6.5,20.6,1.0,106.3,141.1
1640879,8.9,34.9,7.0,77.7,124.9
1640880,8.8,48.7,5.7,100.2,114.9
1640881,4.6,28.6,2.2,112.8,91.0
1640882,9.4,47.5,24.3,97.8,110.0
1640883,9.4,69.2,16.0,80.0,171.8
1640884,7.1,19.5,34.9,129.5,84.4
1640885,10.0,47.4,20.0,126.0,84.3
1640886,7.3,38.5,18.4,107.1,149.0
1640887,5.2,47.3,1.2,146.5,123.8
1640888,4.7,49.6,4.8,133.1,80.4
1640889,7.6,59.3,11.0,67.0,88.6
1640890,8.0,37.5,7.0,111.4,99.4
1640891,7.3,17.5,3.0,87.8,95.7
1640892,7.6,29.8,5.2,104.0,102.7
1640893,8.4,39.4,28.7,80.1,91.7
1640894,10.0,33.6,11.4,82.5,75.9
1640895,6.9,49.9,14.6,106.2,99.6
1640896,6.3,51.6,4.9,130.0,95.6
1640897,7.1,56.4,4.4,92.4,96.1
1640898,5.4,35.7,59.5,71.7,94.9
1640899,6.1,63.6,9.0,48.2,40.1
1640900,5.4,33.4,43.9,29.0,112.4
1640901,6.8,32.9,26.1,116.8,111.4
1640902,8.1,47.4,7.1,113.6,136.0
1640903,7.3,25.5,37.9,98.9,126.5
1640904,8.1,53.3,2.5,132.9,45.5
1640905,6.7,46.4,6.0,151.7,71.1
1640906,7.2,41.9,8.7,42.7,75.3
1640907,6.4,46.7,5.0,123.4,88.0
1640908,8.6,57.9,1.0,126.4,148.1
1640909,7.1,51.2,3.6,135.3,94.8
1640910,7.3,46.1,13.1,121.2,107.4
1640911,8.0,37.6,3.1,97.2,106.3
1640912,8.3,50.0,4.4,139.5,148.1
1640913,7.0,30.6,11.0,110.6,70.0
1640914,10.0,18.2,28.2,92.7,123.2
1640915,7.0,41.8,6.8,40.3,104.9
1640916,8.3,31.8,8.2,57.5,113.5
1640917,7.2,47.2,23.0,79.8,79.6
1640918,5.8,46.1,93.4,41.9,92.4
1640919,8.7,48.0,7.8,55.0,123.1
1640920,6.9,40.2,6.4,37.1,87.3
1640921,6.2,55.0,1.0,98.0,143.0
1640922,8.2,55.0,37.5,119.8,87.2
1640923,8.0,34.5,25.0,128.0,124.5
1640924,5.5,14.8,6.8,100.0,89.7
1640925,9.1,69.4,67.9,88.1,94.6
1640926,8.1,39.1,36.1,113.3,71.2
1640927,5.8,58.8,43.6,98.3,115.0
1640928,4.5,41.5,1.0,124.4,96.7
1640929,8.9,63.3,6.6,99.3,107.8
1640930,6.4,41.1,22.4,50.4,123.4
1640931,9.0,54.9,7.5,69.2,149.7
1640932,7.1,44.5,3.8,121.6,121.3
1640933,7.7,9.4,7.0,102.4,101.8
1640934,6.5,61.0,49.0,87.4,102.1
1640935,7.5,53.5,3.9,125.7,119.0
1640936,7.7,45.6,11.3,116.7,129.2
1640937,6.8,14.4,27.0,96.5,78.6
1640938,4.9,28.2,1.4,99.4,59.3
1640939,8.8,46.3,46.6,161.0,88.9
1640940,3.8,36.8,10.3,101.5,85.9
1640941,7.7,42.3,1.0,113.6,71.8
1640942,5.8,53.6,2.8,94.6,132.2
1640943,5.3,59.8,58.5,100.8,84.0
1640944,8.1,50.5,2.5,60.8,127.1
1640945,7.5,65.0,9.6,72.3,91.9
1640946,6.2,29.2,3.3,89.8,119.6
1640947,7.1,58.7,9.6,93.1,117.1
1640948,6.6,57.8,41.9,86.9,84.7
1640949,10.0,41.9,4.2,114.8,127.4
1640950,8.6,66.1,7.1,109.6,112.0
1640951,7.4,57.0,10.1,110.1,115.9
1640952,8.0,47.1,15.4,92.4,117.3
1640953,9.9,44.0,4.8,97.1,47.9
1640954,8.7,42.9,25.9,102.5,103.8
1640955,7.5,23.8,1.8,83.7,93.2
1640956,7.1,48.9,1.3,86.8,130.3
1640957,10.0,28.0,10.9,72.4,112.6
1640958,6.1,51.7,2.6,116.6,107.5
1640959,7.0,38.9,2.8,97.2,72.5
1640960,7.1,34.6,8.5,126.5,106.3
1640961,7.6,52.5,2.0,89.5,90.7
1640962,8.1,56.0,4.1,94.9,104.4
1640963,6.9,39.0,40.1,119.7,125.3
1640964,6.3,46.6,35.2,135.3,57.8
1640965,10.0,34.2,7.8,123.7,102.8
1640966,7.8,44.1,11.5,61.8,85.9
1640967,4.6,56.6,4.1,117.1,91.1
1640968,9.1,33.2,1.5,154.1,101.0
1640969,7.9,46.7,41.4,79.9,113.6
1640970,7.7,30.5,34.1,73.3,44.1
1640971,7.9,52.3,22.9,92.1,83.9
1640972,8.0,48.5,15.4,84.6,104.3
1640973,6.0,36.1,,89.0,100.6
1640974,8.0,32.3,1.0,122.0,116.5
1640975,5.3,48.2,10.3,88.8,99.3
1640976,5.5,66.4,1.3,124.7,114.7
1640977,8.1,37.2,16.7,118.1,104.7
1640978,10.0,36.5,90.6,93.6,105.1
1640979,6.7,60.1,53.7,126.1,92.3
1640980,8.5,34.9,7.4,107.9,111.3
1640981,5.8,30.0,7.7,53.0,136.1
1640982,6.5,56.7,43.3,70.2,77.5
1640983,9.1,41.4,5.0,79.8,72.9
1640984,6.3,30.7,13.0,110.9,104.0
1640985,7.0,68.2,4.8,102.6,131.8
1640986,4.8,48.5,7.5,96.5,79.6
1640987,6.2,68.4,10.8,113.4,114.7
1640988,7.6,26.7,28.3,109.5,99.1
1640989,9.2,37.2,2.8,63.9,161.7
1640990,7.2,59.2,28.3,89.7,84.2
1640991,7.4,31.8,12.6,83.4,122.5
1640992,6.2,37.2,9.6,106.3,75.2
1640993,7.3,63.5,5.7,154.7,149.0
1640994,9.1,40.7,22.0,10.3,109.6
1640995,8.9,56.6,1.0,76.1,112.7
1640996,5.4,66.6,28.5,122.4,132.0
1640997,8.8,41.0,21.7,122.9,61.3
1640998,6.8,42.8,11.8,124.6,87.4
1640999,8.9,64.8,2.9,152.4,137.7
1641000,5.9,57.4,57.4,113.0,99.1
