EmployeeID,WellnessSpend_K,GymVisitsMonthly,JobStressLevel,TotalUsageScore,OneYearStay
1500634,40.3,84.8,133.2,7.6,0
1500635,83.6,51.6,142.8,6.5,1
1500636,64.9,116.3,95.0,6.1,0
1500637,103.9,111.3,125.8,7.0,0
1500638,46.9,69.5,76.3,8.0,0
1500639,46.2,116.9,125.8,8.4,1
1500640,30.2,63.9,114.9,3.2,0
1500641,92.1,95.1,123.3,7.8,0
1500642,59.6,74.6,114.2,7.6,0
1500643,77.9,109.2,80.3,5.8,1
1500644,93.7,67.4,75.0,7.8,0
1500645,98.8,99.7,99.3,8.2,1
1500646,63.8,108.3,137.8,9.0,0
1500647,58.2,89.4,62.9,8.1,1
1500648,108.4,80.2,93.4,6.7,1
1500649,54.7,129.6,99.0,7.0,0
1500650,81.0,125.4,134.7,8.7,1
1500651,97.1,118.0,93.6,6.2,0
1500652,102.0,92.9,79.7,6.9,0
1500653,64.3,79.5,88.0,9.2,1
1500654,71.7,71.2,93.7,7.4,0
1500655,66.7,105.3,83.4,9.3,0
1500656,46.1,115.8,84.0,7.5,0
1500657,85.4,80.2,128.7,9.4,0
1500658,71.3,146.8,108.1,8.6,0
1500659,104.6,78.1,82.0,6.1,0
1500660,73.5,142.3,108.7,7.8,0
1500661,72.5,72.3,118.6,7.6,0
1500662,110.2,105.0,102.2,3.7,1
1500663,63.4,82.2,101.0,8.2,1
1500664,76.4,122.3,112.8,8.9,0
1500665,47.4,75.8,103.8,6.6,0
1500666,74.6,90.0,112.4,7.0,0
1500667,57.0,90.5,143.7,8.2,0
1500668,84.9,89.6,66.3,9.2,0
1500669,74.8,73.1,50.9,7.9,1
1500670,76.4,98.1,113.5,8.4,0
1500671,98.6,124.2,109.0,6.1,1
1500672,42.6,110.0,106.5,6.7,1
1500673,73.2,55.7,107.9,5.7,0
1500674,49.5,116.9,132.4,6.3,1
1500675,34.2,130.7,118.7,7.1,1
1500676,70.3,111.3,102.7,9.1,1
1500677,42.2,103.4,86.9,7.6,1
1500678,83.9,129.1,101.5,10.0,0
1500679,64.3,108.2,96.5,8.0,0
1500680,92.6,44.9,50.8,7.2,0
1500681,,73.7,121.3,8.4,0
1500682,36.5,89.2,107.8,8.8,0
1500683,87.6,92.8,136.1,6.1,1
1500684,63.3,113.4,116.9,7.8,0
1500685,74.8,117.1,86.0,6.6,1
1500686,88.0,111.9,81.7,6.2,0
1500687,87.4,119.8,111.0,8.7,0
1500688,74.4,97.0,108.3,8.3,1
1500689,,94.3,166.0,7.0,0
1500690,82.5,76.8,144.2,5.8,0
1500691,40.7,97.8,99.4,6.8,0
1500692,80.9,31.1,86.0,8.8,0
1500693,40.7,109.0,127.4,7.1,0
1500694,87.1,129.1,92.4,7.3,1
1500695,60.4,105.6,150.4,6.5,0
1500696,67.9,98.5,47.9,4.8,1
1500697,77.4,114.5,69.4,7.4,0
1500698,51.1,102.0,148.3,8.2,0
1500699,60.3,92.0,79.8,5.9,0
1500700,55.9,114.7,52.2,7.8,0
1500701,63.5,127.1,121.6,6.4,1
1500702,62.0,118.6,120.8,8.5,0
1500703,48.0,59.7,58.6,7.6,1
1500704,53.0,86.0,110.9,7.1,0
1500705,78.8,34.7,54.4,7.5,0
1500706,,126.6,92.8,6.5,0
1500707,98.1,125.7,103.1,9.7,1
1500708,94.7,110.9,98.9,7.9,1
1500709,85.8,107.6,67.6,3.3,0
1500710,81.8,65.6,69.9,8.2,1
1500711,70.6,131.3,140.0,6.0,0
1500712,42.8,111.6,112.9,6.0,0
1500713,39.7,99.5,109.3,7.3,1
1500714,81.8,108.6,72.6,6.5,1
1500715,60.8,65.5,110.8,4.5,0
1500716,86.9,39.8,100.4,5.5,1
1500717,88.5,103.3,81.8,7.7,0
1500718,68.1,137.9,82.6,6.6,1
1500719,111.6,113.3,106.5,7.7,1
1500720,62.0,106.5,57.5,7.6,0
1500721,84.1,73.0,110.0,7.8,1
1500722,74.7,173.1,91.2,6.4,0
1500723,36.2,126.5,95.4,6.9,0
1500724,122.7,143.8,131.5,6.8,1
1500725,55.0,143.6,101.2,9.9,0
1500726,44.1,87.4,117.4,6.1,0
1500727,70.9,101.8,86.5,7.1,1
1500728,78.7,106.7,79.5,6.7,0
1500729,59.6,86.5,89.7,6.4,0
1500730,56.4,53.0,94.6,3.3,0
1500731,32.2,119.2,132.3,5.0,0
1500732,79.3,69.5,99.2,6.3,0
1500733,79.6,91.6,103.0,9.1,1
1500734,85.7,50.1,87.0,6.9,0
1500735,81.8,115.5,103.6,8.0,1
1500736,79.6,56.4,65.8,7.1,1
1500737,60.2,100.0,89.5,6.2,1
1500738,97.0,118.0,68.4,6.8,1
1500739,100.3,116.4,96.5,7.8,1
1500740,119.5,118.2,109.2,6.1,1
1500741,119.1,58.3,111.7,7.7,1
1500742,101.2,82.4,131.8,7.6,0
1500743,83.1,72.8,74.2,6.1,1
1500744,51.0,87.1,124.9,7.5,1
1500745,39.8,110.1,83.0,6.6,0
1500746,90.9,100.4,99.1,7.5,0
1500747,74.1,126.0,89.7,5.5,0
1500748,67.2,129.5,95.6,6.7,0
1500749,68.6,118.5,106.2,6.9,1
1500750,75.4,113.5,108.4,6.3,0
1500751,152.0,61.9,133.7,8.8,0
1500752,74.5,100.0,107.1,7.7,0
1500753,93.4,83.7,110.7,5.5,0
1500754,102.0,86.1,63.3,6.5,1
1500755,61.3,126.1,109.6,5.3,1
1500756,98.2,110.9,131.1,6.3,0
1500757,73.7,122.7,88.1,4.1,1
1500758,97.1,132.4,80.7,4.7,1
1500759,63.9,77.6,99.2,7.6,1
1500760,56.1,131.5,56.9,7.4,0
1500761,78.6,75.3,110.1,8.5,0
1500762,59.6,67.5,102.7,7.0,0
1500763,63.6,115.2,52.3,8.2,1
1500764,53.9,113.2,86.5,6.8,0
1500765,63.4,100.3,126.4,7.1,0
1500766,76.2,104.8,63.5,8.6,1
1500767,44.1,73.9,85.1,4.5,1
1500768,67.9,68.6,88.2,4.9,0
1500769,75.3,79.1,98.2,7.4,0
1500770,55.4,99.8,94.6,5.9,1
1500771,88.3,128.2,97.9,8.5,0
1500772,114.5,97.5,112.8,3.5,1
1500773,79.0,97.2,111.5,6.4,1
1500774,79.0,157.9,118.1,7.0,0
1500775,,97.9,102.7,9.6,0
1500776,53.4,109.7,125.7,5.7,0
1500777,96.5,100.1,118.0,7.6,1
1500778,87.8,92.0,93.1,7.5,0
1500779,80.2,73.5,38.1,9.9,0
1500780,69.5,94.0,128.5,4.6,1
1500781,64.9,107.1,116.5,4.2,1
1500782,71.2,77.1,50.1,8.9,1
1500783,64.9,116.2,84.3,7.7,0
1500784,87.3,54.5,84.7,7.9,1
1500785,85.5,98.7,110.2,4.7,0
1500786,70.7,106.8,75.1,7.7,0
1500787,45.9,87.0,96.3,6.5,1
1500788,104.3,110.1,125.1,7.2,0
1500789,87.3,114.1,85.2,5.6,1
1500790,72.3,101.1,102.1,8.8,1
1500791,40.3,100.1,93.7,9.8,0
1500792,93.8,43.3,81.3,7.4,0
1500793,71.2,110.3,137.7,7.0,1
1500794,74.2,117.1,91.7,8.7,1
1500795,47.9,131.9,68.0,8.9,0
1500796,48.8,97.8,85.4,9.2,0
1500797,86.4,87.1,98.0,7.0,0
1500798,86.5,109.1,92.7,7.2,1
1500799,99.4,45.0,57.4,5.2,0
1500800,76.2,142.3,70.0,8.3,0
1500801,30.6,104.3,104.5,4.5,1
1500802,80.3,144.3,155.2,9.9,1
1500803,94.4,138.5,127.8,6.0,0
1500804,72.1,148.5,129.7,6.4,0
1500805,79.0,83.3,115.8,7.5,1
1500806,58.5,114.3,104.3,6.0,0
1500807,70.0,146.9,98.4,8.1,1
1500808,39.4,59.1,98.0,6.3,0
1500809,85.5,134.8,102.5,9.2,0
1500810,112.9,107.7,94.6,8.5,1
1500811,88.2,128.2,88.8,7.5,0
1500812,95.9,106.9,98.3,6.5,1
1500813,71.8,125.9,131.9,6.3,1
1500814,71.5,87.8,97.0,8.1,0
1500815,106.9,136.4,93.7,9.1,1
1500816,69.7,136.0,80.7,7.3,1
1500817,68.4,145.0,119.9,7.2,0
1500818,85.4,70.9,96.4,5.6,1
1500819,42.5,135.0,69.0,9.4,1
1500820,95.6,152.5,78.8,8.2,1
1500821,78.8,125.7,94.2,6.0,1
1500822,82.3,114.6,138.3,5.5,0
1500823,104.2,106.7,125.2,10.0,1
1500824,83.0,109.2,86.8,6.6,0
1500825,113.6,122.5,116.2,7.4,0
1500826,57.7,103.1,110.1,9.6,1
1500827,93.6,82.7,95.2,7.9,0
1500828,41.5,143.7,135.5,6.6,1
1500829,83.5,66.9,115.9,8.4,0
1500830,78.8,141.3,97.5,5.5,1
1500831,112.4,151.6,103.5,6.9,1
1500832,110.6,149.1,79.4,6.3,1
1500833,45.9,129.0,107.6,6.1,0
1500834,89.4,105.8,99.7,10.0,0
1500835,71.8,92.2,81.5,7.2,1
1500836,76.3,81.0,91.8,7.9,0
1500837,85.2,156.7,117.1,8.2,0
1500838,82.4,116.1,75.5,8.9,0
1500839,80.8,87.3,80.6,7.9,0
1500840,84.6,106.8,57.6,9.2,1
1500841,101.9,52.7,95.1,4.7,0
1500842,70.9,128.9,88.8,6.5,1
1500843,61.0,128.0,110.2,4.6,0
1500844,81.9,62.2,81.6,8.3,1
1500845,111.7,105.0,108.8,6.7,1
1500846,103.3,94.5,92.9,6.3,1
1500847,69.7,127.2,115.1,7.5,0
1500848,64.2,87.9,129.9,8.3,1
1500849,94.0,102.6,154.7,8.4,0
1500850,45.2,140.7,77.5,8.3,1
1500851,86.5,85.1,85.3,8.8,0
1500852,109.5,88.4,96.5,8.4,1
1500853,110.3,150.8,89.4,7.2,0
1500854,46.1,97.4,142.9,8.3,0
1500855,56.1,108.9,61.7,6.0,0
1500856,82.6,105.0,132.9,5.9,1
1500857,58.8,75.4,62.8,9.7,0
1500858,59.1,101.8,123.0,6.7,0
1500859,107.3,98.2,103.5,6.6,0
1500860,60.3,85.4,81.8,10.0,0
1500861,31.4,98.4,95.5,8.7,1
1500862,60.1,100.7,131.6,6.4,0
1500863,69.4,100.3,104.3,6.1,0
1500864,92.5,106.9,105.9,7.4,1
1500865,78.0,137.7,76.8,7.4,0
1500866,82.9,101.4,108.5,8.9,1
1500867,89.9,90.8,97.9,7.3,0
1500868,106.3,111.1,118.4,6.2,1
1500869,62.3,104.1,104.8,7.1,1
1500870,88.4,84.0,69.0,9.9,1
1500871,,96.7,116.3,4.8,1
1500872,81.4,128.2,107.9,4.9,1
1500873,49.0,88.2,101.4,8.7,0
1500874,105.2,97.3,39.2,7.4,1
1500875,77.6,86.7,135.4,7.3,0
1500876,95.6,105.7,108.5,6.9,0
1500877,57.5,129.6,104.1,9.9,0
1500878,55.3,66.6,123.1,7.0,0
1500879,73.6,131.8,95.6,8.5,0
1500880,52.7,107.0,79.5,8.4,0
1500881,91.6,85.5,37.9,7.2,0
1500882,79.4,156.7,42.8,7.9,0
1500883,51.5,134.6,120.4,9.3,0
1500884,55.3,137.7,132.7,8.6,1
1500885,84.0,134.0,101.4,7.0,1
1500886,77.7,119.1,90.9,8.0,1
1500887,64.4,84.9,108.4,8.0,1
1500888,63.8,109.8,105.2,6.9,0
1500889,56.1,88.6,86.3,7.1,0
1500890,63.9,95.3,84.6,9.9,1
1500891,100.6,127.1,112.7,7.0,0
1500892,93.1,81.5,80.2,5.9,0
1500893,78.5,76.7,113.7,6.0,0
1500894,94.6,148.3,119.2,5.6,1
1500895,78.3,103.3,90.2,7.8,0
1500896,51.1,48.7,69.6,9.8,1
1500897,54.2,110.1,126.2,5.8,0
1500898,58.4,23.9,67.8,9.3,1
1500899,50.2,117.9,57.9,6.9,0
1500900,89.5,95.5,97.1,4.9,1
1500901,47.5,85.4,119.6,6.6,0
1500902,108.3,83.1,110.3,5.9,0
1500903,88.9,114.4,93.5,9.3,0
1500904,104.0,75.5,108.5,6.2,0
1500905,68.6,105.7,119.9,6.5,0
1500906,43.9,76.5,81.0,6.9,0
1500907,85.5,68.0,70.7,9.5,0
1500908,86.6,98.2,85.4,7.3,0
1500909,101.2,107.1,58.3,6.9,1
1500910,94.2,120.5,135.9,7.4,1
1500911,62.7,107.5,89.5,9.7,1
1500912,82.7,81.1,100.9,6.7,0
1500913,67.5,131.2,118.5,8.1,0
1500914,88.5,100.8,87.5,7.6,0
1500915,92.1,73.9,78.4,5.9,0
1500916,71.7,63.7,67.4,9.9,1
1500917,99.5,80.0,111.0,8.6,0
1500918,99.8,109.1,116.0,8.7,1
1500919,59.7,116.3,51.1,6.2,0
1500920,26.5,146.8,140.0,8.2,1
1500921,60.9,121.9,112.3,7.9,1
1500922,48.1,104.2,71.8,8.1,0
1500923,71.5,67.1,82.0,5.9,0
1500924,65.6,86.0,61.9,5.5,0
1500925,65.7,87.5,139.6,8.0,1
1500926,42.5,113.7,55.1,6.6,1
1500927,82.5,48.3,74.7,7.2,1
1500928,74.7,79.9,93.3,9.1,1
1500929,79.2,92.6,100.6,7.6,0
1500930,63.1,85.7,115.1,7.7,0
1500931,54.0,132.9,131.2,9.0,0
1500932,73.5,120.7,132.6,7.7,1
1500933,82.6,53.5,104.2,7.0,0
1500934,85.3,95.6,44.4,7.8,0
1500935,99.0,99.8,99.0,6.3,0
1500936,75.0,138.6,72.0,5.8,0
1500937,59.0,66.5,85.4,6.9,0
1500938,69.3,92.3,120.3,7.0,0
1500939,74.5,79.0,105.5,5.6,1
1500940,45.5,115.4,107.4,7.9,0
1500941,71.8,83.7,98.4,7.9,1
1500942,73.7,140.7,76.9,9.7,0
1500943,73.9,90.9,75.9,7.2,1
1500944,51.6,127.2,120.7,7.7,1
1500945,65.8,102.7,117.0,3.4,1
1500946,82.3,76.4,60.2,4.2,1
1500947,51.5,107.5,119.1,9.7,0
1500948,65.7,143.9,151.7,8.2,1
1500949,50.8,115.2,125.5,5.9,0
1500950,47.8,122.8,86.3,6.5,1
1500951,73.0,29.7,123.9,6.4,1
1500952,83.5,115.1,97.6,6.9,1
1500953,81.6,73.1,100.8,6.5,0
1500954,86.9,49.0,97.3,7.8,1
1500955,85.4,116.3,131.0,6.7,0
1500956,81.3,92.3,108.6,8.1,1
1500957,51.2,130.8,86.7,7.8,0
1500958,97.9,129.7,124.1,8.1,1
1500959,71.0,40.5,99.8,8.5,1
1500960,80.1,62.9,49.5,7.9,0
1500961,76.0,75.2,97.7,8.3,1
1500962,78.0,105.7,148.4,6.4,1
1500963,94.5,104.0,66.6,8.4,1
1500964,73.1,82.7,184.0,9.1,0
1500965,66.1,81.1,97.6,2.0,1
1500966,70.1,85.0,90.4,8.4,1
1500967,78.2,67.5,88.3,6.8,0
1500968,83.1,78.0,100.6,6.7,0
1500969,73.6,148.4,96.4,6.9,0
1500970,97.9,78.6,116.1,8.9,1
1500971,38.8,136.4,114.5,7.2,1
1500972,65.8,97.1,105.4,9.6,0
1500973,65.7,86.1,91.7,7.3,1
1500974,78.9,96.3,94.8,6.9,1
1500975,70.9,145.3,113.3,8.1,0
1500976,72.1,107.3,141.1,5.3,1
1500977,61.6,115.4,156.3,6.7,0
1500978,71.7,110.1,129.2,6.3,0
1500979,58.3,140.7,115.8,7.1,0
1500980,52.3,93.0,132.8,8.9,1
1500981,68.6,75.5,101.6,6.2,0
1500982,68.1,91.2,100.4,4.1,1
1500983,51.5,116.7,93.3,8.6,1
1500984,71.4,93.7,80.8,6.6,1
1500985,81.9,104.0,136.1,6.8,0
1500986,57.3,84.7,86.8,7.5,0
1500987,106.4,134.5,147.6,9.6,0
1500988,58.9,87.6,103.4,8.2,0
1500989,73.9,106.6,134.0,8.0,1
1500990,52.4,107.8,65.2,8.2,0
1500991,73.4,135.3,88.6,7.4,1
1500992,60.6,109.1,91.7,9.8,0
1500993,64.8,89.8,87.3,6.7,0
1500994,82.3,51.6,57.1,5.8,0
1500995,56.1,150.5,101.6,5.9,1
1500996,76.8,108.3,90.3,6.3,0
1500997,55.8,103.3,107.0,6.6,1
1500998,93.5,92.9,105.1,7.8,0
1500999,75.1,82.6,127.1,6.2,1
1501000,87.5,165.1,75.2,4.2,0
