Year,CO2_ppm,Temp_Anomaly,CoalConsumption,OceanHeatIndex
1605,-54.5,-3.63,-2093.9,-11.88
1606,-51.3,-3.64,-2063.9,-12.17
1607,-48.4,-3.6,-2028.3,-11.53
1608,-49.4,-3.68,-2034.2,-12.44
1609,-47.8,-3.51,-2024.4,-11.38
1610,-47.7,-3.48,-1994.7,-11.73
1611,-45.2,-3.6,-2004.0,-11.59
1612,-44.0,-3.59,-2017.1,-11.84
1613,-41.1,-3.48,-1997.9,-11.25
1614,-41.5,-3.57,-2008.8,-11.61
1615,-40.8,-3.55,-1931.2,-11.54
1616,-41.0,-3.54,-1960.2,-11.82
1617,-38.5,-3.43,-1987.3,-10.86
1618,-38.7,-3.39,-1923.9,-10.65
1619,-37.6,-3.5,-1954.3,-11.0
1620,-34.1,-3.4,-1898.9,-11.01
1621,-32.4,-3.5,-1907.7,-11.64
1622,-30.5,-3.36,-1927.1,-11.41
1623,-31.9,-3.5,-1920.4,-10.96
1624,-27.9,-3.43,-1954.8,-10.51
1625,-29.2,-3.38,-1877.9,-11.03
1626,-27.3,-3.45,-1917.0,-11.0
1627,-27.6,-3.53,-1838.5,-10.98
1628,-23.6,-3.31,-1873.3,-10.57
1629,-26.5,-3.43,-1833.8,-11.05
1630,-23.2,-3.39,-1856.7,-10.55
1631,-23.9,-3.5,-1821.3,-11.0
1632,-22.7,-3.52,-1811.6,-11.65
1633,-20.1,-3.25,-1871.5,-10.68
1634,-19.7,-3.4,-1819.5,-11.08
1635,-18.5,-3.33,-1837.5,-10.31
1636,-16.8,-3.29,-1807.6,-10.59
1637,-15.1,-3.29,-1824.5,-10.25
1638,-13.8,-3.28,-1776.9,-10.45
1639,-10.5,-3.26,-1737.7,-10.17
1640,-13.5,-3.21,-1764.8,-9.92
1641,-9.7,-3.39,-1770.4,-11.27
1642,-10.5,-3.29,-1823.8,-10.51
1643,-6.7,-3.16,-1763.1,-10.07
1644,-8.5,-3.16,-1716.7,-9.88
1645,-5.1,-3.26,-1771.5,-10.77
1646,-5.2,-3.18,-1761.2,-10.26
1647,-3.1,-3.22,-1688.9,-10.64
1648,-1.2,-3.1,-1679.8,-9.57
1649,0.9,-3.16,-1686.0,-10.35
1650,0.8,-3.14,-1638.1,-9.51
1651,1.8,-3.1,-1681.7,-9.41
1652,0.4,-3.11,-1686.1,-10.01
1653,0.4,-3.1,-1662.7,-9.97
1654,4.1,-2.99,-1632.9,-9.25
1655,9.8,-3.03,-1621.4,-9.93
1656,8.5,-2.97,-1664.2,-8.94
1657,9.8,-3.06,-1649.9,-9.42
1658,9.6,-3.25,-1624.4,-10.9
1659,8.5,-3.05,-1567.1,-9.57
1660,12.4,-2.96,-1583.6,-9.0
1661,14.2,-2.88,-1607.0,-9.17
1662,16.2,-3.0,-1577.1,-9.46
1663,15.2,-2.98,-1565.8,-9.12
1664,18.5,-3.04,-1621.8,-9.99
1665,16.9,-2.95,-1583.3,-9.47
1666,16.8,-3.11,-1549.8,-9.56
1667,21.1,-2.85,-1592.1,-8.83
1668,21.5,-2.84,-1562.0,-8.75
1669,21.2,-2.91,-1589.0,-8.9
1670,24.9,-2.91,-1487.7,-9.49
1671,22.6,-2.78,-1545.2,-8.8
1672,23.8,-3.02,-1515.5,-9.68
1673,24.1,-2.88,-1537.4,-9.13
1674,27.2,-2.89,-1502.7,-9.25
1675,29.9,-2.96,-1472.0,-9.76
1676,30.6,-2.71,-1512.1,-8.97
1677,31.0,-2.8,-1499.0,-9.01
1678,32.1,-2.77,-1461.6,-8.76
1679,31.3,-3.02,-1441.7,-9.91
1680,32.6,-2.67,-1460.1,-7.97
1681,35.9,,-1410.1,-8.55
1682,38.6,-2.67,-1476.6,-7.62
1683,39.2,-2.81,-1445.7,-8.86
1684,40.7,-2.73,-1406.7,-9.22
1685,41.3,-2.8,-1402.0,-8.78
1686,42.3,-2.72,-1442.9,-8.88
1687,43.5,-2.78,-1371.8,-8.24
1688,43.7,-2.72,-1400.1,-8.61
1689,46.1,-2.61,-1404.4,-8.28
1690,48.6,-2.65,-1371.0,-8.36
1691,47.1,-2.63,-1385.4,-8.14
1692,48.7,-2.81,-1369.4,-8.65
1693,50.4,-2.65,-1365.2,-7.94
1694,50.2,-2.65,-1306.3,-8.94
1695,51.8,-2.61,-1334.1,-8.26
1696,53.0,-2.66,-1338.3,-8.86
1697,53.1,-2.74,-1336.5,-8.5
1698,54.3,-2.75,-1293.1,-8.56
1699,57.2,-2.6,-1304.1,-8.17
1700,59.3,-2.75,-1300.2,-9.06
1701,58.1,-2.59,-1250.9,-7.77
1702,60.2,-2.5,-1277.2,-7.42
1703,60.7,-2.63,-1274.2,-8.16
1704,60.7,-2.54,-1249.4,-8.12
1705,64.0,-2.52,-1244.6,-8.09
1706,64.7,-2.55,-1195.2,-7.61
1707,66.3,-2.63,-1268.0,-7.93
1708,65.4,-2.42,-1220.4,-7.39
1709,68.1,-2.51,-1229.5,-7.87
1710,70.2,-2.6,-1226.1,-7.61
1711,67.0,-2.5,-1204.0,-7.81
1712,72.9,-2.42,-1197.4,-8.0
1713,73.2,-2.62,-1161.5,-7.53
1714,70.3,-2.54,-1209.0,-7.38
1715,73.5,-2.52,-1168.1,-7.94
1716,74.3,-2.35,-1181.1,-7.18
1717,76.4,-2.53,-1174.6,-8.23
1718,78.3,-2.3,-1122.3,-6.87
1719,77.6,-2.56,-1128.6,-7.66
1720,81.3,-2.37,-1161.6,-6.9
1721,82.3,-2.43,-1115.8,-7.28
1722,85.4,-2.44,-1115.5,-7.95
1723,87.1,-2.34,-1108.7,-7.03
1724,85.4,-2.34,-1106.6,-7.24
1725,85.2,-2.54,-1149.4,-7.71
1726,86.3,-2.44,-1137.2,-7.92
1727,89.3,-2.31,-1075.1,-7.43
1728,90.4,-2.26,-1038.3,-6.86
1729,91.0,-2.29,-1034.9,-7.37
1730,93.0,-2.28,-1093.0,-6.62
1731,93.7,-2.41,-1009.2,-7.35
1732,93.4,-2.31,-1005.8,-7.15
1733,98.2,-2.25,-1083.9,-6.91
1734,96.8,-2.23,-1021.8,-7.14
1735,98.1,-2.24,-983.2,-6.81
1736,98.9,-2.3,-1034.2,-7.12
1737,101.4,-2.25,-982.1,-6.93
1738,101.2,-2.14,-998.4,-6.63
1739,102.8,-2.19,-938.2,-6.51
1740,103.6,-2.26,-1002.2,-7.0
1741,106.3,-2.0,-921.3,-6.15
1742,100.7,-2.31,-927.9,-7.55
1743,105.2,-2.05,-946.7,-6.01
1744,105.9,-2.16,-967.3,-6.53
1745,107.2,-2.02,-908.4,-6.14
1746,111.4,-2.13,-949.9,-7.03
1747,113.6,-2.14,-939.3,-6.42
1748,115.5,-2.07,-900.8,-6.81
1749,114.4,-2.14,-910.2,-6.45
1750,115.0,-2.1,-903.7,-6.14
1751,113.6,-2.12,-867.9,-6.42
1752,115.9,-1.99,-932.2,-5.71
1753,118.8,-2.05,-829.6,-6.13
1754,117.7,-2.04,-889.4,-6.21
1755,121.0,-2.01,-863.1,-5.44
1756,123.4,-1.9,-831.7,-5.85
1757,122.8,-2.08,-815.6,-6.31
1758,125.6,,-839.5,-5.32
1759,124.9,-2.01,-812.9,-5.94
1760,126.9,-1.95,-804.1,-5.57
1761,129.1,-1.88,-747.2,-5.31
1762,132.0,-1.95,-779.9,-5.48
1763,130.9,-2.1,-819.4,-6.73
1764,129.9,-1.88,-817.3,-5.87
1765,131.4,-2.04,-814.4,-5.77
1766,134.2,-1.81,-754.0,-5.46
1767,137.3,-1.84,-782.6,-5.33
1768,136.1,-1.92,-775.5,-5.64
1769,135.9,-1.97,-771.3,-5.92
1770,137.7,-1.83,-742.5,-5.42
1771,137.6,-2.06,-721.5,-6.01
1772,139.7,-1.95,-715.9,-5.82
1773,141.4,-1.82,-690.0,-5.02
1774,139.6,-1.97,-701.5,-6.21
1775,146.1,-1.76,-709.7,-5.39
1776,147.1,-1.92,-718.7,-5.77
1777,144.1,-1.78,-681.4,-5.45
1778,143.6,-1.86,-657.7,-5.67
1779,148.9,-1.72,-641.8,-5.55
1780,149.7,-1.89,-647.0,-5.62
1781,150.4,-1.7,-654.7,-5.18
1782,151.0,-1.7,-649.8,-5.14
1783,151.8,-1.89,-611.5,-5.72
1784,151.5,-1.69,-614.2,-4.95
1785,155.4,-1.69,-618.9,-4.58
1786,156.2,-1.6,-642.6,-4.94
1787,155.6,-1.57,-565.6,-4.74
1788,159.0,-1.75,-593.3,-5.61
1789,161.2,-1.59,-546.3,-4.74
1790,163.4,-1.6,-584.5,-4.58
1791,163.0,-1.89,-553.2,-5.25
1792,164.6,-1.66,-531.5,-4.42
1793,163.6,-1.63,-500.8,-4.33
1794,168.3,-1.67,-552.2,-5.16
1795,165.7,-1.7,-521.8,-5.45
1796,166.6,-1.65,-502.5,-4.76
1797,170.4,-1.64,-487.0,-4.89
1798,169.2,-1.62,-486.6,-4.17
1799,169.5,,-508.5,-5.24
1800,172.0,-1.55,-462.5,-3.93
1801,177.0,-1.51,-542.6,-4.61
1802,173.3,-1.78,-520.2,-4.88
1803,177.1,-1.5,-513.5,-4.46
1804,175.4,-1.65,-492.4,-4.21
1805,178.9,-1.57,-440.4,-4.33
1806,178.2,-1.51,-448.3,-4.09
1807,179.4,-1.57,-415.1,-4.85
1808,185.9,-1.54,-421.8,-4.33
1809,182.8,-1.39,-415.1,-3.78
1810,182.0,-1.49,-431.7,-4.63
1811,184.4,-1.44,-422.1,-3.63
1812,185.7,-1.43,-387.0,-3.79
1813,185.0,-1.46,-391.2,-4.6
1814,185.6,-1.45,-389.7,-4.24
1815,191.0,-1.31,-372.6,-3.79
1816,191.2,-1.37,-355.5,-4.23
1817,190.2,-1.43,-313.6,-3.73
1818,193.8,-1.41,-382.4,-3.92
1819,194.1,-1.39,-338.9,-3.71
1820,193.5,-1.27,-329.6,-3.13
1821,194.7,-1.46,-298.1,-3.63
1822,198.8,-1.34,-272.2,-4.2
1823,200.2,-1.32,-273.4,-3.24
1824,202.4,-1.35,-286.9,-3.42
1825,202.9,-1.34,-291.4,-3.23
1826,201.4,-1.39,-285.3,-3.74
1827,203.7,-1.41,-284.9,-3.88
1828,206.1,-1.22,-258.3,-3.34
1829,205.7,-1.27,-251.7,-4.03
1830,206.2,-1.19,-256.4,-3.69
1831,207.2,-1.24,-247.9,-3.26
1832,207.5,-1.13,-234.6,-3.05
1833,212.1,-1.21,-247.7,-3.65
1834,208.2,-1.24,-190.1,-3.05
1835,214.3,-1.3,-171.7,-3.95
1836,211.1,-1.34,-218.9,-3.71
1837,215.8,-1.33,-215.7,-3.73
1838,214.5,-1.16,-221.2,-3.04
1839,220.3,-1.1,-179.2,-3.13
1840,217.6,-1.17,-147.5,-3.2
1841,218.4,-1.23,-164.4,-3.35
1842,222.8,-1.19,-125.5,-2.99
1843,220.4,-1.04,-133.0,-2.97
1844,221.9,-1.12,-142.8,-3.43
1845,224.0,-1.27,-152.4,-3.55
1846,223.0,-1.24,-136.6,-3.37
1847,227.2,-1.13,-94.8,-2.77
1848,228.3,-0.92,-99.6,-2.57
1849,226.3,-1.11,-133.4,-2.81
1850,232.7,-0.97,-99.3,-2.71
1851,229.6,-1.18,-88.1,-3.09
1852,231.6,-1.0,-113.4,-2.88
1853,233.8,-1.01,-32.6,-1.81
1854,234.5,-1.03,-64.4,-2.86
1855,236.4,-1.03,-15.9,-2.51
1856,236.4,-0.96,-77.8,-2.42
1857,241.1,-0.98,-27.2,-2.26
1858,239.8,-1.07,-21.0,-2.74
1859,239.1,-0.91,-38.1,-2.42
1860,242.4,-1.08,4.8,-2.92
1861,244.6,-0.94,-33.6,-2.12
1862,243.1,-0.97,4.5,-2.34
1863,244.4,-1.0,19.7,-2.82
1864,246.6,-0.77,62.2,-1.74
1865,248.5,-0.87,37.3,-1.99
1866,249.2,-0.88,-4.3,-1.99
1867,249.9,-0.79,54.7,-1.7
1868,251.1,-0.74,46.1,-1.28
1869,251.8,-0.91,93.6,-1.81
1870,255.1,-0.84,50.7,-1.58
1871,254.9,-0.88,51.7,-2.63
1872,254.3,-0.77,104.0,-1.81
1873,256.0,-0.59,104.2,-0.84
1874,258.1,-0.73,126.2,-0.89
1875,257.4,-0.92,87.5,-2.12
1876,259.5,-0.83,110.2,-1.92
1877,262.8,-0.81,124.6,-1.67
1878,260.8,-0.8,133.0,-2.68
1879,265.5,-0.67,145.6,-1.73
1880,265.0,-0.66,152.7,-1.08
1881,264.5,-0.8,137.8,-1.63
1882,268.9,-0.78,181.2,-1.68
1883,266.3,-0.59,152.6,-1.54
1884,269.4,-0.6,148.2,-0.79
1885,272.2,-0.64,166.9,-0.92
1886,274.7,-0.75,177.4,-1.93
1887,270.6,-0.66,210.3,-1.02
1888,273.8,-0.8,171.7,-1.68
1889,277.2,-0.69,244.6,-1.49
1890,277.2,-0.63,217.9,-0.83
1891,278.6,-0.58,209.6,-1.09
1892,276.4,-0.69,201.6,-1.59
1893,279.4,-0.54,258.4,-1.11
1894,279.8,-0.62,251.1,-1.22
1895,280.5,-0.59,281.2,-1.28
1896,280.8,-0.49,242.0,-0.5
1897,281.9,-0.71,308.5,-1.36
1898,284.6,-0.37,309.9,-0.2
1899,284.3,-0.62,300.0,-1.14
1900,285.5,-0.5,284.6,-0.3
1901,288.5,-0.64,319.1,-1.43
1902,287.4,-0.53,321.0,-0.55
1903,289.5,-0.68,339.6,-1.31
1904,290.3,-0.44,350.9,-0.89
1905,293.7,-0.39,338.6,0.13
1906,293.7,-0.48,375.7,-0.22
1907,296.5,-0.55,372.9,-0.85
1908,297.2,-0.47,348.0,-1.21
1909,298.7,-0.46,339.2,-0.4
1910,297.9,-0.5,391.8,-1.16
1911,298.5,-0.39,457.0,-0.67
1912,298.5,-0.46,386.7,-0.61
1913,304.6,-0.47,407.0,-0.43
1914,303.4,-0.45,394.1,-0.29
1915,305.4,-0.37,449.3,-0.33
1916,306.4,-0.43,480.5,-0.62
1917,308.1,-0.49,448.9,0.09
1918,305.9,-0.57,432.9,-1.25
1919,309.6,-0.32,456.6,-0.5
1920,310.2,-0.19,464.9,-0.11
1921,310.5,-0.29,495.1,-0.17
1922,313.7,-0.29,511.4,-0.06
1923,313.8,-0.37,471.4,-0.34
1924,314.2,-0.13,509.4,0.43
1925,315.1,-0.19,473.8,0.44
1926,312.9,-0.22,543.0,0.32
1927,319.7,-0.14,517.8,0.77
1928,320.1,-0.27,544.3,0.32
1929,321.4,-0.31,542.9,-0.3
1930,321.7,-0.18,534.4,0.61
1931,323.5,-0.26,562.1,0.28
1932,324.1,-0.29,570.7,0.17
1933,323.5,-0.08,610.4,0.21
1934,326.2,0.0,553.0,0.97
1935,327.2,-0.19,577.2,0.12
1936,329.0,-0.11,589.4,0.67
1937,329.9,-0.07,612.0,0.89
1938,330.9,-0.01,643.7,1.07
1939,334.1,-0.11,660.8,0.86
1940,334.1,0.0,651.4,0.79
1941,333.0,0.01,694.0,1.17
1942,336.2,-0.19,596.5,-0.13
1943,337.5,0.0,657.8,1.21
1944,336.0,-0.24,664.6,0.19
1945,339.9,-0.01,702.8,0.45
1946,342.2,-0.07,712.4,0.22
1947,339.4,-0.05,637.7,0.66
1948,341.9,0.08,679.1,1.66
1949,343.5,-0.03,678.8,0.37
1950,344.3,-0.23,710.8,0.42
1951,343.2,-0.11,728.8,0.37
1952,347.5,0.12,726.6,1.49
1953,348.2,0.16,742.7,1.56
1954,350.7,0.04,701.1,0.28
1955,347.8,-0.12,727.1,0.53
1956,352.9,0.06,737.2,1.29
1957,352.9,0.05,749.3,0.72
1958,351.2,0.03,741.5,0.52
1959,355.6,0.1,748.0,1.39
1960,356.5,0.11,839.6,1.46
1961,358.2,0.1,771.0,1.44
1962,359.0,0.19,769.1,2.14
1963,359.8,0.11,773.5,1.07
1964,361.0,0.07,854.1,0.8
1965,361.5,0.02,825.1,1.32
1966,361.4,0.02,834.6,1.92
1967,363.7,-0.07,822.1,0.59
1968,366.6,0.23,813.7,1.32
1969,366.2,0.07,871.6,1.43
1970,370.9,0.2,849.2,1.54
1971,371.8,0.24,863.7,1.95
1972,372.4,0.21,893.8,2.09
1973,370.9,0.23,925.2,1.42
1974,373.2,0.23,896.2,1.68
1975,373.2,0.23,892.5,1.73
1976,373.4,0.12,969.5,1.58
1977,375.5,0.24,947.2,2.32
1978,378.0,0.14,915.8,0.91
1979,378.2,0.4,977.9,2.62
1980,378.2,0.38,1015.6,2.44
1981,379.5,0.27,982.3,2.11
1982,379.5,0.2,1017.2,1.16
1983,383.4,0.38,966.5,2.34
1984,388.1,0.31,954.6,2.1
1985,382.5,0.34,1012.4,2.66
1986,386.7,0.42,975.8,2.61
1987,385.8,0.4,971.6,2.46
1988,389.9,0.3,1007.3,2.08
1989,387.1,0.48,1034.0,3.05
1990,390.5,0.4,1015.0,2.84
1991,394.2,0.36,1067.7,2.48
1992,390.2,0.35,1043.3,1.94
1993,394.6,0.49,1094.5,2.17
1994,394.1,0.51,1024.3,3.03
1995,394.4,0.36,1054.1,2.01
1996,398.7,0.46,1050.7,3.1
1997,397.6,0.53,1126.9,3.3
1998,399.6,0.41,1095.8,2.59
1999,401.4,0.37,1085.9,1.75
2000,402.2,0.44,1131.2,3.07
2001,403.6,0.59,1124.4,2.47
2002,405.8,0.67,1143.4,3.28
2003,406.0,0.55,1105.4,2.75
2004,408.0,0.39,1114.8,2.46
2005,408.2,0.64,1139.1,3.81
2006,406.4,0.6,1122.7,2.79
2007,409.9,0.41,1185.7,2.22
2008,412.3,0.67,1161.2,3.61
2009,414.4,0.65,1117.2,3.39
2010,414.4,0.51,1153.0,3.0
2011,414.3,0.67,1157.8,3.76
2012,415.1,0.65,1188.9,3.08
2013,416.7,0.71,1241.5,3.3
2014,416.7,0.71,1179.7,3.39
2015,418.4,0.78,1230.6,3.85
2016,420.1,0.66,1241.9,3.92
2017,422.0,0.72,1273.6,3.32
2018,421.4,0.58,1289.2,2.75
2019,425.5,0.63,1254.4,2.88
2020,427.1,,1283.9,3.54
2021,427.3,0.72,1239.1,3.55
2022,427.4,0.7,1304.7,3.96
2023,427.0,0.68,1276.4,3.76
