GreenhouseID,VPD_kPa,AverageHumidity_Percent,StemDiameter_mm,DailyIrrigation_L,GrowthRateClass
1910557,93.3,52.9,125.0,114.2,Type_A
1910558,96.8,48.5,101.9,84.0,Type_B
1910559,106.3,38.9,96.7,88.3,Type_B
1910560,88.4,50.3,103.6,130.1,Type_A
1910561,100.5,40.0,98.1,77.1,Type_A
1910562,56.2,55.0,110.5,131.5,Type_A
1910563,142.5,28.3,116.2,42.0,Type_C
1910564,68.4,74.3,99.3,155.6,Type_A
1910565,82.2,38.3,92.0,141.9,Type_C
1910566,55.3,45.1,62.1,77.0,Type_A
1910567,100.8,56.6,60.8,115.5,Type_A
1910568,83.4,41.7,123.4,63.9,Type_C
1910569,102.0,43.6,107.8,102.4,Type_B
1910570,85.5,71.6,109.0,93.5,Type_A
1910571,102.3,76.7,69.4,86.9,Type_A
1910572,72.3,68.7,89.8,131.2,Type_A
1910573,130.6,39.4,127.8,94.9,Type_A
1910574,90.8,25.9,115.0,103.7,Type_C
1910575,88.5,51.3,71.4,113.4,Type_C
1910576,91.4,18.2,115.2,96.4,Type_A
1910577,123.4,21.7,113.2,128.6,Type_A
1910578,127.1,42.2,90.0,74.0,Type_A
1910579,127.5,45.1,90.2,37.5,Type_C
1910580,111.8,45.9,76.0,63.2,Type_B
1910581,93.7,27.7,65.9,154.8,Type_A
1910582,70.7,51.8,84.5,79.8,Type_C
1910583,109.4,35.8,55.6,125.7,Type_A
1910584,132.5,32.6,99.1,127.8,Type_B
1910585,78.4,41.8,120.0,68.9,Type_C
1910586,123.1,44.6,88.6,141.5,Type_C
1910587,103.8,48.2,100.6,86.7,Type_B
1910588,147.4,70.2,97.6,128.3,Type_B
1910589,137.2,18.8,88.5,101.2,Type_C
1910590,124.4,15.2,73.6,130.4,Type_B
1910591,89.9,38.9,96.1,111.3,Type_C
1910592,92.5,61.3,96.1,93.8,Type_B
1910593,74.2,72.1,75.7,108.5,Type_C
1910594,122.3,39.3,126.2,65.3,Type_B
1910595,110.6,43.1,121.5,87.6,Type_A
1910596,111.4,38.7,77.2,151.7,Type_A
1910597,141.1,55.1,88.1,132.2,Type_B
1910598,103.0,32.1,73.3,133.7,Type_C
1910599,129.2,48.9,83.5,56.3,Type_A
1910600,103.7,26.1,115.8,107.5,Type_B
1910601,105.0,35.9,92.1,133.7,Type_B
1910602,81.6,71.1,106.7,120.4,Type_B
1910603,169.4,56.8,85.9,81.1,Type_B
1910604,128.4,22.5,95.9,93.5,Type_C
1910605,110.0,30.7,,72.9,Type_A
1910606,152.2,30.7,60.5,114.4,Type_C
1910607,110.3,54.3,84.1,113.5,Type_A
1910608,85.3,41.1,86.7,77.8,Type_B
1910609,82.8,47.5,128.3,94.0,Type_C
1910610,64.4,51.7,113.5,148.4,Type_B
1910611,69.1,38.6,109.3,127.2,Type_C
1910612,80.0,36.1,113.7,90.5,Type_B
1910613,128.1,43.8,118.3,129.9,Type_A
1910614,167.5,51.4,67.6,127.0,Type_B
1910615,122.2,33.6,64.8,59.8,Type_C
1910616,134.7,35.0,114.2,96.0,Type_C
1910617,91.6,54.9,59.4,64.0,Type_B
1910618,127.0,17.4,74.7,110.4,Type_C
1910619,55.9,31.7,116.6,99.5,Type_A
1910620,71.1,30.7,90.4,116.9,Type_A
1910621,104.8,59.2,80.6,97.2,Type_B
1910622,93.3,27.6,68.4,69.1,Type_C
1910623,95.7,31.1,115.9,99.6,Type_B
1910624,108.9,50.1,134.3,93.0,Type_A
1910625,126.9,20.6,99.6,116.0,Type_B
1910626,118.0,49.1,103.1,123.2,Type_B
1910627,87.6,47.3,129.6,124.9,Type_C
1910628,75.6,35.3,89.9,77.9,Type_A
1910629,94.9,45.2,75.6,95.7,Type_C
1910630,82.1,57.1,91.4,115.2,Type_C
1910631,98.5,30.2,98.1,119.2,Type_A
1910632,86.3,37.7,90.0,97.2,Type_C
1910633,111.8,37.5,119.7,110.3,Type_C
1910634,98.2,62.6,122.9,133.7,Type_B
1910635,97.6,61.2,84.0,119.6,Type_B
1910636,103.2,34.7,85.7,121.6,Type_B
1910637,64.2,52.2,88.9,78.8,Type_B
1910638,96.6,77.3,100.1,114.6,Type_A
1910639,102.6,60.2,72.1,92.1,Type_A
1910640,104.0,34.0,81.9,59.7,Type_A
1910641,87.1,60.1,81.9,126.9,Type_A
1910642,65.1,37.1,52.2,111.6,Type_B
1910643,80.2,61.2,148.4,105.9,Type_B
1910644,96.3,59.0,125.7,107.3,Type_B
1910645,115.0,13.6,116.1,95.0,Type_A
1910646,70.2,62.7,116.1,97.4,Type_B
1910647,95.4,52.7,80.3,84.2,Type_C
1910648,83.6,22.0,114.7,26.3,Type_C
1910649,126.3,28.8,97.1,85.0,Type_C
1910650,85.9,36.6,158.3,130.2,Type_A
1910651,97.7,67.5,155.4,105.8,Type_C
1910652,124.6,41.5,95.4,87.9,Type_C
1910653,109.1,37.8,,146.0,Type_B
1910654,118.1,66.0,92.7,111.8,Type_C
1910655,116.6,38.2,100.3,80.0,Type_B
1910656,120.4,50.8,125.6,101.2,Type_A
1910657,97.2,31.2,109.6,113.1,Type_A
1910658,95.0,60.0,130.3,107.9,Type_C
1910659,100.4,54.6,63.1,89.7,Type_C
1910660,126.3,43.8,,134.3,Type_A
1910661,88.6,31.2,80.4,88.9,Type_B
1910662,125.6,63.1,52.5,34.3,Type_C
1910663,90.9,65.4,97.3,90.4,Type_C
1910664,97.6,18.9,108.0,105.3,Type_A
1910665,78.2,51.5,86.2,118.1,Type_A
1910666,88.2,24.7,152.4,101.3,Type_A
1910667,55.1,32.6,116.4,90.5,Type_A
1910668,83.5,54.4,75.6,54.9,Type_B
1910669,100.7,45.5,157.1,72.2,Type_A
1910670,121.0,69.0,67.6,109.0,Type_B
1910671,77.6,24.7,89.4,81.4,Type_A
1910672,87.8,60.4,74.9,99.7,Type_A
1910673,134.4,57.3,97.6,126.6,Type_A
1910674,123.1,59.0,100.4,121.2,Type_C
1910675,77.9,49.2,89.4,45.8,Type_A
1910676,101.3,22.1,117.5,78.1,Type_B
1910677,84.9,0.0,94.9,69.9,Type_C
1910678,102.6,35.8,84.9,155.7,Type_B
1910679,74.1,55.7,89.2,129.9,Type_C
1910680,120.2,47.1,116.0,42.2,Type_A
1910681,72.4,56.1,123.8,106.6,Type_A
1910682,91.7,61.2,152.7,130.7,Type_C
1910683,63.1,53.4,96.4,118.0,Type_B
1910684,76.6,76.9,118.1,116.8,Type_A
1910685,115.4,40.8,78.6,103.2,Type_C
1910686,87.4,66.0,120.7,99.0,Type_A
1910687,99.8,33.9,71.3,94.8,Type_A
1910688,86.9,54.8,98.5,100.8,Type_A
1910689,116.3,58.5,108.9,140.2,Type_A
1910690,99.5,57.9,101.5,65.7,Type_A
1910691,76.7,56.7,150.2,133.9,Type_B
1910692,61.6,47.2,95.2,88.4,Type_C
1910693,78.9,53.0,45.3,70.1,Type_A
1910694,108.3,35.7,96.1,99.3,Type_B
1910695,89.3,54.9,96.3,120.1,Type_C
1910696,91.7,24.1,98.2,121.0,Type_C
1910697,73.7,62.0,70.7,101.0,Type_A
1910698,53.7,61.9,88.2,95.2,Type_B
1910699,81.2,41.1,116.4,127.9,Type_A
1910700,103.8,46.8,135.6,69.1,Type_A
1910701,127.6,39.2,113.5,138.2,Type_B
1910702,114.7,37.2,105.3,92.1,Type_B
1910703,149.9,43.1,122.8,81.3,Type_A
1910704,105.0,52.9,85.8,70.1,Type_C
1910705,102.1,55.8,111.8,112.4,Type_B
1910706,111.2,53.8,86.5,123.4,Type_A
1910707,125.3,38.0,132.8,64.9,Type_B
1910708,87.4,42.8,110.4,68.0,Type_B
1910709,137.5,32.3,34.1,110.1,Type_B
1910710,74.0,22.6,62.4,133.7,Type_B
1910711,82.8,50.5,120.1,96.7,Type_B
1910712,93.0,40.5,124.7,89.3,Type_B
1910713,127.8,58.1,112.0,109.6,Type_A
1910714,83.3,51.3,85.9,118.2,Type_A
1910715,100.8,37.2,103.4,105.1,Type_A
1910716,120.6,73.1,74.7,139.1,Type_C
1910717,137.8,55.3,88.4,84.2,Type_A
1910718,103.1,39.2,88.8,114.6,Type_A
1910719,112.4,39.8,110.2,100.0,Type_B
1910720,68.8,45.4,109.4,94.1,Type_B
1910721,109.5,23.8,180.9,82.1,Type_C
1910722,177.0,52.4,134.9,110.3,Type_C
1910723,100.2,47.6,79.2,68.4,Type_C
1910724,134.3,13.2,143.6,67.9,Type_A
1910725,105.4,31.3,76.9,95.3,Type_B
1910726,54.9,30.2,51.6,141.6,Type_C
1910727,75.8,51.6,127.7,116.1,Type_A
1910728,122.9,21.4,113.4,119.6,Type_C
1910729,90.4,31.0,116.9,93.0,Type_B
1910730,96.2,30.7,138.1,97.1,Type_B
1910731,96.3,56.4,94.3,76.4,Type_A
1910732,122.7,52.1,112.0,115.7,Type_B
1910733,95.3,50.8,93.4,127.2,Type_B
1910734,111.8,56.9,90.5,117.7,Type_B
1910735,138.3,12.8,51.3,90.6,Type_A
1910736,136.5,35.4,90.4,121.5,Type_A
1910737,95.8,53.2,60.4,116.7,Type_A
1910738,117.3,64.2,97.8,72.4,Type_B
1910739,103.0,65.4,126.7,117.5,Type_C
1910740,124.7,51.1,85.5,120.9,Type_B
1910741,129.5,50.0,138.6,72.2,Type_C
1910742,87.9,52.4,75.3,58.5,Type_A
1910743,99.4,49.1,82.7,113.8,Type_A
1910744,88.3,28.0,98.7,84.5,Type_A
1910745,72.5,45.6,81.8,114.1,Type_A
1910746,115.4,52.4,102.7,123.7,Type_A
1910747,134.8,53.2,91.1,147.5,Type_C
1910748,95.0,11.8,100.8,86.1,Type_B
1910749,141.4,46.0,90.0,82.8,Type_A
1910750,60.8,25.3,65.3,128.9,Type_A
1910751,87.0,40.2,95.5,92.3,Type_C
1910752,101.8,48.3,81.3,149.9,Type_C
1910753,83.2,10.8,133.9,97.8,Type_B
1910754,119.8,68.4,86.1,81.9,Type_A
1910755,122.4,41.1,121.7,105.2,Type_B
1910756,90.8,59.9,128.1,106.9,Type_B
1910757,162.9,47.5,59.9,80.7,Type_A
1910758,87.9,46.1,121.0,97.4,Type_B
1910759,100.0,26.8,147.4,114.5,Type_C
1910760,83.6,48.5,94.6,126.2,Type_C
1910761,110.8,36.5,105.0,70.1,Type_B
1910762,87.0,36.5,117.9,148.4,Type_C
1910763,146.1,55.2,89.6,70.4,Type_B
1910764,105.2,43.3,117.9,112.0,Type_C
1910765,106.3,27.1,93.8,87.6,Type_A
1910766,109.8,81.2,123.4,63.7,Type_C
1910767,133.2,59.1,78.4,93.4,Type_C
1910768,88.1,49.3,98.5,57.6,Type_C
1910769,94.9,51.2,99.1,134.8,Type_B
1910770,74.6,63.7,,66.6,Type_B
1910771,109.2,36.5,89.3,105.3,Type_C
1910772,96.2,53.1,104.2,109.7,Type_A
1910773,92.5,51.3,95.2,83.9,Type_C
1910774,118.5,18.0,68.2,88.8,Type_C
1910775,78.4,82.5,104.3,87.8,Type_B
1910776,58.4,35.8,82.7,63.1,Type_B
1910777,106.5,54.0,95.2,74.4,Type_B
1910778,81.9,40.7,60.5,104.2,Type_A
1910779,139.1,28.9,68.1,141.4,Type_B
1910780,83.1,35.6,111.6,93.6,Type_B
1910781,82.2,46.6,125.9,93.6,Type_A
1910782,90.9,54.5,125.5,128.4,Type_B
1910783,128.1,46.2,106.8,112.5,Type_B
1910784,97.6,37.6,73.8,114.4,Type_B
1910785,57.7,33.1,61.5,67.4,Type_A
1910786,88.8,49.9,129.5,29.8,Type_C
1910787,98.7,29.4,103.7,108.3,Type_A
1910788,109.8,63.4,55.7,72.4,Type_C
1910789,138.1,32.6,116.8,43.1,Type_A
1910790,99.8,34.3,110.8,91.3,Type_C
1910791,81.6,32.5,103.0,117.1,Type_B
1910792,79.1,52.1,109.1,106.8,Type_B
1910793,99.4,51.9,116.1,44.3,Type_C
1910794,85.2,43.2,103.5,143.3,Type_A
1910795,98.1,42.9,152.3,113.0,Type_A
1910796,64.7,49.5,123.6,94.4,Type_B
1910797,132.2,29.7,82.7,134.0,Type_C
1910798,81.8,41.5,112.3,91.6,Type_A
1910799,93.7,19.5,83.4,97.3,Type_A
1910800,41.7,44.9,136.2,140.1,Type_B
1910801,112.8,57.0,119.4,108.1,Type_A
1910802,151.5,59.4,119.7,140.7,Type_C
1910803,123.9,42.4,65.0,76.4,Type_C
1910804,96.8,46.7,124.1,63.4,Type_C
1910805,91.2,34.7,83.8,87.1,Type_C
1910806,105.2,63.7,75.9,122.4,Type_C
1910807,98.6,32.2,110.5,116.5,Type_A
1910808,61.6,48.0,58.1,110.2,Type_A
1910809,112.7,77.5,86.4,93.2,Type_B
1910810,122.0,40.7,96.8,118.0,Type_A
1910811,88.2,37.4,111.3,85.1,Type_B
1910812,66.7,51.3,106.6,97.9,Type_C
1910813,103.4,56.7,90.5,53.5,Type_C
1910814,77.4,38.2,81.4,84.2,Type_C
1910815,101.2,22.1,102.3,83.1,Type_A
1910816,49.1,33.5,120.2,90.8,Type_A
1910817,110.9,34.0,49.4,75.7,Type_B
1910818,50.9,33.9,115.2,67.1,Type_B
1910819,121.7,24.3,105.3,88.8,Type_C
1910820,85.7,32.1,67.6,116.3,Type_A
1910821,66.9,51.5,54.5,90.6,Type_B
1910822,50.5,52.4,139.7,99.9,Type_A
1910823,100.6,69.0,101.1,113.8,Type_B
1910824,128.6,45.9,86.9,91.6,Type_B
1910825,86.2,40.3,67.1,67.2,Type_A
1910826,132.9,24.6,121.7,66.6,Type_B
1910827,79.7,24.8,136.0,116.9,Type_B
1910828,131.6,19.4,108.9,137.9,Type_C
1910829,171.1,26.8,110.3,119.8,Type_B
1910830,76.1,50.4,89.6,103.1,Type_A
1910831,98.9,26.0,96.2,146.4,Type_C
1910832,120.9,62.5,81.3,92.6,Type_A
1910833,132.7,76.8,81.5,82.9,Type_C
1910834,71.4,30.9,127.6,78.4,Type_A
1910835,84.6,69.5,117.1,111.9,Type_A
1910836,99.2,54.9,90.7,91.1,Type_A
1910837,54.0,30.0,,100.2,Type_A
1910838,81.3,69.3,62.8,65.4,Type_B
1910839,121.0,38.0,84.2,141.0,Type_A
1910840,98.9,59.1,116.4,115.8,Type_A
1910841,104.0,56.2,95.3,85.3,Type_A
1910842,98.5,37.9,58.2,117.2,Type_A
1910843,142.9,68.0,91.5,118.8,Type_C
1910844,111.3,70.9,113.1,80.3,Type_B
1910845,70.2,65.5,74.6,109.7,Type_A
1910846,58.7,5.9,71.5,84.2,Type_B
1910847,89.4,42.6,72.6,82.4,Type_C
1910848,84.0,72.4,146.9,87.8,Type_C
1910849,90.1,36.8,133.9,133.2,Type_C
1910850,119.7,50.3,142.2,66.1,Type_C
1910851,99.2,51.6,96.4,100.4,Type_C
1910852,99.3,47.0,107.7,133.7,Type_A
1910853,116.2,95.3,92.9,111.6,Type_C
1910854,83.9,33.7,83.3,57.4,Type_B
1910855,106.6,46.3,96.5,139.2,Type_B
1910856,93.8,39.4,108.2,89.1,Type_C
1910857,100.4,41.6,105.5,43.3,Type_B
1910858,53.6,26.7,103.0,155.3,Type_C
1910859,92.1,41.2,75.7,81.3,Type_B
1910860,108.6,35.7,109.4,90.1,Type_C
1910861,100.7,54.7,113.7,100.3,Type_C
1910862,100.8,38.0,124.7,99.0,Type_A
1910863,85.8,52.3,122.7,87.2,Type_A
1910864,123.7,65.7,118.0,79.8,Type_A
1910865,96.0,45.3,109.5,68.9,Type_C
1910866,51.9,57.4,94.2,84.1,Type_B
1910867,100.8,21.2,93.3,57.3,Type_A
1910868,86.8,39.6,108.1,102.2,Type_A
1910869,108.1,33.2,121.4,78.2,Type_B
1910870,84.8,49.9,95.5,110.7,Type_B
1910871,79.1,32.3,113.6,134.2,Type_B
1910872,126.5,38.6,87.1,110.5,Type_C
1910873,89.4,42.9,105.3,52.1,Type_B
1910874,103.8,71.0,98.6,74.5,Type_A
1910875,85.1,39.2,89.9,51.0,Type_A
1910876,95.7,53.2,94.3,91.8,Type_A
1910877,48.1,23.5,87.7,132.2,Type_C
1910878,105.6,47.9,73.9,101.6,Type_A
1910879,115.2,35.6,92.2,117.1,Type_C
1910880,137.9,63.0,103.4,149.2,Type_B
1910881,96.9,56.8,111.0,128.5,Type_C
1910882,120.0,38.2,89.2,115.6,Type_B
1910883,102.3,25.9,,133.7,Type_A
1910884,114.0,47.6,91.7,87.5,Type_B
1910885,80.4,57.2,107.7,55.9,Type_C
1910886,98.1,62.9,49.0,114.4,Type_B
1910887,87.3,49.0,107.2,85.3,Type_C
1910888,81.7,56.3,,43.7,Type_B
1910889,85.5,33.2,77.8,97.0,Type_A
1910890,110.6,45.0,100.8,112.5,Type_A
1910891,124.9,43.6,104.5,109.2,Type_C
1910892,79.8,61.5,107.0,104.0,Type_C
1910893,100.1,42.4,99.9,109.8,Type_B
1910894,123.2,59.3,78.7,95.0,Type_C
1910895,58.3,51.5,135.9,160.7,Type_A
1910896,120.1,35.5,105.4,66.8,Type_C
1910897,56.3,42.5,125.6,99.7,Type_C
1910898,107.0,57.3,139.6,111.2,Type_C
1910899,69.8,19.9,110.4,66.0,Type_C
1910900,56.1,45.5,92.0,129.8,Type_B
1910901,91.5,16.6,103.5,92.3,Type_A
1910902,96.7,35.1,114.5,80.2,Type_A
1910903,126.4,12.1,112.1,117.0,Type_A
1910904,102.8,47.2,109.3,50.5,Type_A
1910905,88.9,62.1,87.5,99.4,Type_A
1910906,122.9,74.1,103.5,78.0,Type_B
1910907,96.9,62.7,83.3,129.1,Type_B
1910908,117.6,47.3,66.1,110.7,Type_B
1910909,109.7,44.2,66.9,51.2,Type_C
1910910,94.2,47.8,88.5,75.1,Type_A
1910911,152.6,26.0,67.6,125.2,Type_C
1910912,66.2,57.8,80.5,99.4,Type_B
1910913,70.9,47.6,104.0,53.3,Type_B
1910914,101.1,40.9,66.3,57.3,Type_C
1910915,129.3,55.7,48.7,119.0,Type_B
1910916,105.2,42.3,112.5,97.2,Type_B
1910917,105.4,38.5,77.8,138.2,Type_A
1910918,63.0,30.1,134.7,124.1,Type_A
1910919,138.9,34.5,111.3,108.1,Type_B
1910920,115.7,32.5,107.7,91.8,Type_B
1910921,106.5,46.8,107.3,70.2,Type_C
1910922,35.8,59.7,121.0,99.3,Type_C
1910923,114.2,32.6,98.3,127.7,Type_A
1910924,106.2,46.4,104.1,94.3,Type_B
1910925,104.9,40.6,114.7,99.8,Type_C
1910926,111.9,48.0,119.3,99.7,Type_A
1910927,106.1,53.0,111.1,101.9,Type_A
1910928,102.1,41.5,92.6,82.5,Type_C
1910929,82.8,31.9,90.3,73.2,Type_B
1910930,112.3,61.9,83.2,108.8,Type_B
1910931,100.1,42.5,124.6,122.7,Type_C
1910932,118.8,37.9,94.7,120.4,Type_A
1910933,123.4,63.8,124.4,95.8,Type_C
1910934,136.3,36.3,90.0,99.3,Type_C
1910935,55.0,40.9,141.5,100.4,Type_B
1910936,106.7,59.0,66.5,143.8,Type_B
1910937,106.0,34.6,,86.3,Type_B
1910938,104.7,39.0,114.9,61.8,Type_A
1910939,78.4,66.3,95.1,155.2,Type_C
1910940,64.6,51.3,97.1,151.8,Type_C
1910941,67.4,38.0,122.9,148.8,Type_A
1910942,112.1,78.4,73.8,79.3,Type_C
1910943,104.5,24.8,153.2,91.7,Type_A
1910944,137.7,45.2,84.2,74.2,Type_A
1910945,129.9,47.2,102.9,87.0,Type_B
1910946,100.5,55.1,152.8,138.1,Type_B
1910947,88.4,35.4,130.7,93.5,Type_B
1910948,112.5,43.5,105.5,68.0,Type_B
1910949,52.4,59.8,97.8,69.9,Type_B
1910950,89.5,24.0,141.9,84.3,Type_A
1910951,92.3,52.5,37.8,97.6,Type_A
1910952,110.1,29.7,83.9,113.6,Type_A
1910953,120.5,11.4,128.1,81.4,Type_C
1910954,96.8,43.9,81.4,136.1,Type_B
1910955,161.1,71.3,71.2,70.9,Type_B
1910956,58.4,54.5,110.7,38.3,Type_A
1910957,94.4,54.1,,113.8,Type_B
1910958,74.2,30.4,92.2,145.4,Type_C
1910959,84.9,53.5,92.0,55.6,Type_C
1910960,120.6,56.7,81.9,110.5,Type_A
1910961,77.4,32.8,142.0,68.3,Type_B
1910962,71.4,57.5,88.6,133.0,Type_C
1910963,113.7,36.7,94.5,91.1,Type_A
1910964,77.1,69.5,108.4,78.6,Type_C
1910965,76.2,45.7,115.1,99.2,Type_B
1910966,111.8,62.5,135.2,44.8,Type_A
1910967,111.7,52.4,145.2,63.2,Type_B
1910968,115.3,71.4,104.8,77.8,Type_B
1910969,63.7,33.6,100.6,89.5,Type_A
1910970,108.5,30.7,79.0,98.2,Type_A
1910971,94.6,55.9,99.1,88.6,Type_A
1910972,107.0,36.3,90.3,107.7,Type_B
1910973,122.2,37.3,111.3,96.0,Type_C
1910974,90.3,39.6,97.1,120.4,Type_C
1910975,91.0,49.0,96.2,69.2,Type_A
1910976,102.9,39.4,147.9,125.1,Type_B
1910977,126.5,30.9,114.2,126.1,Type_B
1910978,99.8,26.0,115.0,60.5,Type_B
1910979,86.4,28.9,120.4,155.8,Type_A
1910980,113.1,60.7,94.3,126.4,Type_B
1910981,104.0,76.9,76.7,74.5,Type_C
1910982,66.4,34.3,105.6,112.8,Type_A
1910983,24.7,51.9,80.1,75.4,Type_A
1910984,62.6,34.7,68.4,108.9,Type_A
1910985,69.4,27.0,54.6,59.4,Type_B
1910986,108.5,60.9,110.2,67.3,Type_A
1910987,66.8,11.4,83.0,133.8,Type_C
1910988,79.5,58.3,88.5,83.5,Type_B
1910989,133.9,45.0,76.3,119.4,Type_B
1910990,96.0,44.2,55.3,112.5,Type_A
1910991,82.1,51.7,87.0,52.5,Type_C
1910992,106.1,22.6,107.7,77.3,Type_C
1910993,102.4,38.6,42.7,102.7,Type_C
1910994,81.8,41.4,127.0,113.4,Type_A
1910995,132.4,60.7,158.2,112.7,Type_B
1910996,86.6,41.7,116.5,127.9,Type_C
1910997,97.1,58.0,70.7,112.9,Type_B
1910998,64.4,44.6,65.5,104.5,Type_A
1910999,121.4,51.0,145.4,113.1,Type_B
1911000,118.4,50.8,135.1,100.0,Type_B
