ReservationID,RoomCapacity,BookingAdvanceDays,MemberType,UsageDurationHours,NoShowed
1450634,124.8,98.0,135.1,49.4,0
1450635,100.8,75.4,81.0,51.4,1
1450636,109.6,69.6,110.0,19.9,0
1450637,129.8,109.1,98.5,24.9,1
1450638,107.0,78.1,78.6,56.4,0
1450639,158.4,86.5,128.5,25.3,0
1450640,144.8,69.4,106.7,40.9,1
1450641,86.1,65.7,91.9,45.0,1
1450642,75.3,92.3,96.1,40.3,1
1450643,66.7,105.1,98.0,46.7,1
1450644,112.3,152.7,149.4,21.6,0
1450645,80.9,113.2,47.9,52.5,0
1450646,94.0,138.5,120.4,40.5,0
1450647,96.2,118.5,118.3,59.4,1
1450648,114.4,113.0,88.2,56.7,1
1450649,137.1,131.1,85.5,29.9,1
1450650,56.0,101.1,89.4,31.2,0
1450651,73.1,130.8,123.6,46.0,1
1450652,71.9,146.0,59.4,48.6,1
1450653,83.8,83.8,134.5,41.7,0
1450654,70.9,81.0,56.6,57.9,0
1450655,149.9,81.0,107.9,66.1,0
1450656,71.6,92.5,171.3,63.8,1
1450657,113.2,83.0,104.2,25.0,0
1450658,78.1,119.9,56.0,38.2,1
1450659,78.2,135.5,103.2,45.9,0
1450660,95.0,111.1,74.9,38.9,0
1450661,117.4,125.5,106.0,45.2,1
1450662,116.9,68.4,125.9,35.7,1
1450663,116.8,95.9,114.7,39.5,0
1450664,60.2,53.4,101.7,42.2,0
1450665,113.0,106.2,131.2,63.9,1
1450666,80.6,65.5,130.8,28.6,0
1450667,64.6,88.4,125.2,41.7,0
1450668,79.8,115.5,24.7,39.6,0
1450669,99.7,106.3,69.2,46.6,1
1450670,81.4,117.3,128.9,34.0,1
1450671,104.0,56.6,82.5,22.3,1
1450672,139.1,89.8,90.3,61.2,0
1450673,83.5,149.8,51.1,49.3,1
1450674,122.5,95.2,67.0,63.1,0
1450675,144.4,139.6,86.5,78.8,1
1450676,67.2,127.7,111.6,46.5,1
1450677,94.4,130.6,100.4,42.7,1
1450678,95.6,75.3,55.1,66.7,1
1450679,64.5,97.3,150.1,13.2,0
1450680,102.9,116.7,149.7,73.5,1
1450681,143.0,110.0,108.6,47.2,0
1450682,111.0,94.6,41.4,64.3,1
1450683,76.5,64.3,78.7,51.3,1
1450684,43.5,93.8,88.1,70.3,1
1450685,70.0,125.3,101.0,71.5,0
1450686,86.4,69.7,82.7,74.7,1
1450687,61.8,69.3,98.2,52.7,0
1450688,135.9,46.7,68.8,52.2,0
1450689,91.5,77.9,38.6,48.9,1
1450690,114.5,80.3,119.7,60.3,1
1450691,103.8,95.8,85.2,67.3,0
1450692,73.4,111.0,86.1,40.5,0
1450693,105.0,129.3,88.6,43.1,0
1450694,76.1,116.6,113.5,45.4,1
1450695,97.5,123.9,101.5,29.8,0
1450696,114.7,93.2,77.7,69.7,0
1450697,87.9,128.9,115.1,37.9,1
1450698,118.0,58.6,136.9,62.0,0
1450699,85.4,97.7,119.2,29.6,1
1450700,59.3,79.3,68.3,27.4,0
1450701,120.9,112.0,83.5,58.8,1
1450702,70.0,59.7,121.0,59.1,0
1450703,116.5,113.3,93.0,42.8,1
1450704,63.6,106.3,83.3,47.9,1
1450705,59.9,79.3,94.0,37.1,1
1450706,94.5,89.5,94.0,63.4,1
1450707,108.4,123.8,67.5,12.3,1
1450708,122.9,122.2,81.5,68.5,1
1450709,99.2,122.5,117.7,35.3,1
1450710,155.9,126.7,137.4,43.1,0
1450711,142.0,94.8,99.8,42.6,0
1450712,81.6,99.0,123.4,38.5,0
1450713,103.3,,74.0,80.0,1
1450714,101.1,80.5,101.7,26.7,0
1450715,113.8,113.1,145.2,70.9,1
1450716,108.6,139.9,90.3,78.0,1
1450717,62.6,110.4,73.9,32.8,0
1450718,117.1,93.0,78.5,12.7,0
1450719,113.7,110.6,120.9,64.7,0
1450720,121.2,151.9,63.4,53.7,1
1450721,106.7,112.3,106.1,51.5,0
1450722,98.4,107.6,113.9,83.2,1
1450723,78.3,87.2,113.8,27.0,0
1450724,99.8,63.2,79.6,30.6,0
1450725,68.4,104.5,88.0,58.0,1
1450726,138.6,121.9,125.9,56.3,0
1450727,102.6,108.3,93.9,43.7,0
1450728,81.2,71.6,100.6,52.4,1
1450729,123.4,97.3,142.3,29.4,0
1450730,154.9,126.3,54.3,41.0,1
1450731,74.8,127.2,115.5,54.3,1
1450732,107.4,113.2,121.6,38.3,0
1450733,122.2,123.7,77.4,44.0,0
1450734,101.2,103.3,68.0,52.4,1
1450735,79.5,109.7,94.9,41.4,1
1450736,95.7,90.0,127.6,48.6,1
1450737,143.9,113.1,95.4,54.5,1
1450738,100.1,127.0,102.2,38.1,1
1450739,59.0,89.6,87.7,47.6,0
1450740,90.2,85.7,103.0,59.2,1
1450741,128.1,84.5,116.5,45.4,0
1450742,86.5,125.8,55.9,72.4,0
1450743,114.5,60.3,123.2,49.6,0
1450744,100.9,115.9,100.7,56.4,0
1450745,83.6,90.2,113.3,49.0,1
1450746,118.1,79.7,134.1,19.1,1
1450747,95.3,139.4,87.2,30.5,1
1450748,78.4,75.5,101.6,52.1,1
1450749,100.5,41.0,83.3,35.2,1
1450750,95.1,111.1,75.4,35.8,0
1450751,85.9,150.2,144.6,70.0,1
1450752,120.0,135.2,109.4,50.1,1
1450753,96.8,96.8,125.9,39.0,0
1450754,139.3,81.7,53.7,58.1,0
1450755,114.5,105.8,95.8,36.2,0
1450756,66.1,79.5,70.8,24.9,0
1450757,64.6,157.0,123.9,68.7,1
1450758,75.2,72.3,92.4,55.2,1
1450759,96.9,106.6,121.0,31.4,0
1450760,99.3,101.8,107.4,71.6,1
1450761,90.6,112.7,120.0,40.6,0
1450762,80.9,105.1,101.9,53.6,0
1450763,112.7,91.7,117.9,45.8,0
1450764,112.7,102.0,101.4,29.7,1
1450765,91.4,80.2,97.1,36.3,0
1450766,87.4,85.1,57.9,38.3,1
1450767,93.0,109.7,80.5,50.8,1
1450768,154.9,80.1,88.6,19.6,0
1450769,111.9,85.2,111.5,66.3,1
1450770,142.1,154.7,112.2,34.7,1
1450771,112.2,87.9,109.4,14.6,1
1450772,57.8,45.3,112.1,50.3,1
1450773,141.5,72.3,94.2,39.0,1
1450774,116.6,110.7,103.5,9.8,1
1450775,92.0,89.3,90.5,52.7,0
1450776,82.7,43.3,134.8,11.1,0
1450777,137.3,118.6,131.3,17.0,1
1450778,137.7,72.9,128.6,13.7,0
1450779,75.3,79.5,135.5,39.3,0
1450780,96.7,105.5,95.6,44.9,0
1450781,114.6,160.8,148.2,45.8,0
1450782,98.5,115.0,123.9,43.8,1
1450783,118.2,46.8,84.4,28.5,0
1450784,72.7,,101.3,65.1,0
1450785,110.7,133.9,50.9,30.4,0
1450786,75.0,74.7,90.0,46.9,0
1450787,62.8,83.3,151.8,31.3,0
1450788,86.2,89.9,103.5,40.2,1
1450789,103.1,83.9,152.7,79.2,1
1450790,102.4,100.5,84.2,34.8,1
1450791,85.9,129.5,107.7,30.2,0
1450792,96.3,130.6,91.6,21.9,1
1450793,114.0,89.5,55.1,27.5,0
1450794,107.7,65.7,74.7,43.8,1
1450795,91.1,69.2,102.9,60.1,1
1450796,124.9,90.3,85.2,40.3,0
1450797,94.7,106.5,109.6,55.2,1
1450798,105.3,53.1,92.9,27.0,0
1450799,68.9,60.2,81.0,50.2,1
1450800,85.9,57.7,146.4,47.1,0
1450801,68.4,93.8,113.7,56.6,1
1450802,105.7,127.5,81.4,41.7,1
1450803,105.6,93.3,106.8,53.2,1
1450804,98.9,71.8,104.3,51.8,1
1450805,62.6,99.1,73.9,38.8,0
1450806,87.7,48.4,122.1,45.9,0
1450807,56.5,82.7,73.9,28.8,0
1450808,90.8,97.0,54.9,22.3,1
1450809,79.8,59.7,105.0,22.8,1
1450810,100.4,68.8,132.7,36.2,0
1450811,140.8,79.0,83.8,40.1,1
1450812,105.6,152.2,79.6,52.6,0
1450813,133.9,45.8,71.3,58.5,0
1450814,41.6,85.0,101.1,55.1,0
1450815,130.0,139.8,122.8,39.9,0
1450816,77.8,55.9,93.2,25.3,1
1450817,104.6,120.1,96.5,46.4,0
1450818,98.8,82.3,92.3,38.0,0
1450819,97.9,103.2,107.2,27.6,1
1450820,110.3,104.4,94.5,36.0,1
1450821,91.5,77.3,117.8,61.9,1
1450822,143.6,97.4,104.4,17.3,0
1450823,134.7,121.8,137.2,44.1,0
1450824,64.5,114.9,101.0,65.4,0
1450825,46.7,110.6,76.5,6.5,1
1450826,106.3,121.7,97.6,69.0,1
1450827,40.0,,83.5,41.7,0
1450828,90.4,114.6,117.4,36.1,0
1450829,121.6,87.1,121.7,58.1,1
1450830,116.4,142.3,100.5,43.4,1
1450831,135.0,134.3,115.9,41.2,1
1450832,90.4,52.0,104.7,46.9,0
1450833,64.1,62.5,80.9,44.4,0
1450834,122.7,58.4,95.8,44.7,0
1450835,93.9,93.6,130.0,57.7,0
1450836,95.6,112.3,125.2,41.5,0
1450837,105.6,91.8,83.7,49.1,1
1450838,114.5,83.3,54.9,40.3,0
1450839,80.5,103.1,95.4,24.9,1
1450840,120.2,141.5,88.0,75.6,1
1450841,101.1,105.3,103.3,42.5,1
1450842,86.7,101.7,122.1,32.4,0
1450843,76.1,140.4,67.4,57.4,0
1450844,93.2,71.7,107.9,40.4,0
1450845,113.8,83.2,64.3,29.6,1
1450846,101.7,110.9,52.6,42.7,1
1450847,91.4,87.8,64.5,54.3,1
1450848,116.9,143.0,115.7,53.3,1
1450849,73.6,116.6,100.4,25.9,0
1450850,59.1,136.1,95.8,40.8,1
1450851,73.2,96.4,83.1,54.9,0
1450852,83.2,88.2,98.7,41.3,0
1450853,79.3,74.2,89.2,41.0,0
1450854,87.5,133.0,88.0,45.6,0
1450855,75.2,111.1,70.1,64.6,1
1450856,112.4,115.5,131.4,40.8,0
1450857,92.9,80.7,106.5,36.0,0
1450858,83.9,127.9,120.8,31.9,0
1450859,137.9,118.7,70.0,43.8,0
1450860,82.0,53.3,119.2,51.8,1
1450861,75.8,65.6,114.0,72.2,0
1450862,119.2,167.3,87.4,31.3,1
1450863,54.8,117.7,87.6,52.3,0
1450864,57.6,46.1,121.5,36.3,0
1450865,87.1,98.2,92.4,39.2,1
1450866,60.9,91.6,133.7,61.7,0
1450867,98.9,89.7,117.5,54.3,1
1450868,108.4,86.9,47.5,48.9,1
1450869,84.1,71.6,72.9,65.6,1
1450870,104.8,74.5,102.3,52.6,0
1450871,118.6,51.1,113.7,40.0,1
1450872,138.2,84.3,122.3,64.2,1
1450873,77.9,88.0,95.5,54.8,1
1450874,121.2,116.0,132.0,31.6,0
1450875,149.5,69.8,68.4,37.8,0
1450876,89.7,84.9,96.9,35.4,1
1450877,96.0,108.3,74.9,42.5,1
1450878,96.4,79.7,125.5,40.5,1
1450879,97.6,65.1,123.5,53.8,0
1450880,112.2,122.6,117.4,66.2,1
1450881,78.5,78.9,70.9,50.7,0
1450882,119.6,99.8,121.5,24.1,1
1450883,79.4,78.8,93.2,29.5,1
1450884,83.3,115.5,51.5,45.9,1
1450885,87.0,122.7,125.6,59.2,1
1450886,102.2,100.6,67.7,45.2,0
1450887,103.5,114.0,113.6,24.1,0
1450888,134.5,50.1,86.7,26.9,0
1450889,135.9,112.8,106.6,71.2,0
1450890,114.4,100.7,84.9,59.2,0
1450891,72.4,122.7,89.8,48.4,1
1450892,109.9,90.1,85.4,33.6,1
1450893,99.9,81.5,113.0,41.7,1
1450894,82.4,95.0,114.3,12.2,1
1450895,79.5,129.5,99.6,41.0,0
1450896,115.8,127.7,105.1,38.1,0
1450897,124.0,84.1,118.1,36.9,1
1450898,77.8,127.4,112.1,59.8,0
1450899,91.1,84.7,173.4,48.7,1
1450900,100.3,84.5,154.1,20.7,0
1450901,89.6,77.9,127.4,48.5,1
1450902,80.2,93.2,81.2,54.4,1
1450903,100.3,79.5,86.0,36.0,1
1450904,126.6,115.2,113.8,39.3,1
1450905,69.1,55.7,59.8,35.6,1
1450906,96.2,120.3,77.2,6.2,0
1450907,86.0,119.0,103.4,55.3,0
1450908,94.2,127.4,66.5,56.1,0
1450909,75.8,112.1,86.6,56.1,0
1450910,109.9,94.3,76.7,72.3,1
1450911,78.5,109.7,95.1,56.1,0
1450912,77.6,126.1,90.4,30.7,0
1450913,73.8,124.0,103.2,32.6,1
1450914,78.6,104.6,100.1,51.6,0
1450915,60.6,92.1,89.3,55.1,0
1450916,158.8,83.8,129.1,31.1,0
1450917,84.1,91.5,79.4,52.0,1
1450918,106.6,141.1,95.9,45.5,0
1450919,142.7,97.8,120.9,48.5,0
1450920,96.2,114.0,98.2,43.3,0
1450921,110.0,99.7,128.7,64.1,0
1450922,59.7,96.9,89.3,55.5,0
1450923,70.5,133.5,109.9,65.4,0
1450924,85.8,118.2,75.7,57.3,0
1450925,108.2,94.1,68.5,49.4,0
1450926,117.8,135.5,113.9,35.5,1
1450927,109.9,64.4,130.9,52.0,1
1450928,104.3,129.6,90.4,55.4,0
1450929,66.4,94.1,124.9,0.0,1
1450930,95.9,111.9,101.9,55.3,1
1450931,62.0,121.6,84.5,21.0,0
1450932,128.5,101.8,83.2,58.0,0
1450933,94.4,115.4,126.1,30.1,1
1450934,105.2,77.4,80.0,37.1,1
1450935,134.5,143.7,99.2,69.4,0
1450936,83.3,58.4,108.5,56.7,1
1450937,55.8,112.1,76.9,61.4,0
1450938,89.4,135.8,123.8,44.3,1
1450939,91.3,98.2,77.7,20.8,0
1450940,112.3,116.7,103.3,74.4,1
1450941,87.7,82.5,100.4,48.0,0
1450942,139.0,92.4,125.6,51.0,0
1450943,93.1,143.2,62.7,47.6,0
1450944,97.2,107.4,104.3,45.9,1
1450945,100.2,88.1,72.7,31.5,1
1450946,74.9,119.2,118.0,33.5,0
1450947,98.4,142.0,72.1,34.6,0
1450948,121.6,83.6,102.5,22.0,0
1450949,132.9,101.6,115.5,31.1,1
1450950,104.6,100.9,129.7,56.4,0
1450951,87.5,109.7,86.6,47.7,1
1450952,101.1,120.9,72.0,45.5,0
1450953,122.4,120.4,92.8,43.2,0
1450954,107.9,103.1,101.4,36.9,1
1450955,115.6,115.7,112.3,59.2,1
1450956,92.6,165.0,83.8,59.1,0
1450957,76.2,92.2,99.6,51.5,0
1450958,60.4,78.3,117.9,70.0,1
1450959,115.1,153.9,79.5,56.5,0
1450960,108.9,129.5,81.5,47.2,0
1450961,110.8,76.3,78.7,37.4,1
1450962,75.4,40.5,50.1,75.5,0
1450963,127.9,111.2,41.6,42.8,0
1450964,158.8,100.5,84.2,71.1,0
1450965,99.5,67.6,117.1,60.8,1
1450966,79.3,95.9,96.7,48.9,1
1450967,75.7,72.4,132.3,59.8,0
1450968,71.8,59.6,100.7,49.3,1
1450969,79.3,65.4,82.0,26.3,0
1450970,84.2,117.0,125.2,42.3,1
1450971,78.0,108.6,95.8,15.1,0
1450972,113.6,66.0,89.4,36.9,1
1450973,95.9,81.9,42.0,36.4,0
1450974,99.9,147.7,85.1,59.7,1
1450975,93.5,137.8,143.3,46.9,0
1450976,71.3,101.9,76.8,73.3,0
1450977,109.9,78.4,68.7,53.8,0
1450978,86.0,100.5,101.3,49.3,1
1450979,96.0,91.1,125.1,59.0,1
1450980,95.5,108.9,61.5,60.2,0
1450981,91.4,57.7,83.5,43.0,1
1450982,122.8,103.9,96.0,32.8,0
1450983,102.4,58.4,154.2,30.6,1
1450984,134.2,59.3,75.5,48.6,0
1450985,114.3,125.6,115.8,59.9,0
1450986,90.3,106.0,108.9,51.8,1
1450987,88.9,105.7,72.3,47.3,0
1450988,97.0,160.6,138.3,49.6,0
1450989,97.6,69.6,78.9,43.6,0
1450990,85.5,127.6,101.7,67.5,0
1450991,110.2,77.7,140.6,49.6,0
1450992,91.5,104.3,163.8,33.8,0
1450993,110.7,57.9,102.0,23.6,0
1450994,74.9,92.1,93.8,79.2,1
1450995,119.8,86.4,125.2,72.7,1
1450996,113.3,120.0,117.9,17.0,1
1450997,123.5,148.3,105.7,53.0,1
1450998,83.1,62.9,145.3,24.3,0
1450999,75.2,84.7,85.9,72.8,1
1451000,105.2,63.3,145.9,62.1,1
