BookingID,LeadTime,BookingChannel,DepositType,CustomerType,IsCanceled
630495,3.0,Online Travel Agent,Non Refundable,Transient,No
630496,134.0,Online Travel Agent,No Deposit,Group,No
630497,129.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630498,30.0,Online Travel Agent,No Deposit,Transient-Party,No
630499,53.0,Online Travel Agent,No Deposit,Transient,Yes
630500,17.0,Direct,No Deposit,Transient-Party,No
630501,13.0,Corporate,No Deposit,Transient-Party,No
630502,5.0,Direct,No Deposit,Transient,No
630503,14.0,Direct,No Deposit,Group,No
630504,79.0,Online Travel Agent,No Deposit,Group,No
630505,1.0,Direct,No Deposit,Group,No
630506,155.0,Online Travel Agent,Non Refundable,Transient,No
630507,25.0,Online Travel Agent,No Deposit,Transient-Party,No
630508,8.0,Direct,No Deposit,Group,No
630509,1.0,Direct,No Deposit,Transient,No
630510,71.0,Corporate,No Deposit,Group,Yes
630511,11.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630512,10.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630513,67.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630514,144.0,Online Travel Agent,No Deposit,Transient,Yes
630515,114.0,Online Travel Agent,Refundable,Transient-Party,No
630516,5.0,Online Travel Agent,Non Refundable,Group,No
630517,87.0,Online Travel Agent,No Deposit,Group,No
630518,25.0,Online Travel Agent,No Deposit,Group,No
630519,92.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630520,2.0,Online Travel Agent,No Deposit,Transient-Party,No
630521,14.0,Online Travel Agent,Refundable,Transient,No
630522,52.0,Online Travel Agent,No Deposit,Transient,No
630523,98.0,Online Travel Agent,No Deposit,Group,No
630524,273.0,Online Travel Agent,No Deposit,Transient-Party,No
630525,61.0,Online Travel Agent,No Deposit,Transient,Yes
630526,92.0,Direct,No Deposit,Group,No
630527,47.0,Direct,No Deposit,Group,No
630528,79.0,Direct,No Deposit,Transient-Party,No
630529,23.0,Online Travel Agent,Refundable,Group,No
630530,107.0,Online Travel Agent,No Deposit,Transient-Party,No
630531,1.0,Online Travel Agent,No Deposit,Group,No
630532,1.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630533,10.0,Online Travel Agent,No Deposit,Group,No
630534,31.0,Online Travel Agent,No Deposit,Transient,Yes
630535,64.0,Online Travel Agent,Non Refundable,Group,No
630536,17.0,Corporate,No Deposit,Transient-Party,No
630537,11.0,Corporate,No Deposit,Group,No
630538,116.0,Online Travel Agent,No Deposit,Group,No
630539,16.0,Online Travel Agent,No Deposit,Transient-Party,No
630540,16.0,Online Travel Agent,Non Refundable,Transient-Party,No
630541,205.0,Direct,No Deposit,Transient-Party,Yes
630542,41.0,Online Travel Agent,Non Refundable,Transient-Party,No
630543,3.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630544,128.0,Online Travel Agent,Non Refundable,Transient,No
630545,99.0,Online Travel Agent,Non Refundable,Transient,No
630546,29.0,Online Travel Agent,No Deposit,Group,No
630547,83.0,Online Travel Agent,No Deposit,Group,Yes
630548,214.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630549,22.0,Online Travel Agent,No Deposit,Group,No
630550,62.0,Direct,No Deposit,Transient,No
630551,111.0,Corporate,No Deposit,Transient,Yes
630552,153.0,Online Travel Agent,No Deposit,Group,Yes
630553,167.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630554,164.0,Online Travel Agent,Non Refundable,Group,No
630555,21.0,Online Travel Agent,No Deposit,Group,No
630556,68.0,Direct,No Deposit,Transient,Yes
630557,72.0,Online Travel Agent,No Deposit,Transient,Yes
630558,74.0,Online Travel Agent,No Deposit,Transient,Yes
630559,230.0,Online Travel Agent,Non Refundable,Transient-Party,Yes
630560,5.0,Online Travel Agent,No Deposit,Transient,Yes
630561,47.0,Online Travel Agent,No Deposit,Group,Yes
630562,1.0,Direct,No Deposit,Group,No
630563,44.0,Online Travel Agent,Non Refundable,Transient,No
630564,8.0,Online Travel Agent,No Deposit,Transient,Yes
630565,22.0,Online Travel Agent,No Deposit,Transient,Yes
630566,2.0,Online Travel Agent,No Deposit,Transient-Party,No
630567,15.0,Online Travel Agent,Non Refundable,Transient,No
630568,37.0,Online Travel Agent,No Deposit,Transient,No
630569,6.0,Direct,No Deposit,Transient-Party,No
630570,92.0,Direct,No Deposit,Transient,No
630571,45.0,Online Travel Agent,No Deposit,Group,Yes
630572,92.0,Direct,No Deposit,Transient,Yes
630573,43.0,Online Travel Agent,Non Refundable,Transient-Party,No
630574,1.0,Direct,No Deposit,Group,Yes
630575,99.0,Online Travel Agent,No Deposit,Transient-Party,No
630576,68.0,Direct,Non Refundable,Transient-Party,Yes
630577,2.0,Online Travel Agent,Non Refundable,Transient,No
630578,17.0,Direct,No Deposit,Transient-Party,Yes
630579,6.0,Online Travel Agent,No Deposit,Transient,No
630580,135.0,Online Travel Agent,No Deposit,Transient,No
630581,41.0,Online Travel Agent,Non Refundable,Group,No
630582,46.0,Online Travel Agent,No Deposit,Transient,No
630583,28.0,Online Travel Agent,No Deposit,Group,Yes
630584,52.0,Online Travel Agent,No Deposit,Group,No
630585,72.0,Online Travel Agent,No Deposit,Transient,No
630586,1.0,Online Travel Agent,No Deposit,Transient-Party,No
630587,152.0,Online Travel Agent,No Deposit,Group,Yes
630588,45.0,Corporate,No Deposit,Transient,Yes
630589,10.0,Corporate,No Deposit,Transient-Party,Yes
630590,1.0,Direct,No Deposit,Group,No
630591,60.0,Online Travel Agent,Non Refundable,Group,No
630592,90.0,Online Travel Agent,No Deposit,Transient,Yes
630593,88.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630594,1.0,Direct,No Deposit,Transient,No
630595,5.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630596,83.0,Online Travel Agent,No Deposit,Transient-Party,No
630597,66.0,Online Travel Agent,Non Refundable,Group,No
630598,61.0,Online Travel Agent,No Deposit,Transient-Party,No
630599,171.0,Online Travel Agent,Non Refundable,Transient,No
630600,116.0,Online Travel Agent,No Deposit,Group,No
630601,81.0,Online Travel Agent,Refundable,Group,No
630602,118.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630603,85.0,Online Travel Agent,Non Refundable,Transient,No
630604,60.0,Online Travel Agent,No Deposit,Transient,No
630605,119.0,Direct,No Deposit,Transient-Party,No
630606,49.0,Online Travel Agent,No Deposit,Transient-Party,No
630607,6.0,Online Travel Agent,No Deposit,Transient,No
630608,11.0,Direct,No Deposit,Transient,Yes
630609,40.0,Online Travel Agent,No Deposit,Transient-Party,No
630610,59.0,Online Travel Agent,No Deposit,Transient,No
630611,1.0,Direct,No Deposit,Transient,No
630612,114.0,Online Travel Agent,Non Refundable,Group,Yes
630613,2.0,Online Travel Agent,No Deposit,Group,Yes
630614,19.0,Online Travel Agent,No Deposit,Group,No
630615,103.0,Corporate,No Deposit,Group,No
630616,105.0,Online Travel Agent,No Deposit,Transient,Yes
630617,,Corporate,No Deposit,Transient,No
630618,99.0,Direct,No Deposit,Transient,No
630619,22.0,Online Travel Agent,No Deposit,Transient,No
630620,147.0,Direct,No Deposit,Transient,No
630621,7.0,Online Travel Agent,No Deposit,Transient,Yes
630622,22.0,Online Travel Agent,No Deposit,Group,Yes
630623,92.0,Online Travel Agent,Non Refundable,Transient-Party,No
630624,33.0,Online Travel Agent,No Deposit,Group,No
630625,73.0,Online Travel Agent,No Deposit,Transient-Party,No
630626,49.0,Online Travel Agent,No Deposit,Group,Yes
630627,3.0,Online Travel Agent,No Deposit,Group,Yes
630628,252.0,Online Travel Agent,No Deposit,Group,Yes
630629,68.0,Online Travel Agent,Non Refundable,Transient,No
630630,106.0,Online Travel Agent,No Deposit,Transient,No
630631,3.0,Online Travel Agent,No Deposit,Group,No
630632,25.0,Online Travel Agent,No Deposit,Transient-Party,No
630633,12.0,Corporate,No Deposit,Group,No
630634,76.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630635,21.0,Direct,No Deposit,Transient-Party,No
630636,33.0,Online Travel Agent,No Deposit,Transient,No
630637,179.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630638,74.0,Online Travel Agent,No Deposit,Transient,No
630639,83.0,Direct,No Deposit,Transient,No
630640,153.0,Online Travel Agent,No Deposit,Transient,Yes
630641,67.0,Online Travel Agent,Non Refundable,Transient-Party,No
630642,87.0,Online Travel Agent,No Deposit,Transient-Party,No
630643,56.0,Online Travel Agent,No Deposit,Transient,No
630644,164.0,Online Travel Agent,No Deposit,Transient,Yes
630645,47.0,Corporate,No Deposit,Transient-Party,No
630646,38.0,Online Travel Agent,No Deposit,Group,No
630647,,Online Travel Agent,No Deposit,Transient-Party,Yes
630648,86.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630649,28.0,Online Travel Agent,No Deposit,Group,No
630650,29.0,Online Travel Agent,Non Refundable,Transient-Party,No
630651,61.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630652,51.0,Online Travel Agent,No Deposit,Group,No
630653,20.0,Online Travel Agent,No Deposit,Group,No
630654,65.0,Online Travel Agent,No Deposit,Group,Yes
630655,33.0,Online Travel Agent,No Deposit,Transient,No
630656,64.0,Online Travel Agent,No Deposit,Transient-Party,No
630657,48.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630658,19.0,Online Travel Agent,No Deposit,Transient-Party,No
630659,88.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630660,,Online Travel Agent,No Deposit,Transient,Yes
630661,350.0,Online Travel Agent,No Deposit,Transient,Yes
630662,20.0,Online Travel Agent,No Deposit,Transient,No
630663,98.0,Corporate,No Deposit,Transient-Party,No
630664,6.0,Online Travel Agent,No Deposit,Transient,No
630665,5.0,Online Travel Agent,No Deposit,Transient,No
630666,74.0,Online Travel Agent,No Deposit,Transient,No
630667,73.0,Online Travel Agent,No Deposit,Transient,No
630668,49.0,Online Travel Agent,No Deposit,Transient,Yes
630669,,Online Travel Agent,Non Refundable,Group,No
630670,50.0,Online Travel Agent,Non Refundable,Transient,No
630671,131.0,Online Travel Agent,No Deposit,Transient,No
630672,66.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630673,15.0,Online Travel Agent,No Deposit,Group,No
630674,58.0,Corporate,No Deposit,Group,No
630675,44.0,Direct,No Deposit,Group,No
630676,24.0,Corporate,No Deposit,Transient-Party,No
630677,5.0,Online Travel Agent,No Deposit,Transient-Party,No
630678,152.0,Online Travel Agent,No Deposit,Transient-Party,No
630679,26.0,Online Travel Agent,No Deposit,Transient,No
630680,18.0,Corporate,No Deposit,Transient-Party,No
630681,35.0,Online Travel Agent,No Deposit,Group,No
630682,27.0,Direct,No Deposit,Transient-Party,No
630683,283.0,Direct,No Deposit,Transient-Party,Yes
630684,16.0,Online Travel Agent,Non Refundable,Group,No
630685,23.0,Online Travel Agent,No Deposit,Transient,No
630686,2.0,Direct,Non Refundable,Group,No
630687,15.0,Corporate,No Deposit,Transient,Yes
630688,68.0,Online Travel Agent,Non Refundable,Transient-Party,No
630689,22.0,Online Travel Agent,Non Refundable,Group,No
630690,28.0,Online Travel Agent,No Deposit,Group,No
630691,64.0,Online Travel Agent,No Deposit,Transient,No
630692,4.0,Direct,No Deposit,Group,Yes
630693,25.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630694,161.0,Online Travel Agent,No Deposit,Transient,No
630695,43.0,Online Travel Agent,No Deposit,Group,No
630696,28.0,Direct,No Deposit,Transient,No
630697,252.0,Direct,No Deposit,Transient,No
630698,1.0,Online Travel Agent,No Deposit,Group,No
630699,78.0,Online Travel Agent,No Deposit,Transient-Party,No
630700,37.0,Corporate,No Deposit,Transient-Party,Yes
630701,5.0,Direct,Non Refundable,Group,No
630702,200.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630703,40.0,Online Travel Agent,No Deposit,Transient,No
630704,7.0,Online Travel Agent,Non Refundable,Transient,No
630705,35.0,Online Travel Agent,No Deposit,Group,No
630706,22.0,Online Travel Agent,Non Refundable,Transient,Yes
630707,77.0,Online Travel Agent,No Deposit,Transient-Party,No
630708,39.0,Online Travel Agent,No Deposit,Group,No
630709,12.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630710,63.0,Online Travel Agent,No Deposit,Group,Yes
630711,71.0,Online Travel Agent,No Deposit,Group,No
630712,40.0,Direct,No Deposit,Transient-Party,No
630713,186.0,Online Travel Agent,No Deposit,Transient,No
630714,135.0,Online Travel Agent,No Deposit,Transient-Party,No
630715,129.0,Online Travel Agent,No Deposit,Group,No
630716,72.0,Online Travel Agent,No Deposit,Transient,No
630717,26.0,Online Travel Agent,No Deposit,Group,Yes
630718,193.0,Online Travel Agent,No Deposit,Transient,No
630719,107.0,Online Travel Agent,Non Refundable,Transient-Party,No
630720,2.0,Online Travel Agent,No Deposit,Group,No
630721,32.0,Online Travel Agent,Non Refundable,Group,No
630722,84.0,Online Travel Agent,Non Refundable,Transient,No
630723,75.0,Direct,Refundable,Group,No
630724,74.0,Online Travel Agent,Non Refundable,Transient,Yes
630725,112.0,Direct,No Deposit,Transient,Yes
630726,11.0,Direct,No Deposit,Transient-Party,Yes
630727,7.0,Direct,No Deposit,Group,No
630728,57.0,Online Travel Agent,Non Refundable,Group,No
630729,350.0,Online Travel Agent,Non Refundable,Transient-Party,Yes
630730,182.0,Direct,No Deposit,Transient,Yes
630731,44.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630732,35.0,Online Travel Agent,Non Refundable,Group,No
630733,42.0,Direct,No Deposit,Transient,No
630734,11.0,Online Travel Agent,No Deposit,Transient,No
630735,201.0,Online Travel Agent,No Deposit,Group,No
630736,173.0,Direct,No Deposit,Transient,No
630737,50.0,Online Travel Agent,No Deposit,Transient-Party,No
630738,1.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630739,43.0,Online Travel Agent,No Deposit,Transient,No
630740,125.0,Online Travel Agent,No Deposit,Group,Yes
630741,133.0,Direct,No Deposit,Transient,No
630742,144.0,Online Travel Agent,Non Refundable,Group,No
630743,7.0,Direct,No Deposit,Group,No
630744,5.0,Online Travel Agent,Non Refundable,Transient-Party,No
630745,152.0,Online Travel Agent,No Deposit,Transient-Party,No
630746,86.0,Online Travel Agent,No Deposit,Transient,No
630747,51.0,Online Travel Agent,No Deposit,Transient,No
630748,1.0,Online Travel Agent,No Deposit,Transient-Party,No
630749,183.0,Online Travel Agent,No Deposit,Transient,Yes
630750,14.0,Online Travel Agent,No Deposit,Group,Yes
630751,24.0,Online Travel Agent,Non Refundable,Transient,No
630752,18.0,Online Travel Agent,No Deposit,Transient,Yes
630753,40.0,Online Travel Agent,Non Refundable,Group,No
630754,47.0,Direct,No Deposit,Group,No
630755,224.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630756,26.0,Online Travel Agent,No Deposit,Group,No
630757,104.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630758,58.0,Online Travel Agent,Non Refundable,Transient-Party,No
630759,115.0,Online Travel Agent,No Deposit,Group,No
630760,25.0,Online Travel Agent,Non Refundable,Transient,No
630761,32.0,Direct,No Deposit,Transient,No
630762,258.0,Online Travel Agent,No Deposit,Group,Yes
630763,24.0,Corporate,No Deposit,Group,No
630764,25.0,Online Travel Agent,No Deposit,Transient,No
630765,71.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630766,157.0,Direct,No Deposit,Transient-Party,Yes
630767,81.0,Corporate,No Deposit,Transient-Party,No
630768,12.0,Online Travel Agent,Non Refundable,Transient-Party,No
630769,11.0,Online Travel Agent,No Deposit,Transient,Yes
630770,106.0,Online Travel Agent,No Deposit,Transient-Party,No
630771,11.0,Direct,No Deposit,Transient-Party,Yes
630772,80.0,Online Travel Agent,No Deposit,Transient,No
630773,13.0,Online Travel Agent,No Deposit,Group,No
630774,64.0,Online Travel Agent,No Deposit,Transient,Yes
630775,64.0,Online Travel Agent,No Deposit,Transient,Yes
630776,14.0,Online Travel Agent,Refundable,Group,No
630777,8.0,Online Travel Agent,No Deposit,Group,No
630778,77.0,Corporate,No Deposit,Transient,Yes
630779,346.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630780,29.0,Online Travel Agent,No Deposit,Transient,No
630781,56.0,Online Travel Agent,No Deposit,Transient,Yes
630782,10.0,Online Travel Agent,No Deposit,Group,Yes
630783,55.0,Direct,No Deposit,Transient,No
630784,8.0,Online Travel Agent,No Deposit,Transient-Party,No
630785,26.0,Online Travel Agent,No Deposit,Transient-Party,No
630786,54.0,Online Travel Agent,No Deposit,Transient,Yes
630787,5.0,Online Travel Agent,No Deposit,Transient,No
630788,47.0,Direct,Non Refundable,Transient-Party,No
630789,46.0,Online Travel Agent,No Deposit,Transient,No
630790,12.0,Online Travel Agent,No Deposit,Transient,Yes
630791,6.0,Direct,No Deposit,Transient-Party,No
630792,5.0,Online Travel Agent,No Deposit,Transient,No
630793,1.0,Online Travel Agent,No Deposit,Transient-Party,No
630794,225.0,Online Travel Agent,No Deposit,Transient-Party,No
630795,184.0,Online Travel Agent,No Deposit,Group,No
630796,94.0,Online Travel Agent,Refundable,Group,No
630797,77.0,Online Travel Agent,No Deposit,Transient,No
630798,28.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630799,110.0,Online Travel Agent,Non Refundable,Group,No
630800,42.0,Online Travel Agent,No Deposit,Group,Yes
630801,91.0,Online Travel Agent,No Deposit,Group,No
630802,17.0,Online Travel Agent,No Deposit,Transient,No
630803,48.0,Corporate,No Deposit,Transient-Party,Yes
630804,1.0,Online Travel Agent,No Deposit,Group,Yes
630805,3.0,Online Travel Agent,No Deposit,Group,No
630806,70.0,Online Travel Agent,No Deposit,Group,Yes
630807,30.0,Corporate,No Deposit,Transient-Party,Yes
630808,137.0,Online Travel Agent,No Deposit,Transient-Party,No
630809,5.0,Online Travel Agent,No Deposit,Transient-Party,No
630810,15.0,Online Travel Agent,No Deposit,Transient,Yes
630811,29.0,Online Travel Agent,No Deposit,Transient-Party,No
630812,8.0,Online Travel Agent,No Deposit,Transient,No
630813,43.0,Online Travel Agent,No Deposit,Transient-Party,No
630814,35.0,Online Travel Agent,No Deposit,Group,No
630815,92.0,Corporate,Non Refundable,Group,No
630816,12.0,Online Travel Agent,No Deposit,Group,Yes
630817,16.0,Online Travel Agent,No Deposit,Group,No
630818,51.0,Online Travel Agent,No Deposit,Transient-Party,No
630819,49.0,Online Travel Agent,No Deposit,Transient,Yes
630820,118.0,Online Travel Agent,Non Refundable,Group,No
630821,49.0,Online Travel Agent,No Deposit,Transient,Yes
630822,17.0,Online Travel Agent,No Deposit,Transient,No
630823,18.0,Online Travel Agent,No Deposit,Transient,No
630824,103.0,Online Travel Agent,No Deposit,Transient-Party,No
630825,91.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630826,48.0,Corporate,No Deposit,Group,No
630827,30.0,Corporate,No Deposit,Transient,No
630828,22.0,Online Travel Agent,No Deposit,Transient-Party,No
630829,201.0,Online Travel Agent,No Deposit,Transient,Yes
630830,220.0,Online Travel Agent,No Deposit,Transient-Party,No
630831,49.0,Online Travel Agent,No Deposit,Transient-Party,No
630832,7.0,Direct,Non Refundable,Transient-Party,No
630833,21.0,Online Travel Agent,No Deposit,Transient-Party,No
630834,24.0,Online Travel Agent,No Deposit,Transient-Party,No
630835,34.0,Online Travel Agent,No Deposit,Transient-Party,No
630836,28.0,Online Travel Agent,No Deposit,Transient,No
630837,22.0,Direct,No Deposit,Transient-Party,Yes
630838,101.0,Online Travel Agent,No Deposit,Group,Yes
630839,27.0,Online Travel Agent,No Deposit,Transient-Party,No
630840,101.0,Corporate,No Deposit,Group,Yes
630841,65.0,Online Travel Agent,No Deposit,Transient,No
630842,140.0,Online Travel Agent,No Deposit,Group,No
630843,28.0,Online Travel Agent,No Deposit,Group,Yes
630844,194.0,Online Travel Agent,No Deposit,Group,Yes
630845,15.0,Online Travel Agent,No Deposit,Group,No
630846,5.0,Online Travel Agent,No Deposit,Group,No
630847,56.0,Online Travel Agent,Non Refundable,Transient-Party,No
630848,49.0,Online Travel Agent,No Deposit,Transient,Yes
630849,68.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630850,9.0,Online Travel Agent,No Deposit,Group,No
630851,47.0,Online Travel Agent,No Deposit,Transient,Yes
630852,31.0,Direct,No Deposit,Transient,Yes
630853,216.0,Online Travel Agent,No Deposit,Group,Yes
630854,1.0,Direct,Refundable,Transient-Party,No
630855,24.0,Online Travel Agent,No Deposit,Transient,No
630856,20.0,Online Travel Agent,No Deposit,Transient-Party,No
630857,8.0,Online Travel Agent,No Deposit,Transient-Party,No
630858,1.0,Online Travel Agent,No Deposit,Transient-Party,No
630859,29.0,Corporate,No Deposit,Transient,Yes
630860,127.0,Online Travel Agent,No Deposit,Group,No
630861,134.0,Direct,Non Refundable,Group,No
630862,95.0,Direct,No Deposit,Transient,No
630863,11.0,Online Travel Agent,No Deposit,Transient,No
630864,130.0,Corporate,No Deposit,Transient-Party,Yes
630865,37.0,Corporate,No Deposit,Transient-Party,No
630866,10.0,Direct,No Deposit,Transient,No
630867,3.0,Direct,No Deposit,Transient,Yes
630868,66.0,Online Travel Agent,Non Refundable,Group,No
630869,2.0,Online Travel Agent,No Deposit,Group,No
630870,154.0,Online Travel Agent,No Deposit,Transient-Party,No
630871,2.0,Online Travel Agent,No Deposit,Transient,No
630872,90.0,Direct,No Deposit,Transient-Party,No
630873,10.0,Online Travel Agent,No Deposit,Group,Yes
630874,18.0,Corporate,No Deposit,Group,Yes
630875,14.0,Direct,No Deposit,Transient-Party,No
630876,56.0,Online Travel Agent,No Deposit,Transient,No
630877,41.0,Online Travel Agent,No Deposit,Group,Yes
630878,71.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630879,134.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630880,3.0,Online Travel Agent,No Deposit,Transient-Party,No
630881,76.0,Direct,No Deposit,Transient,No
630882,38.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630883,12.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630884,5.0,Online Travel Agent,No Deposit,Transient-Party,No
630885,54.0,Online Travel Agent,No Deposit,Transient-Party,No
630886,14.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630887,98.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630888,29.0,Direct,No Deposit,Transient,Yes
630889,145.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630890,69.0,Online Travel Agent,Refundable,Group,No
630891,24.0,Direct,Non Refundable,Transient-Party,No
630892,201.0,Online Travel Agent,Non Refundable,Group,No
630893,5.0,Online Travel Agent,No Deposit,Transient-Party,No
630894,41.0,Online Travel Agent,No Deposit,Group,No
630895,42.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630896,64.0,Online Travel Agent,No Deposit,Transient,Yes
630897,45.0,Direct,No Deposit,Transient,Yes
630898,45.0,Online Travel Agent,No Deposit,Transient,No
630899,90.0,Direct,No Deposit,Transient,No
630900,172.0,Direct,No Deposit,Transient-Party,Yes
630901,3.0,Online Travel Agent,No Deposit,Transient-Party,No
630902,54.0,Online Travel Agent,No Deposit,Transient,No
630903,73.0,Online Travel Agent,No Deposit,Group,Yes
630904,32.0,Online Travel Agent,No Deposit,Group,No
630905,109.0,Corporate,No Deposit,Transient,Yes
630906,64.0,Online Travel Agent,Non Refundable,Group,No
630907,5.0,Online Travel Agent,No Deposit,Group,Yes
630908,6.0,Online Travel Agent,Non Refundable,Transient,No
630909,40.0,Online Travel Agent,No Deposit,Transient,No
630910,83.0,Direct,Non Refundable,Group,No
630911,154.0,Direct,No Deposit,Transient,No
630912,126.0,Online Travel Agent,No Deposit,Transient-Party,No
630913,1.0,Online Travel Agent,No Deposit,Group,Yes
630914,9.0,Online Travel Agent,No Deposit,Transient-Party,No
630915,90.0,Direct,No Deposit,Group,No
630916,13.0,Online Travel Agent,No Deposit,Group,No
630917,173.0,Online Travel Agent,No Deposit,Transient-Party,No
630918,10.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630919,141.0,Online Travel Agent,No Deposit,Transient,Yes
630920,95.0,Direct,No Deposit,Group,No
630921,107.0,Direct,No Deposit,Group,Yes
630922,1.0,Online Travel Agent,No Deposit,Transient-Party,No
630923,51.0,Online Travel Agent,Refundable,Transient-Party,No
630924,81.0,Online Travel Agent,No Deposit,Group,Yes
630925,36.0,Online Travel Agent,No Deposit,Transient-Party,No
630926,81.0,Online Travel Agent,No Deposit,Group,No
630927,191.0,Online Travel Agent,No Deposit,Group,Yes
630928,46.0,Online Travel Agent,No Deposit,Group,No
630929,4.0,Direct,No Deposit,Group,Yes
630930,39.0,Online Travel Agent,No Deposit,Transient,Yes
630931,28.0,Online Travel Agent,No Deposit,Transient,No
630932,27.0,Direct,No Deposit,Group,Yes
630933,44.0,Online Travel Agent,No Deposit,Group,Yes
630934,155.0,Online Travel Agent,No Deposit,Transient,Yes
630935,10.0,Corporate,No Deposit,Transient-Party,Yes
630936,38.0,Corporate,No Deposit,Transient,Yes
630937,137.0,Online Travel Agent,No Deposit,Transient-Party,No
630938,3.0,Online Travel Agent,Non Refundable,Group,No
630939,48.0,Online Travel Agent,No Deposit,Transient,Yes
630940,66.0,Online Travel Agent,Non Refundable,Group,Yes
630941,1.0,Direct,No Deposit,Group,No
630942,8.0,Online Travel Agent,No Deposit,Group,Yes
630943,68.0,Online Travel Agent,No Deposit,Transient-Party,No
630944,125.0,Online Travel Agent,No Deposit,Transient-Party,No
630945,10.0,Online Travel Agent,Non Refundable,Group,No
630946,21.0,Online Travel Agent,No Deposit,Group,No
630947,92.0,Online Travel Agent,Non Refundable,Transient-Party,No
630948,87.0,Online Travel Agent,Non Refundable,Group,No
630949,2.0,Online Travel Agent,No Deposit,Group,No
630950,27.0,Online Travel Agent,No Deposit,Transient,Yes
630951,25.0,Online Travel Agent,No Deposit,Transient-Party,No
630952,20.0,Direct,Non Refundable,Transient-Party,No
630953,38.0,Corporate,No Deposit,Group,No
630954,15.0,Online Travel Agent,Non Refundable,Transient,No
630955,16.0,Online Travel Agent,No Deposit,Group,No
630956,192.0,Online Travel Agent,No Deposit,Transient,Yes
630957,1.0,Online Travel Agent,No Deposit,Transient-Party,No
630958,12.0,Online Travel Agent,No Deposit,Transient,Yes
630959,21.0,Direct,No Deposit,Transient-Party,No
630960,16.0,Corporate,No Deposit,Transient-Party,No
630961,37.0,Online Travel Agent,Non Refundable,Group,No
630962,62.0,Direct,Non Refundable,Transient,No
630963,3.0,Online Travel Agent,Non Refundable,Transient-Party,Yes
630964,48.0,Online Travel Agent,Refundable,Group,No
630965,12.0,Corporate,No Deposit,Group,No
630966,5.0,Online Travel Agent,No Deposit,Transient-Party,No
630967,82.0,Online Travel Agent,No Deposit,Transient-Party,No
630968,42.0,Online Travel Agent,No Deposit,Transient,No
630969,91.0,Direct,No Deposit,Transient,No
630970,13.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630971,21.0,Corporate,No Deposit,Transient,No
630972,11.0,Online Travel Agent,No Deposit,Group,No
630973,3.0,Direct,No Deposit,Group,No
630974,44.0,Online Travel Agent,Refundable,Group,No
630975,118.0,Corporate,No Deposit,Transient-Party,No
630976,42.0,Online Travel Agent,No Deposit,Group,Yes
630977,17.0,Online Travel Agent,No Deposit,Group,No
630978,14.0,Online Travel Agent,No Deposit,Group,No
630979,59.0,Direct,No Deposit,Transient,No
630980,131.0,Online Travel Agent,No Deposit,Group,Yes
630981,11.0,Online Travel Agent,No Deposit,Transient,No
630982,54.0,Online Travel Agent,Non Refundable,Transient,No
630983,66.0,Online Travel Agent,Non Refundable,Group,No
630984,145.0,Online Travel Agent,No Deposit,Group,Yes
630985,22.0,Online Travel Agent,Refundable,Group,No
630986,39.0,Online Travel Agent,No Deposit,Transient-Party,Yes
630987,1.0,Online Travel Agent,No Deposit,Transient,Yes
