ReviewID,CourseCategory,Rating,ReviewText_Words,HelpfulVotes,Recommend
650757,Business,5,87.0,1,Yes
650758,IT & Software,5,103.0,4,Yes
650759,Marketing,4,97.0,3,Yes
650760,Business,5,99.0,7,Yes
650761,Business,5,111.0,4,Yes
650762,Development,5,128.0,40,Yes
650763,Marketing,3,40.0,2,No
650764,Design,4,77.0,0,Yes
650765,IT & Software,4,103.0,2,Yes
650766,Design,4,94.0,6,Yes
650767,Marketing,4,68.0,3,Yes
650768,Development,3,122.0,36,No
650769,IT & Software,3,52.0,7,No
650770,Design,3,183.0,20,No
650771,Development,4,70.0,6,Yes
650772,IT & Software,5,85.0,4,Yes
650773,Design,5,47.0,7,Yes
650774,Development,4,103.0,5,Yes
650775,IT & Software,5,66.0,1,Yes
650776,Business,4,69.0,1,Yes
650777,IT & Software,4,84.0,6,Yes
650778,Marketing,4,37.0,0,Yes
650779,IT & Software,4,167.0,5,Yes
650780,Development,4,60.0,2,Yes
650781,Development,4,113.0,6,Yes
650782,Design,5,99.0,0,Yes
650783,Design,4,61.0,7,Yes
650784,IT & Software,4,107.0,5,Yes
650785,Business,3,43.0,6,No
650786,Development,5,62.0,4,Yes
650787,Business,4,56.0,3,Yes
650788,Design,5,90.0,7,Yes
650789,Development,3,75.0,3,No
650790,IT & Software,2,274.0,13,No
650791,Marketing,5,105.0,4,Yes
650792,Business,5,5.0,0,Yes
650793,Design,3,26.0,4,No
650794,Marketing,5,86.0,5,Yes
650795,Business,4,62.0,3,Yes
650796,Marketing,4,92.0,3,Yes
650797,Marketing,5,92.0,0,Yes
650798,Marketing,4,121.0,14,Yes
650799,Design,5,69.0,7,Yes
650800,Marketing,2,201.0,44,No
650801,Design,4,103.0,0,Yes
650802,Business,5,42.0,5,Yes
650803,Development,3,78.0,5,No
650804,Marketing,3,185.0,39,No
650805,IT & Software,5,94.0,6,Yes
650806,Development,4,136.0,22,Yes
650807,Business,5,88.0,7,Yes
650808,IT & Software,2,170.0,45,No
650809,IT & Software,5,109.0,3,Yes
650810,IT & Software,3,115.0,7,No
650811,IT & Software,3,97.0,3,No
650812,Development,4,93.0,5,Yes
650813,Development,4,107.0,2,Yes
650814,Business,4,85.0,4,Yes
650815,Marketing,5,111.0,3,Yes
650816,IT & Software,5,97.0,2,Yes
650817,Development,4,99.0,2,Yes
650818,Marketing,3,44.0,4,No
650819,IT & Software,5,118.0,3,Yes
650820,Marketing,4,24.0,0,Yes
650821,Development,5,83.0,3,Yes
650822,IT & Software,4,60.0,1,Yes
650823,IT & Software,5,111.0,5,Yes
650824,Development,1,216.0,10,No
650825,Business,5,22.0,0,Yes
650826,Design,5,101.0,3,Yes
650827,IT & Software,5,65.0,6,Yes
650828,IT & Software,5,56.0,6,Yes
650829,IT & Software,5,116.0,6,Yes
650830,Business,5,104.0,6,Yes
650831,Development,3,146.0,15,No
650832,Development,3,99.0,5,No
650833,Development,4,27.0,6,Yes
650834,Development,3,99.0,5,No
650835,Marketing,5,63.0,1,Yes
650836,Marketing,4,8.0,1,Yes
650837,Design,5,74.0,2,Yes
650838,IT & Software,5,21.0,4,Yes
650839,Design,5,37.0,3,Yes
650840,Business,5,24.0,0,Yes
650841,IT & Software,5,5.0,4,Yes
650842,Design,4,51.0,0,Yes
650843,Marketing,5,5.0,5,Yes
650844,IT & Software,5,38.0,1,Yes
650845,Business,1,142.0,5,No
650846,Marketing,4,87.0,5,Yes
650847,IT & Software,4,121.0,39,Yes
650848,Design,1,194.0,31,No
650849,Business,4,61.0,3,Yes
650850,Marketing,4,94.0,0,Yes
650851,IT & Software,5,98.0,4,Yes
650852,Business,5,195.0,26,Yes
650853,Design,5,109.0,6,Yes
650854,Development,5,81.0,4,Yes
650855,Development,4,6.0,2,Yes
650856,IT & Software,3,115.0,5,No
650857,Design,3,49.0,3,No
650858,Design,2,186.0,11,No
650859,Business,4,125.0,31,Yes
650860,Marketing,5,115.0,4,Yes
650861,Business,3,93.0,5,No
650862,IT & Software,4,62.0,7,Yes
650863,Design,3,78.0,6,No
650864,Design,3,112.0,3,No
650865,Marketing,5,69.0,4,Yes
650866,Marketing,4,30.0,2,Yes
650867,Design,4,,6,Yes
650868,Development,5,5.0,1,Yes
650869,Business,5,46.0,3,Yes
650870,Marketing,2,207.0,9,No
650871,Business,4,95.0,3,Yes
650872,IT & Software,5,139.0,19,Yes
650873,Design,5,96.0,7,Yes
650874,Marketing,5,108.0,7,Yes
650875,Development,5,76.0,6,Yes
650876,Business,4,94.0,5,Yes
650877,Business,3,100.0,7,No
650878,Business,3,90.0,7,No
650879,Design,5,99.0,0,Yes
650880,Design,4,97.0,1,Yes
650881,Marketing,5,139.0,19,Yes
650882,Marketing,1,226.0,12,No
650883,Business,5,115.0,3,Yes
650884,IT & Software,5,91.0,4,Yes
650885,Design,5,72.0,3,Yes
650886,Design,5,121.0,11,Yes
650887,Development,4,5.0,0,Yes
650888,Design,5,142.0,19,Yes
650889,IT & Software,4,81.0,7,Yes
650890,Design,5,95.0,1,Yes
650891,IT & Software,5,95.0,3,Yes
650892,Business,3,30.0,6,No
650893,Design,5,123.0,12,Yes
650894,IT & Software,4,69.0,1,Yes
650895,IT & Software,3,131.0,24,No
650896,Development,4,5.0,0,Yes
650897,IT & Software,4,143.0,42,Yes
650898,Design,4,87.0,4,Yes
650899,Design,5,117.0,4,Yes
650900,Marketing,4,14.0,3,Yes
650901,Development,5,122.0,11,Yes
650902,Design,5,74.0,3,Yes
650903,Design,5,142.0,36,Yes
650904,Development,4,52.0,5,Yes
650905,IT & Software,3,51.0,2,No
650906,Business,2,191.0,15,No
650907,IT & Software,5,58.0,1,Yes
650908,Design,3,19.0,7,No
650909,IT & Software,4,66.0,3,Yes
650910,Design,5,131.0,49,Yes
650911,Design,5,82.0,7,Yes
650912,Design,4,94.0,7,Yes
650913,Development,4,33.0,1,Yes
650914,Business,5,126.0,12,Yes
650915,IT & Software,4,45.0,4,Yes
650916,Design,5,62.0,4,Yes
650917,Design,1,208.0,37,No
650918,Marketing,2,239.0,8,No
650919,Business,1,144.0,19,No
650920,Development,4,109.0,1,Yes
650921,Design,5,133.0,30,Yes
650922,Design,4,85.0,4,Yes
650923,Marketing,2,173.0,24,No
650924,Marketing,5,98.0,4,Yes
650925,Business,4,45.0,0,Yes
650926,Business,2,197.0,45,No
650927,Design,5,67.0,5,Yes
650928,Business,1,171.0,23,No
650929,Marketing,4,21.0,6,Yes
650930,Design,4,5.0,0,Yes
650931,Development,5,30.0,7,Yes
650932,IT & Software,5,106.0,5,Yes
650933,Development,3,16.0,4,No
650934,Design,5,124.0,39,Yes
650935,Design,5,124.0,9,Yes
650936,Development,5,81.0,6,Yes
650937,Design,5,26.0,0,Yes
650938,Business,4,94.0,0,Yes
650939,Business,1,257.0,15,No
650940,Business,3,108.0,6,No
650941,Design,4,161.0,16,Yes
650942,IT & Software,3,74.0,6,No
650943,Marketing,5,68.0,5,Yes
650944,Business,5,26.0,4,Yes
650945,Development,3,109.0,3,No
650946,Development,5,99.0,5,Yes
650947,Design,3,154.0,40,No
650948,IT & Software,4,99.0,7,Yes
650949,Marketing,5,102.0,7,Yes
650950,IT & Software,5,41.0,5,Yes
650951,Business,3,53.0,7,No
650952,Marketing,5,16.0,7,Yes
650953,Development,4,74.0,6,Yes
650954,Design,5,123.0,9,Yes
650955,IT & Software,4,106.0,3,Yes
650956,Marketing,5,41.0,7,Yes
650957,Business,4,27.0,3,Yes
650958,IT & Software,5,143.0,48,Yes
650959,Business,3,82.0,2,No
650960,Marketing,5,92.0,0,Yes
650961,Development,4,5.0,4,Yes
650962,Development,1,127.0,21,No
650963,IT & Software,5,97.0,1,Yes
650964,Development,1,291.0,10,No
650965,Design,5,8.0,1,Yes
650966,Marketing,4,114.0,4,Yes
650967,Business,4,101.0,1,Yes
650968,Business,5,61.0,4,Yes
650969,Design,4,44.0,3,Yes
650970,IT & Software,4,103.0,5,Yes
650971,Business,5,82.0,4,Yes
650972,Design,1,286.0,20,No
650973,Development,5,5.0,3,Yes
650974,Design,4,53.0,7,Yes
650975,Business,5,77.0,4,Yes
650976,Design,3,50.0,3,No
650977,Development,5,110.0,5,Yes
650978,Business,4,46.0,3,Yes
650979,Business,3,118.0,3,No
650980,Business,4,78.0,5,Yes
650981,Design,4,102.0,7,Yes
650982,Development,4,104.0,3,Yes
650983,Design,4,108.0,4,Yes
650984,Marketing,3,47.0,7,No
650985,Business,4,147.0,14,Yes
650986,IT & Software,5,156.0,34,Yes
650987,Design,5,,7,Yes
650988,Design,5,126.0,5,Yes
650989,Marketing,5,84.0,2,Yes
650990,Marketing,3,62.0,7,No
650991,Design,4,124.0,23,Yes
650992,IT & Software,5,153.0,46,Yes
650993,Design,3,93.0,0,No
650994,Business,4,46.0,5,Yes
650995,Marketing,5,108.0,0,Yes
650996,Business,5,65.0,7,Yes
650997,Development,4,95.0,3,Yes
650998,IT & Software,5,132.0,42,Yes
650999,IT & Software,5,115.0,6,Yes
651000,Marketing,4,61.0,0,Yes
