StudentID,ScholarshipAmount_K,PriorGPA,PostGPA,StudyHoursWeekly,GPASignificantlyImproved
1730633,55.7,52.4,98.6,28.4,1
1730634,91.4,103.4,106.5,23.2,0
1730635,78.3,154.8,101.1,13.7,0
1730636,89.4,94.2,101.6,30.2,1
1730637,66.6,87.8,109.9,17.9,1
1730638,87.5,85.8,151.9,44.8,0
1730639,47.2,108.7,91.5,43.1,0
1730640,79.3,26.9,101.4,15.7,0
1730641,58.0,132.7,84.1,39.6,0
1730642,64.3,133.8,70.5,24.4,1
1730643,73.2,90.4,79.5,30.9,1
1730644,52.6,130.4,123.7,25.5,0
1730645,59.5,76.5,152.9,31.3,0
1730646,122.3,112.1,86.8,29.0,1
1730647,46.2,101.4,88.5,21.0,1
1730648,46.7,100.7,134.5,43.0,0
1730649,90.4,88.7,126.4,23.7,0
1730650,122.2,108.2,112.9,26.5,1
1730651,62.3,85.7,84.6,32.1,0
1730652,96.1,118.1,123.3,20.0,0
1730653,65.2,129.7,122.9,13.0,0
1730654,105.5,66.6,98.1,7.0,1
1730655,85.2,69.6,101.0,36.3,1
1730656,96.8,86.5,141.2,10.5,0
1730657,75.5,53.8,122.3,15.5,0
1730658,40.8,80.5,92.1,36.9,1
1730659,81.6,62.1,76.4,10.0,1
1730660,76.3,77.4,126.6,24.4,1
1730661,46.7,87.8,152.4,29.9,0
1730662,53.4,67.6,102.1,19.3,1
1730663,73.9,62.6,98.5,44.1,1
1730664,105.9,98.4,89.5,36.2,1
1730665,53.2,105.8,105.3,21.2,0
1730666,87.7,136.3,89.0,43.9,0
1730667,58.7,111.1,81.8,19.2,1
1730668,115.6,103.3,94.7,9.6,0
1730669,67.8,92.1,52.1,30.5,1
1730670,78.1,105.5,61.0,28.1,1
1730671,96.6,101.8,83.8,30.2,1
1730672,65.0,113.4,90.7,16.6,1
1730673,70.3,92.8,143.4,35.2,0
1730674,70.3,120.9,104.6,35.7,0
1730675,80.0,83.8,144.7,29.0,0
1730676,63.8,120.0,103.0,16.3,0
1730677,89.8,87.2,70.4,20.0,1
1730678,66.0,86.5,70.0,27.2,1
1730679,60.2,104.5,105.9,19.1,0
1730680,78.0,81.1,119.4,26.5,0
1730681,92.9,90.3,69.3,42.3,1
1730682,67.4,68.1,101.0,16.5,1
1730683,86.1,111.7,140.3,15.3,1
1730684,78.8,105.5,120.4,44.0,0
1730685,84.6,91.6,109.0,26.7,0
1730686,79.0,103.0,77.5,39.2,1
1730687,81.8,113.8,123.8,9.1,0
1730688,74.3,104.5,118.5,23.4,0
1730689,40.6,112.1,112.3,38.7,0
1730690,72.4,105.1,96.4,11.6,1
1730691,92.3,83.1,86.4,34.4,1
1730692,76.2,106.3,86.9,10.4,0
1730693,81.1,108.8,69.2,,0
1730694,89.8,69.1,59.4,13.9,0
1730695,110.9,82.4,119.6,7.4,1
1730696,107.6,136.8,137.9,7.0,0
1730697,82.5,59.9,134.2,10.4,0
1730698,57.2,108.2,91.8,41.7,0
1730699,34.0,97.2,67.3,38.4,1
1730700,79.8,110.3,102.1,8.3,0
1730701,64.7,142.6,43.5,21.5,1
1730702,92.2,58.1,95.4,20.2,1
1730703,88.0,69.8,88.8,30.2,1
1730704,62.5,108.1,92.9,35.9,1
1730705,87.6,69.5,72.0,12.6,1
1730706,79.6,66.2,122.2,32.6,0
1730707,67.6,96.3,54.6,5.9,1
1730708,58.5,117.2,100.3,29.7,0
1730709,66.8,140.2,53.5,44.2,1
1730710,66.1,131.5,123.0,30.3,0
1730711,101.8,93.3,118.0,15.5,0
1730712,54.5,101.6,110.8,34.5,1
1730713,71.9,51.1,112.1,26.1,1
1730714,61.5,136.4,69.3,22.0,0
1730715,80.2,90.0,123.4,28.9,0
1730716,98.8,119.4,80.9,40.3,1
1730717,97.8,91.1,71.9,,1
1730718,75.0,80.7,123.8,26.8,0
1730719,87.8,75.1,103.3,5.3,1
1730720,73.8,68.7,78.6,19.2,1
1730721,43.1,78.8,85.8,5.8,1
1730722,66.5,92.1,125.2,11.3,0
1730723,65.4,91.0,96.5,35.3,0
1730724,51.0,139.8,119.2,36.4,0
1730725,55.5,117.1,122.1,35.8,0
1730726,54.6,144.8,86.4,29.7,0
1730727,55.2,99.8,98.3,11.7,1
1730728,94.2,74.9,123.4,6.0,1
1730729,41.4,74.8,111.5,,1
1730730,106.1,92.4,111.9,7.6,0
1730731,74.8,128.3,81.0,27.5,0
1730732,96.6,109.8,127.1,25.2,0
1730733,97.3,99.2,103.8,42.4,0
1730734,78.0,85.4,107.5,37.4,1
1730735,103.7,116.2,103.6,42.7,0
1730736,85.5,77.1,116.0,8.4,0
1730737,81.3,95.1,93.3,30.1,1
1730738,84.6,97.4,101.1,23.7,0
1730739,90.2,76.7,147.7,10.1,1
1730740,47.2,77.3,79.8,33.3,1
1730741,29.7,131.2,85.2,11.6,0
1730742,88.6,66.4,97.2,15.8,1
1730743,56.4,122.2,108.2,15.3,0
1730744,26.4,70.4,46.0,13.3,1
1730745,47.1,101.1,112.8,29.6,0
1730746,72.6,134.1,124.0,34.1,0
1730747,78.2,138.7,109.3,31.4,0
1730748,64.4,87.4,105.1,36.8,0
1730749,74.4,128.1,141.2,31.8,0
1730750,86.1,89.0,105.7,41.6,0
1730751,68.8,121.2,86.4,16.2,0
1730752,68.0,109.4,125.9,6.2,0
1730753,94.7,103.9,82.3,44.5,1
1730754,69.0,128.6,141.5,29.4,0
1730755,98.7,78.0,107.4,40.4,1
1730756,57.9,121.6,90.6,36.1,0
1730757,43.6,81.4,147.7,28.2,1
1730758,50.9,100.7,91.4,44.4,1
1730759,96.5,117.1,90.8,11.3,0
1730760,71.7,94.5,89.1,,1
1730761,57.5,103.3,82.1,34.9,1
1730762,62.5,144.2,93.1,30.0,0
1730763,86.0,123.3,104.8,44.3,0
1730764,106.5,131.0,98.9,5.4,0
1730765,58.7,83.4,71.7,34.2,1
1730766,58.7,105.3,81.6,39.9,1
1730767,70.0,43.7,122.1,17.7,0
1730768,84.5,93.7,107.6,11.3,0
1730769,83.6,120.6,134.2,21.5,0
1730770,65.0,127.7,49.4,26.8,1
1730771,55.7,130.1,120.5,5.1,0
1730772,116.7,139.8,78.8,5.8,0
1730773,65.6,90.8,79.2,28.3,1
1730774,64.6,107.2,114.7,40.5,1
1730775,68.7,102.2,107.9,40.0,0
1730776,91.9,101.0,112.2,16.9,0
1730777,61.1,114.5,108.3,44.7,0
1730778,86.7,148.4,37.3,32.7,1
1730779,21.2,74.0,107.6,41.2,0
1730780,70.3,129.3,102.0,16.1,0
1730781,89.7,88.6,132.6,19.1,0
1730782,101.1,120.2,101.3,19.2,1
1730783,126.7,99.3,94.7,41.8,0
1730784,57.9,81.5,144.6,8.9,0
1730785,63.8,117.7,99.7,10.0,1
1730786,65.0,91.4,14.2,38.6,1
1730787,38.6,113.3,47.4,29.0,1
1730788,61.7,89.4,97.0,12.3,0
1730789,95.6,106.4,137.7,27.9,1
1730790,104.4,129.6,121.4,34.8,0
1730791,73.6,80.0,101.6,26.4,1
1730792,80.7,146.3,114.6,25.2,1
1730793,70.1,117.1,30.0,35.8,1
1730794,41.1,125.4,131.6,44.2,0
1730795,70.7,71.7,136.6,31.1,0
1730796,106.4,88.1,141.6,19.9,1
1730797,117.5,98.5,120.3,33.6,0
1730798,48.5,57.7,135.0,37.5,1
1730799,68.8,69.1,146.8,16.5,0
1730800,104.2,102.9,64.2,7.8,1
1730801,75.4,111.4,80.0,37.2,0
1730802,79.2,91.3,94.0,19.9,1
1730803,93.6,105.6,92.9,,1
1730804,87.8,117.9,77.8,22.7,0
1730805,59.8,94.7,162.9,39.0,0
1730806,72.0,66.4,96.2,18.9,0
1730807,91.0,95.2,109.1,41.2,0
1730808,81.5,79.4,82.2,31.4,1
1730809,79.9,97.1,118.4,30.5,0
1730810,72.2,72.3,89.0,20.7,1
1730811,68.8,31.5,41.7,44.0,1
1730812,64.3,95.6,51.0,5.7,1
1730813,78.9,145.4,95.8,17.5,1
1730814,101.8,71.4,115.4,24.3,0
1730815,96.3,107.2,63.8,18.2,1
1730816,106.8,90.9,122.3,14.9,1
1730817,65.7,115.7,131.7,28.7,0
1730818,110.0,58.5,112.2,16.0,1
1730819,73.8,84.8,76.7,5.2,1
1730820,76.5,128.8,85.3,26.4,1
1730821,44.8,88.5,72.7,42.6,1
1730822,67.7,91.7,88.9,7.6,1
1730823,55.8,86.4,78.8,27.0,0
1730824,67.3,101.3,97.6,11.8,1
1730825,48.5,82.3,103.7,42.4,1
1730826,106.9,86.3,92.6,37.7,1
1730827,65.8,106.0,114.3,33.6,0
1730828,83.7,84.2,94.6,16.1,1
1730829,79.3,104.5,124.2,22.4,0
1730830,86.1,97.9,79.4,20.5,1
1730831,73.8,55.9,69.3,11.8,1
1730832,68.8,104.9,80.5,28.3,1
1730833,58.4,125.7,105.2,25.3,0
1730834,80.6,123.9,115.2,43.9,1
1730835,89.1,118.2,138.2,20.1,0
1730836,39.1,96.5,68.1,8.9,1
1730837,62.6,104.3,118.2,7.8,0
1730838,70.7,183.8,95.9,,0
1730839,72.5,100.1,114.9,10.6,1
1730840,74.4,120.2,95.1,10.6,1
1730841,92.9,100.0,96.0,43.4,1
1730842,87.0,119.2,112.1,29.4,0
1730843,20.0,68.7,86.8,24.2,1
1730844,69.8,145.6,146.5,18.0,0
1730845,61.4,104.1,100.8,5.3,0
1730846,47.7,123.6,92.6,24.8,0
1730847,71.2,88.7,85.0,11.0,0
1730848,75.0,58.4,77.5,13.1,1
1730849,97.8,110.6,87.0,30.3,0
1730850,59.3,103.6,111.8,37.4,0
1730851,96.8,87.5,74.9,35.6,1
1730852,72.8,85.7,101.9,30.5,0
1730853,112.3,111.8,88.0,20.2,1
1730854,54.9,132.0,49.1,23.2,1
1730855,47.7,156.9,56.0,43.6,0
1730856,76.3,128.5,142.0,40.0,0
1730857,94.4,51.6,139.6,37.2,1
1730858,74.9,104.1,81.3,15.2,0
1730859,93.9,77.1,128.2,32.9,0
1730860,88.9,82.4,118.3,30.1,1
1730861,62.4,123.8,87.3,41.8,0
1730862,42.0,118.8,71.2,6.0,1
1730863,75.8,129.1,107.9,34.9,0
1730864,95.6,107.4,77.8,7.1,0
1730865,90.2,62.3,86.1,20.7,1
1730866,83.5,113.3,93.1,30.1,0
1730867,55.2,103.4,73.0,23.6,1
1730868,86.3,65.1,114.5,29.6,0
1730869,93.8,76.3,92.2,41.8,0
1730870,61.9,105.6,46.0,15.3,1
1730871,65.6,120.7,119.3,29.2,0
1730872,80.1,117.6,79.2,7.6,1
1730873,81.7,89.3,71.2,44.1,0
1730874,73.3,121.3,83.3,18.3,0
1730875,83.4,110.3,103.9,26.7,0
1730876,109.0,76.1,113.3,14.0,0
1730877,76.9,105.8,113.1,21.2,0
1730878,99.6,111.9,110.6,13.9,0
1730879,83.3,71.8,137.5,14.9,0
1730880,88.0,86.9,63.8,30.3,0
1730881,70.7,149.0,144.3,17.3,0
1730882,75.3,124.6,113.1,,0
1730883,37.2,91.2,72.0,17.1,1
1730884,88.6,131.0,126.2,43.0,0
1730885,85.9,83.8,92.2,11.5,1
1730886,58.5,66.6,101.2,16.8,1
1730887,42.7,91.8,103.3,17.8,1
1730888,45.6,107.9,70.6,14.3,1
1730889,85.3,121.2,148.0,29.2,1
1730890,74.6,103.1,67.6,31.7,1
1730891,45.1,104.7,105.2,19.4,1
1730892,75.7,124.4,98.2,17.8,0
1730893,68.5,65.9,77.9,35.6,1
1730894,62.4,81.3,126.0,21.2,0
1730895,44.3,124.6,107.6,13.2,0
1730896,84.2,150.9,127.3,22.6,0
1730897,91.0,115.1,107.1,27.8,0
1730898,85.4,139.4,102.9,36.1,0
1730899,86.2,64.6,89.3,42.2,1
1730900,78.0,104.0,117.3,43.2,1
1730901,64.3,96.5,76.8,19.5,0
1730902,51.4,121.4,128.5,36.6,0
1730903,96.7,87.0,117.3,34.9,0
1730904,56.0,111.3,102.9,,0
1730905,48.1,124.2,85.8,7.8,1
1730906,58.2,123.7,131.9,14.4,0
1730907,59.0,64.9,85.2,40.5,1
1730908,52.4,138.1,81.9,42.8,0
1730909,75.4,93.9,131.2,36.8,0
1730910,82.0,92.0,121.6,43.0,1
1730911,137.8,60.7,76.5,36.1,1
1730912,94.5,115.3,124.2,12.3,1
1730913,75.7,61.3,80.3,30.9,1
1730914,65.7,102.4,123.8,19.2,0
1730915,53.8,68.9,89.9,18.6,1
1730916,92.3,70.8,151.4,33.3,0
1730917,37.7,91.2,110.5,12.5,1
1730918,94.3,80.6,110.1,30.5,1
1730919,78.7,86.3,86.0,6.1,0
1730920,116.5,100.7,85.7,37.8,1
1730921,117.9,91.8,115.3,,0
1730922,77.9,139.1,125.5,28.9,0
1730923,37.9,82.5,84.2,28.9,1
1730924,56.3,106.5,125.0,38.8,0
1730925,85.2,67.2,82.1,22.7,1
1730926,86.8,59.8,65.2,5.7,1
1730927,80.6,88.8,52.7,21.1,1
1730928,68.2,94.0,158.8,39.4,0
1730929,93.2,128.4,125.1,7.3,0
1730930,89.2,92.0,119.3,17.1,0
1730931,93.1,76.0,156.1,39.9,0
1730932,66.1,147.3,101.3,19.2,0
1730933,86.2,106.9,61.2,34.4,0
1730934,76.5,108.4,111.4,18.7,0
1730935,72.6,58.3,68.8,8.5,1
1730936,85.4,101.9,112.1,9.4,1
1730937,93.8,64.8,130.3,43.2,1
1730938,61.6,132.6,108.1,16.0,0
1730939,103.1,146.5,122.1,38.0,0
1730940,80.6,95.4,110.7,29.5,0
1730941,63.2,78.2,121.5,35.1,1
1730942,73.4,95.1,136.8,18.3,0
1730943,34.4,150.4,118.7,27.4,0
1730944,72.8,73.9,106.5,5.4,1
1730945,56.6,112.6,94.1,28.7,0
1730946,87.8,122.0,113.9,18.2,1
1730947,47.6,60.6,93.2,44.9,1
1730948,78.1,144.6,103.6,7.8,0
1730949,72.4,93.2,95.7,19.0,0
1730950,61.7,80.2,99.5,39.4,1
1730951,63.8,76.0,92.1,18.0,1
1730952,99.9,109.4,83.9,25.4,1
1730953,90.8,124.7,81.3,38.0,0
1730954,83.4,103.3,66.5,9.6,1
1730955,67.4,107.7,84.2,36.8,1
1730956,62.6,129.4,57.4,36.5,1
1730957,76.0,92.8,47.9,30.0,1
1730958,50.5,93.7,159.2,29.4,0
1730959,47.7,84.9,111.8,41.0,1
1730960,70.9,140.6,114.4,22.4,0
1730961,59.1,128.0,124.4,7.0,0
1730962,90.1,121.6,90.4,5.9,0
1730963,39.6,73.4,127.9,22.4,0
1730964,84.3,79.8,81.8,29.8,1
1730965,64.2,71.6,65.4,33.9,1
1730966,76.9,76.0,79.8,22.4,1
1730967,105.0,130.0,62.4,7.1,1
1730968,54.2,109.2,102.0,9.7,0
1730969,35.9,129.8,71.6,37.1,1
1730970,82.4,40.5,66.1,10.9,1
1730971,51.8,94.1,131.1,37.1,0
1730972,79.8,85.7,96.3,7.2,1
1730973,91.9,80.6,75.2,42.5,1
1730974,100.2,116.9,112.4,5.1,0
1730975,87.2,77.9,94.7,34.5,1
1730976,97.9,38.7,60.2,26.7,1
1730977,35.7,114.1,87.3,34.6,0
1730978,54.6,123.3,104.6,8.0,0
1730979,95.2,77.6,103.0,43.1,1
1730980,104.0,129.2,99.8,42.4,0
1730981,98.3,132.0,107.2,15.7,1
1730982,48.0,86.2,101.5,29.9,1
1730983,99.4,89.9,114.5,13.6,1
1730984,75.2,138.0,74.7,40.6,0
1730985,58.9,129.2,61.7,13.1,1
1730986,84.8,103.2,119.4,35.2,1
1730987,33.1,140.5,138.4,11.9,1
1730988,61.7,91.3,60.4,28.4,1
1730989,82.7,100.4,77.8,9.3,1
1730990,59.1,72.5,94.0,30.0,1
1730991,72.3,124.8,132.8,33.2,0
1730992,84.9,84.6,112.1,21.5,1
1730993,79.3,139.3,83.2,19.3,0
1730994,73.3,95.6,103.7,16.9,1
1730995,64.8,111.8,98.0,8.5,0
1730996,41.0,82.1,108.3,21.4,1
1730997,70.0,95.9,115.6,22.5,0
1730998,58.0,110.5,102.7,40.6,0
1730999,106.4,85.7,72.9,17.7,1
1731000,107.3,63.8,72.0,16.1,1
