TableID,MenuPrice,MeatItemsRatio_Percent,TotalCustomerCount,FoodWasteWeight_g,WasteLevel
1970536,58618.0,43.6,103.6,78.8,Type_C
1970537,41585.0,62.4,104.5,59.2,Type_B
1970538,99684.0,35.3,122.2,111.9,Type_A
1970539,64794.0,30.0,103.5,150.7,Type_B
1970540,51671.0,40.8,111.6,139.1,Type_C
1970541,75947.0,47.8,121.7,129.5,Type_C
1970542,60108.0,35.5,95.6,69.4,Type_B
1970543,43587.0,36.4,77.4,98.6,Type_B
1970544,83038.0,50.0,86.6,63.4,Type_B
1970545,49198.0,46.2,110.5,89.9,Type_C
1970546,51411.0,25.8,108.8,98.6,Type_C
1970547,62810.0,22.1,83.5,143.0,Type_B
1970548,84760.0,42.6,148.4,74.6,Type_A
1970549,72652.0,64.7,150.2,124.6,Type_B
1970550,87779.0,46.1,125.8,125.6,Type_C
1970551,74841.0,49.0,146.8,88.1,Type_B
1970552,37334.0,17.8,94.0,109.2,Type_B
1970553,50882.0,37.5,64.4,127.1,Type_C
1970554,44761.0,47.2,142.6,134.7,Type_A
1970555,82352.0,67.9,125.2,65.9,Type_A
1970556,103315.0,51.6,79.4,136.1,Type_A
1970557,67133.0,64.1,122.9,104.9,Type_B
1970558,77235.0,52.8,63.1,150.1,Type_C
1970559,65950.0,58.4,102.2,100.0,Type_B
1970560,75653.0,48.4,120.5,63.6,Type_A
1970561,95162.0,68.3,93.7,110.1,Type_C
1970562,41829.0,40.1,97.8,105.1,Type_A
1970563,40387.0,48.7,112.5,109.8,Type_C
1970564,74142.0,17.7,71.3,116.4,Type_A
1970565,54975.0,43.4,91.5,91.0,Type_C
1970566,72148.0,53.7,164.3,80.5,Type_A
1970567,63461.0,28.6,54.5,104.6,Type_C
1970568,48567.0,43.9,33.1,100.1,Type_B
1970569,98287.0,17.4,101.1,87.6,Type_B
1970570,71802.0,45.7,99.9,,Type_A
1970571,80628.0,27.7,78.7,98.6,Type_C
1970572,51907.0,42.0,67.3,84.0,Type_A
1970573,30629.0,57.1,137.1,107.5,Type_C
1970574,41637.0,48.4,104.9,103.6,Type_C
1970575,68809.0,92.9,96.9,88.6,Type_B
1970576,47133.0,26.3,128.4,124.9,Type_C
1970577,52027.0,34.9,64.5,103.1,Type_B
1970578,67118.0,45.4,91.8,59.5,Type_B
1970579,27376.0,57.5,102.1,83.2,Type_C
1970580,91176.0,46.3,106.7,102.5,Type_B
1970581,83731.0,43.8,86.6,118.9,Type_B
1970582,49725.0,34.2,103.8,97.4,Type_C
1970583,75519.0,51.1,57.7,64.7,Type_B
1970584,37307.0,38.2,74.0,135.0,Type_A
1970585,44117.0,82.1,135.6,85.9,Type_A
1970586,56223.0,44.7,110.8,103.8,Type_B
1970587,83393.0,52.0,74.5,147.4,Type_A
1970588,43513.0,36.4,155.4,103.7,Type_A
1970589,60080.0,44.6,100.9,54.5,Type_B
1970590,45514.0,47.0,75.9,99.0,Type_C
1970591,57106.0,70.5,85.5,70.6,Type_A
1970592,93589.0,64.7,116.7,81.0,Type_A
1970593,105763.0,50.5,135.5,102.7,Type_C
1970594,83764.0,46.4,62.4,137.2,Type_C
1970595,69064.0,54.9,122.3,106.3,Type_A
1970596,26150.0,17.7,119.7,86.7,Type_A
1970597,64688.0,45.5,103.6,80.8,Type_A
1970598,69059.0,83.1,87.5,111.1,Type_A
1970599,69922.0,28.6,60.7,104.7,Type_A
1970600,69115.0,25.1,53.8,53.1,Type_C
1970601,55053.0,43.8,137.6,80.9,Type_A
1970602,50968.0,39.8,63.4,73.6,Type_C
1970603,59802.0,63.2,107.3,123.1,Type_C
1970604,76970.0,37.8,68.1,86.8,Type_A
1970605,41067.0,57.8,96.2,120.8,Type_B
1970606,64928.0,46.9,103.6,145.5,Type_A
1970607,93118.0,34.0,71.9,103.1,Type_A
1970608,61057.0,19.4,104.8,154.4,Type_B
1970609,35336.0,57.2,79.9,66.3,Type_C
1970610,89452.0,24.4,85.9,105.0,Type_B
1970611,38248.0,42.1,92.1,86.1,Type_B
1970612,71905.0,25.5,82.8,85.6,Type_B
1970613,100139.0,45.1,109.5,108.4,Type_C
1970614,43388.0,37.5,108.4,56.9,Type_C
1970615,90007.0,35.8,104.9,62.4,Type_B
1970616,72048.0,43.8,92.5,110.5,Type_B
1970617,104533.0,70.6,108.7,73.9,Type_A
1970618,56185.0,41.4,147.9,95.8,Type_A
1970619,89903.0,49.6,74.9,112.1,Type_A
1970620,67411.0,41.9,85.5,107.0,Type_C
1970621,58723.0,57.1,111.0,107.4,Type_C
1970622,75490.0,16.7,123.3,104.9,Type_B
1970623,83427.0,52.0,61.4,100.6,Type_B
1970624,69196.0,60.2,92.8,69.6,Type_B
1970625,80833.0,38.3,96.4,97.5,Type_A
1970626,63979.0,44.8,132.4,122.9,Type_B
1970627,71772.0,56.8,54.5,65.7,Type_C
1970628,57940.0,43.0,66.8,96.2,Type_C
1970629,68313.0,26.7,85.6,115.8,Type_A
1970630,42578.0,52.0,126.3,53.3,Type_A
1970631,56405.0,45.8,64.9,156.6,Type_B
1970632,70345.0,31.9,120.2,38.6,Type_A
1970633,43648.0,61.1,78.0,107.5,Type_B
1970634,34389.0,29.0,124.6,114.2,Type_A
1970635,78591.0,31.8,127.0,102.6,Type_C
1970636,65913.0,75.9,86.5,83.9,Type_A
1970637,86303.0,43.4,100.0,93.8,Type_C
1970638,44295.0,66.9,147.3,82.6,Type_A
1970639,49086.0,56.9,78.8,77.1,Type_B
1970640,72620.0,31.3,86.2,84.6,Type_C
1970641,63051.0,45.6,61.3,88.5,Type_A
1970642,90843.0,59.4,114.3,73.4,Type_B
1970643,54604.0,27.1,37.3,78.7,Type_A
1970644,86318.0,44.1,78.9,106.1,Type_C
1970645,69189.0,44.4,101.3,94.8,Type_C
1970646,53220.0,62.7,104.2,106.8,Type_B
1970647,94695.0,38.2,89.0,,Type_C
1970648,60592.0,33.8,92.3,151.9,Type_B
1970649,61062.0,72.6,113.0,49.8,Type_C
1970650,89523.0,52.6,77.6,133.3,Type_C
1970651,80947.0,40.5,115.1,82.2,Type_B
1970652,65511.0,57.9,88.1,149.6,Type_C
1970653,104661.0,69.1,129.2,116.2,Type_C
1970654,70109.0,60.0,106.1,132.8,Type_C
1970655,54152.0,74.7,39.8,156.7,Type_B
1970656,46649.0,43.6,95.5,71.5,Type_C
1970657,58448.0,39.8,82.5,115.9,Type_A
1970658,64680.0,47.9,88.9,93.5,Type_C
1970659,92290.0,48.5,129.5,91.6,Type_B
1970660,68849.0,39.1,137.5,113.0,Type_C
1970661,53424.0,10.9,112.5,100.2,Type_B
1970662,94285.0,48.8,128.3,125.5,Type_C
1970663,41621.0,57.6,64.5,126.1,Type_B
1970664,45150.0,52.5,96.7,73.4,Type_C
1970665,68412.0,35.1,91.2,59.1,Type_B
1970666,71664.0,42.6,133.3,77.9,Type_C
1970667,76881.0,53.0,87.8,120.7,Type_A
1970668,61296.0,61.5,90.0,96.9,Type_C
1970669,30303.0,69.1,147.7,83.5,Type_C
1970670,93120.0,25.3,103.2,96.4,Type_A
1970671,62638.0,32.0,81.3,132.0,Type_B
1970672,54229.0,41.1,106.0,90.0,Type_A
1970673,55248.0,30.7,106.1,121.0,Type_B
1970674,43661.0,31.2,169.6,123.4,Type_B
1970675,72068.0,49.9,97.1,56.4,Type_C
1970676,71418.0,34.8,81.8,97.2,Type_A
1970677,81684.0,37.9,129.0,100.8,Type_B
1970678,38366.0,61.1,92.7,112.3,Type_B
1970679,62429.0,59.8,101.8,70.7,Type_C
1970680,65289.0,47.5,125.8,80.7,Type_A
1970681,85458.0,47.5,68.7,86.9,Type_B
1970682,89411.0,76.6,138.6,102.8,Type_A
1970683,25946.0,53.7,33.0,83.6,Type_A
1970684,63068.0,46.8,105.8,112.4,Type_B
1970685,50916.0,39.6,85.5,76.4,Type_B
1970686,41132.0,51.0,73.2,139.6,Type_C
1970687,60930.0,42.0,47.7,87.7,Type_A
1970688,45300.0,28.1,100.9,98.3,Type_C
1970689,62799.0,41.7,104.5,95.5,Type_A
1970690,102765.0,37.5,97.1,110.5,Type_C
1970691,89912.0,44.9,95.3,88.4,Type_B
1970692,80982.0,41.8,108.2,100.8,Type_B
1970693,59469.0,57.1,108.7,104.2,Type_C
1970694,63948.0,65.6,89.2,76.2,Type_B
1970695,87459.0,20.3,76.6,107.3,Type_B
1970696,38093.0,58.4,110.3,109.6,Type_A
1970697,35858.0,70.8,74.3,88.9,Type_B
1970698,60320.0,62.3,102.2,,Type_C
1970699,59775.0,42.0,100.8,102.0,Type_C
1970700,48086.0,36.2,112.4,112.6,Type_C
1970701,64125.0,46.2,99.0,96.3,Type_B
1970702,91018.0,68.1,108.7,91.0,Type_C
1970703,57067.0,52.1,129.2,118.1,Type_B
1970704,67561.0,33.3,133.9,102.6,Type_A
1970705,73876.0,61.0,78.7,90.5,Type_C
1970706,48058.0,48.2,90.1,97.9,Type_B
1970707,62290.0,48.6,62.9,55.7,Type_B
1970708,78430.0,35.0,127.3,108.1,Type_B
1970709,24230.0,35.4,101.1,116.2,Type_A
1970710,90446.0,53.6,108.7,59.9,Type_A
1970711,48698.0,39.1,88.5,138.7,Type_A
1970712,76342.0,45.9,96.6,103.2,Type_C
1970713,60277.0,40.0,78.1,98.3,Type_B
1970714,75425.0,42.9,116.9,120.7,Type_C
1970715,30962.0,53.9,99.3,63.5,Type_B
1970716,60043.0,52.2,95.1,93.4,Type_C
1970717,94221.0,52.1,144.9,97.3,Type_B
1970718,54295.0,18.4,111.9,107.4,Type_B
1970719,64842.0,45.4,131.3,119.2,Type_B
1970720,73007.0,43.8,95.8,133.9,Type_B
1970721,55136.0,17.4,96.5,57.5,Type_B
1970722,70304.0,38.4,112.1,126.6,Type_C
1970723,50899.0,62.4,72.3,63.2,Type_A
1970724,65156.0,14.5,57.3,90.8,Type_C
1970725,101377.0,29.9,93.6,116.0,Type_A
1970726,47207.0,28.9,63.5,94.1,Type_A
1970727,67095.0,16.8,134.1,71.2,Type_C
1970728,68084.0,22.8,117.6,85.9,Type_C
1970729,76942.0,36.3,82.7,117.5,Type_A
1970730,64173.0,45.5,91.6,91.3,Type_A
1970731,54596.0,65.4,108.2,121.9,Type_C
1970732,66202.0,54.6,105.2,84.5,Type_A
1970733,72017.0,29.5,112.1,73.7,Type_B
1970734,92828.0,48.6,149.0,88.3,Type_B
1970735,64511.0,69.6,45.7,67.3,Type_B
1970736,77937.0,34.1,65.8,119.5,Type_B
1970737,34199.0,40.9,98.6,136.7,Type_C
1970738,71998.0,37.7,147.2,105.8,Type_C
1970739,44695.0,37.7,93.9,133.0,Type_B
1970740,70485.0,69.5,79.3,128.5,Type_C
1970741,89747.0,39.9,87.3,107.8,Type_A
1970742,90362.0,57.2,117.8,69.8,Type_C
1970743,48015.0,65.7,75.7,81.9,Type_A
1970744,57551.0,58.2,81.8,69.1,Type_B
1970745,64615.0,37.0,65.2,143.3,Type_C
1970746,58977.0,44.0,88.0,76.4,Type_C
1970747,97441.0,34.5,87.6,105.7,Type_C
1970748,56286.0,31.1,94.8,73.5,Type_A
1970749,53643.0,60.7,84.1,102.2,Type_A
1970750,83350.0,41.1,93.0,106.7,Type_C
1970751,59572.0,68.2,120.1,72.6,Type_C
1970752,59828.0,43.7,114.7,86.8,Type_B
1970753,77360.0,49.2,108.3,126.4,Type_B
1970754,48984.0,40.7,132.0,84.5,Type_B
1970755,51203.0,17.9,149.2,99.8,Type_B
1970756,96037.0,59.7,65.0,111.0,Type_C
1970757,77388.0,55.4,93.7,55.1,Type_A
1970758,51069.0,21.5,86.8,132.5,Type_C
1970759,61232.0,39.0,79.5,49.8,Type_B
1970760,41776.0,31.3,115.9,115.4,Type_B
1970761,79256.0,63.6,90.5,104.3,Type_C
1970762,92451.0,29.2,74.1,122.4,Type_A
1970763,59139.0,24.3,91.3,117.5,Type_A
1970764,96319.0,51.3,78.4,116.3,Type_B
1970765,65771.0,32.0,143.2,104.3,Type_A
1970766,76468.0,34.6,101.5,80.9,Type_B
1970767,39417.0,74.0,111.9,140.7,Type_C
1970768,47763.0,67.9,108.8,106.3,Type_A
1970769,75233.0,59.8,107.4,184.1,Type_C
1970770,84878.0,38.9,120.4,92.0,Type_A
1970771,50092.0,48.3,107.1,26.8,Type_C
1970772,89328.0,16.9,68.4,145.0,Type_A
1970773,58039.0,61.3,64.8,107.7,Type_A
1970774,54147.0,61.6,100.7,80.2,Type_A
1970775,59493.0,45.6,114.0,105.0,Type_C
1970776,72629.0,78.0,98.0,81.3,Type_B
1970777,34574.0,35.0,112.5,82.0,Type_B
1970778,66381.0,48.9,104.6,86.9,Type_A
1970779,65832.0,42.6,156.7,141.1,Type_A
1970780,94655.0,40.2,115.3,129.6,Type_A
1970781,65910.0,29.5,109.5,114.0,Type_C
1970782,85169.0,43.8,176.8,115.5,Type_C
1970783,85763.0,22.5,86.5,,Type_B
1970784,67082.0,23.3,101.6,87.1,Type_C
1970785,88697.0,52.1,95.6,119.8,Type_B
1970786,57384.0,32.2,98.8,61.1,Type_C
1970787,92970.0,49.2,116.7,74.8,Type_A
1970788,60300.0,35.8,109.0,118.9,Type_A
1970789,109555.0,70.6,50.3,142.5,Type_C
1970790,57428.0,38.3,87.9,116.7,Type_B
1970791,30868.0,43.4,142.7,91.7,Type_C
1970792,84210.0,32.6,111.8,74.6,Type_A
1970793,66200.0,25.6,86.9,149.3,Type_B
1970794,58080.0,13.6,48.0,97.0,Type_C
1970795,66972.0,69.8,133.4,96.2,Type_B
1970796,90859.0,24.2,115.6,78.4,Type_B
1970797,68250.0,38.3,80.4,90.5,Type_A
1970798,65016.0,50.4,104.5,119.1,Type_A
1970799,54045.0,39.5,118.8,83.2,Type_C
1970800,63284.0,51.1,92.5,106.5,Type_A
1970801,76706.0,64.2,83.2,97.7,Type_A
1970802,86761.0,69.5,138.0,120.9,Type_A
1970803,65182.0,29.8,80.2,99.2,Type_A
1970804,47326.0,57.4,81.3,75.1,Type_B
1970805,63493.0,46.9,65.8,71.5,Type_A
1970806,90085.0,43.5,108.1,73.0,Type_A
1970807,38773.0,42.3,99.9,106.4,Type_C
1970808,75107.0,51.9,101.4,107.4,Type_C
1970809,62389.0,46.9,144.6,94.3,Type_C
1970810,63066.0,47.9,134.0,74.6,Type_C
1970811,58779.0,41.7,82.0,82.8,Type_B
1970812,63411.0,70.2,131.2,96.7,Type_B
1970813,61673.0,45.7,72.2,118.6,Type_B
1970814,69950.0,35.7,127.4,111.3,Type_C
1970815,41507.0,29.7,125.2,58.8,Type_B
1970816,59125.0,26.8,98.0,116.5,Type_C
1970817,88772.0,62.1,25.9,89.5,Type_C
1970818,61478.0,38.3,38.4,38.9,Type_C
1970819,51432.0,65.6,112.9,118.1,Type_B
1970820,89399.0,63.1,112.0,50.2,Type_B
1970821,30594.0,54.7,104.3,74.2,Type_B
1970822,58888.0,60.5,102.5,94.0,Type_A
1970823,47444.0,50.8,100.9,73.5,Type_C
1970824,72065.0,19.1,85.9,143.4,Type_C
1970825,63749.0,36.7,146.9,108.7,Type_A
1970826,79730.0,46.8,90.9,80.3,Type_C
1970827,80060.0,19.6,68.0,71.0,Type_B
1970828,71557.0,63.1,119.5,91.8,Type_B
1970829,84804.0,42.4,87.5,117.1,Type_C
1970830,68426.0,22.3,115.4,121.1,Type_B
1970831,53604.0,66.7,92.2,124.1,Type_B
1970832,75656.0,57.7,109.8,88.6,Type_C
1970833,91394.0,21.7,101.2,90.3,Type_C
1970834,45408.0,56.4,51.1,104.5,Type_C
1970835,78478.0,45.3,72.5,106.2,Type_B
1970836,43705.0,55.6,102.1,96.4,Type_A
1970837,58800.0,49.3,70.1,117.5,Type_B
1970838,80763.0,23.3,118.4,89.0,Type_A
1970839,65181.0,55.6,91.5,86.7,Type_B
1970840,65522.0,56.7,134.3,115.7,Type_C
1970841,55886.0,48.1,108.3,55.1,Type_B
1970842,54700.0,27.0,148.3,130.1,Type_A
1970843,63071.0,42.9,97.3,125.9,Type_A
1970844,60249.0,22.7,125.9,119.7,Type_C
1970845,50047.0,57.8,111.3,127.8,Type_C
1970846,62705.0,73.9,54.0,119.3,Type_B
1970847,40185.0,45.9,122.8,77.7,Type_C
1970848,55479.0,64.4,111.3,91.8,Type_A
1970849,44013.0,7.7,132.7,117.0,Type_B
1970850,89716.0,56.2,94.8,102.0,Type_C
1970851,74355.0,62.4,130.7,123.5,Type_C
1970852,100224.0,33.7,118.1,101.1,Type_A
1970853,51781.0,55.4,115.0,86.2,Type_A
1970854,72991.0,75.2,151.7,80.1,Type_C
1970855,77885.0,51.8,125.9,95.6,Type_A
1970856,67019.0,65.2,100.0,85.8,Type_C
1970857,34488.0,38.7,101.1,90.6,Type_B
1970858,42876.0,47.4,74.2,118.3,Type_B
1970859,65617.0,26.8,109.3,102.1,Type_B
1970860,95049.0,38.4,121.1,136.3,Type_C
1970861,54814.0,40.7,112.3,92.5,Type_B
1970862,72026.0,44.2,109.2,153.8,Type_B
1970863,47114.0,42.7,92.5,92.1,Type_B
1970864,62926.0,42.1,77.4,83.3,Type_B
1970865,75813.0,48.2,99.2,132.6,Type_B
1970866,67044.0,35.0,83.5,120.7,Type_B
1970867,80765.0,36.4,64.8,112.1,Type_A
1970868,71284.0,11.0,82.9,107.4,Type_B
1970869,67828.0,56.1,102.8,109.9,Type_C
1970870,62561.0,61.3,113.4,104.9,Type_A
1970871,84974.0,40.9,68.8,111.7,Type_B
1970872,34299.0,51.1,82.2,64.9,Type_C
1970873,66568.0,39.6,149.9,88.4,Type_C
1970874,56736.0,13.4,68.7,108.1,Type_A
1970875,55531.0,45.6,82.9,92.6,Type_B
1970876,28876.0,47.8,103.3,112.9,Type_B
1970877,105641.0,37.3,64.1,101.5,Type_C
1970878,71712.0,43.2,59.4,81.2,Type_B
1970879,81087.0,36.2,106.0,132.5,Type_A
1970880,72237.0,23.4,85.4,142.0,Type_B
1970881,76181.0,35.2,93.6,80.0,Type_B
1970882,75029.0,37.5,95.9,74.7,Type_A
1970883,75593.0,42.6,90.9,108.8,Type_B
1970884,71261.0,45.8,147.8,108.1,Type_B
1970885,65923.0,10.1,132.9,97.0,Type_B
1970886,66317.0,53.9,94.6,95.2,Type_C
1970887,66981.0,50.9,114.3,87.3,Type_A
1970888,43916.0,58.2,137.3,97.9,Type_B
1970889,80513.0,26.3,96.4,127.1,Type_B
1970890,72871.0,31.2,93.3,104.8,Type_B
1970891,103822.0,70.4,108.5,137.2,Type_A
1970892,91574.0,19.4,90.4,83.1,Type_A
1970893,46475.0,42.0,126.0,126.5,Type_B
1970894,112193.0,48.0,49.9,86.9,Type_C
1970895,66639.0,38.5,83.2,72.5,Type_C
1970896,78790.0,30.4,127.8,101.0,Type_A
1970897,52637.0,27.8,99.0,75.1,Type_B
1970898,18371.0,41.0,105.7,114.2,Type_A
1970899,37625.0,34.1,93.6,135.4,Type_C
1970900,58382.0,50.4,71.2,90.9,Type_C
1970901,60605.0,56.4,129.9,130.5,Type_A
1970902,70581.0,36.4,113.6,77.1,Type_A
1970903,72131.0,47.7,94.8,113.0,Type_A
1970904,20834.0,40.7,125.5,79.5,Type_B
1970905,83290.0,68.0,67.5,99.8,Type_A
1970906,55692.0,86.1,133.7,76.0,Type_B
1970907,55602.0,21.6,97.6,54.4,Type_B
1970908,66355.0,54.7,110.1,109.4,Type_C
1970909,80934.0,30.6,109.9,81.8,Type_C
1970910,86326.0,42.1,104.5,124.2,Type_B
1970911,70497.0,58.1,112.3,105.9,Type_C
1970912,75202.0,46.5,69.8,64.2,Type_B
1970913,47264.0,53.8,125.4,81.3,Type_A
1970914,85710.0,2.5,123.8,102.5,Type_A
1970915,59601.0,60.9,40.1,50.7,Type_A
1970916,81593.0,25.8,76.6,76.8,Type_A
1970917,47469.0,85.0,90.1,63.0,Type_C
1970918,60761.0,41.7,116.1,121.2,Type_B
1970919,49711.0,34.2,145.2,95.4,Type_B
1970920,83196.0,30.7,85.4,145.4,Type_A
1970921,72890.0,35.5,113.4,87.8,Type_C
1970922,85025.0,42.5,95.9,90.4,Type_B
1970923,78718.0,47.8,101.0,155.6,Type_C
1970924,65623.0,7.7,64.0,108.7,Type_C
1970925,58550.0,45.0,119.2,89.8,Type_C
1970926,37533.0,32.4,69.0,91.0,Type_C
1970927,81959.0,46.7,93.1,93.6,Type_C
1970928,94231.0,38.1,119.7,114.9,Type_B
1970929,71972.0,52.6,129.1,77.3,Type_C
1970930,76087.0,50.9,69.4,78.3,Type_A
1970931,96312.0,11.1,109.6,88.0,Type_A
1970932,90490.0,68.1,95.4,101.9,Type_C
1970933,101730.0,50.4,71.6,104.3,Type_B
1970934,64837.0,56.7,136.6,85.2,Type_B
1970935,85078.0,44.8,60.9,96.8,Type_C
1970936,40312.0,42.2,123.9,109.5,Type_C
1970937,38175.0,36.8,105.8,96.7,Type_A
1970938,100824.0,41.1,133.3,111.6,Type_C
1970939,79103.0,56.8,94.4,119.4,Type_B
1970940,79947.0,45.3,123.7,87.2,Type_B
1970941,89053.0,28.5,82.0,54.4,Type_B
1970942,84768.0,48.5,97.7,114.1,Type_A
1970943,94172.0,29.6,135.3,108.4,Type_B
1970944,62164.0,61.5,103.2,97.7,Type_B
1970945,65586.0,23.2,84.0,107.8,Type_B
1970946,67089.0,44.3,116.5,75.5,Type_B
1970947,75714.0,62.6,43.2,119.4,Type_C
1970948,42119.0,65.2,135.5,116.2,Type_B
1970949,49810.0,51.3,86.3,92.2,Type_C
1970950,62361.0,31.9,106.7,151.9,Type_A
1970951,52534.0,60.6,108.5,139.2,Type_A
1970952,68257.0,47.9,79.8,56.6,Type_A
1970953,69265.0,49.5,112.7,109.3,Type_A
1970954,55111.0,52.8,97.4,86.1,Type_A
1970955,55107.0,43.3,156.0,117.7,Type_A
1970956,98773.0,31.7,72.1,86.6,Type_B
1970957,76103.0,25.3,122.0,97.4,Type_A
1970958,87891.0,40.7,144.9,127.1,Type_B
1970959,40065.0,64.1,108.3,97.7,Type_A
1970960,60071.0,50.8,93.5,132.6,Type_A
1970961,61368.0,44.1,105.5,101.3,Type_C
1970962,60857.0,67.0,113.6,68.9,Type_C
1970963,78179.0,35.6,72.2,93.8,Type_A
1970964,58385.0,16.3,102.7,70.0,Type_A
1970965,71948.0,70.7,104.0,100.1,Type_C
1970966,67594.0,56.6,68.0,71.6,Type_C
1970967,43641.0,53.8,37.0,98.1,Type_B
1970968,56905.0,66.1,113.3,135.1,Type_C
1970969,52672.0,29.2,93.2,100.7,Type_A
1970970,51891.0,26.3,105.2,139.9,Type_C
1970971,64311.0,47.2,94.5,109.9,Type_A
1970972,89848.0,34.9,89.4,100.2,Type_A
1970973,58047.0,40.7,94.4,77.3,Type_B
1970974,53822.0,45.3,96.0,85.6,Type_A
1970975,51443.0,47.4,85.8,98.1,Type_B
1970976,44769.0,43.0,91.2,92.0,Type_C
1970977,56991.0,24.4,51.7,104.7,Type_B
1970978,58080.0,59.8,75.7,96.6,Type_B
1970979,65382.0,26.2,65.0,110.7,Type_C
1970980,71741.0,48.6,81.7,87.7,Type_C
1970981,75208.0,63.6,89.0,142.2,Type_A
1970982,59525.0,41.3,131.3,82.5,Type_A
1970983,57771.0,40.2,172.9,121.8,Type_A
1970984,29131.0,43.3,109.8,96.1,Type_C
1970985,59003.0,36.2,82.4,91.1,Type_A
1970986,78758.0,48.6,121.8,124.5,Type_C
1970987,53639.0,68.6,76.4,100.6,Type_A
1970988,70131.0,37.5,95.6,74.2,Type_C
1970989,47265.0,49.9,101.7,111.3,Type_B
1970990,66367.0,23.9,120.3,140.0,Type_A
1970991,77295.0,31.6,110.1,81.0,Type_B
1970992,101417.0,54.1,87.4,128.4,Type_A
1970993,74197.0,27.7,98.9,108.0,Type_B
1970994,46541.0,49.5,114.1,64.8,Type_A
1970995,78010.0,56.6,96.7,87.0,Type_B
1970996,83350.0,84.2,136.2,94.2,Type_C
1970997,59892.0,32.9,147.8,110.2,Type_B
1970998,78116.0,38.2,133.1,168.8,Type_C
1970999,73350.0,18.3,84.5,131.2,Type_A
1971000,70219.0,46.4,115.8,85.6,Type_C
