RegionID,SoilMoisture_Percent,DryDaysCount,WindSpeedKmh,FMC_Percent,WildfireOccurred
1550633,34.8,69.6,15.9,37.0,0
1550634,22.1,75.6,8.4,61.7,0
1550635,45.9,72.8,4.9,8.9,0
1550636,72.9,127.0,1.0,48.9,0
1550637,32.8,59.0,11.7,34.6,1
1550638,28.5,93.6,12.9,81.1,0
1550639,54.0,144.8,12.4,61.8,1
1550640,63.7,99.8,6.7,50.7,1
1550641,72.7,111.9,10.5,69.4,1
1550642,30.0,110.1,8.8,51.8,0
1550643,61.6,110.4,15.9,67.0,0
1550644,55.2,36.3,13.9,48.3,1
1550645,64.5,78.8,10.5,46.9,0
1550646,46.8,95.4,7.6,40.6,0
1550647,38.7,116.1,14.0,31.3,0
1550648,37.9,145.3,14.1,46.8,1
1550649,42.9,80.6,13.5,27.7,1
1550650,46.3,151.6,18.6,28.4,0
1550651,59.2,122.6,2.3,40.9,0
1550652,17.8,74.1,22.1,38.6,0
1550653,52.8,118.2,9.9,53.8,1
1550654,44.4,117.0,11.6,70.1,1
1550655,31.8,87.2,13.4,36.0,0
1550656,36.7,175.2,10.6,42.9,1
1550657,77.7,89.6,13.8,39.2,0
1550658,64.3,91.0,12.8,43.0,0
1550659,8.4,55.3,14.5,55.8,1
1550660,38.4,125.3,10.2,20.2,0
1550661,51.6,105.6,10.1,28.0,0
1550662,62.1,72.7,1.9,51.8,1
1550663,70.1,141.9,5.9,66.7,1
1550664,66.1,85.0,16.2,51.5,0
1550665,40.8,109.0,19.6,53.4,0
1550666,71.5,82.9,11.2,50.7,0
1550667,39.7,110.6,15.4,51.5,0
1550668,42.1,137.0,18.1,68.5,1
1550669,38.2,113.8,8.4,63.1,0
1550670,23.5,84.2,12.8,58.7,1
1550671,45.2,131.5,9.0,54.8,1
1550672,64.2,75.7,18.3,34.5,0
1550673,88.1,62.8,10.6,52.5,1
1550674,43.1,112.7,8.9,61.8,1
1550675,57.7,111.3,1.0,38.7,1
1550676,18.0,116.9,19.3,43.1,0
1550677,39.1,97.2,22.2,60.1,0
1550678,79.1,124.5,13.2,30.2,0
1550679,40.7,100.7,15.1,53.8,1
1550680,34.1,122.5,9.5,63.0,1
1550681,65.8,70.5,6.9,53.7,1
1550682,64.4,91.1,3.5,67.7,0
1550683,77.8,136.9,19.7,25.9,0
1550684,25.6,68.2,13.0,58.5,0
1550685,39.8,117.5,14.1,39.2,0
1550686,54.7,104.9,9.0,58.6,1
1550687,74.6,63.8,9.1,38.8,0
1550688,62.3,118.1,17.6,42.3,0
1550689,51.8,83.4,11.8,13.5,1
1550690,40.9,76.1,12.7,60.1,1
1550691,43.5,76.5,5.0,39.2,1
1550692,38.9,138.9,4.2,51.2,0
1550693,37.0,97.3,18.4,22.6,1
1550694,54.4,51.5,18.6,56.7,0
1550695,72.2,96.0,19.1,59.7,1
1550696,42.2,74.8,13.3,23.4,0
1550697,39.5,150.5,16.5,26.1,1
1550698,46.9,117.5,7.6,34.2,0
1550699,62.8,80.1,10.1,32.6,0
1550700,25.0,97.7,11.9,39.3,1
1550701,30.6,141.8,4.3,38.6,0
1550702,41.7,97.8,10.3,40.0,1
1550703,38.4,77.8,14.8,65.7,1
1550704,25.5,104.4,1.0,46.1,1
1550705,,101.2,7.3,43.5,1
1550706,59.7,84.3,14.7,54.0,1
1550707,46.9,95.9,9.6,50.5,0
1550708,42.4,130.3,9.4,50.1,0
1550709,44.0,94.7,12.0,28.9,1
1550710,32.8,65.1,17.6,59.0,0
1550711,55.2,141.4,17.0,38.0,0
1550712,62.5,119.4,11.5,70.1,1
1550713,78.9,86.3,13.3,30.8,1
1550714,40.4,102.6,6.8,67.3,1
1550715,52.3,119.0,8.2,32.4,1
1550716,26.9,117.9,19.5,36.9,1
1550717,15.1,123.5,5.0,17.3,1
1550718,30.4,144.9,8.2,32.4,1
1550719,46.5,142.1,11.9,79.0,1
1550720,,89.6,14.5,40.7,1
1550721,44.8,110.4,9.7,47.2,0
1550722,38.3,77.8,12.0,40.7,0
1550723,19.3,142.8,15.2,58.0,0
1550724,53.6,80.7,16.1,40.4,0
1550725,31.1,100.0,6.1,33.4,1
1550726,23.0,118.9,9.1,51.5,1
1550727,48.7,58.4,9.0,59.5,0
1550728,51.9,110.6,1.0,57.9,0
1550729,65.0,92.3,10.1,32.7,1
1550730,27.2,154.5,5.3,38.3,0
1550731,67.9,62.6,21.5,57.6,1
1550732,50.9,126.0,17.7,49.7,0
1550733,28.8,97.4,17.9,56.4,1
1550734,40.0,119.3,18.2,52.3,0
1550735,39.1,69.4,13.3,21.0,1
1550736,34.8,94.5,7.0,66.5,0
1550737,37.6,140.7,2.1,50.3,0
1550738,21.1,91.0,12.5,57.8,0
1550739,44.0,121.0,10.1,39.4,0
1550740,36.9,83.1,12.2,19.7,1
1550741,48.9,103.7,10.1,63.2,1
1550742,33.1,79.9,15.8,52.6,1
1550743,16.5,155.6,11.3,24.7,1
1550744,41.5,116.5,6.7,42.7,0
1550745,61.3,137.6,2.8,56.4,1
1550746,37.7,90.2,10.5,30.9,0
1550747,27.3,116.1,5.3,46.7,1
1550748,35.5,80.6,17.8,35.7,1
1550749,44.9,70.8,5.4,72.0,1
1550750,41.7,175.5,10.3,39.2,0
1550751,41.9,85.2,12.5,35.1,0
1550752,43.1,101.3,7.1,46.1,1
1550753,37.5,109.3,13.4,50.5,0
1550754,25.8,108.1,10.2,18.0,1
1550755,12.4,81.1,13.5,50.7,1
1550756,46.2,55.4,12.7,17.2,0
1550757,34.5,86.3,11.3,30.6,1
1550758,29.4,116.5,14.4,50.2,1
1550759,28.4,70.2,12.6,45.3,0
1550760,46.3,135.1,17.5,57.7,0
1550761,45.4,112.6,15.6,66.8,1
1550762,46.4,95.6,8.6,42.2,0
1550763,12.3,124.4,3.5,69.2,0
1550764,47.6,143.8,10.4,53.2,1
1550765,38.2,105.5,12.6,50.6,1
1550766,57.8,130.9,11.0,40.7,1
1550767,81.1,136.8,6.7,60.0,1
1550768,44.8,103.2,10.3,66.0,1
1550769,46.6,77.1,1.0,30.7,1
1550770,38.4,98.8,9.8,47.3,1
1550771,58.1,101.6,14.1,55.7,0
1550772,10.7,95.7,15.9,57.6,0
1550773,56.0,121.1,17.5,52.0,1
1550774,66.5,116.6,7.9,37.1,1
1550775,35.0,126.1,5.6,18.2,1
1550776,26.0,75.7,19.2,54.8,1
1550777,43.5,90.2,10.9,53.9,1
1550778,12.0,118.6,16.8,44.3,0
1550779,65.3,70.4,14.2,29.6,0
1550780,29.9,114.1,2.9,82.9,0
1550781,58.8,122.8,14.1,50.5,1
1550782,58.1,130.0,17.7,44.5,1
1550783,51.4,130.3,7.3,53.5,0
1550784,52.1,105.4,10.5,44.6,0
1550785,61.8,59.1,11.4,56.4,1
1550786,52.1,114.9,11.6,31.9,1
1550787,60.2,106.3,12.7,48.9,0
1550788,46.7,92.6,1.0,51.2,0
1550789,,114.6,15.7,49.5,0
1550790,44.9,97.1,15.1,55.4,0
1550791,53.1,94.9,10.8,46.5,1
1550792,20.7,120.7,9.5,49.4,1
1550793,70.1,125.3,12.7,60.3,0
1550794,39.8,112.4,11.8,26.1,0
1550795,25.4,92.5,14.2,44.4,1
1550796,45.5,141.9,12.2,31.4,1
1550797,69.4,110.1,8.5,76.2,0
1550798,60.5,82.6,14.5,46.3,0
1550799,36.5,104.2,5.5,48.9,0
1550800,37.6,90.7,8.1,60.5,0
1550801,45.3,79.8,15.9,47.4,1
1550802,39.7,125.5,4.9,20.3,1
1550803,48.2,60.6,9.4,16.2,0
1550804,48.6,81.4,6.2,43.3,0
1550805,,94.2,15.6,35.1,1
1550806,33.3,114.1,6.6,30.6,1
1550807,43.2,125.3,1.0,44.5,0
1550808,33.3,82.1,8.2,49.3,1
1550809,27.8,67.4,19.2,61.4,0
1550810,47.3,114.0,7.8,48.1,0
1550811,36.9,121.8,7.1,33.8,1
1550812,42.7,120.4,9.7,38.0,0
1550813,70.2,122.6,20.2,57.5,1
1550814,31.2,109.5,11.2,42.6,0
1550815,50.8,107.7,12.4,44.9,0
1550816,63.0,138.3,9.5,61.9,1
1550817,70.9,105.4,15.4,60.5,1
1550818,33.2,92.3,11.5,45.4,0
1550819,56.6,58.3,11.6,53.4,0
1550820,47.2,123.3,16.8,43.3,1
1550821,51.1,47.4,15.4,48.1,1
1550822,,66.0,13.9,34.6,1
1550823,39.8,94.8,12.9,61.6,0
1550824,40.7,95.9,5.7,60.6,0
1550825,47.2,147.9,13.6,46.2,1
1550826,34.6,95.3,8.1,60.3,1
1550827,36.9,85.6,12.8,46.5,0
1550828,0.0,81.7,14.0,34.2,1
1550829,76.7,110.0,18.9,26.5,0
1550830,63.4,74.8,4.6,34.3,0
1550831,31.5,101.5,22.6,61.7,1
1550832,47.2,97.3,14.1,34.6,1
1550833,53.6,104.1,14.6,58.3,1
1550834,60.6,144.7,13.8,62.6,0
1550835,54.9,93.6,12.5,60.1,1
1550836,41.4,56.0,13.3,54.9,1
1550837,52.3,115.8,9.9,72.2,1
1550838,48.3,86.2,12.1,48.4,1
1550839,54.7,74.4,12.0,40.0,1
1550840,54.2,109.3,16.1,52.1,0
1550841,12.5,92.2,8.1,50.2,1
1550842,58.6,75.1,19.4,62.9,0
1550843,34.2,103.4,13.5,41.6,1
1550844,43.1,114.1,11.7,46.0,0
1550845,,108.5,23.9,66.7,1
1550846,72.9,140.8,11.1,38.6,0
1550847,23.9,91.9,10.0,33.2,1
1550848,41.5,142.3,11.8,61.0,1
1550849,32.6,104.4,19.1,40.5,0
1550850,55.2,87.8,9.4,36.6,1
1550851,52.2,129.3,6.5,49.6,0
1550852,55.7,59.5,3.9,31.0,1
1550853,40.1,97.5,22.1,28.3,0
1550854,44.9,105.8,10.5,42.2,1
1550855,60.8,73.3,8.6,29.6,1
1550856,40.1,97.2,13.8,28.4,1
1550857,63.9,91.8,13.1,39.2,0
1550858,41.7,92.9,10.1,61.2,1
1550859,51.2,107.0,13.3,40.8,0
1550860,37.3,48.0,9.7,41.0,0
1550861,47.1,91.3,20.6,31.4,0
1550862,83.5,64.9,14.0,52.4,1
1550863,40.9,96.1,6.8,48.9,1
1550864,40.4,93.7,13.5,44.5,1
1550865,31.5,65.4,11.9,41.9,1
1550866,38.6,155.0,12.0,40.2,0
1550867,43.5,128.4,13.6,38.7,1
1550868,57.3,116.5,16.2,52.8,0
1550869,57.8,117.9,19.4,64.0,0
1550870,55.7,88.2,12.0,56.4,0
1550871,56.2,81.5,7.7,60.3,1
1550872,23.4,103.3,17.2,55.2,1
1550873,63.7,91.0,20.7,30.3,0
1550874,32.7,79.2,14.7,54.1,1
1550875,58.5,128.1,20.6,59.5,0
1550876,61.6,101.3,19.0,11.4,0
1550877,40.2,104.1,10.4,45.8,0
1550878,45.0,99.4,15.4,37.3,1
1550879,55.4,115.8,7.3,21.7,1
1550880,22.1,95.2,17.4,53.6,0
1550881,29.0,109.4,11.5,38.9,0
1550882,55.1,140.1,17.7,39.5,1
1550883,57.6,94.1,11.6,59.5,1
1550884,34.8,93.6,9.2,33.8,1
1550885,40.3,90.9,9.2,27.9,1
1550886,32.9,73.7,14.8,53.0,0
1550887,49.2,89.1,11.0,52.2,1
1550888,40.6,51.1,6.2,45.5,0
1550889,47.7,72.1,11.5,42.6,1
1550890,63.2,76.7,15.6,42.8,0
1550891,,117.7,10.5,25.5,1
1550892,49.4,99.4,11.5,16.7,0
1550893,24.2,81.0,13.8,26.3,0
1550894,34.0,94.7,13.2,49.9,1
1550895,40.9,119.8,13.5,70.9,0
1550896,43.6,68.5,4.0,36.3,0
1550897,45.6,112.3,5.2,39.8,1
1550898,56.2,113.9,8.8,50.2,0
1550899,39.9,97.3,9.5,60.9,0
1550900,39.5,136.1,17.2,51.7,1
1550901,33.6,102.7,9.3,57.3,1
1550902,60.5,84.3,19.5,47.8,0
1550903,74.5,92.5,9.3,48.4,0
1550904,49.1,109.6,3.8,51.8,0
1550905,44.4,113.5,10.2,29.4,0
1550906,24.8,89.5,13.5,64.1,0
1550907,12.6,63.2,3.8,34.6,1
1550908,27.1,84.7,11.0,26.4,1
1550909,47.2,61.3,12.7,10.3,1
1550910,52.0,76.7,16.8,35.7,1
1550911,54.5,97.3,17.1,50.7,0
1550912,35.6,112.6,18.2,58.7,0
1550913,34.1,102.7,14.0,46.3,0
1550914,32.0,72.0,17.5,25.2,0
1550915,45.0,96.9,12.0,39.5,0
1550916,26.9,88.5,9.7,57.9,0
1550917,37.4,131.5,12.9,51.2,0
1550918,48.4,113.7,14.1,45.8,1
1550919,31.9,83.5,15.2,38.6,0
1550920,50.3,116.4,9.0,52.3,1
1550921,40.7,178.8,15.7,39.8,0
1550922,33.8,121.6,18.7,59.0,1
1550923,44.7,118.4,2.0,25.0,0
1550924,31.5,83.4,12.4,42.0,1
1550925,26.3,81.7,13.7,25.7,0
1550926,76.4,125.9,23.5,43.7,0
1550927,28.1,104.4,10.5,44.6,0
1550928,37.3,84.7,9.4,46.0,0
1550929,50.0,131.3,5.1,72.0,1
1550930,26.4,100.4,9.1,54.0,0
1550931,35.5,119.4,9.9,52.5,1
1550932,44.9,122.7,9.5,48.4,1
1550933,33.7,105.6,15.4,74.7,1
1550934,45.4,128.1,20.8,55.8,0
1550935,52.8,110.5,11.8,43.6,1
1550936,52.1,70.0,10.3,24.9,1
1550937,30.1,99.6,3.1,32.7,1
1550938,27.3,59.4,10.4,40.2,1
1550939,49.6,115.0,18.7,47.6,1
1550940,61.2,48.2,16.3,35.2,0
1550941,22.7,86.1,14.2,20.7,0
1550942,34.7,116.5,4.4,59.5,0
1550943,37.2,88.4,4.2,30.4,1
1550944,0.0,105.3,2.4,31.4,0
1550945,41.1,62.6,6.8,34.0,0
1550946,10.6,93.0,10.7,47.6,0
1550947,52.5,143.0,9.7,63.5,1
1550948,39.4,94.7,17.1,60.5,0
1550949,46.3,142.0,11.5,59.0,0
1550950,26.0,101.3,11.9,32.1,0
1550951,55.8,131.0,17.5,44.6,1
1550952,59.1,69.8,10.6,56.9,0
1550953,31.5,122.3,19.4,30.6,0
1550954,19.0,105.7,18.1,70.0,0
1550955,51.0,100.3,13.2,39.2,1
1550956,35.7,90.3,14.6,63.7,1
1550957,13.6,88.8,13.7,33.9,0
1550958,62.2,168.1,11.4,62.3,0
1550959,56.4,122.4,23.5,39.0,1
1550960,26.6,101.9,19.6,15.1,1
1550961,31.9,93.6,7.9,38.4,0
1550962,20.6,126.1,14.4,46.3,1
1550963,57.8,147.3,17.3,46.2,0
1550964,22.3,92.6,10.9,52.9,1
1550965,51.9,86.9,4.9,41.0,0
1550966,32.6,77.7,14.1,48.8,0
1550967,54.5,143.9,10.0,47.5,0
1550968,38.1,114.8,16.3,43.5,1
1550969,41.1,156.7,11.0,51.9,0
1550970,30.0,86.6,1.0,51.4,1
1550971,47.1,117.2,16.0,20.1,1
1550972,63.7,136.3,12.3,26.7,1
1550973,41.6,69.6,16.3,16.3,1
1550974,47.6,80.5,13.6,50.7,0
1550975,57.6,99.7,9.9,39.4,1
1550976,57.0,86.0,14.2,54.5,0
1550977,41.8,109.5,18.0,59.4,0
1550978,56.2,123.9,12.4,18.3,1
1550979,32.5,117.4,14.9,72.2,1
1550980,47.2,62.9,16.1,34.9,0
1550981,37.6,146.0,10.2,36.3,0
1550982,34.2,108.6,12.5,36.7,1
1550983,57.6,99.4,11.2,61.5,0
1550984,32.8,95.1,16.0,24.3,1
1550985,60.7,81.2,24.2,49.8,1
1550986,36.5,56.3,15.9,41.7,1
1550987,39.5,128.6,1.7,62.7,0
1550988,62.0,65.5,6.3,47.4,0
1550989,58.8,95.7,9.5,30.8,0
1550990,22.7,123.7,1.0,36.2,0
1550991,,78.7,17.1,47.6,1
1550992,34.3,106.8,10.6,62.0,1
1550993,60.6,129.0,12.7,38.1,0
1550994,20.6,85.6,1.0,63.7,1
1550995,55.4,83.9,10.7,33.0,0
1550996,37.5,80.5,1.9,57.5,0
1550997,38.1,96.7,11.4,48.5,1
1550998,52.2,101.0,16.2,67.0,1
1550999,54.5,86.4,13.7,40.9,1
1551000,53.4,101.6,11.4,72.3,1
