MovieID,Title,ReleaseYear,Genre,Runtime,AvgRating
90571,Movie Title 571,2006,Comedy,99,4.03
90572,Movie Title 572,2008,Drama,88,4.51
90573,Movie Title 573,2005,Comedy,103,3.17
90574,Movie Title 574,1991,Comedy,135,2.91
90575,Movie Title 575,2013,Horror,117,2.89
90576,Movie Title 576,2010,Comedy,112,2.73
90577,Movie Title 577,2008,Horror,110,3.72
90578,Movie Title 578,1988,Action,116,3.14
90579,Movie Title 579,2016,Romance,134,2.54
90580,Movie Title 580,1988,Horror,120,3.89
90581,Movie Title 581,2004,Comedy,105,3.53
90582,Movie Title 582,2011,Action,114,3.56
90583,Movie Title 583,2013,Comedy,86,3.21
90584,Movie Title 584,2010,Sci-Fi,99,3.09
90585,Movie Title 585,2018,Sci-Fi,111,3.53
90586,Movie Title 586,2005,Action,165,2.59
90587,Movie Title 587,1988,Action,135,4.07
90588,Movie Title 588,2018,Drama,127,3.45
90589,Movie Title 589,1988,Action,92,4.44
90590,Movie Title 590,2007,Horror,95,3.42
90591,Movie Title 591,2021,Comedy,125,2.95
90592,Movie Title 592,1980,Horror,147,4.22
90593,Movie Title 593,2015,Action,145,2.59
90594,Movie Title 594,2013,Horror,115,3.93
90595,Movie Title 595,2015,Sci-Fi,79,3.0
90596,Movie Title 596,2005,Action,114,3.35
90597,Movie Title 597,2011,Comedy,121,2.96
90598,Movie Title 598,1997,Drama,115,
90599,Movie Title 599,1993,Action,94,3.26
90600,Movie Title 600,2010,Sci-Fi,131,3.37
90601,Movie Title 601,1982,Comedy,110,4.29
90602,Movie Title 602,1997,Sci-Fi,92,4.32
90603,Movie Title 603,2002,Drama,136,4.63
90604,Movie Title 604,2001,Romance,97,3.03
90605,Movie Title 605,1996,Comedy,119,3.19
90606,Movie Title 606,1981,Comedy,114,4.25
90607,Movie Title 607,2000,Romance,109,3.52
90608,Movie Title 608,2013,Sci-Fi,159,3.62
90609,Movie Title 609,2015,Action,105,3.74
90610,Movie Title 610,1986,Drama,60,3.87
90611,Movie Title 611,1986,Drama,89,4.11
90612,Movie Title 612,2022,Sci-Fi,73,3.37
90613,Movie Title 613,1985,Action,127,3.79
90614,Movie Title 614,1986,Action,76,3.51
90615,Movie Title 615,2016,Action,101,3.35
90616,Movie Title 616,2013,Drama,125,3.69
90617,Movie Title 617,2023,Drama,131,4.36
90618,Movie Title 618,2002,Horror,91,3.54
90619,Movie Title 619,1983,Sci-Fi,119,3.19
90620,Movie Title 620,1985,Action,132,4.18
90621,Movie Title 621,1996,Action,146,2.64
90622,Movie Title 622,2004,Action,131,3.7
90623,Movie Title 623,1998,Action,108,3.08
90624,Movie Title 624,2023,Comedy,122,2.35
90625,Movie Title 625,1993,Romance,97,4.13
90626,Movie Title 626,2017,Action,111,2.75
90627,Movie Title 627,1995,Drama,101,3.71
90628,Movie Title 628,2005,Sci-Fi,127,2.29
90629,Movie Title 629,1992,Romance,110,3.45
90630,Movie Title 630,2016,Drama,123,4.6
90631,Movie Title 631,2000,Comedy,115,2.73
90632,Movie Title 632,1981,Sci-Fi,126,3.65
90633,Movie Title 633,2001,Drama,123,3.5
90634,Movie Title 634,2012,Romance,92,4.13
90635,Movie Title 635,2020,Drama,85,4.4
90636,Movie Title 636,1992,Comedy,125,3.4
90637,Movie Title 637,2017,Comedy,101,2.98
90638,Movie Title 638,1992,Action,83,3.98
90639,Movie Title 639,1990,Comedy,116,4.46
90640,Movie Title 640,1981,Action,107,
90641,Movie Title 641,1987,Comedy,139,4.28
90642,Movie Title 642,2001,Action,107,3.33
90643,Movie Title 643,2013,Comedy,60,2.47
90644,Movie Title 644,1990,Action,127,3.39
90645,Movie Title 645,1990,Action,120,3.22
90646,Movie Title 646,2002,Comedy,85,
90647,Movie Title 647,2020,Comedy,60,4.02
90648,Movie Title 648,2023,Sci-Fi,123,3.06
90649,Movie Title 649,2016,Drama,104,3.33
90650,Movie Title 650,2010,Sci-Fi,85,3.36
90651,Movie Title 651,1986,Romance,119,4.17
90652,Movie Title 652,2014,Comedy,97,3.59
90653,Movie Title 653,2019,Comedy,100,4.17
90654,Movie Title 654,2010,Comedy,116,2.62
90655,Movie Title 655,2018,Action,94,3.82
90656,Movie Title 656,2001,Romance,126,3.5
90657,Movie Title 657,2014,Action,122,2.87
90658,Movie Title 658,1989,Comedy,141,
90659,Movie Title 659,2021,Comedy,108,2.68
90660,Movie Title 660,1989,Action,93,3.97
90661,Movie Title 661,2016,Sci-Fi,102,3.78
90662,Movie Title 662,2004,Horror,132,2.85
90663,Movie Title 663,2006,Drama,108,3.76
90664,Movie Title 664,2005,Comedy,89,3.79
90665,Movie Title 665,2013,Romance,114,3.81
90666,Movie Title 666,1982,Horror,137,3.76
90667,Movie Title 667,1985,Drama,100,4.81
90668,Movie Title 668,1994,Drama,105,4.51
90669,Movie Title 669,2014,Horror,108,2.63
90670,Movie Title 670,1989,Action,110,4.36
90671,Movie Title 671,2012,Action,144,3.2
90672,Movie Title 672,2002,Drama,61,3.77
90673,Movie Title 673,1982,Drama,98,4.53
90674,Movie Title 674,1996,Action,137,2.61
90675,Movie Title 675,1996,Sci-Fi,86,3.36
90676,Movie Title 676,2004,Action,96,3.95
90677,Movie Title 677,1988,Sci-Fi,126,
90678,Movie Title 678,1983,Comedy,86,3.15
90679,Movie Title 679,2014,Comedy,91,2.91
90680,Movie Title 680,2007,Sci-Fi,117,3.23
90681,Movie Title 681,1995,Action,120,3.75
90682,Movie Title 682,1988,Comedy,99,2.96
90683,Movie Title 683,2020,Drama,136,2.89
90684,Movie Title 684,1988,Drama,130,4.62
90685,Movie Title 685,2010,Drama,117,3.13
90686,Movie Title 686,2016,Action,126,2.66
90687,Movie Title 687,2009,Action,113,2.66
90688,Movie Title 688,2021,Horror,117,2.65
90689,Movie Title 689,1992,Sci-Fi,107,3.9
90690,Movie Title 690,2000,Romance,122,2.55
90691,Movie Title 691,2023,Horror,96,3.49
90692,Movie Title 692,2008,Drama,143,3.5
90693,Movie Title 693,2013,Comedy,83,3.89
90694,Movie Title 694,2014,Action,107,2.82
90695,Movie Title 695,2003,Action,112,2.9
90696,Movie Title 696,2011,Drama,122,3.92
90697,Movie Title 697,1981,Comedy,92,3.8
90698,Movie Title 698,1987,Horror,99,
90699,Movie Title 699,2023,Romance,125,3.74
90700,Movie Title 700,2023,Action,98,2.55
90701,Movie Title 701,2020,Drama,118,3.84
90702,Movie Title 702,1994,Drama,110,4.99
90703,Movie Title 703,1984,Horror,114,2.97
90704,Movie Title 704,2018,Action,89,3.88
90705,Movie Title 705,1999,Drama,96,4.69
90706,Movie Title 706,2006,Sci-Fi,76,3.01
90707,Movie Title 707,1983,Horror,80,2.99
90708,Movie Title 708,2018,Action,117,3.38
90709,Movie Title 709,2018,Comedy,60,
90710,Movie Title 710,2017,Comedy,101,3.28
90711,Movie Title 711,2009,Romance,133,3.62
90712,Movie Title 712,2007,Comedy,158,2.21
90713,Movie Title 713,1984,Action,111,3.37
90714,Movie Title 714,1983,Action,106,2.63
90715,Movie Title 715,2011,Horror,120,3.25
90716,Movie Title 716,1983,Drama,147,4.6
90717,Movie Title 717,1992,Action,127,3.96
90718,Movie Title 718,1986,Drama,130,4.36
90719,Movie Title 719,2022,Drama,112,3.05
90720,Movie Title 720,2003,Action,83,3.7
90721,Movie Title 721,1992,Drama,135,3.49
90722,Movie Title 722,1990,Action,78,3.42
90723,Movie Title 723,1989,Sci-Fi,99,2.79
90724,Movie Title 724,1980,Action,76,2.8
90725,Movie Title 725,1995,Sci-Fi,146,4.34
90726,Movie Title 726,2005,Horror,107,3.07
90727,Movie Title 727,2004,Action,91,3.87
90728,Movie Title 728,1995,Action,95,2.89
90729,Movie Title 729,1995,Horror,131,4.27
90730,Movie Title 730,1985,Sci-Fi,97,3.92
90731,Movie Title 731,1989,Sci-Fi,136,3.67
90732,Movie Title 732,2017,Sci-Fi,76,3.86
90733,Movie Title 733,2011,Sci-Fi,93,3.49
90734,Movie Title 734,2015,Horror,104,3.1
90735,Movie Title 735,1999,Horror,105,3.13
90736,Movie Title 736,1995,Romance,108,2.82
90737,Movie Title 737,1991,Action,115,2.92
90738,Movie Title 738,2001,Action,116,2.94
90739,Movie Title 739,2009,Horror,134,2.49
90740,Movie Title 740,2005,Comedy,83,4.13
90741,Movie Title 741,2011,Drama,124,3.14
90742,Movie Title 742,1984,Romance,103,4.11
90743,Movie Title 743,1997,Action,108,3.66
90744,Movie Title 744,1989,Action,103,4.11
90745,Movie Title 745,2003,Sci-Fi,92,3.22
90746,Movie Title 746,1999,Drama,64,4.43
90747,Movie Title 747,2016,Drama,89,4.61
90748,Movie Title 748,1983,Action,83,4.46
90749,Movie Title 749,1994,Drama,110,3.53
90750,Movie Title 750,1991,Action,131,3.3
90751,Movie Title 751,2018,Action,117,2.23
90752,Movie Title 752,1999,Comedy,124,3.07
90753,Movie Title 753,2011,Sci-Fi,111,4.19
90754,Movie Title 754,2022,Action,149,2.47
90755,Movie Title 755,2017,Sci-Fi,95,3.59
90756,Movie Title 756,2020,Comedy,115,2.75
90757,Movie Title 757,2018,Action,122,3.82
90758,Movie Title 758,1984,Horror,105,3.26
90759,Movie Title 759,1986,Drama,138,4.3
90760,Movie Title 760,1985,Action,122,2.9
90761,Movie Title 761,1986,Romance,119,4.39
90762,Movie Title 762,1997,Drama,89,5.0
90763,Movie Title 763,2001,Drama,112,4.22
90764,Movie Title 764,1992,Comedy,98,3.54
90765,Movie Title 765,1982,Sci-Fi,132,4.26
90766,Movie Title 766,1997,Drama,109,4.06
90767,Movie Title 767,2016,Drama,114,2.87
90768,Movie Title 768,1995,Horror,103,3.81
90769,Movie Title 769,1990,Drama,68,4.74
90770,Movie Title 770,2011,Drama,93,4.6
90771,Movie Title 771,2019,Comedy,110,3.96
90772,Movie Title 772,2006,Action,108,2.28
90773,Movie Title 773,2009,Action,101,3.74
90774,Movie Title 774,1994,Action,60,2.53
90775,Movie Title 775,1998,Romance,86,4.18
90776,Movie Title 776,2000,Sci-Fi,92,2.4
90777,Movie Title 777,2023,Sci-Fi,96,3.31
90778,Movie Title 778,2009,Action,138,2.88
90779,Movie Title 779,1993,Horror,116,4.31
90780,Movie Title 780,2003,Comedy,106,3.79
90781,Movie Title 781,2013,Comedy,90,3.2
90782,Movie Title 782,2001,Comedy,134,3.58
90783,Movie Title 783,1988,Drama,110,4.18
90784,Movie Title 784,2017,Comedy,161,2.69
90785,Movie Title 785,2015,Action,104,3.68
90786,Movie Title 786,1993,Sci-Fi,155,2.88
90787,Movie Title 787,1995,Sci-Fi,136,2.72
90788,Movie Title 788,2016,Action,91,3.48
90789,Movie Title 789,1994,Comedy,137,3.88
90790,Movie Title 790,2010,Comedy,137,3.02
90791,Movie Title 791,1995,Comedy,101,4.24
90792,Movie Title 792,1983,Drama,104,4.64
90793,Movie Title 793,1984,Romance,122,3.1
90794,Movie Title 794,1987,Action,89,4.39
90795,Movie Title 795,1990,Romance,96,4.35
90796,Movie Title 796,2019,Drama,110,3.99
90797,Movie Title 797,1980,Action,95,3.6
90798,Movie Title 798,1985,Horror,101,2.65
90799,Movie Title 799,2017,Drama,133,3.14
90800,Movie Title 800,2014,Drama,115,4.14
90801,Movie Title 801,1989,Drama,105,4.81
90802,Movie Title 802,2019,Action,92,2.56
90803,Movie Title 803,2007,Action,108,4.15
90804,Movie Title 804,2016,Sci-Fi,115,4.01
90805,Movie Title 805,1980,Drama,138,4.29
90806,Movie Title 806,1982,Sci-Fi,108,3.92
90807,Movie Title 807,2013,Drama,85,
90808,Movie Title 808,1993,Action,107,3.56
90809,Movie Title 809,2018,Sci-Fi,158,4.05
90810,Movie Title 810,2010,Comedy,92,4.0
90811,Movie Title 811,1989,Action,103,3.11
90812,Movie Title 812,1981,Action,86,4.12
90813,Movie Title 813,2001,Comedy,107,3.94
90814,Movie Title 814,1994,Sci-Fi,133,3.21
90815,Movie Title 815,2007,Drama,137,3.37
90816,Movie Title 816,2022,Action,143,3.89
90817,Movie Title 817,2023,Romance,139,4.08
90818,Movie Title 818,2007,Drama,150,3.78
90819,Movie Title 819,2021,Comedy,108,4.11
90820,Movie Title 820,2001,Action,89,2.51
90821,Movie Title 821,1988,Drama,108,3.21
90822,Movie Title 822,2007,Drama,87,4.34
90823,Movie Title 823,2005,Comedy,82,3.37
90824,Movie Title 824,2005,Drama,83,4.62
90825,Movie Title 825,2015,Comedy,89,3.89
90826,Movie Title 826,1992,Drama,116,3.17
90827,Movie Title 827,1989,Action,111,2.98
90828,Movie Title 828,2002,Horror,139,3.27
90829,Movie Title 829,1988,Drama,99,4.92
90830,Movie Title 830,2013,Sci-Fi,98,2.78
90831,Movie Title 831,2014,Sci-Fi,86,2.54
90832,Movie Title 832,1993,Horror,115,3.08
90833,Movie Title 833,1982,Action,80,2.8
90834,Movie Title 834,2014,Drama,114,4.52
90835,Movie Title 835,2001,Action,78,3.86
90836,Movie Title 836,1989,Sci-Fi,123,3.81
90837,Movie Title 837,1996,Comedy,125,3.44
90838,Movie Title 838,1985,Drama,107,3.51
90839,Movie Title 839,2023,Horror,82,2.84
90840,Movie Title 840,2014,Horror,113,2.3
90841,Movie Title 841,2000,Action,117,4.05
90842,Movie Title 842,2008,Romance,129,2.92
90843,Movie Title 843,2009,Action,168,3.07
90844,Movie Title 844,1982,Action,86,3.95
90845,Movie Title 845,1980,Drama,127,3.78
90846,Movie Title 846,2009,Drama,118,3.12
90847,Movie Title 847,1996,Comedy,119,2.93
90848,Movie Title 848,2001,Drama,121,3.1
90849,Movie Title 849,2002,Sci-Fi,92,3.22
90850,Movie Title 850,1985,Action,138,3.14
90851,Movie Title 851,1988,Sci-Fi,111,3.89
90852,Movie Title 852,1984,Action,122,3.84
90853,Movie Title 853,2022,Drama,104,4.5
90854,Movie Title 854,1984,Sci-Fi,116,4.44
90855,Movie Title 855,1986,Comedy,86,3.24
90856,Movie Title 856,2008,Drama,83,3.02
90857,Movie Title 857,2018,Action,121,4.18
90858,Movie Title 858,2004,Sci-Fi,71,3.02
90859,Movie Title 859,1994,Drama,130,4.88
90860,Movie Title 860,1995,Horror,131,3.61
90861,Movie Title 861,2017,Action,82,3.3
90862,Movie Title 862,1982,Romance,107,4.16
90863,Movie Title 863,1990,Sci-Fi,137,2.95
90864,Movie Title 864,2009,Action,77,4.0
90865,Movie Title 865,1984,Drama,117,4.22
90866,Movie Title 866,2016,Drama,129,3.57
90867,Movie Title 867,2003,Sci-Fi,130,2.62
90868,Movie Title 868,1996,Comedy,109,4.01
90869,Movie Title 869,1986,Drama,109,3.54
90870,Movie Title 870,1986,Drama,84,3.81
90871,Movie Title 871,2018,Drama,123,3.95
90872,Movie Title 872,2019,Comedy,105,3.07
90873,Movie Title 873,2014,Romance,109,2.22
90874,Movie Title 874,2013,Romance,99,3.74
90875,Movie Title 875,1992,Romance,121,3.71
90876,Movie Title 876,1982,Sci-Fi,126,4.43
90877,Movie Title 877,1989,Comedy,103,2.64
90878,Movie Title 878,1980,Comedy,96,4.42
90879,Movie Title 879,1992,Horror,130,4.28
90880,Movie Title 880,2019,Action,72,3.64
90881,Movie Title 881,1998,Sci-Fi,87,4.13
90882,Movie Title 882,2006,Drama,79,3.49
90883,Movie Title 883,2011,Action,90,2.8
90884,Movie Title 884,1982,Drama,128,4.09
90885,Movie Title 885,1995,Drama,60,3.85
90886,Movie Title 886,1996,Comedy,122,4.28
90887,Movie Title 887,1991,Drama,81,4.41
90888,Movie Title 888,1983,Comedy,111,2.62
90889,Movie Title 889,1993,Comedy,135,3.66
90890,Movie Title 890,2002,Sci-Fi,103,3.84
90891,Movie Title 891,1984,Comedy,79,3.45
90892,Movie Title 892,2007,Horror,114,2.89
90893,Movie Title 893,2006,Sci-Fi,104,2.29
90894,Movie Title 894,1990,Comedy,133,3.7
90895,Movie Title 895,2019,Action,138,3.03
90896,Movie Title 896,1983,Drama,102,4.6
90897,Movie Title 897,1998,Action,114,2.83
90898,Movie Title 898,2006,Horror,91,3.38
90899,Movie Title 899,2010,Horror,90,3.5
90900,Movie Title 900,2002,Action,121,2.77
90901,Movie Title 901,1982,Comedy,101,4.32
90902,Movie Title 902,2020,Comedy,101,4.2
90903,Movie Title 903,2007,Sci-Fi,105,2.75
90904,Movie Title 904,1997,Comedy,97,4.34
90905,Movie Title 905,1985,Sci-Fi,82,3.21
90906,Movie Title 906,1989,Sci-Fi,85,4.31
90907,Movie Title 907,2023,Drama,109,3.18
90908,Movie Title 908,2007,Drama,119,3.92
90909,Movie Title 909,2010,Action,76,3.08
90910,Movie Title 910,1988,Comedy,122,4.16
90911,Movie Title 911,2010,Romance,143,2.25
90912,Movie Title 912,2018,Drama,107,3.87
90913,Movie Title 913,1980,Horror,90,3.9
90914,Movie Title 914,1989,Drama,83,3.67
90915,Movie Title 915,2002,Sci-Fi,133,3.0
90916,Movie Title 916,2006,Comedy,101,2.55
90917,Movie Title 917,2010,Sci-Fi,114,
90918,Movie Title 918,2002,Action,114,2.44
90919,Movie Title 919,1995,Action,123,3.44
90920,Movie Title 920,1987,Romance,100,4.42
90921,Movie Title 921,1994,Action,128,3.54
90922,Movie Title 922,1981,Action,118,3.14
90923,Movie Title 923,2016,Comedy,85,3.15
90924,Movie Title 924,1994,Romance,75,4.08
90925,Movie Title 925,2010,Sci-Fi,135,4.02
90926,Movie Title 926,1991,Action,95,4.46
90927,Movie Title 927,2005,Comedy,107,2.51
90928,Movie Title 928,1986,Drama,121,4.67
90929,Movie Title 929,2014,Drama,130,3.93
90930,Movie Title 930,2005,Drama,94,4.2
90931,Movie Title 931,2018,Horror,113,2.55
90932,Movie Title 932,2020,Drama,95,3.71
90933,Movie Title 933,2018,Drama,106,4.56
90934,Movie Title 934,2022,Horror,113,3.61
90935,Movie Title 935,1994,Romance,70,3.62
90936,Movie Title 936,1980,Drama,102,4.8
90937,Movie Title 937,2015,Drama,94,3.64
90938,Movie Title 938,1984,Comedy,113,2.85
90939,Movie Title 939,1989,Action,107,3.13
90940,Movie Title 940,1985,Drama,104,4.97
90941,Movie Title 941,2015,Romance,116,2.97
90942,Movie Title 942,2018,Drama,84,4.17
90943,Movie Title 943,2022,Comedy,97,3.48
90944,Movie Title 944,2001,Action,117,3.31
90945,Movie Title 945,2001,Comedy,67,3.37
90946,Movie Title 946,2015,Drama,110,4.15
90947,Movie Title 947,2010,Sci-Fi,114,2.56
90948,Movie Title 948,2023,Drama,107,2.97
90949,Movie Title 949,2013,Action,81,2.81
90950,Movie Title 950,1991,Sci-Fi,123,4.38
90951,Movie Title 951,1995,Romance,139,3.04
90952,Movie Title 952,1997,Sci-Fi,90,3.13
90953,Movie Title 953,1997,Comedy,95,3.42
90954,Movie Title 954,2003,Horror,125,3.18
90955,Movie Title 955,1991,Drama,103,3.43
90956,Movie Title 956,2018,Action,91,3.29
90957,Movie Title 957,2021,Horror,112,3.39
90958,Movie Title 958,2000,Action,109,2.44
90959,Movie Title 959,2013,Action,100,2.39
90960,Movie Title 960,2002,Romance,84,3.17
90961,Movie Title 961,1980,Action,119,3.23
90962,Movie Title 962,2009,Action,107,
90963,Movie Title 963,1996,Action,86,4.41
90964,Movie Title 964,1991,Horror,98,3.84
90965,Movie Title 965,2009,Sci-Fi,102,3.56
90966,Movie Title 966,1983,Drama,86,3.44
90967,Movie Title 967,2012,Drama,72,3.39
90968,Movie Title 968,2006,Drama,113,4.49
90969,Movie Title 969,1985,Romance,113,4.14
90970,Movie Title 970,1983,Drama,109,4.06
90971,Movie Title 971,2008,Drama,118,4.69
90972,Movie Title 972,2020,Action,101,
90973,Movie Title 973,2018,Comedy,105,3.09
90974,Movie Title 974,2009,Sci-Fi,119,3.99
90975,Movie Title 975,1982,Action,80,4.09
90976,Movie Title 976,2011,Sci-Fi,134,3.68
90977,Movie Title 977,2018,Action,148,3.54
90978,Movie Title 978,1983,Drama,60,3.74
90979,Movie Title 979,2007,Action,101,3.43
90980,Movie Title 980,1999,Action,97,2.7
90981,Movie Title 981,2016,Action,99,3.92
90982,Movie Title 982,1982,Sci-Fi,93,4.36
90983,Movie Title 983,2016,Horror,121,
90984,Movie Title 984,2006,Comedy,84,2.25
90985,Movie Title 985,1982,Action,96,3.73
90986,Movie Title 986,1987,Sci-Fi,112,3.02
90987,Movie Title 987,2020,Comedy,78,2.84
90988,Movie Title 988,1995,Drama,119,4.0
90989,Movie Title 989,1981,Sci-Fi,125,2.92
90990,Movie Title 990,2021,Action,87,2.65
90991,Movie Title 991,1994,Sci-Fi,153,3.04
90992,Movie Title 992,1983,Horror,135,4.49
90993,Movie Title 993,2005,Drama,62,3.82
90994,Movie Title 994,1994,Action,96,3.18
90995,Movie Title 995,1989,Comedy,142,3.01
90996,Movie Title 996,2022,Action,122,4.19
90997,Movie Title 997,2015,Action,131,3.43
90998,Movie Title 998,2003,Drama,120,4.19
90999,Movie Title 999,1984,Action,140,4.02
91000,Movie Title 1000,2011,Action,132,2.44
