GraduateID,PortfolioProjectsCount,JobSearchDurationDays,StartingSalary_K,CodingInterviewGrade,Hired
1740633,109.4,45.8,71.1,75.3,1
1740634,86.1,,57.1,114.1,1
1740635,56.4,33.5,74.5,68.3,1
1740636,105.6,58.9,77.0,124.6,1
1740637,135.8,36.0,106.4,101.2,0
1740638,102.8,41.1,100.1,74.0,0
1740639,50.8,53.5,49.0,97.5,1
1740640,47.1,24.6,64.3,57.3,0
1740641,124.4,24.4,58.6,135.0,1
1740642,107.7,67.1,83.8,92.0,1
1740643,114.3,55.2,44.8,103.6,1
1740644,85.8,36.6,63.3,82.0,1
1740645,103.0,42.6,129.7,23.2,0
1740646,117.0,38.8,52.1,105.7,1
1740647,134.8,35.8,99.6,133.2,1
1740648,91.5,59.1,62.7,98.8,1
1740649,130.1,49.9,94.3,64.1,0
1740650,100.1,53.1,77.1,107.8,1
1740651,105.7,56.5,75.4,93.7,0
1740652,79.9,36.5,93.9,78.2,0
1740653,89.1,15.4,65.1,118.3,0
1740654,89.6,32.8,77.5,116.2,0
1740655,106.4,44.8,74.7,124.2,1
1740656,108.3,35.6,98.3,81.8,0
1740657,79.4,58.4,86.4,123.9,1
1740658,60.2,35.9,43.4,94.0,0
1740659,116.9,49.0,88.3,111.0,1
1740660,93.7,30.9,54.1,98.3,1
1740661,87.2,48.7,67.1,102.9,0
1740662,89.4,54.9,74.3,108.6,1
1740663,84.1,42.3,46.5,101.9,1
1740664,90.9,23.9,130.7,114.2,0
1740665,113.4,33.4,76.4,122.1,1
1740666,100.6,,74.9,77.7,1
1740667,69.7,39.6,90.6,111.5,1
1740668,74.1,51.3,95.1,121.4,1
1740669,103.7,60.8,76.3,97.2,1
1740670,152.1,55.2,98.7,84.0,0
1740671,92.7,28.5,112.0,112.3,1
1740672,106.3,71.3,90.0,102.0,1
1740673,107.5,47.6,86.1,90.8,1
1740674,101.9,54.3,42.2,59.7,1
1740675,98.5,16.5,76.1,157.4,0
1740676,96.1,57.1,85.4,87.3,1
1740677,114.8,15.0,98.1,100.1,0
1740678,126.4,55.8,75.3,108.9,1
1740679,96.5,34.7,72.3,152.5,1
1740680,77.5,58.9,75.9,110.7,1
1740681,118.3,37.6,112.4,126.7,0
1740682,100.6,32.4,84.1,88.6,0
1740683,120.7,73.9,78.6,73.9,1
1740684,107.6,53.4,32.6,83.4,1
1740685,106.8,71.0,79.4,94.4,1
1740686,76.5,55.1,73.1,104.3,1
1740687,87.6,48.4,64.8,138.3,1
1740688,124.2,,68.1,156.0,1
1740689,86.7,31.2,76.0,121.7,0
1740690,109.0,55.7,63.8,102.7,0
1740691,86.2,35.8,53.9,73.5,0
1740692,89.4,37.4,60.8,131.7,1
1740693,101.0,48.8,81.2,135.5,1
1740694,137.5,38.3,21.3,121.1,1
1740695,136.7,35.9,61.2,89.3,0
1740696,79.1,34.6,65.9,110.6,1
1740697,127.0,38.4,72.5,56.1,0
1740698,121.7,65.1,76.2,106.7,1
1740699,97.8,23.0,107.6,83.9,0
1740700,122.1,55.2,75.3,112.4,1
1740701,82.4,55.0,73.6,92.8,0
1740702,113.5,37.3,76.3,131.9,0
1740703,72.1,21.1,74.1,126.5,0
1740704,119.3,36.7,50.1,98.2,1
1740705,78.3,40.4,62.2,78.4,0
1740706,142.0,43.9,98.1,67.5,0
1740707,104.2,10.4,53.5,134.0,0
1740708,128.8,32.9,48.6,119.1,1
1740709,69.0,45.4,82.0,106.7,0
1740710,130.9,46.0,37.7,47.2,1
1740711,72.6,45.2,97.0,109.6,0
1740712,76.9,68.9,69.3,115.0,0
1740713,143.9,29.2,80.5,101.2,0
1740714,127.8,35.8,106.1,108.3,0
1740715,94.4,24.8,83.7,93.5,0
1740716,117.6,53.6,61.0,83.3,1
1740717,75.3,32.8,85.9,99.2,0
1740718,64.8,60.4,87.4,149.8,1
1740719,140.5,37.0,64.8,109.8,0
1740720,65.0,53.7,70.0,123.1,1
1740721,88.2,48.5,100.3,75.8,1
1740722,77.7,22.8,71.4,100.8,0
1740723,110.0,53.0,79.1,83.6,1
1740724,87.5,31.3,77.6,121.6,0
1740725,103.5,60.6,55.6,112.8,1
1740726,97.8,20.6,77.3,84.4,0
1740727,76.4,63.8,51.3,110.3,1
1740728,45.3,57.1,66.5,85.6,0
1740729,97.0,65.1,105.7,93.3,0
1740730,94.2,58.7,68.0,138.4,0
1740731,129.1,73.3,58.2,134.2,1
1740732,115.3,31.0,72.5,123.0,0
1740733,136.4,35.4,66.0,123.6,0
1740734,113.3,31.9,76.7,120.3,1
1740735,132.2,45.5,61.1,101.8,0
1740736,121.7,53.5,77.0,91.0,1
1740737,100.1,31.7,75.6,91.0,1
1740738,63.6,49.3,100.8,112.8,0
1740739,70.1,26.3,41.2,80.3,1
1740740,114.3,88.6,75.8,100.4,1
1740741,121.5,14.6,83.1,114.4,0
1740742,103.9,3.5,52.2,187.4,0
1740743,113.3,56.4,88.9,121.3,1
1740744,53.7,35.3,86.6,102.2,0
1740745,101.4,31.5,64.3,120.3,0
1740746,87.3,60.4,71.3,104.5,1
1740747,68.9,81.8,112.0,99.8,1
1740748,105.4,37.6,83.9,128.1,0
1740749,105.9,76.9,88.5,72.2,1
1740750,121.0,27.6,91.3,116.6,0
1740751,73.1,16.9,82.8,78.5,0
1740752,105.6,44.6,64.8,87.6,0
1740753,98.5,52.3,111.8,120.9,0
1740754,96.0,30.7,53.0,116.0,0
1740755,122.1,61.3,48.3,135.2,1
1740756,75.6,50.0,34.0,89.3,0
1740757,62.5,50.4,67.0,190.1,0
1740758,79.1,63.4,116.1,109.2,0
1740759,130.3,35.0,70.3,88.2,0
1740760,75.0,52.5,73.9,106.2,1
1740761,142.6,62.5,104.1,112.5,0
1740762,119.2,63.2,71.8,142.1,1
1740763,71.6,85.0,82.5,121.5,1
1740764,87.5,63.9,80.6,135.1,0
1740765,67.1,50.9,117.7,72.4,0
1740766,101.3,36.6,84.1,89.6,0
1740767,92.2,66.8,56.8,76.6,0
1740768,97.5,53.2,94.4,88.2,0
1740769,73.9,59.8,26.0,102.6,1
1740770,122.9,59.3,82.5,72.5,1
1740771,98.7,23.6,68.3,108.2,0
1740772,111.8,52.9,60.6,77.0,1
1740773,105.6,33.4,91.7,136.6,1
1740774,123.4,42.2,90.5,113.9,0
1740775,73.2,45.2,71.3,102.2,1
1740776,99.9,46.4,91.5,99.1,0
1740777,85.1,52.1,37.0,124.6,0
1740778,116.0,,88.4,133.8,1
1740779,116.4,33.7,86.1,103.6,1
1740780,88.4,59.7,73.2,78.4,0
1740781,101.6,33.3,101.3,97.1,1
1740782,99.6,59.9,47.3,97.0,1
1740783,159.3,55.7,53.5,86.1,1
1740784,117.9,59.5,83.2,126.4,0
1740785,69.7,33.3,66.9,109.4,0
1740786,82.7,54.4,85.8,87.6,1
1740787,114.8,39.9,45.4,125.2,1
1740788,119.2,77.4,82.0,111.9,1
1740789,110.6,49.2,80.7,75.8,1
1740790,50.3,38.3,80.1,121.7,0
1740791,64.2,79.3,99.5,143.3,0
1740792,138.6,62.9,44.6,125.1,1
1740793,76.6,62.3,85.5,120.8,0
1740794,112.2,30.2,89.1,92.6,1
1740795,62.7,51.2,52.5,162.7,1
1740796,115.6,34.2,69.1,77.1,0
1740797,54.1,69.9,65.1,149.2,1
1740798,102.0,44.5,67.9,118.7,1
1740799,102.7,49.6,63.3,81.8,1
1740800,111.3,42.7,65.7,101.8,0
1740801,88.9,44.8,96.9,57.6,0
1740802,111.9,66.5,56.6,109.8,0
1740803,101.1,61.0,79.2,121.1,1
1740804,72.7,28.3,58.8,157.1,0
1740805,113.7,85.4,48.8,82.0,1
1740806,121.4,19.1,70.1,88.8,1
1740807,77.7,80.4,84.8,123.5,1
1740808,105.1,44.9,77.5,117.1,1
1740809,115.7,33.5,90.2,55.2,0
1740810,81.3,41.0,109.0,127.8,0
1740811,129.0,78.3,111.9,104.0,1
1740812,164.8,68.5,102.4,154.6,1
1740813,100.3,32.2,52.2,120.4,0
1740814,86.7,47.3,99.2,54.2,0
1740815,101.0,52.8,75.2,102.6,1
1740816,43.7,59.5,74.5,74.1,1
1740817,109.5,32.1,56.6,94.1,1
1740818,100.9,51.4,67.9,132.5,1
1740819,131.7,0.4,55.4,90.9,1
1740820,119.4,48.2,80.9,70.3,1
1740821,108.0,3.2,64.7,89.0,0
1740822,89.6,31.1,82.8,105.8,0
1740823,101.8,43.7,102.9,124.2,0
1740824,73.1,52.1,46.0,116.9,1
1740825,83.6,18.4,65.9,94.8,0
1740826,94.6,22.9,64.3,146.7,0
1740827,120.7,51.1,96.6,106.6,0
1740828,87.4,55.6,63.3,88.4,1
1740829,89.7,35.3,86.3,89.6,0
1740830,77.9,35.9,78.7,106.5,0
1740831,57.7,66.9,96.7,59.6,1
1740832,72.0,58.9,63.9,83.1,0
1740833,43.4,43.9,86.8,100.9,1
1740834,105.2,40.5,48.3,122.0,1
1740835,134.1,34.2,54.2,93.7,0
1740836,85.3,49.8,62.4,118.7,1
1740837,143.5,61.4,49.2,132.5,0
1740838,98.6,52.1,49.6,150.4,1
1740839,98.5,48.9,39.4,105.1,1
1740840,79.3,53.4,81.6,71.4,0
1740841,108.9,50.9,77.4,146.2,0
1740842,92.8,43.7,74.2,134.3,1
1740843,79.9,36.3,83.2,119.4,0
1740844,41.9,57.7,41.8,83.4,0
1740845,111.0,21.8,47.7,81.5,0
1740846,115.3,56.2,82.4,121.8,0
1740847,125.3,54.5,66.8,93.9,1
1740848,63.0,55.1,51.1,99.8,1
1740849,115.9,50.0,70.7,106.6,0
1740850,87.9,30.5,46.3,111.6,1
1740851,103.5,51.1,32.3,77.5,1
1740852,90.0,61.1,62.0,61.8,1
1740853,76.0,54.1,76.8,93.9,0
1740854,101.9,28.3,57.5,95.4,0
1740855,115.8,45.8,64.1,44.6,1
1740856,147.2,37.8,71.7,104.7,0
1740857,147.8,34.2,97.2,115.6,0
1740858,108.5,50.5,70.4,108.1,1
1740859,115.0,65.3,76.8,97.9,1
1740860,158.3,55.0,102.0,80.0,1
1740861,103.4,63.7,58.3,110.2,1
1740862,86.8,39.8,80.0,94.8,0
1740863,94.6,46.0,113.6,80.1,0
1740864,132.2,34.1,95.5,120.4,1
1740865,98.9,65.8,49.1,122.6,1
1740866,49.6,46.6,66.1,109.4,1
1740867,61.2,38.0,54.8,127.3,1
1740868,119.9,51.6,54.4,114.1,1
1740869,102.7,7.1,80.7,82.6,0
1740870,82.2,59.7,57.8,113.6,1
1740871,47.7,52.3,99.0,72.3,1
1740872,94.7,30.3,61.2,142.7,0
1740873,125.4,23.2,35.2,102.8,0
1740874,113.8,38.3,92.5,72.4,0
1740875,73.6,10.9,59.6,128.4,1
1740876,119.4,41.1,56.6,111.1,0
1740877,103.6,62.9,57.1,106.9,1
1740878,64.0,40.0,56.7,155.4,0
1740879,76.7,56.4,40.2,97.5,0
1740880,123.1,25.7,89.7,108.5,0
1740881,112.5,29.5,37.3,114.8,0
1740882,44.6,65.2,88.7,132.9,1
1740883,170.0,26.0,45.0,134.2,0
1740884,117.6,58.5,85.8,95.8,0
1740885,86.5,71.0,85.8,89.3,1
1740886,127.8,40.7,54.6,51.9,1
1740887,110.7,,76.2,121.3,1
1740888,88.6,30.6,88.2,126.5,0
1740889,107.1,17.0,59.9,110.6,0
1740890,123.2,34.6,60.3,101.1,0
1740891,144.1,19.1,50.8,83.0,1
1740892,89.5,49.3,97.8,103.7,0
1740893,113.4,54.9,42.5,117.3,1
1740894,112.5,27.8,72.8,125.0,0
1740895,102.6,38.8,27.9,82.5,1
1740896,114.8,39.9,65.5,46.2,0
1740897,132.4,43.6,53.2,123.0,1
1740898,114.0,54.4,69.4,90.3,1
1740899,44.9,57.1,60.3,138.1,1
1740900,115.5,55.7,64.3,112.6,1
1740901,54.4,48.7,87.4,87.3,1
1740902,150.1,50.1,52.2,91.3,1
1740903,40.8,36.2,61.9,100.8,1
1740904,113.2,60.2,112.5,135.2,1
1740905,142.5,,49.3,126.2,1
1740906,93.3,,52.0,56.2,1
1740907,70.6,41.7,48.7,84.3,1
1740908,95.2,38.8,79.4,75.0,0
1740909,118.7,55.8,74.0,97.0,1
1740910,139.6,65.3,70.1,112.8,1
1740911,84.3,70.5,65.6,93.8,1
1740912,147.1,41.6,63.1,65.9,0
1740913,99.6,52.4,52.4,127.8,0
1740914,96.6,43.0,52.8,67.1,1
1740915,135.9,49.7,87.6,62.1,0
1740916,68.1,28.6,67.6,82.2,1
1740917,123.0,70.5,88.4,90.1,1
1740918,94.7,49.7,87.8,142.7,0
1740919,43.5,69.2,93.1,143.6,1
1740920,68.7,57.1,84.1,117.6,1
1740921,101.9,29.5,62.8,127.2,1
1740922,95.4,70.3,107.3,39.0,1
1740923,70.9,60.8,98.3,127.8,0
1740924,169.7,63.9,112.5,82.4,1
1740925,99.5,19.0,48.3,102.7,0
1740926,123.2,33.9,73.6,126.2,0
1740927,117.6,51.7,87.5,94.4,0
1740928,114.8,60.3,85.6,93.1,0
1740929,93.1,52.2,63.3,83.2,0
1740930,108.9,34.6,81.4,99.3,1
1740931,80.4,42.4,102.1,115.7,0
1740932,92.1,37.6,56.2,96.3,1
1740933,68.3,20.8,53.6,115.2,1
1740934,116.1,59.3,109.8,124.1,1
1740935,104.2,48.8,79.1,111.7,1
1740936,136.1,32.2,93.2,123.4,1
1740937,86.6,55.1,74.2,67.3,0
1740938,61.3,30.2,63.7,68.3,0
1740939,76.7,48.9,89.1,106.9,0
1740940,109.8,54.0,82.6,100.5,1
1740941,77.0,38.4,67.5,106.4,0
1740942,106.6,42.5,49.8,76.9,1
1740943,78.7,30.9,81.2,79.5,0
1740944,149.6,53.2,23.3,36.9,1
1740945,74.2,61.1,37.5,121.0,1
1740946,165.0,73.6,57.5,100.5,0
1740947,110.7,82.0,78.4,107.1,1
1740948,85.0,33.8,71.6,127.7,0
1740949,78.4,59.1,96.9,105.2,0
1740950,110.7,66.7,55.3,68.6,1
1740951,117.7,47.5,52.7,85.5,1
1740952,143.2,67.7,102.3,87.4,1
1740953,117.9,46.8,80.6,142.5,0
1740954,102.5,59.1,59.1,59.8,1
1740955,114.6,61.2,95.2,70.2,0
1740956,109.6,47.7,105.4,66.2,0
1740957,94.3,35.4,56.7,131.7,1
1740958,99.1,19.5,45.8,124.2,1
1740959,113.0,43.8,90.5,124.8,1
1740960,84.6,22.3,87.6,96.4,1
1740961,78.6,37.4,80.3,70.2,0
1740962,76.6,53.6,67.6,76.9,1
1740963,125.6,82.0,75.3,102.4,1
1740964,110.2,46.1,45.9,146.3,0
1740965,164.1,40.0,74.2,104.4,1
1740966,103.0,27.1,106.5,108.4,0
1740967,126.6,35.5,22.5,96.7,0
1740968,139.2,35.0,77.6,126.5,1
1740969,129.0,37.2,107.4,91.1,0
1740970,123.3,68.2,80.1,95.0,1
1740971,131.1,31.7,97.1,100.5,0
1740972,84.4,35.0,65.1,100.2,0
1740973,71.7,66.7,68.0,114.6,0
1740974,67.0,34.8,65.5,106.4,0
1740975,69.5,35.1,94.1,85.4,0
1740976,101.5,47.2,76.4,90.1,0
1740977,47.4,61.1,78.6,54.5,1
1740978,97.3,33.3,97.3,67.7,0
1740979,95.1,31.7,67.4,54.2,0
1740980,105.1,54.0,102.9,77.3,1
1740981,94.7,59.9,77.9,107.1,1
1740982,104.2,56.0,64.9,93.1,0
1740983,120.3,58.8,77.9,107.1,0
1740984,110.4,31.3,66.0,119.1,1
1740985,123.5,50.5,85.7,134.1,0
1740986,109.3,53.2,71.9,126.0,0
1740987,89.1,52.8,82.0,114.5,0
1740988,104.8,41.7,68.3,82.0,0
1740989,134.6,66.9,77.6,98.9,1
1740990,118.2,42.8,39.0,143.0,1
1740991,125.5,36.0,72.4,100.8,1
1740992,126.1,41.8,67.9,144.7,1
1740993,109.6,39.8,70.1,137.4,0
1740994,113.7,20.7,71.8,102.3,0
1740995,90.1,36.7,70.5,84.4,0
1740996,63.6,60.2,77.3,106.1,0
1740997,88.0,45.4,80.8,103.4,0
1740998,127.0,41.7,41.6,109.0,1
1740999,124.2,55.7,53.7,90.5,1
1741000,125.3,34.5,50.1,109.8,0
