CardID,Limit_K,UtilizationRate_Percent,MonthlySpend_K,DelinquencyCount,LossGivenDefault
1070581,69.9,43.4,141.7,120.0,120.3
1070582,83.8,46.4,84.9,122.8,107.0
1070583,98.4,36.6,176.9,47.4,81.0
1070584,71.5,45.2,,79.5,90.6
1070585,87.6,53.2,117.1,46.0,131.1
1070586,77.3,30.7,142.9,157.6,116.1
1070587,137.3,44.7,157.3,107.8,62.1
1070588,86.5,46.7,38.1,37.4,118.9
1070589,59.2,72.5,74.5,93.4,139.5
1070590,92.9,40.6,172.6,90.4,113.4
1070591,80.2,43.5,110.1,89.6,46.9
1070592,77.5,55.8,180.5,139.3,84.5
1070593,132.8,45.9,170.5,111.9,90.9
1070594,68.0,56.2,106.8,100.7,105.7
1070595,91.3,30.0,199.3,114.5,80.1
1070596,113.7,55.8,102.6,89.8,129.8
1070597,37.6,49.8,48.2,70.6,110.9
1070598,134.4,37.3,169.7,106.0,88.4
1070599,100.4,54.9,187.4,127.3,114.5
1070600,113.8,56.9,157.2,133.4,94.1
1070601,72.5,57.9,93.9,96.9,142.8
1070602,94.3,82.9,135.8,133.6,117.8
1070603,147.0,43.5,28.3,128.0,101.2
1070604,98.4,55.6,108.6,79.3,100.6
1070605,119.3,53.9,123.7,92.1,78.5
1070606,129.6,64.6,175.4,104.0,90.4
1070607,88.9,50.4,142.7,99.9,89.9
1070608,51.4,30.2,134.2,169.6,125.3
1070609,101.3,32.6,105.8,88.0,86.0
1070610,48.4,38.3,117.0,74.2,77.2
1070611,98.2,48.9,88.6,73.0,92.1
1070612,62.0,55.8,95.1,92.1,48.5
1070613,67.1,32.1,50.0,124.6,92.0
1070614,95.1,26.3,109.5,140.4,127.8
1070615,95.4,67.3,49.8,42.5,95.9
1070616,129.5,58.1,84.1,104.8,145.0
1070617,56.5,53.7,125.5,94.4,103.7
1070618,103.8,50.3,120.4,100.1,102.4
1070619,90.9,23.0,98.3,109.6,122.8
1070620,63.1,42.7,60.3,79.3,101.1
1070621,92.0,37.1,149.6,97.0,103.2
1070622,111.6,66.5,117.2,77.6,116.8
1070623,77.6,38.6,100.2,79.1,102.5
1070624,80.2,38.5,80.3,49.4,70.4
1070625,113.3,38.2,192.9,97.4,93.9
1070626,73.3,27.9,110.7,96.7,98.9
1070627,116.9,44.1,137.7,112.9,62.1
1070628,81.2,9.5,157.8,109.6,112.5
1070629,104.2,46.1,130.1,96.6,87.9
1070630,87.1,54.8,153.7,91.7,94.6
1070631,47.1,31.0,92.4,86.5,122.8
1070632,61.8,85.5,129.9,114.1,82.8
1070633,118.8,64.8,50.5,85.0,116.9
1070634,86.1,21.4,159.3,81.5,156.1
1070635,75.3,50.9,175.9,132.6,93.3
1070636,108.6,57.7,111.8,60.3,71.4
1070637,86.3,64.3,135.0,60.9,131.7
1070638,80.2,63.0,188.6,118.2,86.4
1070639,91.3,40.9,125.7,81.5,107.1
1070640,96.6,47.5,76.4,125.5,93.8
1070641,93.7,55.2,65.8,70.0,128.6
1070642,90.9,48.7,77.4,121.2,107.8
1070643,89.6,13.3,114.3,95.8,88.6
1070644,128.2,56.2,158.6,103.7,95.2
1070645,116.4,39.9,119.4,127.2,118.0
1070646,111.9,17.6,104.1,89.7,92.2
1070647,71.8,56.9,50.9,101.1,107.8
1070648,89.7,47.2,160.0,54.5,79.4
1070649,109.9,55.8,170.2,155.8,121.0
1070650,113.6,29.4,90.2,86.3,83.2
1070651,68.1,50.5,96.8,136.5,107.3
1070652,108.2,43.9,160.6,75.5,66.9
1070653,104.0,43.8,96.7,114.8,94.6
1070654,44.6,51.4,80.3,99.2,83.1
1070655,64.8,30.9,116.7,102.5,98.3
1070656,129.5,50.3,109.9,104.3,85.1
1070657,92.6,36.9,130.9,91.5,102.9
1070658,139.4,38.1,137.3,121.2,99.8
1070659,135.8,71.1,127.9,52.7,123.4
1070660,106.7,71.5,67.0,72.5,70.0
1070661,37.5,49.5,136.2,115.8,76.4
1070662,125.8,29.0,33.8,97.4,89.8
1070663,149.9,43.4,78.0,131.4,92.9
1070664,105.6,46.2,89.3,74.0,65.8
1070665,92.2,31.2,174.6,60.3,131.9
1070666,72.5,56.8,139.8,96.5,76.7
1070667,88.3,65.4,123.5,141.9,93.3
1070668,105.3,50.8,35.5,108.6,65.3
1070669,122.9,66.0,116.0,132.0,85.7
1070670,112.0,26.2,153.1,78.0,81.1
1070671,52.0,69.4,159.6,90.3,114.4
1070672,101.1,17.4,164.0,93.1,148.8
1070673,86.8,42.9,155.6,175.5,103.2
1070674,102.7,47.9,58.2,95.0,137.2
1070675,125.6,50.2,146.7,118.7,59.2
1070676,101.0,27.1,130.9,119.7,72.1
1070677,121.4,52.9,117.6,91.2,88.1
1070678,132.1,21.6,92.1,67.9,125.1
1070679,86.2,47.2,89.8,98.9,87.0
1070680,99.3,49.9,101.2,90.2,49.9
1070681,128.4,58.2,179.8,66.4,153.6
1070682,133.8,35.3,104.0,72.1,54.1
1070683,66.8,31.8,127.7,95.4,100.5
1070684,81.0,58.8,166.2,85.1,126.6
1070685,83.6,47.3,99.8,93.0,70.7
1070686,99.0,48.3,115.6,80.6,55.4
1070687,119.5,29.5,164.8,94.1,103.2
1070688,69.2,59.3,100.0,112.2,108.9
1070689,80.2,35.8,23.9,84.1,62.4
1070690,69.7,35.8,182.6,76.1,116.1
1070691,91.9,48.9,164.4,107.5,76.4
1070692,108.4,83.7,121.8,109.7,115.6
1070693,97.2,47.2,75.5,115.0,94.0
1070694,118.9,21.2,119.5,70.9,68.9
1070695,129.2,59.9,138.2,64.6,100.4
1070696,124.4,34.6,56.9,108.3,112.0
1070697,74.9,42.7,122.5,168.0,45.8
1070698,143.4,27.9,110.7,140.3,114.2
1070699,99.1,45.9,81.4,97.6,139.0
1070700,122.6,67.0,85.4,101.2,55.8
1070701,136.1,55.2,110.3,105.7,100.9
1070702,84.7,47.6,110.4,74.2,131.8
1070703,111.1,58.3,89.4,120.8,92.7
1070704,131.4,70.8,55.1,92.8,109.2
1070705,79.8,4.0,176.3,61.2,132.0
1070706,112.7,0.2,101.0,136.8,92.0
1070707,36.0,33.7,93.3,90.7,108.8
1070708,85.7,27.7,169.0,30.6,80.3
1070709,86.5,49.6,83.3,101.6,89.7
1070710,91.1,19.0,96.5,83.2,91.6
1070711,120.1,54.3,193.4,134.0,125.1
1070712,106.1,60.3,33.9,75.0,129.9
1070713,96.8,23.4,115.2,114.5,81.7
1070714,140.3,33.2,150.0,80.0,54.9
1070715,83.0,52.6,144.7,165.1,123.5
1070716,104.8,9.2,95.0,103.1,109.4
1070717,85.3,30.3,95.1,67.8,60.7
1070718,93.9,14.7,85.4,65.2,89.3
1070719,168.2,75.5,112.1,135.6,110.4
1070720,87.6,40.6,149.0,71.8,98.2
1070721,77.2,20.9,180.0,99.6,114.2
1070722,133.1,58.7,170.5,108.2,87.9
1070723,73.0,20.3,123.0,100.6,125.5
1070724,117.2,76.0,131.8,99.9,137.1
1070725,110.5,68.2,142.9,87.7,96.6
1070726,79.0,41.6,134.7,118.1,100.5
1070727,113.4,28.3,168.0,102.2,122.0
1070728,80.6,52.3,162.7,115.4,123.2
1070729,73.6,52.0,74.1,124.9,130.9
1070730,103.9,63.8,96.9,89.8,93.5
1070731,113.8,41.4,73.0,72.4,75.0
1070732,103.2,48.0,117.1,154.9,108.6
1070733,52.3,48.0,136.4,54.8,54.0
1070734,42.3,38.0,135.2,45.5,98.0
1070735,79.8,17.3,87.9,66.9,148.7
1070736,99.3,66.8,99.3,64.7,22.3
1070737,97.9,59.2,72.3,89.1,129.4
1070738,133.7,25.5,136.1,101.1,137.2
1070739,112.0,40.8,222.1,82.0,93.0
1070740,99.7,20.4,68.4,138.8,109.1
1070741,101.9,40.7,142.5,80.5,57.7
1070742,84.5,75.5,159.7,106.1,48.0
1070743,114.5,34.5,96.8,133.4,125.4
1070744,79.6,54.2,136.2,114.0,95.1
1070745,83.6,46.9,115.6,113.2,65.3
1070746,158.1,48.7,120.8,112.5,93.0
1070747,128.6,63.8,115.9,78.1,89.4
1070748,101.0,27.1,124.5,102.0,79.4
1070749,133.7,50.4,143.1,92.1,124.4
1070750,149.0,57.5,136.8,123.4,138.0
1070751,114.5,43.3,183.1,147.7,97.8
1070752,119.5,48.8,108.9,70.9,74.9
1070753,117.8,31.8,164.7,120.4,111.6
1070754,82.6,34.8,136.9,86.6,83.8
1070755,46.9,41.2,101.0,90.5,85.2
1070756,112.6,77.3,118.3,67.1,101.3
1070757,123.1,32.7,104.2,82.7,100.1
1070758,124.4,22.8,146.6,99.6,80.3
1070759,88.6,57.3,105.7,97.0,82.8
1070760,85.8,55.6,114.4,42.8,78.8
1070761,102.1,51.7,171.4,108.9,142.9
1070762,123.7,89.9,110.0,119.5,99.7
1070763,71.7,49.8,146.9,82.9,100.2
1070764,110.4,37.5,113.4,94.7,92.0
1070765,95.9,35.8,102.0,75.4,111.1
1070766,53.3,57.5,102.2,80.0,158.7
1070767,66.9,14.4,180.3,76.9,96.1
1070768,106.2,31.0,94.1,127.8,84.6
1070769,152.0,27.8,10.0,167.0,59.1
1070770,88.8,32.7,142.9,116.4,118.4
1070771,93.0,34.6,81.3,114.8,129.6
1070772,129.7,47.8,140.0,146.6,110.3
1070773,92.4,36.2,140.0,119.3,110.4
1070774,110.1,49.7,76.4,96.1,96.0
1070775,133.7,46.6,104.2,119.1,86.9
1070776,109.9,71.4,61.5,91.9,103.9
1070777,85.9,38.6,75.9,51.0,62.3
1070778,118.0,35.1,161.3,104.7,112.7
1070779,51.4,55.0,169.9,155.4,92.3
1070780,148.3,68.1,82.3,121.1,116.6
1070781,73.6,48.0,149.9,54.6,114.4
1070782,100.2,22.6,69.6,119.6,127.1
1070783,76.9,37.5,176.5,105.1,107.1
1070784,101.7,29.1,129.9,59.0,65.0
1070785,61.0,30.4,99.9,58.1,96.1
1070786,93.0,32.5,83.1,83.4,117.2
1070787,83.2,46.4,168.1,59.2,79.1
1070788,137.3,46.2,153.3,47.9,83.4
1070789,94.9,53.5,112.5,111.0,136.7
1070790,120.7,37.7,105.9,101.8,115.8
1070791,97.6,53.3,165.5,126.8,92.4
1070792,131.7,55.6,159.2,116.6,82.9
1070793,103.9,37.4,55.6,69.5,123.0
1070794,105.1,58.1,153.1,108.5,129.7
1070795,98.4,63.4,,69.5,120.8
1070796,146.4,83.1,134.8,71.3,129.5
1070797,119.8,24.0,199.2,106.9,106.9
1070798,98.4,52.1,179.1,145.7,125.3
1070799,81.8,30.7,57.3,117.6,139.9
1070800,123.8,33.4,54.3,91.4,98.0
1070801,82.5,30.3,,94.7,98.1
1070802,99.7,50.1,91.8,74.8,102.2
1070803,101.4,53.9,160.2,115.2,102.0
1070804,60.9,49.1,146.8,89.7,106.2
1070805,92.1,47.8,117.9,83.5,99.3
1070806,73.8,71.6,98.0,93.7,161.9
1070807,108.3,34.2,113.7,77.8,99.8
1070808,83.1,78.4,125.3,107.5,79.9
1070809,101.0,55.4,68.7,93.5,75.2
1070810,133.8,64.0,116.3,91.7,110.8
1070811,104.4,37.6,165.7,100.6,98.8
1070812,107.4,38.3,48.7,70.9,89.2
1070813,112.2,47.7,49.0,136.9,45.4
1070814,151.2,29.3,74.0,116.2,109.3
1070815,78.4,37.8,82.1,107.8,104.3
1070816,107.9,33.9,16.6,113.2,133.8
1070817,82.7,42.0,81.5,84.4,133.0
1070818,66.8,40.7,104.9,76.8,147.0
1070819,121.0,44.8,118.0,98.5,116.8
1070820,109.9,35.2,88.1,108.5,140.9
1070821,104.0,39.7,63.3,91.5,101.9
1070822,81.0,35.7,132.1,94.5,130.1
1070823,79.6,30.6,163.4,101.6,61.9
1070824,127.5,34.5,175.5,115.1,83.2
1070825,88.0,25.7,56.5,130.0,92.8
1070826,73.9,21.1,138.8,103.6,118.4
1070827,78.4,48.5,79.1,98.2,80.9
1070828,82.9,44.8,172.1,97.7,98.3
1070829,108.1,27.9,124.9,87.0,88.2
1070830,103.2,40.7,145.9,87.4,85.7
1070831,96.6,81.5,83.2,75.0,75.4
1070832,99.8,42.5,97.9,87.5,100.0
1070833,156.4,29.9,61.9,130.9,118.2
1070834,92.7,44.6,141.8,85.4,91.8
1070835,76.9,24.9,112.0,125.0,131.3
1070836,86.8,28.8,107.5,87.2,99.7
1070837,98.3,46.3,125.5,91.6,89.0
1070838,94.4,34.5,127.4,112.4,116.6
1070839,75.0,43.4,86.1,79.0,98.5
1070840,101.3,45.4,44.7,89.0,102.1
1070841,93.5,50.3,152.4,101.3,102.9
1070842,94.1,44.7,140.9,116.2,91.4
1070843,106.2,45.4,137.3,121.4,103.3
1070844,130.0,51.2,78.5,89.4,151.2
1070845,109.2,61.1,156.2,92.5,127.7
1070846,97.7,45.0,115.6,118.5,90.4
1070847,102.3,71.7,139.3,81.5,76.4
1070848,111.0,36.8,111.7,83.7,120.7
1070849,58.4,51.2,76.2,128.5,105.1
1070850,88.3,52.6,87.8,109.6,94.6
1070851,134.2,42.2,112.6,97.1,109.5
1070852,115.6,30.9,110.9,80.4,119.3
1070853,82.7,31.5,87.3,104.3,55.4
1070854,135.0,45.8,100.2,71.2,47.4
1070855,70.5,67.0,186.9,112.2,108.5
1070856,112.2,37.5,97.4,72.4,77.5
1070857,91.4,57.2,74.4,85.6,110.1
1070858,121.3,55.1,82.6,94.3,108.1
1070859,127.4,57.2,77.7,136.4,100.7
1070860,69.5,40.7,49.3,94.1,112.8
1070861,101.3,49.3,156.0,115.8,102.5
1070862,61.5,46.1,125.4,103.0,121.4
1070863,92.1,35.4,135.7,65.5,126.9
1070864,86.5,53.5,86.8,98.0,113.5
1070865,133.6,45.3,142.3,96.4,110.8
1070866,104.2,59.4,176.3,121.8,88.8
1070867,98.9,38.5,104.5,93.0,90.0
1070868,111.4,43.8,118.0,122.5,111.8
1070869,123.7,39.0,114.8,108.9,107.9
1070870,82.4,27.0,75.8,61.5,110.4
1070871,132.8,40.6,121.5,112.8,104.3
1070872,123.9,51.3,84.0,117.9,180.9
1070873,77.0,67.1,179.5,70.3,116.3
1070874,105.6,19.6,70.1,73.4,72.4
1070875,66.8,40.1,135.4,99.9,101.8
1070876,106.0,44.6,173.4,125.8,39.0
1070877,94.3,86.5,109.9,79.8,167.8
1070878,47.0,35.5,135.9,90.8,129.0
1070879,107.5,50.0,141.2,92.0,88.2
1070880,80.1,45.1,155.9,78.9,83.9
1070881,117.5,64.4,57.3,149.4,103.4
1070882,167.0,47.9,146.3,52.1,101.5
1070883,91.8,59.0,97.4,148.7,114.0
1070884,113.2,44.9,173.2,137.8,76.4
1070885,34.9,28.0,126.3,55.1,120.9
1070886,69.4,44.9,220.1,124.3,82.4
1070887,114.3,35.8,152.7,68.5,105.4
1070888,120.0,30.2,137.9,101.6,99.7
1070889,106.3,43.4,115.4,107.5,124.0
1070890,64.9,42.1,132.5,83.4,86.9
1070891,135.9,82.7,140.7,125.4,125.1
1070892,126.7,45.0,124.6,85.9,55.7
1070893,70.3,50.0,163.5,91.2,113.0
1070894,114.8,53.5,67.5,85.5,105.0
1070895,90.9,42.7,74.0,65.1,73.7
1070896,75.7,33.8,128.3,118.2,111.8
1070897,108.5,38.2,183.3,79.1,112.9
1070898,58.7,26.9,153.2,67.4,107.6
1070899,119.1,70.4,66.9,113.5,105.6
1070900,93.4,31.2,115.9,109.2,111.1
1070901,96.3,45.6,94.3,79.0,121.7
1070902,101.9,41.5,139.5,78.9,84.5
1070903,72.0,40.0,138.4,135.7,98.0
1070904,106.0,64.0,93.2,97.9,112.9
1070905,58.7,47.5,132.8,93.6,140.5
1070906,115.6,34.0,72.5,120.5,68.8
1070907,106.0,42.2,147.6,139.4,88.0
1070908,95.1,47.4,135.5,118.5,89.9
1070909,86.4,60.1,82.8,56.2,67.4
1070910,99.6,40.3,90.6,69.5,92.1
1070911,71.4,91.3,90.9,78.6,118.2
1070912,88.8,26.5,51.6,79.0,115.4
1070913,73.7,57.6,143.0,148.4,49.0
1070914,83.0,57.2,120.2,77.5,74.5
1070915,81.1,49.5,121.0,75.3,88.1
1070916,89.0,36.5,40.7,102.1,63.9
1070917,92.7,36.7,64.2,92.9,91.8
1070918,52.9,24.3,142.0,102.1,76.9
1070919,97.7,29.1,109.9,73.4,95.5
1070920,113.2,42.6,107.5,116.8,62.8
1070921,113.1,69.7,122.3,100.6,100.0
1070922,123.9,38.5,163.6,79.8,67.3
1070923,85.6,72.5,73.6,125.7,108.4
1070924,105.7,43.5,87.9,111.4,78.2
1070925,77.6,34.2,109.5,93.4,89.2
1070926,83.9,59.2,148.4,75.4,57.2
1070927,79.8,43.1,92.9,90.8,103.4
1070928,56.7,53.1,162.4,97.9,94.4
1070929,80.1,56.0,134.0,96.0,83.2
1070930,96.1,27.9,118.4,95.3,117.3
1070931,80.7,28.4,150.8,92.8,96.9
1070932,113.7,50.5,125.8,86.0,68.7
1070933,112.1,51.7,133.1,85.4,115.3
1070934,107.9,36.8,58.2,91.3,67.5
1070935,120.8,43.3,95.9,127.7,49.2
1070936,151.9,64.6,132.4,60.3,97.6
1070937,125.7,36.5,89.1,97.5,83.0
1070938,70.5,47.6,154.9,137.8,114.8
1070939,132.7,52.2,119.9,75.7,99.7
1070940,101.8,53.6,103.3,94.9,82.0
1070941,112.7,36.4,149.7,74.7,107.8
1070942,96.0,43.2,163.3,107.2,87.2
1070943,104.2,71.5,137.6,95.9,78.3
1070944,26.6,38.4,174.3,94.0,62.5
1070945,84.1,39.0,139.4,111.0,45.6
1070946,121.3,22.0,52.3,102.7,119.4
1070947,107.3,67.0,97.1,100.1,95.3
1070948,91.8,6.7,110.7,84.3,76.4
1070949,105.9,56.5,106.8,123.0,83.7
1070950,115.1,54.4,120.8,100.3,130.1
1070951,52.4,50.1,121.0,107.4,81.7
1070952,45.7,46.6,111.3,160.7,120.5
1070953,76.7,24.1,,109.8,87.1
1070954,104.6,41.3,13.8,99.9,136.0
1070955,120.8,40.0,55.1,61.9,110.9
1070956,102.9,21.1,168.2,145.9,48.2
1070957,102.0,37.7,123.0,90.9,89.5
1070958,148.2,66.7,122.2,133.7,129.1
1070959,116.4,12.3,60.2,112.1,129.5
1070960,74.5,32.0,85.8,79.5,112.0
1070961,59.1,40.2,,133.4,51.0
1070962,76.3,56.3,166.7,54.7,90.4
1070963,124.4,44.4,69.9,68.9,131.4
1070964,116.2,51.6,40.9,150.9,68.3
1070965,144.6,62.1,74.1,102.9,91.8
1070966,71.3,47.8,140.0,76.0,122.4
1070967,88.9,59.8,146.5,66.8,106.4
1070968,73.3,34.1,130.6,100.8,66.8
1070969,140.2,43.0,146.6,52.6,82.3
1070970,115.0,61.6,129.8,64.4,104.5
1070971,95.1,52.6,131.2,108.9,70.3
1070972,154.6,69.8,54.5,99.8,130.4
1070973,117.7,30.0,75.4,81.8,144.5
1070974,96.7,63.6,144.7,94.4,83.6
1070975,107.7,13.6,158.3,96.1,42.6
1070976,70.3,49.9,135.1,168.6,144.3
1070977,80.9,50.1,145.6,106.7,85.8
1070978,74.8,40.6,113.0,114.4,87.1
1070979,67.0,46.8,123.7,105.2,121.2
1070980,90.1,38.2,129.2,93.3,98.6
1070981,46.7,58.4,74.1,76.0,109.7
1070982,128.9,23.4,159.0,79.0,129.3
1070983,137.1,40.6,99.5,118.1,66.4
1070984,118.2,53.8,132.0,132.8,130.4
1070985,128.7,58.4,50.6,94.3,41.8
1070986,75.6,52.1,73.1,120.4,94.4
1070987,120.1,37.6,115.3,90.9,114.3
1070988,82.0,41.7,128.5,106.4,146.8
1070989,150.4,15.6,150.2,82.6,70.9
1070990,76.4,17.0,128.2,126.6,106.8
1070991,93.6,36.5,111.2,115.2,124.9
1070992,139.6,16.8,120.9,117.5,122.5
1070993,119.9,59.4,93.9,101.6,99.0
1070994,103.9,35.0,164.1,82.7,89.7
1070995,101.5,50.5,119.9,91.0,89.2
1070996,143.3,46.7,164.0,99.3,66.6
1070997,119.5,43.6,22.4,77.8,61.3
1070998,64.4,22.6,81.5,90.4,117.9
1070999,108.8,34.6,165.4,129.6,75.0
1071000,79.3,64.2,182.7,62.9,122.3
