TicketID,OpponentRank,RemainingSeatsRatio_Percent,WeatherCondition,FinalTicketPrice_KRW,SoldOutExpected
1940606,124.6,51.6,121.7,59686.0,1
1940607,123.3,55.8,135.1,68231.0,0
1940608,94.1,61.0,52.4,47101.0,1
1940609,75.4,43.6,130.6,58892.0,1
1940610,93.6,64.8,84.9,40019.0,0
1940611,79.3,66.9,110.8,107951.0,0
1940612,89.0,61.1,86.1,37916.0,1
1940613,105.8,42.6,92.9,20110.0,0
1940614,100.9,48.7,89.7,55942.0,1
1940615,118.2,36.5,97.7,84994.0,1
1940616,110.2,32.9,64.0,52245.0,0
1940617,84.8,52.3,93.3,77079.0,1
1940618,108.4,27.6,101.8,72134.0,1
1940619,118.2,56.2,120.7,73353.0,1
1940620,77.4,39.0,129.0,65957.0,1
1940621,126.6,57.5,134.2,30283.0,0
1940622,56.9,50.9,99.7,57576.0,1
1940623,127.9,44.6,112.7,16457.0,1
1940624,78.6,35.0,90.6,100283.0,0
1940625,106.8,45.5,90.9,27359.0,1
1940626,61.3,93.4,95.8,70323.0,0
1940627,129.9,48.7,77.2,80712.0,0
1940628,90.3,22.5,127.9,61656.0,0
1940629,74.3,56.4,69.9,72692.0,0
1940630,122.5,53.4,87.4,71589.0,1
1940631,97.6,29.7,106.2,69698.0,1
1940632,76.3,50.0,142.9,46978.0,0
1940633,122.8,49.1,82.0,108529.0,0
1940634,86.8,34.9,112.4,88879.0,0
1940635,106.2,51.1,100.3,67280.0,1
1940636,79.3,56.1,103.4,80060.0,1
1940637,107.4,17.9,123.5,75229.0,1
1940638,89.3,34.6,148.0,45669.0,1
1940639,89.5,54.1,93.4,94080.0,0
1940640,70.3,23.8,72.8,58556.0,1
1940641,124.1,53.3,115.8,62723.0,1
1940642,38.7,32.2,76.2,40301.0,1
1940643,91.4,41.5,149.2,64917.0,1
1940644,81.8,63.5,72.1,68732.0,0
1940645,111.3,62.6,113.5,63398.0,0
1940646,135.0,63.8,125.6,77949.0,1
1940647,87.6,44.4,123.2,62007.0,0
1940648,99.3,51.8,74.8,50987.0,1
1940649,98.6,46.9,153.5,78896.0,0
1940650,63.3,51.1,99.3,88997.0,1
1940651,87.3,55.9,111.0,68411.0,0
1940652,89.5,48.8,96.5,52586.0,1
1940653,71.5,45.5,109.5,65714.0,0
1940654,109.9,30.8,111.6,61819.0,0
1940655,56.1,29.2,101.4,75687.0,1
1940656,65.1,57.1,108.6,39160.0,0
1940657,132.4,37.4,122.3,89239.0,0
1940658,103.3,58.6,102.7,66280.0,1
1940659,96.6,43.6,97.5,52507.0,1
1940660,118.8,66.7,91.4,37997.0,1
1940661,111.1,21.0,71.8,51292.0,1
1940662,71.5,34.8,72.1,45851.0,0
1940663,109.9,44.8,111.5,39747.0,1
1940664,107.8,42.9,115.0,50272.0,0
1940665,101.4,51.7,83.7,46527.0,1
1940666,84.5,58.0,91.6,96782.0,1
1940667,104.2,41.1,89.0,43346.0,0
1940668,112.0,56.1,135.6,69181.0,0
1940669,121.3,5.4,116.9,92099.0,0
1940670,94.1,67.1,57.1,76218.0,1
1940671,86.6,52.5,140.9,63314.0,1
1940672,127.8,69.4,97.2,21861.0,1
1940673,120.8,42.3,112.7,69673.0,1
1940674,121.0,31.0,88.5,37329.0,0
1940675,100.2,60.9,136.2,36199.0,1
1940676,96.2,44.1,74.2,76268.0,1
1940677,102.3,71.6,140.9,83698.0,1
1940678,95.0,52.3,110.6,44170.0,1
1940679,86.8,46.7,99.4,79296.0,1
1940680,66.8,64.5,121.7,84959.0,0
1940681,130.8,35.4,93.8,105143.0,1
1940682,96.7,44.4,122.8,50778.0,0
1940683,120.0,67.5,55.3,86651.0,1
1940684,110.0,39.7,54.7,45640.0,0
1940685,117.0,30.4,125.3,64965.0,1
1940686,139.0,46.8,101.8,76621.0,1
1940687,73.0,44.1,99.5,60628.0,1
1940688,105.6,37.5,68.9,72069.0,1
1940689,106.6,27.3,101.9,71166.0,0
1940690,91.2,25.1,131.6,63625.0,0
1940691,89.2,71.6,125.6,80991.0,0
1940692,136.2,44.4,108.4,54368.0,0
1940693,83.5,,107.7,78168.0,1
1940694,88.9,68.8,126.9,44759.0,0
1940695,118.6,,119.5,43903.0,0
1940696,92.8,37.7,88.5,49602.0,1
1940697,122.4,39.9,106.9,68630.0,1
1940698,84.9,41.9,80.4,77373.0,0
1940699,108.4,50.7,125.6,100309.0,1
1940700,61.1,53.1,94.6,64084.0,0
1940701,111.8,38.3,83.6,63782.0,0
1940702,145.2,49.2,84.9,69756.0,0
1940703,92.6,74.1,118.2,57165.0,1
1940704,165.4,45.0,103.0,51831.0,1
1940705,77.8,18.8,107.8,51966.0,1
1940706,89.9,50.9,104.4,88397.0,1
1940707,96.4,44.5,160.3,45509.0,1
1940708,110.4,28.4,84.7,86862.0,1
1940709,91.7,25.4,109.1,87362.0,0
1940710,115.0,68.8,109.0,65856.0,0
1940711,62.3,51.1,82.1,50857.0,0
1940712,148.4,36.0,87.1,69314.0,1
1940713,91.0,34.4,87.0,61528.0,1
1940714,124.2,43.0,144.2,88274.0,0
1940715,111.3,38.2,123.1,71262.0,0
1940716,143.9,43.1,123.6,58478.0,1
1940717,130.5,30.6,78.7,60852.0,0
1940718,122.5,48.6,56.4,44438.0,1
1940719,85.4,66.4,99.7,34707.0,1
1940720,61.6,73.3,49.0,96130.0,1
1940721,139.7,32.7,132.3,78937.0,1
1940722,88.3,63.6,81.8,43899.0,1
1940723,123.8,49.8,125.1,79709.0,0
1940724,49.4,56.6,79.9,37408.0,1
1940725,79.7,62.2,107.0,54619.0,0
1940726,89.5,52.5,55.4,55171.0,0
1940727,58.3,46.6,88.1,72460.0,0
1940728,89.6,46.6,81.1,41321.0,0
1940729,59.4,34.1,118.4,63261.0,0
1940730,90.8,39.2,152.8,54660.0,0
1940731,123.4,67.9,84.8,80464.0,1
1940732,138.2,32.9,71.0,53333.0,1
1940733,84.4,51.0,37.1,91062.0,0
1940734,88.0,45.2,100.1,64424.0,1
1940735,109.1,61.3,74.4,15000.0,1
1940736,67.5,50.7,118.2,81573.0,1
1940737,72.8,33.7,123.2,35913.0,0
1940738,107.5,70.8,78.8,34859.0,1
1940739,91.7,52.6,120.2,50930.0,1
1940740,100.9,49.2,105.7,96799.0,0
1940741,123.6,32.4,122.0,39756.0,1
1940742,81.9,28.4,75.9,54770.0,0
1940743,100.0,20.7,83.0,84110.0,0
1940744,72.8,43.3,64.4,75701.0,0
1940745,124.4,32.3,88.6,76010.0,0
1940746,104.0,67.9,84.5,69121.0,0
1940747,51.6,27.0,128.6,51150.0,0
1940748,46.1,44.4,130.4,30714.0,0
1940749,117.4,46.6,81.1,76779.0,0
1940750,117.6,50.9,106.6,97106.0,1
1940751,122.7,21.9,87.1,102182.0,1
1940752,59.6,25.6,124.7,62038.0,1
1940753,62.1,20.8,115.1,73441.0,0
1940754,84.5,45.9,131.1,72215.0,0
1940755,100.2,44.3,81.1,74752.0,0
1940756,113.5,31.7,101.3,65445.0,1
1940757,91.5,33.0,76.3,48579.0,1
1940758,82.7,50.4,119.4,68451.0,1
1940759,106.9,56.7,75.4,60255.0,1
1940760,109.2,19.8,68.4,56658.0,1
1940761,132.3,34.8,72.1,30600.0,0
1940762,112.2,41.2,93.3,59315.0,1
1940763,100.2,28.6,139.7,65334.0,0
1940764,101.0,26.5,131.8,70114.0,0
1940765,91.8,62.7,101.9,65870.0,0
1940766,71.5,44.8,93.3,50033.0,0
1940767,83.1,40.2,107.9,74451.0,0
1940768,86.0,63.8,139.0,95704.0,0
1940769,123.9,52.3,85.1,99383.0,0
1940770,113.9,26.2,97.8,87756.0,1
1940771,104.7,55.2,126.8,56360.0,1
1940772,106.0,36.2,110.0,57938.0,0
1940773,133.3,73.5,93.1,68665.0,0
1940774,120.4,35.9,141.3,40599.0,0
1940775,73.4,51.6,156.8,37513.0,0
1940776,95.1,32.0,118.7,67945.0,1
1940777,103.1,53.9,84.1,38716.0,1
1940778,58.6,55.0,56.2,91904.0,1
1940779,110.4,36.5,50.2,63937.0,0
1940780,51.9,46.5,149.0,22135.0,1
1940781,50.8,57.4,71.4,57827.0,1
1940782,60.7,44.5,112.1,57428.0,1
1940783,77.7,56.5,70.6,70075.0,0
1940784,36.9,93.1,93.4,48138.0,0
1940785,101.4,35.7,125.5,59146.0,1
1940786,103.8,45.0,64.7,69091.0,1
1940787,87.8,33.1,103.3,55819.0,0
1940788,86.0,54.7,115.9,54490.0,1
1940789,74.2,48.9,138.6,62826.0,1
1940790,109.8,55.5,136.5,57167.0,1
1940791,121.2,51.5,141.6,80331.0,0
1940792,107.6,50.7,81.5,88407.0,0
1940793,120.6,32.5,147.2,71487.0,1
1940794,57.3,79.3,77.2,85820.0,0
1940795,59.5,28.2,108.2,84154.0,0
1940796,81.8,27.6,102.3,48364.0,1
1940797,103.9,52.2,117.3,48546.0,0
1940798,82.2,25.1,68.2,70806.0,1
1940799,109.3,56.8,110.4,71776.0,1
1940800,122.7,34.2,74.7,41231.0,0
1940801,87.5,52.4,84.7,81875.0,1
1940802,121.8,54.1,91.3,60156.0,1
1940803,105.4,50.6,91.4,46367.0,0
1940804,89.4,,90.7,76982.0,1
1940805,105.6,85.3,109.9,65164.0,1
1940806,67.2,62.8,124.2,54592.0,1
1940807,117.3,53.3,99.0,68895.0,1
1940808,53.4,5.2,96.5,74564.0,0
1940809,142.4,42.9,116.0,76910.0,1
1940810,126.2,27.9,110.7,56018.0,0
1940811,112.6,55.8,90.1,78715.0,0
1940812,161.8,53.6,69.5,69356.0,1
1940813,118.2,28.7,104.3,61611.0,0
1940814,67.0,58.3,69.5,92456.0,1
1940815,140.0,39.1,112.9,37012.0,0
1940816,117.2,24.6,85.0,81225.0,0
1940817,52.9,1.2,77.4,71379.0,1
1940818,129.0,28.6,88.7,43293.0,0
1940819,145.1,60.3,95.0,63005.0,1
1940820,155.6,15.4,55.3,80498.0,1
1940821,112.5,48.8,101.1,65460.0,1
1940822,164.0,37.0,138.2,54623.0,1
1940823,108.5,54.8,87.2,67115.0,0
1940824,85.0,39.2,121.6,73427.0,0
1940825,101.6,44.4,106.9,91087.0,1
1940826,105.1,38.0,101.6,59892.0,0
1940827,62.8,43.7,110.7,40815.0,0
1940828,109.0,58.0,87.5,62134.0,1
1940829,86.5,49.6,133.9,75945.0,0
1940830,109.5,65.7,67.3,51919.0,1
1940831,78.7,72.2,137.0,89701.0,1
1940832,85.6,48.4,119.5,64252.0,1
1940833,125.2,48.5,96.3,59260.0,1
1940834,85.8,47.9,127.3,74527.0,0
1940835,99.1,,112.3,64848.0,1
1940836,139.3,33.3,132.1,92204.0,0
1940837,91.5,0.0,113.0,64047.0,0
1940838,122.1,28.6,140.6,46153.0,0
1940839,95.8,31.1,118.7,53985.0,1
1940840,88.9,42.4,87.0,83879.0,0
1940841,69.6,73.0,73.9,57777.0,0
1940842,120.0,45.8,101.6,77355.0,0
1940843,89.1,26.7,67.7,75783.0,0
1940844,80.4,48.4,80.9,78357.0,0
1940845,100.4,50.1,60.3,51504.0,1
1940846,72.1,30.7,64.0,38754.0,0
1940847,144.1,36.5,119.3,55021.0,0
1940848,84.5,41.9,100.0,57382.0,0
1940849,115.8,37.9,83.1,93085.0,0
1940850,81.9,60.2,118.0,99546.0,0
1940851,112.1,32.6,154.1,32131.0,1
1940852,109.7,53.8,118.2,40761.0,0
1940853,128.6,36.0,77.4,35254.0,1
1940854,93.0,74.4,94.8,98876.0,0
1940855,80.4,45.4,69.4,47935.0,0
1940856,103.3,59.6,104.4,80599.0,0
1940857,108.0,40.4,90.7,59102.0,1
1940858,113.7,48.1,108.2,78223.0,1
1940859,33.5,29.9,37.5,67954.0,1
1940860,123.2,52.4,106.2,59960.0,1
1940861,166.0,52.6,101.7,104865.0,1
1940862,70.4,23.6,133.3,55608.0,0
1940863,120.0,53.4,85.5,84945.0,1
1940864,61.1,40.2,121.2,85048.0,1
1940865,70.6,50.5,125.7,75663.0,0
1940866,101.8,50.7,126.5,48164.0,1
1940867,103.4,40.0,148.2,35073.0,0
1940868,80.9,51.3,67.2,38503.0,1
1940869,87.9,33.4,100.9,88740.0,1
1940870,158.3,44.7,68.9,84099.0,1
1940871,129.8,47.0,94.6,58798.0,0
1940872,145.4,15.7,108.1,59143.0,1
1940873,134.9,30.8,89.7,64392.0,0
1940874,120.7,53.1,134.2,68081.0,1
1940875,80.3,45.4,85.8,54600.0,1
1940876,64.4,46.0,111.7,51811.0,0
1940877,71.3,32.1,94.3,99306.0,1
1940878,85.4,73.4,113.0,50420.0,0
1940879,75.3,51.1,70.9,43333.0,1
1940880,88.9,53.1,38.7,86283.0,1
1940881,133.4,31.1,77.0,61471.0,0
1940882,97.1,36.6,115.0,54772.0,1
1940883,65.6,27.9,83.1,77497.0,1
1940884,82.3,44.9,83.7,47929.0,1
1940885,89.4,43.3,128.4,65665.0,0
1940886,118.4,65.7,87.5,46863.0,1
1940887,125.7,48.7,115.9,68791.0,1
1940888,73.8,60.1,53.0,41833.0,1
1940889,121.2,48.3,88.5,50305.0,0
1940890,93.4,48.0,67.0,69528.0,0
1940891,63.8,40.0,99.4,84551.0,1
1940892,139.5,2.2,103.0,82268.0,0
1940893,102.8,52.2,64.3,44715.0,0
1940894,59.1,18.6,97.8,80313.0,0
1940895,112.8,41.3,87.6,71264.0,1
1940896,114.0,54.3,88.3,67451.0,0
1940897,113.7,46.5,90.1,90304.0,0
1940898,116.0,39.0,74.5,71453.0,0
1940899,125.4,46.8,109.1,53437.0,1
1940900,117.4,54.9,48.6,59235.0,0
1940901,114.8,51.9,65.5,78124.0,1
1940902,98.2,54.4,84.5,110477.0,1
1940903,81.1,60.6,68.2,51216.0,1
1940904,92.4,45.8,131.8,78412.0,0
1940905,169.6,42.2,91.9,83388.0,1
1940906,90.4,50.1,86.2,65467.0,1
1940907,171.7,37.8,112.7,58580.0,1
1940908,129.7,71.1,90.8,47859.0,1
1940909,96.1,71.3,74.4,58866.0,1
1940910,114.4,39.8,111.2,57874.0,0
1940911,109.7,73.0,91.9,62432.0,1
1940912,90.3,47.5,108.4,77514.0,1
1940913,96.1,43.9,97.7,63897.0,1
1940914,97.1,40.1,154.0,44590.0,1
1940915,118.4,47.4,106.4,50138.0,0
1940916,84.2,20.8,70.7,65930.0,1
1940917,105.1,44.8,114.5,53940.0,0
1940918,84.6,46.3,125.4,81111.0,0
1940919,74.5,55.5,124.9,56435.0,0
1940920,107.2,24.9,87.0,63740.0,0
1940921,146.6,47.8,99.4,64074.0,0
1940922,91.3,28.9,134.6,71627.0,0
1940923,112.6,49.7,99.6,56627.0,0
1940924,67.1,42.4,78.7,48450.0,1
1940925,55.2,15.0,103.5,42141.0,0
1940926,47.9,37.6,110.0,89419.0,0
1940927,82.4,40.7,57.7,57622.0,0
1940928,115.7,53.9,118.5,71793.0,0
1940929,95.0,58.5,112.0,40267.0,0
1940930,94.7,66.5,106.9,36872.0,0
1940931,130.2,31.0,150.1,83245.0,1
1940932,86.1,43.4,122.5,43455.0,1
1940933,69.2,43.9,107.3,36661.0,1
1940934,178.9,56.9,95.5,67663.0,1
1940935,119.5,23.1,83.5,73439.0,0
1940936,104.1,54.3,81.6,64609.0,1
1940937,147.5,49.8,94.2,80625.0,0
1940938,93.9,29.9,95.5,51593.0,0
1940939,97.4,58.7,83.9,63438.0,0
1940940,105.0,52.4,86.6,40102.0,0
1940941,84.2,54.6,121.7,49707.0,1
1940942,89.9,44.1,71.2,62904.0,0
1940943,80.1,39.4,34.2,65950.0,1
1940944,73.2,39.9,107.0,46454.0,1
1940945,88.3,43.8,69.6,67918.0,1
1940946,72.4,41.7,138.0,65456.0,0
1940947,90.1,50.1,65.3,36390.0,0
1940948,115.2,40.6,84.8,80891.0,1
1940949,125.5,87.4,70.7,94001.0,0
1940950,71.9,49.4,90.7,94185.0,1
1940951,44.1,37.3,100.6,58407.0,0
1940952,140.1,28.2,110.5,86845.0,0
1940953,103.4,53.9,124.1,47742.0,1
1940954,49.8,44.6,71.2,49677.0,0
1940955,85.5,30.8,101.9,39195.0,0
1940956,114.2,8.2,74.3,76696.0,1
1940957,132.7,37.8,82.2,71714.0,0
1940958,72.2,47.2,125.2,73947.0,1
1940959,53.6,32.0,91.9,37150.0,1
1940960,93.3,55.3,60.6,78880.0,1
1940961,99.4,23.8,95.0,69268.0,0
1940962,108.2,38.3,93.8,54531.0,0
1940963,91.7,13.9,147.9,58396.0,1
1940964,80.6,54.4,104.1,44737.0,0
1940965,105.8,42.8,103.5,59141.0,0
1940966,91.0,36.7,127.0,38482.0,1
1940967,117.1,17.4,136.3,79756.0,1
1940968,127.5,49.3,82.7,45248.0,0
1940969,74.1,53.2,40.1,78117.0,1
1940970,62.9,74.3,91.9,38674.0,0
1940971,96.1,31.3,110.0,75142.0,1
1940972,109.6,36.4,95.0,79999.0,0
1940973,87.8,31.1,104.2,61507.0,0
1940974,107.8,64.9,147.4,71269.0,1
1940975,127.7,37.2,85.3,98307.0,0
1940976,115.8,65.1,87.5,35012.0,1
1940977,116.5,48.7,58.8,49963.0,1
1940978,79.9,57.5,123.4,43359.0,0
1940979,93.5,70.6,142.7,106191.0,0
1940980,81.0,69.8,61.6,56214.0,1
1940981,111.2,64.9,99.2,96410.0,1
1940982,116.8,55.9,112.7,73548.0,0
1940983,99.0,38.0,127.9,65917.0,0
1940984,63.2,26.7,112.5,102977.0,0
1940985,82.5,13.3,98.1,46190.0,1
1940986,83.6,51.7,143.7,38629.0,1
1940987,110.9,57.1,105.0,103919.0,0
1940988,148.1,43.9,148.5,57975.0,0
1940989,99.3,10.6,67.3,46990.0,1
1940990,101.8,32.9,64.8,64132.0,0
1940991,108.4,61.7,96.5,48435.0,1
1940992,122.2,51.2,66.4,45520.0,0
1940993,97.3,48.3,54.1,79471.0,1
1940994,85.7,36.4,90.1,79808.0,0
1940995,135.3,58.2,73.0,48915.0,1
1940996,102.5,38.4,104.0,49600.0,0
1940997,114.5,33.4,142.6,88930.0,1
1940998,118.7,63.9,83.6,38942.0,0
1940999,89.7,26.2,106.6,82437.0,1
1941000,75.4,24.1,110.7,40512.0,0
