VesselID,ContainerQty,CraneAvailabilityRate,PortWaitTime_Hours,WindSpeed_Knots,HighCongestion
1330633,95.4,66.0,6.1,8.5,0
1330634,98.1,61.6,6.6,14.2,0
1330635,90.0,46.0,45.1,13.4,0
1330636,87.3,13.6,9.4,9.8,1
1330637,122.0,65.6,15.5,15.3,0
1330638,69.9,60.9,4.4,15.6,0
1330639,105.6,43.1,1.0,17.6,0
1330640,121.3,47.0,3.6,13.4,1
1330641,135.1,58.4,27.7,14.2,0
1330642,66.3,41.6,12.8,14.8,1
1330643,107.9,36.6,4.1,15.8,0
1330644,64.0,46.8,4.5,11.2,0
1330645,117.1,41.5,8.6,14.9,1
1330646,67.1,48.7,5.6,14.4,0
1330647,119.6,45.5,18.2,7.3,1
1330648,100.5,37.5,39.9,13.6,1
1330649,58.4,35.7,8.2,17.9,0
1330650,154.3,61.5,7.7,11.2,1
1330651,120.0,55.7,13.8,9.8,0
1330652,107.1,46.2,15.6,14.8,0
1330653,113.9,59.0,2.4,14.6,0
1330654,116.5,72.6,50.4,11.2,1
1330655,134.6,55.3,24.1,19.4,0
1330656,102.8,47.2,16.8,5.8,1
1330657,97.9,64.2,18.0,11.4,0
1330658,86.0,49.3,8.9,14.4,1
1330659,75.8,34.0,8.9,11.3,1
1330660,125.2,46.0,29.7,5.1,0
1330661,105.1,60.8,1.0,13.7,0
1330662,74.9,56.3,28.3,12.8,0
1330663,117.5,30.9,16.5,8.3,1
1330664,62.2,63.8,1.0,8.8,1
1330665,111.7,23.4,11.9,17.7,1
1330666,110.4,54.2,6.6,15.7,0
1330667,122.5,56.8,6.0,16.6,0
1330668,121.4,40.2,1.3,13.8,0
1330669,70.6,39.3,8.3,12.5,1
1330670,97.5,46.7,3.3,16.4,0
1330671,104.7,31.3,5.7,7.0,1
1330672,94.4,57.5,1.0,10.8,0
1330673,80.4,60.6,1.8,10.6,1
1330674,95.7,68.9,6.6,12.5,1
1330675,62.6,29.9,6.3,2.8,1
1330676,117.0,52.3,5.7,5.1,1
1330677,119.2,34.0,5.7,15.4,1
1330678,100.8,5.0,10.4,13.8,0
1330679,106.9,32.0,2.5,16.2,1
1330680,125.6,55.7,1.5,14.8,0
1330681,98.0,62.6,41.2,10.0,1
1330682,134.7,55.4,15.7,17.6,0
1330683,94.1,24.7,20.6,1.0,0
1330684,102.0,33.0,10.1,7.5,0
1330685,99.2,42.8,25.7,4.8,1
1330686,101.1,50.6,11.5,14.2,1
1330687,75.5,55.7,1.0,12.4,1
1330688,89.4,37.5,30.2,9.8,1
1330689,134.1,32.2,10.5,7.7,0
1330690,72.3,38.8,10.7,9.9,0
1330691,151.3,43.2,42.1,16.3,0
1330692,141.5,53.6,4.9,7.9,0
1330693,107.1,,7.2,12.4,0
1330694,70.8,21.2,17.9,19.2,0
1330695,122.4,24.8,11.1,6.9,1
1330696,94.7,39.9,47.5,21.8,1
1330697,89.8,68.2,34.1,11.1,1
1330698,69.6,48.2,18.2,6.5,0
1330699,100.3,77.0,20.8,14.6,1
1330700,78.2,51.4,7.2,11.4,0
1330701,75.9,39.6,13.9,12.6,0
1330702,97.6,60.0,27.4,14.2,1
1330703,108.2,33.2,16.8,7.8,0
1330704,122.9,50.5,12.3,12.5,0
1330705,103.5,26.1,1.0,12.3,0
1330706,118.4,26.5,20.0,15.4,0
1330707,131.0,58.1,38.5,12.2,1
1330708,111.6,33.2,5.2,11.5,0
1330709,101.9,62.3,2.7,17.1,1
1330710,74.3,73.9,2.0,15.9,1
1330711,109.9,29.3,4.6,9.5,1
1330712,115.4,33.5,2.4,14.3,0
1330713,90.7,45.6,5.9,2.9,0
1330714,101.8,54.0,25.0,4.2,1
1330715,80.3,44.4,1.0,12.4,0
1330716,119.2,,31.2,7.3,1
1330717,82.6,81.9,5.7,19.2,0
1330718,104.4,49.8,8.3,9.6,0
1330719,140.3,62.0,6.4,13.7,1
1330720,80.9,35.6,52.1,10.6,1
1330721,107.3,42.3,34.7,12.7,1
1330722,83.4,43.0,5.8,12.3,0
1330723,173.2,3.3,9.6,2.6,1
1330724,143.2,26.1,8.0,18.7,0
1330725,122.8,51.9,5.9,21.0,1
1330726,96.2,38.8,26.9,15.1,0
1330727,98.6,47.3,25.6,4.9,1
1330728,90.3,17.2,26.2,11.5,1
1330729,77.3,,7.7,11.0,0
1330730,100.5,46.3,16.6,8.0,0
1330731,81.8,63.1,1.0,4.7,0
1330732,90.8,34.4,3.0,6.2,1
1330733,83.2,47.3,13.3,26.2,0
1330734,119.2,56.1,69.9,13.7,1
1330735,129.0,68.3,14.0,4.7,0
1330736,90.5,25.4,3.8,5.8,0
1330737,133.3,54.8,12.0,12.1,0
1330738,111.1,21.9,11.7,7.0,0
1330739,129.5,39.4,5.6,14.0,0
1330740,125.6,48.9,19.6,13.4,0
1330741,98.8,29.6,1.0,10.3,1
1330742,100.1,35.4,90.2,15.5,1
1330743,115.8,33.2,2.3,6.7,0
1330744,110.9,42.7,10.6,12.5,0
1330745,155.0,31.9,16.8,10.1,1
1330746,82.6,53.3,13.5,14.2,1
1330747,67.2,75.5,1.0,11.8,0
1330748,106.0,41.7,4.3,14.0,1
1330749,86.7,44.6,40.9,18.0,1
1330750,100.7,54.0,1.2,13.2,0
1330751,101.4,33.7,1.3,8.8,0
1330752,53.4,30.4,15.8,13.7,0
1330753,94.5,48.2,4.4,13.0,0
1330754,132.0,89.7,22.1,4.9,0
1330755,81.6,54.5,2.7,12.9,0
1330756,90.0,26.3,9.1,10.4,1
1330757,128.4,35.4,15.6,19.8,1
1330758,146.2,30.7,7.5,15.8,1
1330759,58.3,48.0,26.3,3.8,1
1330760,78.1,48.7,11.6,3.4,1
1330761,101.7,67.6,8.6,10.1,1
1330762,107.0,36.7,7.7,18.3,0
1330763,93.6,72.9,12.5,8.8,0
1330764,129.8,38.7,1.0,13.9,0
1330765,94.9,21.2,8.6,5.5,0
1330766,95.2,32.4,17.7,1.0,1
1330767,124.4,40.8,2.1,6.3,1
1330768,132.0,45.0,1.4,9.5,0
1330769,144.7,56.4,14.3,8.6,1
1330770,127.9,65.8,40.3,14.7,1
1330771,107.1,42.3,11.0,5.7,1
1330772,106.0,46.7,10.2,9.7,0
1330773,105.5,42.3,45.6,3.7,0
1330774,120.5,19.4,2.3,14.1,1
1330775,86.4,35.1,56.4,12.7,1
1330776,43.6,50.0,12.6,2.4,1
1330777,117.4,23.0,43.1,8.1,1
1330778,99.2,,7.5,3.8,1
1330779,122.2,75.4,4.9,10.5,1
1330780,107.1,66.3,13.2,21.5,1
1330781,92.6,38.8,3.5,11.6,0
1330782,110.6,74.2,8.0,8.6,0
1330783,84.9,47.5,3.6,7.7,1
1330784,90.5,54.9,20.0,11.3,1
1330785,115.3,52.8,9.2,7.4,0
1330786,131.5,27.7,1.0,15.0,1
1330787,57.9,25.9,7.4,20.4,0
1330788,84.6,33.4,35.2,13.2,0
1330789,87.0,45.0,4.5,18.2,1
1330790,92.3,57.8,8.0,7.2,0
1330791,77.5,19.1,2.3,15.9,0
1330792,101.1,39.6,43.1,16.0,1
1330793,69.8,27.1,9.3,20.4,0
1330794,92.4,89.7,9.2,15.5,0
1330795,104.8,38.5,3.8,20.7,0
1330796,87.1,42.8,39.3,12.7,1
1330797,97.9,41.3,2.3,14.2,0
1330798,90.0,33.4,12.3,10.3,1
1330799,87.0,51.3,13.0,8.4,1
1330800,107.4,27.0,22.1,7.5,1
1330801,103.8,45.6,19.4,12.3,0
1330802,112.4,45.9,8.1,7.6,1
1330803,94.0,57.3,5.3,5.3,0
1330804,88.6,68.4,38.5,10.6,1
1330805,100.3,49.4,5.0,17.0,1
1330806,115.2,47.9,24.8,14.5,0
1330807,89.6,43.3,8.8,13.7,0
1330808,116.8,57.0,3.3,13.8,0
1330809,71.9,68.5,28.9,15.8,1
1330810,69.6,57.1,1.0,1.0,0
1330811,154.2,41.8,7.8,17.3,0
1330812,79.3,36.2,11.0,12.9,0
1330813,125.1,46.4,1.8,12.4,1
1330814,105.8,35.9,6.7,14.2,0
1330815,105.2,23.7,29.7,18.3,1
1330816,50.4,54.9,9.6,17.8,1
1330817,95.8,38.1,4.9,17.2,1
1330818,77.3,56.7,13.2,9.7,0
1330819,78.4,37.6,6.4,11.1,1
1330820,103.8,36.4,4.0,4.6,0
1330821,65.8,59.2,1.2,13.1,0
1330822,83.3,14.7,4.3,6.9,1
1330823,110.7,59.1,60.2,15.5,1
1330824,75.0,63.1,11.4,16.2,0
1330825,75.2,74.9,10.7,10.4,0
1330826,67.3,41.9,2.7,11.1,1
1330827,56.7,42.9,49.3,9.7,1
1330828,76.4,67.8,9.8,13.3,1
1330829,116.0,67.8,2.7,5.6,0
1330830,51.7,37.1,3.7,16.7,1
1330831,81.3,55.7,1.0,7.1,0
1330832,76.5,66.1,9.3,13.7,0
1330833,131.4,31.2,24.5,6.6,1
1330834,60.4,60.0,5.7,11.9,0
1330835,93.0,33.9,18.0,11.6,1
1330836,119.9,50.2,6.8,9.8,1
1330837,60.7,23.8,11.5,7.8,1
1330838,134.9,37.9,9.0,11.6,0
1330839,128.7,51.1,24.5,17.6,1
1330840,118.8,65.8,3.7,6.8,0
1330841,123.8,22.1,47.7,3.6,1
1330842,124.3,50.7,57.3,6.8,1
1330843,98.3,59.4,1.0,14.2,0
1330844,105.5,34.6,1.0,17.0,0
1330845,86.0,53.2,42.4,11.9,0
1330846,86.0,33.1,3.5,10.5,0
1330847,121.9,49.4,1.0,21.2,0
1330848,101.0,69.7,22.1,9.5,1
1330849,127.9,32.2,11.0,3.9,1
1330850,110.2,63.5,11.8,12.1,0
1330851,86.1,62.9,38.5,16.0,1
1330852,105.3,25.5,19.1,20.8,1
1330853,106.7,54.4,7.1,16.0,0
1330854,68.0,60.1,3.3,13.1,1
1330855,83.8,14.3,41.9,8.7,1
1330856,105.5,36.5,5.0,11.6,0
1330857,41.6,40.6,9.4,10.5,0
1330858,143.9,74.2,26.4,6.0,1
1330859,75.7,42.9,39.5,12.6,1
1330860,77.0,39.4,4.4,13.5,0
1330861,85.8,48.4,1.0,7.2,0
1330862,122.8,52.3,11.1,7.8,0
1330863,46.7,52.1,7.9,4.0,0
1330864,99.3,,1.0,9.1,1
1330865,75.6,60.6,1.1,16.0,0
1330866,105.7,49.6,29.8,20.2,1
1330867,113.4,50.2,47.3,6.6,1
1330868,55.0,30.0,15.9,18.3,0
1330869,110.4,41.2,5.4,13.0,1
1330870,76.5,50.1,9.2,9.8,0
1330871,93.2,34.7,1.5,9.2,0
1330872,98.3,65.8,5.0,19.3,1
1330873,134.1,32.9,7.6,11.8,0
1330874,97.1,79.8,28.6,4.9,0
1330875,112.2,48.6,19.5,8.2,1
1330876,94.6,86.6,24.4,18.7,0
1330877,140.0,45.8,2.2,8.6,0
1330878,66.0,26.4,1.0,12.3,1
1330879,104.2,41.0,18.3,12.1,0
1330880,78.4,23.2,8.2,23.2,0
1330881,98.8,27.3,2.0,5.0,1
1330882,101.9,68.2,44.5,10.8,0
1330883,130.5,63.8,28.9,3.8,1
1330884,123.0,29.5,6.7,7.2,0
1330885,67.3,45.7,4.0,19.0,0
1330886,84.4,46.7,11.8,9.7,1
1330887,117.7,57.9,63.2,12.5,1
1330888,87.3,51.7,2.4,7.7,1
1330889,164.6,41.0,35.1,3.1,1
1330890,60.0,45.1,4.9,15.9,0
1330891,89.0,29.4,5.9,8.6,1
1330892,141.8,38.8,22.3,21.7,1
1330893,102.8,,1.0,14.5,0
1330894,130.9,44.6,14.6,6.7,0
1330895,134.2,42.5,33.4,11.8,0
1330896,56.3,61.2,6.7,11.0,0
1330897,91.8,42.6,16.5,10.1,0
1330898,85.8,49.1,5.8,20.4,1
1330899,103.3,28.1,25.5,4.6,0
1330900,100.9,52.1,6.3,2.6,1
1330901,114.3,42.1,14.0,17.3,0
1330902,106.4,36.9,18.9,2.2,0
1330903,101.9,7.6,1.3,2.0,0
1330904,72.5,2.6,12.1,2.7,0
1330905,117.2,44.2,1.0,22.0,0
1330906,115.1,54.3,5.2,15.2,1
1330907,120.6,66.4,6.2,7.2,0
1330908,107.9,38.7,31.2,11.3,1
1330909,26.9,33.8,11.9,10.1,0
1330910,108.0,38.9,24.0,5.9,1
1330911,110.2,23.6,21.7,16.7,1
1330912,128.6,28.5,20.5,15.1,0
1330913,92.6,47.3,29.3,9.0,1
1330914,86.2,31.3,23.6,22.9,1
1330915,82.5,25.0,30.6,8.8,1
1330916,73.9,36.9,19.0,11.2,1
1330917,104.8,48.4,3.2,20.8,0
1330918,103.9,40.4,21.9,16.5,0
1330919,89.8,39.5,3.6,9.3,0
1330920,88.1,17.2,1.0,10.2,0
1330921,109.9,60.2,24.4,10.8,1
1330922,134.6,55.8,25.7,1.2,0
1330923,106.9,71.3,2.3,15.3,0
1330924,55.2,43.9,4.8,15.3,0
1330925,113.8,38.8,7.6,4.1,1
1330926,124.2,51.7,9.0,9.9,0
1330927,97.0,19.2,14.2,2.0,0
1330928,143.5,45.3,1.0,9.5,0
1330929,116.2,36.8,24.3,15.2,1
1330930,110.8,62.6,5.0,8.4,0
1330931,80.9,71.2,11.8,13.2,0
1330932,111.7,53.4,22.2,18.2,0
1330933,108.7,55.0,2.8,8.6,1
1330934,108.5,24.5,12.0,13.8,0
1330935,125.9,27.2,3.2,12.4,0
1330936,88.5,33.9,5.0,13.1,0
1330937,109.4,56.7,3.4,11.7,0
1330938,113.1,33.9,9.4,14.0,0
1330939,106.3,48.0,1.4,11.0,1
1330940,131.0,42.3,4.6,9.8,0
1330941,90.5,29.6,1.9,7.6,0
1330942,105.4,45.2,1.0,8.4,0
1330943,95.6,25.9,2.9,14.9,1
1330944,111.0,37.8,47.5,6.8,0
1330945,141.1,43.7,21.7,9.4,1
1330946,55.8,27.2,1.4,5.7,1
1330947,87.6,36.7,2.1,3.9,0
1330948,47.1,68.7,61.2,9.6,1
1330949,108.2,86.5,19.1,11.1,0
1330950,89.5,39.2,4.8,6.5,1
1330951,88.6,63.4,32.7,20.0,1
1330952,130.2,27.3,16.1,12.2,1
1330953,119.6,51.8,4.1,11.5,0
1330954,114.7,46.8,28.2,13.2,1
1330955,126.6,51.7,4.4,22.5,1
1330956,90.4,45.7,4.1,11.4,1
1330957,85.8,56.6,1.0,11.2,0
1330958,129.7,29.8,10.0,7.6,1
1330959,103.8,56.3,11.8,5.3,1
1330960,85.4,64.1,6.1,17.0,0
1330961,39.1,43.5,2.8,15.1,1
1330962,89.7,35.6,5.6,14.2,1
1330963,96.0,57.4,15.6,16.7,1
1330964,115.3,49.0,6.7,16.5,0
1330965,113.6,30.6,3.0,19.5,0
1330966,100.7,30.3,1.0,15.0,1
1330967,116.9,40.9,7.7,12.0,0
1330968,89.9,31.7,1.4,6.8,0
1330969,122.7,34.0,23.2,7.5,1
1330970,123.5,41.8,1.0,16.2,1
1330971,100.1,83.5,10.5,13.7,1
1330972,65.7,42.3,1.0,9.5,0
1330973,121.3,43.3,7.2,16.3,0
1330974,119.4,34.6,19.4,16.9,0
1330975,121.1,36.4,10.8,7.3,0
1330976,68.2,34.6,12.0,14.1,0
1330977,112.4,49.4,10.6,16.3,1
1330978,138.0,43.8,4.5,4.4,0
1330979,129.8,43.4,6.4,8.6,0
1330980,82.8,65.0,8.9,7.2,1
1330981,102.3,31.8,27.7,15.7,0
1330982,143.5,12.1,9.6,8.0,1
1330983,87.3,58.4,2.9,7.2,0
1330984,109.4,57.5,3.1,15.6,0
1330985,71.7,28.6,5.3,10.9,0
1330986,79.8,44.2,22.6,9.0,1
1330987,95.9,49.3,50.5,16.5,1
1330988,95.8,4.7,7.3,11.1,0
1330989,108.7,66.0,2.3,1.0,0
1330990,66.2,53.5,8.0,15.6,0
1330991,74.5,24.6,40.0,21.5,0
1330992,107.2,38.0,43.6,12.6,1
1330993,125.2,18.5,4.6,11.7,0
1330994,124.9,34.1,4.1,10.8,1
1330995,81.7,28.2,2.3,15.9,0
1330996,70.3,44.4,3.4,9.3,1
1330997,83.2,66.6,19.3,9.9,1
1330998,139.2,41.6,5.3,10.4,0
1330999,67.7,39.8,41.2,7.5,1
1331000,134.4,41.3,26.3,16.5,1
