BorrowerID,GroupSize,WeeklyIncome,RepaymentRate_Percent,PriorLoans,Defaulted
1060634,93.7,77.0,30.8,60.5,1
1060635,94.3,,70.9,101.7,0
1060636,97.9,143.9,35.2,42.6,0
1060637,124.2,158.4,34.0,81.2,0
1060638,92.6,106.7,17.7,110.8,1
1060639,60.6,94.8,66.0,122.1,1
1060640,141.4,175.0,39.2,132.2,0
1060641,155.5,66.3,67.0,135.0,1
1060642,52.6,110.1,39.2,70.3,0
1060643,131.3,123.8,67.9,104.9,0
1060644,149.3,93.7,42.8,125.5,1
1060645,49.8,103.3,37.2,125.0,0
1060646,127.6,161.1,52.1,95.7,0
1060647,112.1,120.2,40.2,59.8,0
1060648,69.8,160.1,53.7,130.3,1
1060649,83.6,56.6,31.8,95.6,1
1060650,94.0,145.9,46.4,133.8,0
1060651,85.0,136.6,61.7,123.8,1
1060652,99.2,125.3,53.7,137.5,0
1060653,110.8,208.3,64.0,104.0,0
1060654,119.1,108.9,47.9,143.8,1
1060655,73.9,99.2,44.4,91.9,0
1060656,119.1,110.8,31.1,85.8,0
1060657,178.1,164.6,26.9,77.3,0
1060658,91.1,149.6,40.0,24.1,0
1060659,98.6,133.4,62.5,90.2,0
1060660,122.7,115.6,33.5,89.1,1
1060661,89.7,132.4,33.7,73.4,0
1060662,135.3,168.2,55.9,86.3,0
1060663,126.0,183.9,46.0,135.8,0
1060664,145.9,50.4,46.5,93.3,1
1060665,105.6,136.0,44.0,71.0,0
1060666,78.9,97.9,56.3,104.4,1
1060667,96.8,75.0,15.3,51.7,1
1060668,109.1,123.8,47.8,100.3,0
1060669,128.0,149.5,45.8,89.2,1
1060670,89.0,181.1,54.5,80.7,0
1060671,126.8,128.2,47.2,106.0,1
1060672,68.3,124.4,50.0,136.0,1
1060673,83.2,62.1,37.0,59.3,1
1060674,101.8,127.8,46.9,75.8,1
1060675,85.1,122.5,63.7,74.4,1
1060676,95.1,243.5,38.9,80.8,1
1060677,90.4,97.1,69.8,103.3,1
1060678,81.9,120.5,48.7,102.6,1
1060679,54.6,99.8,29.2,105.5,0
1060680,74.4,170.5,82.4,102.5,0
1060681,117.9,136.3,23.9,89.8,0
1060682,60.6,107.7,48.2,91.5,1
1060683,132.8,142.6,30.5,82.9,0
1060684,109.7,107.6,45.4,84.4,0
1060685,68.3,181.1,48.1,107.8,0
1060686,84.6,100.0,42.5,82.6,0
1060687,93.3,62.1,68.0,128.0,1
1060688,96.9,127.4,55.0,126.9,0
1060689,105.0,69.6,65.0,93.9,1
1060690,89.1,41.5,43.3,110.6,1
1060691,90.4,36.2,62.7,69.7,0
1060692,93.2,46.8,60.8,130.6,1
1060693,112.1,110.3,26.9,124.6,1
1060694,93.5,99.2,58.4,115.7,0
1060695,53.2,159.0,50.5,75.6,0
1060696,90.2,181.1,49.7,128.5,0
1060697,87.3,170.9,53.5,58.6,0
1060698,135.7,43.7,83.1,74.8,0
1060699,57.4,73.4,73.4,128.8,0
1060700,123.7,67.0,46.1,138.4,1
1060701,76.0,125.8,40.5,108.1,0
1060702,94.5,154.9,48.7,55.1,0
1060703,75.8,87.9,42.3,123.8,1
1060704,97.9,83.1,28.9,127.5,1
1060705,117.7,135.7,33.3,72.4,1
1060706,87.8,130.6,40.7,88.6,0
1060707,85.1,148.3,26.8,91.9,1
1060708,107.1,104.8,56.1,91.7,1
1060709,135.2,53.6,29.8,78.1,1
1060710,97.4,131.5,65.0,75.8,1
1060711,43.2,77.5,38.6,105.4,1
1060712,91.0,103.3,49.4,150.3,1
1060713,80.4,120.2,42.7,82.5,0
1060714,62.2,127.4,34.8,138.8,1
1060715,102.6,58.6,54.2,118.5,1
1060716,121.3,142.6,47.4,105.2,0
1060717,122.2,119.9,72.8,105.3,0
1060718,101.5,88.7,59.6,61.0,1
1060719,104.7,130.2,34.9,59.5,0
1060720,124.8,131.3,48.8,140.7,0
1060721,97.4,146.4,36.4,115.6,0
1060722,133.4,135.9,50.2,109.2,0
1060723,83.8,100.0,56.3,92.7,0
1060724,68.1,210.0,60.9,53.9,0
1060725,68.6,145.7,45.1,109.5,0
1060726,128.0,124.9,28.3,142.7,0
1060727,106.7,37.9,53.3,75.3,1
1060728,115.7,158.5,47.3,91.3,1
1060729,142.4,81.5,39.8,109.8,0
1060730,52.7,57.2,58.6,130.0,1
1060731,82.4,145.2,40.6,71.2,1
1060732,95.2,104.4,21.8,97.3,1
1060733,96.8,178.4,64.0,65.0,0
1060734,39.9,138.4,29.5,118.3,0
1060735,97.0,97.4,34.0,108.4,0
1060736,46.0,84.0,27.2,112.6,1
1060737,83.4,164.3,33.6,104.8,0
1060738,70.2,155.0,32.4,82.8,0
1060739,114.9,195.0,63.3,98.4,0
1060740,117.4,145.3,64.5,91.5,0
1060741,112.4,180.9,51.6,113.7,0
1060742,88.5,178.6,13.8,104.3,0
1060743,75.0,85.2,48.6,91.3,1
1060744,113.7,70.0,31.2,72.1,1
1060745,67.8,62.4,48.0,83.2,0
1060746,138.7,147.3,60.7,50.1,1
1060747,94.1,69.1,47.1,81.5,1
1060748,121.9,87.3,54.2,84.5,1
1060749,106.2,91.7,68.3,99.1,1
1060750,119.2,119.3,30.3,118.9,0
1060751,72.4,136.0,57.1,67.7,1
1060752,110.4,92.5,44.7,95.8,1
1060753,136.1,118.1,25.8,119.2,0
1060754,133.2,117.2,47.9,95.2,1
1060755,86.6,160.5,50.7,100.2,0
1060756,85.5,157.1,0.0,74.3,0
1060757,105.1,113.3,34.5,101.3,0
1060758,81.6,90.3,58.5,131.6,1
1060759,130.8,134.0,30.1,96.2,0
1060760,86.1,89.1,34.5,89.3,1
1060761,86.9,138.8,37.4,117.3,1
1060762,102.0,152.1,40.7,74.6,0
1060763,95.7,163.2,43.3,130.4,0
1060764,75.0,120.5,73.6,92.8,0
1060765,78.1,28.3,63.3,86.4,1
1060766,121.6,137.7,65.8,78.5,0
1060767,143.3,131.3,86.1,73.9,1
1060768,102.5,133.5,49.1,137.0,0
1060769,102.6,161.4,10.1,98.8,0
1060770,77.9,115.5,23.1,103.9,1
1060771,146.5,53.9,36.1,117.8,1
1060772,77.4,73.9,34.3,103.9,1
1060773,122.9,101.3,60.3,64.8,1
1060774,93.7,170.2,46.6,116.4,0
1060775,101.0,195.3,48.7,90.5,0
1060776,90.5,140.8,45.4,92.7,0
1060777,123.6,125.1,35.8,90.0,1
1060778,100.9,198.1,16.3,109.4,0
1060779,140.3,39.8,43.4,117.2,1
1060780,88.6,91.6,65.3,64.0,0
1060781,118.8,89.8,45.5,101.7,1
1060782,68.1,131.3,24.8,81.8,1
1060783,133.2,155.5,72.9,124.6,0
1060784,110.0,76.0,67.2,136.8,0
1060785,110.6,163.1,47.5,56.6,1
1060786,141.3,92.7,52.9,108.6,1
1060787,65.1,199.2,38.7,116.4,0
1060788,45.7,126.9,17.2,64.7,0
1060789,115.6,161.8,35.2,96.5,1
1060790,113.4,163.8,50.7,116.3,0
1060791,187.1,90.6,52.2,77.4,1
1060792,87.3,111.7,50.2,82.1,1
1060793,72.7,144.4,75.8,78.5,1
1060794,94.0,85.2,44.0,86.7,1
1060795,106.4,83.4,30.5,106.0,1
1060796,68.0,147.5,53.1,97.2,0
1060797,64.7,82.9,54.5,104.6,1
1060798,113.1,59.4,33.3,101.1,1
1060799,99.1,65.0,74.2,120.9,1
1060800,95.7,141.8,48.5,52.4,0
1060801,135.3,87.0,41.3,125.1,0
1060802,89.8,101.5,13.0,68.7,0
1060803,105.9,121.6,45.5,150.2,1
1060804,96.7,119.3,43.3,101.8,1
1060805,77.1,172.2,45.8,102.4,0
1060806,100.1,119.5,28.5,141.9,0
1060807,120.9,113.5,45.5,83.9,1
1060808,71.3,151.9,42.8,130.3,1
1060809,70.7,118.1,62.8,76.3,1
1060810,128.5,142.3,51.9,94.8,1
1060811,132.4,,61.4,118.0,1
1060812,83.4,95.6,42.7,126.4,0
1060813,94.9,128.3,71.9,82.9,1
1060814,105.5,119.6,47.9,159.1,1
1060815,94.5,169.8,62.8,81.4,0
1060816,77.0,,49.6,101.6,0
1060817,66.1,151.3,69.1,105.7,0
1060818,157.2,116.2,72.2,79.3,0
1060819,91.0,172.9,41.4,88.0,0
1060820,116.0,68.0,48.2,99.3,1
1060821,109.3,160.2,47.5,88.8,0
1060822,117.6,145.6,48.1,134.7,0
1060823,120.1,67.2,63.1,98.1,1
1060824,103.8,84.3,27.0,78.3,1
1060825,158.7,119.8,8.6,101.6,0
1060826,89.4,128.7,42.1,76.6,1
1060827,122.1,152.4,66.1,106.4,0
1060828,98.0,137.3,9.4,67.4,0
1060829,127.5,123.9,48.6,90.3,1
1060830,138.0,82.0,40.7,96.9,1
1060831,116.6,75.5,44.1,93.3,1
1060832,96.4,138.9,41.2,97.3,1
1060833,111.0,187.1,12.3,110.4,1
1060834,116.2,128.0,20.3,116.3,1
1060835,65.1,147.7,92.2,95.0,0
1060836,55.8,87.2,51.8,137.2,1
1060837,95.3,126.6,59.4,74.0,1
1060838,118.6,72.5,15.5,134.5,0
1060839,89.1,123.5,21.3,105.1,1
1060840,68.4,126.6,28.1,86.0,0
1060841,98.3,111.4,52.7,126.5,1
1060842,84.4,143.6,34.1,107.6,0
1060843,124.3,102.4,55.1,109.7,0
1060844,105.3,106.7,29.9,96.8,0
1060845,99.6,112.7,41.1,136.5,0
1060846,127.3,133.6,37.1,116.2,0
1060847,139.2,148.7,73.4,117.4,0
1060848,60.5,123.6,69.7,91.5,0
1060849,73.5,78.6,14.4,73.8,0
1060850,125.3,78.5,53.3,130.9,1
1060851,94.9,139.9,35.7,72.0,0
1060852,96.6,154.2,36.7,135.9,0
1060853,131.8,134.5,55.0,90.3,0
1060854,103.9,150.4,28.2,125.3,0
1060855,92.5,131.8,45.8,95.1,1
1060856,139.1,105.3,32.5,92.9,1
1060857,113.6,141.1,34.4,92.4,0
1060858,102.0,135.5,47.3,94.0,0
1060859,96.3,105.5,56.9,71.5,1
1060860,67.8,76.6,31.1,102.5,0
1060861,82.5,141.7,29.7,124.8,0
1060862,87.5,135.3,49.3,119.0,1
1060863,105.1,102.4,56.7,102.0,1
1060864,118.5,161.8,51.0,114.0,0
1060865,124.2,145.2,52.5,121.4,0
1060866,87.0,95.3,66.3,111.6,1
1060867,79.0,78.2,44.1,96.4,1
1060868,103.6,125.1,34.5,78.6,1
1060869,74.1,135.9,36.1,56.1,0
1060870,60.3,58.0,55.5,127.6,1
1060871,95.2,174.3,61.0,98.0,0
1060872,69.4,88.4,43.0,129.4,1
1060873,109.4,104.9,50.4,112.3,0
1060874,92.3,60.3,55.0,123.3,1
1060875,133.9,104.5,55.4,81.0,1
1060876,141.6,147.6,30.1,124.2,0
1060877,113.0,84.7,17.7,104.7,0
1060878,76.8,133.4,50.2,99.3,0
1060879,114.5,171.7,60.8,91.0,0
1060880,99.2,151.7,55.8,109.7,1
1060881,91.9,99.8,30.6,119.9,0
1060882,116.7,70.0,40.2,83.8,1
1060883,93.4,146.2,51.1,135.8,0
1060884,97.8,111.1,64.0,118.0,1
1060885,33.7,104.1,42.2,109.0,1
1060886,68.5,102.5,37.9,110.5,0
1060887,96.5,162.1,62.3,101.3,0
1060888,105.4,135.6,54.7,83.7,0
1060889,90.5,23.8,38.5,147.9,1
1060890,76.8,195.3,40.7,106.1,0
1060891,117.2,119.5,45.7,116.9,1
1060892,116.9,169.2,35.8,78.4,0
1060893,81.9,67.8,20.5,65.9,0
1060894,73.8,125.4,43.7,58.0,0
1060895,93.8,92.7,55.4,64.1,1
1060896,102.6,40.6,41.8,58.9,1
1060897,85.1,149.3,59.2,116.0,0
1060898,139.6,87.1,49.3,115.6,0
1060899,105.2,117.6,42.1,102.7,0
1060900,84.0,175.3,48.3,139.0,0
1060901,83.6,101.1,73.2,93.3,1
1060902,112.9,108.1,44.6,109.8,1
1060903,92.8,249.5,68.0,74.9,0
1060904,121.4,85.5,56.8,129.6,1
1060905,131.8,108.7,37.3,122.7,1
1060906,42.3,145.2,66.4,85.3,0
1060907,106.1,157.1,57.9,93.7,0
1060908,68.5,35.4,46.1,37.1,1
1060909,108.0,127.9,51.8,121.7,0
1060910,104.8,108.4,56.6,87.9,0
1060911,108.7,82.4,43.6,80.3,1
1060912,111.6,152.3,76.9,103.5,1
1060913,113.8,104.7,43.2,107.5,1
1060914,99.1,89.3,24.6,89.6,0
1060915,99.4,87.9,43.6,104.5,1
1060916,73.1,99.0,32.2,97.8,1
1060917,79.4,114.5,45.7,79.9,0
1060918,97.8,101.2,39.4,87.9,1
1060919,105.6,94.3,53.0,125.5,1
1060920,134.9,165.3,67.8,67.4,0
1060921,71.9,158.3,37.9,79.8,0
1060922,122.2,198.5,55.8,67.2,0
1060923,136.3,154.1,60.9,104.4,0
1060924,146.0,104.3,47.9,109.1,1
1060925,108.7,75.6,27.9,84.2,0
1060926,113.3,167.0,49.2,146.8,0
1060927,124.4,104.1,42.0,49.9,1
1060928,91.8,74.7,33.8,116.9,1
1060929,122.1,133.7,41.0,116.1,1
1060930,129.8,70.0,52.2,114.0,1
1060931,107.3,103.5,48.2,108.7,1
1060932,124.1,107.6,42.2,119.0,1
1060933,98.2,157.2,43.7,119.6,0
1060934,102.0,40.7,80.3,69.1,1
1060935,58.5,126.3,46.9,102.4,0
1060936,77.5,138.8,40.1,123.1,0
1060937,110.7,104.1,27.0,103.5,1
1060938,121.9,159.4,57.6,72.5,1
1060939,71.8,139.9,42.7,113.5,0
1060940,98.1,124.2,38.1,138.1,0
1060941,111.1,82.9,25.5,100.9,1
1060942,106.6,78.7,33.0,87.6,1
1060943,108.4,95.3,37.0,66.6,1
1060944,68.0,128.0,13.4,126.2,0
1060945,78.7,182.8,66.9,94.5,0
1060946,131.8,102.2,58.3,122.1,0
1060947,101.8,64.8,28.8,83.0,1
1060948,110.5,155.5,36.1,108.9,1
1060949,99.5,,22.4,77.3,1
1060950,66.4,121.4,59.8,104.5,1
1060951,72.4,204.7,63.2,108.1,0
1060952,100.2,141.7,27.0,103.5,1
1060953,112.6,163.4,46.3,65.5,0
1060954,132.0,87.0,47.8,122.4,1
1060955,51.5,98.2,26.4,104.4,1
1060956,118.1,134.2,38.6,118.1,0
1060957,138.9,111.4,46.4,70.6,0
1060958,93.2,92.1,22.7,110.5,1
1060959,77.1,116.7,54.8,101.9,1
1060960,123.7,93.6,71.3,93.3,1
1060961,93.2,151.2,40.8,104.5,0
1060962,96.3,109.2,41.8,160.8,1
1060963,62.1,148.3,26.4,97.3,0
1060964,93.7,84.0,36.4,124.6,1
1060965,98.5,113.6,80.5,106.1,1
1060966,120.5,75.8,51.5,64.9,1
1060967,78.2,68.8,44.2,107.9,1
1060968,114.5,189.3,22.6,101.8,0
1060969,114.4,106.0,47.6,108.3,1
1060970,132.3,122.0,18.0,121.5,0
1060971,82.0,96.3,39.4,115.4,1
1060972,135.6,103.6,45.6,101.1,1
1060973,76.9,146.7,31.9,113.2,0
1060974,101.5,145.1,47.8,84.7,1
1060975,89.5,160.3,42.2,120.3,0
1060976,142.0,89.3,58.7,144.0,1
1060977,134.5,170.4,52.3,121.7,0
1060978,114.1,124.4,59.1,73.2,0
1060979,72.4,140.0,23.1,116.7,0
1060980,64.0,65.1,15.2,126.9,1
1060981,71.3,132.4,57.2,49.4,1
1060982,74.8,184.9,40.6,117.9,0
1060983,60.0,107.8,45.3,51.9,1
1060984,111.3,129.2,54.1,81.4,0
1060985,88.7,92.0,20.1,129.5,1
1060986,86.2,158.6,56.8,103.8,0
1060987,84.9,160.1,66.1,116.0,0
1060988,118.0,85.9,39.7,87.6,0
1060989,127.7,90.4,71.5,85.2,1
1060990,60.3,127.5,39.0,88.2,1
1060991,124.4,152.9,29.9,91.2,0
1060992,78.5,118.5,44.1,111.8,0
1060993,93.7,94.9,42.3,124.9,1
1060994,87.2,100.8,57.9,111.7,1
1060995,74.4,146.8,52.9,111.7,0
1060996,91.3,139.8,70.2,52.6,0
1060997,90.9,68.1,63.5,141.6,0
1060998,150.5,125.4,61.9,100.0,1
1060999,163.0,93.6,44.5,142.6,1
1061000,112.8,144.0,52.1,78.6,0
