StationID,BoardingPassengerCount,IntervalTimeSeconds,LineStatus,CongestionScore,TrainDelayMinutes
1360557,88.7,19.3,Type_A,7.6,1.0
1360558,136.7,3.8,Type_B,5.6,20.6
1360559,75.7,14.3,Type_B,10.0,1.0
1360560,103.7,12.7,Type_A,6.2,4.9
1360561,130.4,55.9,Type_C,5.4,1.6
1360562,97.8,17.9,Type_B,8.4,14.9
1360563,116.1,63.0,Type_C,7.4,7.5
1360564,53.2,6.2,Type_C,8.9,3.1
1360565,76.6,24.6,Type_B,6.0,2.3
1360566,69.4,9.6,Type_C,7.7,1.0
1360567,105.6,1.0,Type_C,7.7,3.7
1360568,123.2,1.1,Type_B,8.3,26.6
1360569,72.7,11.1,Type_B,8.4,2.0
1360570,116.4,3.7,Type_C,5.6,28.9
1360571,110.6,86.6,Type_B,4.9,58.2
1360572,94.5,34.5,Type_A,6.1,1.5
1360573,75.3,6.4,Type_C,6.4,16.9
1360574,73.9,4.3,Type_B,6.3,3.7
1360575,115.0,6.9,Type_C,6.7,25.5
1360576,122.8,1.0,Type_A,5.4,3.4
1360577,110.7,2.7,Type_B,6.4,19.0
1360578,66.0,32.2,Type_C,5.9,29.1
1360579,95.4,6.6,Type_B,5.4,15.9
1360580,99.0,48.6,Type_B,7.2,31.0
1360581,96.0,2.9,Type_A,6.8,1.0
1360582,97.0,4.0,Type_C,7.3,1.6
1360583,120.7,8.2,Type_C,8.6,13.0
1360584,104.5,2.8,Type_B,8.0,33.8
1360585,100.4,7.7,Type_C,5.6,35.8
1360586,86.4,7.9,Type_A,9.1,10.9
1360587,126.1,11.0,Type_C,6.3,15.8
1360588,88.2,1.0,Type_B,7.4,10.9
1360589,93.7,16.9,Type_C,8.7,12.0
1360590,148.6,4.8,Type_B,4.8,23.1
1360591,90.6,20.9,Type_B,6.6,16.0
1360592,98.8,42.6,Type_A,8.0,7.7
1360593,125.8,30.7,Type_C,4.7,4.5
1360594,113.0,32.1,Type_B,7.2,16.5
1360595,101.6,21.9,Type_B,6.2,6.2
1360596,136.2,39.0,Type_B,8.1,1.0
1360597,130.2,2.7,Type_C,5.9,10.3
1360598,70.2,1.0,Type_A,8.0,5.4
1360599,105.0,10.4,Type_B,8.1,47.0
1360600,89.8,30.6,Type_B,8.0,1.0
1360601,125.4,7.3,Type_C,9.9,18.5
1360602,47.0,54.9,Type_A,8.2,4.6
1360603,74.7,3.8,Type_B,6.9,1.2
1360604,55.1,19.3,Type_A,6.3,2.7
1360605,142.0,15.6,Type_B,8.5,1.0
1360606,50.5,28.9,Type_A,3.9,15.9
1360607,122.2,62.2,Type_A,8.4,1.7
1360608,95.5,15.3,Type_A,7.8,5.4
1360609,101.2,23.8,Type_A,7.2,1.0
1360610,108.0,6.7,Type_C,8.9,32.7
1360611,114.7,14.3,Type_A,7.0,6.7
1360612,72.8,2.5,Type_A,7.2,8.2
1360613,111.2,11.7,Type_A,10.0,71.8
1360614,107.5,4.9,Type_C,5.3,2.4
1360615,120.8,8.5,Type_B,5.5,58.2
1360616,77.0,3.1,Type_A,7.2,3.1
1360617,98.9,1.6,Type_C,10.0,11.8
1360618,100.8,1.5,Type_A,9.4,10.0
1360619,123.7,34.1,Type_B,6.2,24.4
1360620,83.2,61.9,Type_A,5.2,9.1
1360621,118.4,42.1,Type_C,6.9,4.1
1360622,121.0,2.3,Type_C,6.9,30.0
1360623,84.1,12.5,Type_B,7.3,19.5
1360624,101.8,2.0,Type_C,6.1,6.0
1360625,98.8,3.0,Type_B,4.8,8.3
1360626,127.5,12.8,Type_B,10.0,11.2
1360627,68.6,14.1,Type_A,5.6,63.2
1360628,103.0,63.8,Type_A,8.9,3.6
1360629,142.4,20.9,Type_B,8.1,10.7
1360630,97.7,48.0,Type_C,8.7,1.4
1360631,125.8,1.0,Type_C,7.4,4.4
1360632,108.9,17.4,Type_C,8.2,3.6
1360633,118.3,1.0,Type_A,5.7,12.6
1360634,133.3,11.1,Type_C,7.6,3.2
1360635,162.4,13.5,Type_C,9.4,9.8
1360636,77.9,6.6,Type_B,5.8,22.4
1360637,126.9,33.6,Type_C,9.6,18.0
1360638,58.8,15.9,Type_B,3.9,16.4
1360639,123.8,6.7,Type_A,9.8,6.7
1360640,109.8,4.6,Type_C,6.4,13.4
1360641,68.7,25.1,Type_C,8.2,1.0
1360642,117.5,56.9,Type_A,7.0,10.8
1360643,98.1,32.0,Type_C,4.7,18.1
1360644,89.8,1.0,Type_C,8.0,9.5
1360645,123.7,30.3,Type_A,5.7,3.0
1360646,104.3,47.6,Type_B,5.5,27.4
1360647,54.2,19.8,Type_A,9.0,29.9
1360648,86.4,19.4,Type_A,7.2,13.5
1360649,89.1,7.7,Type_C,4.5,9.1
1360650,91.0,13.2,Type_B,10.0,38.1
1360651,61.0,11.9,Type_C,5.9,8.0
1360652,104.3,22.2,Type_C,5.7,14.7
1360653,133.1,12.8,Type_C,8.4,50.0
1360654,133.7,54.1,Type_C,6.3,20.4
1360655,112.6,1.3,Type_C,6.2,10.9
1360656,84.1,8.3,Type_B,7.5,17.9
1360657,140.0,6.9,Type_C,5.2,12.5
1360658,59.6,13.5,Type_C,9.9,4.2
1360659,117.6,4.7,Type_B,7.2,10.7
1360660,84.8,8.5,Type_B,5.8,1.1
1360661,83.5,10.6,Type_B,7.4,1.8
1360662,58.0,4.4,Type_A,4.0,65.0
1360663,93.1,3.6,Type_A,7.7,4.0
1360664,87.2,22.3,Type_A,8.8,8.5
1360665,115.4,9.8,Type_C,7.9,2.6
1360666,109.4,4.9,Type_C,7.1,21.7
1360667,94.8,1.4,Type_B,5.6,4.6
1360668,99.2,11.4,Type_A,7.8,11.7
1360669,67.7,15.7,Type_B,6.7,22.1
1360670,88.4,1.0,Type_B,6.7,15.0
1360671,74.4,20.5,Type_C,6.0,21.5
1360672,112.7,2.1,Type_A,7.9,1.1
1360673,63.9,10.5,Type_C,5.5,51.6
1360674,161.1,6.8,Type_A,8.0,22.3
1360675,111.4,8.5,Type_A,4.9,17.5
1360676,101.1,14.0,Type_A,8.6,1.0
1360677,66.5,1.1,Type_A,,43.5
1360678,79.9,6.7,Type_C,9.3,1.0
1360679,97.1,5.8,Type_A,5.8,18.9
1360680,77.9,26.0,Type_A,6.9,2.5
1360681,91.7,3.1,Type_B,6.0,12.7
1360682,86.6,16.6,Type_B,8.6,21.3
1360683,87.0,3.7,Type_B,8.1,1.0
1360684,69.5,24.0,Type_C,6.2,16.8
1360685,127.0,3.8,Type_B,5.3,24.7
1360686,55.6,2.2,Type_C,4.9,22.1
1360687,74.2,20.2,Type_C,6.4,9.8
1360688,83.1,8.2,Type_C,7.4,18.6
1360689,88.2,15.9,Type_C,8.3,6.3
1360690,53.3,9.1,Type_C,4.8,13.0
1360691,72.6,2.5,Type_C,6.8,7.0
1360692,93.5,32.1,Type_C,6.5,18.4
1360693,109.5,4.1,Type_B,7.3,2.9
1360694,102.8,69.9,Type_B,5.9,19.4
1360695,117.7,1.0,Type_A,6.5,1.7
1360696,60.5,12.6,Type_A,8.0,4.7
1360697,120.0,21.0,Type_B,9.1,48.3
1360698,114.3,2.4,Type_C,8.0,4.6
1360699,52.9,4.4,Type_C,6.9,30.7
1360700,66.9,10.1,Type_A,6.9,9.3
1360701,87.3,8.5,Type_C,6.6,7.2
1360702,93.3,1.0,Type_C,8.3,3.0
1360703,137.2,5.9,Type_B,8.0,67.0
1360704,117.9,1.0,Type_A,4.4,1.4
1360705,72.8,10.7,Type_C,8.2,39.5
1360706,74.3,27.1,Type_C,8.3,11.0
1360707,96.6,40.5,Type_A,6.5,15.8
1360708,68.4,15.8,Type_A,7.4,10.8
1360709,75.9,2.5,Type_A,5.4,5.0
1360710,88.9,12.7,Type_B,5.6,55.1
1360711,128.9,1.0,Type_B,7.5,10.1
1360712,97.0,10.6,Type_C,7.2,9.1
1360713,86.9,16.7,Type_A,7.8,2.0
1360714,88.1,21.0,Type_A,6.4,16.6
1360715,91.1,2.0,Type_C,7.8,8.3
1360716,125.0,3.8,Type_C,7.6,15.4
1360717,56.7,16.0,Type_C,6.3,1.1
1360718,97.7,5.5,Type_C,6.0,4.5
1360719,79.7,1.0,Type_B,7.4,2.2
1360720,100.6,37.4,Type_B,7.2,12.6
1360721,145.0,12.2,Type_A,9.0,24.0
1360722,86.4,7.9,Type_B,7.7,56.4
1360723,71.2,1.0,Type_B,8.4,40.2
1360724,110.3,10.7,Type_C,8.9,28.3
1360725,74.6,18.6,Type_A,4.6,5.0
1360726,124.1,2.8,Type_B,8.0,1.1
1360727,143.4,11.1,Type_A,9.5,70.8
1360728,83.0,9.4,Type_B,8.5,3.0
1360729,103.8,3.6,Type_B,7.3,7.8
1360730,36.8,15.9,Type_A,8.9,82.5
1360731,59.2,6.5,Type_C,10.0,44.3
1360732,140.3,3.7,Type_B,8.6,10.9
1360733,126.4,1.0,Type_C,8.8,5.9
1360734,71.1,1.0,Type_B,6.4,10.3
1360735,76.5,1.2,Type_C,7.1,10.5
1360736,76.4,11.6,Type_B,5.0,23.1
1360737,85.2,44.3,Type_B,4.9,6.9
1360738,91.0,3.7,Type_A,7.9,9.6
1360739,140.0,5.2,Type_B,6.8,24.0
1360740,66.6,2.9,Type_C,6.2,17.9
1360741,85.6,54.4,Type_A,7.5,23.3
1360742,110.8,3.9,Type_A,7.5,19.2
1360743,100.9,2.2,Type_B,4.4,20.0
1360744,90.2,12.8,Type_C,7.2,12.5
1360745,82.6,29.0,Type_A,5.9,29.5
1360746,114.0,1.2,Type_B,6.0,25.8
1360747,127.9,26.6,Type_A,7.2,45.8
1360748,85.9,7.2,Type_C,9.3,16.0
1360749,143.8,1.2,Type_C,5.9,25.1
1360750,102.7,3.1,Type_C,6.7,26.3
1360751,79.8,41.9,Type_B,7.3,67.2
1360752,82.7,14.2,Type_A,7.5,6.1
1360753,120.6,9.2,Type_B,7.7,9.4
1360754,92.1,7.2,Type_C,7.2,19.2
1360755,113.1,37.3,Type_C,8.6,18.8
1360756,83.2,32.7,Type_C,8.2,57.1
1360757,113.3,31.4,Type_C,6.9,7.4
1360758,86.6,8.1,Type_B,5.9,10.4
1360759,65.4,33.7,Type_B,8.8,56.6
1360760,151.3,25.1,Type_A,6.6,3.4
1360761,87.7,3.4,Type_A,6.7,18.8
1360762,119.3,16.8,Type_C,,13.2
1360763,126.7,2.3,Type_C,6.3,12.2
1360764,139.9,19.6,Type_A,6.4,5.1
1360765,97.2,15.4,Type_C,6.4,1.0
1360766,147.0,21.2,Type_A,9.0,20.9
1360767,129.0,10.9,Type_C,10.0,8.6
1360768,106.8,6.2,Type_B,7.4,1.0
1360769,134.5,8.1,Type_A,9.7,19.1
1360770,78.2,4.3,Type_B,6.9,11.6
1360771,62.3,24.6,Type_B,8.4,9.0
1360772,134.0,1.1,Type_B,7.1,3.1
1360773,108.7,8.4,Type_B,6.8,2.4
1360774,40.3,1.0,Type_A,4.8,5.4
1360775,117.0,5.5,Type_B,8.2,1.2
1360776,84.7,11.6,Type_A,5.7,5.6
1360777,75.2,9.9,Type_C,6.7,13.6
1360778,95.3,8.9,Type_A,7.4,45.3
1360779,93.9,1.9,Type_B,7.7,3.2
1360780,88.5,2.9,Type_C,3.9,1.1
1360781,83.4,24.7,Type_B,7.3,24.2
1360782,85.7,58.0,Type_B,9.2,35.2
1360783,86.8,25.6,Type_A,7.1,6.3
1360784,114.5,4.8,Type_C,7.1,34.8
1360785,114.5,6.9,Type_C,6.3,15.0
1360786,78.9,2.9,Type_B,8.6,8.1
1360787,132.0,14.6,Type_C,8.7,1.0
1360788,110.9,66.0,Type_A,5.3,15.5
1360789,98.7,10.3,Type_A,7.6,35.2
1360790,86.1,19.2,Type_B,8.4,5.9
1360791,83.5,5.0,Type_C,5.4,3.4
1360792,105.9,4.9,Type_C,7.0,1.2
1360793,84.8,2.4,Type_A,7.8,8.0
1360794,70.7,6.4,Type_A,4.2,28.6
1360795,84.9,1.9,Type_C,4.5,3.7
1360796,116.3,6.9,Type_C,7.3,15.8
1360797,107.6,4.5,Type_B,5.3,1.4
1360798,64.9,11.0,Type_C,6.2,45.7
1360799,114.1,8.6,Type_A,9.0,4.0
1360800,112.7,5.7,Type_C,6.2,9.5
1360801,126.7,6.6,Type_B,5.6,1.7
1360802,70.7,3.9,Type_C,7.6,12.5
1360803,71.7,1.4,Type_B,7.2,1.0
1360804,110.3,1.4,Type_B,3.1,10.8
1360805,87.8,2.5,Type_B,7.4,1.6
1360806,102.6,7.8,Type_C,5.8,22.0
1360807,132.8,1.0,Type_B,5.8,14.4
1360808,89.8,6.5,Type_A,6.5,4.8
1360809,90.0,9.8,Type_A,6.8,37.7
1360810,65.5,11.0,Type_C,,1.3
1360811,129.6,6.7,Type_C,6.5,33.2
1360812,96.8,1.0,Type_B,5.0,2.7
1360813,86.5,38.1,Type_A,6.3,1.3
1360814,58.4,56.3,Type_C,6.1,17.6
1360815,68.9,1.0,Type_C,8.0,6.4
1360816,104.3,11.6,Type_A,3.4,12.8
1360817,86.2,35.4,Type_B,7.3,34.2
1360818,79.0,3.6,Type_A,6.3,36.1
1360819,41.5,32.4,Type_B,8.7,9.3
1360820,109.1,1.0,Type_A,6.8,10.3
1360821,121.0,4.0,Type_B,7.6,2.4
1360822,93.0,22.9,Type_B,8.6,1.6
1360823,112.9,1.0,Type_A,6.2,22.7
1360824,112.2,5.6,Type_A,5.0,5.7
1360825,61.9,1.9,Type_B,6.4,1.0
1360826,113.2,16.0,Type_C,8.1,4.5
1360827,70.4,17.3,Type_C,9.4,5.8
1360828,107.6,1.9,Type_C,7.5,57.7
1360829,92.6,36.4,Type_C,9.2,2.4
1360830,59.5,44.7,Type_B,7.4,4.1
1360831,104.5,17.5,Type_B,6.5,65.9
1360832,62.0,3.1,Type_A,5.8,5.6
1360833,120.3,4.7,Type_B,9.9,24.2
1360834,146.2,17.6,Type_A,5.7,4.6
1360835,148.5,1.9,Type_A,7.5,4.2
1360836,109.1,26.4,Type_B,9.7,2.9
1360837,98.0,26.6,Type_B,5.6,1.0
1360838,149.6,5.3,Type_C,7.6,37.0
1360839,126.5,20.7,Type_A,4.8,1.2
1360840,144.3,4.2,Type_B,7.2,7.4
1360841,105.5,14.5,Type_B,10.0,4.5
1360842,85.5,5.5,Type_C,6.4,1.0
1360843,85.9,9.6,Type_B,7.7,5.5
1360844,70.3,34.8,Type_A,7.1,23.2
1360845,112.8,51.5,Type_B,7.3,9.8
1360846,99.3,9.8,Type_A,10.0,3.8
1360847,138.5,2.7,Type_C,4.8,7.1
1360848,119.1,8.5,Type_B,4.4,34.9
1360849,92.9,1.0,Type_B,7.8,6.9
1360850,64.8,1.3,Type_C,5.2,7.4
1360851,93.2,7.7,Type_A,6.7,14.1
1360852,116.7,13.2,Type_C,7.3,1.1
1360853,98.0,29.5,Type_B,5.5,72.9
1360854,132.8,13.7,Type_B,9.2,37.1
1360855,132.8,9.2,Type_A,5.3,21.2
1360856,111.7,18.2,Type_A,10.0,2.1
1360857,103.3,9.7,Type_B,7.2,1.6
1360858,80.8,4.1,Type_C,9.6,1.6
1360859,85.0,18.7,Type_B,5.1,4.6
1360860,94.8,5.9,Type_C,5.7,3.2
1360861,106.0,69.1,Type_A,8.1,6.0
1360862,58.0,9.0,Type_A,6.1,6.1
1360863,106.6,1.0,Type_B,6.6,12.6
1360864,78.3,2.8,Type_C,8.9,1.0
1360865,119.3,12.2,Type_C,5.3,1.0
1360866,125.7,45.9,Type_C,6.4,4.8
1360867,78.9,28.9,Type_C,8.5,1.2
1360868,90.4,1.8,Type_B,6.7,7.0
1360869,83.5,57.6,Type_A,4.9,4.0
1360870,116.7,9.3,Type_C,8.5,1.0
1360871,132.9,9.0,Type_C,9.8,5.1
1360872,90.1,5.1,Type_A,9.0,2.3
1360873,101.4,12.8,Type_B,7.6,5.7
1360874,36.2,20.8,Type_B,5.3,21.2
1360875,84.7,13.2,Type_A,7.1,2.2
1360876,117.8,20.6,Type_A,8.6,2.6
1360877,83.3,2.6,Type_B,5.3,8.1
1360878,114.4,2.2,Type_C,6.6,8.7
1360879,94.9,22.0,Type_A,5.6,6.3
1360880,121.4,1.8,Type_C,5.6,15.8
1360881,105.1,25.1,Type_B,10.0,27.4
1360882,47.9,32.0,Type_B,7.5,6.9
1360883,81.3,9.9,Type_A,6.4,15.9
1360884,114.4,11.7,Type_A,8.8,11.8
1360885,82.6,1.0,Type_A,6.9,1.0
1360886,106.3,11.4,Type_B,8.7,63.2
1360887,75.1,11.8,Type_C,8.3,4.4
1360888,69.9,8.3,Type_B,7.8,3.1
1360889,97.8,10.4,Type_A,6.3,16.1
1360890,101.3,13.1,Type_A,9.1,5.1
1360891,98.7,3.2,Type_C,6.6,7.6
1360892,92.9,1.2,Type_B,6.7,10.4
1360893,53.8,1.8,Type_C,8.4,36.3
1360894,40.8,8.0,Type_C,8.4,2.3
1360895,115.6,6.6,Type_B,8.0,15.2
1360896,69.4,14.3,Type_C,8.5,29.1
1360897,106.3,13.0,Type_B,7.5,47.2
1360898,53.9,10.2,Type_C,7.9,11.8
1360899,81.9,4.6,Type_C,6.2,6.4
1360900,66.6,22.0,Type_A,8.3,1.0
1360901,103.9,1.8,Type_C,8.4,17.9
1360902,125.9,12.8,Type_C,,8.8
1360903,135.1,5.4,Type_C,7.3,13.2
1360904,99.7,2.8,Type_B,6.6,8.8
1360905,127.1,2.8,Type_A,6.8,2.3
1360906,116.5,15.0,Type_B,5.8,7.8
1360907,81.9,22.0,Type_C,7.7,8.8
1360908,117.3,16.7,Type_C,8.4,24.4
1360909,58.1,6.7,Type_C,7.8,5.7
1360910,89.4,29.2,Type_C,8.6,1.4
1360911,119.3,23.9,Type_C,6.2,35.0
1360912,111.4,4.2,Type_C,4.0,19.0
1360913,121.8,9.1,Type_B,7.7,5.6
1360914,74.6,7.8,Type_C,7.8,27.6
1360915,109.0,25.7,Type_C,,16.1
1360916,83.1,15.6,Type_C,5.0,8.1
1360917,84.5,1.8,Type_C,6.2,9.6
1360918,98.8,65.1,Type_A,6.4,17.0
1360919,75.2,11.9,Type_B,6.4,19.6
1360920,100.8,42.0,Type_B,8.0,45.5
1360921,112.1,1.3,Type_A,7.0,9.6
1360922,138.5,3.2,Type_C,6.9,3.8
1360923,93.6,1.9,Type_C,4.3,23.3
1360924,110.9,4.7,Type_A,4.0,5.9
1360925,95.8,45.4,Type_B,7.6,47.1
1360926,71.5,2.7,Type_C,6.7,13.7
1360927,125.2,1.0,Type_A,6.8,10.6
1360928,87.8,33.8,Type_B,7.5,4.4
1360929,78.0,2.6,Type_C,7.5,2.2
1360930,105.9,15.6,Type_A,7.0,29.2
1360931,95.6,57.7,Type_C,9.5,38.9
1360932,94.1,22.9,Type_B,7.0,21.8
1360933,126.2,7.6,Type_A,5.6,5.9
1360934,100.5,1.9,Type_C,6.9,4.4
1360935,48.8,9.2,Type_C,7.3,1.0
1360936,109.3,1.0,Type_A,5.6,4.8
1360937,78.2,21.0,Type_C,6.5,6.5
1360938,85.9,3.4,Type_C,7.0,12.9
1360939,114.1,4.0,Type_B,8.7,8.2
1360940,78.9,11.6,Type_A,9.5,21.0
1360941,157.9,12.3,Type_B,4.5,17.6
1360942,114.5,11.8,Type_B,6.3,25.1
1360943,123.2,1.0,Type_B,8.9,13.8
1360944,109.4,43.8,Type_A,6.4,1.4
1360945,68.5,13.2,Type_A,6.2,3.6
1360946,106.9,15.4,Type_B,6.8,14.3
1360947,86.1,14.5,Type_C,6.2,36.6
1360948,92.3,27.8,Type_A,7.3,26.9
1360949,104.2,1.6,Type_B,6.8,18.3
1360950,144.3,20.7,Type_A,8.1,2.2
1360951,105.1,1.0,Type_C,7.2,1.7
1360952,100.4,21.6,Type_C,7.5,1.0
1360953,67.3,56.9,Type_C,5.8,44.1
1360954,86.9,15.2,Type_A,7.7,1.0
1360955,79.4,24.7,Type_A,6.9,24.6
1360956,83.4,5.0,Type_A,7.8,16.7
1360957,56.3,1.9,Type_B,6.1,2.0
1360958,78.9,3.9,Type_A,7.7,15.5
1360959,146.2,63.6,Type_C,7.2,24.2
1360960,117.2,8.6,Type_C,8.4,5.4
1360961,99.8,6.6,Type_A,5.8,1.2
1360962,139.5,34.5,Type_A,7.1,33.0
1360963,115.6,2.5,Type_B,6.8,15.0
1360964,110.5,1.0,Type_A,6.4,1.0
1360965,120.0,3.6,Type_B,8.1,11.5
1360966,78.3,15.3,Type_C,10.0,1.0
1360967,124.9,21.2,Type_B,9.6,5.5
1360968,81.5,14.8,Type_A,3.1,7.7
1360969,102.8,21.3,Type_C,5.0,10.5
1360970,121.7,1.6,Type_C,5.5,33.4
1360971,120.9,1.0,Type_C,7.9,5.0
1360972,96.2,4.0,Type_C,6.2,13.7
1360973,99.2,15.5,Type_B,8.0,16.1
1360974,124.1,8.3,Type_B,5.0,1.3
1360975,85.5,37.1,Type_B,6.5,2.8
1360976,113.3,1.4,Type_B,7.3,26.6
1360977,46.6,1.1,Type_B,8.6,17.1
1360978,55.5,10.2,Type_B,7.2,3.8
1360979,90.0,1.0,Type_C,6.3,48.3
1360980,86.1,3.8,Type_C,8.2,18.5
1360981,77.4,28.3,Type_C,7.0,13.5
1360982,116.1,10.5,Type_A,7.1,26.0
1360983,73.6,12.2,Type_B,,2.5
1360984,119.8,1.0,Type_A,4.0,16.1
1360985,109.2,25.9,Type_B,8.1,8.2
1360986,84.5,1.6,Type_B,6.2,15.1
1360987,106.1,2.5,Type_B,9.7,15.0
1360988,125.7,30.4,Type_C,,56.7
1360989,92.4,21.1,Type_B,9.7,19.5
1360990,121.5,13.3,Type_C,7.4,25.6
1360991,117.9,4.8,Type_C,7.2,10.3
1360992,85.3,38.5,Type_A,6.1,13.5
1360993,114.3,16.3,Type_C,6.0,1.0
1360994,100.2,51.2,Type_B,10.0,11.2
1360995,121.1,12.1,Type_A,5.2,16.2
1360996,62.7,1.0,Type_B,5.5,12.4
1360997,55.7,19.7,Type_B,8.0,3.1
1360998,127.7,5.0,Type_B,10.0,4.8
1360999,102.5,5.0,Type_A,6.0,19.6
1361000,93.8,6.8,Type_C,6.0,24.3
