LoanID,CreditScore,DebtToIncome,AnnualIncome,EmploymentYears,Defaulted
1010607,744.0,34.3,44089.0,4.4,1
1010608,828.0,40.0,63006.0,10.4,0
1010609,768.0,46.9,56066.0,9.5,1
1010610,718.0,48.7,54214.0,10.7,0
1010611,637.0,45.0,71420.0,8.8,1
1010612,609.0,72.3,84114.0,8.3,0
1010613,717.0,35.9,41905.0,13.1,0
1010614,773.0,72.7,98035.0,11.0,1
1010615,743.0,30.4,62512.0,1.1,1
1010616,671.0,33.9,68263.0,12.7,0
1010617,641.0,47.7,59981.0,8.2,1
1010618,762.0,87.4,41794.0,13.5,0
1010619,698.0,39.7,62551.0,9.7,1
1010620,555.0,47.4,96558.0,2.2,1
1010621,789.0,0.0,64963.0,6.0,1
1010622,524.0,48.2,54945.0,1.6,1
1010623,625.0,39.0,65656.0,9.8,1
1010624,652.0,54.8,77833.0,13.6,0
1010625,723.0,65.5,56691.0,3.3,1
1010626,642.0,34.5,85430.0,3.2,0
1010627,631.0,22.7,73017.0,7.3,0
1010628,678.0,73.4,69500.0,13.0,0
1010629,761.0,39.5,56954.0,13.7,0
1010630,657.0,48.1,62223.0,14.3,0
1010631,828.0,34.0,64971.0,1.7,1
1010632,699.0,41.7,74156.0,14.0,0
1010633,645.0,30.6,75888.0,4.5,0
1010634,650.0,48.4,76599.0,5.9,1
1010635,633.0,42.6,67256.0,11.9,0
1010636,727.0,62.9,81193.0,2.4,0
1010637,660.0,22.0,52015.0,10.8,1
1010638,669.0,,53878.0,9.7,1
1010639,636.0,34.0,75656.0,12.1,1
1010640,808.0,39.5,57796.0,5.4,0
1010641,546.0,36.3,73724.0,8.5,1
1010642,656.0,75.2,78003.0,10.5,0
1010643,707.0,56.5,83514.0,13.6,0
1010644,703.0,55.5,59245.0,14.7,1
1010645,683.0,60.9,70594.0,6.2,1
1010646,733.0,42.2,75620.0,2.4,0
1010647,698.0,33.2,79756.0,5.3,1
1010648,666.0,42.4,47113.0,9.3,1
1010649,607.0,33.6,94823.0,1.8,1
1010650,704.0,40.9,29546.0,14.1,1
1010651,603.0,53.6,62374.0,14.1,1
1010652,538.0,71.7,57360.0,12.2,1
1010653,748.0,52.1,55880.0,5.6,1
1010654,661.0,63.4,59161.0,14.8,0
1010655,646.0,62.1,65589.0,8.6,0
1010656,666.0,56.6,78743.0,14.3,0
1010657,670.0,54.8,93778.0,4.1,0
1010658,658.0,17.2,20933.0,14.6,1
1010659,667.0,44.0,79206.0,11.0,1
1010660,697.0,36.2,54384.0,6.2,0
1010661,671.0,71.1,60992.0,2.1,0
1010662,717.0,42.0,92192.0,12.9,1
1010663,850.0,72.0,60806.0,10.0,0
1010664,750.0,16.0,72638.0,7.3,0
1010665,714.0,57.2,79674.0,14.4,0
1010666,688.0,57.8,70210.0,10.4,0
1010667,707.0,47.6,84717.0,6.3,0
1010668,737.0,41.5,72836.0,5.9,0
1010669,712.0,55.3,62372.0,7.5,0
1010670,764.0,70.4,89294.0,5.6,0
1010671,757.0,39.7,71855.0,6.3,0
1010672,667.0,,61712.0,11.7,1
1010673,647.0,48.8,58066.0,14.2,0
1010674,715.0,38.7,45968.0,12.0,1
1010675,798.0,60.3,83601.0,13.5,0
1010676,605.0,66.3,90335.0,10.0,0
1010677,712.0,56.5,92080.0,4.1,0
1010678,677.0,49.8,62405.0,2.1,1
1010679,670.0,52.5,86500.0,11.2,0
1010680,665.0,16.7,42898.0,15.0,1
1010681,790.0,31.8,56045.0,10.8,1
1010682,756.0,19.9,57137.0,3.8,1
1010683,691.0,62.1,41772.0,13.6,1
1010684,645.0,26.4,91628.0,15.0,1
1010685,745.0,47.8,66554.0,13.7,0
1010686,706.0,70.7,92101.0,14.1,0
1010687,650.0,58.1,92563.0,13.5,0
1010688,652.0,46.8,100657.0,10.0,1
1010689,699.0,34.3,91576.0,1.6,0
1010690,564.0,35.4,74186.0,12.0,1
1010691,670.0,48.7,33488.0,12.5,1
1010692,661.0,51.1,58879.0,3.5,1
1010693,641.0,42.6,69802.0,5.8,0
1010694,729.0,29.7,89160.0,13.4,0
1010695,627.0,20.4,55905.0,13.9,1
1010696,697.0,39.7,63062.0,7.9,0
1010697,653.0,34.6,84939.0,3.2,0
1010698,653.0,63.6,42358.0,10.4,1
1010699,646.0,67.2,60147.0,7.6,0
1010700,850.0,15.1,73782.0,1.2,0
1010701,687.0,47.4,84489.0,5.0,0
1010702,622.0,83.7,68242.0,4.8,0
1010703,567.0,66.7,91241.0,3.7,0
1010704,576.0,39.1,45806.0,6.7,1
1010705,611.0,60.1,30629.0,10.9,0
1010706,646.0,47.6,76362.0,13.5,0
1010707,666.0,48.9,75346.0,13.2,1
1010708,754.0,71.8,32700.0,1.1,1
1010709,646.0,32.4,52231.0,10.1,0
1010710,706.0,62.2,53402.0,11.2,0
1010711,678.0,34.4,46141.0,14.8,0
1010712,722.0,52.8,89487.0,4.2,0
1010713,715.0,43.5,28039.0,1.9,0
1010714,682.0,46.0,79470.0,6.7,1
1010715,673.0,83.0,90817.0,4.9,0
1010716,818.0,34.2,62554.0,5.7,0
1010717,688.0,70.0,78203.0,1.6,1
1010718,600.0,34.0,45063.0,10.0,1
1010719,639.0,45.4,77326.0,8.3,0
1010720,563.0,64.1,47499.0,8.9,1
1010721,635.0,46.1,92980.0,14.4,0
1010722,577.0,49.3,81294.0,8.2,0
1010723,752.0,44.3,62544.0,2.7,0
1010724,837.0,45.1,39677.0,12.7,0
1010725,699.0,58.5,82862.0,8.6,0
1010726,626.0,55.9,55961.0,6.1,1
1010727,628.0,35.0,70553.0,9.8,0
1010728,590.0,56.6,60892.0,11.3,1
1010729,582.0,50.9,71878.0,14.8,0
1010730,662.0,57.6,57026.0,3.9,1
1010731,751.0,54.9,28470.0,1.7,1
1010732,652.0,54.5,64728.0,1.2,0
1010733,556.0,37.6,87970.0,4.0,0
1010734,828.0,33.9,72704.0,1.1,1
1010735,547.0,56.1,52496.0,1.8,1
1010736,723.0,48.7,47409.0,2.3,1
1010737,814.0,63.5,57392.0,2.4,0
1010738,764.0,60.0,77028.0,4.0,0
1010739,735.0,69.2,37555.0,8.7,0
1010740,542.0,41.1,94367.0,13.8,1
1010741,737.0,41.4,53407.0,9.0,0
1010742,630.0,46.6,59229.0,6.8,1
1010743,679.0,32.9,95738.0,1.3,0
1010744,579.0,56.4,58194.0,10.6,0
1010745,592.0,78.4,58983.0,5.6,0
1010746,609.0,57.5,42906.0,13.9,0
1010747,814.0,65.5,44148.0,14.2,0
1010748,617.0,36.8,99329.0,1.5,0
1010749,583.0,59.2,74812.0,9.7,1
1010750,511.0,50.2,76444.0,13.0,0
1010751,808.0,23.2,64381.0,8.4,1
1010752,727.0,,15000.0,9.5,1
1010753,642.0,34.3,106910.0,7.2,0
1010754,508.0,68.1,34329.0,6.7,1
1010755,604.0,10.7,62106.0,14.2,0
1010756,624.0,36.4,52817.0,1.3,1
1010757,823.0,47.9,77449.0,3.8,0
1010758,618.0,31.8,50277.0,12.6,0
1010759,726.0,65.2,54249.0,10.5,1
1010760,559.0,62.7,63246.0,4.8,1
1010761,655.0,52.2,81244.0,2.6,0
1010762,752.0,37.9,59552.0,1.3,0
1010763,636.0,30.9,56204.0,4.6,0
1010764,580.0,50.8,33445.0,8.9,1
1010765,733.0,53.0,33902.0,13.7,1
1010766,721.0,50.5,39067.0,5.1,1
1010767,701.0,43.6,56999.0,1.3,0
1010768,759.0,52.0,76185.0,2.8,0
1010769,647.0,39.2,48714.0,3.9,1
1010770,707.0,51.5,83267.0,2.7,0
1010771,601.0,50.6,86849.0,7.2,0
1010772,662.0,42.8,61261.0,10.9,0
1010773,685.0,31.3,85083.0,2.8,0
1010774,528.0,36.7,54967.0,9.2,0
1010775,638.0,52.2,23846.0,7.2,1
1010776,729.0,53.0,90299.0,13.4,0
1010777,568.0,59.5,50193.0,14.1,1
1010778,630.0,43.5,92365.0,12.8,0
1010779,688.0,33.9,48784.0,9.5,0
1010780,850.0,26.8,24506.0,7.1,0
1010781,749.0,47.1,68642.0,6.7,1
1010782,642.0,80.5,31140.0,13.0,1
1010783,570.0,34.0,78414.0,6.6,1
1010784,655.0,49.4,41470.0,7.5,1
1010785,682.0,33.7,60224.0,4.0,1
1010786,757.0,63.8,90857.0,12.9,0
1010787,643.0,44.0,52425.0,5.4,1
1010788,739.0,74.8,79915.0,4.0,0
1010789,758.0,49.3,82535.0,10.0,0
1010790,663.0,41.7,52086.0,3.2,0
1010791,735.0,42.8,66780.0,2.0,0
1010792,654.0,15.5,85098.0,1.0,0
1010793,682.0,44.0,64158.0,3.8,1
1010794,574.0,57.8,83775.0,6.8,1
1010795,683.0,38.3,89211.0,7.6,1
1010796,740.0,47.4,82867.0,12.1,0
1010797,721.0,33.3,80803.0,4.4,0
1010798,663.0,44.2,86109.0,12.9,0
1010799,751.0,35.9,52064.0,8.1,0
1010800,639.0,60.3,66904.0,3.6,0
1010801,664.0,31.1,48371.0,9.7,1
1010802,584.0,42.8,59295.0,7.7,0
1010803,728.0,93.6,57361.0,8.4,0
1010804,650.0,50.3,78417.0,8.3,1
1010805,696.0,44.6,59147.0,2.6,0
1010806,694.0,35.5,81824.0,8.2,0
1010807,680.0,41.3,16047.0,4.8,0
1010808,702.0,42.8,95146.0,5.5,0
1010809,733.0,66.3,54160.0,4.7,0
1010810,674.0,64.7,28196.0,4.5,1
1010811,719.0,69.3,76057.0,13.3,0
1010812,692.0,24.3,79557.0,1.0,0
1010813,721.0,42.2,75697.0,10.8,0
1010814,663.0,19.5,100312.0,9.2,1
1010815,753.0,89.7,62187.0,2.0,0
1010816,724.0,52.0,63334.0,1.4,0
1010817,621.0,31.4,67007.0,9.8,1
1010818,669.0,37.0,45710.0,2.3,1
1010819,628.0,62.1,47290.0,1.2,1
1010820,555.0,0.0,87260.0,4.6,1
1010821,665.0,27.7,71617.0,6.1,0
1010822,773.0,,54178.0,5.6,0
1010823,728.0,15.1,67564.0,8.2,1
1010824,679.0,56.9,83488.0,12.0,0
1010825,710.0,31.3,55010.0,6.1,1
1010826,726.0,39.8,63293.0,9.4,0
1010827,766.0,58.0,80936.0,2.1,1
1010828,739.0,48.8,84020.0,14.5,0
1010829,829.0,62.1,20882.0,2.3,0
1010830,761.0,76.2,45153.0,7.5,0
1010831,558.0,49.4,85558.0,6.7,1
1010832,689.0,,46555.0,5.0,0
1010833,753.0,65.7,64963.0,10.3,1
1010834,666.0,7.2,95326.0,2.1,0
1010835,571.0,34.6,74979.0,8.2,1
1010836,684.0,46.8,69624.0,8.2,0
1010837,637.0,17.5,69474.0,1.2,1
1010838,524.0,52.5,64973.0,9.2,1
1010839,671.0,63.2,70117.0,8.9,0
1010840,756.0,38.1,86493.0,3.9,0
1010841,730.0,25.7,40767.0,13.9,1
1010842,730.0,42.0,62740.0,2.8,1
1010843,692.0,44.2,68903.0,3.4,0
1010844,606.0,25.5,73946.0,13.1,1
1010845,767.0,14.0,68262.0,5.7,0
1010846,664.0,27.3,56583.0,14.1,1
1010847,638.0,13.1,92874.0,5.7,0
1010848,693.0,35.8,80638.0,8.1,0
1010849,802.0,52.3,69066.0,13.8,0
1010850,716.0,61.3,72493.0,12.5,0
1010851,705.0,70.1,99994.0,14.4,0
1010852,617.0,35.5,68810.0,14.5,0
1010853,817.0,25.6,73154.0,2.5,0
1010854,744.0,44.8,48060.0,5.4,0
1010855,795.0,11.8,78671.0,8.8,0
1010856,810.0,31.9,65285.0,10.9,0
1010857,597.0,55.5,43512.0,14.8,1
1010858,743.0,24.9,107343.0,6.9,0
1010859,736.0,28.7,62044.0,9.2,0
1010860,553.0,35.2,79943.0,10.7,1
1010861,706.0,37.9,49218.0,6.5,0
1010862,648.0,84.4,96327.0,13.8,0
1010863,541.0,36.1,77352.0,9.2,1
1010864,736.0,48.0,42891.0,7.5,0
1010865,666.0,46.4,52523.0,9.8,1
1010866,676.0,39.4,36967.0,13.4,1
1010867,733.0,38.9,55748.0,5.8,1
1010868,686.0,56.5,105126.0,13.1,0
1010869,712.0,53.3,21129.0,8.4,1
1010870,593.0,41.1,25378.0,5.6,1
1010871,736.0,65.8,48500.0,12.0,0
1010872,655.0,49.9,58232.0,13.4,0
1010873,608.0,37.4,65700.0,3.7,1
1010874,655.0,55.2,41796.0,14.4,1
1010875,733.0,58.3,77020.0,5.7,0
1010876,578.0,31.0,63939.0,12.2,1
1010877,728.0,46.0,38920.0,9.1,1
1010878,653.0,43.5,72953.0,10.2,1
1010879,811.0,83.8,68465.0,10.0,0
1010880,731.0,56.4,63392.0,9.3,1
1010881,703.0,39.2,36321.0,3.2,0
1010882,737.0,51.3,66328.0,1.2,0
1010883,644.0,75.8,47269.0,4.4,1
1010884,713.0,27.0,40752.0,9.6,1
1010885,666.0,58.1,62672.0,1.3,0
1010886,641.0,60.5,58172.0,13.7,1
1010887,698.0,39.4,82013.0,6.2,0
1010888,671.0,61.5,62027.0,11.7,1
1010889,775.0,40.3,119218.0,13.5,0
1010890,702.0,51.0,112949.0,6.2,0
1010891,704.0,57.5,48658.0,14.8,0
1010892,668.0,39.3,44738.0,8.6,0
1010893,771.0,43.6,77023.0,4.0,0
1010894,549.0,58.8,57934.0,9.9,1
1010895,550.0,39.3,76059.0,15.0,1
1010896,597.0,20.5,38226.0,13.3,1
1010897,681.0,26.0,77492.0,5.8,1
1010898,541.0,67.3,75584.0,1.5,1
1010899,606.0,46.0,61893.0,11.8,0
1010900,728.0,57.7,75180.0,14.6,1
1010901,718.0,39.3,46356.0,6.8,1
1010902,577.0,12.9,58971.0,11.1,1
1010903,729.0,36.0,51262.0,10.0,0
1010904,789.0,26.9,80042.0,11.1,1
1010905,831.0,45.5,43693.0,2.7,0
1010906,692.0,60.1,39194.0,13.6,1
1010907,701.0,43.6,54269.0,1.9,0
1010908,673.0,21.8,96192.0,5.8,1
1010909,799.0,38.0,54562.0,2.9,1
1010910,717.0,47.9,59155.0,5.3,0
1010911,614.0,45.7,47739.0,13.8,1
1010912,739.0,37.4,80723.0,7.7,0
1010913,637.0,41.6,54648.0,6.6,1
1010914,722.0,60.3,48007.0,14.1,0
1010915,591.0,49.9,72968.0,14.2,1
1010916,672.0,27.3,58426.0,9.2,1
1010917,850.0,25.6,48990.0,9.1,0
1010918,596.0,52.9,69160.0,3.1,1
1010919,697.0,57.6,74924.0,7.3,1
1010920,762.0,63.9,79582.0,4.0,0
1010921,664.0,50.2,66756.0,6.7,0
1010922,756.0,51.8,81002.0,4.6,0
1010923,713.0,49.6,53351.0,4.8,1
1010924,637.0,40.7,72179.0,2.5,1
1010925,625.0,27.0,42529.0,6.2,1
1010926,694.0,57.6,34995.0,12.8,1
1010927,555.0,38.2,56830.0,10.9,1
1010928,590.0,62.4,73536.0,11.7,0
1010929,694.0,39.7,66251.0,3.7,0
1010930,595.0,29.2,54064.0,15.0,1
1010931,662.0,51.0,31253.0,8.8,1
1010932,595.0,43.3,52721.0,1.8,0
1010933,768.0,28.6,86515.0,12.0,0
1010934,743.0,18.1,80008.0,1.8,0
1010935,712.0,51.7,64540.0,1.7,0
1010936,693.0,36.8,68467.0,7.6,0
1010937,643.0,50.5,53392.0,1.8,1
1010938,599.0,49.3,74609.0,1.6,1
1010939,829.0,54.3,71688.0,5.6,0
1010940,723.0,43.0,38004.0,8.0,1
1010941,669.0,49.2,50676.0,12.6,1
1010942,711.0,33.9,97240.0,9.3,0
1010943,747.0,66.8,69840.0,10.9,1
1010944,772.0,38.8,84244.0,14.1,1
1010945,798.0,63.6,70779.0,9.7,0
1010946,732.0,48.0,47234.0,5.0,1
1010947,622.0,56.9,76504.0,11.4,0
1010948,686.0,69.4,75959.0,1.3,0
1010949,716.0,34.9,83697.0,11.9,1
1010950,674.0,60.1,80506.0,10.0,0
1010951,686.0,38.5,46847.0,6.4,1
1010952,463.0,51.8,75507.0,11.9,1
1010953,798.0,42.2,92423.0,12.2,0
1010954,669.0,49.7,37745.0,7.5,1
1010955,801.0,27.6,67057.0,8.7,1
1010956,747.0,55.0,65722.0,4.5,0
1010957,709.0,32.8,46259.0,4.7,1
1010958,823.0,52.1,56432.0,4.4,0
1010959,631.0,46.8,73252.0,7.3,0
1010960,850.0,42.3,99456.0,13.9,0
1010961,687.0,59.4,62919.0,12.8,0
1010962,550.0,64.2,66591.0,8.7,1
1010963,630.0,69.1,55941.0,14.4,1
1010964,689.0,4.7,27318.0,2.9,1
1010965,552.0,63.3,61768.0,10.0,1
1010966,670.0,48.2,49386.0,12.5,1
1010967,647.0,45.0,83108.0,12.6,0
1010968,630.0,75.2,35132.0,10.6,0
1010969,641.0,69.9,45407.0,1.2,0
1010970,624.0,,75180.0,2.3,1
1010971,694.0,39.5,61308.0,5.2,1
1010972,700.0,60.3,69701.0,6.2,0
1010973,670.0,,76263.0,14.2,1
1010974,685.0,32.5,52253.0,7.8,1
1010975,702.0,40.1,71568.0,8.3,0
1010976,720.0,42.8,61187.0,12.7,0
1010977,696.0,31.3,53496.0,9.7,1
1010978,811.0,70.7,61355.0,12.7,0
1010979,800.0,45.6,87149.0,9.1,0
1010980,607.0,29.7,40561.0,3.8,0
1010981,605.0,28.1,125431.0,1.2,0
1010982,608.0,48.9,90931.0,3.1,0
1010983,734.0,41.4,54399.0,5.9,1
1010984,638.0,53.9,62139.0,12.0,1
1010985,763.0,37.9,58773.0,3.6,1
1010986,615.0,54.9,68652.0,12.7,1
1010987,579.0,63.7,67415.0,2.4,1
1010988,558.0,34.4,88918.0,4.1,1
1010989,563.0,57.6,92532.0,13.8,0
1010990,651.0,50.4,84901.0,12.9,0
1010991,824.0,52.0,61879.0,3.2,0
1010992,731.0,27.5,68053.0,8.4,0
1010993,689.0,62.7,52688.0,11.1,0
1010994,630.0,64.3,53926.0,10.8,1
1010995,656.0,22.1,91677.0,2.0,1
1010996,625.0,56.9,75679.0,2.4,0
1010997,652.0,100.0,48268.0,5.1,1
1010998,694.0,45.7,84733.0,11.2,1
1010999,725.0,64.3,68218.0,12.1,0
1011000,655.0,48.2,89702.0,10.7,0
