VehicleID,DailyDistance_Km,ChargerPower_kW,BatteryHealth_Percent,BrakingRegenEvents,MaintenanceUrgency
1350633,8.0,207.1,34.5,93.5,0
1350634,3.3,249.9,56.7,73.2,1
1350635,6.5,193.7,53.2,97.6,0
1350636,9.3,299.3,49.3,41.4,0
1350637,14.0,283.1,57.8,105.1,1
1350638,7.8,86.2,24.9,121.8,1
1350639,12.5,91.5,40.1,90.5,0
1350640,21.1,249.7,58.7,72.4,0
1350641,7.3,265.8,36.2,77.8,1
1350642,0.7,363.5,53.9,99.2,1
1350643,2.2,372.6,38.9,111.7,1
1350644,0.1,323.6,33.0,139.8,0
1350645,2.9,259.6,32.5,108.6,0
1350646,0.6,196.4,6.1,130.4,1
1350647,17.5,169.0,38.8,29.1,1
1350648,22.6,415.3,42.1,83.8,1
1350649,4.5,413.9,47.4,108.8,0
1350650,2.2,202.7,41.8,121.3,0
1350651,6.6,228.5,73.0,90.1,0
1350652,13.1,278.1,39.1,129.2,0
1350653,16.3,293.2,18.8,99.0,0
1350654,12.0,245.1,47.2,125.2,0
1350655,0.6,286.2,38.5,117.1,1
1350656,22.7,142.5,33.5,98.6,1
1350657,13.9,339.6,43.7,96.6,0
1350658,9.1,170.4,29.5,81.4,0
1350659,0.6,110.6,46.9,124.6,0
1350660,13.3,247.4,32.0,84.2,1
1350661,8.8,214.6,51.4,126.0,0
1350662,0.2,197.2,52.7,77.5,0
1350663,1.1,185.5,43.6,86.5,0
1350664,2.5,131.3,25.4,78.4,1
1350665,13.9,211.0,,67.4,0
1350666,2.5,183.4,71.9,74.4,0
1350667,7.8,237.3,77.6,108.6,0
1350668,4.5,191.3,53.0,87.8,0
1350669,2.0,165.2,43.6,128.9,1
1350670,8.3,348.4,59.9,117.9,0
1350671,0.5,164.7,39.0,75.1,0
1350672,4.3,165.3,36.5,65.4,0
1350673,0.3,165.2,48.4,63.3,0
1350674,11.8,293.2,37.2,114.2,1
1350675,0.6,210.1,50.1,90.9,0
1350676,5.3,178.9,44.6,95.1,1
1350677,5.0,126.2,33.6,88.1,1
1350678,9.0,228.7,37.9,118.3,0
1350679,3.8,373.5,24.5,63.1,1
1350680,2.8,239.8,43.7,109.9,0
1350681,6.2,188.6,50.9,115.4,1
1350682,3.4,312.0,63.0,88.1,0
1350683,4.9,197.7,38.9,91.3,0
1350684,9.9,296.6,49.1,138.1,0
1350685,8.9,332.2,46.3,126.1,0
1350686,7.0,129.1,45.2,71.5,0
1350687,9.4,82.7,52.2,80.1,0
1350688,6.4,294.3,44.6,117.6,1
1350689,2.4,295.2,48.4,79.2,1
1350690,2.3,81.3,57.3,43.2,1
1350691,2.4,350.7,55.3,80.2,1
1350692,2.5,158.9,58.7,150.8,1
1350693,1.9,319.8,43.7,78.7,0
1350694,11.3,225.0,52.3,85.6,0
1350695,27.1,384.4,40.9,50.2,1
1350696,7.5,293.8,47.5,98.5,0
1350697,0.3,328.4,41.7,84.3,0
1350698,0.3,365.1,23.7,145.3,0
1350699,4.1,235.9,54.5,123.2,1
1350700,14.1,197.0,30.3,91.9,0
1350701,27.7,138.1,58.0,110.1,1
1350702,4.5,171.8,68.7,87.7,0
1350703,18.4,252.3,54.3,94.0,1
1350704,24.2,258.0,39.5,34.9,1
1350705,0.2,189.6,15.3,78.0,0
1350706,9.4,246.2,52.1,73.4,0
1350707,2.6,180.3,40.7,58.8,0
1350708,18.3,250.3,33.7,152.1,1
1350709,1.6,336.3,19.3,96.3,1
1350710,2.9,215.7,56.5,120.4,0
1350711,0.6,163.3,52.8,135.0,0
1350712,8.6,289.1,63.0,114.5,1
1350713,7.8,263.3,68.2,94.1,1
1350714,7.6,211.9,45.4,103.6,1
1350715,2.6,183.0,22.3,108.2,0
1350716,10.4,233.3,30.6,65.1,1
1350717,5.0,320.6,32.6,51.4,1
1350718,15.4,351.9,35.5,128.6,0
1350719,1.2,286.0,33.0,112.3,0
1350720,0.6,252.3,58.4,123.6,0
1350721,0.4,119.2,31.2,116.0,0
1350722,5.3,278.3,50.0,115.5,0
1350723,0.4,332.5,8.1,100.3,0
1350724,1.3,403.2,53.9,75.4,1
1350725,5.2,99.7,36.2,103.4,0
1350726,0.5,268.1,40.3,143.2,0
1350727,8.5,426.8,56.9,117.2,0
1350728,14.8,301.2,39.4,98.4,1
1350729,2.5,285.9,21.8,101.6,0
1350730,5.2,212.2,52.6,100.5,0
1350731,3.8,256.4,26.5,92.9,1
1350732,13.4,334.8,68.0,169.2,1
1350733,11.1,264.5,49.8,124.6,1
1350734,2.1,199.4,42.3,95.1,0
1350735,4.7,324.3,43.2,110.0,1
1350736,10.9,43.9,36.0,104.0,1
1350737,1.8,311.5,33.3,123.6,1
1350738,8.5,123.8,45.1,71.8,1
1350739,19.7,248.3,58.6,72.4,0
1350740,0.4,235.5,91.5,70.1,1
1350741,11.7,274.4,29.2,100.5,1
1350742,0.4,142.4,55.5,50.2,0
1350743,17.5,162.6,47.9,70.9,0
1350744,10.2,302.6,,45.6,1
1350745,10.0,325.2,34.7,59.8,0
1350746,4.3,281.3,,106.8,0
1350747,1.0,367.2,53.3,87.4,0
1350748,18.5,360.2,54.5,98.3,1
1350749,11.3,179.5,21.0,100.0,1
1350750,5.2,333.4,32.6,88.5,0
1350751,3.5,347.0,30.6,82.7,1
1350752,1.8,402.3,31.6,121.3,1
1350753,12.4,237.1,53.0,112.6,1
1350754,0.1,293.7,39.4,113.8,1
1350755,7.0,261.5,49.0,156.5,1
1350756,20.5,140.8,56.3,135.8,1
1350757,18.4,250.2,57.1,123.9,0
1350758,0.1,198.9,37.3,118.0,0
1350759,0.1,346.0,31.8,144.5,0
1350760,0.1,191.6,51.0,118.3,0
1350761,1.3,103.4,49.0,92.2,1
1350762,1.7,406.5,70.6,141.8,0
1350763,13.9,46.0,37.5,92.8,0
1350764,9.0,249.9,73.0,114.7,0
1350765,3.2,246.8,74.1,136.9,1
1350766,0.8,304.7,41.1,66.9,0
1350767,0.4,305.6,37.6,111.5,1
1350768,8.2,249.1,32.7,107.8,0
1350769,0.2,333.8,69.2,70.6,1
1350770,26.2,170.6,27.1,115.1,0
1350771,0.9,305.2,59.1,69.2,1
1350772,0.6,313.9,40.2,68.9,0
1350773,19.1,224.1,34.9,89.0,1
1350774,2.7,127.9,41.3,94.7,1
1350775,7.8,152.0,43.6,109.0,1
1350776,1.0,340.1,77.8,112.3,1
1350777,0.9,262.6,37.9,122.9,0
1350778,7.1,272.0,34.5,107.5,0
1350779,1.8,154.3,62.2,116.4,0
1350780,2.8,227.9,37.6,90.0,1
1350781,7.5,282.0,58.1,129.9,0
1350782,0.4,350.7,25.5,80.9,0
1350783,2.6,92.3,33.3,101.0,1
1350784,7.6,273.7,42.0,99.8,0
1350785,1.8,234.9,38.7,94.5,0
1350786,4.0,340.8,37.4,112.4,1
1350787,11.9,364.0,43.6,115.2,0
1350788,4.1,373.2,60.9,87.7,1
1350789,22.4,109.1,72.7,116.9,0
1350790,2.9,97.0,63.0,93.4,1
1350791,24.2,169.3,51.4,80.2,0
1350792,20.9,108.7,45.4,93.8,1
1350793,5.6,250.0,36.1,94.7,0
1350794,6.3,248.1,59.0,137.0,1
1350795,3.0,192.1,30.1,143.6,0
1350796,16.0,251.1,28.5,125.0,0
1350797,9.0,294.7,51.2,75.6,0
1350798,5.1,233.9,42.0,110.6,1
1350799,1.0,326.9,43.6,99.6,1
1350800,8.7,337.3,53.8,104.1,0
1350801,1.0,198.3,40.8,93.4,0
1350802,9.5,174.2,69.1,120.3,0
1350803,0.1,177.9,62.8,105.8,1
1350804,3.0,286.6,35.3,74.7,0
1350805,6.0,361.5,51.2,124.2,1
1350806,4.2,371.4,31.8,112.0,0
1350807,5.4,239.1,56.9,83.8,1
1350808,1.6,342.4,36.2,110.1,0
1350809,9.6,271.0,63.5,89.7,0
1350810,28.7,485.7,68.3,78.6,1
1350811,5.4,355.0,35.7,65.0,1
1350812,6.8,245.2,35.8,87.3,1
1350813,0.4,297.8,34.4,91.8,0
1350814,20.0,201.2,22.7,132.2,0
1350815,3.2,311.0,52.7,145.1,1
1350816,6.2,260.9,53.8,122.6,1
1350817,0.5,273.4,38.6,99.3,0
1350818,1.2,170.0,20.2,125.1,0
1350819,11.1,272.4,51.1,76.7,1
1350820,4.4,107.3,44.3,92.1,1
1350821,2.2,403.8,65.1,96.8,1
1350822,2.2,156.1,30.6,137.6,1
1350823,6.7,292.0,54.4,72.7,0
1350824,14.9,316.6,33.6,54.3,0
1350825,2.2,150.6,55.8,102.9,0
1350826,3.0,363.2,26.7,119.3,1
1350827,15.8,263.4,34.5,125.0,0
1350828,29.3,245.0,43.5,138.6,0
1350829,20.4,271.3,,133.6,1
1350830,19.5,234.7,65.7,139.2,1
1350831,11.5,191.1,67.4,115.4,1
1350832,3.6,219.0,44.9,82.9,1
1350833,0.6,128.0,30.2,78.0,0
1350834,4.8,166.8,25.8,107.0,0
1350835,7.1,205.3,61.2,90.6,0
1350836,7.4,192.0,58.5,94.5,1
1350837,13.1,353.8,45.8,89.0,1
1350838,9.8,228.7,56.3,137.7,1
1350839,7.1,215.3,35.9,39.2,1
1350840,2.4,314.4,62.8,95.8,1
1350841,1.5,217.7,33.5,68.9,1
1350842,4.2,311.0,65.4,108.2,1
1350843,5.2,378.2,51.2,95.5,1
1350844,5.0,195.5,18.5,107.9,1
1350845,0.5,191.9,52.0,80.2,0
1350846,22.8,159.5,38.2,108.8,1
1350847,1.9,280.4,66.5,101.7,1
1350848,7.1,317.3,36.9,107.1,1
1350849,0.8,229.7,46.1,89.0,1
1350850,6.0,247.9,47.0,73.5,1
1350851,0.3,220.6,40.2,102.5,0
1350852,0.1,267.3,26.6,104.1,0
1350853,19.6,282.4,37.3,87.8,1
1350854,3.6,293.6,48.2,91.7,0
1350855,11.2,376.3,62.0,124.8,0
1350856,6.5,295.1,47.9,96.2,0
1350857,13.7,273.7,58.0,123.8,0
1350858,15.5,120.8,43.8,110.9,0
1350859,14.4,175.6,20.7,118.1,1
1350860,8.2,261.7,39.4,47.2,0
1350861,1.1,264.7,51.9,135.8,0
1350862,4.7,274.9,51.9,85.4,1
1350863,35.2,148.7,42.7,100.5,0
1350864,9.3,387.8,34.0,83.2,1
1350865,2.8,361.6,27.6,101.6,1
1350866,9.0,245.3,53.1,105.9,1
1350867,4.8,163.4,35.0,135.2,1
1350868,2.8,162.9,44.7,89.4,0
1350869,29.4,199.8,53.9,92.1,0
1350870,5.0,251.1,34.8,140.3,1
1350871,0.1,200.2,18.5,155.9,1
1350872,12.8,241.4,26.3,76.9,1
1350873,0.2,281.3,18.3,123.0,0
1350874,1.0,185.7,39.4,101.9,1
1350875,9.4,241.1,50.5,113.5,1
1350876,15.4,201.4,19.0,101.5,1
1350877,4.7,41.7,49.2,84.6,0
1350878,7.0,343.5,74.5,120.0,0
1350879,1.2,169.8,53.4,75.7,0
1350880,34.7,296.3,36.1,113.9,1
1350881,6.1,338.9,38.2,44.2,1
1350882,21.5,256.6,35.4,138.0,1
1350883,2.2,204.0,28.9,142.6,1
1350884,8.2,221.3,42.8,80.5,0
1350885,5.0,227.2,53.4,138.8,0
1350886,1.3,147.5,48.0,123.6,0
1350887,3.4,160.6,50.0,96.7,0
1350888,12.2,257.4,66.1,98.3,0
1350889,6.8,261.4,69.1,96.4,0
1350890,6.0,239.4,25.7,93.0,0
1350891,1.4,290.3,34.1,93.8,0
1350892,1.2,252.1,44.0,86.3,0
1350893,20.1,31.9,17.4,92.3,0
1350894,0.7,207.9,20.5,60.5,0
1350895,11.1,279.3,36.5,89.7,0
1350896,9.9,357.7,28.9,95.0,0
1350897,13.7,206.8,6.7,135.6,1
1350898,0.5,260.4,53.9,73.5,0
1350899,2.2,299.4,82.2,85.7,1
1350900,7.1,182.2,45.1,73.7,1
1350901,22.8,201.6,22.5,91.8,0
1350902,3.9,255.8,37.7,106.1,0
1350903,2.6,271.6,78.3,77.4,1
1350904,3.7,163.1,48.5,96.1,0
1350905,14.8,238.4,50.9,150.1,1
1350906,2.4,177.3,18.1,105.1,0
1350907,2.7,243.9,54.7,71.1,1
1350908,3.6,256.5,55.8,118.6,1
1350909,13.8,208.5,50.8,94.7,1
1350910,5.0,211.8,19.6,118.7,1
1350911,9.5,401.6,64.2,92.6,1
1350912,2.8,107.3,59.6,135.5,0
1350913,19.1,373.8,51.7,89.1,0
1350914,7.9,401.7,39.8,148.8,0
1350915,2.4,276.7,50.7,121.5,1
1350916,15.3,204.9,64.2,56.0,0
1350917,18.0,319.4,28.9,37.1,0
1350918,5.6,144.6,40.5,101.4,1
1350919,0.9,194.9,52.8,126.1,1
1350920,2.4,209.5,,112.5,1
1350921,0.6,206.3,41.5,104.5,1
1350922,9.8,194.0,62.3,105.7,1
1350923,7.1,232.6,59.0,112.5,1
1350924,10.5,274.3,43.0,78.9,1
1350925,4.9,325.1,50.7,73.0,0
1350926,13.6,226.9,50.0,133.4,1
1350927,1.3,477.7,44.9,69.5,0
1350928,3.8,251.7,21.0,82.8,1
1350929,1.7,441.2,41.5,75.5,0
1350930,18.8,95.5,37.5,142.5,1
1350931,5.1,269.9,49.3,138.4,1
1350932,12.3,130.5,64.6,96.4,1
1350933,17.3,386.2,15.4,122.3,0
1350934,3.3,249.0,43.4,111.1,1
1350935,15.8,220.2,37.3,89.5,0
1350936,11.4,310.8,16.3,90.6,0
1350937,12.7,248.5,49.7,111.2,1
1350938,13.2,262.1,58.1,63.7,0
1350939,2.3,115.5,46.7,75.3,0
1350940,3.1,209.4,55.3,83.3,1
1350941,3.7,428.1,40.0,104.6,0
1350942,11.9,132.1,26.6,138.5,1
1350943,3.8,285.6,73.0,126.0,1
1350944,2.2,354.1,18.3,87.0,0
1350945,10.6,286.9,69.2,72.9,0
1350946,3.0,258.2,77.7,84.4,1
1350947,0.4,307.8,70.3,90.5,0
1350948,6.1,381.3,53.6,113.0,1
1350949,2.3,164.6,59.3,133.5,0
1350950,3.5,203.7,42.9,105.1,0
1350951,7.2,290.9,38.0,114.2,1
1350952,9.8,238.6,65.4,65.9,0
1350953,15.9,276.2,52.7,113.3,1
1350954,5.3,352.0,69.1,133.7,0
1350955,1.6,132.5,51.8,91.7,0
1350956,4.8,264.0,27.6,144.0,0
1350957,9.1,272.9,74.7,83.3,0
1350958,8.8,54.9,0.0,89.7,0
1350959,1.9,273.7,38.8,68.6,1
1350960,3.5,228.3,45.0,136.3,1
1350961,10.2,155.8,34.8,73.8,0
1350962,11.0,232.7,,111.8,1
1350963,4.1,220.1,41.2,51.5,1
1350964,6.8,307.8,44.2,91.7,1
1350965,2.3,208.4,76.2,108.3,1
1350966,27.4,237.6,30.7,101.3,1
1350967,0.8,94.7,32.9,70.5,0
1350968,1.3,241.7,36.9,105.9,1
1350969,5.3,201.4,37.1,94.3,0
1350970,0.9,272.3,47.7,115.6,0
1350971,1.9,316.4,29.5,125.4,0
1350972,5.3,164.2,43.0,111.7,1
1350973,15.0,297.0,42.7,57.8,1
1350974,0.5,199.8,58.4,113.3,0
1350975,7.0,290.1,38.3,82.5,0
1350976,9.1,295.1,38.0,125.8,1
1350977,0.2,225.7,62.2,72.0,1
1350978,15.4,409.0,44.5,138.9,1
1350979,8.7,308.6,14.1,96.5,0
1350980,11.2,91.7,52.3,111.2,0
1350981,10.7,267.0,34.9,151.8,1
1350982,8.4,184.5,42.2,97.7,0
1350983,38.1,160.4,48.8,168.0,0
1350984,3.4,249.2,44.2,124.7,1
1350985,2.1,285.2,50.2,120.2,1
1350986,4.4,135.4,59.1,70.3,0
1350987,10.9,223.2,17.7,89.1,1
1350988,7.1,194.3,63.3,107.4,0
1350989,2.5,281.1,55.0,100.3,1
1350990,13.6,185.0,38.6,67.0,1
1350991,2.5,265.8,51.2,88.4,1
1350992,1.7,328.5,49.9,111.3,1
1350993,9.2,234.0,42.6,117.2,0
1350994,12.9,245.1,28.7,112.9,0
1350995,12.4,313.6,34.9,100.8,0
1350996,24.3,283.0,49.0,65.5,0
1350997,9.4,217.7,25.2,103.4,0
1350998,1.8,357.7,,77.9,0
1350999,2.5,246.4,31.1,130.2,1
1351000,0.3,102.2,28.8,50.7,0
