WorkerID,SafetyTrainingHours,ComplianceScore,NearMissCount,MachineUsageHours,AccidentOccurred
1490634,29.4,48.5,92.7,46.0,1
1490635,29.1,51.9,121.5,28.0,1
1490636,21.9,48.6,82.1,31.0,1
1490637,19.6,44.5,66.4,77.0,0
1490638,15.1,45.9,65.5,25.0,0
1490639,30.9,59.9,78.0,46.0,0
1490640,8.2,35.2,124.3,46.0,1
1490641,22.3,38.3,78.0,50.0,1
1490642,43.9,39.4,54.0,21.0,1
1490643,17.1,71.2,141.7,24.0,1
1490644,11.6,62.7,92.1,59.0,1
1490645,13.7,67.3,101.4,37.0,1
1490646,18.4,54.1,105.6,32.0,1
1490647,42.4,23.1,148.5,49.0,0
1490648,27.4,41.6,96.6,46.0,1
1490649,17.1,47.1,151.2,52.0,0
1490650,31.2,29.8,107.6,52.0,0
1490651,12.0,43.1,99.6,41.0,0
1490652,9.5,30.4,96.6,40.0,1
1490653,12.1,58.3,35.0,59.0,1
1490654,30.6,45.0,93.7,14.0,0
1490655,21.6,35.3,135.3,46.0,1
1490656,9.1,34.5,75.4,40.0,1
1490657,9.5,37.9,120.3,49.0,1
1490658,38.8,23.0,108.2,43.0,1
1490659,36.6,25.3,97.3,20.0,0
1490660,23.3,32.3,65.7,44.0,1
1490661,39.4,9.4,84.8,41.0,0
1490662,8.8,53.7,89.4,28.0,0
1490663,28.9,28.9,124.3,7.0,1
1490664,32.6,35.8,59.0,39.0,1
1490665,17.3,29.3,68.8,51.0,1
1490666,31.7,75.8,72.2,15.0,1
1490667,10.8,52.7,137.6,28.0,1
1490668,22.7,47.1,116.6,25.0,1
1490669,43.8,37.9,89.6,45.0,0
1490670,34.0,55.8,148.2,51.0,1
1490671,37.3,70.0,,66.0,0
1490672,27.8,51.0,126.7,56.0,0
1490673,39.6,49.8,95.5,56.0,1
1490674,25.8,34.3,110.5,43.0,0
1490675,28.6,70.4,59.0,64.0,0
1490676,6.8,71.8,103.9,43.0,0
1490677,13.5,40.3,82.0,29.0,0
1490678,19.8,42.2,71.5,10.0,0
1490679,16.8,49.9,74.6,47.0,1
1490680,32.2,29.1,111.4,30.0,0
1490681,19.7,58.5,88.0,39.0,1
1490682,14.0,52.5,109.5,52.0,1
1490683,29.2,47.3,130.8,45.0,1
1490684,13.1,54.9,120.0,38.0,0
1490685,44.3,41.8,106.2,39.0,1
1490686,35.1,35.2,94.5,54.0,1
1490687,5.4,40.6,86.1,14.0,1
1490688,20.4,69.7,85.0,43.0,0
1490689,8.8,55.1,81.3,40.0,0
1490690,15.4,46.9,119.2,39.0,1
1490691,8.0,30.6,,55.0,0
1490692,42.3,39.7,102.9,44.0,0
1490693,43.0,53.7,67.8,44.0,0
1490694,6.3,36.9,68.8,24.0,1
1490695,16.2,69.5,64.5,67.0,0
1490696,10.6,47.6,65.1,41.0,0
1490697,12.4,40.4,106.1,58.0,1
1490698,8.8,50.0,107.7,48.0,0
1490699,37.4,35.1,117.5,37.0,0
1490700,20.7,58.2,134.0,19.0,1
1490701,23.5,20.6,112.9,60.0,0
1490702,37.8,38.4,61.5,32.0,1
1490703,5.1,36.9,76.0,59.0,0
1490704,19.2,37.5,118.9,9.0,1
1490705,21.4,22.1,110.7,48.0,1
1490706,27.0,35.9,42.5,52.0,1
1490707,18.8,28.7,118.4,59.0,1
1490708,31.8,56.9,135.9,41.0,1
1490709,28.4,42.5,123.2,83.0,0
1490710,24.3,23.3,112.5,50.0,0
1490711,8.6,20.6,90.7,23.0,0
1490712,19.3,42.6,152.2,48.0,0
1490713,34.0,35.0,112.1,56.0,0
1490714,39.1,25.4,97.1,32.0,0
1490715,43.6,34.3,93.4,53.0,1
1490716,20.9,56.1,71.6,52.0,1
1490717,10.2,48.2,80.1,58.0,0
1490718,25.8,33.1,111.1,40.0,1
1490719,6.1,71.8,63.1,29.0,0
1490720,10.8,54.6,64.9,63.0,1
1490721,24.7,57.5,137.3,41.0,0
1490722,27.9,26.5,98.8,29.0,0
1490723,38.8,14.7,93.4,22.0,1
1490724,21.9,10.6,78.9,27.0,1
1490725,15.8,38.3,107.5,19.0,0
1490726,12.2,23.6,110.4,26.0,1
1490727,41.6,33.8,124.2,42.0,1
1490728,36.0,29.1,103.4,32.0,0
1490729,19.1,49.1,92.4,58.0,1
1490730,39.8,53.3,88.2,61.0,0
1490731,35.0,38.8,87.2,61.0,0
1490732,19.3,30.6,100.6,33.0,0
1490733,30.0,45.5,124.3,53.0,0
1490734,12.4,50.7,116.7,33.0,0
1490735,34.2,38.0,78.3,66.0,1
1490736,14.2,51.3,57.5,6.0,1
1490737,28.2,27.8,141.9,26.0,1
1490738,44.1,41.4,68.4,38.0,0
1490739,37.0,36.6,113.6,25.0,0
1490740,36.4,58.1,123.8,50.0,0
1490741,41.9,23.6,124.5,58.0,1
1490742,26.6,42.5,81.9,42.0,0
1490743,37.9,53.6,60.5,67.0,1
1490744,35.7,51.6,111.1,26.0,0
1490745,24.9,34.5,89.4,31.0,0
1490746,40.2,57.0,101.0,34.0,1
1490747,34.0,59.9,106.9,37.0,0
1490748,8.4,51.3,111.3,51.0,0
1490749,12.0,50.8,107.2,31.0,0
1490750,44.4,44.7,69.9,30.0,1
1490751,18.3,45.5,147.5,42.0,0
1490752,19.8,38.4,71.4,57.0,0
1490753,32.9,67.7,117.9,4.0,0
1490754,35.2,58.9,64.8,66.0,0
1490755,29.4,69.2,82.4,31.0,0
1490756,35.8,46.6,126.1,32.0,1
1490757,8.5,47.0,121.5,62.0,0
1490758,44.2,81.1,97.8,47.0,1
1490759,44.8,21.1,112.3,38.0,0
1490760,22.1,7.5,101.2,59.0,1
1490761,19.8,71.1,94.9,43.0,1
1490762,17.9,27.3,89.3,42.0,1
1490763,10.9,37.4,129.5,33.0,0
1490764,25.3,23.3,111.2,56.0,1
1490765,32.1,37.5,114.8,17.0,0
1490766,22.5,36.8,116.8,38.0,1
1490767,40.5,28.2,70.8,35.0,0
1490768,32.6,51.2,101.4,49.0,0
1490769,10.4,38.8,96.8,37.0,1
1490770,26.9,81.8,58.3,54.0,0
1490771,35.3,85.5,126.3,63.0,1
1490772,16.4,41.6,84.4,66.0,0
1490773,33.5,49.2,94.8,41.0,0
1490774,7.9,41.3,62.0,16.0,0
1490775,20.0,30.5,125.5,45.0,0
1490776,10.9,35.8,63.3,47.0,0
1490777,26.4,18.6,73.2,66.0,1
1490778,41.9,39.9,135.7,24.0,1
1490779,39.7,38.7,73.8,29.0,1
1490780,36.9,43.4,151.0,64.0,1
1490781,25.6,56.3,88.7,78.0,0
1490782,37.2,83.3,53.4,45.0,1
1490783,29.9,34.0,51.9,53.0,1
1490784,17.9,25.3,107.9,31.0,0
1490785,34.5,44.6,102.0,50.0,1
1490786,19.7,42.6,117.6,56.0,0
1490787,30.9,41.7,106.4,55.0,1
1490788,13.2,42.6,125.0,69.0,1
1490789,14.6,17.7,127.2,42.0,0
1490790,24.9,57.6,89.2,36.0,1
1490791,24.5,59.5,99.1,10.0,0
1490792,11.6,36.2,133.6,32.0,1
1490793,34.4,40.9,116.0,23.0,0
1490794,27.8,56.6,79.3,50.0,1
1490795,27.6,24.4,130.4,35.0,0
1490796,7.8,44.7,115.7,53.0,1
1490797,10.9,20.3,156.8,80.0,1
1490798,33.5,43.9,59.2,45.0,0
1490799,36.6,55.8,115.3,56.0,0
1490800,34.4,44.0,102.1,58.0,1
1490801,25.9,65.7,128.4,34.0,1
1490802,43.5,48.1,120.2,26.0,0
1490803,18.9,73.6,63.5,36.0,1
1490804,26.5,33.1,80.1,68.0,1
1490805,7.0,30.4,115.4,54.0,1
1490806,18.7,47.6,94.5,37.0,1
1490807,29.4,28.4,122.7,48.0,0
1490808,23.3,37.3,103.2,43.0,0
1490809,5.6,53.2,97.3,40.0,1
1490810,39.3,53.7,68.8,56.0,0
1490811,37.1,32.0,99.4,48.0,0
1490812,36.0,58.0,66.7,46.0,0
1490813,24.2,39.6,91.8,61.0,1
1490814,16.1,55.3,131.3,70.0,1
1490815,35.2,49.3,109.0,38.0,0
1490816,39.7,42.9,112.0,57.0,1
1490817,14.5,61.1,113.8,13.0,0
1490818,39.0,46.2,149.1,12.0,0
1490819,18.8,62.2,129.9,32.0,1
1490820,21.4,45.5,63.3,28.0,1
1490821,37.5,54.4,103.5,61.0,1
1490822,9.7,35.2,126.2,36.0,1
1490823,14.8,40.7,114.7,19.0,0
1490824,7.9,57.6,97.8,49.0,1
1490825,10.3,35.0,100.1,36.0,1
1490826,22.6,27.3,63.1,52.0,1
1490827,20.1,52.0,139.5,61.0,1
1490828,6.5,37.4,94.3,22.0,0
1490829,10.3,62.5,96.2,22.0,1
1490830,20.3,68.8,113.0,31.0,1
1490831,37.2,25.8,116.3,51.0,0
1490832,39.5,35.6,84.9,72.0,0
1490833,8.2,49.9,119.2,66.0,0
1490834,35.1,63.4,89.5,52.0,0
1490835,34.7,44.7,118.1,50.0,1
1490836,36.6,50.5,123.0,40.0,1
1490837,28.9,40.4,150.9,50.0,1
1490838,40.8,58.3,61.0,36.0,1
1490839,42.2,48.3,120.5,46.0,0
1490840,14.1,38.4,93.5,38.0,0
1490841,13.3,52.9,52.0,66.0,0
1490842,7.2,43.7,99.1,23.0,1
1490843,41.0,36.9,25.6,37.0,0
1490844,23.4,52.1,107.1,17.0,1
1490845,10.6,62.0,87.8,54.0,0
1490846,30.4,25.1,73.7,69.0,0
1490847,22.8,39.9,170.1,42.0,0
1490848,8.5,52.5,114.7,45.0,1
1490849,30.5,12.4,52.3,18.0,1
1490850,31.6,43.6,88.0,30.0,1
1490851,7.0,55.3,124.2,49.0,1
1490852,13.6,49.6,75.4,38.0,0
1490853,25.0,70.7,102.1,23.0,1
1490854,35.4,36.6,92.3,2.0,0
1490855,29.3,49.9,126.5,29.0,1
1490856,6.0,35.0,101.5,63.0,0
1490857,14.5,35.5,145.9,32.0,1
1490858,25.6,39.0,119.3,39.0,1
1490859,44.3,24.2,72.6,64.0,1
1490860,19.7,51.7,105.9,39.0,1
1490861,13.1,38.9,108.5,55.0,0
1490862,42.1,32.8,135.5,49.0,0
1490863,25.0,34.0,,45.0,1
1490864,26.4,50.7,78.0,25.0,0
1490865,6.2,49.4,,47.0,1
1490866,10.3,26.6,114.1,45.0,0
1490867,10.3,43.5,130.1,39.0,1
1490868,5.9,43.0,43.2,20.0,1
1490869,35.1,39.3,123.1,28.0,1
1490870,11.2,51.9,115.8,47.0,0
1490871,41.3,60.4,117.0,56.0,0
1490872,28.1,24.5,125.9,39.0,1
1490873,32.9,35.9,76.2,53.0,0
1490874,5.4,37.1,117.2,47.0,1
1490875,14.2,33.0,119.8,60.0,0
1490876,24.3,34.0,82.7,40.0,1
1490877,35.6,69.3,120.9,49.0,0
1490878,16.1,30.3,95.8,45.0,0
1490879,18.4,36.5,108.3,40.0,0
1490880,40.9,35.6,114.2,35.0,0
1490881,23.1,29.1,117.9,37.0,1
1490882,30.5,27.2,86.7,1.0,0
1490883,17.4,39.4,122.6,40.0,1
1490884,17.0,56.2,103.9,41.0,1
1490885,22.2,34.1,58.2,45.0,1
1490886,43.8,31.7,140.3,36.0,1
1490887,14.5,62.5,142.5,48.0,0
1490888,44.2,35.0,114.9,45.0,1
1490889,9.1,49.7,91.6,26.0,0
1490890,33.3,34.3,85.5,50.0,0
1490891,14.0,50.2,76.5,38.0,1
1490892,8.1,69.3,85.6,23.0,1
1490893,33.3,80.6,101.5,36.0,0
1490894,26.8,52.6,100.9,49.0,1
1490895,29.6,63.0,88.5,66.0,1
1490896,43.8,34.4,137.2,56.0,1
1490897,43.4,57.4,111.5,61.0,0
1490898,9.4,23.2,103.7,35.0,0
1490899,16.9,49.7,120.6,58.0,1
1490900,31.8,31.8,109.4,56.0,1
1490901,20.9,58.6,64.2,31.0,0
1490902,19.2,37.4,124.7,51.0,0
1490903,25.1,24.6,121.0,37.0,1
1490904,36.1,37.6,82.7,23.0,0
1490905,15.7,44.1,56.2,56.0,1
1490906,28.1,39.0,106.5,55.0,1
1490907,42.2,26.7,41.9,33.0,0
1490908,43.4,59.2,104.3,53.0,1
1490909,40.9,37.4,108.1,42.0,0
1490910,34.8,79.4,84.6,47.0,0
1490911,15.2,31.1,49.6,23.0,1
1490912,7.4,41.0,135.6,20.0,0
1490913,31.3,13.1,133.1,47.0,0
1490914,43.2,43.1,108.4,52.0,1
1490915,16.1,15.9,97.5,37.0,0
1490916,31.9,30.0,108.5,58.0,1
1490917,19.7,43.2,98.7,30.0,1
1490918,24.2,20.3,92.3,37.0,1
1490919,12.3,32.7,84.0,46.0,0
1490920,36.2,63.6,84.5,37.0,0
1490921,30.2,37.9,97.1,48.0,0
1490922,25.9,40.6,80.6,30.0,1
1490923,9.4,42.4,123.7,35.0,1
1490924,42.8,46.5,108.9,24.0,0
1490925,16.3,36.4,118.0,40.0,0
1490926,23.7,61.4,106.9,48.0,1
1490927,7.3,26.2,125.5,35.0,1
1490928,23.5,30.8,82.4,40.0,1
1490929,19.2,37.7,118.8,58.0,1
1490930,5.8,77.2,58.2,53.0,1
1490931,40.5,39.9,87.3,48.0,1
1490932,30.1,68.6,93.1,46.0,1
1490933,39.0,70.0,111.3,51.0,0
1490934,31.4,41.8,100.7,51.0,0
1490935,7.0,42.8,67.9,63.0,0
1490936,19.5,55.3,124.7,55.0,1
1490937,34.4,55.2,77.2,23.0,0
1490938,15.3,40.1,81.6,64.0,0
1490939,25.4,39.6,90.0,60.0,1
1490940,31.4,43.3,73.6,36.0,1
1490941,28.6,53.7,47.0,44.0,1
1490942,11.6,37.5,127.1,45.0,0
1490943,8.1,30.7,123.0,47.0,1
1490944,5.6,55.4,76.3,41.0,0
1490945,6.5,47.7,128.4,5.0,0
1490946,28.1,43.2,68.1,42.0,0
1490947,34.1,7.1,84.5,41.0,1
1490948,31.7,22.5,103.8,57.0,0
1490949,17.4,57.5,135.1,57.0,0
1490950,39.3,30.9,126.9,75.0,0
1490951,29.2,23.0,85.5,15.0,0
1490952,34.4,49.8,132.3,54.0,1
1490953,36.9,30.7,133.4,8.0,0
1490954,10.0,61.4,144.6,43.0,1
1490955,5.8,41.3,104.5,31.0,1
1490956,30.2,45.2,140.9,73.0,0
1490957,21.6,30.4,93.6,26.0,1
1490958,38.8,59.3,83.0,46.0,1
1490959,19.9,40.1,106.1,61.0,1
1490960,8.1,37.9,121.6,36.0,1
1490961,8.0,53.9,94.3,39.0,0
1490962,25.6,36.3,97.7,24.0,0
1490963,21.1,52.7,81.1,38.0,0
1490964,41.1,65.1,120.2,25.0,0
1490965,29.1,51.8,109.9,51.0,0
1490966,14.5,71.6,75.3,51.0,1
1490967,19.0,53.4,100.2,48.0,1
1490968,31.0,35.1,113.2,34.0,0
1490969,10.8,40.2,66.7,1.0,0
1490970,36.4,53.6,89.9,32.0,1
1490971,41.0,54.6,123.1,30.0,0
1490972,27.8,37.7,130.5,55.0,0
1490973,8.1,38.2,106.4,41.0,1
1490974,11.2,9.4,59.9,41.0,0
1490975,41.0,37.3,121.6,57.0,1
1490976,22.8,32.7,58.3,72.0,1
1490977,38.8,82.5,96.6,64.0,0
1490978,13.4,68.9,80.2,40.0,0
1490979,6.9,31.0,111.9,35.0,0
1490980,18.1,31.1,85.1,51.0,0
1490981,22.5,66.8,110.5,52.0,0
1490982,42.5,44.3,59.4,52.0,0
1490983,23.6,38.1,73.9,52.0,0
1490984,15.7,31.8,120.0,28.0,1
1490985,19.8,25.1,107.7,23.0,0
1490986,15.6,26.2,141.0,42.0,1
1490987,19.2,31.6,113.9,14.0,0
1490988,41.2,64.7,90.9,44.0,0
1490989,10.1,57.3,75.0,53.0,1
1490990,40.2,34.3,85.8,35.0,0
1490991,18.6,42.0,69.5,30.0,0
1490992,6.8,56.3,98.7,31.0,1
1490993,20.4,58.2,112.9,32.0,0
1490994,10.9,39.9,79.7,53.0,0
1490995,19.4,34.2,60.4,38.0,1
1490996,22.9,21.7,64.1,28.0,0
1490997,20.8,25.1,103.9,52.0,1
1490998,6.7,30.4,115.4,63.0,0
1490999,43.1,50.1,103.4,44.0,1
1491000,7.2,30.8,89.1,16.0,0
