RouteID,DeliveryDistance_Km,TrafficCongestionIndex,StopCount,TimeWindowMinutes,OnTimeDelivery
1320633,3.4,109.5,83.9,8.6,1
1320634,16.8,137.7,142.0,3.0,0
1320635,6.0,136.5,102.1,31.4,1
1320636,1.6,107.5,125.0,3.5,0
1320637,3.9,93.3,120.6,7.0,1
1320638,1.8,90.1,85.4,13.8,1
1320639,26.5,147.0,68.3,2.2,0
1320640,4.8,146.4,106.1,2.9,0
1320641,13.0,63.5,137.6,22.2,1
1320642,7.0,110.9,67.3,9.1,0
1320643,2.6,126.8,74.9,21.4,0
1320644,12.2,85.8,92.2,10.2,1
1320645,52.9,98.3,92.3,14.5,0
1320646,9.0,83.4,91.6,5.5,0
1320647,1.8,99.0,132.6,21.6,1
1320648,0.8,82.0,72.4,16.8,0
1320649,9.0,121.7,64.3,24.2,1
1320650,4.5,88.6,94.3,19.8,1
1320651,13.6,122.0,80.0,2.3,0
1320652,14.5,96.5,66.6,7.6,0
1320653,5.6,107.1,122.6,39.1,1
1320654,11.4,104.6,101.2,4.7,0
1320655,11.9,144.0,93.2,24.3,1
1320656,0.9,68.6,105.5,7.6,0
1320657,7.2,111.1,117.9,1.0,1
1320658,0.9,108.2,123.0,4.2,0
1320659,0.1,145.6,68.4,43.8,1
1320660,15.5,71.7,99.0,2.4,1
1320661,7.3,86.9,111.3,5.2,1
1320662,5.9,114.0,122.9,2.9,1
1320663,12.4,95.5,111.2,10.6,0
1320664,5.0,120.5,102.6,13.5,0
1320665,7.8,109.6,116.2,43.2,1
1320666,12.0,112.3,109.9,13.6,0
1320667,2.2,109.8,99.8,14.7,1
1320668,5.6,116.9,60.3,30.5,0
1320669,11.2,,88.7,10.6,1
1320670,6.2,81.2,80.9,52.7,1
1320671,1.7,105.1,91.9,16.9,0
1320672,20.7,76.1,106.1,1.6,0
1320673,2.8,107.2,119.6,6.0,0
1320674,5.4,86.2,72.1,11.6,0
1320675,0.6,,127.1,1.1,0
1320676,0.7,51.0,76.3,11.8,0
1320677,4.3,123.5,88.2,7.3,0
1320678,7.5,101.2,113.4,24.4,1
1320679,1.5,113.2,72.1,11.0,1
1320680,2.1,81.9,99.3,8.3,0
1320681,38.5,64.5,59.9,1.9,1
1320682,18.4,102.9,46.5,2.5,0
1320683,13.9,117.7,144.2,19.6,1
1320684,0.7,135.8,123.2,19.8,1
1320685,3.0,87.3,109.4,10.4,0
1320686,21.9,110.6,103.0,25.8,1
1320687,3.4,94.2,86.4,6.0,1
1320688,7.6,34.7,153.9,1.0,0
1320689,1.9,136.0,140.1,13.5,0
1320690,6.0,,60.3,5.2,0
1320691,7.2,83.9,81.0,29.8,0
1320692,0.3,78.3,97.4,10.3,0
1320693,5.2,125.1,58.7,7.5,1
1320694,0.9,67.4,111.9,21.8,1
1320695,9.3,97.1,117.0,41.5,1
1320696,7.6,84.8,76.8,15.4,0
1320697,20.9,,62.4,16.5,0
1320698,9.9,52.1,132.0,31.4,0
1320699,9.1,90.8,101.4,16.0,0
1320700,7.0,128.0,87.2,6.3,0
1320701,2.8,119.3,134.4,14.0,0
1320702,42.6,84.0,84.0,18.1,0
1320703,1.6,104.4,72.3,52.9,1
1320704,18.7,68.8,89.2,44.5,0
1320705,15.5,97.1,55.5,21.8,0
1320706,4.1,108.6,77.1,1.5,0
1320707,20.3,78.6,104.1,6.3,0
1320708,1.9,108.3,76.7,1.0,0
1320709,0.9,102.1,55.2,23.7,1
1320710,4.1,82.2,105.9,1.0,0
1320711,13.6,101.2,72.4,8.5,0
1320712,15.1,98.5,104.4,1.0,1
1320713,26.1,85.6,122.5,14.0,1
1320714,4.7,74.9,113.1,21.9,1
1320715,10.0,177.1,96.3,18.8,0
1320716,10.9,115.9,76.2,7.7,0
1320717,13.7,92.8,128.5,1.0,0
1320718,6.7,120.7,47.5,9.9,1
1320719,11.8,117.5,138.8,8.7,1
1320720,0.3,138.0,91.8,4.2,0
1320721,7.0,107.5,100.8,66.1,0
1320722,19.7,111.6,66.2,8.6,0
1320723,5.3,93.6,102.0,69.1,0
1320724,14.5,100.2,84.5,8.3,0
1320725,9.8,107.3,153.5,3.5,1
1320726,4.0,114.4,91.6,17.3,1
1320727,1.7,98.9,87.2,3.6,0
1320728,12.3,107.5,95.9,40.6,0
1320729,7.1,70.5,114.8,19.4,1
1320730,11.5,109.9,76.7,6.7,1
1320731,8.8,142.2,137.2,6.5,0
1320732,17.3,141.7,116.1,5.4,1
1320733,9.4,141.0,104.9,1.1,0
1320734,5.6,124.7,135.1,15.9,1
1320735,5.4,91.5,104.0,17.4,1
1320736,10.6,102.9,137.7,7.3,0
1320737,19.6,78.2,105.1,22.7,1
1320738,1.8,94.2,97.0,13.5,0
1320739,23.2,84.0,75.5,22.1,0
1320740,12.8,66.2,112.7,12.5,0
1320741,5.8,82.1,89.5,13.9,1
1320742,3.4,68.0,93.4,7.3,0
1320743,2.4,95.7,76.8,11.9,0
1320744,5.5,93.9,62.6,10.0,1
1320745,1.0,127.5,69.7,7.2,0
1320746,8.5,92.3,45.0,37.8,1
1320747,12.8,93.7,95.5,15.0,1
1320748,0.2,59.4,114.2,49.7,1
1320749,18.5,138.6,80.9,3.0,1
1320750,2.0,120.7,113.0,2.3,0
1320751,8.8,122.8,100.3,22.7,0
1320752,1.1,71.7,152.5,19.4,0
1320753,32.7,77.7,101.9,17.0,0
1320754,6.8,36.8,84.5,16.1,0
1320755,14.0,105.7,95.9,5.9,1
1320756,1.4,76.8,129.9,4.1,0
1320757,39.3,101.6,129.1,2.5,0
1320758,6.0,66.2,108.3,53.1,1
1320759,25.6,103.5,83.4,8.4,1
1320760,10.3,110.6,98.7,8.8,0
1320761,1.8,74.1,134.2,1.5,0
1320762,12.6,142.1,128.3,27.7,0
1320763,0.1,137.2,101.0,4.1,0
1320764,2.7,96.7,122.7,7.4,1
1320765,2.3,106.1,89.0,2.5,1
1320766,7.2,82.0,115.8,4.6,0
1320767,3.0,,70.7,1.5,1
1320768,6.1,106.4,109.5,1.0,0
1320769,3.7,78.3,112.2,19.5,1
1320770,2.5,47.6,125.9,75.5,0
1320771,23.0,121.2,101.0,14.4,0
1320772,7.5,71.5,92.0,8.0,0
1320773,3.5,92.9,102.0,37.0,1
1320774,15.4,89.1,143.5,2.6,0
1320775,3.5,101.1,95.1,11.9,0
1320776,14.7,104.4,126.4,7.5,1
1320777,3.8,75.0,82.7,12.8,1
1320778,6.3,81.1,115.8,13.0,1
1320779,10.1,36.3,132.2,14.8,1
1320780,10.1,96.1,153.9,2.1,0
1320781,2.2,92.3,68.1,18.0,1
1320782,13.6,115.1,101.7,39.2,1
1320783,7.8,85.8,136.7,29.9,0
1320784,2.4,129.2,122.9,1.4,1
1320785,18.5,93.6,106.5,2.1,1
1320786,0.3,130.2,120.5,37.3,1
1320787,8.4,55.3,122.1,6.6,1
1320788,18.8,68.3,110.1,12.8,0
1320789,3.7,92.7,82.6,29.3,1
1320790,0.5,123.8,170.4,14.6,0
1320791,9.6,109.9,109.5,2.9,1
1320792,0.1,122.9,111.5,54.5,1
1320793,12.9,86.4,84.5,2.4,0
1320794,0.5,97.3,102.2,10.2,0
1320795,12.7,119.7,104.9,1.0,0
1320796,5.0,72.5,92.8,11.1,1
1320797,6.5,84.1,109.2,1.1,0
1320798,13.2,131.7,140.1,5.2,0
1320799,1.2,107.7,53.1,4.8,0
1320800,6.3,125.1,92.7,2.3,0
1320801,3.8,113.5,43.8,2.0,1
1320802,24.3,68.1,107.4,2.9,0
1320803,0.2,72.4,78.0,15.0,0
1320804,31.4,90.8,110.9,3.4,0
1320805,14.4,145.8,108.8,1.5,0
1320806,11.8,89.0,96.4,7.6,0
1320807,2.5,94.6,145.4,1.6,0
1320808,22.1,83.4,127.5,1.9,0
1320809,2.9,68.3,99.8,15.1,1
1320810,1.3,,75.1,7.2,0
1320811,13.1,144.1,76.8,29.6,1
1320812,9.1,91.9,111.3,7.4,0
1320813,4.8,149.4,122.9,1.0,1
1320814,6.5,,71.8,16.6,1
1320815,7.6,93.1,80.4,7.1,0
1320816,6.0,76.5,106.2,26.0,0
1320817,18.0,117.6,110.0,43.1,1
1320818,4.4,131.7,107.9,14.4,0
1320819,32.2,80.2,151.2,13.7,0
1320820,10.0,104.5,137.0,3.6,0
1320821,11.2,96.1,104.4,2.4,0
1320822,12.7,132.8,88.8,21.2,1
1320823,5.1,61.3,80.0,9.6,0
1320824,1.1,103.3,116.7,27.3,1
1320825,12.0,98.3,104.3,25.8,0
1320826,22.7,92.3,123.5,3.1,1
1320827,0.1,128.5,97.9,1.5,1
1320828,6.0,111.8,81.0,39.2,0
1320829,10.9,148.0,89.4,12.9,0
1320830,0.5,121.3,104.1,4.1,0
1320831,2.8,81.9,96.5,35.4,0
1320832,26.3,123.2,138.3,1.1,1
1320833,21.0,74.6,133.4,3.3,0
1320834,6.9,69.3,70.3,10.3,0
1320835,9.5,116.8,88.0,21.0,0
1320836,5.8,80.5,121.0,13.2,1
1320837,10.4,139.6,58.1,11.5,1
1320838,3.0,103.7,81.9,2.6,1
1320839,1.4,123.6,95.7,11.4,1
1320840,1.1,45.4,92.6,1.0,0
1320841,0.1,155.8,68.5,12.5,1
1320842,1.1,42.6,109.6,13.2,1
1320843,4.6,111.2,134.7,11.4,0
1320844,4.4,112.0,124.6,6.0,1
1320845,1.0,69.3,79.2,1.0,0
1320846,3.6,104.2,108.8,1.0,1
1320847,13.1,104.1,93.6,27.7,1
1320848,8.6,86.9,132.2,46.5,1
1320849,3.7,85.4,101.4,12.0,1
1320850,3.8,91.4,77.2,19.7,1
1320851,17.5,83.6,89.6,8.4,1
1320852,19.3,105.5,95.1,47.0,1
1320853,2.4,78.4,82.0,2.1,0
1320854,4.1,106.0,109.3,2.7,0
1320855,17.3,45.3,49.1,6.9,0
1320856,7.4,118.3,104.9,33.9,1
1320857,1.0,123.5,67.9,7.5,0
1320858,4.8,65.9,75.2,1.0,1
1320859,1.8,59.7,116.7,18.3,1
1320860,8.6,83.4,93.3,27.1,0
1320861,9.3,108.3,95.3,5.5,1
1320862,14.5,123.6,128.9,8.7,1
1320863,5.8,92.7,95.5,1.0,0
1320864,19.3,111.0,129.9,1.4,0
1320865,33.7,90.0,84.9,9.0,0
1320866,2.8,92.9,151.2,27.9,1
1320867,6.2,103.1,68.9,25.6,1
1320868,1.8,80.3,134.3,9.6,0
1320869,0.7,106.7,83.1,5.4,1
1320870,1.5,88.4,108.1,9.4,0
1320871,1.5,123.7,150.8,9.2,0
1320872,0.4,89.0,138.5,38.6,1
1320873,3.4,116.5,99.7,16.6,1
1320874,0.6,116.8,102.5,9.8,1
1320875,9.0,102.6,89.4,1.0,0
1320876,3.3,34.0,100.0,1.9,0
1320877,3.6,97.2,180.7,36.3,1
1320878,45.4,77.7,96.2,31.7,0
1320879,5.4,86.3,94.8,1.0,1
1320880,16.7,117.1,105.9,11.2,1
1320881,14.5,109.6,94.4,6.3,0
1320882,10.5,95.1,48.1,19.9,1
1320883,23.1,116.3,104.5,6.2,0
1320884,2.8,90.1,116.0,26.0,1
1320885,0.8,82.8,177.8,11.7,0
1320886,16.5,98.6,98.7,1.0,0
1320887,2.5,76.7,111.2,7.2,1
1320888,8.8,102.3,93.0,6.6,0
1320889,5.7,120.7,70.6,29.2,1
1320890,9.0,122.1,88.3,20.6,1
1320891,19.1,79.2,105.6,10.5,0
1320892,4.9,106.2,69.3,11.8,1
1320893,2.7,65.7,155.0,31.3,0
1320894,6.6,107.2,87.4,1.8,0
1320895,11.7,102.3,98.1,1.0,1
1320896,6.2,127.4,154.7,16.6,0
1320897,7.6,104.9,135.7,16.2,1
1320898,5.4,88.8,91.1,25.5,0
1320899,12.3,62.8,98.0,11.7,1
1320900,3.9,,128.8,8.4,0
1320901,10.4,94.4,116.9,36.5,1
1320902,9.0,36.1,100.4,8.5,1
1320903,17.8,75.0,81.8,1.3,1
1320904,1.2,60.5,99.2,38.0,0
1320905,14.0,70.6,61.1,4.8,0
1320906,1.7,141.3,137.6,13.4,0
1320907,3.0,60.8,83.5,20.6,1
1320908,2.9,75.8,117.9,2.4,0
1320909,1.6,72.7,144.2,25.6,1
1320910,6.6,89.7,96.5,3.2,1
1320911,15.7,87.2,167.3,47.0,1
1320912,18.2,108.7,144.2,6.1,0
1320913,11.9,96.9,92.4,18.4,1
1320914,0.2,111.6,64.2,17.6,1
1320915,13.7,106.8,119.0,15.2,1
1320916,2.7,107.1,108.7,1.7,0
1320917,14.8,113.7,63.6,1.0,0
1320918,8.0,118.8,125.0,18.2,1
1320919,16.8,103.3,70.7,21.1,0
1320920,4.8,114.7,91.8,1.1,1
1320921,6.8,104.7,105.9,21.8,0
1320922,4.6,163.3,78.3,10.7,0
1320923,19.5,69.9,91.1,18.4,0
1320924,12.1,83.0,124.6,1.8,1
1320925,5.1,121.4,73.6,5.3,0
1320926,22.9,66.6,157.5,2.1,0
1320927,1.0,107.1,125.4,14.6,0
1320928,0.4,62.8,87.0,20.7,1
1320929,11.2,67.3,120.2,10.2,1
1320930,17.4,133.7,54.4,26.8,0
1320931,11.9,121.9,109.0,63.0,1
1320932,15.7,102.8,145.1,20.9,1
1320933,14.4,101.6,75.5,10.3,0
1320934,30.8,77.2,137.6,17.7,1
1320935,1.6,109.0,118.3,6.1,0
1320936,23.3,77.2,99.7,32.5,0
1320937,4.8,108.5,121.0,56.1,1
1320938,6.1,34.2,120.9,3.0,0
1320939,6.7,77.2,92.0,52.8,1
1320940,5.6,128.2,91.5,41.7,0
1320941,12.0,86.8,83.2,1.0,0
1320942,3.7,72.6,90.0,17.9,0
1320943,0.3,92.2,118.8,2.4,1
1320944,8.8,129.0,74.7,13.1,0
1320945,2.4,111.8,87.9,9.1,0
1320946,15.1,71.2,120.5,36.1,0
1320947,18.1,86.3,88.7,3.6,1
1320948,6.7,116.8,61.1,9.3,0
1320949,2.3,106.9,84.6,35.7,1
1320950,9.3,159.0,88.2,17.3,0
1320951,0.6,104.0,67.1,18.5,0
1320952,8.7,109.4,110.0,10.1,0
1320953,9.7,91.6,105.0,6.6,1
1320954,14.8,156.6,98.6,7.4,1
1320955,0.1,76.2,96.2,40.7,1
1320956,5.6,54.1,107.4,4.6,0
1320957,9.4,147.5,88.6,35.7,1
1320958,2.6,83.9,83.2,8.4,0
1320959,1.9,147.2,126.1,38.6,1
1320960,0.7,116.1,155.3,15.1,1
1320961,1.4,116.1,139.7,18.0,0
1320962,2.7,85.6,98.2,1.9,0
1320963,19.7,115.3,100.6,24.7,1
1320964,0.3,104.8,68.9,30.9,1
1320965,2.3,77.9,150.8,27.1,1
1320966,6.1,160.4,121.9,9.2,1
1320967,5.6,109.1,79.2,8.8,0
1320968,8.4,60.3,116.2,1.0,1
1320969,2.7,68.5,119.3,3.8,0
1320970,4.0,140.1,109.7,5.2,0
1320971,5.8,113.0,105.9,12.1,0
1320972,10.7,84.2,109.0,1.9,0
1320973,3.6,76.2,117.2,13.6,0
1320974,13.1,,115.2,8.4,0
1320975,2.9,102.6,100.1,6.0,0
1320976,4.0,105.1,67.2,5.5,0
1320977,3.1,110.0,86.9,1.8,0
1320978,11.2,141.8,87.4,8.6,0
1320979,10.0,78.0,112.3,1.1,0
1320980,1.8,104.9,136.0,3.0,0
1320981,1.7,92.7,62.4,18.1,0
1320982,28.5,137.2,144.7,14.9,0
1320983,11.1,130.9,96.7,32.0,0
1320984,4.9,82.4,86.5,24.0,1
1320985,21.4,84.6,101.4,41.5,1
1320986,8.7,85.9,63.8,11.7,0
1320987,9.1,120.0,98.6,19.3,1
1320988,0.1,121.5,87.0,28.1,1
1320989,8.1,57.9,112.4,20.3,0
1320990,6.1,110.0,84.3,12.9,1
1320991,2.6,143.8,69.4,20.2,0
1320992,19.5,75.0,112.6,29.1,0
1320993,13.4,69.7,116.1,38.0,1
1320994,2.1,84.0,79.1,26.7,1
1320995,9.4,99.2,137.4,30.8,0
1320996,4.3,82.3,75.4,19.2,0
1320997,3.0,119.7,90.2,6.1,0
1320998,10.9,123.1,120.4,16.9,0
1320999,11.0,153.0,83.7,4.9,0
1321000,1.4,146.4,151.5,8.3,0
