JobID,ExpYears,EducationLevel,RoleCategory,IsRemote,Salary
770634,23,Bachelors,Software,No,126876.25
770635,12,Bachelors,Marketing,No,85206.66
770636,10,Masters,Data Science,No,103067.16
770637,13,Bachelors,Marketing,No,77233.35
770638,7,Bachelors,Software,Yes,83723.22
770639,6,PhD,Marketing,Yes,75274.87
770640,20,Masters,Marketing,No,118529.36
770641,5,Bachelors,Software,No,79275.57
770642,10,Bachelors,Software,Yes,85903.15
770643,14,Bachelors,Data Science,Yes,94187.28
770644,0,Bachelors,Software,Yes,55340.98
770645,14,Bachelors,HR,No,92811.24
770646,12,Bachelors,Software,No,101047.01
770647,18,Masters,Marketing,Yes,101879.24
770648,23,Masters,HR,Yes,121912.89
770649,14,Bachelors,Marketing,Yes,85630.35
770650,20,Bachelors,Software,No,121438.59
770651,0,Bachelors,Data Science,No,56575.28
770652,24,Bachelors,HR,Yes,116663.63
770653,16,Masters,Data Science,No,124980.81
770654,2,Bachelors,Data Science,No,65393.38
770655,11,Bachelors,Software,No,95750.18
770656,12,Bachelors,Data Science,No,87885.75
770657,23,Bachelors,Marketing,Yes,103359.33
770658,18,Bachelors,Software,Yes,114386.42
770659,5,Bachelors,Marketing,No,60637.87
770660,8,Bachelors,HR,Yes,60494.57
770661,10,Bachelors,Software,Yes,76997.56
770662,24,Masters,HR,No,
770663,14,Masters,Software,Yes,103508.0
770664,9,Bachelors,Data Science,No,85810.93
770665,11,Masters,Data Science,No,110287.77
770666,23,Bachelors,HR,No,118722.33
770667,3,Bachelors,Data Science,No,72869.03
770668,15,PhD,Software,No,120560.56
770669,12,Bachelors,HR,Yes,79949.12
770670,1,Bachelors,Software,No,58499.08
770671,13,Bachelors,Data Science,No,103693.43
770672,0,Bachelors,Data Science,Yes,64808.68
770673,19,Bachelors,Marketing,Yes,93730.83
770674,5,Masters,Data Science,Yes,84642.43
770675,11,Masters,Software,Yes,93323.75
770676,19,Bachelors,Data Science,Yes,122350.33
770677,19,Bachelors,Software,Yes,111273.73
770678,1,Bachelors,Data Science,No,64886.41
770679,2,Bachelors,Marketing,Yes,48165.75
770680,22,Masters,HR,No,126197.76
770681,17,Bachelors,Software,Yes,101951.46
770682,19,PhD,Data Science,Yes,133634.19
770683,13,PhD,Marketing,Yes,110258.28
770684,21,Bachelors,Software,No,121665.12
770685,4,Bachelors,Marketing,No,55836.54
770686,20,Bachelors,HR,No,106423.42
770687,0,Bachelors,Software,No,57716.88
770688,24,Bachelors,Software,No,126060.21
770689,0,Masters,HR,No,58298.77
770690,0,Masters,Data Science,Yes,65456.76
770691,2,Masters,Software,No,66138.44
770692,4,Bachelors,Data Science,No,71875.56
770693,23,Masters,Software,Yes,129321.8
770694,4,Bachelors,Software,Yes,78767.23
770695,5,PhD,Data Science,Yes,93839.04
770696,24,Bachelors,HR,No,125032.74
770697,22,Masters,HR,No,122309.84
770698,20,Bachelors,Data Science,Yes,116236.45
770699,1,Masters,Marketing,Yes,44516.56
770700,14,Bachelors,Marketing,No,87991.08
770701,0,Bachelors,Software,No,49424.91
770702,21,Masters,Data Science,Yes,129249.2
770703,10,Masters,Software,No,97441.57
770704,6,Bachelors,Data Science,No,78751.05
770705,16,Masters,Software,Yes,109355.19
770706,24,Bachelors,HR,No,119061.16
770707,1,PhD,Software,No,84491.53
770708,17,Bachelors,HR,No,95834.84
770709,13,Masters,Software,No,108301.81
770710,16,Masters,Software,Yes,115993.91
770711,19,Bachelors,Software,Yes,111992.29
770712,17,Bachelors,Data Science,No,116008.9
770713,10,Bachelors,Software,Yes,86861.01
770714,11,Masters,Software,No,109247.45
770715,2,Masters,Software,No,73299.83
770716,12,Bachelors,Software,No,97221.29
770717,14,Masters,HR,Yes,90197.1
770718,8,Bachelors,Software,No,78213.05
770719,0,Masters,Marketing,No,51552.36
770720,11,Masters,Marketing,Yes,85977.84
770721,0,Bachelors,Software,No,56717.38
770722,6,Bachelors,Marketing,Yes,64953.59
770723,18,Masters,HR,Yes,103437.73
770724,2,Bachelors,Software,No,67818.22
770725,1,Bachelors,Software,Yes,60324.3
770726,13,Masters,Marketing,No,97462.86
770727,23,Masters,HR,No,130632.0
770728,18,PhD,Data Science,No,140833.96
770729,6,Bachelors,Marketing,Yes,62424.46
770730,23,Bachelors,Marketing,Yes,117227.91
770731,2,Masters,Marketing,Yes,70907.41
770732,13,Bachelors,Marketing,Yes,81365.33
770733,1,Bachelors,Data Science,Yes,69439.16
770734,14,Masters,Marketing,No,100573.66
770735,2,Masters,Software,No,73547.72
770736,24,Masters,Data Science,Yes,140866.48
770737,3,Bachelors,Software,Yes,59331.93
770738,13,Bachelors,Data Science,Yes,86174.55
770739,24,Bachelors,Marketing,Yes,116485.48
770740,23,Bachelors,Data Science,No,129554.04
770741,15,Masters,Software,No,124135.44
770742,11,PhD,Software,Yes,118774.69
770743,15,Masters,Marketing,No,107486.43
770744,2,Bachelors,Marketing,No,50904.02
770745,5,Bachelors,HR,No,56087.44
770746,11,PhD,Software,No,121690.17
770747,21,Bachelors,Data Science,No,131718.09
770748,11,Masters,HR,Yes,91061.66
770749,24,Masters,Software,No,141226.16
770750,5,Masters,Data Science,No,88142.78
770751,20,Bachelors,HR,No,111424.26
770752,8,PhD,Software,No,110023.34
770753,5,Bachelors,Data Science,Yes,70380.5
770754,12,Bachelors,Data Science,Yes,93769.94
770755,22,Masters,Marketing,Yes,117916.64
770756,4,Bachelors,HR,Yes,52223.95
770757,8,Bachelors,Software,No,91796.02
770758,16,Bachelors,Software,No,111908.49
770759,2,Bachelors,Marketing,Yes,52900.38
770760,14,Masters,Marketing,No,92653.6
770761,14,Masters,Software,Yes,111912.45
770762,21,Bachelors,Data Science,Yes,123788.48
770763,3,PhD,Marketing,No,85094.09
770764,5,Bachelors,Software,No,67903.81
770765,12,Bachelors,Software,Yes,83309.81
770766,0,Bachelors,Data Science,Yes,55864.23
770767,18,Masters,Software,Yes,117665.75
770768,8,Masters,Data Science,Yes,
770769,14,Bachelors,Software,Yes,96113.56
770770,1,Bachelors,Software,Yes,47428.23
770771,2,Masters,Software,Yes,68430.93
770772,6,Bachelors,Software,Yes,81833.62
770773,0,Bachelors,Data Science,Yes,62153.13
770774,0,Bachelors,Software,No,57036.13
770775,7,Bachelors,Software,No,73212.43
770776,4,Bachelors,Data Science,No,70496.75
770777,18,Bachelors,Software,Yes,110321.65
770778,21,Bachelors,HR,Yes,109068.69
770779,4,Masters,Software,No,79110.98
770780,17,Masters,Software,No,124041.64
770781,24,Bachelors,Marketing,No,121212.2
770782,22,Bachelors,Marketing,No,118520.63
770783,17,Masters,Marketing,No,112334.71
770784,7,Masters,Marketing,Yes,84393.75
770785,4,Masters,Data Science,No,
770786,12,PhD,Software,No,116244.74
770787,23,Masters,Software,No,147476.78
770788,15,Bachelors,Marketing,No,93219.86
770789,17,Bachelors,Software,No,114514.76
770790,9,Bachelors,Software,Yes,76783.94
770791,4,Bachelors,Marketing,Yes,57057.65
770792,4,Masters,Software,No,85436.23
770793,24,Bachelors,Software,Yes,122992.87
770794,18,Bachelors,Software,Yes,106031.94
770795,17,Masters,HR,No,112443.36
770796,9,Bachelors,Data Science,Yes,79735.1
770797,13,Bachelors,HR,No,82458.7
770798,16,Masters,HR,No,108877.73
770799,24,Masters,Data Science,Yes,142937.31
770800,15,Masters,Software,Yes,112507.59
770801,5,Bachelors,Data Science,Yes,75637.4
770802,18,PhD,Software,No,129886.35
770803,12,Masters,Data Science,Yes,96792.55
770804,12,Bachelors,Data Science,No,
770805,13,Bachelors,Software,Yes,99808.38
770806,21,Masters,Software,Yes,132901.77
770807,18,Bachelors,Software,Yes,105758.0
770808,19,Bachelors,HR,No,106303.55
770809,17,Bachelors,Software,Yes,108195.57
770810,14,Bachelors,Software,No,102897.54
770811,12,Bachelors,HR,No,93285.22
770812,0,Bachelors,Software,Yes,52690.2
770813,22,Masters,Software,No,134547.21
770814,15,Bachelors,HR,Yes,87988.14
770815,15,Bachelors,Data Science,Yes,100244.16
770816,23,Bachelors,Software,Yes,118924.1
770817,20,Bachelors,Data Science,No,118858.21
770818,5,Masters,Marketing,No,84185.72
770819,22,Masters,Data Science,Yes,132159.0
770820,11,Bachelors,Software,No,91085.4
770821,13,PhD,Software,No,121700.01
770822,14,Bachelors,Software,No,98904.35
770823,18,Bachelors,Software,No,105245.34
770824,10,Bachelors,Marketing,Yes,68207.24
770825,7,Bachelors,Marketing,No,69858.74
770826,5,Bachelors,Marketing,No,70553.23
770827,13,Bachelors,Software,Yes,105868.17
770828,15,Bachelors,Software,No,97569.56
770829,3,Bachelors,Data Science,No,70745.77
770830,17,PhD,HR,No,125969.47
770831,3,Bachelors,HR,No,56681.45
770832,15,Masters,Marketing,No,101652.31
770833,15,Masters,Data Science,No,123060.81
770834,15,Bachelors,HR,Yes,75118.07
770835,4,Masters,HR,No,60675.72
770836,8,Bachelors,Software,Yes,87623.0
770837,15,Masters,Software,Yes,104251.02
770838,18,Bachelors,Software,Yes,106425.6
770839,10,Bachelors,HR,No,76845.58
770840,6,Bachelors,Software,No,75392.91
770841,24,Bachelors,HR,No,116940.65
770842,22,Bachelors,Marketing,No,116082.77
770843,12,Masters,Software,Yes,101184.19
770844,2,PhD,Marketing,No,
770845,23,Masters,Data Science,No,140411.13
770846,4,Bachelors,Software,Yes,67307.81
770847,20,Bachelors,Software,Yes,125343.83
770848,3,Bachelors,Software,No,75515.63
770849,4,Bachelors,Software,Yes,68646.64
770850,15,Bachelors,Data Science,No,104033.43
770851,1,Bachelors,HR,No,46731.38
770852,12,Bachelors,Data Science,No,102291.74
770853,21,Bachelors,Software,No,122351.87
770854,20,Bachelors,HR,Yes,90399.3
770855,20,Bachelors,Software,No,
770856,20,Bachelors,Software,Yes,126243.26
770857,8,Bachelors,Data Science,Yes,77001.89
770858,21,Masters,Software,No,130454.81
770859,8,Masters,Data Science,Yes,88940.71
770860,3,Bachelors,HR,No,45393.1
770861,20,Bachelors,Software,No,121106.85
770862,24,Bachelors,Software,Yes,129748.4
770863,11,Bachelors,Marketing,Yes,84264.57
770864,13,Bachelors,Software,No,98748.26
770865,23,Bachelors,Software,Yes,128467.94
770866,24,Masters,Software,No,140306.5
770867,7,Masters,Data Science,Yes,94148.03
770868,3,Masters,Data Science,Yes,76022.49
770869,12,Bachelors,Software,No,100967.56
770870,20,Masters,Software,No,126144.04
770871,1,Masters,Data Science,No,78114.6
770872,23,Bachelors,Marketing,No,106422.73
770873,17,Masters,HR,No,108334.9
770874,10,Bachelors,Data Science,Yes,91434.15
770875,15,Bachelors,Marketing,Yes,88865.92
770876,4,Bachelors,Software,Yes,70973.39
770877,18,Bachelors,Marketing,Yes,91663.81
770878,3,Masters,Software,No,75393.44
770879,4,Masters,Software,No,76757.79
770880,13,Bachelors,HR,No,91281.21
770881,2,Bachelors,Software,Yes,53326.15
770882,14,Bachelors,Data Science,Yes,99776.64
770883,16,Masters,Marketing,No,108334.89
770884,19,Masters,HR,Yes,107523.34
770885,17,Bachelors,Data Science,No,119934.58
770886,1,Masters,Software,Yes,71170.4
770887,0,Masters,HR,No,50773.68
770888,14,PhD,Software,No,117533.68
770889,9,Bachelors,Data Science,Yes,90429.55
770890,22,Bachelors,Software,No,128196.02
770891,9,Bachelors,Marketing,Yes,77899.16
770892,18,Bachelors,Data Science,Yes,110735.94
770893,24,Bachelors,Marketing,No,119202.41
770894,16,Bachelors,Software,No,106915.74
770895,9,Bachelors,Data Science,No,86582.43
770896,23,Bachelors,Data Science,No,136003.3
770897,11,Masters,Software,No,99300.58
770898,7,Bachelors,HR,No,59715.98
770899,11,Bachelors,Marketing,No,88108.05
770900,4,Masters,Software,Yes,69361.08
770901,8,Bachelors,Data Science,No,89037.57
770902,2,Bachelors,Data Science,Yes,67603.3
770903,4,Bachelors,Data Science,No,72484.55
770904,15,Masters,Data Science,No,
770905,7,Bachelors,Software,No,83601.45
770906,13,Masters,Software,No,108692.24
770907,21,Bachelors,Software,Yes,121467.75
770908,13,Bachelors,Data Science,No,99759.6
770909,1,Bachelors,Data Science,No,71371.42
770910,18,Bachelors,Marketing,Yes,95198.36
770911,14,Bachelors,Software,No,92860.14
770912,9,PhD,Software,Yes,99810.14
770913,20,Bachelors,HR,No,108368.68
770914,16,Masters,Software,Yes,114742.53
770915,7,Bachelors,HR,No,64628.39
770916,1,Bachelors,Marketing,No,46111.62
770917,7,Masters,Marketing,Yes,70479.79
770918,20,Bachelors,Data Science,Yes,118401.93
770919,15,Masters,Software,No,109745.51
770920,23,Bachelors,Marketing,No,103062.93
770921,18,PhD,Software,Yes,134564.96
770922,3,Bachelors,Marketing,No,56828.31
770923,9,Bachelors,Data Science,Yes,91556.83
770924,0,Bachelors,Software,Yes,59731.75
770925,4,Bachelors,Marketing,No,51889.93
770926,23,Bachelors,Software,Yes,131239.12
770927,1,Bachelors,Marketing,Yes,49855.85
770928,1,Bachelors,HR,No,47932.0
770929,17,Masters,Software,Yes,114523.19
770930,8,Bachelors,Marketing,Yes,73521.17
770931,17,Masters,Data Science,No,
770932,3,Bachelors,Marketing,No,49616.59
770933,2,Bachelors,HR,No,52891.2
770934,20,Bachelors,Marketing,Yes,108203.63
770935,21,Bachelors,Software,Yes,120603.09
770936,13,Bachelors,HR,No,86176.64
770937,7,Bachelors,Marketing,Yes,71335.48
770938,13,Bachelors,Data Science,Yes,101788.79
770939,8,Bachelors,HR,No,64116.19
770940,4,Masters,Software,Yes,75164.71
770941,15,PhD,Marketing,No,114486.3
770942,16,Bachelors,Software,Yes,103938.49
770943,2,Bachelors,Software,No,64683.22
770944,22,Bachelors,Data Science,Yes,127867.01
770945,24,Masters,Marketing,No,130575.42
770946,10,Masters,Data Science,No,
770947,11,Bachelors,Data Science,Yes,81716.5
770948,16,Bachelors,Software,Yes,106339.15
770949,17,Bachelors,Data Science,Yes,99978.16
770950,24,Bachelors,Software,No,136826.26
770951,15,Bachelors,Software,Yes,87456.15
770952,5,Bachelors,HR,No,62401.11
770953,18,Bachelors,Marketing,Yes,92600.43
770954,12,Masters,Software,No,103574.65
770955,21,Bachelors,Marketing,No,104170.49
770956,2,Masters,Data Science,Yes,72933.16
770957,17,Bachelors,Software,Yes,94417.84
770958,21,Bachelors,Data Science,Yes,123908.92
770959,13,Bachelors,Marketing,Yes,83061.61
770960,14,Bachelors,Software,Yes,100569.31
770961,4,Masters,Software,No,77039.86
770962,20,Bachelors,HR,No,108132.46
770963,17,Bachelors,Data Science,Yes,109077.53
770964,24,Bachelors,Software,Yes,126088.05
770965,11,Bachelors,Data Science,Yes,91048.74
770966,21,Bachelors,Data Science,No,130540.54
770967,1,Masters,Marketing,No,45327.89
770968,18,Bachelors,HR,Yes,98143.91
770969,9,Bachelors,Data Science,No,84276.26
770970,5,Bachelors,Software,Yes,55683.61
770971,1,Bachelors,Software,No,61949.93
770972,12,Bachelors,Data Science,Yes,92485.1
770973,23,Bachelors,Marketing,Yes,108693.05
770974,3,Bachelors,Marketing,No,52838.64
770975,13,Bachelors,Software,Yes,81563.07
770976,4,Masters,Marketing,Yes,72963.2
770977,20,PhD,Marketing,No,135073.75
770978,20,Bachelors,Data Science,No,119571.18
770979,12,PhD,Software,No,112115.52
770980,13,Masters,Data Science,No,118104.48
770981,23,Bachelors,HR,No,110803.91
770982,21,Bachelors,Software,No,115916.05
770983,22,Masters,Software,No,144266.46
770984,2,Bachelors,Data Science,No,68854.87
770985,17,Bachelors,Software,No,113278.94
770986,10,Bachelors,Software,Yes,77348.72
770987,10,Masters,Data Science,Yes,98030.34
770988,17,Masters,HR,Yes,107921.78
770989,3,Bachelors,HR,Yes,60110.11
770990,22,Bachelors,Data Science,No,130659.83
770991,5,Masters,Marketing,No,76190.5
770992,22,Bachelors,Software,No,125631.55
770993,22,Bachelors,Marketing,Yes,116901.76
770994,9,Masters,Data Science,Yes,100378.82
770995,3,Bachelors,Marketing,No,50746.02
770996,7,Bachelors,HR,Yes,66742.73
770997,0,Masters,Data Science,No,69672.59
770998,23,Bachelors,Software,No,144880.99
770999,17,Masters,Software,No,130107.91
771000,17,Masters,Software,No,131726.26
