StartupID,FounderExpYears,PatentsCount,FundingRound,FundingAmount_M,ExitSuccess
1090634,9.5,79.9,94.3,9.1,0
1090635,13.4,118.2,129.1,10.8,1
1090636,10.4,129.1,119.5,4.6,1
1090637,3.7,83.2,111.0,5.6,1
1090638,14.5,84.7,86.9,2.8,1
1090639,1.5,110.8,57.7,10.0,0
1090640,4.3,103.6,120.3,7.5,1
1090641,8.2,37.1,84.1,10.4,1
1090642,9.9,182.7,116.5,6.4,0
1090643,13.1,119.8,103.6,11.1,0
1090644,8.4,91.5,62.1,9.2,0
1090645,6.8,83.7,67.0,9.2,0
1090646,12.2,104.4,98.4,2.6,1
1090647,10.5,104.9,131.1,7.9,0
1090648,5.7,43.2,84.2,14.0,0
1090649,12.5,105.6,121.8,6.3,1
1090650,1.3,95.0,114.2,10.2,0
1090651,15.0,100.3,133.8,12.7,1
1090652,14.5,101.5,74.1,8.9,0
1090653,8.5,116.3,84.6,11.9,1
1090654,8.4,120.8,119.2,7.6,0
1090655,7.3,80.1,81.9,7.1,1
1090656,3.8,101.7,99.8,10.4,0
1090657,14.3,131.3,134.7,6.6,1
1090658,2.2,105.9,116.7,11.3,1
1090659,3.0,89.6,72.0,13.3,1
1090660,8.0,92.6,106.1,7.3,0
1090661,2.4,123.9,113.1,9.0,1
1090662,14.8,86.9,119.9,10.1,0
1090663,9.7,134.0,100.1,8.9,1
1090664,7.5,58.8,93.7,12.8,0
1090665,8.4,68.2,83.8,11.0,1
1090666,2.6,94.5,109.4,5.7,0
1090667,11.2,95.7,135.3,6.0,0
1090668,14.6,102.2,96.0,5.3,0
1090669,4.7,97.5,68.2,8.1,0
1090670,13.1,156.1,93.3,8.6,0
1090671,10.9,113.6,101.8,11.4,1
1090672,3.6,116.6,117.1,2.9,1
1090673,11.4,53.4,103.0,12.1,0
1090674,8.4,51.2,107.3,10.2,0
1090675,1.9,57.0,166.4,12.6,1
1090676,2.8,79.6,85.4,12.0,1
1090677,14.3,124.5,94.3,6.6,0
1090678,14.6,120.9,112.6,10.7,0
1090679,4.0,82.2,61.0,7.3,1
1090680,12.8,68.9,64.4,6.6,1
1090681,14.5,85.1,117.6,6.9,1
1090682,12.6,67.7,80.3,8.5,1
1090683,4.3,84.3,101.7,10.6,1
1090684,2.0,74.3,99.7,10.1,1
1090685,10.0,73.8,108.4,9.3,0
1090686,11.0,106.3,95.9,5.2,0
1090687,10.2,109.5,142.8,8.8,0
1090688,7.1,108.2,121.0,9.5,0
1090689,11.9,148.0,61.7,12.8,1
1090690,14.0,118.6,117.2,,1
1090691,13.5,71.8,94.5,4.7,0
1090692,14.9,93.4,96.6,4.6,0
1090693,4.9,89.4,67.4,9.2,0
1090694,10.2,141.4,69.9,2.2,1
1090695,14.9,91.7,118.3,7.8,0
1090696,8.0,83.0,119.0,4.7,0
1090697,13.3,83.5,84.1,5.6,0
1090698,9.3,95.0,111.9,5.1,0
1090699,11.3,94.2,112.9,4.7,0
1090700,14.8,102.6,83.8,9.6,1
1090701,4.7,86.8,92.2,8.9,0
1090702,11.8,112.3,121.2,5.7,0
1090703,7.7,85.0,66.5,10.3,0
1090704,4.8,101.9,59.7,7.3,0
1090705,5.3,120.3,73.7,8.9,1
1090706,13.5,54.9,127.6,4.6,1
1090707,13.5,110.3,61.0,12.4,0
1090708,6.1,72.6,108.5,11.7,0
1090709,1.1,95.6,120.4,1.4,1
1090710,3.1,116.4,93.2,12.8,1
1090711,11.0,101.0,92.1,11.2,1
1090712,4.7,82.7,71.9,8.3,0
1090713,5.3,116.9,104.9,17.0,1
1090714,1.7,144.7,95.5,11.1,0
1090715,12.0,67.2,37.7,8.7,0
1090716,6.4,114.6,80.8,5.4,0
1090717,13.8,118.8,122.0,9.8,1
1090718,3.3,84.4,97.1,10.2,0
1090719,7.5,114.8,75.0,8.0,1
1090720,9.7,99.1,69.8,14.1,0
1090721,6.6,91.1,68.8,3.6,0
1090722,1.3,101.1,99.9,8.4,0
1090723,6.6,153.1,130.5,8.7,0
1090724,8.4,118.6,78.4,5.9,0
1090725,9.9,121.9,114.0,7.5,0
1090726,7.5,114.7,73.2,7.1,1
1090727,7.3,108.9,81.7,16.3,1
1090728,13.1,125.4,94.0,6.2,1
1090729,5.0,88.8,103.5,7.1,1
1090730,2.6,129.9,116.0,0.5,1
1090731,11.6,97.2,97.8,12.0,1
1090732,9.2,93.3,118.5,8.8,0
1090733,7.2,91.0,61.5,11.4,0
1090734,7.6,110.8,39.9,11.2,1
1090735,13.7,107.0,117.8,10.0,1
1090736,9.1,93.5,71.0,6.5,1
1090737,8.2,69.0,68.7,2.1,1
1090738,8.8,83.9,144.0,7.8,1
1090739,12.8,103.0,100.2,5.2,1
1090740,10.0,113.8,99.5,4.0,0
1090741,12.2,134.8,83.8,7.3,0
1090742,4.7,96.5,113.1,9.2,0
1090743,9.9,116.5,83.6,9.3,0
1090744,12.2,93.2,133.9,10.4,0
1090745,13.5,152.5,109.3,11.3,0
1090746,9.0,59.3,86.2,4.4,1
1090747,13.4,102.0,90.2,6.5,0
1090748,14.4,65.8,102.1,3.9,1
1090749,2.2,138.4,117.6,3.1,0
1090750,9.7,53.4,93.4,10.6,1
1090751,9.5,118.7,181.5,7.3,1
1090752,11.8,106.2,111.9,9.5,1
1090753,8.7,74.1,81.7,12.0,0
1090754,8.8,105.6,74.2,6.6,0
1090755,12.1,83.5,131.5,4.2,1
1090756,4.5,100.0,126.3,4.6,1
1090757,10.1,100.6,132.2,4.8,1
1090758,9.8,114.3,131.9,2.9,1
1090759,4.3,108.5,105.6,8.6,0
1090760,10.7,107.1,94.4,13.6,0
1090761,8.6,69.2,98.8,5.9,0
1090762,8.0,94.6,157.7,5.3,0
1090763,4.4,67.8,115.2,6.1,0
1090764,10.2,97.3,105.6,6.3,0
1090765,3.4,61.6,108.5,11.7,1
1090766,7.0,97.3,101.4,12.1,1
1090767,8.2,107.7,117.5,8.7,0
1090768,13.8,127.5,96.7,4.2,0
1090769,6.2,71.7,111.8,4.6,0
1090770,12.7,57.1,155.0,10.7,0
1090771,4.7,112.9,87.7,8.6,0
1090772,8.9,117.9,72.9,6.5,1
1090773,4.5,109.2,99.9,6.7,1
1090774,13.1,116.9,62.7,4.8,1
1090775,6.1,81.2,127.9,7.7,0
1090776,5.4,114.4,84.1,4.4,0
1090777,6.7,102.9,128.8,8.0,1
1090778,12.7,64.3,79.2,10.0,1
1090779,2.9,110.5,111.5,13.1,0
1090780,9.0,89.3,82.1,8.8,1
1090781,1.6,106.6,113.9,6.5,0
1090782,2.4,151.6,114.7,11.9,1
1090783,4.9,87.1,95.7,3.9,0
1090784,2.2,79.5,98.3,7.6,1
1090785,13.3,107.5,120.4,10.8,1
1090786,1.7,80.9,78.8,3.2,1
1090787,13.1,82.9,108.6,11.6,0
1090788,3.1,69.3,91.4,13.8,1
1090789,13.3,75.8,106.4,8.8,0
1090790,8.8,119.6,121.2,9.6,1
1090791,11.7,98.9,139.8,10.3,0
1090792,8.8,118.5,117.0,6.4,1
1090793,2.9,60.7,110.2,11.8,1
1090794,12.9,91.6,124.5,5.3,1
1090795,14.8,96.1,94.9,5.0,1
1090796,8.1,89.2,70.9,5.1,1
1090797,6.7,108.9,99.2,2.8,1
1090798,1.7,88.3,100.6,7.7,1
1090799,14.5,82.6,60.7,8.6,0
1090800,11.5,153.0,84.8,6.2,0
1090801,1.7,98.5,107.9,1.6,1
1090802,12.0,78.0,113.6,6.4,1
1090803,10.8,123.0,86.3,5.2,1
1090804,13.6,124.4,76.5,11.0,1
1090805,12.0,107.7,172.2,8.4,0
1090806,1.7,109.0,81.1,2.7,0
1090807,9.3,76.9,125.0,5.6,1
1090808,4.4,91.0,123.7,7.9,1
1090809,13.0,66.4,101.9,9.8,0
1090810,14.2,98.7,100.0,5.2,0
1090811,14.6,110.3,85.5,13.2,0
1090812,1.3,155.6,62.0,0.5,1
1090813,9.1,108.5,74.9,7.2,0
1090814,2.0,86.3,139.1,9.7,0
1090815,12.8,69.2,105.5,6.5,0
1090816,14.3,103.0,114.0,11.0,0
1090817,2.8,96.6,88.1,7.9,1
1090818,7.0,91.9,121.2,8.3,1
1090819,3.7,81.9,100.4,,0
1090820,13.4,56.2,130.6,10.5,1
1090821,12.3,148.3,104.0,7.1,0
1090822,4.9,111.0,116.0,7.5,0
1090823,1.4,113.4,124.0,11.8,0
1090824,10.7,107.0,126.3,6.2,1
1090825,4.1,122.4,99.3,8.8,0
1090826,4.1,145.2,97.0,10.2,0
1090827,8.8,138.7,118.6,11.1,1
1090828,7.7,57.3,62.8,8.9,1
1090829,1.6,126.9,116.5,9.0,0
1090830,6.3,75.0,95.9,10.1,0
1090831,7.2,136.9,105.5,6.5,1
1090832,10.3,115.1,155.8,8.5,1
1090833,3.4,110.9,71.5,7.4,1
1090834,8.5,94.3,102.9,8.5,0
1090835,8.9,81.8,91.5,2.4,1
1090836,12.9,79.0,119.2,8.9,1
1090837,11.1,104.5,83.1,10.9,0
1090838,10.2,94.4,155.7,8.8,0
1090839,8.4,51.4,90.6,7.5,1
1090840,4.3,117.4,137.8,6.5,1
1090841,8.5,128.5,76.4,7.5,0
1090842,15.0,116.2,84.7,10.3,0
1090843,10.3,107.2,97.2,5.6,0
1090844,4.7,67.5,82.1,5.0,1
1090845,4.6,102.7,112.1,9.4,0
1090846,1.8,56.2,113.5,11.5,0
1090847,11.7,110.4,99.3,9.0,0
1090848,6.8,45.3,143.4,8.0,1
1090849,12.7,70.2,89.5,9.0,1
1090850,5.8,122.3,86.9,10.8,1
1090851,8.1,119.1,79.1,7.7,0
1090852,13.0,132.9,64.8,9.3,1
1090853,7.8,68.7,84.7,6.5,1
1090854,13.2,70.9,93.5,7.0,1
1090855,7.6,97.0,66.0,10.0,0
1090856,12.1,85.6,141.8,9.0,1
1090857,5.3,71.0,68.2,10.6,0
1090858,7.4,79.4,75.0,9.3,1
1090859,3.8,153.2,90.4,8.4,1
1090860,7.2,131.5,92.7,4.9,1
1090861,12.5,110.8,90.7,4.0,1
1090862,3.9,71.7,119.2,8.0,1
1090863,13.0,92.7,102.0,10.9,0
1090864,10.4,64.7,87.9,9.8,0
1090865,5.8,127.4,95.6,11.5,1
1090866,14.3,104.2,104.5,9.2,1
1090867,6.7,75.6,142.6,9.9,0
1090868,1.0,116.6,118.8,7.8,1
1090869,5.7,96.1,106.6,6.3,0
1090870,12.0,65.4,90.3,8.1,1
1090871,6.1,98.0,125.6,6.0,1
1090872,10.0,111.7,112.0,5.7,0
1090873,7.4,86.3,114.4,10.4,0
1090874,5.4,107.9,87.3,9.2,0
1090875,8.6,148.5,106.3,10.0,0
1090876,2.1,82.7,142.9,8.0,0
1090877,6.1,63.6,122.1,6.0,1
1090878,2.0,119.3,65.6,13.2,1
1090879,6.7,114.7,70.6,12.2,0
1090880,6.3,82.5,115.3,8.7,1
1090881,13.0,127.2,108.6,10.3,0
1090882,11.1,141.5,91.4,6.4,0
1090883,2.1,81.5,66.3,12.2,0
1090884,7.7,92.6,89.9,10.9,1
1090885,1.3,163.9,77.0,4.5,1
1090886,6.3,131.2,140.3,10.8,0
1090887,14.6,91.1,141.5,6.5,0
1090888,1.2,81.8,97.1,7.4,1
1090889,5.7,87.5,81.2,10.5,1
1090890,8.1,101.5,108.7,6.3,1
1090891,3.5,64.5,94.3,10.1,1
1090892,8.2,91.2,80.6,7.3,0
1090893,5.4,110.1,134.7,6.4,0
1090894,6.9,73.7,113.9,7.8,1
1090895,10.8,157.5,84.7,5.1,0
1090896,7.6,127.8,106.0,6.9,0
1090897,12.6,108.2,165.6,,1
1090898,8.3,107.2,78.5,9.9,0
1090899,4.9,88.1,70.3,9.0,1
1090900,11.3,58.5,75.2,9.9,0
1090901,3.0,92.8,118.8,12.9,0
1090902,6.8,126.0,84.3,5.8,1
1090903,3.8,104.5,72.6,13.8,1
1090904,9.0,114.6,150.7,0.8,1
1090905,7.8,164.3,104.0,8.0,0
1090906,1.3,76.7,111.0,5.7,0
1090907,5.1,87.2,107.0,3.3,1
1090908,6.4,110.9,144.6,10.7,1
1090909,11.4,114.2,94.8,14.3,0
1090910,6.3,89.3,105.9,11.2,0
1090911,9.5,90.6,134.3,4.7,1
1090912,1.4,98.6,74.5,8.6,1
1090913,1.4,120.2,125.3,6.3,1
1090914,10.8,106.7,76.2,9.2,1
1090915,4.1,74.5,97.4,7.8,0
1090916,1.5,101.3,107.5,8.4,1
1090917,14.7,101.7,108.8,9.7,1
1090918,1.5,103.4,73.8,4.6,1
1090919,8.9,80.2,132.4,11.0,0
1090920,10.2,50.9,99.6,10.0,0
1090921,4.8,79.1,82.0,9.3,0
1090922,14.2,93.6,80.5,7.6,0
1090923,1.1,88.5,116.1,7.0,0
1090924,2.8,117.2,101.4,10.7,0
1090925,8.5,126.7,116.4,7.3,1
1090926,10.4,99.3,89.5,1.5,1
1090927,13.0,92.8,77.2,11.0,1
1090928,11.5,131.2,105.4,4.1,1
1090929,1.7,117.1,118.6,12.3,1
1090930,1.8,130.9,113.2,10.5,1
1090931,13.4,97.7,39.8,11.2,1
1090932,2.0,90.2,128.3,7.2,1
1090933,14.9,99.2,89.6,4.3,1
1090934,10.3,92.6,129.3,7.2,0
1090935,14.4,100.3,101.5,11.3,1
1090936,1.3,161.1,70.3,8.5,1
1090937,14.0,105.8,135.9,11.4,0
1090938,11.6,119.8,95.5,5.7,1
1090939,3.8,109.2,100.2,9.1,1
1090940,6.9,134.1,109.3,9.5,0
1090941,11.3,84.5,102.2,5.3,1
1090942,12.8,87.9,105.0,5.2,1
1090943,1.5,93.3,154.2,10.7,0
1090944,11.4,113.8,61.6,9.8,1
1090945,1.6,87.0,94.8,2.0,1
1090946,1.7,41.4,103.0,5.6,0
1090947,14.8,95.2,74.6,8.3,0
1090948,9.6,113.2,88.7,7.9,0
1090949,6.4,78.4,89.2,3.8,1
1090950,4.7,72.9,113.5,9.7,1
1090951,14.5,71.9,116.7,6.7,1
1090952,6.7,106.8,92.4,7.7,1
1090953,9.5,120.5,133.7,11.1,0
1090954,2.5,95.5,134.8,9.7,1
1090955,10.5,131.2,44.2,9.0,1
1090956,13.9,76.7,116.8,6.3,0
1090957,7.8,58.4,77.7,,1
1090958,10.2,126.6,136.5,10.6,1
1090959,1.9,122.7,67.1,5.2,1
1090960,10.2,98.4,102.6,11.3,1
1090961,6.5,63.8,125.7,7.0,0
1090962,10.1,83.4,85.5,6.8,1
1090963,2.2,108.1,72.2,3.6,1
1090964,1.3,80.4,103.1,7.2,0
1090965,11.7,88.6,89.7,9.1,0
1090966,8.6,120.7,116.9,8.3,0
1090967,5.3,83.5,108.6,9.2,1
1090968,7.3,132.8,81.1,7.0,0
1090969,7.4,95.7,73.6,9.7,1
1090970,10.9,97.3,87.3,9.2,1
1090971,14.4,105.7,104.0,7.5,0
1090972,2.0,97.2,79.3,5.8,1
1090973,6.3,101.5,84.9,8.6,0
1090974,8.3,71.1,96.6,10.7,1
1090975,4.8,125.3,106.3,6.4,1
1090976,4.0,119.3,70.4,7.1,1
1090977,11.5,103.9,61.0,9.3,0
1090978,4.1,86.8,121.7,5.1,1
1090979,7.9,95.1,110.0,10.3,0
1090980,8.7,98.5,85.7,6.6,1
1090981,5.5,95.5,79.5,4.0,0
1090982,4.2,104.3,79.9,7.5,0
1090983,1.2,134.7,65.5,11.5,1
1090984,12.6,67.8,142.8,10.9,0
1090985,8.0,98.1,82.8,5.3,0
1090986,6.3,115.4,133.0,7.1,1
1090987,5.9,137.8,105.7,,0
1090988,1.2,115.0,113.3,9.1,1
1090989,13.6,138.1,95.8,9.1,0
1090990,13.0,93.6,74.1,3.0,1
1090991,13.3,59.4,89.1,9.9,0
1090992,7.9,89.1,123.9,10.9,0
1090993,14.0,95.3,100.4,3.7,0
1090994,13.4,117.3,66.4,4.7,1
1090995,7.0,121.9,107.1,6.4,0
1090996,2.8,89.2,100.7,9.5,0
1090997,1.1,92.8,123.2,7.8,0
1090998,10.4,94.2,101.5,,0
1090999,3.9,122.4,107.7,7.8,1
1091000,9.9,104.1,130.6,9.6,1
