ReefSectorID,SeaTempAnomaly,OceanAcidity_pH,CoralBleachingRatio_Percent,DepthMeters,SevereBleaching
1580633,157.3,103.1,42.9,0.1,1
1580634,110.3,51.4,34.6,3.7,0
1580635,69.9,104.5,35.3,13.6,0
1580636,140.3,72.8,24.8,8.5,1
1580637,122.7,113.3,22.7,2.1,1
1580638,154.9,71.5,11.5,14.5,1
1580639,183.5,136.5,57.3,22.5,1
1580640,96.6,97.8,34.5,5.1,0
1580641,97.5,81.7,49.1,8.6,0
1580642,128.4,93.7,40.4,31.1,1
1580643,127.1,74.6,31.1,37.1,1
1580644,163.9,100.3,23.9,3.3,1
1580645,68.2,58.5,26.6,7.8,0
1580646,225.1,121.1,54.2,5.3,1
1580647,143.8,98.1,39.7,15.0,0
1580648,145.5,73.3,20.2,42.8,1
1580649,88.6,98.4,43.4,8.9,0
1580650,135.4,89.8,46.0,0.1,1
1580651,138.0,149.6,46.8,4.1,1
1580652,156.4,106.6,28.2,20.6,1
1580653,132.3,154.1,48.0,38.1,0
1580654,91.2,65.8,37.3,2.6,0
1580655,79.4,68.8,76.0,1.3,0
1580656,116.4,88.5,45.3,6.1,0
1580657,120.1,63.8,66.8,5.8,0
1580658,176.6,94.7,31.5,0.6,1
1580659,152.8,111.4,51.5,4.2,1
1580660,93.3,95.9,56.5,2.7,0
1580661,119.4,107.8,13.6,4.9,0
1580662,128.9,98.1,54.9,7.7,0
1580663,112.4,85.8,72.2,0.5,1
1580664,102.3,64.5,45.4,10.2,0
1580665,127.4,133.3,40.3,4.1,0
1580666,123.5,76.5,62.9,22.4,1
1580667,157.8,97.7,29.1,0.3,1
1580668,130.2,124.8,5.2,0.4,1
1580669,137.0,89.1,57.0,14.1,1
1580670,54.9,96.9,55.1,14.2,1
1580671,152.9,94.3,47.9,1.3,1
1580672,141.7,103.2,24.7,18.4,1
1580673,150.9,89.9,40.4,4.6,1
1580674,144.6,119.6,53.9,13.6,1
1580675,109.8,142.0,51.8,9.9,0
1580676,125.5,159.9,46.4,3.1,0
1580677,100.3,107.0,64.3,12.7,0
1580678,100.0,112.6,40.2,1.4,0
1580679,88.4,96.4,55.7,2.1,0
1580680,107.2,121.0,55.3,8.5,1
1580681,56.5,84.7,39.7,5.4,0
1580682,105.5,144.5,48.9,3.9,0
1580683,153.6,96.8,52.1,14.9,0
1580684,125.8,83.1,12.8,12.0,0
1580685,156.4,78.5,45.7,2.0,1
1580686,128.4,91.4,33.8,1.6,1
1580687,92.1,89.3,54.3,2.2,1
1580688,163.7,91.7,21.1,8.5,1
1580689,110.1,63.9,28.3,2.0,1
1580690,57.4,130.4,19.8,11.1,1
1580691,166.4,122.2,52.2,4.2,1
1580692,172.8,67.5,50.2,9.1,0
1580693,88.1,114.9,40.2,8.5,1
1580694,69.3,91.2,51.8,21.8,0
1580695,127.8,90.7,29.9,8.0,0
1580696,118.8,122.9,61.8,0.1,1
1580697,169.9,115.7,68.0,1.3,1
1580698,118.2,102.0,56.7,11.7,0
1580699,148.6,114.6,12.0,1.7,1
1580700,90.4,107.4,52.3,3.6,0
1580701,109.6,59.3,75.2,3.2,0
1580702,94.3,91.9,71.4,8.8,0
1580703,117.1,160.1,20.0,2.7,1
1580704,120.6,80.0,59.2,6.0,0
1580705,88.3,89.2,38.8,1.4,0
1580706,132.3,122.5,52.8,9.8,0
1580707,142.4,78.3,54.8,0.9,1
1580708,158.7,87.2,49.0,0.8,1
1580709,134.5,97.8,23.4,0.8,1
1580710,108.4,125.5,54.7,9.1,0
1580711,149.5,114.1,50.8,11.7,1
1580712,142.4,65.4,49.7,1.1,1
1580713,103.9,98.3,39.3,2.0,1
1580714,115.2,42.6,46.4,2.5,0
1580715,73.4,88.6,70.7,5.2,0
1580716,140.4,100.8,37.0,4.2,1
1580717,90.5,60.3,20.2,22.9,0
1580718,125.1,124.5,37.7,12.7,1
1580719,119.8,132.4,39.4,8.6,0
1580720,204.9,90.9,63.3,8.0,1
1580721,76.1,124.8,52.8,1.2,0
1580722,180.0,111.8,39.0,3.2,1
1580723,94.5,45.5,50.0,5.7,0
1580724,131.0,87.5,60.6,21.1,0
1580725,143.7,93.5,54.5,24.1,1
1580726,92.6,125.6,64.3,19.4,0
1580727,146.5,103.8,38.8,5.6,1
1580728,114.5,79.8,57.5,6.2,0
1580729,135.8,86.0,67.2,0.1,0
1580730,131.7,91.8,53.3,6.2,0
1580731,124.1,109.6,60.6,2.8,1
1580732,110.1,65.7,34.0,20.1,1
1580733,124.2,125.3,40.7,36.2,0
1580734,130.1,121.6,32.5,26.0,1
1580735,69.3,100.6,37.9,8.6,0
1580736,88.2,29.6,74.5,5.0,0
1580737,100.8,87.2,36.9,5.9,0
1580738,111.9,98.7,28.6,7.6,0
1580739,118.4,62.3,56.4,1.2,1
1580740,184.8,126.9,58.2,19.4,0
1580741,144.8,57.2,64.7,4.4,0
1580742,62.3,130.0,45.3,9.7,1
1580743,190.2,132.2,33.6,1.4,1
1580744,143.4,69.3,56.9,2.4,1
1580745,142.3,80.0,56.2,3.1,1
1580746,98.2,134.0,45.8,3.1,1
1580747,112.0,92.3,62.0,22.9,0
1580748,98.5,127.2,19.3,8.0,0
1580749,52.5,113.1,38.0,3.5,0
1580750,144.3,56.6,35.3,9.9,0
1580751,,95.8,6.3,6.8,1
1580752,128.4,93.7,53.8,4.5,0
1580753,68.6,93.2,43.7,16.1,0
1580754,61.6,95.5,46.3,17.1,0
1580755,107.3,75.2,29.1,13.0,1
1580756,94.3,100.0,45.4,0.3,1
1580757,165.0,107.4,29.8,11.5,1
1580758,148.5,136.0,24.3,8.6,1
1580759,110.2,87.2,6.1,13.6,0
1580760,78.8,96.2,33.3,1.7,0
1580761,139.5,108.0,38.3,14.9,1
1580762,164.3,99.3,38.0,6.2,1
1580763,96.3,72.6,44.7,2.5,0
1580764,86.6,131.5,66.4,9.9,0
1580765,87.7,85.6,24.5,0.1,0
1580766,64.4,141.2,13.7,7.4,0
1580767,85.5,102.6,55.5,2.0,0
1580768,101.1,67.6,21.9,0.1,0
1580769,169.7,75.1,68.6,8.7,1
1580770,136.2,111.5,34.1,8.6,1
1580771,89.8,97.9,58.1,1.9,0
1580772,134.9,92.8,31.6,8.1,0
1580773,153.8,129.7,57.3,8.7,0
1580774,127.9,79.0,53.2,7.2,0
1580775,130.2,128.5,34.1,11.2,1
1580776,58.2,71.3,43.5,0.6,0
1580777,104.9,122.0,64.3,13.6,0
1580778,176.3,103.8,54.7,0.6,1
1580779,100.3,69.3,33.5,4.4,0
1580780,113.3,144.8,28.3,12.4,0
1580781,128.0,106.6,35.0,1.8,1
1580782,109.3,105.2,60.4,13.8,1
1580783,89.9,97.2,34.6,3.2,0
1580784,139.3,93.8,50.0,1.0,1
1580785,162.5,144.0,66.1,11.5,0
1580786,212.8,112.0,43.2,6.6,1
1580787,,83.1,51.7,1.9,1
1580788,76.9,86.4,0.0,25.5,0
1580789,78.2,114.5,52.0,6.5,0
1580790,93.7,95.2,25.1,5.1,0
1580791,91.4,94.9,48.4,3.8,0
1580792,128.3,84.8,48.9,5.9,1
1580793,99.6,97.4,49.7,10.3,1
1580794,90.5,111.3,8.4,15.6,0
1580795,78.6,134.3,58.3,7.7,1
1580796,131.8,142.6,44.2,0.4,1
1580797,104.6,66.6,59.9,2.5,0
1580798,134.8,138.8,61.7,8.3,1
1580799,164.8,80.9,20.9,1.0,1
1580800,165.7,141.9,7.4,7.1,1
1580801,118.7,98.7,48.9,6.7,1
1580802,87.2,167.3,8.8,11.0,0
1580803,91.2,94.6,66.6,10.6,0
1580804,108.2,101.7,37.4,8.1,1
1580805,49.7,93.2,32.4,8.0,0
1580806,79.6,103.4,41.7,10.3,0
1580807,121.9,90.4,43.1,9.5,1
1580808,108.9,55.8,63.5,3.6,0
1580809,156.0,99.7,48.8,4.2,1
1580810,117.4,100.6,39.3,8.1,0
1580811,125.5,110.1,54.8,1.7,1
1580812,90.4,147.8,50.8,71.8,0
1580813,168.3,86.6,51.1,3.6,1
1580814,133.8,81.6,36.9,11.5,1
1580815,160.4,112.4,31.5,7.3,1
1580816,110.9,98.9,65.5,10.8,0
1580817,127.6,129.4,42.0,8.2,0
1580818,89.7,140.3,38.4,1.6,0
1580819,115.0,113.2,26.1,5.0,1
1580820,115.6,90.8,51.9,11.5,1
1580821,105.7,130.1,39.2,6.6,0
1580822,97.8,88.9,54.2,4.2,0
1580823,139.4,76.8,74.8,1.4,1
1580824,133.5,97.6,59.4,3.8,1
1580825,136.0,101.9,49.3,5.4,0
1580826,115.3,131.9,32.1,54.6,0
1580827,,116.3,38.3,14.5,1
1580828,95.6,128.6,44.6,7.7,0
1580829,133.4,67.1,30.8,15.1,0
1580830,79.9,87.4,31.5,13.4,0
1580831,154.4,91.7,53.2,1.6,1
1580832,107.4,119.4,21.9,1.1,0
1580833,126.2,97.6,35.9,13.0,0
1580834,151.9,89.9,34.4,1.1,1
1580835,90.7,81.6,16.8,7.0,0
1580836,152.8,60.9,29.5,14.8,1
1580837,56.6,106.9,46.7,21.0,0
1580838,81.3,111.7,43.3,8.3,0
1580839,133.2,64.3,46.8,1.1,0
1580840,143.9,95.6,30.4,9.3,1
1580841,112.3,79.1,37.2,15.4,0
1580842,123.5,131.4,30.8,1.7,0
1580843,78.8,105.1,44.4,0.1,1
1580844,97.0,127.7,48.2,13.0,1
1580845,105.1,92.5,79.1,9.4,0
1580846,93.1,90.6,25.4,3.7,0
1580847,115.6,106.1,53.7,3.5,0
1580848,117.1,61.0,30.1,14.4,0
1580849,102.3,85.1,52.5,7.3,1
1580850,179.6,84.0,64.2,7.8,0
1580851,128.5,99.8,28.7,5.7,1
1580852,163.6,115.0,42.8,14.8,1
1580853,80.2,92.0,56.8,0.9,0
1580854,114.5,101.0,30.4,1.5,0
1580855,117.3,143.6,41.6,6.2,0
1580856,163.9,79.9,12.0,22.1,1
1580857,122.3,61.3,45.2,12.4,0
1580858,137.9,85.6,48.6,19.6,1
1580859,133.8,123.7,55.5,10.4,1
1580860,130.2,109.0,47.1,15.3,1
1580861,129.0,106.5,65.7,7.2,1
1580862,135.2,128.2,27.8,6.5,1
1580863,145.9,93.7,41.7,5.2,0
1580864,122.2,63.9,60.2,1.3,1
1580865,141.2,141.9,34.3,1.0,1
1580866,120.2,87.5,46.6,11.9,1
1580867,87.5,61.2,37.3,5.7,0
1580868,126.5,62.0,29.8,0.1,1
1580869,141.7,99.5,67.9,0.2,1
1580870,89.3,58.4,46.9,5.1,1
1580871,147.4,58.6,44.7,0.1,0
1580872,140.5,115.2,44.0,8.2,1
1580873,105.0,130.2,29.0,2.0,1
1580874,166.2,130.9,25.5,15.5,1
1580875,115.2,133.1,46.1,1.6,0
1580876,104.3,111.9,35.5,5.8,0
1580877,139.4,114.7,0.0,8.1,1
1580878,84.8,62.9,30.8,7.6,1
1580879,167.5,58.6,42.3,0.3,1
1580880,180.6,128.5,44.3,3.9,0
1580881,137.7,46.1,56.0,8.9,1
1580882,135.6,81.1,45.6,0.3,1
1580883,158.5,88.1,30.8,2.0,1
1580884,121.4,119.6,15.3,3.4,1
1580885,115.2,125.5,28.2,2.7,1
1580886,,80.9,7.8,6.7,0
1580887,152.8,110.6,37.7,9.6,1
1580888,84.3,158.4,31.0,0.3,0
1580889,87.2,136.4,81.7,5.0,0
1580890,146.3,124.7,52.1,21.3,0
1580891,123.9,57.1,41.8,4.3,0
1580892,114.7,115.2,24.3,2.7,0
1580893,85.8,82.8,76.0,20.7,0
1580894,115.6,111.4,51.7,0.1,0
1580895,139.9,122.8,45.5,3.5,1
1580896,107.9,107.7,61.9,5.4,1
1580897,92.0,136.6,40.3,8.1,1
1580898,108.1,124.3,67.1,5.1,0
1580899,81.0,111.1,39.1,0.9,0
1580900,77.3,87.2,45.3,12.4,0
1580901,108.4,126.4,39.3,4.2,1
1580902,147.7,122.2,45.6,6.7,1
1580903,85.7,54.3,22.6,5.8,0
1580904,140.3,116.4,30.3,1.2,1
1580905,137.5,126.7,46.7,15.8,1
1580906,120.9,111.2,59.2,13.4,1
1580907,123.6,103.7,41.3,17.8,1
1580908,89.9,92.1,44.8,0.1,1
1580909,118.9,116.0,35.8,3.4,1
1580910,123.4,80.4,63.1,1.6,1
1580911,78.4,120.5,41.1,5.1,1
1580912,,67.3,22.4,4.1,1
1580913,,133.6,34.7,2.2,1
1580914,107.3,74.3,34.5,7.2,0
1580915,166.7,91.5,29.3,1.4,1
1580916,203.4,121.6,52.6,20.1,1
1580917,124.0,110.5,36.8,16.1,1
1580918,141.9,106.9,32.3,5.0,1
1580919,116.1,77.6,33.7,1.2,1
1580920,129.1,77.9,32.9,7.5,1
1580921,133.1,136.6,29.1,15.9,0
1580922,90.5,92.4,38.2,5.7,0
1580923,163.0,74.6,48.4,0.5,1
1580924,86.1,73.8,53.7,6.5,0
1580925,123.6,170.9,61.7,0.1,0
1580926,146.9,83.2,27.6,18.8,1
1580927,123.5,117.0,34.9,19.1,0
1580928,129.6,109.3,48.2,13.7,1
1580929,96.2,90.0,57.2,4.6,1
1580930,118.3,90.9,43.5,1.2,0
1580931,123.4,84.0,55.9,13.1,1
1580932,107.9,109.6,49.2,7.8,1
1580933,133.8,84.7,59.5,10.2,1
1580934,125.0,49.7,42.2,7.5,1
1580935,118.5,129.9,78.1,10.8,0
1580936,119.9,111.8,34.8,14.6,0
1580937,139.7,129.9,49.9,6.8,1
1580938,120.6,100.5,18.4,10.2,0
1580939,122.4,111.5,49.3,13.4,1
1580940,79.8,147.5,43.5,19.5,1
1580941,115.8,69.0,36.6,7.7,1
1580942,163.4,49.1,64.0,10.6,1
1580943,118.8,136.6,36.8,16.2,0
1580944,108.7,104.1,34.4,1.7,0
1580945,132.2,111.5,35.1,5.3,1
1580946,122.8,95.8,33.5,26.4,1
1580947,93.8,79.1,21.2,0.5,1
1580948,115.9,99.0,32.7,7.2,0
1580949,138.0,97.3,28.2,1.6,0
1580950,89.8,82.5,45.5,6.1,1
1580951,109.6,161.9,30.8,28.0,0
1580952,66.7,110.8,58.4,18.8,0
1580953,85.8,121.9,43.7,13.7,0
1580954,74.3,105.8,35.0,1.8,0
1580955,65.1,50.5,55.3,0.9,0
1580956,118.6,103.2,15.1,12.6,0
1580957,90.4,98.4,40.9,3.6,0
1580958,147.5,106.4,38.3,21.2,0
1580959,143.1,116.4,75.3,4.5,1
1580960,108.2,118.1,58.4,5.4,0
1580961,67.5,88.7,35.1,12.9,0
1580962,57.5,144.2,50.8,1.9,0
1580963,113.3,106.0,65.0,12.6,1
1580964,129.0,78.0,48.1,10.8,0
1580965,110.6,94.0,38.1,5.6,0
1580966,125.9,109.7,37.7,7.6,1
1580967,178.7,101.2,52.1,1.4,1
1580968,148.2,100.5,34.6,11.5,1
1580969,98.0,148.8,68.6,1.2,0
1580970,96.9,71.6,23.4,23.3,0
1580971,110.2,120.4,34.6,4.3,1
1580972,98.0,105.2,35.3,21.6,0
1580973,184.4,80.0,41.8,18.2,1
1580974,159.2,101.9,54.5,9.0,1
1580975,160.4,122.7,65.4,6.4,1
1580976,168.6,148.0,43.7,4.6,1
1580977,59.1,116.2,49.8,10.2,0
1580978,113.3,104.3,24.0,4.9,1
1580979,118.3,91.7,52.4,1.1,1
1580980,157.6,115.3,53.8,0.3,1
1580981,129.8,97.8,63.5,7.0,0
1580982,130.7,79.9,58.8,4.4,1
1580983,183.6,129.4,52.9,6.1,1
1580984,74.4,111.0,36.4,5.4,0
1580985,115.9,99.0,66.5,2.8,0
1580986,84.5,104.4,34.2,7.0,1
1580987,124.0,136.8,57.4,6.0,1
1580988,110.0,104.8,50.3,5.4,0
1580989,,87.9,35.4,1.8,0
1580990,133.6,95.2,48.6,3.7,1
1580991,138.2,116.7,45.5,5.0,0
1580992,112.6,161.7,58.2,12.7,0
1580993,144.0,73.4,32.4,2.9,0
1580994,140.7,119.5,61.5,1.7,1
1580995,111.4,93.3,57.7,3.2,1
1580996,116.3,116.6,34.7,5.1,0
1580997,93.2,64.6,48.4,1.6,1
1580998,80.1,84.0,60.7,9.7,0
1580999,112.9,111.8,58.1,9.1,0
1581000,126.6,76.8,66.1,2.5,1
