CampaignID,AdSpend_K,SocialMediaImpressions,SearchClicks,DirectVisits,ConversionRevenue
1140558,61.9,74.0,97.7,132.3,73921.0
1140559,108.4,112.5,94.6,60.5,85021.0
1140560,60.2,121.2,98.2,96.1,45372.0
1140561,54.9,89.4,90.0,138.8,76564.0
1140562,79.4,61.9,163.3,109.3,75926.0
1140563,80.0,106.0,94.8,120.1,93126.0
1140564,61.9,100.4,126.0,61.5,63762.0
1140565,58.0,108.0,65.6,76.0,56556.0
1140566,69.8,132.4,83.7,87.9,80339.0
1140567,89.4,134.2,167.9,149.5,38857.0
1140568,72.8,88.9,102.3,107.7,57809.0
1140569,63.6,67.2,136.5,111.8,68353.0
1140570,99.1,35.2,140.2,166.1,76927.0
1140571,87.1,134.7,105.4,112.1,75998.0
1140572,74.2,89.6,73.1,91.6,62644.0
1140573,111.2,94.4,104.2,106.0,65310.0
1140574,50.5,82.4,70.3,56.4,73268.0
1140575,,131.4,126.3,85.1,58115.0
1140576,102.2,34.3,115.8,59.9,48676.0
1140577,47.7,80.5,144.3,96.8,83512.0
1140578,92.1,98.4,119.4,120.2,73098.0
1140579,54.8,118.7,74.8,92.8,65962.0
1140580,98.1,95.8,110.4,90.6,94347.0
1140581,110.5,81.6,45.4,90.8,39358.0
1140582,90.3,103.2,97.6,105.1,86870.0
1140583,101.1,58.3,109.2,74.4,76411.0
1140584,106.0,99.7,72.5,108.6,76753.0
1140585,45.3,36.9,116.1,110.6,20827.0
1140586,74.0,122.6,67.1,165.5,54074.0
1140587,91.0,102.1,116.8,136.1,98231.0
1140588,56.6,122.2,102.1,88.0,74485.0
1140589,88.9,63.9,107.7,87.0,42079.0
1140590,49.5,57.3,105.5,96.8,53020.0
1140591,70.5,112.1,107.3,93.2,70831.0
1140592,62.7,119.9,121.1,73.3,84646.0
1140593,52.8,103.4,83.7,112.4,67243.0
1140594,95.5,87.7,104.1,98.6,66547.0
1140595,87.4,76.8,90.4,91.5,86882.0
1140596,75.1,96.3,121.4,137.4,53213.0
1140597,73.0,81.1,64.4,113.4,59670.0
1140598,77.7,92.5,66.5,82.2,30104.0
1140599,47.3,114.6,77.8,71.4,57659.0
1140600,42.4,148.5,114.8,94.2,57943.0
1140601,75.3,105.6,103.1,72.3,69258.0
1140602,107.9,95.5,74.9,110.8,62324.0
1140603,79.3,104.4,97.2,111.5,93563.0
1140604,99.1,114.2,81.9,93.0,76172.0
1140605,78.4,101.7,83.5,121.2,80876.0
1140606,88.3,73.1,86.3,100.4,54062.0
1140607,67.8,68.2,77.6,80.3,44709.0
1140608,42.2,114.5,66.8,107.9,43789.0
1140609,29.2,134.3,105.0,96.9,55813.0
1140610,68.8,73.6,130.4,106.6,67287.0
1140611,79.1,85.0,126.9,54.3,56071.0
1140612,42.0,132.5,144.0,171.4,74561.0
1140613,47.6,83.2,98.6,116.3,44584.0
1140614,104.9,92.8,151.6,94.0,67969.0
1140615,63.7,71.0,122.8,123.5,102578.0
1140616,75.1,101.6,96.7,100.8,38015.0
1140617,41.1,102.7,68.0,79.4,50875.0
1140618,85.0,123.5,101.1,111.8,65078.0
1140619,41.7,89.3,134.7,60.2,106877.0
1140620,90.2,83.5,77.3,118.5,86110.0
1140621,41.7,144.9,105.0,142.1,72085.0
1140622,83.0,125.7,129.6,103.6,62293.0
1140623,47.2,90.1,144.4,74.9,66680.0
1140624,82.1,86.2,65.9,65.2,69308.0
1140625,66.7,66.4,95.2,38.8,51774.0
1140626,70.5,116.9,72.7,105.6,67098.0
1140627,62.1,118.0,114.9,56.5,56944.0
1140628,65.2,134.1,121.0,88.8,35446.0
1140629,77.0,89.6,106.4,88.8,65954.0
1140630,73.8,59.1,124.1,92.9,61738.0
1140631,83.2,68.1,108.4,142.3,65950.0
1140632,92.6,99.9,118.2,75.2,65310.0
1140633,98.4,66.3,70.2,68.7,38616.0
1140634,103.3,126.7,162.9,62.7,27015.0
1140635,67.7,89.0,116.9,101.8,70026.0
1140636,113.7,64.1,124.1,85.6,65503.0
1140637,109.8,96.6,104.8,124.2,101447.0
1140638,71.8,75.5,117.7,90.5,93830.0
1140639,56.6,82.1,96.6,114.3,68689.0
1140640,71.7,95.3,98.7,72.0,88623.0
1140641,70.9,151.3,145.9,55.3,54213.0
1140642,75.2,149.4,140.2,77.7,59892.0
1140643,59.1,112.9,90.4,122.8,58038.0
1140644,47.4,88.5,136.0,53.8,103011.0
1140645,70.9,123.1,116.7,87.6,72117.0
1140646,47.3,122.3,103.3,47.3,63534.0
1140647,71.9,74.2,105.0,95.5,40768.0
1140648,75.5,98.1,106.5,94.5,76911.0
1140649,94.8,65.1,86.4,69.3,51450.0
1140650,102.1,92.6,105.3,70.4,38560.0
1140651,68.6,70.3,70.2,63.7,66435.0
1140652,67.4,103.2,56.6,83.4,41353.0
1140653,64.3,127.4,132.0,127.1,23343.0
1140654,71.5,72.3,107.8,137.6,91354.0
1140655,83.3,107.6,96.6,117.3,63215.0
1140656,63.1,121.5,129.0,55.6,98510.0
1140657,88.5,125.6,104.4,83.8,77987.0
1140658,74.5,88.7,92.6,116.4,87174.0
1140659,70.2,93.1,119.7,120.7,81950.0
1140660,106.6,123.6,70.6,112.7,60975.0
1140661,70.8,98.6,119.2,89.5,63717.0
1140662,73.0,89.0,160.0,153.2,49777.0
1140663,78.3,108.6,102.1,97.7,73456.0
1140664,61.2,114.3,136.8,131.9,64224.0
1140665,85.8,120.6,186.8,107.4,88170.0
1140666,108.2,117.3,131.8,102.4,60837.0
1140667,63.6,111.4,1.0,98.6,62286.0
1140668,91.1,80.4,102.5,106.5,77347.0
1140669,77.7,131.6,106.2,82.3,65910.0
1140670,84.0,129.1,102.2,127.6,45582.0
1140671,56.6,57.3,86.9,121.2,77151.0
1140672,62.9,116.0,123.8,65.7,69896.0
1140673,75.0,110.0,90.5,133.7,56750.0
1140674,81.7,90.5,86.7,86.0,81020.0
1140675,24.1,113.9,95.8,70.5,45949.0
1140676,77.8,75.5,87.4,94.1,92990.0
1140677,52.6,110.2,80.2,59.9,68505.0
1140678,64.8,129.3,78.8,134.6,74786.0
1140679,74.9,130.5,110.7,81.0,43027.0
1140680,63.9,72.2,67.3,126.8,27380.0
1140681,67.1,115.4,97.9,84.2,59866.0
1140682,76.5,148.1,133.9,85.4,74373.0
1140683,29.6,92.3,82.7,98.6,64358.0
1140684,79.5,69.4,94.0,124.2,74011.0
1140685,89.3,73.0,114.7,111.7,65591.0
1140686,54.0,74.0,70.2,46.2,56985.0
1140687,57.7,121.2,70.4,86.8,65771.0
1140688,89.4,107.7,114.1,109.5,75501.0
1140689,102.4,126.9,105.4,102.2,51673.0
1140690,60.4,133.4,45.7,115.9,64809.0
1140691,98.2,93.7,100.6,110.9,44514.0
1140692,108.8,121.3,61.7,84.6,57294.0
1140693,44.0,95.5,129.0,69.6,52636.0
1140694,72.4,94.1,79.9,99.6,51982.0
1140695,92.4,118.0,113.8,75.6,68997.0
1140696,66.0,85.2,75.4,120.4,41190.0
1140697,62.8,121.3,155.9,107.8,98403.0
1140698,69.9,76.8,72.8,105.6,114845.0
1140699,79.5,104.8,82.1,108.0,83213.0
1140700,52.2,75.9,105.5,99.6,75228.0
1140701,66.1,95.1,61.3,103.8,78379.0
1140702,86.7,86.7,109.7,86.1,55126.0
1140703,92.9,150.6,73.5,129.1,53591.0
1140704,93.1,88.6,89.3,75.1,62249.0
1140705,92.6,97.4,120.6,81.8,71418.0
1140706,76.7,80.5,118.9,27.1,83014.0
1140707,21.8,69.1,90.1,99.8,61292.0
1140708,80.5,123.0,80.3,120.2,45490.0
1140709,68.9,100.2,116.8,105.7,44223.0
1140710,73.5,65.9,80.9,87.1,47759.0
1140711,108.4,98.6,120.5,74.2,44838.0
1140712,84.7,84.5,106.3,94.9,33497.0
1140713,64.1,102.7,90.5,98.2,68634.0
1140714,56.5,130.2,113.6,104.4,76517.0
1140715,67.8,107.1,100.4,113.7,94394.0
1140716,55.3,101.8,97.6,69.4,85393.0
1140717,101.7,61.8,48.3,85.7,84424.0
1140718,42.7,91.9,101.5,86.7,67385.0
1140719,62.3,150.2,151.2,100.2,88815.0
1140720,86.1,131.1,85.0,109.7,101312.0
1140721,75.6,69.5,87.8,109.8,58028.0
1140722,76.0,138.4,121.3,82.5,42907.0
1140723,34.3,72.8,119.7,81.2,32115.0
1140724,72.4,92.1,107.8,72.1,49796.0
1140725,108.1,82.6,103.0,113.6,45910.0
1140726,81.9,103.3,98.7,105.0,45320.0
1140727,91.2,92.7,113.1,101.6,114111.0
1140728,97.5,142.6,71.4,152.5,51203.0
1140729,102.3,78.8,81.3,118.8,62979.0
1140730,82.6,128.9,85.3,117.5,72708.0
1140731,82.0,134.2,131.0,103.4,67491.0
1140732,77.7,91.3,67.5,125.1,50125.0
1140733,71.4,90.9,102.1,100.3,94985.0
1140734,86.3,83.4,82.9,83.0,76877.0
1140735,108.3,75.4,117.8,123.9,63318.0
1140736,64.3,111.4,79.2,91.4,46276.0
1140737,49.0,82.5,100.5,115.2,58508.0
1140738,66.7,96.1,88.2,96.2,68503.0
1140739,63.7,45.9,115.7,158.9,44312.0
1140740,65.5,83.8,127.7,115.1,75097.0
1140741,52.1,138.8,100.2,102.5,39755.0
1140742,43.7,125.9,120.4,103.2,70188.0
1140743,56.5,116.3,144.2,105.4,95447.0
1140744,49.4,122.9,64.3,105.6,83710.0
1140745,87.8,88.4,61.9,68.3,63869.0
1140746,55.8,108.6,126.5,79.8,72314.0
1140747,72.1,97.4,55.3,114.3,72326.0
1140748,52.8,98.9,115.8,87.8,71057.0
1140749,67.8,128.8,70.9,132.9,22720.0
1140750,56.7,149.8,21.8,123.8,80283.0
1140751,81.2,73.9,111.2,95.3,70512.0
1140752,90.7,108.1,98.4,103.9,91146.0
1140753,91.8,104.8,83.6,107.2,43662.0
1140754,85.4,101.5,96.3,82.3,56266.0
1140755,53.5,101.7,131.8,138.6,75150.0
1140756,100.0,118.1,110.6,90.4,74019.0
1140757,71.2,112.3,73.3,113.5,63437.0
1140758,47.1,111.4,94.6,100.6,59666.0
1140759,63.8,110.7,88.9,81.7,85403.0
1140760,69.3,95.8,109.8,126.8,81919.0
1140761,80.8,129.9,123.2,92.7,54757.0
1140762,85.6,90.0,156.4,99.3,57993.0
1140763,83.6,130.1,148.9,105.1,68748.0
1140764,91.3,105.4,68.2,83.4,76523.0
1140765,58.8,54.4,110.4,120.3,31197.0
1140766,90.4,121.8,115.0,117.7,56690.0
1140767,53.1,58.1,50.0,92.8,60187.0
1140768,48.5,150.8,87.5,88.5,56742.0
1140769,108.8,96.7,117.4,101.2,73250.0
1140770,67.2,134.3,109.3,115.5,105430.0
1140771,86.1,111.4,114.5,145.3,80874.0
1140772,70.0,111.8,66.1,168.0,52882.0
1140773,81.7,82.6,56.8,143.1,74310.0
1140774,74.9,118.3,84.3,145.8,61479.0
1140775,64.4,88.5,93.4,109.5,100114.0
1140776,72.4,80.4,102.4,92.1,50844.0
1140777,93.3,78.5,127.6,138.7,58488.0
1140778,,56.7,85.9,107.0,80361.0
1140779,48.3,111.1,67.5,100.0,47516.0
1140780,77.0,72.3,99.2,104.2,46819.0
1140781,79.1,87.9,69.7,93.7,51960.0
1140782,72.1,86.4,141.7,118.9,46251.0
1140783,80.8,113.1,115.3,126.6,59334.0
1140784,78.1,155.1,42.4,87.8,54602.0
1140785,100.4,131.8,87.6,60.1,56254.0
1140786,77.4,122.5,120.1,91.9,97655.0
1140787,67.2,95.8,117.0,92.9,64630.0
1140788,39.9,124.5,134.7,94.9,87662.0
1140789,110.5,93.3,102.3,94.8,79391.0
1140790,35.0,83.0,118.3,117.1,86238.0
1140791,58.1,124.1,82.1,141.5,30998.0
1140792,44.4,65.9,100.7,97.3,65899.0
1140793,66.1,90.8,115.9,103.3,66349.0
1140794,84.6,45.5,81.7,95.5,66632.0
1140795,83.3,127.2,113.8,116.9,63968.0
1140796,,127.9,141.7,81.4,63935.0
1140797,71.9,111.6,100.4,89.6,82271.0
1140798,51.9,96.4,108.3,109.1,45889.0
1140799,84.7,121.4,57.2,83.9,72650.0
1140800,67.9,125.9,49.3,91.0,100833.0
1140801,50.1,120.8,88.9,74.1,75742.0
1140802,72.8,115.5,109.3,88.5,63715.0
1140803,60.2,87.4,119.7,150.9,84919.0
1140804,73.4,114.0,132.7,81.7,67211.0
1140805,85.4,86.6,70.0,65.2,36326.0
1140806,66.4,96.6,131.2,90.8,55745.0
1140807,94.3,81.4,79.3,86.5,49188.0
1140808,118.1,101.3,68.6,103.9,50299.0
1140809,95.5,91.4,133.1,115.6,46144.0
1140810,90.2,19.5,177.1,135.9,64736.0
1140811,67.5,154.3,50.1,94.5,75125.0
1140812,94.8,92.2,92.6,77.2,64768.0
1140813,86.1,69.8,130.5,130.5,67906.0
1140814,60.5,62.5,91.2,162.4,68089.0
1140815,103.5,90.0,71.0,96.9,96296.0
1140816,70.6,62.1,103.9,106.2,62557.0
1140817,62.9,73.1,81.9,128.9,63239.0
1140818,103.0,110.1,107.4,72.1,99590.0
1140819,30.0,94.4,128.4,99.4,94756.0
1140820,97.9,146.8,137.2,115.0,30345.0
1140821,72.1,72.6,149.3,105.1,90406.0
1140822,43.8,65.3,82.5,143.9,36192.0
1140823,85.1,106.8,120.3,153.9,64407.0
1140824,76.6,104.5,116.5,102.8,59996.0
1140825,59.8,117.7,73.9,132.4,42701.0
1140826,94.2,93.4,117.9,65.1,88283.0
1140827,86.8,106.8,93.5,99.9,41290.0
1140828,65.1,102.1,85.8,127.5,61489.0
1140829,107.6,70.6,80.7,102.9,72876.0
1140830,87.5,152.4,125.6,78.8,93628.0
1140831,66.2,157.3,122.3,80.3,79570.0
1140832,48.0,101.3,110.3,74.5,91023.0
1140833,89.3,82.4,118.2,92.8,47673.0
1140834,98.8,72.0,116.8,101.2,49459.0
1140835,65.7,112.2,106.9,145.6,76261.0
1140836,49.1,80.4,141.7,92.7,61164.0
1140837,59.1,78.5,81.7,84.4,101718.0
1140838,92.1,103.2,88.6,119.3,77402.0
1140839,53.6,94.1,100.2,101.6,59346.0
1140840,93.9,43.6,98.0,52.1,64832.0
1140841,67.2,113.4,153.5,61.7,38884.0
1140842,49.7,99.5,60.7,129.5,79099.0
1140843,51.9,75.0,87.8,86.7,71774.0
1140844,137.7,111.7,98.8,137.2,29349.0
1140845,97.2,129.7,56.0,65.9,101441.0
1140846,54.3,63.9,163.3,111.5,55980.0
1140847,42.4,78.3,82.9,122.5,60409.0
1140848,48.3,79.1,30.4,87.0,72592.0
1140849,57.9,150.4,103.2,52.3,39082.0
1140850,64.1,81.6,106.6,95.0,52932.0
1140851,96.3,110.2,104.4,107.8,41529.0
1140852,69.6,100.9,91.5,91.0,26677.0
1140853,81.5,74.0,96.6,73.7,67537.0
1140854,59.0,108.4,115.5,100.5,49249.0
1140855,103.0,92.0,113.2,102.9,59072.0
1140856,92.4,57.8,95.5,134.3,64665.0
1140857,83.2,102.9,45.8,114.0,54285.0
1140858,73.1,80.8,109.2,106.2,71576.0
1140859,88.2,108.4,92.6,113.8,71740.0
1140860,24.5,158.6,83.7,116.7,30118.0
1140861,58.3,82.7,166.1,100.9,75131.0
1140862,95.7,104.4,102.4,106.8,86572.0
1140863,83.4,103.4,83.7,124.8,48112.0
1140864,66.2,83.6,106.4,91.6,90376.0
1140865,75.9,102.1,154.1,102.0,20822.0
1140866,70.4,63.4,131.3,102.0,34487.0
1140867,75.9,98.8,61.5,138.3,66237.0
1140868,96.4,164.2,120.3,94.6,71029.0
1140869,65.3,84.5,91.9,149.1,69237.0
1140870,87.6,80.8,114.3,85.3,80434.0
1140871,73.4,98.8,129.6,94.0,76470.0
1140872,65.0,109.2,59.5,81.8,51180.0
1140873,67.0,105.3,90.8,55.2,78294.0
1140874,44.2,142.6,124.2,74.1,60833.0
1140875,81.0,86.1,110.6,122.5,98706.0
1140876,86.5,128.2,89.2,70.8,53374.0
1140877,55.9,101.1,115.9,113.5,85109.0
1140878,48.4,95.6,87.9,71.4,68087.0
1140879,90.9,81.0,81.1,88.3,96167.0
1140880,89.6,103.8,127.2,96.9,66182.0
1140881,76.7,65.3,90.5,90.2,69352.0
1140882,92.5,78.4,104.2,107.7,76423.0
1140883,73.2,125.3,76.0,81.7,76958.0
1140884,58.5,111.2,137.9,103.0,82711.0
1140885,66.9,103.6,113.3,81.1,36742.0
1140886,97.4,104.6,100.7,73.7,77501.0
1140887,91.8,87.1,84.2,87.7,71797.0
1140888,86.9,121.6,112.5,115.4,60436.0
1140889,80.0,93.9,83.4,128.7,31623.0
1140890,95.3,124.5,145.9,45.3,76927.0
1140891,108.6,135.9,126.8,103.1,66201.0
1140892,66.5,128.6,129.5,92.6,78370.0
1140893,74.3,91.7,85.8,83.6,66532.0
1140894,114.1,124.1,140.5,147.0,48090.0
1140895,101.0,132.0,104.6,111.8,31504.0
1140896,43.4,71.3,132.8,126.5,71464.0
1140897,52.6,115.3,89.0,109.4,55322.0
1140898,73.1,108.3,77.9,119.8,54592.0
1140899,79.2,111.7,100.7,132.2,79124.0
1140900,100.8,96.1,79.2,108.0,55630.0
1140901,70.9,112.2,97.9,75.6,73796.0
1140902,81.3,102.8,126.2,134.2,39539.0
1140903,86.9,91.9,76.2,83.2,89236.0
1140904,63.9,68.7,64.4,84.2,62761.0
1140905,88.2,134.3,107.8,98.4,63503.0
1140906,48.5,80.7,107.9,101.0,47081.0
1140907,56.9,67.5,85.9,69.3,37713.0
1140908,73.1,74.0,98.0,58.7,63111.0
1140909,74.1,99.8,113.5,105.8,77313.0
1140910,88.5,88.8,101.0,98.8,65832.0
1140911,86.8,129.8,116.8,80.3,59333.0
1140912,76.3,102.0,51.3,93.2,86319.0
1140913,42.1,72.9,67.7,86.4,61571.0
1140914,100.9,128.3,82.3,131.8,89001.0
1140915,76.8,91.0,91.1,54.1,51067.0
1140916,66.2,115.4,101.4,82.3,77764.0
1140917,45.3,99.4,109.4,128.3,61646.0
1140918,54.6,153.4,133.0,86.4,53649.0
1140919,64.0,127.1,74.5,107.7,20926.0
1140920,75.7,124.3,57.5,109.1,54536.0
1140921,100.3,101.0,31.2,86.4,40219.0
1140922,113.8,77.1,133.1,45.6,49837.0
1140923,81.6,132.8,115.1,124.2,46427.0
1140924,111.3,109.8,99.5,79.2,63993.0
1140925,92.3,90.2,116.8,92.5,73428.0
1140926,58.2,109.6,109.7,123.2,96679.0
1140927,49.4,80.8,63.2,111.6,66382.0
1140928,86.5,123.3,63.1,144.0,75876.0
1140929,78.2,164.2,133.9,27.0,60058.0
1140930,68.6,107.8,79.1,76.1,84486.0
1140931,64.3,111.5,34.2,93.1,69736.0
1140932,102.4,133.9,95.1,95.8,68453.0
1140933,88.9,165.5,116.9,84.9,71443.0
1140934,99.5,109.7,120.4,91.2,47125.0
1140935,86.7,61.1,77.7,75.3,50302.0
1140936,98.2,100.4,101.6,65.3,42688.0
1140937,94.4,68.4,80.0,137.6,49516.0
1140938,98.8,67.5,99.0,90.6,39429.0
1140939,64.9,81.8,88.0,106.1,38855.0
1140940,81.5,135.9,83.9,131.6,59620.0
1140941,114.7,132.1,77.0,66.8,50335.0
1140942,85.2,73.8,100.2,101.0,62088.0
1140943,98.3,62.2,61.6,78.6,110231.0
1140944,77.9,67.7,80.3,75.5,56130.0
1140945,46.3,100.7,132.6,89.1,72653.0
1140946,108.3,128.4,103.1,130.3,85356.0
1140947,78.3,112.0,123.4,92.6,73818.0
1140948,59.3,90.6,81.7,95.1,42342.0
1140949,75.1,96.2,82.8,137.0,79318.0
1140950,69.4,79.5,146.8,125.4,62347.0
1140951,81.5,73.2,148.8,79.8,80299.0
1140952,53.3,81.0,110.7,139.6,59756.0
1140953,63.4,86.2,123.0,81.7,45866.0
1140954,81.7,88.6,141.1,136.1,56873.0
1140955,67.4,44.8,121.5,146.0,54124.0
1140956,67.8,71.3,123.4,154.9,73098.0
1140957,78.4,63.2,81.4,64.1,54548.0
1140958,75.8,110.2,83.5,118.7,75899.0
1140959,69.9,103.0,101.9,79.1,64778.0
1140960,68.0,68.1,101.2,99.4,66798.0
1140961,55.7,150.2,72.1,156.7,88037.0
1140962,79.1,153.7,124.5,135.3,109170.0
1140963,94.9,117.1,104.8,75.4,118971.0
1140964,71.1,131.0,84.0,120.7,58874.0
1140965,68.5,118.6,58.8,88.2,48771.0
1140966,74.0,93.7,95.3,116.3,77279.0
1140967,71.6,79.8,79.3,76.6,74749.0
1140968,58.8,133.7,90.7,81.5,92261.0
1140969,102.8,98.5,124.9,113.9,85736.0
1140970,75.2,127.0,82.6,95.5,43580.0
1140971,122.8,120.2,73.7,78.3,47371.0
1140972,,78.9,122.7,118.5,86489.0
1140973,75.8,93.3,65.3,73.0,64175.0
1140974,74.7,95.1,47.0,103.3,42932.0
1140975,53.0,134.5,63.8,106.8,44601.0
1140976,50.1,112.6,108.4,127.9,34124.0
1140977,72.8,110.5,99.7,149.5,86215.0
1140978,90.9,126.7,90.2,82.3,77915.0
1140979,54.3,127.6,137.7,92.3,69186.0
1140980,76.8,130.5,113.3,96.1,62919.0
1140981,,74.0,130.0,106.0,67315.0
1140982,93.2,108.4,115.6,100.6,39113.0
1140983,58.0,69.5,138.5,120.9,53212.0
1140984,60.2,95.5,96.0,82.6,81425.0
1140985,54.3,74.9,110.0,93.9,62131.0
1140986,60.0,83.9,97.1,44.9,57374.0
1140987,73.9,97.1,102.6,83.8,79694.0
1140988,76.2,165.2,128.8,103.1,42518.0
1140989,,101.1,132.4,65.6,48218.0
1140990,111.8,92.3,88.1,84.6,52341.0
1140991,44.8,96.7,97.6,101.4,62934.0
1140992,56.7,72.2,90.4,105.7,72012.0
1140993,62.0,87.5,131.8,72.8,82342.0
1140994,80.7,130.0,69.8,115.1,54039.0
1140995,22.9,75.3,46.9,71.9,24704.0
1140996,56.9,95.7,117.2,49.0,53430.0
1140997,81.9,92.4,133.4,130.5,58310.0
1140998,59.7,134.2,112.0,60.8,21080.0
1140999,82.3,113.5,124.1,116.0,65527.0
1141000,103.1,97.2,126.2,96.2,69190.0
