MatchID,TutorExpYears,ClassFeeHourly,StudentSatisfactionScore,LessonsCompleted,RenewedSubscription
1790581,12.8,92.3,5.4,107.4,91.8
1790582,6.8,128.7,8.8,144.6,96.4
1790583,12.5,186.6,5.9,113.9,81.8
1790584,7.5,96.5,6.8,100.8,117.9
1790585,9.0,94.8,9.3,79.6,143.6
1790586,14.3,102.9,5.2,72.0,83.9
1790587,4.1,98.5,7.7,109.5,90.0
1790588,9.1,164.8,9.0,139.0,98.7
1790589,14.5,123.5,7.7,96.2,93.9
1790590,12.8,160.2,7.5,55.1,112.0
1790591,10.3,153.9,8.2,99.9,119.7
1790592,11.1,123.5,9.6,98.2,119.2
1790593,9.1,135.1,7.1,137.9,139.6
1790594,13.8,135.1,7.6,108.1,96.1
1790595,3.3,149.1,10.0,86.3,130.7
1790596,3.8,87.1,10.0,112.3,96.7
1790597,8.7,117.7,5.9,103.0,83.5
1790598,5.7,88.6,5.7,108.1,121.3
1790599,14.0,154.2,4.1,143.1,123.5
1790600,10.4,177.5,6.4,103.0,74.3
1790601,14.6,93.6,6.7,47.5,108.3
1790602,8.1,88.4,6.9,116.8,106.6
1790603,8.3,99.7,7.0,81.4,56.4
1790604,1.5,120.9,9.4,63.8,43.0
1790605,7.4,193.9,6.6,77.3,125.5
1790606,13.3,137.5,7.9,76.1,88.1
1790607,12.5,132.8,,82.4,82.8
1790608,13.2,96.0,6.0,83.8,102.5
1790609,10.8,151.1,7.9,115.1,90.3
1790610,13.5,26.6,2.5,90.3,74.1
1790611,3.6,205.9,8.0,137.3,120.1
1790612,8.5,98.4,6.8,107.4,88.7
1790613,9.9,109.0,7.7,71.6,140.8
1790614,11.5,97.1,8.0,125.9,83.2
1790615,11.5,95.6,5.8,116.4,90.1
1790616,9.9,72.6,5.5,82.9,78.5
1790617,4.6,89.7,10.0,134.7,122.2
1790618,14.1,153.3,6.6,79.0,123.6
1790619,1.7,107.7,10.0,85.2,87.4
1790620,13.5,89.2,6.4,137.2,60.6
1790621,5.9,85.4,7.4,77.9,83.4
1790622,12.0,135.1,4.6,127.8,124.0
1790623,8.0,193.2,5.0,94.6,94.7
1790624,12.6,51.5,5.6,86.1,86.7
1790625,9.6,163.9,7.4,84.6,78.9
1790626,8.4,101.8,9.0,113.6,103.2
1790627,10.8,148.7,10.0,120.3,141.5
1790628,7.6,172.1,7.8,70.5,39.6
1790629,2.5,131.3,5.1,41.5,124.3
1790630,11.1,181.5,3.6,97.0,122.8
1790631,4.6,141.7,7.4,78.8,92.7
1790632,2.4,107.4,6.3,100.3,134.1
1790633,3.2,140.3,4.7,120.7,83.4
1790634,7.3,204.5,6.0,96.3,95.6
1790635,5.6,140.4,10.0,79.8,91.9
1790636,2.3,156.3,6.1,157.2,111.4
1790637,13.2,128.0,5.3,153.2,74.0
1790638,9.9,181.3,7.0,140.8,123.3
1790639,3.7,71.7,7.8,121.7,80.6
1790640,8.6,147.7,7.0,63.1,182.8
1790641,12.6,137.8,5.8,130.4,113.0
1790642,5.1,134.0,8.9,113.4,72.1
1790643,1.4,69.6,7.4,158.0,89.9
1790644,4.1,120.2,7.6,64.7,121.2
1790645,14.8,197.2,5.6,64.1,107.2
1790646,4.4,89.4,7.1,90.2,115.1
1790647,8.1,81.6,7.0,96.3,122.2
1790648,5.5,70.1,7.5,96.2,79.6
1790649,9.0,111.4,6.5,88.1,91.4
1790650,3.6,154.4,6.6,100.4,84.1
1790651,8.4,112.9,8.4,72.5,124.3
1790652,15.0,69.5,6.6,123.7,116.0
1790653,4.3,78.8,9.1,130.5,107.0
1790654,13.0,131.4,8.6,97.2,90.6
1790655,10.9,56.4,8.2,109.1,105.3
1790656,15.0,90.0,6.0,66.6,96.2
1790657,8.3,45.9,8.1,129.6,78.6
1790658,11.5,96.8,5.6,137.2,113.3
1790659,8.6,165.7,7.4,125.8,79.2
1790660,6.3,129.9,6.4,61.0,87.4
1790661,1.8,166.7,10.0,83.3,89.1
1790662,13.5,94.4,5.2,115.6,88.0
1790663,1.0,103.3,9.6,116.9,63.9
1790664,1.9,76.3,7.6,78.6,57.6
1790665,13.6,65.0,6.4,113.9,107.1
1790666,8.5,153.7,6.2,108.6,115.7
1790667,5.9,90.7,7.8,71.6,95.7
1790668,9.1,113.8,9.1,72.6,69.9
1790669,11.2,118.4,8.0,84.7,111.7
1790670,1.7,96.1,8.9,57.3,125.7
1790671,9.5,76.2,6.5,121.1,68.3
1790672,2.8,83.2,7.3,95.8,115.6
1790673,2.6,105.4,7.4,112.6,100.4
1790674,4.1,159.8,8.2,101.2,119.0
1790675,12.6,103.0,5.8,99.0,105.0
1790676,13.1,89.0,8.1,68.3,132.4
1790677,14.6,92.0,7.7,80.5,90.3
1790678,4.3,113.8,,158.8,114.4
1790679,9.9,114.1,9.5,117.2,118.1
1790680,10.0,63.0,6.3,70.6,97.8
1790681,6.1,130.5,10.0,79.8,92.9
1790682,2.1,109.2,8.3,79.8,162.5
1790683,7.5,89.6,9.1,105.4,95.9
1790684,5.7,110.5,7.3,49.7,100.4
1790685,4.4,128.6,7.8,69.5,81.8
1790686,2.7,179.3,6.0,87.5,85.5
1790687,8.0,128.0,9.3,89.9,20.4
1790688,9.8,47.2,6.5,67.3,131.7
1790689,7.8,97.7,9.8,76.1,122.3
1790690,1.5,164.1,7.9,108.2,118.9
1790691,1.5,70.7,10.0,97.3,114.6
1790692,13.9,157.3,10.0,95.6,106.9
1790693,5.1,168.5,,138.0,118.7
1790694,9.4,118.8,6.4,62.4,97.3
1790695,9.1,130.0,7.4,79.1,117.9
1790696,11.9,92.3,8.3,73.8,112.7
1790697,8.3,132.3,6.1,98.9,100.8
1790698,5.9,139.3,7.3,106.4,116.4
1790699,6.1,99.3,7.9,108.1,119.1
1790700,12.5,150.1,6.5,78.9,137.4
1790701,9.0,141.0,6.2,131.0,127.1
1790702,14.9,66.8,9.0,97.7,129.7
1790703,13.5,138.1,6.1,152.0,111.3
1790704,2.0,142.4,9.2,72.5,112.7
1790705,14.5,125.5,7.2,173.5,102.2
1790706,12.7,107.8,6.3,102.3,114.7
1790707,11.3,97.3,9.6,63.0,88.9
1790708,5.2,182.9,7.1,110.7,73.5
1790709,7.8,56.9,6.5,75.3,128.6
1790710,7.2,147.8,4.6,77.9,58.1
1790711,8.5,79.0,5.3,109.8,113.0
1790712,3.3,107.7,6.4,121.3,70.9
1790713,12.4,179.7,7.4,96.5,111.2
1790714,13.3,67.6,6.8,82.0,102.1
1790715,1.8,176.9,8.0,66.4,87.9
1790716,14.2,144.3,5.7,67.1,73.7
1790717,8.3,30.5,5.1,95.9,87.4
1790718,4.2,133.6,7.7,110.0,99.8
1790719,11.6,158.3,7.7,118.5,160.1
1790720,4.6,157.8,,96.4,110.2
1790721,11.8,149.4,9.5,77.6,147.7
1790722,3.6,162.4,10.0,92.2,71.0
1790723,12.5,130.4,6.5,116.3,106.5
1790724,1.9,69.8,4.3,122.4,64.8
1790725,14.0,91.0,7.9,125.7,132.5
1790726,14.6,135.5,10.0,108.8,108.1
1790727,1.9,92.5,4.2,127.4,106.4
1790728,3.4,114.8,7.4,103.0,74.0
1790729,9.5,111.3,6.7,94.0,139.2
1790730,8.2,72.2,7.8,152.0,92.7
1790731,8.5,136.3,4.0,85.2,61.1
1790732,12.0,168.5,4.9,120.0,54.1
1790733,13.6,83.1,5.2,66.7,102.5
1790734,8.3,43.3,7.5,146.9,107.1
1790735,7.0,174.4,6.1,95.0,100.7
1790736,13.0,130.5,6.2,126.1,43.2
1790737,1.3,126.9,5.3,134.8,115.7
1790738,7.9,145.0,5.8,120.0,113.0
1790739,3.0,164.0,4.2,110.1,92.6
1790740,6.4,100.4,6.7,91.9,129.0
1790741,3.5,116.4,6.1,71.1,41.9
1790742,11.8,80.6,9.5,126.3,92.6
1790743,3.5,154.7,6.9,85.0,125.7
1790744,4.8,33.4,8.0,124.5,100.1
1790745,1.0,104.1,5.8,74.5,94.2
1790746,3.8,108.9,6.4,94.6,104.4
1790747,9.7,190.7,5.6,76.8,107.2
1790748,2.3,211.3,8.8,136.6,103.2
1790749,8.9,135.5,5.9,102.8,70.7
1790750,3.6,158.5,9.8,67.4,80.3
1790751,14.9,89.0,4.4,60.5,139.7
1790752,7.5,136.4,9.0,121.9,95.4
1790753,10.3,115.9,8.5,101.4,92.9
1790754,1.8,145.7,9.3,139.7,76.0
1790755,5.5,155.0,7.2,76.6,105.0
1790756,10.0,156.1,4.6,116.6,78.2
1790757,14.3,53.4,8.0,141.8,96.1
1790758,7.9,122.5,5.1,105.8,120.0
1790759,10.0,76.0,9.7,90.7,88.6
1790760,4.3,85.9,5.5,85.7,76.2
1790761,14.6,185.3,8.2,111.3,129.9
1790762,9.4,133.7,5.3,73.8,58.7
1790763,8.6,166.7,8.3,73.8,88.1
1790764,11.3,104.9,5.9,132.1,105.7
1790765,6.7,54.8,7.4,109.5,113.3
1790766,5.1,60.8,6.6,67.3,91.8
1790767,7.6,99.0,6.7,78.1,154.2
1790768,3.4,77.6,4.9,103.0,99.2
1790769,4.4,126.9,6.5,94.1,77.1
1790770,8.8,110.9,8.8,147.3,95.7
1790771,14.7,137.8,5.8,67.9,103.8
1790772,13.7,111.7,5.2,85.9,78.5
1790773,7.6,85.9,7.1,100.1,82.7
1790774,13.0,126.0,8.1,68.3,129.4
1790775,5.9,179.9,7.4,97.1,95.5
1790776,5.5,97.5,4.9,112.4,67.6
1790777,4.1,153.8,7.4,93.3,125.7
1790778,7.2,33.1,4.0,109.9,124.1
1790779,8.9,47.0,8.9,127.1,83.3
1790780,1.6,135.0,8.0,91.6,120.6
1790781,3.4,147.3,6.8,99.4,98.1
1790782,6.2,68.6,7.4,81.4,103.9
1790783,13.0,186.8,5.4,84.4,135.9
1790784,1.9,210.7,6.1,135.8,84.1
1790785,9.5,111.3,7.7,140.9,110.7
1790786,10.2,79.9,7.0,92.7,114.9
1790787,11.4,80.1,3.8,98.1,77.9
1790788,8.2,108.0,8.0,99.8,100.8
1790789,9.2,154.0,9.3,121.6,80.5
1790790,4.6,97.5,6.6,109.0,149.2
1790791,11.4,111.2,8.5,78.8,75.8
1790792,9.5,135.3,7.1,101.9,131.6
1790793,13.3,52.7,10.0,132.9,130.5
1790794,7.6,177.6,6.6,70.7,142.3
1790795,11.7,196.6,5.9,81.5,90.2
1790796,12.2,46.9,5.4,99.5,103.3
1790797,4.7,131.7,7.3,120.3,98.4
1790798,1.4,91.8,6.2,122.1,98.5
1790799,4.8,132.7,7.0,107.7,94.4
1790800,4.0,131.1,8.8,92.7,95.5
1790801,14.7,55.2,6.1,70.4,75.9
1790802,7.3,99.6,7.0,52.5,82.0
1790803,11.9,72.3,6.6,115.8,93.2
1790804,6.1,120.6,8.7,109.4,45.8
1790805,9.8,132.4,9.5,124.2,81.5
1790806,10.4,153.8,6.5,118.0,69.5
1790807,9.3,71.8,8.1,82.1,98.4
1790808,3.7,54.1,6.3,119.7,92.9
1790809,13.2,144.6,9.9,87.4,22.3
1790810,5.8,205.7,6.2,105.7,128.2
1790811,5.5,148.7,7.3,126.9,71.3
1790812,8.4,123.6,6.6,112.0,128.6
1790813,5.2,173.7,10.0,84.5,50.5
1790814,12.1,140.4,6.9,123.0,101.1
1790815,7.0,124.9,7.0,100.4,77.3
1790816,8.9,140.5,3.7,41.2,66.8
1790817,12.7,74.3,6.7,79.8,146.8
1790818,3.9,151.0,7.2,97.8,98.9
1790819,3.2,142.0,10.0,65.9,127.4
1790820,1.3,36.1,5.6,97.9,115.3
1790821,5.3,85.9,7.9,48.6,72.0
1790822,3.1,78.1,7.0,107.6,49.6
1790823,4.2,117.2,5.9,85.1,127.9
1790824,1.2,140.8,8.0,103.9,75.9
1790825,5.0,107.6,6.9,101.4,94.1
1790826,1.2,134.1,7.4,111.0,128.4
1790827,12.0,140.7,6.0,90.8,96.1
1790828,15.0,180.4,6.1,58.9,104.6
1790829,7.2,116.8,6.2,108.8,93.6
1790830,7.5,44.3,6.6,85.8,87.7
1790831,7.1,113.8,8.5,131.1,85.9
1790832,7.3,210.5,7.9,121.1,88.1
1790833,9.4,122.6,8.0,112.7,149.2
1790834,2.7,72.4,6.3,109.9,41.7
1790835,4.4,89.4,4.6,86.0,88.3
1790836,14.2,104.6,10.0,111.6,92.0
1790837,5.9,120.3,10.0,104.6,101.7
1790838,3.5,89.4,4.8,106.3,120.6
1790839,3.1,234.0,7.4,134.3,76.0
1790840,12.4,96.4,5.7,87.6,100.5
1790841,13.8,144.8,8.6,108.3,74.7
1790842,4.7,86.4,7.4,60.8,114.4
1790843,10.9,59.7,6.4,109.1,96.5
1790844,9.5,160.3,7.2,86.4,112.7
1790845,8.9,118.3,8.5,97.0,47.4
1790846,12.8,135.1,4.0,118.1,71.8
1790847,4.0,106.3,9.9,135.7,88.8
1790848,6.1,159.5,,117.3,102.5
1790849,10.9,154.8,9.5,83.4,93.6
1790850,6.1,119.5,7.1,133.5,84.3
1790851,3.8,112.3,5.5,142.2,97.2
1790852,11.9,156.5,8.2,108.6,134.0
1790853,5.0,73.8,7.4,92.5,79.5
1790854,13.4,132.2,7.4,135.8,94.6
1790855,5.2,75.1,6.8,94.9,55.9
1790856,5.4,118.6,7.2,107.9,70.4
1790857,11.6,130.2,3.3,134.9,54.5
1790858,10.4,129.1,9.5,96.6,97.7
1790859,6.1,50.1,10.0,122.7,126.2
1790860,7.9,164.0,5.3,103.3,82.2
1790861,2.3,127.5,6.6,93.2,89.1
1790862,11.7,72.8,6.2,103.2,129.1
1790863,14.0,145.0,8.0,63.0,70.7
1790864,1.6,164.8,7.5,95.5,78.9
1790865,6.9,121.8,6.1,95.0,84.8
1790866,8.4,62.6,8.9,49.2,137.8
1790867,4.1,84.9,5.9,136.6,52.2
1790868,7.5,97.6,7.3,78.8,56.9
1790869,9.8,90.3,6.8,121.9,90.7
1790870,6.3,90.4,7.0,85.2,95.2
1790871,2.1,181.3,7.5,89.1,133.0
1790872,3.1,133.7,9.7,110.8,122.8
1790873,9.5,58.6,5.3,128.1,24.5
1790874,4.7,117.5,8.9,85.8,126.2
1790875,4.1,54.9,8.2,93.0,122.2
1790876,11.0,86.7,8.8,88.5,96.4
1790877,9.7,122.9,8.5,155.2,107.5
1790878,6.0,135.4,7.8,122.1,71.0
1790879,14.9,110.7,8.8,101.3,65.0
1790880,5.2,155.1,8.9,123.8,83.7
1790881,9.8,88.5,7.9,39.7,87.8
1790882,4.8,131.6,7.5,90.8,131.1
1790883,14.2,117.1,8.7,134.0,102.7
1790884,6.7,116.3,7.0,130.9,106.7
1790885,5.1,165.9,7.4,95.0,110.1
1790886,5.1,133.5,7.6,113.5,80.5
1790887,13.4,98.7,5.4,61.5,126.3
1790888,4.4,34.3,9.3,105.6,92.6
1790889,1.6,102.5,5.7,94.8,106.1
1790890,13.2,136.9,3.6,65.4,151.1
1790891,10.6,139.2,9.5,32.8,94.4
1790892,10.0,20.6,7.3,91.5,145.6
1790893,9.4,120.3,5.9,102.4,99.8
1790894,10.3,97.6,6.6,100.5,123.2
1790895,3.8,93.0,7.1,59.2,119.8
1790896,12.2,98.3,6.7,30.3,95.1
1790897,11.5,111.9,6.4,75.3,84.5
1790898,2.7,81.1,7.1,107.2,105.5
1790899,2.9,95.0,9.5,74.4,96.0
1790900,14.9,138.2,8.1,103.0,137.0
1790901,5.1,66.8,6.9,97.6,111.3
1790902,10.1,118.0,6.3,137.6,86.4
1790903,5.2,24.0,5.8,146.1,116.1
1790904,10.5,144.3,7.2,89.4,89.9
1790905,2.2,135.7,8.7,80.9,56.4
1790906,11.2,110.9,7.8,76.5,80.7
1790907,4.4,109.1,8.0,70.1,52.5
1790908,5.6,131.9,8.7,88.9,92.4
1790909,13.1,79.1,7.4,92.0,88.6
1790910,14.2,76.3,8.7,78.5,112.8
1790911,2.1,142.0,9.5,94.0,136.2
1790912,8.3,159.8,6.6,66.5,81.7
1790913,13.9,64.3,6.6,100.1,73.4
1790914,13.9,160.2,4.1,135.3,90.3
1790915,5.4,134.5,9.6,104.9,90.4
1790916,1.7,183.5,6.6,72.0,115.4
1790917,4.7,86.7,8.0,72.7,102.1
1790918,14.5,68.4,8.6,77.8,77.3
1790919,6.6,120.3,7.5,108.8,96.0
1790920,9.5,115.2,5.8,99.3,80.9
1790921,3.3,150.4,6.7,71.2,96.9
1790922,13.5,81.2,8.6,165.9,74.2
1790923,13.6,100.4,9.5,111.0,118.9
1790924,1.2,69.6,5.7,101.9,119.4
1790925,9.6,80.3,6.9,122.8,120.6
1790926,1.3,62.1,5.9,99.8,93.5
1790927,12.2,116.8,5.5,87.6,87.0
1790928,7.6,128.1,8.1,132.7,160.3
1790929,7.0,150.0,6.1,72.9,119.4
1790930,2.4,198.0,6.4,82.5,70.9
1790931,6.3,120.6,4.9,96.8,76.1
1790932,3.2,132.3,6.5,74.3,119.3
1790933,14.9,51.4,4.9,123.2,146.2
1790934,11.0,92.4,,118.3,86.0
1790935,2.6,133.6,7.3,71.2,116.2
1790936,1.4,168.0,8.7,88.7,125.5
1790937,5.2,222.0,6.6,41.7,107.9
1790938,13.4,134.3,6.7,90.4,101.7
1790939,8.7,83.2,6.3,86.7,52.8
1790940,1.3,101.7,7.0,118.8,87.2
1790941,10.4,138.6,8.2,79.0,113.0
1790942,1.2,110.8,6.0,94.7,84.5
1790943,15.0,131.1,8.9,134.3,98.7
1790944,5.8,47.1,4.5,114.7,67.0
1790945,11.8,124.6,8.4,71.1,93.3
1790946,2.2,51.8,5.5,71.8,103.7
1790947,13.6,144.9,6.1,98.5,115.0
1790948,1.1,106.1,8.8,138.1,88.4
1790949,11.2,110.2,8.6,142.4,95.7
1790950,12.3,158.3,6.7,77.2,102.7
1790951,1.3,101.6,7.0,113.1,72.1
1790952,1.9,150.2,5.4,87.5,81.1
1790953,1.5,155.7,5.5,88.8,90.1
1790954,4.8,66.9,7.2,110.1,83.1
1790955,2.3,83.4,5.9,95.8,130.0
1790956,12.2,118.6,8.1,91.1,96.0
1790957,14.0,111.6,7.9,108.1,136.0
1790958,11.4,122.1,7.3,80.1,83.0
1790959,12.9,110.8,10.0,45.1,118.8
1790960,14.8,152.6,5.0,78.7,127.5
1790961,13.0,163.7,6.3,59.0,83.1
1790962,2.4,64.3,7.6,103.0,116.4
1790963,2.6,182.0,6.7,128.5,121.5
1790964,6.2,80.4,6.6,101.2,140.7
1790965,8.6,162.3,7.9,78.6,91.9
1790966,5.7,71.1,6.9,92.3,100.9
1790967,8.7,89.4,8.3,133.3,70.6
1790968,1.6,134.3,5.2,120.3,97.8
1790969,11.3,102.3,5.8,98.7,115.6
1790970,7.2,126.6,6.2,88.9,84.9
1790971,4.9,115.7,3.4,95.9,108.0
1790972,10.4,99.6,6.2,78.6,90.0
1790973,10.8,112.7,7.2,175.6,101.9
1790974,10.5,122.6,8.1,81.0,65.9
1790975,13.7,66.5,3.4,90.8,139.8
1790976,9.0,102.5,9.7,52.7,88.1
1790977,12.0,136.6,8.3,150.2,117.2
1790978,9.6,182.5,5.2,107.6,110.8
1790979,12.5,195.6,6.1,103.6,68.7
1790980,13.6,113.1,7.6,97.6,113.7
1790981,14.8,126.3,7.5,101.4,137.5
1790982,10.1,171.8,7.2,112.4,109.4
1790983,5.6,89.8,9.2,95.8,110.0
1790984,4.8,99.4,9.0,121.3,136.2
1790985,2.9,102.2,6.0,78.5,95.4
1790986,2.8,31.1,5.3,110.0,69.3
1790987,3.0,137.6,9.0,92.7,145.6
1790988,11.3,136.9,5.3,125.0,129.5
1790989,6.2,111.4,5.6,78.8,94.5
1790990,1.1,189.3,8.6,91.0,101.4
1790991,4.3,156.7,6.2,111.1,103.7
1790992,14.7,113.0,5.8,121.0,111.9
1790993,3.4,118.0,5.3,83.9,102.5
1790994,1.1,113.5,6.4,98.3,109.3
1790995,6.1,125.6,7.1,102.6,113.7
1790996,5.3,186.1,7.9,106.9,73.9
1790997,4.3,149.2,6.3,112.4,85.4
1790998,14.9,133.4,8.5,149.8,125.2
1790999,14.2,39.3,9.3,120.0,91.7
1791000,4.2,123.4,7.4,94.4,146.6
