SubscriptionID,MonthlyFee,UserSeats,ExpansionRevenue,TenureMonths,CustomerLifetimeValue
1110537,57.4,110.1,88652.0,23.0,39807.0
1110538,158.9,111.3,48563.0,38.0,62601.0
1110539,101.7,79.5,50898.0,37.0,46710.0
1110540,157.1,89.2,56570.0,26.0,85085.0
1110541,99.6,85.7,85093.0,40.0,48434.0
1110542,109.9,102.5,68258.0,43.0,85902.0
1110543,109.6,87.5,67903.0,52.0,59340.0
1110544,107.5,80.7,85092.0,5.0,81061.0
1110545,39.8,98.1,64086.0,38.0,70354.0
1110546,132.9,127.2,57044.0,58.0,45679.0
1110547,151.8,113.2,50690.0,18.0,84857.0
1110548,80.8,115.0,89315.0,59.0,21194.0
1110549,168.8,46.3,76751.0,38.0,79186.0
1110550,51.3,81.0,49614.0,27.0,52374.0
1110551,118.6,84.3,60982.0,44.0,58717.0
1110552,104.6,117.2,,36.0,76151.0
1110553,48.9,100.8,49698.0,47.0,53475.0
1110554,118.8,92.4,61147.0,47.0,67327.0
1110555,111.6,74.5,68713.0,20.0,45327.0
1110556,138.2,101.8,36209.0,48.0,81999.0
1110557,10.7,138.9,89746.0,45.0,73694.0
1110558,79.2,127.9,67401.0,16.0,74577.0
1110559,144.5,119.7,58384.0,44.0,85051.0
1110560,111.7,110.3,79339.0,19.0,58253.0
1110561,87.6,86.2,67672.0,56.0,46230.0
1110562,129.9,87.8,59200.0,11.0,67381.0
1110563,105.1,38.8,68127.0,29.0,71036.0
1110564,103.6,39.9,70948.0,5.0,57845.0
1110565,119.7,101.7,75399.0,45.0,52154.0
1110566,128.8,124.0,44865.0,32.0,78035.0
1110567,181.2,57.6,88932.0,35.0,84407.0
1110568,132.2,69.1,80177.0,16.0,84809.0
1110569,94.5,72.6,17750.0,4.0,40455.0
1110570,99.3,115.1,61878.0,39.0,58772.0
1110571,86.0,94.6,59173.0,19.0,64038.0
1110572,171.5,83.9,76032.0,41.0,56217.0
1110573,125.7,66.2,36936.0,49.0,61528.0
1110574,92.2,110.3,60578.0,60.0,57949.0
1110575,118.2,109.7,42006.0,41.0,63916.0
1110576,138.2,100.0,58678.0,3.0,75548.0
1110577,158.3,114.4,65579.0,6.0,55699.0
1110578,88.9,113.1,70136.0,23.0,56605.0
1110579,80.5,98.3,72195.0,53.0,29048.0
1110580,202.9,109.2,81997.0,46.0,61021.0
1110581,90.5,59.0,40320.0,7.0,86018.0
1110582,98.0,148.7,57012.0,48.0,46841.0
1110583,139.4,101.7,56044.0,19.0,55645.0
1110584,71.0,136.5,52233.0,45.0,69656.0
1110585,16.3,118.0,35647.0,14.0,76899.0
1110586,59.1,48.6,52314.0,32.0,55295.0
1110587,142.7,116.6,64872.0,20.0,78313.0
1110588,222.8,92.7,58626.0,35.0,72268.0
1110589,92.8,127.8,87008.0,59.0,66180.0
1110590,175.2,53.0,49905.0,4.0,72201.0
1110591,147.6,129.9,77865.0,17.0,42205.0
1110592,139.2,75.8,105132.0,41.0,65893.0
1110593,123.6,128.9,45405.0,7.0,99931.0
1110594,196.2,61.4,74541.0,36.0,65484.0
1110595,137.3,112.2,97406.0,19.0,70450.0
1110596,197.2,101.9,43262.0,35.0,47885.0
1110597,120.6,119.8,35678.0,6.0,76104.0
1110598,83.7,115.5,82335.0,34.0,55667.0
1110599,103.4,112.1,72005.0,36.0,58193.0
1110600,130.2,77.9,69822.0,37.0,86031.0
1110601,123.1,106.1,56441.0,37.0,67981.0
1110602,142.7,92.4,36616.0,59.0,30561.0
1110603,44.6,67.1,29976.0,40.0,48070.0
1110604,97.3,112.8,46205.0,16.0,57898.0
1110605,190.3,92.7,89322.0,50.0,49037.0
1110606,101.6,124.7,63624.0,47.0,70363.0
1110607,158.9,100.0,51929.0,46.0,69804.0
1110608,85.9,135.9,49460.0,57.0,57028.0
1110609,82.3,114.8,56819.0,49.0,79844.0
1110610,208.9,145.2,57176.0,52.0,60798.0
1110611,117.5,86.2,18142.0,42.0,54472.0
1110612,104.8,106.4,54800.0,37.0,75567.0
1110613,34.5,106.8,94706.0,47.0,86758.0
1110614,121.5,101.0,32718.0,36.0,75302.0
1110615,130.5,103.3,69407.0,6.0,53976.0
1110616,60.0,114.0,63179.0,51.0,56357.0
1110617,111.9,146.4,71844.0,5.0,55651.0
1110618,105.3,66.1,84350.0,6.0,46460.0
1110619,121.0,100.0,69504.0,20.0,58689.0
1110620,127.0,153.2,70828.0,48.0,68129.0
1110621,131.6,128.4,48632.0,54.0,91339.0
1110622,142.1,101.5,63184.0,6.0,23979.0
1110623,126.9,85.4,73809.0,33.0,42223.0
1110624,69.1,48.3,78274.0,31.0,48410.0
1110625,101.0,111.7,61461.0,12.0,80769.0
1110626,179.6,30.6,71636.0,49.0,69030.0
1110627,105.6,78.5,81730.0,39.0,58369.0
1110628,111.0,86.8,60860.0,21.0,65450.0
1110629,10.0,100.5,70505.0,17.0,37163.0
1110630,157.2,174.4,100530.0,59.0,71624.0
1110631,171.3,100.6,79318.0,26.0,58834.0
1110632,114.9,98.5,41262.0,25.0,68288.0
1110633,145.5,130.4,67766.0,13.0,61350.0
1110634,156.8,116.3,54433.0,24.0,72782.0
1110635,106.3,103.4,61201.0,43.0,54485.0
1110636,115.9,144.7,82028.0,23.0,89193.0
1110637,147.5,116.2,67536.0,8.0,81093.0
1110638,150.3,91.8,52273.0,20.0,68552.0
1110639,161.3,93.9,101222.0,41.0,100560.0
1110640,196.1,65.0,55288.0,43.0,63087.0
1110641,116.5,106.5,58151.0,4.0,44208.0
1110642,141.6,92.8,44854.0,18.0,68832.0
1110643,148.3,113.2,80745.0,36.0,55603.0
1110644,157.0,130.2,81316.0,58.0,34010.0
1110645,181.8,98.8,61682.0,27.0,51455.0
1110646,168.9,13.7,49280.0,30.0,43678.0
1110647,84.9,86.7,83564.0,57.0,82684.0
1110648,119.3,98.7,15000.0,33.0,86428.0
1110649,139.7,105.2,52736.0,53.0,95738.0
1110650,108.3,139.3,70382.0,20.0,74516.0
1110651,91.7,110.6,80268.0,14.0,76954.0
1110652,118.2,66.0,50500.0,42.0,43245.0
1110653,99.2,178.4,70308.0,19.0,66237.0
1110654,182.1,72.9,35836.0,46.0,63562.0
1110655,59.3,130.5,79129.0,41.0,75302.0
1110656,69.4,151.1,34564.0,25.0,76759.0
1110657,73.9,79.2,57826.0,5.0,89729.0
1110658,172.6,115.6,70850.0,11.0,93529.0
1110659,66.3,91.3,48899.0,55.0,39263.0
1110660,70.8,74.4,78095.0,14.0,60649.0
1110661,60.1,76.3,73346.0,31.0,54502.0
1110662,136.8,71.2,41102.0,10.0,91678.0
1110663,87.0,116.9,82339.0,40.0,39472.0
1110664,126.5,95.1,62155.0,59.0,44099.0
1110665,49.0,100.7,77854.0,6.0,37165.0
1110666,108.8,99.2,68255.0,37.0,84923.0
1110667,138.8,56.6,49372.0,27.0,45945.0
1110668,114.9,151.3,47366.0,28.0,59003.0
1110669,149.2,82.0,51139.0,5.0,83147.0
1110670,114.3,60.5,76742.0,8.0,101854.0
1110671,53.0,110.8,65885.0,36.0,81169.0
1110672,170.3,105.9,65797.0,26.0,82730.0
1110673,145.4,114.9,61509.0,43.0,73711.0
1110674,172.2,104.3,73681.0,16.0,75969.0
1110675,110.7,104.8,46158.0,55.0,37460.0
1110676,157.0,105.8,36232.0,16.0,55073.0
1110677,100.1,89.4,61117.0,8.0,48089.0
1110678,118.5,100.7,15000.0,55.0,90518.0
1110679,108.5,99.0,40993.0,26.0,37782.0
1110680,145.3,114.3,88507.0,59.0,97064.0
1110681,157.3,64.2,75170.0,20.0,96288.0
1110682,99.4,147.0,35116.0,29.0,77918.0
1110683,141.6,103.4,79234.0,15.0,57931.0
1110684,184.9,111.9,36618.0,12.0,88419.0
1110685,118.6,160.0,74466.0,9.0,47155.0
1110686,53.0,127.3,73191.0,50.0,66365.0
1110687,116.2,58.7,67495.0,11.0,54393.0
1110688,91.7,76.3,93089.0,46.0,72726.0
1110689,219.4,107.3,70872.0,16.0,65567.0
1110690,134.1,135.9,89227.0,26.0,66789.0
1110691,123.0,114.6,90525.0,34.0,57191.0
1110692,123.3,103.0,65236.0,51.0,84896.0
1110693,93.3,21.8,53494.0,30.0,77976.0
1110694,191.7,123.4,71029.0,40.0,43776.0
1110695,64.7,94.6,50197.0,41.0,60474.0
1110696,105.1,133.8,83517.0,45.0,61514.0
1110697,119.2,131.8,63921.0,20.0,61965.0
1110698,136.7,91.2,62955.0,31.0,85582.0
1110699,112.1,95.4,44965.0,49.0,79447.0
1110700,178.7,120.6,88422.0,52.0,83698.0
1110701,123.6,139.0,67752.0,13.0,35788.0
1110702,111.9,112.8,50636.0,15.0,66901.0
1110703,24.1,61.8,31746.0,31.0,58578.0
1110704,166.8,47.4,75191.0,41.0,59457.0
1110705,115.9,64.9,78500.0,14.0,70123.0
1110706,115.3,86.5,87044.0,54.0,48052.0
1110707,130.8,109.8,67629.0,9.0,111689.0
1110708,208.6,85.5,108898.0,58.0,83825.0
1110709,159.2,93.4,23769.0,57.0,45584.0
1110710,114.0,73.2,77876.0,57.0,60259.0
1110711,106.3,75.2,56294.0,31.0,41822.0
1110712,96.7,105.8,65340.0,38.0,63499.0
1110713,132.0,89.3,58265.0,20.0,66362.0
1110714,57.4,74.2,63007.0,55.0,47042.0
1110715,151.4,88.1,65880.0,46.0,77564.0
1110716,101.6,44.2,61934.0,32.0,80324.0
1110717,121.4,105.4,69524.0,11.0,81124.0
1110718,74.3,92.2,77941.0,13.0,38496.0
1110719,123.1,148.4,67992.0,45.0,77015.0
1110720,141.5,148.9,55128.0,23.0,34372.0
1110721,117.1,66.4,55850.0,19.0,67874.0
1110722,158.6,73.4,71489.0,50.0,83522.0
1110723,52.5,117.4,,52.0,55721.0
1110724,106.8,95.1,62608.0,55.0,78489.0
1110725,36.9,92.0,62765.0,14.0,91987.0
1110726,132.5,119.4,16330.0,57.0,70512.0
1110727,103.4,85.9,56671.0,31.0,87438.0
1110728,151.9,115.3,77800.0,51.0,51465.0
1110729,130.0,96.7,67956.0,35.0,66033.0
1110730,95.8,93.7,51512.0,14.0,53636.0
1110731,165.1,77.2,50848.0,31.0,64053.0
1110732,125.6,64.5,65528.0,53.0,42333.0
1110733,116.8,111.6,48137.0,42.0,79068.0
1110734,188.0,73.4,65607.0,14.0,51510.0
1110735,128.4,80.7,61030.0,9.0,83128.0
1110736,63.9,100.6,60172.0,50.0,96632.0
1110737,119.8,116.2,38673.0,26.0,75328.0
1110738,130.9,131.3,104167.0,44.0,60086.0
1110739,21.0,98.3,50396.0,58.0,53435.0
1110740,93.4,144.8,76435.0,15.0,91327.0
1110741,134.1,95.3,79931.0,20.0,57569.0
1110742,77.5,90.7,84838.0,43.0,62303.0
1110743,96.4,117.4,68468.0,50.0,43066.0
1110744,108.8,111.5,36774.0,16.0,70379.0
1110745,80.1,117.3,52899.0,49.0,64365.0
1110746,149.3,93.3,60567.0,3.0,65771.0
1110747,62.4,105.7,59871.0,23.0,83265.0
1110748,100.6,78.8,79804.0,10.0,51853.0
1110749,49.6,115.7,78863.0,39.0,91590.0
1110750,52.3,103.7,79976.0,53.0,94444.0
1110751,110.3,121.6,57898.0,5.0,70376.0
1110752,92.0,115.3,80465.0,32.0,56462.0
1110753,59.4,161.9,92159.0,53.0,56048.0
1110754,190.7,99.3,57309.0,19.0,62878.0
1110755,101.5,107.5,97161.0,24.0,58927.0
1110756,144.7,84.0,60799.0,12.0,80243.0
1110757,69.6,72.3,91549.0,42.0,75820.0
1110758,88.0,120.7,59407.0,36.0,80528.0
1110759,102.5,114.6,40066.0,23.0,82323.0
1110760,176.8,92.1,93622.0,30.0,59208.0
1110761,132.3,75.3,69147.0,13.0,80429.0
1110762,83.4,62.7,82989.0,49.0,51022.0
1110763,80.6,107.6,48087.0,52.0,72371.0
1110764,72.1,75.4,64240.0,55.0,60700.0
1110765,119.4,127.7,80303.0,5.0,79144.0
1110766,143.5,103.0,67092.0,19.0,76342.0
1110767,137.6,140.6,95387.0,28.0,74544.0
1110768,112.5,65.5,40537.0,20.0,46531.0
1110769,157.7,85.5,52856.0,48.0,76985.0
1110770,117.2,113.7,49345.0,48.0,59875.0
1110771,93.0,74.2,61728.0,9.0,77513.0
1110772,93.5,88.2,54975.0,41.0,58936.0
1110773,180.1,121.7,93352.0,35.0,50736.0
1110774,124.4,119.5,69461.0,21.0,65377.0
1110775,95.8,94.0,83636.0,5.0,81495.0
1110776,149.8,105.3,58466.0,15.0,48006.0
1110777,158.7,69.0,85379.0,22.0,64769.0
1110778,87.4,120.4,45091.0,20.0,47515.0
1110779,142.6,90.0,68282.0,28.0,43152.0
1110780,119.7,93.2,56470.0,38.0,102004.0
1110781,115.6,101.5,60321.0,49.0,48901.0
1110782,148.9,139.8,74362.0,45.0,54220.0
1110783,162.9,30.8,55737.0,51.0,62679.0
1110784,155.5,54.1,45981.0,32.0,55228.0
1110785,123.9,31.3,50402.0,29.0,60296.0
1110786,101.4,121.5,64210.0,59.0,51554.0
1110787,166.4,95.5,61959.0,57.0,49377.0
1110788,140.6,77.3,42424.0,3.0,55522.0
1110789,83.1,123.9,58901.0,14.0,41071.0
1110790,151.0,114.5,39601.0,8.0,69888.0
1110791,96.9,147.3,30996.0,39.0,64681.0
1110792,42.2,96.5,33823.0,48.0,35938.0
1110793,106.8,138.9,50153.0,24.0,99061.0
1110794,67.8,77.8,91776.0,46.0,72064.0
1110795,104.8,87.6,82119.0,37.0,39969.0
1110796,165.0,88.7,52183.0,11.0,78118.0
1110797,215.0,85.6,63834.0,54.0,50061.0
1110798,98.5,99.7,80155.0,31.0,72311.0
1110799,102.6,120.8,80640.0,17.0,77925.0
1110800,193.4,89.9,89127.0,51.0,74086.0
1110801,82.8,93.4,86411.0,45.0,73308.0
1110802,118.9,76.1,71353.0,6.0,42787.0
1110803,165.5,67.5,64664.0,37.0,74270.0
1110804,152.8,89.8,76720.0,27.0,41351.0
1110805,118.5,112.5,75783.0,33.0,80163.0
1110806,103.4,89.6,73744.0,41.0,89399.0
1110807,158.5,67.7,62897.0,5.0,93843.0
1110808,44.8,69.3,48445.0,19.0,40426.0
1110809,191.4,129.3,78757.0,43.0,47527.0
1110810,95.9,138.0,42569.0,59.0,78842.0
1110811,153.6,110.6,52687.0,9.0,70533.0
1110812,174.2,75.8,53537.0,35.0,75174.0
1110813,169.7,133.6,43087.0,29.0,73491.0
1110814,93.3,41.9,27428.0,50.0,73057.0
1110815,117.9,98.8,87884.0,4.0,69000.0
1110816,128.7,99.3,51921.0,3.0,45338.0
1110817,100.2,50.2,67210.0,48.0,42457.0
1110818,147.7,81.0,61438.0,21.0,29907.0
1110819,87.7,74.2,47351.0,18.0,70114.0
1110820,179.4,146.3,63751.0,52.0,82808.0
1110821,139.6,115.3,38445.0,48.0,83735.0
1110822,116.6,93.6,39304.0,43.0,68435.0
1110823,102.4,105.6,49774.0,57.0,67233.0
1110824,189.9,150.6,61146.0,23.0,70286.0
1110825,115.5,109.0,,36.0,59048.0
1110826,84.1,90.8,76084.0,23.0,82197.0
1110827,133.2,113.9,76303.0,60.0,73159.0
1110828,109.1,77.6,58852.0,25.0,63011.0
1110829,193.9,142.6,57187.0,36.0,80867.0
1110830,111.3,114.1,43903.0,46.0,38573.0
1110831,87.8,83.6,67220.0,16.0,51128.0
1110832,207.8,109.5,66949.0,16.0,57085.0
1110833,60.2,115.7,57071.0,58.0,76101.0
1110834,134.2,90.3,74266.0,54.0,53142.0
1110835,49.9,120.4,71689.0,43.0,80109.0
1110836,123.9,135.2,53943.0,33.0,86905.0
1110837,137.9,76.5,79129.0,18.0,65755.0
1110838,138.2,93.0,49670.0,55.0,79734.0
1110839,166.9,101.7,50564.0,57.0,62786.0
1110840,80.7,109.1,76994.0,30.0,82055.0
1110841,157.2,106.7,51305.0,6.0,55505.0
1110842,74.8,113.2,57584.0,12.0,79872.0
1110843,175.3,115.7,76356.0,52.0,74827.0
1110844,148.0,94.3,,29.0,74575.0
1110845,71.6,144.0,76321.0,43.0,43768.0
1110846,134.8,112.7,81119.0,28.0,98985.0
1110847,49.3,127.3,79645.0,33.0,72677.0
1110848,105.7,77.8,65022.0,4.0,77907.0
1110849,116.0,69.6,85351.0,55.0,34133.0
1110850,99.6,91.0,34379.0,32.0,62077.0
1110851,74.4,126.9,88983.0,39.0,58213.0
1110852,112.2,106.4,81566.0,4.0,104950.0
1110853,164.2,121.7,28315.0,6.0,60671.0
1110854,74.8,135.8,54319.0,3.0,56109.0
1110855,160.3,111.4,57026.0,30.0,58940.0
1110856,107.7,90.3,54956.0,54.0,67103.0
1110857,106.2,78.3,65115.0,42.0,68791.0
1110858,205.0,106.3,32727.0,38.0,43467.0
1110859,86.1,112.0,48033.0,48.0,36903.0
1110860,160.3,85.3,59104.0,28.0,58092.0
1110861,113.2,105.3,64250.0,42.0,71789.0
1110862,98.2,119.1,61992.0,43.0,91955.0
1110863,117.7,96.6,15000.0,55.0,53749.0
1110864,93.3,92.0,78952.0,14.0,32600.0
1110865,58.7,105.6,80656.0,39.0,66057.0
1110866,133.9,97.4,54236.0,39.0,60088.0
1110867,173.0,91.0,79561.0,21.0,67362.0
1110868,130.3,51.4,69345.0,5.0,73149.0
1110869,113.1,121.3,111244.0,55.0,88939.0
1110870,52.7,98.6,85888.0,16.0,57836.0
1110871,112.1,89.8,72533.0,8.0,60524.0
1110872,145.4,61.9,56166.0,35.0,58622.0
1110873,82.6,128.3,39488.0,22.0,72877.0
1110874,206.4,75.0,60520.0,49.0,74084.0
1110875,176.4,102.7,67785.0,45.0,52563.0
1110876,58.2,123.2,65694.0,46.0,92228.0
1110877,214.3,78.9,69601.0,40.0,104124.0
1110878,163.1,123.7,63582.0,32.0,38129.0
1110879,168.7,107.9,83927.0,35.0,59290.0
1110880,118.4,114.9,42281.0,5.0,73806.0
1110881,157.4,124.5,65122.0,13.0,85379.0
1110882,135.6,99.6,65786.0,15.0,95037.0
1110883,123.4,92.5,63442.0,20.0,52877.0
1110884,140.5,96.0,72962.0,18.0,44275.0
1110885,87.9,101.7,66666.0,31.0,71892.0
1110886,72.9,125.0,36442.0,32.0,83312.0
1110887,100.8,89.0,60813.0,51.0,80572.0
1110888,144.8,103.0,76633.0,13.0,62164.0
1110889,114.4,114.8,48740.0,57.0,77164.0
1110890,106.7,114.3,71823.0,8.0,54225.0
1110891,202.3,112.9,61951.0,21.0,60570.0
1110892,64.1,81.1,51546.0,16.0,49760.0
1110893,160.3,103.5,37402.0,41.0,55270.0
1110894,122.1,85.1,42022.0,53.0,71581.0
1110895,141.9,111.6,61296.0,34.0,68702.0
1110896,52.9,67.9,48987.0,54.0,51752.0
1110897,133.2,106.2,84997.0,54.0,82269.0
1110898,60.0,113.9,81901.0,34.0,43938.0
1110899,100.0,60.6,82868.0,59.0,91701.0
1110900,138.4,130.4,68775.0,9.0,63378.0
1110901,104.6,98.2,47049.0,19.0,97674.0
1110902,85.3,130.0,65921.0,52.0,95419.0
1110903,144.2,62.6,18448.0,24.0,87944.0
1110904,131.2,94.3,71942.0,51.0,52684.0
1110905,96.1,123.0,83408.0,27.0,47876.0
1110906,106.7,89.2,57769.0,27.0,50973.0
1110907,85.9,58.6,62005.0,51.0,66648.0
1110908,174.9,157.0,41716.0,9.0,69619.0
1110909,119.2,72.7,76130.0,47.0,77223.0
1110910,48.8,136.1,91334.0,57.0,92942.0
1110911,95.5,87.1,68312.0,32.0,88002.0
1110912,98.7,76.9,59779.0,24.0,65606.0
1110913,46.7,90.8,61389.0,27.0,63717.0
1110914,131.5,105.0,109949.0,42.0,79372.0
1110915,41.1,105.9,47803.0,33.0,78094.0
1110916,168.6,131.6,72880.0,45.0,79609.0
1110917,140.9,97.1,73640.0,16.0,60906.0
1110918,135.3,95.3,91914.0,10.0,79786.0
1110919,78.6,86.6,64358.0,46.0,56345.0
1110920,163.7,105.7,19561.0,38.0,105168.0
1110921,133.0,87.0,55057.0,18.0,47365.0
1110922,140.2,52.6,62354.0,48.0,49860.0
1110923,136.5,130.2,73095.0,23.0,58631.0
1110924,133.4,107.1,,4.0,86370.0
1110925,133.4,70.0,56961.0,41.0,28502.0
1110926,133.4,98.8,34020.0,21.0,56514.0
1110927,129.2,51.8,59143.0,19.0,80390.0
1110928,129.0,57.5,58028.0,8.0,81399.0
1110929,96.4,84.9,83487.0,43.0,44107.0
1110930,83.9,116.3,93925.0,15.0,98820.0
1110931,117.4,104.9,76721.0,59.0,59668.0
1110932,128.3,146.0,53758.0,43.0,68680.0
1110933,91.5,71.6,93088.0,10.0,45901.0
1110934,134.0,78.5,60950.0,50.0,52189.0
1110935,65.0,89.1,71574.0,50.0,64515.0
1110936,75.4,122.4,73726.0,55.0,79973.0
1110937,107.3,116.2,50980.0,41.0,69656.0
1110938,65.2,119.9,70540.0,49.0,75302.0
1110939,112.7,106.1,54652.0,16.0,57295.0
1110940,141.6,113.2,78555.0,46.0,79067.0
1110941,153.1,113.9,45666.0,35.0,67675.0
1110942,115.8,110.6,62641.0,20.0,78855.0
1110943,157.8,76.8,68000.0,23.0,79090.0
1110944,143.1,89.5,41064.0,29.0,90615.0
1110945,145.7,116.8,77722.0,56.0,77445.0
1110946,124.2,73.6,75003.0,43.0,76737.0
1110947,139.9,115.0,70917.0,32.0,73706.0
1110948,105.2,108.4,71824.0,22.0,63031.0
1110949,62.7,119.9,41951.0,29.0,52380.0
1110950,131.1,87.4,70861.0,27.0,63090.0
1110951,122.2,83.8,62567.0,10.0,51745.0
1110952,106.8,110.4,41419.0,57.0,55614.0
1110953,222.7,114.3,54135.0,19.0,92672.0
1110954,121.3,115.2,79125.0,25.0,63186.0
1110955,104.8,114.4,38398.0,35.0,59397.0
1110956,109.2,101.9,70336.0,53.0,56288.0
1110957,131.9,35.9,43980.0,50.0,77237.0
1110958,140.0,95.7,79707.0,47.0,92452.0
1110959,136.5,136.8,57922.0,26.0,34868.0
1110960,130.7,107.9,26178.0,22.0,86629.0
1110961,188.9,93.6,43842.0,57.0,64845.0
1110962,64.1,113.2,88427.0,34.0,89804.0
1110963,113.0,131.5,75081.0,42.0,55720.0
1110964,67.0,104.6,60148.0,49.0,60477.0
1110965,58.7,134.4,43409.0,50.0,40392.0
1110966,135.1,86.0,47748.0,18.0,88005.0
1110967,121.7,72.9,62917.0,53.0,56913.0
1110968,160.4,148.5,39318.0,27.0,54943.0
1110969,121.9,83.6,78117.0,21.0,58053.0
1110970,190.4,87.4,65855.0,11.0,45308.0
1110971,140.6,79.3,82063.0,17.0,55059.0
1110972,95.7,83.5,73427.0,4.0,93561.0
1110973,158.9,144.2,69883.0,14.0,57681.0
1110974,134.1,61.9,50926.0,18.0,86934.0
1110975,107.3,118.4,90013.0,6.0,95095.0
1110976,160.9,130.5,29304.0,15.0,72798.0
1110977,102.9,76.9,63867.0,60.0,81483.0
1110978,110.2,92.0,58703.0,33.0,64118.0
1110979,144.3,81.6,33909.0,47.0,27542.0
1110980,83.3,105.4,66289.0,15.0,78533.0
1110981,176.4,100.3,27878.0,50.0,79136.0
1110982,154.5,123.8,101700.0,20.0,50589.0
1110983,183.0,93.8,48630.0,58.0,87561.0
1110984,119.3,133.3,54007.0,44.0,59073.0
1110985,136.9,117.2,47440.0,43.0,63755.0
1110986,173.1,113.4,81312.0,28.0,35263.0
1110987,167.6,123.5,59197.0,12.0,67553.0
1110988,189.6,130.7,63009.0,60.0,83755.0
1110989,151.6,142.8,73185.0,29.0,72252.0
1110990,120.8,144.0,77206.0,48.0,81607.0
1110991,44.8,86.5,67066.0,25.0,91449.0
1110992,176.7,124.3,44317.0,26.0,58738.0
1110993,110.1,106.8,69126.0,20.0,65820.0
1110994,221.6,88.4,52913.0,26.0,69830.0
1110995,153.6,114.5,96703.0,52.0,64516.0
1110996,116.5,97.5,88066.0,39.0,89899.0
1110997,136.2,91.8,69249.0,46.0,98860.0
1110998,170.2,86.9,35847.0,22.0,66655.0
1110999,151.5,84.9,48470.0,45.0,56067.0
1111000,101.6,77.3,48330.0,48.0,84023.0
