BarrelID,EthanolSensorySens,AmbientTempCelsius,Humidity_Percent,AceticAcid_ppm,BarrelQualityGrade
1930557,129.2,14.7,67.8,123.2,Type_C
1930558,74.3,14.2,43.1,134.4,Type_B
1930559,112.4,10.9,25.4,105.4,Type_B
1930560,135.2,12.7,53.3,104.4,Type_A
1930561,120.8,17.3,34.7,69.8,Type_A
1930562,106.9,16.3,49.3,73.4,Type_A
1930563,97.8,23.7,63.3,70.8,Type_C
1930564,109.0,9.9,40.0,106.5,Type_A
1930565,80.6,13.6,30.9,137.9,Type_B
1930566,96.5,19.5,48.5,82.5,Type_A
1930567,103.1,17.3,37.1,137.3,Type_C
1930568,75.7,25.1,45.5,86.3,Type_B
1930569,68.4,22.8,58.3,112.1,Type_B
1930570,84.1,24.3,57.2,88.8,Type_B
1930571,72.3,23.1,52.1,89.6,Type_C
1930572,89.6,14.5,52.4,87.1,Type_B
1930573,88.0,11.4,46.4,142.2,Type_A
1930574,113.0,-1.4,41.5,124.0,Type_B
1930575,98.4,10.9,60.0,113.5,Type_A
1930576,102.7,20.2,33.4,73.1,Type_A
1930577,101.1,18.2,46.4,52.8,Type_A
1930578,115.2,11.0,47.3,119.6,Type_B
1930579,142.0,19.5,32.2,121.4,Type_A
1930580,103.6,15.9,68.1,84.8,Type_A
1930581,91.4,28.3,58.7,115.8,Type_A
1930582,78.3,17.1,37.5,80.9,Type_C
1930583,104.7,20.0,37.8,109.0,Type_B
1930584,135.5,16.9,36.8,79.8,Type_A
1930585,113.2,14.5,33.4,91.1,Type_A
1930586,57.5,2.4,50.5,82.7,Type_A
1930587,101.7,6.6,74.5,46.8,Type_A
1930588,85.7,29.8,41.6,115.9,Type_A
1930589,70.6,14.2,29.8,128.2,Type_A
1930590,92.0,21.2,54.1,96.0,Type_B
1930591,105.6,27.7,36.7,80.3,Type_A
1930592,109.9,14.0,33.2,62.3,Type_B
1930593,50.9,29.5,67.9,66.6,Type_B
1930594,63.9,21.1,39.5,110.3,Type_A
1930595,51.0,28.9,52.7,85.3,Type_C
1930596,91.5,17.1,34.9,97.6,Type_B
1930597,124.8,13.6,21.8,59.6,Type_B
1930598,79.3,22.9,44.5,71.2,Type_A
1930599,105.9,19.0,77.8,94.7,Type_A
1930600,79.6,13.8,55.5,118.5,Type_B
1930601,128.3,11.6,66.7,48.8,Type_C
1930602,95.5,12.1,50.8,94.5,Type_B
1930603,88.2,25.9,17.4,92.8,Type_C
1930604,75.3,16.6,7.9,132.2,Type_B
1930605,99.2,20.8,48.8,77.0,Type_B
1930606,96.5,21.2,45.0,84.3,Type_C
1930607,97.9,19.5,53.0,131.7,Type_A
1930608,114.7,10.1,50.7,69.6,Type_B
1930609,77.4,13.0,47.0,111.7,Type_B
1930610,121.0,23.7,36.5,15.7,Type_A
1930611,82.4,9.3,48.1,54.6,Type_B
1930612,54.2,21.6,40.3,76.8,Type_A
1930613,161.2,10.5,54.7,125.4,Type_B
1930614,124.8,13.1,27.8,101.3,Type_B
1930615,134.1,20.1,33.6,81.6,Type_C
1930616,63.1,26.5,37.7,73.3,Type_C
1930617,77.9,10.3,46.4,110.2,Type_C
1930618,83.3,24.8,37.2,141.3,Type_C
1930619,116.5,12.4,17.7,81.8,Type_C
1930620,133.9,22.2,11.9,68.8,Type_A
1930621,141.7,25.4,23.0,137.0,Type_B
1930622,104.3,7.5,34.5,83.6,Type_B
1930623,128.8,40.0,47.6,77.5,Type_C
1930624,113.5,19.3,76.4,98.9,Type_C
1930625,85.5,20.1,20.2,53.9,Type_B
1930626,115.1,27.8,31.8,126.4,Type_B
1930627,106.2,12.3,42.4,81.1,Type_B
1930628,121.8,23.6,57.5,88.8,Type_A
1930629,134.2,13.3,56.4,77.9,Type_A
1930630,86.3,14.8,63.8,77.2,Type_B
1930631,130.6,20.8,44.4,132.5,Type_C
1930632,91.6,8.7,43.3,107.9,Type_C
1930633,92.0,21.3,44.6,118.4,Type_B
1930634,100.0,2.5,75.4,129.1,Type_B
1930635,105.2,24.1,36.3,81.3,Type_A
1930636,48.0,24.8,37.2,118.5,Type_B
1930637,79.2,23.3,53.8,110.9,Type_B
1930638,138.9,22.5,42.6,103.0,Type_A
1930639,105.4,22.7,61.0,123.6,Type_C
1930640,33.9,26.7,51.3,69.9,Type_B
1930641,137.4,14.1,49.7,133.6,Type_A
1930642,133.0,16.6,21.2,110.8,Type_C
1930643,116.5,9.2,70.1,55.6,Type_A
1930644,69.6,19.0,53.2,43.0,Type_A
1930645,123.8,16.7,36.1,98.4,Type_B
1930646,88.6,11.3,75.5,,Type_A
1930647,107.3,14.7,37.0,69.2,Type_A
1930648,87.3,26.7,66.2,101.7,Type_C
1930649,104.5,29.6,46.7,143.1,Type_A
1930650,87.7,22.9,48.7,105.0,Type_B
1930651,90.1,17.5,39.6,122.3,Type_A
1930652,118.2,29.0,37.3,41.0,Type_A
1930653,152.2,17.7,41.9,98.8,Type_A
1930654,61.7,7.4,54.3,83.4,Type_C
1930655,85.5,22.2,65.0,113.2,Type_B
1930656,100.2,22.6,70.5,90.0,Type_C
1930657,98.7,20.0,50.8,119.8,Type_A
1930658,88.6,12.1,31.3,113.3,Type_A
1930659,62.2,10.5,49.2,102.6,Type_C
1930660,113.2,19.8,40.3,102.3,Type_A
1930661,76.5,28.3,67.8,94.9,Type_C
1930662,86.5,21.1,24.2,30.9,Type_B
1930663,109.6,10.0,31.6,86.4,Type_B
1930664,83.6,22.7,49.5,91.9,Type_B
1930665,155.5,36.2,43.0,95.6,Type_B
1930666,30.5,30.2,56.5,129.1,Type_B
1930667,50.2,9.0,30.3,137.7,Type_B
1930668,85.9,13.3,61.5,129.8,Type_A
1930669,149.0,15.5,35.6,113.6,Type_B
1930670,96.2,16.0,41.0,61.5,Type_A
1930671,132.4,10.3,10.6,95.7,Type_C
1930672,113.4,14.5,45.8,104.9,Type_C
1930673,168.6,22.6,31.2,55.0,Type_B
1930674,133.9,25.3,55.7,107.7,Type_C
1930675,88.6,16.6,42.7,84.6,Type_C
1930676,109.3,17.8,45.0,128.8,Type_A
1930677,90.9,24.7,58.7,96.6,Type_A
1930678,73.7,9.1,58.8,112.9,Type_A
1930679,98.1,18.9,45.8,81.1,Type_A
1930680,87.8,16.2,58.0,138.5,Type_B
1930681,92.0,11.1,29.1,115.7,Type_C
1930682,84.8,13.9,42.7,118.4,Type_C
1930683,81.6,16.8,33.5,121.1,Type_C
1930684,33.0,21.7,36.1,118.2,Type_C
1930685,103.8,17.7,27.5,53.0,Type_C
1930686,127.6,20.5,30.1,81.5,Type_B
1930687,141.2,7.5,56.6,84.6,Type_C
1930688,95.6,20.7,47.1,54.8,Type_B
1930689,125.8,33.9,66.8,103.1,Type_C
1930690,91.1,27.1,56.5,122.5,Type_B
1930691,95.0,11.5,52.3,77.7,Type_B
1930692,117.5,12.8,26.6,27.5,Type_B
1930693,108.1,17.5,57.6,137.9,Type_B
1930694,106.8,31.2,39.2,136.3,Type_B
1930695,94.0,20.0,47.2,106.8,Type_B
1930696,100.7,21.1,55.8,74.9,Type_B
1930697,120.4,15.5,37.5,114.7,Type_C
1930698,131.6,11.6,67.7,71.8,Type_C
1930699,81.8,10.5,18.9,80.4,Type_C
1930700,135.8,5.4,54.4,108.2,Type_C
1930701,96.3,8.4,41.9,78.9,Type_C
1930702,119.2,18.5,32.9,50.6,Type_A
1930703,130.3,17.3,37.3,70.6,Type_C
1930704,71.8,15.5,44.0,61.6,Type_B
1930705,73.6,13.8,16.7,117.7,Type_C
1930706,108.8,20.2,29.0,90.2,Type_C
1930707,72.0,6.4,47.6,133.3,Type_B
1930708,68.6,16.3,44.9,122.8,Type_A
1930709,109.0,28.0,35.9,66.2,Type_C
1930710,115.5,16.4,50.6,99.5,Type_C
1930711,134.7,14.2,20.4,109.8,Type_B
1930712,119.4,4.1,43.4,81.2,Type_A
1930713,107.0,12.5,27.7,138.5,Type_A
1930714,113.5,15.7,57.0,122.0,Type_A
1930715,82.7,14.7,39.4,87.0,Type_A
1930716,101.6,21.8,58.3,114.6,Type_A
1930717,87.9,12.8,66.6,98.4,Type_A
1930718,87.1,12.7,16.4,105.9,Type_C
1930719,86.9,20.0,63.1,73.7,Type_A
1930720,119.6,1.7,47.9,117.3,Type_C
1930721,76.7,18.3,48.5,114.1,Type_B
1930722,171.9,18.5,30.2,60.7,Type_A
1930723,107.0,10.8,56.0,98.9,Type_A
1930724,64.3,7.6,54.3,101.9,Type_C
1930725,57.7,21.8,38.1,60.1,Type_B
1930726,103.9,26.2,24.7,122.6,Type_A
1930727,89.3,15.5,38.0,96.0,Type_B
1930728,142.8,12.6,72.9,87.0,Type_C
1930729,105.9,11.9,47.6,119.1,Type_A
1930730,64.5,14.4,44.3,100.2,Type_C
1930731,103.5,18.2,44.9,72.0,Type_B
1930732,68.6,17.1,60.4,123.0,Type_A
1930733,119.8,24.5,32.9,111.7,Type_A
1930734,96.8,19.5,38.8,119.3,Type_B
1930735,93.7,23.5,42.3,133.0,Type_B
1930736,79.1,12.0,63.6,102.2,Type_B
1930737,106.9,7.3,40.6,121.0,Type_C
1930738,112.4,13.3,65.7,89.1,Type_B
1930739,79.9,17.6,56.6,81.5,Type_B
1930740,78.7,3.0,41.6,59.9,Type_A
1930741,114.1,6.4,59.7,140.3,Type_A
1930742,106.3,22.6,51.2,89.2,Type_A
1930743,111.9,26.9,38.6,82.4,Type_C
1930744,128.3,27.4,28.4,54.8,Type_A
1930745,61.9,21.8,7.5,104.5,Type_A
1930746,98.9,11.6,32.7,135.1,Type_C
1930747,110.9,17.4,67.5,76.6,Type_C
1930748,114.6,11.7,52.1,81.8,Type_C
1930749,92.2,14.6,35.7,96.4,Type_B
1930750,82.6,26.3,51.7,104.3,Type_B
1930751,106.9,17.6,49.4,104.7,Type_A
1930752,124.3,24.2,47.2,108.8,Type_C
1930753,100.4,33.2,50.5,93.4,Type_C
1930754,91.3,20.7,54.3,111.3,Type_C
1930755,60.2,19.6,57.5,111.9,Type_A
1930756,110.4,16.8,43.5,114.4,Type_A
1930757,86.1,21.6,51.1,110.7,Type_B
1930758,95.5,35.2,33.9,116.4,Type_C
1930759,119.9,20.4,49.5,100.8,Type_B
1930760,107.6,20.0,78.1,96.9,Type_C
1930761,68.8,12.5,31.2,70.6,Type_A
1930762,96.9,-1.7,53.7,82.5,Type_A
1930763,74.1,20.1,33.7,151.7,Type_A
1930764,108.8,19.6,71.1,,Type_B
1930765,122.1,11.3,49.0,78.4,Type_A
1930766,72.5,21.6,30.4,129.5,Type_B
1930767,153.4,14.5,42.0,99.9,Type_B
1930768,93.3,19.5,51.4,90.4,Type_A
1930769,109.0,16.1,37.1,69.2,Type_C
1930770,106.1,17.5,44.3,147.1,Type_A
1930771,158.5,12.3,47.5,110.0,Type_C
1930772,127.6,18.8,51.7,116.2,Type_B
1930773,61.6,24.5,54.2,69.9,Type_B
1930774,111.2,28.7,66.6,68.8,Type_B
1930775,105.1,19.1,21.7,97.2,Type_B
1930776,100.3,28.0,31.0,127.9,Type_A
1930777,73.7,30.1,48.1,107.7,Type_B
1930778,124.0,18.9,25.0,147.9,Type_B
1930779,127.4,23.4,34.1,97.3,Type_A
1930780,59.2,31.6,32.3,85.6,Type_C
1930781,94.1,21.5,35.5,85.5,Type_A
1930782,117.4,11.1,36.1,102.9,Type_A
1930783,132.9,19.4,39.7,139.4,Type_A
1930784,66.4,11.9,41.6,102.8,Type_B
1930785,115.3,10.9,40.4,105.8,Type_C
1930786,123.5,34.0,57.7,82.3,Type_B
1930787,138.7,7.1,77.9,140.9,Type_C
1930788,80.3,12.1,48.3,99.3,Type_B
1930789,114.2,19.4,54.5,92.9,Type_C
1930790,122.5,20.3,50.1,50.1,Type_C
1930791,122.1,21.8,34.7,105.0,Type_C
1930792,71.7,21.8,69.3,112.2,Type_B
1930793,127.5,30.2,60.2,100.0,Type_A
1930794,116.4,27.2,21.4,108.0,Type_A
1930795,124.7,14.9,47.9,98.3,Type_B
1930796,104.2,18.5,45.3,107.8,Type_C
1930797,135.4,13.4,37.6,71.9,Type_B
1930798,102.3,3.3,71.9,98.1,Type_A
1930799,82.0,23.1,30.5,101.2,Type_B
1930800,86.4,-1.5,42.1,106.1,Type_B
1930801,84.6,25.6,31.2,131.1,Type_B
1930802,107.3,26.5,43.5,84.4,Type_A
1930803,99.4,15.2,54.1,109.6,Type_B
1930804,60.8,28.6,48.8,104.8,Type_C
1930805,99.3,12.7,38.0,114.3,Type_C
1930806,107.8,6.9,68.7,123.8,Type_A
1930807,116.0,14.4,39.6,75.5,Type_C
1930808,143.2,19.2,25.7,154.8,Type_A
1930809,117.1,13.3,65.2,91.3,Type_A
1930810,82.3,27.8,40.7,84.9,Type_A
1930811,109.3,25.5,51.0,86.3,Type_C
1930812,98.2,22.6,51.3,119.6,Type_A
1930813,65.2,20.0,12.4,134.0,Type_B
1930814,132.4,16.0,58.9,106.7,Type_C
1930815,106.3,17.9,48.9,135.9,Type_A
1930816,95.5,17.2,41.9,113.5,Type_B
1930817,80.2,24.6,54.2,120.2,Type_C
1930818,102.7,-3.5,58.0,59.3,Type_C
1930819,107.1,26.7,30.1,135.1,Type_A
1930820,79.7,14.9,29.2,134.9,Type_B
1930821,90.4,8.0,23.5,122.4,Type_A
1930822,84.8,15.9,67.8,70.1,Type_B
1930823,109.2,22.2,45.2,78.9,Type_B
1930824,138.7,15.1,26.5,103.5,Type_C
1930825,97.7,9.6,48.2,116.9,Type_C
1930826,152.8,18.9,55.7,147.6,Type_C
1930827,121.5,12.7,45.7,107.4,Type_A
1930828,95.2,24.9,24.5,110.3,Type_C
1930829,88.0,9.6,37.2,111.3,Type_A
1930830,93.4,24.0,54.1,74.9,Type_B
1930831,74.0,25.2,53.7,94.8,Type_C
1930832,92.1,14.5,38.8,121.7,Type_A
1930833,73.5,11.8,41.3,133.9,Type_C
1930834,100.7,16.1,38.3,98.4,Type_A
1930835,82.0,13.0,59.4,72.3,Type_C
1930836,104.0,26.7,60.7,121.4,Type_C
1930837,86.9,20.2,59.8,155.5,Type_B
1930838,149.5,7.7,48.0,89.0,Type_C
1930839,120.6,1.8,67.5,100.7,Type_C
1930840,82.4,31.8,17.4,98.0,Type_C
1930841,118.8,26.0,32.3,102.4,Type_A
1930842,108.8,21.5,48.3,99.0,Type_B
1930843,83.0,37.5,60.8,72.5,Type_B
1930844,118.1,20.0,22.7,113.6,Type_C
1930845,86.7,26.2,53.8,101.4,Type_B
1930846,84.6,21.2,26.6,74.9,Type_A
1930847,95.4,18.7,28.6,78.3,Type_A
1930848,122.0,16.6,36.8,100.3,Type_A
1930849,97.1,25.3,35.8,145.5,Type_C
1930850,126.3,14.4,31.1,77.3,Type_B
1930851,80.8,4.8,59.2,89.0,Type_A
1930852,75.5,30.9,55.9,112.3,Type_A
1930853,106.8,24.5,35.0,,Type_A
1930854,81.0,16.1,39.2,70.3,Type_C
1930855,142.8,10.2,50.8,123.7,Type_C
1930856,93.7,26.1,24.9,107.4,Type_B
1930857,89.1,24.3,60.8,90.2,Type_C
1930858,49.0,32.6,25.0,85.4,Type_B
1930859,64.5,13.8,64.6,134.1,Type_B
1930860,141.2,22.6,37.2,89.6,Type_C
1930861,57.8,20.7,53.5,80.0,Type_B
1930862,100.9,19.3,50.4,90.1,Type_C
1930863,113.2,23.2,34.7,89.7,Type_C
1930864,88.7,18.7,67.6,80.8,Type_B
1930865,76.6,9.6,39.6,76.3,Type_A
1930866,120.9,25.7,24.3,107.6,Type_B
1930867,108.0,20.1,34.1,101.7,Type_A
1930868,104.3,22.8,53.6,92.4,Type_A
1930869,84.4,19.4,33.2,140.4,Type_B
1930870,58.7,22.3,65.5,110.2,Type_B
1930871,116.5,11.3,39.5,79.2,Type_B
1930872,149.4,23.3,13.0,86.1,Type_B
1930873,123.9,4.2,45.3,82.3,Type_B
1930874,61.9,14.8,37.1,124.2,Type_A
1930875,108.8,27.5,40.1,108.6,Type_C
1930876,65.5,11.0,53.9,91.4,Type_A
1930877,61.4,14.8,39.4,114.9,Type_C
1930878,113.8,12.4,58.0,77.4,Type_A
1930879,40.3,17.2,45.0,69.6,Type_C
1930880,99.7,30.6,57.3,82.3,Type_A
1930881,89.2,2.7,42.7,107.8,Type_B
1930882,120.3,15.6,54.6,74.7,Type_C
1930883,122.8,11.6,60.9,111.4,Type_B
1930884,114.1,24.3,42.3,66.5,Type_C
1930885,59.7,8.0,29.3,82.2,Type_B
1930886,86.1,8.9,56.3,165.2,Type_B
1930887,67.2,22.2,49.4,103.3,Type_A
1930888,86.2,7.1,48.6,112.0,Type_C
1930889,66.5,30.9,29.9,118.8,Type_C
1930890,61.6,22.6,43.3,84.6,Type_C
1930891,98.6,10.8,18.7,61.9,Type_A
1930892,128.3,17.9,53.2,85.7,Type_A
1930893,111.3,5.6,51.5,93.7,Type_B
1930894,88.1,8.0,58.1,92.0,Type_B
1930895,39.2,29.9,49.2,83.0,Type_B
1930896,115.8,8.3,56.6,79.5,Type_A
1930897,111.4,15.2,64.7,80.2,Type_A
1930898,101.0,11.4,46.9,131.3,Type_A
1930899,100.4,16.3,16.1,125.8,Type_A
1930900,117.7,16.4,37.3,77.0,Type_A
1930901,94.2,27.3,20.0,133.2,Type_B
1930902,111.7,11.9,28.4,102.6,Type_A
1930903,101.9,27.2,45.0,97.0,Type_B
1930904,83.3,22.6,46.5,61.2,Type_A
1930905,100.9,17.9,27.3,119.9,Type_C
1930906,71.3,29.3,43.1,114.3,Type_A
1930907,66.5,21.3,65.0,122.0,Type_A
1930908,121.5,13.5,59.1,34.9,Type_B
1930909,84.6,21.5,54.9,114.2,Type_A
1930910,126.4,20.9,67.3,115.8,Type_A
1930911,121.4,20.5,56.0,118.1,Type_A
1930912,159.8,5.3,29.1,111.5,Type_B
1930913,130.2,23.0,34.6,100.7,Type_A
1930914,84.7,28.0,57.5,81.5,Type_A
1930915,94.0,16.6,54.5,97.6,Type_B
1930916,126.2,18.7,28.1,131.8,Type_A
1930917,112.1,20.4,71.2,112.7,Type_B
1930918,80.8,18.9,44.9,101.1,Type_B
1930919,159.6,34.2,57.3,90.3,Type_C
1930920,120.5,21.1,53.2,112.2,Type_A
1930921,63.4,21.5,50.5,97.5,Type_C
1930922,104.9,10.3,43.7,98.9,Type_C
1930923,119.5,25.6,37.5,100.9,Type_B
1930924,120.0,28.5,70.8,129.0,Type_B
1930925,77.1,8.9,52.6,140.1,Type_C
1930926,85.9,27.7,23.1,65.9,Type_B
1930927,121.5,20.7,41.1,101.9,Type_B
1930928,133.7,31.4,35.1,113.0,Type_A
1930929,129.7,27.8,35.0,84.2,Type_C
1930930,89.8,6.8,19.5,125.6,Type_A
1930931,94.3,16.0,60.3,127.7,Type_B
1930932,100.8,29.3,33.4,145.8,Type_C
1930933,69.8,17.5,44.1,119.8,Type_B
1930934,57.4,18.7,41.4,66.2,Type_C
1930935,112.8,18.6,23.8,127.4,Type_A
1930936,111.0,35.5,57.4,106.8,Type_C
1930937,100.5,26.6,47.1,78.5,Type_B
1930938,110.5,22.3,43.3,111.8,Type_C
1930939,103.6,18.6,52.7,97.2,Type_B
1930940,114.7,19.1,51.4,99.6,Type_A
1930941,125.4,29.7,50.8,111.9,Type_A
1930942,123.8,17.9,71.2,95.3,Type_A
1930943,135.8,18.1,15.3,133.2,Type_A
1930944,86.7,17.3,47.3,100.0,Type_B
1930945,82.8,13.6,33.4,48.8,Type_C
1930946,89.1,14.9,45.2,142.9,Type_A
1930947,136.5,25.7,65.9,112.4,Type_B
1930948,128.1,9.6,33.9,95.1,Type_C
1930949,76.7,14.0,64.0,,Type_A
1930950,89.8,21.5,72.8,100.7,Type_A
1930951,113.2,11.6,60.9,112.8,Type_C
1930952,91.7,4.8,54.1,123.6,Type_B
1930953,54.0,25.1,18.6,114.8,Type_B
1930954,113.8,13.7,59.4,83.1,Type_A
1930955,104.2,8.6,45.0,102.4,Type_C
1930956,76.0,19.8,29.8,62.2,Type_A
1930957,89.7,16.1,41.6,117.0,Type_B
1930958,110.1,24.3,19.8,90.2,Type_A
1930959,55.7,23.3,38.1,133.8,Type_A
1930960,154.2,23.3,35.9,86.2,Type_C
1930961,108.9,16.9,40.4,81.9,Type_B
1930962,137.8,6.7,39.4,94.6,Type_C
1930963,121.1,20.0,64.2,66.9,Type_C
1930964,90.0,10.7,41.1,101.2,Type_A
1930965,156.2,14.2,33.3,137.7,Type_B
1930966,82.7,28.2,51.0,134.9,Type_B
1930967,67.6,29.1,46.0,116.2,Type_C
1930968,107.0,25.0,28.9,107.0,Type_B
1930969,122.6,-6.0,45.8,69.1,Type_B
1930970,102.6,19.3,75.0,109.7,Type_A
1930971,138.2,11.5,46.6,120.9,Type_B
1930972,106.3,3.5,42.0,117.4,Type_A
1930973,129.1,16.6,55.9,124.9,Type_A
1930974,129.8,24.9,48.3,75.0,Type_B
1930975,101.1,21.3,47.0,77.1,Type_C
1930976,74.2,16.7,61.1,98.1,Type_B
1930977,78.8,27.5,60.6,114.2,Type_A
1930978,101.4,20.8,46.0,108.4,Type_B
1930979,79.1,22.1,59.5,109.5,Type_A
1930980,47.6,27.8,17.7,104.9,Type_B
1930981,82.0,11.0,53.3,125.4,Type_A
1930982,132.9,20.6,62.1,35.3,Type_A
1930983,67.9,5.3,47.0,122.2,Type_C
1930984,71.1,22.1,53.9,12.2,Type_A
1930985,103.3,11.9,16.2,67.2,Type_B
1930986,102.4,25.2,18.8,118.8,Type_A
1930987,115.0,16.0,68.1,80.9,Type_C
1930988,80.4,20.9,24.0,128.3,Type_A
1930989,126.5,21.1,53.6,79.2,Type_A
1930990,115.6,20.0,25.0,93.6,Type_B
1930991,144.0,13.0,54.4,113.9,Type_A
1930992,109.8,19.9,29.4,100.0,Type_C
1930993,111.4,7.7,75.5,91.2,Type_A
1930994,130.5,21.5,55.0,97.0,Type_A
1930995,96.5,23.4,74.9,80.9,Type_B
1930996,119.5,20.4,28.0,100.6,Type_A
1930997,51.0,13.3,59.6,101.6,Type_A
1930998,53.3,22.8,29.0,69.0,Type_B
1930999,94.1,22.1,44.6,85.7,Type_A
1931000,81.2,10.7,55.6,91.8,Type_B
