ClaimID,ClaimAmount_K,DamageScore,DashcamExists,WeekendAccident,IsFraud
1080634,45.6,5.1,111.3,100.7,0
1080635,24.9,6.9,92.2,93.7,1
1080636,66.7,7.8,124.4,100.6,1
1080637,55.1,,54.9,141.8,0
1080638,87.5,6.9,126.0,122.9,0
1080639,38.9,8.3,94.2,115.0,1
1080640,60.0,8.8,104.6,109.7,0
1080641,62.1,7.4,151.5,126.0,0
1080642,93.0,6.1,97.8,105.9,0
1080643,105.3,6.2,127.2,115.2,0
1080644,96.8,8.6,77.8,84.5,0
1080645,56.2,8.2,102.1,83.9,0
1080646,70.9,10.0,73.5,125.5,1
1080647,58.7,9.5,95.7,68.4,0
1080648,85.3,6.7,122.8,125.2,0
1080649,104.2,7.1,106.2,95.7,0
1080650,45.8,7.7,102.7,88.5,0
1080651,77.3,4.0,71.7,119.8,0
1080652,103.3,9.3,110.7,94.8,0
1080653,77.7,5.1,138.9,97.0,1
1080654,71.2,6.5,116.1,113.7,0
1080655,95.1,7.3,122.0,113.4,1
1080656,33.3,6.9,90.0,84.9,0
1080657,74.7,7.3,90.2,110.3,0
1080658,76.7,7.1,127.0,121.8,0
1080659,67.5,8.0,116.1,79.5,0
1080660,71.4,7.0,41.7,93.3,1
1080661,92.5,5.3,76.7,106.2,1
1080662,57.5,7.6,123.1,119.1,1
1080663,50.1,7.9,66.5,154.2,1
1080664,88.9,8.1,54.3,107.8,1
1080665,48.1,7.4,152.4,122.1,1
1080666,79.5,3.6,115.4,137.0,0
1080667,55.6,6.8,40.8,73.5,1
1080668,88.0,6.0,124.3,55.3,0
1080669,100.0,6.0,90.2,100.0,1
1080670,87.9,8.5,98.6,73.9,0
1080671,59.4,8.6,147.8,92.1,0
1080672,82.0,6.6,100.0,104.2,0
1080673,72.4,8.3,94.9,110.0,1
1080674,60.0,6.5,92.3,92.1,1
1080675,86.1,7.5,93.1,113.1,0
1080676,56.7,6.4,84.0,111.5,0
1080677,80.5,6.8,91.9,74.4,0
1080678,95.4,6.6,59.4,43.9,1
1080679,93.1,5.6,76.6,85.4,0
1080680,65.8,8.0,95.1,98.5,0
1080681,82.6,5.9,71.6,110.3,1
1080682,113.9,6.7,77.9,48.2,1
1080683,79.8,6.8,113.8,79.8,1
1080684,59.2,8.1,102.1,75.2,1
1080685,55.0,7.5,82.6,107.2,1
1080686,55.5,8.1,109.5,103.7,0
1080687,78.8,7.4,100.2,94.1,0
1080688,20.0,8.4,102.8,85.0,1
1080689,80.0,6.1,73.0,104.9,0
1080690,61.0,6.1,132.6,93.6,0
1080691,88.5,8.3,88.0,65.5,0
1080692,80.0,3.9,48.7,82.6,1
1080693,81.0,6.4,103.1,57.4,1
1080694,99.3,,85.3,97.4,0
1080695,94.4,5.5,125.9,156.4,1
1080696,87.8,10.0,127.1,92.0,0
1080697,82.1,7.9,128.6,79.5,0
1080698,55.3,8.0,123.0,96.0,0
1080699,47.9,7.6,83.0,68.0,0
1080700,74.7,4.9,77.4,120.7,0
1080701,74.0,8.2,97.6,80.1,1
1080702,66.3,8.5,98.9,87.8,1
1080703,62.9,7.0,95.0,94.5,1
1080704,108.2,6.4,122.1,63.2,1
1080705,88.9,6.2,119.6,90.0,0
1080706,110.1,7.7,96.1,115.9,1
1080707,76.8,6.8,52.1,104.9,0
1080708,95.7,9.3,146.8,124.6,1
1080709,37.0,4.2,48.1,104.9,1
1080710,76.1,7.3,81.4,92.6,1
1080711,47.4,8.6,67.6,100.2,1
1080712,82.5,4.5,103.6,118.4,1
1080713,80.6,8.6,72.7,67.9,1
1080714,34.4,8.3,102.1,132.8,1
1080715,60.5,8.9,139.9,70.1,1
1080716,91.5,7.7,61.0,106.5,1
1080717,85.6,7.7,90.5,86.2,1
1080718,37.5,6.9,108.3,122.6,0
1080719,76.6,8.1,81.2,95.8,1
1080720,78.8,7.4,82.2,118.7,0
1080721,84.4,6.6,106.3,85.2,0
1080722,66.7,6.9,130.4,73.0,0
1080723,94.9,6.4,79.5,88.2,0
1080724,70.7,6.8,69.5,92.1,1
1080725,67.3,,128.2,93.4,1
1080726,55.9,7.2,72.9,49.6,0
1080727,60.0,6.9,87.8,96.8,1
1080728,41.3,6.6,100.3,86.6,1
1080729,31.4,5.0,81.1,78.6,1
1080730,37.2,9.2,93.1,128.0,0
1080731,63.1,9.2,31.0,71.6,0
1080732,64.2,7.7,114.0,81.1,0
1080733,82.5,9.2,83.1,69.5,0
1080734,24.3,6.9,64.6,112.4,0
1080735,92.5,8.2,83.4,138.8,1
1080736,86.6,6.8,119.5,76.6,0
1080737,84.9,6.5,119.3,84.5,0
1080738,98.6,7.3,116.0,92.1,0
1080739,76.6,7.8,27.9,92.2,1
1080740,92.3,5.9,98.3,65.9,0
1080741,78.5,3.3,93.8,84.3,1
1080742,88.8,6.2,80.5,76.4,1
1080743,63.7,7.6,82.2,97.4,0
1080744,80.7,6.3,105.7,98.9,1
1080745,35.0,10.0,100.9,117.8,0
1080746,81.4,6.6,108.7,106.1,1
1080747,98.8,10.0,90.8,84.5,0
1080748,71.5,7.9,137.8,105.7,0
1080749,69.2,9.4,126.0,113.4,0
1080750,80.9,8.2,87.4,71.1,1
1080751,72.9,7.9,120.8,107.7,1
1080752,68.6,6.5,95.2,100.8,0
1080753,53.3,4.6,125.0,128.5,1
1080754,86.5,7.0,104.6,94.5,0
1080755,90.9,9.0,153.9,103.4,0
1080756,45.9,4.6,108.7,63.8,0
1080757,98.4,7.4,86.8,94.7,1
1080758,82.6,7.4,123.0,84.9,0
1080759,66.3,6.9,90.6,101.7,1
1080760,62.4,8.0,110.6,65.1,0
1080761,66.2,6.0,165.4,80.0,1
1080762,107.2,8.8,86.5,105.6,0
1080763,69.8,4.7,149.0,83.2,1
1080764,78.2,7.4,90.0,100.2,0
1080765,45.0,7.7,144.0,106.4,0
1080766,69.0,4.7,100.4,93.8,1
1080767,69.3,7.1,111.7,80.7,1
1080768,68.4,9.9,84.8,85.9,1
1080769,73.3,5.2,79.7,95.4,0
1080770,61.8,8.7,75.5,88.1,0
1080771,37.0,7.7,72.9,133.7,0
1080772,71.4,8.9,117.5,83.8,0
1080773,81.0,7.1,128.6,104.6,0
1080774,76.5,7.6,117.6,85.1,0
1080775,107.3,5.3,141.0,77.4,1
1080776,66.9,4.5,137.0,102.1,1
1080777,42.8,7.2,118.5,123.5,1
1080778,105.8,7.3,138.2,113.3,1
1080779,89.3,6.3,108.4,96.8,0
1080780,72.8,9.0,100.4,103.6,0
1080781,59.3,5.5,115.5,89.1,0
1080782,73.9,8.3,112.7,78.7,0
1080783,88.2,7.2,97.1,143.7,0
1080784,82.5,10.0,97.3,144.4,1
1080785,82.2,,91.4,113.7,1
1080786,95.8,9.5,73.6,95.4,1
1080787,84.2,,112.0,86.8,1
1080788,99.0,9.3,106.3,80.1,1
1080789,69.3,6.5,144.9,77.3,1
1080790,79.6,7.3,113.3,129.2,1
1080791,76.6,8.5,112.8,61.0,0
1080792,75.8,7.6,100.7,131.5,1
1080793,71.8,7.8,101.9,119.4,1
1080794,86.4,6.7,152.7,117.0,1
1080795,46.8,9.5,112.0,86.4,0
1080796,92.3,7.6,101.9,104.7,1
1080797,61.0,8.6,170.1,105.8,0
1080798,84.3,7.9,78.8,94.8,0
1080799,75.9,7.8,140.2,93.3,0
1080800,77.2,7.7,77.5,75.2,0
1080801,86.8,6.0,69.6,102.3,0
1080802,102.8,5.3,79.0,59.8,0
1080803,82.6,8.9,64.7,98.3,1
1080804,59.5,7.0,72.5,109.2,1
1080805,89.1,6.5,113.6,118.1,1
1080806,82.7,7.6,91.9,140.6,1
1080807,44.2,7.9,131.8,100.1,0
1080808,59.6,9.6,94.4,110.4,0
1080809,39.2,7.2,108.8,95.7,0
1080810,84.6,7.1,88.7,90.0,0
1080811,75.2,7.1,102.4,118.9,1
1080812,71.9,9.0,94.4,76.9,1
1080813,84.2,6.9,135.3,73.3,1
1080814,49.5,9.4,128.3,117.5,0
1080815,91.6,8.8,90.0,99.0,0
1080816,81.2,6.7,130.9,134.0,0
1080817,102.9,5.3,94.5,134.2,0
1080818,70.5,5.3,98.7,92.8,1
1080819,121.1,6.0,92.8,101.3,1
1080820,96.2,7.1,97.0,106.6,0
1080821,36.9,6.8,103.8,78.0,0
1080822,51.7,8.4,98.7,39.0,1
1080823,72.3,5.6,106.7,126.6,0
1080824,94.2,5.1,101.6,113.9,0
1080825,44.0,8.4,87.2,59.5,1
1080826,81.4,8.9,74.1,123.6,1
1080827,81.2,7.2,105.3,110.4,1
1080828,78.3,7.3,72.5,130.2,0
1080829,98.4,8.8,106.6,144.9,0
1080830,64.8,7.6,105.0,117.7,1
1080831,46.0,8.2,117.7,122.8,0
1080832,73.6,7.6,122.6,78.6,1
1080833,79.5,6.2,53.2,86.3,1
1080834,66.3,6.2,97.5,121.1,0
1080835,63.6,5.7,106.1,154.8,0
1080836,59.4,,69.1,131.2,1
1080837,58.6,7.0,139.1,119.2,0
1080838,48.0,8.0,104.9,76.1,0
1080839,68.6,7.2,78.9,89.3,1
1080840,70.3,7.0,110.9,95.1,1
1080841,87.6,8.7,150.7,78.6,1
1080842,86.2,5.6,89.9,123.4,0
1080843,85.6,8.2,86.9,112.5,0
1080844,88.0,8.8,120.4,108.0,0
1080845,62.9,6.6,79.6,104.1,1
1080846,91.1,6.0,123.0,129.3,0
1080847,81.2,7.9,75.3,38.3,0
1080848,105.9,4.5,126.7,111.9,1
1080849,39.0,8.0,104.4,126.8,0
1080850,63.8,5.3,59.7,115.0,0
1080851,103.0,6.0,130.4,129.1,0
1080852,84.5,6.3,75.4,73.8,0
1080853,92.2,7.6,74.9,110.6,0
1080854,61.4,6.8,94.1,91.5,1
1080855,87.8,5.9,109.7,104.3,0
1080856,54.0,3.7,126.8,72.3,1
1080857,49.4,9.6,89.5,115.2,0
1080858,108.4,7.3,96.1,78.9,0
1080859,82.3,6.5,104.2,141.2,1
1080860,57.0,5.4,131.5,85.6,0
1080861,68.9,,99.8,150.1,0
1080862,124.5,5.6,122.0,103.5,0
1080863,62.6,8.6,79.6,74.4,0
1080864,87.4,4.0,66.8,154.3,0
1080865,55.6,6.9,93.7,88.6,1
1080866,90.9,6.7,143.7,96.5,0
1080867,84.7,10.0,111.4,101.8,1
1080868,50.4,7.6,119.7,62.5,0
1080869,71.0,6.1,121.4,62.8,0
1080870,97.5,9.8,80.1,107.1,0
1080871,81.0,6.0,119.8,70.9,1
1080872,91.4,8.2,86.8,138.7,0
1080873,71.5,7.4,103.1,98.9,1
1080874,107.0,7.3,115.6,126.4,1
1080875,72.9,6.2,96.2,96.7,1
1080876,85.3,7.0,62.4,147.8,0
1080877,90.3,7.8,66.7,117.0,1
1080878,83.1,4.9,108.9,102.6,0
1080879,45.6,4.4,104.3,110.4,1
1080880,43.0,6.1,97.6,132.4,0
1080881,125.0,8.3,117.0,74.5,0
1080882,82.7,5.7,123.3,92.1,0
1080883,65.9,6.5,84.6,114.9,1
1080884,60.7,8.3,93.4,111.1,0
1080885,90.5,10.0,97.9,107.8,1
1080886,45.8,7.2,80.9,92.6,1
1080887,89.4,6.8,111.4,105.4,1
1080888,80.1,3.4,119.5,57.5,0
1080889,54.1,6.6,85.6,49.6,0
1080890,80.3,7.5,138.2,44.1,0
1080891,77.1,7.4,120.9,110.9,1
1080892,76.2,7.8,114.7,102.8,1
1080893,59.2,6.4,85.9,49.6,1
1080894,105.8,7.3,87.1,113.9,0
1080895,64.9,5.1,94.0,81.8,1
1080896,53.2,8.3,70.0,50.8,0
1080897,56.7,5.6,83.1,166.8,1
1080898,50.1,8.0,122.5,96.6,1
1080899,58.5,7.3,100.5,99.6,1
1080900,57.5,7.6,54.6,120.7,0
1080901,29.7,6.8,87.4,34.1,0
1080902,82.0,7.6,54.5,147.2,0
1080903,64.4,7.2,85.4,102.7,0
1080904,81.4,5.8,56.0,85.6,0
1080905,66.5,6.0,67.5,38.7,0
1080906,71.1,8.9,83.0,145.6,1
1080907,66.0,4.3,132.1,144.6,0
1080908,47.7,6.9,119.6,70.0,1
1080909,59.7,7.6,138.8,101.6,1
1080910,86.2,6.5,85.9,102.9,1
1080911,91.4,8.1,71.3,83.0,0
1080912,74.5,7.8,90.0,73.2,1
1080913,99.5,4.0,120.3,106.8,1
1080914,88.8,7.8,121.8,110.0,1
1080915,62.7,8.1,57.9,81.4,1
1080916,81.3,6.9,88.1,127.1,1
1080917,81.2,7.5,124.5,107.8,0
1080918,68.7,6.5,117.1,109.7,1
1080919,62.3,8.5,72.8,87.8,0
1080920,80.5,6.7,115.8,80.8,1
1080921,85.3,7.5,130.4,78.6,0
1080922,72.4,7.6,121.1,81.8,1
1080923,68.6,3.7,72.2,123.4,1
1080924,85.1,,117.8,86.2,1
1080925,66.7,10.0,69.7,101.0,0
1080926,111.3,7.4,135.4,65.9,0
1080927,61.3,7.1,78.1,56.0,1
1080928,99.6,7.3,101.5,36.2,1
1080929,60.4,6.1,116.3,104.5,0
1080930,61.3,6.0,148.3,66.3,1
1080931,99.3,10.0,119.3,115.8,0
1080932,83.5,10.0,97.8,118.0,0
1080933,53.1,9.8,55.9,125.5,1
1080934,76.3,7.8,89.3,94.5,1
1080935,63.6,4.7,110.9,120.3,0
1080936,38.4,9.6,88.1,104.9,0
1080937,46.6,5.3,50.3,70.1,1
1080938,60.5,7.9,72.7,101.3,0
1080939,52.3,4.4,80.7,107.1,0
1080940,89.7,7.8,81.4,92.3,1
1080941,49.5,6.9,113.4,104.4,0
1080942,73.3,8.4,87.4,101.5,0
1080943,76.9,6.8,51.9,88.7,0
1080944,58.1,7.4,97.5,88.5,1
1080945,102.8,8.5,87.5,81.5,0
1080946,108.3,6.4,122.2,121.3,1
1080947,89.3,7.1,113.9,102.2,1
1080948,62.3,7.4,108.4,83.4,0
1080949,98.1,6.8,130.3,105.1,1
1080950,53.5,9.3,127.4,74.3,1
1080951,83.0,6.4,92.9,68.5,0
1080952,79.8,6.6,108.7,85.0,0
1080953,79.1,10.0,61.3,70.5,0
1080954,96.8,9.7,60.4,109.3,0
1080955,70.1,7.6,106.2,124.4,0
1080956,71.4,8.3,121.9,67.5,0
1080957,83.3,8.5,71.1,102.2,0
1080958,82.6,10.0,136.9,117.3,1
1080959,51.6,6.5,88.9,100.2,1
1080960,83.7,7.2,74.6,107.7,0
1080961,77.2,6.8,134.0,106.4,0
1080962,91.0,6.5,124.1,128.7,0
1080963,75.3,10.0,107.5,70.4,1
1080964,108.4,6.6,112.6,120.0,1
1080965,47.9,6.8,60.4,25.4,0
1080966,58.2,10.0,125.1,74.8,0
1080967,85.1,8.2,100.1,84.4,1
1080968,48.7,5.6,110.1,100.0,0
1080969,80.2,6.9,116.0,102.9,0
1080970,47.5,9.6,99.1,68.1,0
1080971,22.5,5.3,84.3,93.8,0
1080972,119.1,6.2,84.7,85.4,0
1080973,62.3,7.6,120.1,62.7,0
1080974,54.4,7.6,94.8,123.1,1
1080975,49.4,6.7,82.2,108.3,0
1080976,74.3,9.6,93.1,83.8,0
1080977,91.3,9.1,100.0,73.1,1
1080978,64.1,8.0,119.2,95.7,0
1080979,49.7,8.8,94.8,105.8,0
1080980,52.9,6.8,76.9,126.5,0
1080981,48.2,5.1,38.3,141.3,1
1080982,76.9,8.7,120.0,122.0,1
1080983,84.1,6.1,106.3,61.7,1
1080984,77.4,6.7,84.4,129.4,1
1080985,90.3,6.1,100.7,64.8,1
1080986,96.0,9.1,129.5,103.9,1
1080987,51.2,6.7,125.6,88.6,0
1080988,136.9,8.9,90.1,97.2,0
1080989,67.8,4.9,96.4,107.9,1
1080990,79.3,5.4,120.9,67.4,0
1080991,31.8,6.5,104.8,116.1,0
1080992,102.4,5.0,156.8,125.3,0
1080993,73.2,7.2,140.5,89.8,1
1080994,76.8,4.2,117.6,111.4,1
1080995,37.3,6.4,128.5,82.9,0
1080996,128.1,5.6,81.8,79.5,0
1080997,53.5,7.2,87.9,98.9,0
1080998,52.6,6.8,79.8,94.1,0
1080999,91.8,6.2,124.3,164.0,1
1081000,76.9,5.2,101.2,45.9,0
