RecordID,Neighborhood,CrimeType,PopulationDensity,OfficerCount,CrimeRateIndex
660587,District B,Vandalism,2287.7,15.0,62.1
660588,District K,Theft,6605.1,30.0,65.4
660589,District C,Vandalism,4198.5,34.0,39.4
660590,District C,Burglary,5696.3,34.0,89.7
660591,District C,Theft,3048.1,31.0,21.1
660592,District A,Burglary,1952.2,16.0,80.1
660593,District I,Burglary,4333.9,30.0,77.6
660594,District F,Assault,7301.9,27.0,108.4
660595,District F,Vandalism,2609.9,27.0,17.3
660596,District I,Burglary,3579.0,21.0,74.7
660597,District J,Vandalism,4622.1,18.0,57.3
660598,District E,Burglary,2509.4,13.0,73.3
660599,District K,Vandalism,6270.1,24.0,58.2
660600,District I,Burglary,7666.3,29.0,111.3
660601,District D,Assault,6967.7,32.0,99.8
660602,District B,Burglary,1881.8,9.0,87.1
660603,District L,Theft,7797.5,24.0,78.7
660604,District L,Burglary,1253.6,21.0,62.6
660605,District I,Assault,1847.2,19.0,49.5
660606,District D,Burglary,7692.4,39.0,86.1
660607,District C,Assault,4189.2,19.0,84.7
660608,District G,Theft,2582.6,25.0,41.7
660609,District B,Theft,3366.7,27.0,40.7
660610,District D,Vandalism,7501.8,25.0,72.0
660611,District J,Assault,1021.5,14.0,66.7
660612,District D,Burglary,4504.0,19.0,94.0
660613,District D,Assault,6888.1,34.0,77.2
660614,District F,Assault,5433.8,36.0,59.9
660615,District F,Burglary,547.7,24.0,53.8
660616,District A,Assault,920.5,14.0,47.6
660617,District B,Theft,1518.3,26.0,15.5
660618,District J,Assault,1525.0,11.0,65.0
660619,District K,Vandalism,2322.7,26.0,30.0
660620,District K,Vandalism,1261.4,8.0,53.3
660621,District J,Vandalism,1841.8,27.0,14.5
660622,District G,Theft,3745.0,24.0,20.6
660623,District K,Vandalism,534.8,24.0,22.8
660624,District J,Assault,7540.4,41.0,72.7
660625,District J,Theft,3023.5,23.0,34.8
660626,District H,Theft,3601.1,16.0,48.4
660627,District L,Theft,4144.3,31.0,51.7
660628,District E,Theft,3223.9,26.0,22.3
660629,District I,Assault,7553.9,38.0,82.9
660630,District L,Theft,962.3,15.0,26.3
660631,District F,Vandalism,7977.3,40.0,53.1
660632,District I,Theft,3412.6,18.0,48.4
660633,District F,Theft,6947.2,37.0,48.9
660634,District F,Burglary,6639.7,40.0,87.4
660635,District E,Vandalism,6895.6,40.0,57.5
660636,District I,Vandalism,4300.4,17.0,60.9
660637,District L,Vandalism,884.1,9.0,26.7
660638,District A,Assault,1714.9,25.0,56.2
660639,District A,Theft,6470.9,36.0,57.2
660640,District D,Vandalism,5215.2,35.0,45.6
660641,District G,Theft,575.5,12.0,25.8
660642,District F,Assault,625.0,21.0,53.3
660643,District J,Vandalism,2843.2,25.0,34.8
660644,District H,Vandalism,1877.1,12.0,31.2
660645,District C,Burglary,987.8,17.0,64.1
660646,District F,Theft,2287.1,24.0,31.2
660647,District J,Theft,6957.6,31.0,62.7
660648,District A,Burglary,519.0,15.0,75.6
660649,District A,Vandalism,2550.0,16.0,40.6
660650,District A,Burglary,4168.7,23.0,86.8
660651,District A,Vandalism,4136.5,17.0,43.2
660652,District H,Burglary,1544.9,27.0,52.2
660653,District B,Burglary,5129.0,32.0,77.5
660654,District H,Assault,2049.6,15.0,75.9
660655,District J,Assault,5238.0,20.0,87.0
660656,District F,Theft,6022.0,25.0,67.8
660657,District L,Assault,855.1,16.0,48.6
660658,District H,Theft,3674.8,14.0,60.0
660659,District G,Vandalism,2876.5,20.0,60.0
660660,District D,Vandalism,6398.6,39.0,59.1
660661,District A,Burglary,3238.8,14.0,85.7
660662,District E,Assault,5436.6,18.0,96.0
660663,District C,Theft,7026.7,30.0,66.0
660664,District G,Assault,5914.5,20.0,111.3
660665,District D,Burglary,5020.7,22.0,97.7
660666,District H,Theft,7056.0,26.0,69.3
660667,District G,Vandalism,5729.0,23.0,58.6
660668,District A,Vandalism,7010.9,23.0,78.6
660669,District D,Vandalism,1384.0,13.0,44.5
660670,District I,Assault,4639.9,16.0,89.5
660671,District H,Theft,1923.5,20.0,32.2
660672,District K,Vandalism,1448.7,12.0,36.3
660673,District A,Assault,2445.1,17.0,86.9
660674,District H,Theft,1337.8,11.0,35.5
660675,District F,Assault,2595.2,13.0,73.5
660676,District E,Assault,643.3,8.0,55.1
660677,District H,Vandalism,3697.8,31.0,35.2
660678,District G,Theft,4783.0,30.0,26.0
660679,District E,Burglary,3749.0,21.0,75.0
660680,District G,Assault,2406.6,26.0,53.7
660681,District K,Theft,5050.9,31.0,48.3
660682,District A,Assault,971.8,19.0,56.8
660683,District A,Theft,6895.1,37.0,39.2
660684,District F,Assault,7771.4,32.0,92.7
660685,District B,Vandalism,7148.1,28.0,67.3
660686,District I,Vandalism,4459.4,25.0,51.2
660687,District H,Burglary,579.5,25.0,47.3
660688,District B,Vandalism,1943.5,19.0,46.6
660689,District F,Vandalism,1079.8,23.0,22.9
660690,District E,Theft,4257.4,19.0,58.4
660691,District C,Vandalism,916.8,26.0,19.3
660692,District B,Assault,4043.8,27.0,60.5
660693,District E,Assault,5763.3,33.0,85.6
660694,District B,Burglary,1434.9,13.0,66.7
660695,District H,Theft,2327.6,14.0,38.4
660696,District L,Assault,2681.7,30.0,45.3
660697,District F,Assault,2079.4,18.0,59.8
660698,District G,Burglary,6541.9,24.0,83.8
660699,District D,Burglary,4090.2,26.0,76.8
660700,District H,Vandalism,6728.0,21.0,60.4
660701,District G,Assault,3523.3,17.0,90.1
660702,District C,Theft,5586.5,37.0,39.3
660703,District C,Theft,4194.8,31.0,28.7
660704,District L,Assault,7356.7,33.0,74.8
660705,District J,Burglary,7828.2,26.0,112.5
660706,District G,Theft,7941.1,30.0,61.2
660707,District J,Assault,7567.8,29.0,112.2
660708,District K,Vandalism,3859.6,33.0,34.1
660709,District G,Theft,6132.5,38.0,44.9
660710,District F,Burglary,5578.0,29.0,78.1
660711,District D,Assault,2689.9,13.0,76.0
660712,District F,Assault,4198.4,33.0,56.7
660713,District B,Burglary,4072.2,34.0,76.2
660714,District G,Vandalism,5410.0,34.0,49.9
660715,District H,Assault,3063.2,27.0,73.7
660716,District L,Theft,4257.3,,54.7
660717,District C,Assault,5722.1,32.0,81.2
660718,District H,Vandalism,2972.5,22.0,56.5
660719,District F,Vandalism,6209.6,32.0,52.3
660720,District G,Burglary,2108.7,23.0,64.1
660721,District F,Assault,6863.7,29.0,95.6
660722,District E,Theft,2781.4,22.0,44.9
660723,District I,Assault,2053.0,21.0,73.4
660724,District B,Theft,2086.4,24.0,35.1
660725,District A,Vandalism,6699.1,34.0,61.4
660726,District G,Vandalism,1157.3,15.0,39.6
660727,District E,Theft,5837.0,29.0,68.7
660728,District L,Vandalism,3428.1,25.0,25.1
660729,District L,Burglary,6582.3,25.0,97.4
660730,District I,Assault,5836.4,24.0,104.3
660731,District A,Assault,5595.6,36.0,77.1
660732,District D,Theft,657.7,7.0,39.0
660733,District A,Assault,5126.1,19.0,88.3
660734,District B,Burglary,1561.2,25.0,55.0
660735,District L,Vandalism,3993.7,29.0,37.1
660736,District B,Theft,7902.3,35.0,66.5
660737,District F,Burglary,6465.3,35.0,88.9
660738,District A,Vandalism,1020.2,17.0,28.5
660739,District D,Burglary,4241.4,16.0,83.8
660740,District J,Assault,6220.8,22.0,90.9
660741,District H,Assault,1731.9,22.0,54.4
660742,District G,Theft,3396.1,20.0,25.6
660743,District B,Vandalism,7448.6,27.0,65.9
660744,District B,Vandalism,4646.1,30.0,54.6
660745,District E,Vandalism,3384.8,13.0,50.9
660746,District E,Theft,3444.8,29.0,31.9
660747,District H,Assault,1910.6,28.0,53.0
660748,District I,Assault,2278.1,10.0,89.1
660749,District E,Theft,7370.9,32.0,70.8
660750,District G,Vandalism,1422.8,12.0,25.3
660751,District A,Theft,7349.0,41.0,50.9
660752,District C,Theft,5687.5,38.0,35.2
660753,District I,Vandalism,2209.4,19.0,44.3
660754,District I,Vandalism,1033.4,14.0,29.2
660755,District G,Vandalism,737.6,19.0,32.1
660756,District G,Theft,3633.1,30.0,37.8
660757,District C,Theft,2317.7,18.0,36.4
660758,District A,Assault,6323.9,36.0,82.4
660759,District E,Burglary,6153.1,22.0,101.5
660760,District L,Theft,7867.8,41.0,57.5
660761,District A,Vandalism,6958.0,38.0,55.0
660762,District G,Burglary,4952.5,18.0,88.1
660763,District H,Assault,6864.4,25.0,101.2
660764,District G,Theft,4817.1,26.0,48.8
660765,District B,Assault,7107.4,30.0,97.2
660766,District G,Vandalism,3330.9,29.0,30.4
660767,District C,Vandalism,621.7,7.0,36.7
660768,District A,Burglary,4580.1,35.0,75.5
660769,District F,Assault,3506.0,13.0,94.9
660770,District L,Burglary,5719.0,23.0,102.8
660771,District D,Assault,2999.1,27.0,57.6
660772,District D,Vandalism,7058.8,30.0,66.2
660773,District E,Theft,3562.0,24.0,36.3
660774,District J,Assault,4195.2,19.0,73.8
660775,District H,Burglary,7418.7,26.0,114.8
660776,District J,Vandalism,2629.3,11.0,54.2
660777,District I,Theft,5261.0,28.0,36.5
660778,District E,Assault,6172.7,24.0,100.4
660779,District F,Vandalism,4213.0,32.0,33.6
660780,District K,Theft,2024.5,12.0,40.4
660781,District C,Vandalism,2231.7,15.0,32.0
660782,District E,Assault,5117.6,28.0,79.0
660783,District J,Theft,3202.7,26.0,36.8
660784,District I,Vandalism,6432.3,31.0,54.4
660785,District F,Assault,1565.2,19.0,50.6
660786,District C,Theft,1567.0,18.0,38.3
660787,District G,Burglary,1682.5,28.0,48.7
660788,District G,Assault,5960.0,32.0,86.6
660789,District E,Assault,2854.7,23.0,66.1
660790,District E,Burglary,925.0,18.0,56.0
660791,District E,Assault,5535.6,26.0,105.2
660792,District B,Assault,6233.7,32.0,84.4
660793,District B,Burglary,1497.3,15.0,66.4
660794,District A,Assault,3887.6,22.0,78.5
660795,District H,Theft,7705.4,35.0,69.2
660796,District I,Burglary,5865.7,32.0,90.4
660797,District D,Theft,4573.6,27.0,30.4
660798,District B,Vandalism,7745.9,34.0,75.9
660799,District D,Assault,5831.5,28.0,87.6
660800,District F,Burglary,6710.2,24.0,112.1
660801,District I,Assault,3111.2,29.0,43.8
660802,District J,Vandalism,4806.3,35.0,51.9
660803,District I,Burglary,5893.9,21.0,103.3
660804,District E,Theft,6975.6,30.0,64.8
660805,District K,Theft,1538.0,10.0,44.7
660806,District A,Assault,7284.1,40.0,75.6
660807,District C,Vandalism,3609.5,31.0,39.5
660808,District I,Theft,509.9,24.0,10.9
660809,District K,Theft,2745.8,23.0,30.5
660810,District J,Theft,1346.9,17.0,28.1
660811,District F,Burglary,838.8,17.0,64.0
660812,District I,Theft,6240.0,21.0,74.9
660813,District D,Burglary,4533.9,22.0,84.9
660814,District K,Theft,3451.3,31.0,43.9
660815,District G,Vandalism,3400.3,22.0,32.9
660816,District F,Burglary,6541.3,28.0,102.6
660817,District E,Burglary,1844.3,27.0,52.0
660818,District E,Vandalism,7171.4,32.0,49.5
660819,District D,Vandalism,2101.5,19.0,42.7
660820,District F,Assault,7842.0,40.0,85.4
660821,District K,Assault,7118.4,30.0,94.0
660822,District E,Theft,6194.2,25.0,65.7
660823,District E,Vandalism,5230.5,33.0,40.2
660824,District J,Assault,1413.5,20.0,70.9
660825,District G,Theft,6062.3,37.0,48.9
660826,District E,Burglary,2905.8,13.0,88.0
660827,District C,Assault,1026.9,26.0,49.8
660828,District K,Vandalism,4391.2,25.0,38.8
660829,District F,Assault,1823.6,9.0,82.9
660830,District B,Assault,937.9,24.0,47.7
660831,District G,Burglary,2732.7,11.0,83.7
660832,District F,Burglary,665.5,8.0,73.0
660833,District G,Assault,2984.1,14.0,70.2
660834,District F,Theft,7412.4,36.0,45.4
660835,District E,Assault,1066.1,24.0,40.0
660836,District D,Theft,7763.4,28.0,73.0
660837,District L,Vandalism,1615.6,18.0,28.7
660838,District H,Burglary,7973.9,36.0,96.5
660839,District K,Assault,3209.5,26.0,56.9
660840,District B,Assault,638.3,21.0,49.7
660841,District A,Burglary,4237.0,21.0,76.6
660842,District C,Vandalism,7598.3,34.0,61.3
660843,District G,Assault,2342.9,29.0,60.2
660844,District E,Vandalism,1809.8,27.0,12.1
660845,District I,Assault,2954.3,20.0,60.5
660846,District B,Assault,5794.9,38.0,75.3
660847,District A,Assault,6731.4,39.0,76.7
660848,District L,Assault,2211.2,19.0,54.8
660849,District G,Burglary,5348.7,29.0,81.7
660850,District I,Theft,7833.2,41.0,64.5
660851,District A,Assault,2131.8,19.0,58.9
660852,District L,Vandalism,7406.8,37.0,79.6
660853,District B,Vandalism,2569.8,27.0,34.7
660854,District F,Burglary,3394.0,15.0,86.9
660855,District K,Vandalism,6699.2,40.0,38.2
660856,District L,Theft,6361.1,24.0,73.6
660857,District D,Theft,7577.9,27.0,65.5
660858,District J,Vandalism,4712.8,26.0,59.9
660859,District E,Burglary,5667.7,36.0,82.8
660860,District L,Vandalism,1134.2,8.0,45.6
660861,District B,Theft,1779.0,25.0,41.1
660862,District A,Theft,629.0,9.0,29.2
660863,District G,Assault,1371.8,9.0,70.5
660864,District K,Vandalism,6047.6,24.0,64.9
660865,District E,Theft,7278.2,41.0,54.2
660866,District G,Theft,7865.8,33.0,69.0
660867,District A,Theft,1428.3,19.0,21.1
660868,District B,Burglary,4079.1,32.0,71.0
660869,District L,Theft,6854.5,35.0,64.8
660870,District D,Assault,3764.1,23.0,77.2
660871,District C,Theft,3054.1,12.0,61.2
660872,District K,Theft,5988.2,21.0,73.0
660873,District G,Burglary,3778.4,33.0,61.2
660874,District J,Assault,2697.7,20.0,80.4
660875,District B,Vandalism,1422.2,15.0,36.8
660876,District C,Assault,2616.6,20.0,63.8
660877,District B,Assault,1943.4,18.0,69.9
660878,District F,Theft,1080.8,23.0,25.8
660879,District L,Burglary,2803.7,13.0,98.8
660880,District G,Theft,2119.6,22.0,30.2
660881,District H,Burglary,4859.5,26.0,93.0
660882,District D,Theft,1100.7,14.0,47.1
660883,District E,Vandalism,6234.8,21.0,67.9
660884,District D,Vandalism,7183.8,35.0,61.7
660885,District F,Theft,3630.4,20.0,51.3
660886,District A,Vandalism,1782.2,22.0,30.5
660887,District J,Theft,1662.9,22.0,25.5
660888,District F,Burglary,4848.9,35.0,67.3
660889,District K,Burglary,6919.1,25.0,112.5
660890,District A,Theft,4501.6,17.0,55.2
660891,District I,Vandalism,519.7,6.0,28.0
660892,District H,Assault,3319.1,17.0,74.4
660893,District D,Vandalism,4130.3,20.0,55.1
660894,District E,Assault,3650.0,20.0,82.0
660895,District F,Assault,4773.6,16.0,89.9
660896,District B,Vandalism,2843.4,28.0,42.9
660897,District F,Vandalism,603.8,21.0,17.2
660898,District L,Vandalism,5445.2,20.0,61.4
660899,District A,Theft,4255.2,33.0,36.0
660900,District E,Burglary,2782.6,19.0,84.5
660901,District J,Vandalism,2958.8,21.0,45.9
660902,District E,Vandalism,6696.5,29.0,73.0
660903,District A,Theft,3124.5,24.0,34.5
660904,District I,Vandalism,2920.8,18.0,44.5
660905,District K,Assault,2425.8,30.0,54.4
660906,District G,Burglary,6758.0,36.0,84.9
660907,District C,Theft,7691.2,27.0,84.6
660908,District K,Theft,3828.1,16.0,58.4
660909,District L,Theft,3965.3,25.0,46.1
660910,District K,Assault,932.1,9.0,67.3
660911,District A,Theft,5158.9,20.0,48.1
660912,District K,Assault,5520.8,27.0,76.8
660913,District I,Vandalism,3412.7,28.0,29.4
660914,District B,Theft,6050.6,36.0,55.2
660915,District A,Theft,6629.2,29.0,55.3
660916,District K,Assault,1308.4,14.0,55.8
660917,District C,Burglary,7184.8,27.0,108.0
660918,District E,Vandalism,7803.4,32.0,74.4
660919,District J,Theft,6910.3,22.0,64.0
660920,District H,Vandalism,5566.7,,50.8
660921,District F,Burglary,3447.8,25.0,68.1
660922,District J,Vandalism,7435.0,32.0,74.0
660923,District I,Burglary,6385.1,35.0,82.9
660924,District E,Theft,1568.5,16.0,33.7
660925,District F,Theft,2583.9,11.0,59.0
660926,District L,Burglary,7281.9,34.0,98.3
660927,District E,Theft,7021.4,26.0,80.2
660928,District G,Vandalism,1129.7,9.0,44.8
660929,District B,Burglary,7957.5,25.0,107.7
660930,District K,Vandalism,4181.7,31.0,55.5
660931,District G,Theft,3660.1,22.0,42.0
660932,District F,Assault,3704.1,32.0,74.1
660933,District B,Burglary,7546.7,34.0,97.7
660934,District B,Assault,7503.5,26.0,98.5
660935,District B,Burglary,3537.1,17.0,93.0
660936,District D,Assault,4247.8,17.0,98.1
660937,District F,Vandalism,526.8,8.0,38.3
660938,District I,Vandalism,1394.1,13.0,46.5
660939,District K,Theft,1606.9,23.0,35.9
660940,District L,Burglary,2776.4,22.0,68.3
660941,District C,Vandalism,6093.2,35.0,43.0
660942,District I,Vandalism,6097.1,25.0,69.5
660943,District I,Vandalism,3755.0,17.0,56.8
660944,District A,Vandalism,3709.9,23.0,54.5
660945,District C,Vandalism,1228.6,9.0,41.7
660946,District B,Assault,2094.2,28.0,60.2
660947,District C,Vandalism,4518.9,22.0,56.3
660948,District I,Vandalism,2373.6,18.0,15.3
660949,District L,Vandalism,7361.2,35.0,59.8
660950,District E,Vandalism,6667.7,31.0,47.5
660951,District D,Burglary,3969.2,15.0,87.4
660952,District B,Vandalism,7126.9,41.0,45.5
660953,District L,Burglary,6408.2,22.0,98.8
660954,District A,Assault,5860.5,35.0,85.5
660955,District D,Assault,1077.9,14.0,54.5
660956,District K,Vandalism,3869.8,21.0,54.7
660957,District C,Assault,5812.9,25.0,97.1
660958,District K,Assault,6406.5,22.0,98.6
660959,District J,Vandalism,2289.6,16.0,24.0
660960,District L,Assault,3134.8,22.0,78.2
660961,District B,Burglary,6656.9,40.0,67.7
660962,District K,Burglary,7435.3,26.0,117.3
660963,District E,Burglary,3256.8,20.0,74.4
660964,District J,Assault,3560.1,13.0,96.9
660965,District K,Theft,2898.1,30.0,33.4
660966,District I,Burglary,6828.3,39.0,90.1
660967,District I,Theft,7102.9,38.0,54.2
660968,District C,Theft,3991.1,29.0,36.6
660969,District I,Theft,3914.2,24.0,45.1
660970,District H,Theft,7477.7,27.0,80.3
660971,District D,Burglary,6285.6,29.0,96.0
660972,District H,Burglary,6921.4,,81.3
660973,District B,Assault,4478.8,35.0,58.2
660974,District D,Assault,7513.7,38.0,77.2
660975,District E,Assault,7592.2,28.0,98.7
660976,District F,Theft,3238.1,25.0,18.2
660977,District C,Burglary,6830.3,28.0,98.0
660978,District F,Vandalism,579.2,10.0,41.5
660979,District K,Burglary,2365.4,21.0,80.7
660980,District C,Theft,1467.8,8.0,44.0
660981,District D,Vandalism,6531.8,36.0,47.4
660982,District G,Burglary,1621.3,16.0,61.7
660983,District H,Theft,6353.3,30.0,63.2
660984,District F,Vandalism,2640.3,13.0,46.6
660985,District A,Vandalism,2630.9,25.0,28.1
660986,District B,Theft,2833.4,20.0,40.3
660987,District C,Assault,530.3,23.0,48.0
660988,District H,Theft,7556.6,41.0,57.4
660989,District B,Burglary,2654.8,24.0,55.3
660990,District B,Assault,2272.5,,73.9
660991,District E,Assault,3503.3,13.0,82.4
660992,District I,Vandalism,1676.9,26.0,27.4
660993,District C,Assault,4695.1,27.0,72.9
660994,District D,Theft,7718.9,33.0,70.7
660995,District C,Theft,751.9,6.0,38.8
660996,District K,Vandalism,2510.2,19.0,29.0
660997,District I,Assault,881.8,7.0,78.3
660998,District J,Vandalism,2673.0,20.0,24.2
660999,District E,Burglary,6084.4,30.0,90.0
661000,District C,Vandalism,2399.9,27.0,30.3
