BatchID,ReactantFlowRate_Lh,ReactorPressure_Bar,ReactorTempCelsius,AgitatorSpeedRPM,SafetyAlarmTriggered
1900632,31.3,1.79,125.5,18.4,1
1900633,42.5,1.0,127.1,1.0,0
1900634,45.4,0.6,66.2,10.8,0
1900635,42.2,2.0,86.1,8.9,1
1900636,29.7,0.87,75.6,2.8,0
1900637,54.3,2.03,113.2,20.7,0
1900638,30.2,0.99,123.0,13.3,0
1900639,47.1,1.77,91.0,22.6,0
1900640,46.1,0.85,87.3,16.2,0
1900641,36.7,2.12,170.0,15.7,0
1900642,62.1,1.08,91.7,8.9,1
1900643,49.7,1.74,131.9,12.6,1
1900644,37.0,1.62,90.1,7.9,0
1900645,59.4,1.96,143.4,14.8,1
1900646,46.8,1.16,154.4,8.9,1
1900647,37.1,1.56,113.8,4.0,1
1900648,39.7,1.29,98.1,10.9,0
1900649,42.0,1.37,120.9,14.4,0
1900650,28.8,1.75,153.0,16.2,1
1900651,71.0,1.72,171.2,13.5,1
1900652,52.3,1.98,181.8,17.3,1
1900653,44.8,1.18,114.0,13.4,1
1900654,54.6,2.18,181.7,14.2,1
1900655,39.0,1.04,106.2,19.8,1
1900656,23.7,1.77,107.7,8.3,1
1900657,85.4,1.69,120.2,14.0,1
1900658,46.8,1.16,107.4,12.6,0
1900659,36.1,1.42,99.2,11.0,1
1900660,21.4,1.97,93.4,16.9,0
1900661,33.7,1.75,136.7,4.6,1
1900662,40.0,1.96,137.9,9.1,1
1900663,15.0,1.23,110.0,4.4,0
1900664,45.9,1.3,97.4,8.2,0
1900665,59.7,1.82,111.7,14.3,0
1900666,20.2,1.85,135.6,21.1,1
1900667,66.0,1.64,181.6,12.0,0
1900668,50.8,1.22,102.4,26.6,0
1900669,68.6,1.24,91.9,24.2,1
1900670,48.1,1.07,100.4,7.1,1
1900671,33.6,1.81,107.7,10.9,1
1900672,13.2,1.24,74.9,12.3,0
1900673,32.9,1.66,92.0,13.5,0
1900674,16.8,1.93,131.6,23.6,1
1900675,26.0,1.73,155.1,2.2,0
1900676,30.4,1.22,102.2,14.0,1
1900677,56.8,1.18,91.3,19.5,0
1900678,48.6,0.96,162.9,2.2,1
1900679,29.8,1.53,81.8,14.7,0
1900680,89.8,1.97,134.0,13.3,1
1900681,41.2,1.03,152.8,8.9,1
1900682,65.1,1.68,177.3,1.0,1
1900683,28.5,1.84,129.8,14.3,1
1900684,64.5,1.43,100.6,20.2,0
1900685,59.1,1.08,105.7,13.1,0
1900686,55.5,1.67,108.0,11.3,1
1900687,50.0,1.05,43.2,12.6,0
1900688,40.7,1.17,137.5,10.5,0
1900689,38.6,1.57,110.2,12.2,0
1900690,33.8,1.71,106.9,12.1,1
1900691,46.4,1.64,166.1,6.9,0
1900692,49.2,1.5,158.1,8.7,1
1900693,38.2,1.42,124.6,10.7,1
1900694,58.8,0.95,101.3,10.3,0
1900695,42.0,1.68,107.1,1.0,0
1900696,28.3,2.02,101.5,15.4,0
1900697,60.1,0.68,93.9,14.6,0
1900698,50.9,1.22,93.4,14.5,0
1900699,31.3,1.43,116.4,9.0,0
1900700,43.7,0.68,100.0,13.6,0
1900701,47.7,1.7,127.4,11.7,0
1900702,41.5,1.14,185.8,12.1,1
1900703,65.9,1.74,56.7,9.1,0
1900704,62.2,1.91,105.2,8.1,1
1900705,67.0,2.0,133.5,9.0,1
1900706,23.8,1.11,90.4,12.8,0
1900707,39.6,1.81,65.4,18.5,0
1900708,42.1,1.53,138.5,16.4,1
1900709,30.1,2.09,145.0,24.1,1
1900710,39.7,1.2,110.8,9.9,1
1900711,34.9,1.68,115.9,7.1,0
1900712,39.3,2.03,80.1,7.4,0
1900713,37.0,1.39,154.2,18.0,1
1900714,57.9,2.17,98.6,15.0,0
1900715,59.2,1.73,79.8,12.1,0
1900716,47.9,1.97,128.0,15.2,1
1900717,55.4,1.66,145.4,11.0,1
1900718,41.4,1.64,111.1,12.8,1
1900719,62.7,0.42,135.6,7.9,0
1900720,36.7,2.16,105.3,14.4,0
1900721,52.3,2.25,147.7,6.3,0
1900722,39.1,1.52,81.4,21.9,0
1900723,48.7,1.56,90.6,10.7,1
1900724,41.4,1.83,91.7,13.9,0
1900725,30.7,2.07,135.4,9.8,0
1900726,30.2,2.13,141.9,12.5,0
1900727,42.7,1.76,137.2,14.0,0
1900728,64.8,0.67,154.8,1.7,0
1900729,40.1,1.4,97.8,14.1,0
1900730,27.2,1.02,100.5,10.1,0
1900731,42.3,1.75,126.0,9.3,0
1900732,34.4,1.65,144.1,14.9,0
1900733,65.8,1.53,154.8,18.4,1
1900734,43.6,1.74,70.7,10.8,0
1900735,57.0,1.63,89.2,15.6,1
1900736,48.5,1.23,160.5,13.6,1
1900737,62.7,1.89,67.9,9.8,0
1900738,62.8,1.18,139.4,18.9,1
1900739,49.4,2.1,132.5,1.0,1
1900740,31.9,1.43,129.4,12.8,1
1900741,46.0,1.81,105.1,19.1,0
1900742,0.0,1.24,148.9,18.4,1
1900743,21.6,1.72,157.8,17.1,1
1900744,38.5,,137.2,15.6,0
1900745,14.6,1.77,120.5,1.0,1
1900746,55.0,1.87,118.8,15.3,0
1900747,39.6,1.63,152.2,10.4,1
1900748,36.7,1.87,113.1,10.9,0
1900749,23.9,1.35,113.5,8.2,0
1900750,59.0,1.76,75.2,19.4,0
1900751,62.9,1.46,173.6,11.1,1
1900752,33.3,1.47,150.8,6.8,1
1900753,68.9,1.29,90.0,10.7,1
1900754,26.0,1.72,99.4,7.2,0
1900755,29.8,1.43,165.7,20.2,1
1900756,37.5,1.45,111.9,16.0,0
1900757,50.5,2.03,109.0,1.5,1
1900758,43.0,1.3,140.9,12.4,1
1900759,35.9,1.32,170.3,4.7,1
1900760,38.4,1.45,146.9,19.6,1
1900761,38.5,1.69,128.4,7.1,1
1900762,49.7,2.1,148.0,14.5,1
1900763,36.7,1.24,77.5,8.6,0
1900764,64.5,1.78,123.5,14.2,1
1900765,40.5,1.17,99.5,16.2,0
1900766,58.8,1.82,124.2,15.0,1
1900767,47.0,1.98,106.1,11.0,0
1900768,32.8,0.27,147.4,4.2,1
1900769,51.7,1.7,136.1,14.9,1
1900770,12.5,1.29,83.5,9.8,0
1900771,38.3,1.46,148.9,13.1,1
1900772,53.2,1.4,122.4,11.9,0
1900773,62.2,1.81,115.5,13.1,0
1900774,29.4,1.12,198.2,15.7,1
1900775,48.1,1.37,135.4,9.4,1
1900776,37.2,2.03,164.9,13.0,1
1900777,61.9,1.5,126.8,6.8,0
1900778,41.4,1.72,69.6,18.2,0
1900779,60.7,1.98,87.5,9.4,0
1900780,32.0,1.99,117.4,1.0,1
1900781,74.6,1.36,132.8,16.7,1
1900782,32.9,2.08,98.0,8.7,0
1900783,18.3,1.21,122.1,10.8,0
1900784,50.6,2.02,85.4,19.6,1
1900785,32.2,1.58,99.1,18.2,1
1900786,45.9,1.75,138.5,18.2,1
1900787,13.7,0.98,100.4,24.7,1
1900788,66.7,0.98,155.9,8.8,1
1900789,48.7,1.92,141.8,13.9,0
1900790,30.0,1.49,175.7,17.8,1
1900791,55.9,1.22,76.3,8.7,1
1900792,58.2,1.48,110.4,11.5,1
1900793,46.9,1.47,85.2,11.2,0
1900794,42.7,1.65,91.9,10.0,0
1900795,16.1,1.6,101.0,10.5,1
1900796,55.4,1.65,77.5,9.5,0
1900797,60.1,1.28,100.6,5.4,1
1900798,42.0,1.94,90.6,12.1,0
1900799,45.5,1.17,135.6,12.4,1
1900800,76.1,1.47,105.6,13.7,0
1900801,68.7,2.11,164.7,4.3,1
1900802,39.4,1.79,130.7,7.6,1
1900803,34.2,1.59,169.2,12.5,1
1900804,34.1,1.65,121.9,9.3,0
1900805,56.7,1.37,91.7,11.2,0
1900806,38.2,1.2,163.1,9.6,0
1900807,17.3,0.7,137.0,14.5,1
1900808,46.1,1.39,136.7,14.4,1
1900809,70.5,1.56,100.0,16.1,0
1900810,34.3,1.57,144.6,13.3,1
1900811,33.7,1.52,105.7,19.1,1
1900812,42.8,1.87,119.3,9.7,1
1900813,31.5,1.57,105.5,15.1,1
1900814,60.3,1.59,109.6,13.2,0
1900815,46.0,1.86,115.1,15.0,1
1900816,56.0,1.05,130.1,9.2,0
1900817,51.3,0.86,149.9,12.1,1
1900818,47.1,1.71,135.2,17.4,1
1900819,70.5,1.38,121.9,2.3,1
1900820,17.3,1.69,112.3,17.2,1
1900821,55.9,1.07,111.2,10.7,0
1900822,51.4,1.28,93.3,8.5,0
1900823,55.1,1.56,137.5,12.8,0
1900824,47.5,1.17,53.0,10.4,1
1900825,33.1,1.38,42.9,9.6,0
1900826,36.3,1.81,91.5,13.8,1
1900827,26.9,1.35,153.0,11.1,1
1900828,65.3,1.66,158.4,5.3,1
1900829,39.5,1.97,107.6,7.7,0
1900830,69.8,1.61,91.2,8.1,0
1900831,34.4,1.04,68.8,15.6,0
1900832,5.5,1.46,148.2,11.4,1
1900833,64.6,1.63,120.1,18.2,0
1900834,45.8,1.28,86.6,10.0,0
1900835,44.5,1.7,100.2,17.0,1
1900836,46.0,1.41,140.4,13.8,1
1900837,52.0,1.18,154.3,6.0,1
1900838,28.6,1.84,65.0,10.7,0
1900839,63.7,1.5,120.3,19.4,1
1900840,54.4,1.43,121.2,7.4,1
1900841,42.7,1.71,113.9,8.7,0
1900842,47.3,1.74,138.2,9.6,1
1900843,27.9,1.61,174.3,10.0,0
1900844,30.2,1.59,113.6,11.7,0
1900845,59.5,1.61,122.3,11.4,1
1900846,30.6,0.87,98.0,13.2,0
1900847,57.4,1.38,162.9,12.6,1
1900848,29.0,1.08,140.1,14.8,1
1900849,40.4,1.99,107.6,13.4,1
1900850,42.0,1.58,81.7,10.1,0
1900851,46.8,1.62,77.8,8.8,0
1900852,58.1,1.65,120.3,6.2,0
1900853,41.7,1.54,122.9,17.4,1
1900854,22.5,1.45,95.9,7.9,0
1900855,37.4,1.64,135.6,16.2,1
1900856,55.6,1.51,89.7,9.4,0
1900857,39.3,1.34,122.1,17.3,0
1900858,35.6,1.2,93.1,8.1,1
1900859,14.3,1.4,54.8,6.8,0
1900860,35.5,1.09,62.9,18.3,0
1900861,57.0,2.03,110.5,11.7,0
1900862,8.1,1.65,94.2,17.8,0
1900863,62.1,1.31,84.2,17.5,0
1900864,69.2,1.2,101.5,9.6,0
1900865,61.3,1.92,124.6,14.2,1
1900866,51.4,1.58,117.5,16.0,0
1900867,62.4,1.43,116.9,6.6,0
1900868,35.0,0.93,93.2,20.5,0
1900869,11.9,2.07,86.3,12.3,0
1900870,58.4,1.32,147.4,11.8,1
1900871,37.9,2.2,116.8,20.1,0
1900872,33.3,0.81,100.1,5.8,0
1900873,5.4,1.36,159.0,7.7,1
1900874,33.4,1.61,126.2,16.8,1
1900875,27.9,2.03,124.4,2.6,1
1900876,34.7,,116.1,13.4,1
1900877,76.5,1.06,81.6,11.8,0
1900878,59.0,1.72,157.9,15.3,1
1900879,56.3,1.73,108.6,16.1,1
1900880,60.1,1.76,154.9,11.8,1
1900881,27.5,0.88,96.6,15.8,0
1900882,36.9,1.76,131.1,8.0,1
1900883,40.0,1.22,132.4,14.4,1
1900884,46.3,1.9,117.4,5.8,0
1900885,25.0,1.36,60.0,11.7,0
1900886,58.4,1.25,69.9,10.4,0
1900887,44.0,1.06,149.6,8.2,1
1900888,43.9,0.98,111.7,9.7,1
1900889,43.0,1.45,126.1,15.9,0
1900890,37.0,1.83,133.5,12.4,1
1900891,28.1,1.37,146.9,4.3,1
1900892,58.0,1.59,104.6,8.6,0
1900893,34.4,1.72,178.8,11.7,1
1900894,37.5,1.92,126.8,5.9,1
1900895,46.3,1.14,80.9,10.7,0
1900896,66.5,1.65,118.3,6.8,0
1900897,35.1,1.05,96.9,1.0,0
1900898,33.7,1.72,110.4,14.8,1
1900899,34.0,1.17,104.3,21.8,0
1900900,35.7,0.83,117.5,8.9,1
1900901,43.1,1.21,153.2,14.6,1
1900902,50.1,2.43,92.8,22.1,1
1900903,53.4,1.65,114.2,17.6,1
1900904,54.1,1.58,122.6,12.3,1
1900905,46.2,0.99,79.4,15.8,0
1900906,41.3,1.69,145.4,12.5,1
1900907,31.8,1.34,133.9,11.9,1
1900908,37.5,1.95,70.0,7.3,0
1900909,50.5,2.23,125.5,15.6,0
1900910,55.5,0.85,118.3,15.5,0
1900911,30.2,1.31,78.8,17.6,0
1900912,55.4,1.8,106.5,14.4,1
1900913,46.8,2.65,107.8,8.1,0
1900914,40.9,1.62,27.7,7.6,0
1900915,47.8,1.37,131.1,10.8,0
1900916,44.0,1.13,167.1,12.7,1
1900917,49.0,1.15,147.1,14.3,1
1900918,33.7,1.4,89.9,18.4,0
1900919,42.9,0.98,67.7,14.4,1
1900920,46.3,1.57,164.1,1.4,1
1900921,36.5,0.93,121.4,7.5,0
1900922,40.8,1.37,115.8,6.3,1
1900923,29.2,1.71,116.3,19.5,0
1900924,62.4,1.58,100.1,17.5,0
1900925,55.1,1.28,99.3,20.5,0
1900926,48.9,1.14,111.7,19.6,1
1900927,49.0,1.69,128.7,20.9,1
1900928,65.5,2.0,142.9,3.6,1
1900929,80.0,1.54,75.2,13.4,0
1900930,50.1,1.77,131.2,8.9,1
1900931,39.4,1.74,106.6,10.1,0
1900932,32.8,1.36,107.4,9.7,0
1900933,49.3,1.67,147.7,16.8,1
1900934,72.0,1.53,132.8,13.9,1
1900935,11.9,1.68,118.7,13.7,0
1900936,43.8,1.07,126.8,15.9,1
1900937,40.4,1.27,127.2,11.9,1
1900938,46.8,1.04,139.6,8.2,1
1900939,58.2,0.83,135.4,17.4,0
1900940,56.1,1.5,110.2,10.0,1
1900941,27.5,1.48,84.5,17.6,0
1900942,50.4,0.82,115.4,3.5,0
1900943,50.7,0.84,132.3,10.5,1
1900944,52.5,1.74,149.1,11.4,0
1900945,59.2,1.5,108.3,14.1,0
1900946,27.3,0.81,147.0,3.6,1
1900947,55.2,1.76,104.8,19.3,0
1900948,26.3,2.11,143.5,9.4,0
1900949,48.5,1.03,98.2,7.5,0
1900950,24.3,1.52,128.1,9.5,0
1900951,74.6,1.85,93.3,1.0,0
1900952,71.9,0.92,132.5,10.6,1
1900953,8.7,1.63,89.5,1.0,0
1900954,74.3,1.11,86.1,7.8,0
1900955,28.6,2.24,114.1,8.7,1
1900956,32.3,1.35,114.6,12.3,0
1900957,53.5,1.97,124.1,3.5,1
1900958,67.4,1.01,98.4,19.4,1
1900959,53.5,1.17,99.4,21.9,1
1900960,41.6,2.01,109.9,11.2,0
1900961,46.6,1.01,121.3,12.3,0
1900962,52.6,2.0,112.6,10.1,0
1900963,15.2,1.57,143.7,4.0,1
1900964,57.6,1.34,126.4,15.7,0
1900965,30.8,1.38,78.5,21.5,0
1900966,47.3,0.83,80.5,13.3,0
1900967,57.2,1.64,139.4,12.4,1
1900968,41.8,1.85,137.9,16.0,1
1900969,50.6,1.86,125.2,4.9,1
1900970,67.4,2.0,90.7,15.4,0
1900971,23.5,1.33,153.4,17.5,1
1900972,73.4,1.87,179.3,5.8,0
1900973,30.6,1.6,139.8,15.0,1
1900974,57.8,0.9,100.3,13.7,0
1900975,66.3,1.28,144.0,13.1,0
1900976,54.0,2.07,170.5,8.6,1
1900977,40.3,1.43,128.1,14.1,1
1900978,39.1,2.2,149.8,11.6,1
1900979,73.1,1.13,89.1,9.2,1
1900980,28.9,1.37,129.4,14.0,1
1900981,64.9,0.68,76.4,3.2,0
1900982,51.5,1.84,128.5,17.5,1
1900983,71.0,1.56,151.7,9.5,1
1900984,45.1,1.75,117.9,10.4,1
1900985,38.7,1.19,169.2,13.7,1
1900986,61.7,1.75,133.5,8.7,1
1900987,54.8,1.19,135.5,8.7,1
1900988,46.4,0.51,114.3,16.1,0
1900989,14.7,1.26,107.2,8.4,0
1900990,39.8,0.88,134.2,15.9,1
1900991,62.8,2.0,84.3,8.3,1
1900992,58.8,1.66,99.4,9.0,0
1900993,38.8,1.21,116.7,1.8,1
1900994,39.4,1.71,129.9,15.2,1
1900995,68.1,1.21,92.0,9.0,0
1900996,40.9,2.0,125.8,6.8,0
1900997,21.4,1.6,118.7,11.0,0
1900998,43.1,1.14,132.1,16.2,0
1900999,46.9,1.32,104.9,11.7,1
1901000,55.8,1.36,20.0,7.0,0
