LocationID,TrafficVolumeHourly,NoiseDecibel,ResidentComplaintsCount,DistanceToHighway_Meters,ZoneType
1510557,87.8,97.7,73.3,5.2,Type_B
1510558,155.9,135.2,122.6,21.5,Type_A
1510559,80.3,84.9,107.0,7.8,Type_B
1510560,109.9,87.8,116.7,17.7,Type_C
1510561,95.1,99.8,95.1,14.9,Type_A
1510562,93.5,136.7,75.3,8.4,Type_B
1510563,114.1,79.0,136.5,1.2,Type_A
1510564,166.7,71.6,107.7,20.5,Type_B
1510565,107.8,69.7,88.3,6.1,Type_B
1510566,82.5,105.0,97.6,2.7,Type_C
1510567,104.8,91.7,82.9,20.1,Type_A
1510568,60.1,107.4,70.8,3.1,Type_C
1510569,108.7,113.0,63.0,15.2,Type_A
1510570,81.9,128.6,88.0,8.6,Type_A
1510571,142.1,119.5,115.1,7.8,Type_C
1510572,106.4,116.5,88.9,7.7,Type_B
1510573,150.6,87.7,103.4,4.4,Type_C
1510574,66.1,101.6,88.7,7.1,Type_A
1510575,33.3,52.0,91.8,1.1,Type_A
1510576,105.8,113.8,131.7,0.5,Type_A
1510577,88.6,136.4,115.4,6.7,Type_C
1510578,152.9,51.5,76.7,6.5,Type_A
1510579,104.8,78.5,110.8,42.9,Type_B
1510580,112.4,64.7,100.2,3.4,Type_C
1510581,126.3,95.1,70.4,18.1,Type_B
1510582,74.3,93.1,89.5,1.1,Type_C
1510583,94.1,98.6,145.0,28.6,Type_B
1510584,87.7,110.3,106.4,9.8,Type_C
1510585,77.8,88.1,87.9,8.0,Type_C
1510586,137.9,100.0,132.8,7.7,Type_C
1510587,80.0,83.1,78.2,6.7,Type_C
1510588,103.6,158.0,85.9,2.9,Type_C
1510589,77.6,83.3,73.7,0.6,Type_C
1510590,104.5,131.8,141.5,6.0,Type_A
1510591,107.8,97.6,69.2,3.1,Type_C
1510592,76.2,114.4,143.2,3.2,Type_B
1510593,99.2,89.0,88.3,7.0,Type_B
1510594,104.0,122.2,90.8,2.5,Type_C
1510595,84.1,106.6,106.7,0.8,Type_A
1510596,94.4,71.2,134.8,3.7,Type_B
1510597,87.5,86.4,94.7,3.7,Type_A
1510598,147.0,96.5,105.8,8.3,Type_B
1510599,109.9,116.8,117.4,1.8,Type_C
1510600,104.6,59.5,114.9,1.3,Type_C
1510601,126.8,114.6,94.7,18.5,Type_C
1510602,95.7,89.8,122.7,3.3,Type_A
1510603,111.7,128.9,89.0,3.5,Type_B
1510604,113.8,120.0,129.2,6.9,Type_A
1510605,81.6,85.1,122.1,20.5,Type_B
1510606,119.6,128.7,116.2,6.0,Type_C
1510607,139.6,108.7,69.5,0.6,Type_A
1510608,109.5,105.6,87.4,3.4,Type_C
1510609,119.0,129.9,95.8,2.0,Type_B
1510610,105.3,38.4,129.9,7.5,Type_B
1510611,114.9,115.5,63.6,11.2,Type_A
1510612,88.6,105.8,177.5,6.0,Type_C
1510613,83.2,145.5,132.9,14.7,Type_C
1510614,89.3,97.3,87.9,5.2,Type_C
1510615,126.9,101.3,96.6,0.7,Type_A
1510616,101.4,110.9,117.6,6.1,Type_B
1510617,104.0,88.8,121.8,27.4,Type_C
1510618,94.0,79.0,98.2,0.6,Type_C
1510619,82.1,76.2,94.6,9.0,Type_B
1510620,103.7,99.8,77.5,12.2,Type_A
1510621,91.4,140.6,139.0,2.2,Type_B
1510622,42.0,58.8,74.4,35.1,Type_C
1510623,76.2,107.3,112.0,11.5,Type_C
1510624,85.2,148.0,77.5,,Type_C
1510625,135.6,80.8,121.1,27.6,Type_C
1510626,100.7,55.9,111.9,7.5,Type_C
1510627,136.3,146.6,58.4,2.0,Type_A
1510628,111.7,110.5,140.3,13.6,Type_A
1510629,96.5,85.2,66.7,3.8,Type_B
1510630,92.4,109.2,113.7,1.3,Type_C
1510631,109.6,100.5,68.4,41.9,Type_A
1510632,116.4,118.8,95.2,14.5,Type_C
1510633,78.1,49.0,144.5,21.0,Type_B
1510634,41.9,151.2,88.1,15.6,Type_B
1510635,122.1,93.2,102.1,0.9,Type_A
1510636,91.7,97.8,128.7,6.0,Type_B
1510637,70.7,131.1,89.2,2.9,Type_A
1510638,115.8,80.8,139.6,29.0,Type_C
1510639,69.1,71.7,108.4,1.6,Type_B
1510640,90.3,72.5,110.6,15.8,Type_C
1510641,58.0,119.2,80.6,8.0,Type_C
1510642,97.9,142.7,78.2,2.3,Type_C
1510643,128.1,113.9,113.9,,Type_C
1510644,76.0,123.1,109.2,19.9,Type_B
1510645,146.7,131.9,88.2,0.2,Type_C
1510646,118.7,141.5,99.4,12.5,Type_A
1510647,104.6,74.4,106.0,2.7,Type_A
1510648,66.1,116.0,67.7,10.9,Type_A
1510649,90.9,145.1,82.7,5.2,Type_C
1510650,71.4,93.5,89.1,,Type_A
1510651,102.2,86.2,83.4,1.8,Type_A
1510652,54.8,76.6,132.7,12.9,Type_C
1510653,125.9,132.1,145.1,16.1,Type_B
1510654,90.7,99.2,85.6,18.7,Type_A
1510655,103.9,102.5,98.1,7.6,Type_B
1510656,124.5,108.5,97.0,8.1,Type_C
1510657,99.8,56.1,67.7,16.8,Type_B
1510658,93.1,74.0,99.3,2.5,Type_C
1510659,139.9,97.6,77.3,1.3,Type_C
1510660,101.0,89.8,118.8,0.3,Type_A
1510661,87.4,96.2,116.0,3.9,Type_C
1510662,97.5,117.6,91.0,0.1,Type_C
1510663,81.4,120.1,81.0,8.2,Type_B
1510664,88.5,105.2,105.2,5.3,Type_B
1510665,66.8,135.7,141.0,1.8,Type_C
1510666,28.7,84.5,88.1,1.6,Type_C
1510667,72.4,81.1,87.0,22.1,Type_A
1510668,83.1,78.5,94.3,10.3,Type_C
1510669,73.9,68.6,97.2,9.2,Type_B
1510670,71.7,54.3,42.4,3.3,Type_C
1510671,35.1,91.4,79.2,1.8,Type_B
1510672,102.8,86.4,70.2,6.8,Type_A
1510673,136.5,112.4,93.0,8.9,Type_C
1510674,54.7,66.5,88.8,6.7,Type_A
1510675,151.6,148.3,75.5,2.2,Type_C
1510676,110.3,114.2,108.2,10.8,Type_C
1510677,118.9,107.1,120.0,5.9,Type_A
1510678,118.0,120.0,71.0,5.4,Type_C
1510679,89.4,138.1,118.0,17.8,Type_B
1510680,76.0,123.3,96.4,17.4,Type_B
1510681,110.1,98.9,110.6,7.7,Type_C
1510682,98.4,136.1,89.2,0.5,Type_B
1510683,97.5,64.8,45.2,5.9,Type_C
1510684,102.6,111.2,114.8,28.2,Type_C
1510685,101.5,86.2,84.2,4.1,Type_A
1510686,122.2,105.8,80.9,22.8,Type_C
1510687,79.5,77.3,95.2,8.1,Type_A
1510688,71.7,110.3,133.5,0.5,Type_B
1510689,67.3,73.1,77.6,36.4,Type_C
1510690,18.9,122.6,89.4,3.2,Type_C
1510691,69.9,132.6,80.5,14.1,Type_C
1510692,131.2,84.0,139.5,5.1,Type_B
1510693,124.9,117.9,102.1,12.0,Type_B
1510694,137.8,92.5,100.8,4.5,Type_B
1510695,100.6,74.1,112.4,1.6,Type_A
1510696,111.3,110.7,71.7,0.7,Type_B
1510697,114.8,106.8,108.8,2.0,Type_A
1510698,98.7,75.2,45.1,0.1,Type_A
1510699,110.4,127.5,145.6,5.0,Type_B
1510700,103.6,138.2,96.8,1.1,Type_C
1510701,120.7,77.3,101.1,14.9,Type_C
1510702,90.0,90.0,71.4,19.3,Type_A
1510703,57.0,73.8,131.4,8.8,Type_B
1510704,71.3,76.0,126.0,9.4,Type_B
1510705,89.3,129.6,91.2,2.6,Type_B
1510706,86.8,84.7,115.5,0.4,Type_C
1510707,125.7,110.4,124.2,5.1,Type_B
1510708,97.7,115.0,130.9,16.3,Type_B
1510709,89.0,81.7,90.6,4.1,Type_B
1510710,78.3,123.5,112.4,14.0,Type_A
1510711,109.2,80.3,136.9,2.4,Type_C
1510712,90.8,129.7,115.9,2.9,Type_A
1510713,93.1,92.2,79.3,5.4,Type_A
1510714,105.5,86.0,90.0,17.2,Type_C
1510715,112.4,67.9,60.4,3.2,Type_B
1510716,85.4,88.9,131.9,2.6,Type_C
1510717,55.9,98.2,92.1,0.2,Type_B
1510718,90.3,97.5,110.0,2.7,Type_B
1510719,103.5,70.3,136.4,1.1,Type_A
1510720,134.7,154.7,84.2,0.3,Type_B
1510721,74.9,91.3,90.4,2.4,Type_A
1510722,158.6,123.1,94.3,2.0,Type_B
1510723,129.8,125.3,148.2,1.7,Type_A
1510724,100.5,83.2,74.9,7.5,Type_A
1510725,90.1,107.6,145.0,15.8,Type_A
1510726,29.6,112.8,75.0,0.1,Type_C
1510727,115.1,70.9,89.0,0.1,Type_A
1510728,92.8,31.5,92.2,0.7,Type_C
1510729,117.0,110.7,89.9,1.3,Type_C
1510730,83.5,39.5,74.5,5.1,Type_A
1510731,120.3,105.9,42.7,1.4,Type_A
1510732,86.3,110.3,84.6,4.9,Type_B
1510733,106.6,117.4,107.5,10.2,Type_C
1510734,84.2,109.5,121.1,8.2,Type_B
1510735,95.5,117.7,78.0,19.9,Type_A
1510736,98.0,135.9,110.7,12.5,Type_C
1510737,94.8,98.9,125.6,18.6,Type_C
1510738,78.5,33.2,92.4,0.3,Type_B
1510739,84.2,58.5,87.2,0.1,Type_B
1510740,95.2,83.4,99.8,19.3,Type_C
1510741,102.2,93.9,79.5,13.1,Type_A
1510742,134.3,102.2,53.6,19.6,Type_C
1510743,125.6,73.9,112.4,1.7,Type_A
1510744,130.0,44.2,93.5,6.3,Type_B
1510745,104.3,90.2,89.3,7.0,Type_C
1510746,65.4,102.9,93.7,0.2,Type_C
1510747,115.7,131.2,162.5,7.1,Type_A
1510748,99.2,151.8,95.2,8.9,Type_A
1510749,162.2,109.6,83.0,4.7,Type_B
1510750,128.2,118.0,147.1,6.1,Type_C
1510751,111.7,138.7,57.3,1.2,Type_B
1510752,112.2,102.1,75.8,3.3,Type_C
1510753,111.3,92.7,78.1,5.6,Type_B
1510754,62.5,105.5,98.9,3.1,Type_B
1510755,72.3,135.9,84.3,0.4,Type_B
1510756,97.5,91.8,127.7,4.1,Type_B
1510757,112.0,81.6,80.4,4.8,Type_A
1510758,110.2,123.8,98.3,0.7,Type_C
1510759,70.2,62.9,51.4,8.4,Type_B
1510760,91.4,93.9,102.8,0.8,Type_C
1510761,97.3,110.9,108.2,5.0,Type_B
1510762,62.9,124.7,129.5,7.5,Type_C
1510763,107.2,108.4,111.2,9.9,Type_A
1510764,111.3,69.9,78.4,14.8,Type_B
1510765,90.4,120.8,85.0,11.9,Type_A
1510766,105.8,119.8,89.7,2.6,Type_A
1510767,114.8,65.2,104.8,7.0,Type_A
1510768,135.6,54.0,105.3,8.9,Type_B
1510769,64.8,91.7,97.7,10.3,Type_B
1510770,91.1,150.0,92.5,6.9,Type_A
1510771,163.0,67.8,72.8,3.9,Type_C
1510772,80.6,108.1,83.3,7.6,Type_C
1510773,117.8,87.3,65.3,1.9,Type_A
1510774,77.4,138.3,107.6,6.9,Type_A
1510775,74.9,51.3,110.6,2.9,Type_B
1510776,115.4,137.6,133.0,27.9,Type_C
1510777,100.2,103.4,102.0,10.7,Type_C
1510778,113.9,67.5,77.4,3.5,Type_B
1510779,129.4,63.0,147.3,27.3,Type_B
1510780,98.9,91.7,131.2,1.4,Type_A
1510781,88.7,88.2,82.5,4.2,Type_C
1510782,77.6,76.6,145.1,31.6,Type_A
1510783,138.5,98.6,134.3,10.6,Type_A
1510784,85.9,85.5,77.9,0.4,Type_B
1510785,116.1,106.0,81.1,8.4,Type_B
1510786,95.2,89.6,96.6,0.6,Type_C
1510787,40.8,77.8,117.6,5.0,Type_B
1510788,100.9,74.4,102.0,2.9,Type_A
1510789,135.0,137.6,119.6,6.2,Type_A
1510790,100.5,117.3,92.1,3.3,Type_C
1510791,99.7,107.8,111.6,0.4,Type_A
1510792,142.3,115.9,106.7,0.8,Type_A
1510793,98.1,103.0,98.1,2.6,Type_B
1510794,94.1,144.1,111.1,33.5,Type_C
1510795,96.7,70.1,95.9,4.9,Type_A
1510796,136.6,125.7,85.0,4.3,Type_A
1510797,115.6,78.9,56.9,13.7,Type_B
1510798,153.6,87.6,107.1,13.5,Type_B
1510799,78.6,89.7,97.5,4.0,Type_A
1510800,130.8,141.1,88.6,4.6,Type_B
1510801,73.6,107.1,84.2,7.2,Type_A
1510802,90.5,149.1,99.2,0.6,Type_B
1510803,79.0,137.0,132.0,2.9,Type_C
1510804,107.9,91.6,135.5,13.6,Type_C
1510805,82.9,120.5,92.0,12.0,Type_B
1510806,68.8,74.1,122.5,2.1,Type_C
1510807,92.4,60.4,75.6,2.1,Type_C
1510808,104.6,75.0,99.4,4.4,Type_A
1510809,125.7,62.8,81.3,6.4,Type_C
1510810,70.7,55.4,72.4,5.8,Type_A
1510811,102.6,131.3,75.3,14.6,Type_A
1510812,120.2,77.3,77.3,7.2,Type_A
1510813,96.0,117.7,71.1,4.8,Type_A
1510814,87.7,83.7,118.1,24.0,Type_A
1510815,64.6,83.4,116.8,1.6,Type_C
1510816,105.5,87.4,58.2,6.0,Type_A
1510817,102.8,86.8,136.1,2.3,Type_B
1510818,89.2,135.8,61.2,,Type_C
1510819,114.0,114.1,93.1,2.2,Type_B
1510820,83.4,85.6,111.5,6.4,Type_B
1510821,100.5,85.5,103.1,6.8,Type_C
1510822,160.5,83.4,98.2,8.2,Type_C
1510823,105.7,153.9,95.9,3.5,Type_B
1510824,144.8,70.5,89.1,25.5,Type_C
1510825,71.1,108.6,123.9,5.3,Type_A
1510826,77.0,54.7,107.9,3.7,Type_B
1510827,138.4,83.4,92.3,8.4,Type_C
1510828,139.7,121.7,77.7,1.0,Type_B
1510829,95.9,130.5,100.2,17.5,Type_B
1510830,127.1,115.5,99.9,2.2,Type_B
1510831,110.4,126.4,77.8,16.3,Type_A
1510832,72.5,113.1,115.1,1.2,Type_A
1510833,125.3,72.5,78.9,23.3,Type_B
1510834,144.7,75.0,102.5,9.7,Type_C
1510835,84.9,85.5,101.5,17.3,Type_A
1510836,86.2,108.9,97.0,2.4,Type_C
1510837,94.6,68.5,119.8,25.9,Type_A
1510838,94.5,102.8,66.1,6.9,Type_A
1510839,68.7,61.5,121.3,4.1,Type_C
1510840,38.8,83.6,113.5,14.1,Type_C
1510841,103.3,118.5,113.9,8.3,Type_B
1510842,104.2,86.4,118.0,2.8,Type_C
1510843,117.4,95.9,93.6,8.0,Type_C
1510844,46.9,107.0,85.6,16.6,Type_A
1510845,121.4,120.2,107.1,7.8,Type_A
1510846,67.8,133.9,69.1,6.0,Type_C
1510847,85.8,161.9,92.3,23.8,Type_B
1510848,109.6,129.2,185.0,5.0,Type_A
1510849,116.6,97.4,90.7,26.0,Type_A
1510850,82.7,118.2,93.9,3.1,Type_B
1510851,107.0,65.9,104.6,1.5,Type_B
1510852,89.0,112.1,93.0,0.9,Type_A
1510853,102.9,90.5,126.9,3.0,Type_A
1510854,82.6,108.0,89.4,7.0,Type_B
1510855,91.9,99.5,138.8,2.4,Type_C
1510856,87.8,123.4,76.1,7.6,Type_A
1510857,76.5,76.3,143.2,3.1,Type_C
1510858,75.7,75.7,77.3,42.0,Type_B
1510859,99.8,159.7,75.1,3.8,Type_B
1510860,108.4,95.9,106.8,0.6,Type_A
1510861,91.7,98.7,90.3,7.3,Type_C
1510862,78.1,132.7,155.0,1.6,Type_A
1510863,123.0,89.3,103.0,7.7,Type_C
1510864,107.0,93.2,110.8,4.6,Type_A
1510865,91.3,69.8,77.5,13.5,Type_C
1510866,108.9,71.3,74.4,6.9,Type_B
1510867,97.7,67.2,101.5,10.5,Type_B
1510868,65.6,104.7,84.9,0.5,Type_B
1510869,116.7,126.9,127.3,10.6,Type_C
1510870,82.6,105.7,87.1,1.7,Type_C
1510871,105.1,118.8,76.6,15.2,Type_C
1510872,125.6,106.3,65.0,3.2,Type_B
1510873,113.1,74.4,136.6,4.8,Type_C
1510874,121.3,46.5,72.7,1.1,Type_B
1510875,110.8,126.8,53.1,4.7,Type_A
1510876,86.8,99.4,146.7,7.6,Type_C
1510877,91.4,108.9,86.3,2.5,Type_A
1510878,34.4,112.8,42.7,4.1,Type_A
1510879,93.0,66.7,119.4,9.6,Type_C
1510880,118.3,128.5,79.3,4.8,Type_A
1510881,146.8,92.2,91.2,3.6,Type_B
1510882,109.6,122.1,62.8,15.4,Type_A
1510883,52.5,105.6,154.1,4.3,Type_C
1510884,79.0,139.0,101.0,1.1,Type_C
1510885,88.6,90.0,114.6,14.7,Type_B
1510886,99.0,119.0,85.0,0.4,Type_A
1510887,142.5,57.2,93.3,1.6,Type_A
1510888,95.9,73.7,130.5,5.5,Type_A
1510889,77.4,71.6,126.0,10.1,Type_A
1510890,129.2,131.9,108.0,16.2,Type_C
1510891,137.3,120.7,145.1,4.0,Type_B
1510892,70.2,115.4,72.2,27.9,Type_B
1510893,101.3,87.6,90.1,1.8,Type_B
1510894,101.6,132.1,78.1,1.1,Type_B
1510895,124.8,122.2,117.4,6.2,Type_A
1510896,102.5,58.9,122.0,2.4,Type_A
1510897,103.8,104.2,119.2,0.7,Type_A
1510898,85.1,84.6,152.2,5.3,Type_C
1510899,106.9,117.1,137.0,28.2,Type_C
1510900,124.7,72.1,135.7,4.1,Type_B
1510901,169.6,81.6,118.6,1.9,Type_A
1510902,75.5,106.1,99.4,8.4,Type_A
1510903,88.2,77.3,96.7,2.5,Type_C
1510904,101.0,115.6,112.7,0.1,Type_C
1510905,88.8,78.2,99.0,4.0,Type_B
1510906,119.8,133.3,101.8,1.0,Type_B
1510907,135.6,64.6,154.7,16.0,Type_C
1510908,56.0,88.9,100.4,10.4,Type_C
1510909,107.3,53.7,121.5,12.1,Type_A
1510910,67.5,57.6,93.4,10.9,Type_A
1510911,105.0,121.3,103.5,8.4,Type_C
1510912,88.5,112.9,107.1,2.9,Type_A
1510913,91.1,95.9,55.4,6.7,Type_A
1510914,86.0,53.9,120.9,1.0,Type_C
1510915,83.1,92.6,100.2,4.7,Type_B
1510916,82.3,67.7,38.9,22.8,Type_A
1510917,152.1,83.7,75.3,3.9,Type_C
1510918,117.9,127.4,129.6,37.1,Type_A
1510919,84.5,100.0,56.3,14.1,Type_A
1510920,114.9,125.8,115.6,1.2,Type_A
1510921,73.0,79.0,61.6,1.8,Type_A
1510922,102.0,116.8,111.4,8.4,Type_B
1510923,113.5,62.7,122.4,7.6,Type_C
1510924,123.9,132.2,42.4,2.1,Type_A
1510925,100.8,57.3,88.6,0.3,Type_B
1510926,121.4,130.8,102.2,0.4,Type_B
1510927,92.5,96.6,85.1,16.7,Type_B
1510928,88.0,111.2,87.4,1.4,Type_C
1510929,142.3,104.2,103.4,9.1,Type_C
1510930,85.1,97.9,61.9,0.9,Type_A
1510931,86.4,171.0,73.3,11.7,Type_A
1510932,137.9,97.5,153.0,5.5,Type_A
1510933,116.1,109.4,73.9,7.8,Type_B
1510934,113.9,90.3,120.9,9.9,Type_C
1510935,117.4,89.6,130.0,0.7,Type_A
1510936,72.3,98.8,101.0,3.3,Type_A
1510937,70.3,120.3,95.8,14.1,Type_C
1510938,84.3,62.3,79.9,3.1,Type_B
1510939,95.8,94.0,125.1,10.5,Type_B
1510940,112.1,104.0,105.8,5.8,Type_A
1510941,82.8,99.1,110.6,5.7,Type_A
1510942,137.5,124.3,106.3,6.8,Type_A
1510943,134.1,106.7,145.7,15.2,Type_C
1510944,127.4,66.8,86.7,14.3,Type_B
1510945,156.4,98.4,93.4,12.7,Type_B
1510946,129.7,134.0,76.4,3.3,Type_A
1510947,123.6,83.5,77.0,3.2,Type_C
1510948,109.6,127.4,82.2,2.9,Type_C
1510949,123.9,58.9,103.9,6.5,Type_C
1510950,94.7,120.1,114.5,8.4,Type_A
1510951,108.1,117.7,99.1,7.3,Type_C
1510952,75.0,54.8,105.9,11.1,Type_A
1510953,57.4,93.1,77.2,4.5,Type_B
1510954,118.1,134.8,114.1,7.4,Type_A
1510955,108.5,73.1,67.6,7.3,Type_B
1510956,120.7,72.4,121.7,3.0,Type_A
1510957,84.9,108.4,125.6,12.6,Type_B
1510958,109.3,100.6,73.6,7.4,Type_C
1510959,146.4,95.1,121.6,11.5,Type_B
1510960,94.5,71.9,109.9,13.7,Type_C
1510961,154.1,137.5,135.6,9.1,Type_C
1510962,66.7,139.4,86.5,10.0,Type_A
1510963,89.1,62.9,76.6,0.3,Type_B
1510964,94.8,122.7,79.3,1.3,Type_B
1510965,103.8,82.8,90.6,1.7,Type_C
1510966,83.2,160.2,78.0,14.3,Type_B
1510967,52.3,107.0,37.1,5.6,Type_A
1510968,129.0,51.0,88.5,5.2,Type_B
1510969,141.0,95.4,114.1,4.1,Type_A
1510970,75.7,114.5,105.9,3.1,Type_A
1510971,100.4,134.6,62.9,6.7,Type_A
1510972,116.2,134.2,61.0,3.6,Type_C
1510973,95.7,78.2,124.1,0.2,Type_A
1510974,55.0,95.5,79.8,17.2,Type_B
1510975,124.2,103.7,100.1,11.7,Type_B
1510976,92.7,72.6,127.0,16.1,Type_A
1510977,81.9,26.8,117.9,2.1,Type_A
1510978,59.4,96.3,105.7,2.8,Type_A
1510979,78.4,98.2,130.6,16.2,Type_A
1510980,83.3,93.0,69.7,5.6,Type_A
1510981,50.3,69.3,145.1,13.5,Type_A
1510982,92.4,108.4,129.9,3.5,Type_B
1510983,44.4,88.0,82.3,12.8,Type_B
1510984,50.8,42.5,63.3,6.1,Type_C
1510985,63.7,89.6,149.6,1.5,Type_C
1510986,108.9,84.1,88.0,1.3,Type_C
1510987,89.7,110.4,59.7,19.2,Type_C
1510988,57.5,131.6,83.7,2.2,Type_B
1510989,97.1,131.9,92.6,19.4,Type_B
1510990,112.7,100.0,73.6,3.2,Type_A
1510991,110.0,61.4,60.1,1.9,Type_A
1510992,113.6,122.6,56.8,1.2,Type_B
1510993,88.4,72.3,74.0,5.0,Type_A
1510994,82.0,130.1,100.4,7.6,Type_B
1510995,106.1,110.3,98.6,21.2,Type_B
1510996,81.6,124.4,91.1,6.4,Type_A
1510997,119.2,101.3,88.8,1.3,Type_C
1510998,134.0,117.7,108.0,1.1,Type_B
1510999,45.4,52.4,113.4,0.5,Type_C
1511000,122.6,44.4,99.1,0.1,Type_B
