RecommendID,MatchingScore,PriceScore,UserAge,ItemCategory,RecommendClicked
1130607,3.9,10.0,20.0,Type_C,1
1130608,10.0,7.5,62.0,Type_B,1
1130609,6.8,7.5,46.0,Type_B,0
1130610,6.0,6.5,45.0,Type_A,0
1130611,6.4,7.6,25.0,Type_B,1
1130612,5.4,5.8,45.0,Type_A,1
1130613,7.8,7.2,37.0,Type_A,0
1130614,8.2,7.7,18.0,Type_A,1
1130615,8.3,9.8,21.0,Type_B,0
1130616,6.4,7.4,43.0,Type_B,0
1130617,6.6,6.9,22.0,Type_A,1
1130618,7.2,5.1,68.0,Type_C,1
1130619,6.4,8.1,39.0,Type_B,0
1130620,7.0,9.4,39.0,Type_C,1
1130621,8.1,6.7,34.0,Type_B,0
1130622,8.1,7.5,53.0,Type_B,0
1130623,7.2,7.8,54.0,Type_B,1
1130624,5.2,9.0,53.0,Type_A,1
1130625,7.3,7.9,51.0,Type_B,0
1130626,7.0,6.8,37.0,Type_B,1
1130627,9.4,5.9,44.0,Type_A,0
1130628,8.7,8.9,67.0,Type_A,1
1130629,7.3,6.0,38.0,Type_A,1
1130630,9.5,6.8,43.0,Type_C,0
1130631,7.8,7.8,33.0,Type_A,1
1130632,7.4,10.0,28.0,Type_C,1
1130633,4.9,9.2,24.0,Type_C,0
1130634,6.9,6.5,26.0,Type_A,0
1130635,4.5,7.1,44.0,Type_A,0
1130636,7.1,4.9,34.0,Type_C,0
1130637,9.5,8.1,45.0,Type_B,1
1130638,7.9,4.8,37.0,Type_A,0
1130639,7.0,6.4,29.0,Type_C,1
1130640,7.9,5.6,51.0,Type_B,1
1130641,4.3,4.8,36.0,Type_A,1
1130642,10.0,8.0,37.0,Type_B,0
1130643,6.2,8.7,33.0,Type_C,1
1130644,5.7,5.8,37.0,Type_C,1
1130645,7.4,7.6,31.0,Type_B,1
1130646,7.7,7.7,18.0,Type_A,1
1130647,9.0,6.6,38.0,Type_A,1
1130648,7.3,7.9,50.0,Type_A,0
1130649,7.9,6.4,41.0,Type_C,0
1130650,5.1,6.9,30.0,Type_A,0
1130651,6.9,6.0,35.0,Type_B,0
1130652,8.4,6.6,40.0,Type_C,0
1130653,5.8,5.5,18.0,Type_B,0
1130654,5.5,7.6,49.0,Type_A,0
1130655,8.6,8.4,40.0,Type_C,0
1130656,6.7,8.0,49.0,Type_C,0
1130657,6.9,9.1,47.0,Type_A,0
1130658,9.3,7.6,32.0,Type_C,0
1130659,7.5,6.0,39.0,Type_A,1
1130660,8.3,5.2,28.0,Type_B,0
1130661,7.6,7.7,52.0,Type_A,0
1130662,8.5,9.3,43.0,Type_C,0
1130663,8.7,8.3,26.0,Type_C,1
1130664,9.6,9.0,36.0,Type_A,1
1130665,9.4,6.9,40.0,Type_C,0
1130666,7.0,7.5,28.0,Type_A,0
1130667,8.0,8.4,33.0,Type_C,0
1130668,5.1,9.8,38.0,Type_B,0
1130669,7.1,6.2,34.0,Type_A,1
1130670,10.0,8.1,45.0,Type_B,1
1130671,7.7,8.6,34.0,Type_A,1
1130672,6.4,9.7,51.0,Type_B,0
1130673,5.5,8.4,52.0,Type_B,0
1130674,6.9,5.9,37.0,Type_B,0
1130675,10.0,7.6,39.0,Type_C,1
1130676,5.5,7.6,40.0,Type_A,1
1130677,6.2,9.1,51.0,Type_A,0
1130678,6.3,7.1,31.0,Type_A,1
1130679,6.7,7.6,49.0,Type_A,1
1130680,5.2,6.6,18.0,Type_A,0
1130681,9.2,7.4,47.0,Type_A,0
1130682,7.1,9.1,36.0,Type_B,1
1130683,8.7,6.2,39.0,Type_B,1
1130684,7.1,4.1,24.0,Type_B,1
1130685,8.6,10.0,45.0,Type_B,0
1130686,6.3,7.6,38.0,Type_C,0
1130687,7.1,6.2,36.0,Type_C,0
1130688,8.2,9.1,38.0,Type_C,0
1130689,6.6,4.7,47.0,Type_A,0
1130690,7.6,4.8,56.0,Type_C,0
1130691,8.5,6.6,35.0,Type_C,1
1130692,7.7,6.3,18.0,Type_B,1
1130693,8.3,7.4,49.0,Type_A,1
1130694,10.0,7.2,44.0,Type_B,1
1130695,5.1,7.5,68.0,Type_B,0
1130696,8.1,8.3,50.0,Type_A,1
1130697,8.0,5.2,52.0,Type_C,1
1130698,5.8,9.2,46.0,Type_C,1
1130699,7.9,8.3,63.0,Type_C,0
1130700,6.2,8.8,53.0,Type_C,0
1130701,7.6,3.7,24.0,Type_B,1
1130702,10.0,6.8,36.0,Type_C,0
1130703,7.9,7.6,55.0,Type_A,0
1130704,9.8,6.8,40.0,Type_C,0
1130705,9.4,5.1,44.0,Type_B,1
1130706,8.7,7.2,30.0,Type_A,0
1130707,4.1,8.3,53.0,Type_A,1
1130708,8.2,9.9,35.0,Type_B,1
1130709,6.2,7.1,31.0,Type_C,1
1130710,6.6,6.9,41.0,Type_C,0
1130711,8.2,8.1,28.0,Type_C,1
1130712,6.5,8.3,45.0,Type_C,1
1130713,7.5,6.6,41.0,Type_C,0
1130714,6.1,9.3,25.0,Type_C,0
1130715,7.7,5.3,52.0,Type_C,1
1130716,7.7,7.8,51.0,Type_C,1
1130717,9.3,6.3,18.0,Type_B,1
1130718,7.4,3.7,47.0,Type_C,0
1130719,7.7,7.0,24.0,Type_C,1
1130720,8.4,3.8,59.0,Type_A,1
1130721,6.0,10.0,49.0,Type_B,0
1130722,7.6,7.2,58.0,Type_A,0
1130723,6.6,6.1,31.0,Type_C,0
1130724,6.7,9.4,52.0,Type_B,1
1130725,8.8,8.3,39.0,Type_B,1
1130726,6.6,8.1,30.0,Type_C,1
1130727,5.4,5.7,49.0,Type_A,1
1130728,6.3,7.9,34.0,Type_C,1
1130729,7.8,9.8,36.0,Type_C,1
1130730,8.3,7.8,31.0,Type_A,1
1130731,7.0,6.6,52.0,Type_C,0
1130732,9.6,6.3,37.0,Type_A,1
1130733,7.8,5.2,52.0,Type_C,0
1130734,8.1,4.0,29.0,Type_A,1
1130735,8.8,3.9,56.0,Type_A,1
1130736,6.6,6.2,41.0,Type_C,0
1130737,4.7,7.2,43.0,Type_B,1
1130738,4.7,7.7,46.0,Type_C,1
1130739,7.3,6.9,42.0,Type_C,0
1130740,7.4,7.3,39.0,Type_B,0
1130741,6.3,8.9,25.0,Type_B,0
1130742,6.7,5.0,62.0,Type_B,1
1130743,7.1,6.1,27.0,Type_C,0
1130744,4.5,6.4,36.0,Type_B,1
1130745,9.8,9.7,18.0,Type_B,0
1130746,7.7,6.7,34.0,Type_A,1
1130747,8.1,6.4,48.0,Type_C,0
1130748,6.3,8.6,39.0,Type_C,0
1130749,7.8,9.0,36.0,Type_A,1
1130750,9.7,10.0,29.0,Type_A,1
1130751,9.1,6.1,49.0,Type_B,0
1130752,7.3,8.2,30.0,Type_B,0
1130753,7.2,8.4,33.0,Type_B,0
1130754,8.3,8.7,37.0,Type_C,1
1130755,6.4,6.2,55.0,Type_B,0
1130756,8.0,5.8,40.0,Type_A,1
1130757,8.3,7.5,45.0,Type_A,1
1130758,7.0,9.1,57.0,Type_C,0
1130759,7.5,7.9,26.0,Type_A,1
1130760,5.6,8.9,39.0,Type_C,0
1130761,7.5,8.6,46.0,Type_C,0
1130762,6.2,8.6,56.0,Type_A,1
1130763,6.4,8.2,26.0,Type_A,0
1130764,6.9,5.7,42.0,Type_B,1
1130765,5.2,5.4,50.0,Type_A,0
1130766,,4.5,43.0,Type_B,0
1130767,,9.1,20.0,Type_A,1
1130768,8.9,8.3,38.0,Type_A,1
1130769,7.5,7.2,46.0,Type_C,0
1130770,6.3,4.0,39.0,Type_B,1
1130771,8.2,7.0,41.0,Type_A,0
1130772,6.1,5.8,53.0,Type_A,0
1130773,8.4,4.2,65.0,Type_C,1
1130774,7.1,6.8,41.0,Type_A,1
1130775,7.2,6.6,43.0,Type_B,0
1130776,6.8,7.0,40.0,Type_C,0
1130777,4.1,6.4,32.0,Type_B,0
1130778,9.0,7.3,50.0,Type_B,1
1130779,7.2,2.7,44.0,Type_A,1
1130780,10.0,7.6,43.0,Type_B,1
1130781,5.9,6.7,18.0,Type_B,0
1130782,7.7,6.8,47.0,Type_C,1
1130783,5.2,8.3,50.0,Type_A,0
1130784,5.7,9.3,26.0,Type_B,1
1130785,7.6,6.1,48.0,Type_A,1
1130786,7.2,6.6,39.0,Type_A,1
1130787,10.0,8.6,50.0,Type_A,0
1130788,6.1,6.2,67.0,Type_B,1
1130789,6.3,8.7,38.0,Type_B,1
1130790,7.1,9.2,40.0,Type_A,1
1130791,7.8,7.7,52.0,Type_C,0
1130792,5.8,7.8,56.0,Type_A,1
1130793,8.2,5.3,32.0,Type_B,1
1130794,9.2,8.6,30.0,Type_B,0
1130795,6.5,5.2,34.0,Type_A,0
1130796,5.2,7.2,30.0,Type_C,1
1130797,8.0,7.8,40.0,Type_C,1
1130798,7.5,5.0,47.0,Type_B,0
1130799,5.0,7.9,27.0,Type_C,1
1130800,6.1,7.1,46.0,Type_C,0
1130801,10.0,4.4,53.0,Type_C,1
1130802,4.4,6.1,39.0,Type_A,1
1130803,6.8,5.5,45.0,Type_C,0
1130804,6.8,7.1,49.0,Type_A,0
1130805,7.5,10.0,32.0,Type_B,0
1130806,5.1,7.0,18.0,Type_A,0
1130807,5.8,7.0,30.0,Type_B,1
1130808,7.3,6.7,18.0,Type_A,0
1130809,8.9,4.0,47.0,Type_B,0
1130810,7.3,6.4,33.0,Type_B,1
1130811,7.7,8.4,48.0,Type_C,0
1130812,8.8,6.0,33.0,Type_C,1
1130813,8.0,7.9,40.0,Type_C,0
1130814,8.6,8.0,37.0,Type_C,1
1130815,3.9,6.6,36.0,Type_C,0
1130816,6.0,9.0,29.0,Type_B,1
1130817,6.7,7.2,24.0,Type_C,1
1130818,6.3,4.9,50.0,Type_A,1
1130819,4.5,7.9,52.0,Type_B,1
1130820,9.2,5.9,18.0,Type_C,1
1130821,6.4,4.7,31.0,Type_C,1
1130822,6.8,9.1,39.0,Type_C,1
1130823,9.0,10.0,35.0,Type_C,0
1130824,6.0,7.6,44.0,Type_C,0
1130825,7.9,9.1,18.0,Type_C,1
1130826,5.7,8.6,23.0,Type_A,1
1130827,8.5,8.5,34.0,Type_B,1
1130828,7.2,9.2,43.0,Type_B,0
1130829,6.5,7.6,54.0,Type_A,0
1130830,10.0,6.9,52.0,Type_A,1
1130831,10.0,3.9,45.0,Type_A,1
1130832,8.2,8.3,37.0,Type_B,0
1130833,6.8,8.0,48.0,Type_C,1
1130834,10.0,7.7,50.0,Type_B,1
1130835,9.5,5.7,33.0,Type_C,1
1130836,7.8,10.0,58.0,Type_A,0
1130837,10.0,6.3,18.0,Type_A,0
1130838,6.5,6.5,21.0,Type_C,0
1130839,5.7,5.5,55.0,Type_B,1
1130840,6.0,7.7,43.0,Type_A,0
1130841,7.9,5.9,48.0,Type_A,1
1130842,7.8,6.6,31.0,Type_C,1
1130843,4.2,9.0,54.0,Type_A,1
1130844,6.2,7.1,36.0,Type_B,0
1130845,6.4,9.3,36.0,Type_C,0
1130846,4.3,8.1,18.0,Type_A,0
1130847,6.7,6.1,56.0,Type_C,0
1130848,7.7,9.4,18.0,Type_B,0
1130849,6.0,6.7,30.0,Type_B,1
1130850,7.6,6.4,43.0,Type_C,1
1130851,8.0,6.2,18.0,Type_B,1
1130852,9.0,7.1,39.0,Type_B,0
1130853,6.8,9.5,55.0,Type_B,1
1130854,3.7,6.7,18.0,Type_B,1
1130855,7.5,6.4,44.0,Type_C,0
1130856,4.2,6.0,49.0,Type_B,0
1130857,5.0,9.5,70.0,Type_B,1
1130858,6.5,2.7,47.0,Type_B,1
1130859,6.5,7.4,43.0,Type_B,1
1130860,6.3,8.3,27.0,Type_B,0
1130861,6.8,4.9,60.0,Type_A,1
1130862,8.2,9.2,33.0,Type_B,1
1130863,8.1,6.0,41.0,Type_C,0
1130864,5.7,5.4,65.0,Type_A,1
1130865,5.5,5.2,32.0,Type_C,0
1130866,8.0,8.0,34.0,Type_A,1
1130867,8.2,5.8,46.0,Type_C,0
1130868,7.0,5.1,23.0,Type_B,0
1130869,8.7,6.6,45.0,Type_A,1
1130870,8.9,5.4,32.0,Type_B,1
1130871,5.2,6.1,55.0,Type_A,0
1130872,6.6,6.2,18.0,Type_C,1
1130873,9.9,7.5,49.0,Type_B,1
1130874,6.8,5.7,29.0,Type_C,1
1130875,6.2,8.0,40.0,Type_B,1
1130876,10.0,7.5,62.0,Type_B,0
1130877,,6.7,46.0,Type_B,0
1130878,8.2,8.3,54.0,Type_B,1
1130879,7.0,7.0,24.0,Type_A,0
1130880,7.6,9.3,35.0,Type_A,1
1130881,10.0,6.5,32.0,Type_C,0
1130882,8.3,6.1,42.0,Type_B,0
1130883,8.2,2.8,34.0,Type_C,1
1130884,4.8,7.2,18.0,Type_A,1
1130885,7.6,7.5,29.0,Type_B,1
1130886,7.4,8.2,44.0,Type_B,0
1130887,9.4,7.4,50.0,Type_B,0
1130888,9.7,6.9,32.0,Type_B,1
1130889,5.3,6.6,19.0,Type_B,0
1130890,9.7,7.9,49.0,Type_B,1
1130891,8.1,8.7,45.0,Type_B,0
1130892,5.7,7.5,28.0,Type_B,1
1130893,10.0,6.9,39.0,Type_B,1
1130894,6.3,9.1,34.0,Type_C,1
1130895,8.7,6.5,18.0,Type_C,1
1130896,7.7,8.1,55.0,Type_B,1
1130897,7.7,7.9,26.0,Type_A,0
1130898,5.4,7.6,33.0,Type_B,1
1130899,8.7,9.4,18.0,Type_A,1
1130900,8.4,7.2,58.0,Type_B,1
1130901,7.6,9.3,35.0,Type_C,1
1130902,6.8,7.2,45.0,Type_B,0
1130903,7.6,8.5,51.0,Type_B,0
1130904,7.5,10.0,38.0,Type_C,0
1130905,9.3,7.0,33.0,Type_C,1
1130906,5.6,7.4,39.0,Type_A,1
1130907,8.4,7.6,46.0,Type_C,0
1130908,5.7,9.6,47.0,Type_C,1
1130909,8.1,5.8,45.0,Type_A,1
1130910,7.4,6.7,28.0,Type_B,0
1130911,7.9,8.1,37.0,Type_B,0
1130912,6.7,4.6,57.0,Type_B,0
1130913,8.8,5.6,65.0,Type_A,1
1130914,7.9,7.9,18.0,Type_A,1
1130915,3.7,7.0,35.0,Type_C,0
1130916,5.9,7.2,18.0,Type_B,1
1130917,7.7,8.8,34.0,Type_C,1
1130918,6.0,6.9,19.0,Type_A,1
1130919,8.1,6.4,47.0,Type_A,0
1130920,9.0,7.3,33.0,Type_B,1
1130921,5.6,6.5,34.0,Type_B,0
1130922,6.8,4.5,36.0,Type_B,1
1130923,7.4,6.4,38.0,Type_B,0
1130924,8.0,8.1,53.0,Type_C,1
1130925,6.9,7.9,43.0,Type_B,0
1130926,5.7,3.2,23.0,Type_A,1
1130927,5.4,8.3,21.0,Type_B,0
1130928,7.7,7.4,21.0,Type_C,1
1130929,5.9,7.7,48.0,Type_C,0
1130930,5.3,8.4,24.0,Type_B,1
1130931,5.9,5.8,33.0,Type_C,1
1130932,5.9,5.7,55.0,Type_A,1
1130933,8.7,8.7,22.0,Type_B,0
1130934,8.3,8.6,34.0,Type_B,1
1130935,7.1,7.2,43.0,Type_A,1
1130936,6.4,8.6,44.0,Type_A,1
1130937,10.0,7.9,29.0,Type_C,1
1130938,6.6,7.0,46.0,Type_A,1
1130939,6.7,10.0,50.0,Type_A,1
1130940,8.2,8.0,35.0,Type_A,1
1130941,9.7,4.9,46.0,Type_A,1
1130942,7.8,7.9,38.0,Type_C,1
1130943,6.5,5.7,26.0,Type_B,1
1130944,6.7,5.3,54.0,Type_A,1
1130945,5.6,6.2,31.0,Type_B,1
1130946,8.9,6.1,23.0,Type_B,1
1130947,6.6,6.6,35.0,Type_A,1
1130948,6.2,10.0,34.0,Type_A,1
1130949,9.7,6.9,21.0,Type_A,1
1130950,7.6,5.7,27.0,Type_A,0
1130951,7.6,6.4,34.0,Type_B,0
1130952,4.3,5.4,18.0,Type_B,1
1130953,8.9,9.0,28.0,Type_B,0
1130954,8.8,5.3,43.0,Type_C,0
1130955,9.0,7.1,25.0,Type_A,0
1130956,6.4,8.3,39.0,Type_C,0
1130957,9.6,10.0,45.0,Type_C,0
1130958,4.3,6.7,25.0,Type_B,1
1130959,9.0,8.7,32.0,Type_C,0
1130960,9.2,8.9,23.0,Type_C,1
1130961,5.8,7.2,30.0,Type_C,0
1130962,3.3,6.7,28.0,Type_B,1
1130963,6.1,7.8,32.0,Type_C,1
1130964,4.4,8.7,42.0,Type_C,0
1130965,8.1,6.7,40.0,Type_C,0
1130966,4.7,10.0,35.0,Type_B,1
1130967,7.1,6.4,32.0,Type_C,1
1130968,7.1,5.7,42.0,Type_B,1
1130969,3.3,7.5,29.0,Type_C,0
1130970,8.1,6.5,36.0,Type_A,0
1130971,4.8,6.7,18.0,Type_A,1
1130972,8.2,4.9,44.0,Type_C,0
1130973,7.0,6.6,23.0,Type_B,0
1130974,4.3,6.6,32.0,Type_C,1
1130975,8.0,5.3,30.0,Type_C,1
1130976,7.1,4.7,18.0,Type_A,0
1130977,8.6,4.2,31.0,Type_C,0
1130978,7.5,7.5,41.0,Type_A,0
1130979,7.0,5.8,37.0,Type_A,1
1130980,5.5,7.2,67.0,Type_A,0
1130981,7.3,9.2,20.0,Type_A,1
1130982,9.1,8.9,52.0,Type_A,0
1130983,7.3,8.2,51.0,Type_B,0
1130984,8.0,7.2,37.0,Type_A,0
1130985,8.1,7.2,30.0,Type_C,1
1130986,,4.4,25.0,Type_C,0
1130987,8.2,10.0,64.0,Type_A,0
1130988,10.0,6.2,18.0,Type_A,0
1130989,5.6,6.4,20.0,Type_B,1
1130990,7.1,7.9,18.0,Type_B,0
1130991,7.1,6.9,55.0,Type_A,0
1130992,8.5,8.5,47.0,Type_C,1
1130993,6.0,8.1,44.0,Type_C,0
1130994,8.2,6.9,31.0,Type_B,1
1130995,10.0,8.1,42.0,Type_C,0
1130996,5.6,8.0,42.0,Type_B,1
1130997,7.7,6.5,42.0,Type_A,1
1130998,5.8,6.9,41.0,Type_A,0
1130999,8.6,9.9,53.0,Type_C,1
1131000,7.0,6.8,49.0,Type_C,0
