UserID,HRV_ms,AveragePulse,ActivitySteps,StressScore,SleepQualityScore
1230582,27.0,56.0,106.4,5.9,6.6
1230583,59.6,50.0,82.7,6.3,7.4
1230584,47.4,53.0,103.9,7.5,8.6
1230585,33.1,36.0,59.9,5.7,5.5
1230586,55.1,35.0,77.0,5.8,8.6
1230587,47.4,25.0,93.9,7.0,7.0
1230588,20.1,53.0,115.1,7.5,8.7
1230589,53.8,60.0,92.6,8.1,10.0
1230590,65.0,58.0,111.0,7.2,8.6
1230591,83.4,45.0,125.6,7.2,7.7
1230592,45.5,37.0,160.5,7.6,7.7
1230593,48.5,27.0,92.7,5.9,8.2
1230594,69.1,32.0,83.9,4.1,8.1
1230595,47.5,49.0,101.0,5.8,5.9
1230596,49.1,38.0,105.0,6.5,7.6
1230597,35.5,65.0,113.7,6.0,8.0
1230598,24.1,58.0,120.3,5.5,5.8
1230599,58.7,34.0,92.9,8.8,7.0
1230600,25.9,25.0,118.2,6.0,5.1
1230601,62.1,34.0,102.0,6.6,3.2
1230602,33.2,57.0,130.7,8.1,6.9
1230603,49.0,35.0,93.0,7.9,6.7
1230604,39.4,50.0,103.5,6.1,9.5
1230605,62.6,34.0,106.8,5.9,5.1
1230606,49.5,47.0,128.3,7.1,8.1
1230607,74.4,49.0,99.9,6.2,7.5
1230608,28.7,56.0,74.1,7.0,8.8
1230609,51.2,62.0,57.6,5.9,6.6
1230610,45.7,60.0,125.9,7.8,8.1
1230611,49.2,35.0,116.0,5.1,5.7
1230612,68.9,40.0,141.5,6.9,7.9
1230613,53.8,26.0,102.3,7.6,7.4
1230614,27.8,39.0,102.2,7.6,6.5
1230615,53.0,42.0,104.5,10.0,8.9
1230616,38.8,36.0,86.6,6.9,7.4
1230617,37.9,35.0,82.4,7.4,8.3
1230618,60.7,56.0,111.0,7.1,9.5
1230619,36.0,55.0,129.5,10.0,9.2
1230620,39.3,48.0,115.1,8.7,8.8
1230621,45.5,24.0,88.0,10.0,6.9
1230622,59.2,45.0,110.6,6.3,7.7
1230623,53.7,37.0,104.4,7.4,8.0
1230624,41.5,60.0,85.9,7.3,8.5
1230625,40.9,17.0,69.4,5.5,8.1
1230626,27.6,34.0,79.2,7.7,6.4
1230627,33.6,34.0,129.9,5.7,6.8
1230628,35.2,35.0,106.3,8.8,6.9
1230629,42.8,55.0,84.8,6.9,6.6
1230630,74.8,9.0,101.9,4.9,8.4
1230631,34.9,39.0,115.3,6.4,4.5
1230632,40.6,54.0,86.5,7.3,6.3
1230633,14.2,56.0,80.9,9.8,6.7
1230634,54.0,34.0,55.6,8.5,9.1
1230635,21.3,32.0,127.2,7.3,5.7
1230636,31.4,47.0,114.7,8.5,8.0
1230637,60.6,44.0,116.7,7.5,7.4
1230638,13.4,43.0,114.0,5.9,6.2
1230639,46.4,1.0,49.3,7.8,10.0
1230640,57.0,26.0,102.7,8.5,8.3
1230641,67.9,30.0,111.2,10.0,6.5
1230642,31.2,51.0,101.8,7.6,9.0
1230643,35.6,22.0,41.2,6.5,7.3
1230644,72.1,27.0,96.9,8.6,5.4
1230645,44.6,40.0,93.6,8.2,2.8
1230646,34.0,24.0,125.9,9.6,8.2
1230647,34.2,51.0,97.4,8.3,7.8
1230648,30.4,37.0,87.0,4.6,5.9
1230649,38.4,68.0,87.0,7.1,5.0
1230650,61.3,33.0,118.1,9.1,6.1
1230651,58.3,34.0,116.8,9.8,6.4
1230652,27.4,53.0,94.7,6.0,7.9
1230653,48.2,33.0,90.0,6.9,7.6
1230654,39.0,63.0,42.5,8.2,6.6
1230655,56.7,49.0,49.0,6.6,4.6
1230656,42.7,38.0,79.1,6.8,5.4
1230657,50.6,40.0,96.4,8.6,9.6
1230658,42.6,82.0,80.2,8.7,6.5
1230659,12.2,49.0,62.1,8.9,9.1
1230660,45.7,44.0,99.1,8.0,8.6
1230661,25.9,40.0,99.5,5.7,4.7
1230662,56.2,57.0,132.7,7.0,8.4
1230663,34.8,21.0,91.0,5.7,5.6
1230664,35.9,39.0,94.1,6.4,5.8
1230665,44.9,2.0,82.1,8.1,8.4
1230666,53.7,35.0,165.1,7.4,6.4
1230667,42.5,54.0,116.1,10.0,4.9
1230668,69.6,61.0,79.3,7.6,5.5
1230669,69.7,50.0,50.8,7.8,6.6
1230670,70.7,51.0,67.8,7.2,8.2
1230671,41.5,18.0,77.0,8.4,5.0
1230672,22.8,33.0,66.0,9.7,7.3
1230673,63.3,63.0,97.0,7.5,9.7
1230674,38.8,35.0,74.6,9.5,5.2
1230675,45.6,40.0,59.9,7.1,6.4
1230676,54.4,31.0,115.9,8.8,6.5
1230677,20.9,29.0,61.5,7.1,5.8
1230678,69.4,35.0,36.2,7.0,8.4
1230679,58.1,33.0,123.4,4.2,7.0
1230680,50.3,55.0,144.8,4.5,7.1
1230681,58.4,45.0,101.0,7.0,9.4
1230682,53.4,56.0,117.2,8.3,7.6
1230683,46.8,23.0,116.8,7.1,7.1
1230684,40.4,59.0,158.9,5.9,7.1
1230685,33.9,42.0,75.2,5.8,6.0
1230686,49.3,68.0,88.6,8.3,9.0
1230687,50.4,41.0,89.0,5.7,6.5
1230688,61.2,21.0,101.4,8.5,7.2
1230689,48.0,60.0,94.8,8.2,4.1
1230690,32.2,40.0,97.9,9.4,8.2
1230691,21.4,12.0,103.6,10.0,9.3
1230692,43.1,44.0,149.5,6.8,9.1
1230693,44.6,45.0,106.9,7.0,5.6
1230694,43.5,57.0,120.7,9.4,8.1
1230695,22.0,1.0,116.7,7.1,7.3
1230696,61.1,58.0,108.9,4.9,6.3
1230697,61.1,35.0,93.3,6.0,8.0
1230698,32.7,69.0,120.1,7.8,8.2
1230699,57.1,18.0,56.2,5.4,7.9
1230700,,50.0,138.5,10.0,7.9
1230701,45.6,48.0,116.7,9.2,7.1
1230702,30.8,36.0,102.5,5.8,9.7
1230703,69.2,31.0,99.7,5.9,5.9
1230704,50.7,37.0,105.5,7.4,7.8
1230705,41.2,37.0,120.3,6.6,5.2
1230706,56.6,24.0,111.6,7.0,7.0
1230707,69.3,56.0,134.1,8.2,7.6
1230708,37.5,27.0,142.9,6.9,7.5
1230709,55.4,56.0,127.3,9.3,8.2
1230710,74.1,17.0,62.7,8.5,6.0
1230711,28.3,40.0,87.0,8.7,6.0
1230712,36.8,40.0,124.4,5.5,5.3
1230713,36.0,42.0,153.3,5.1,6.0
1230714,42.6,55.0,85.3,7.2,6.2
1230715,41.9,39.0,115.0,9.9,5.9
1230716,49.5,36.0,130.7,9.0,5.1
1230717,32.7,39.0,102.6,8.3,7.7
1230718,35.7,56.0,69.5,9.1,6.8
1230719,49.5,25.0,148.9,5.5,7.4
1230720,47.3,28.0,78.3,5.0,6.6
1230721,58.1,15.0,81.5,9.2,10.0
1230722,51.1,70.0,106.7,6.3,4.2
1230723,56.6,26.0,101.4,6.0,6.3
1230724,27.9,16.0,77.1,8.1,4.9
1230725,,31.0,141.9,6.8,8.3
1230726,72.7,33.0,113.0,7.0,6.2
1230727,50.9,63.0,122.6,7.7,7.6
1230728,56.2,35.0,98.9,7.5,5.3
1230729,,46.0,99.8,4.8,7.2
1230730,51.4,17.0,133.1,6.5,7.0
1230731,41.5,45.0,87.0,8.3,6.4
1230732,98.6,19.0,91.1,6.2,10.0
1230733,39.1,38.0,111.7,6.7,7.6
1230734,44.4,31.0,122.6,6.8,4.4
1230735,10.0,43.0,122.7,3.4,10.0
1230736,61.6,51.0,76.4,7.4,6.9
1230737,36.7,23.0,72.9,6.3,5.5
1230738,44.1,26.0,78.8,8.1,6.1
1230739,37.1,45.0,122.1,7.6,8.6
1230740,42.9,52.0,122.1,6.0,8.8
1230741,40.7,62.0,108.0,7.9,7.9
1230742,44.4,35.0,107.4,6.5,6.1
1230743,44.2,21.0,58.7,6.2,8.2
1230744,42.7,45.0,108.0,5.0,7.6
1230745,42.5,31.0,60.7,7.9,7.5
1230746,64.6,29.0,120.6,7.0,7.3
1230747,58.2,62.0,92.1,6.4,6.8
1230748,,51.0,106.1,4.9,7.4
1230749,34.0,32.0,94.7,8.8,6.4
1230750,63.9,42.0,98.0,6.8,8.2
1230751,62.0,41.0,72.2,7.7,7.6
1230752,36.7,44.0,95.8,7.7,10.0
1230753,67.9,36.0,98.4,5.1,5.4
1230754,34.8,15.0,105.2,8.2,9.1
1230755,17.4,28.0,113.6,6.8,5.8
1230756,61.5,35.0,112.0,6.9,6.3
1230757,43.2,42.0,106.7,4.3,7.0
1230758,59.7,27.0,83.7,9.0,9.5
1230759,33.7,45.0,67.5,7.4,5.9
1230760,26.1,37.0,74.9,6.9,8.8
1230761,63.5,31.0,79.6,6.2,8.7
1230762,23.9,24.0,121.2,7.1,9.0
1230763,21.6,48.0,126.9,8.2,6.3
1230764,16.1,48.0,80.1,7.1,8.5
1230765,10.0,53.0,71.0,7.9,7.2
1230766,29.4,50.0,59.4,5.6,7.9
1230767,12.5,51.0,84.4,4.5,6.6
1230768,44.5,47.0,110.4,6.0,4.3
1230769,11.5,17.0,72.8,6.7,7.5
1230770,28.6,38.0,129.7,5.6,8.4
1230771,80.0,22.0,109.2,7.1,8.6
1230772,50.2,61.0,126.7,6.8,7.8
1230773,45.8,42.0,80.1,4.4,6.7
1230774,20.7,60.0,117.8,8.3,6.1
1230775,41.3,28.0,72.3,6.9,8.4
1230776,45.7,41.0,117.3,5.5,8.6
1230777,20.9,46.0,136.0,4.9,7.1
1230778,46.9,37.0,135.7,10.0,7.6
1230779,62.9,45.0,86.7,6.5,7.5
1230780,39.8,63.0,77.9,4.0,6.5
1230781,42.0,28.0,95.9,5.0,8.5
1230782,14.4,5.0,139.3,7.3,9.4
1230783,24.0,64.0,65.9,6.1,4.7
1230784,60.9,31.0,62.2,6.8,8.0
1230785,35.1,58.0,48.9,7.1,7.8
1230786,31.1,51.0,102.4,7.1,7.0
1230787,34.6,39.0,57.5,7.1,5.7
1230788,44.1,47.0,129.8,6.9,9.8
1230789,27.6,26.0,141.0,9.6,6.9
1230790,46.9,43.0,96.6,6.7,9.8
1230791,24.6,50.0,159.8,8.9,8.5
1230792,56.6,31.0,105.8,7.5,7.3
1230793,29.1,37.0,87.4,8.6,6.9
1230794,64.8,46.0,87.0,8.0,7.5
1230795,44.8,61.0,135.8,8.9,8.0
1230796,32.3,42.0,119.8,10.0,7.5
1230797,58.7,36.0,49.2,7.1,6.6
1230798,24.4,40.0,53.0,7.9,8.8
1230799,,58.0,63.3,10.0,9.7
1230800,45.0,33.0,85.2,7.6,7.2
1230801,43.2,38.0,67.5,3.2,7.4
1230802,14.9,33.0,80.9,6.5,8.3
1230803,31.2,39.0,79.4,6.7,6.7
1230804,47.5,45.0,72.0,7.4,4.1
1230805,25.2,56.0,153.0,6.2,7.4
1230806,64.0,12.0,135.5,10.0,8.8
1230807,52.4,50.0,144.5,10.0,5.3
1230808,37.3,30.0,142.0,4.8,4.0
1230809,41.7,50.0,98.2,5.8,8.1
1230810,72.9,59.0,102.8,8.8,5.7
1230811,59.0,56.0,76.8,6.0,5.1
1230812,50.7,44.0,103.7,6.6,5.4
1230813,23.8,54.0,75.0,6.0,7.7
1230814,69.4,29.0,59.9,9.3,9.2
1230815,60.8,41.0,80.8,7.1,5.1
1230816,42.8,63.0,121.8,9.1,7.5
1230817,36.8,31.0,102.4,6.3,7.6
1230818,42.2,45.0,115.1,8.4,7.5
1230819,27.0,37.0,100.4,6.8,8.1
1230820,37.9,39.0,77.0,7.5,7.2
1230821,56.4,48.0,113.0,6.6,5.1
1230822,17.9,38.0,102.4,6.8,7.6
1230823,40.3,42.0,132.9,7.1,8.8
1230824,46.7,35.0,133.9,7.6,6.8
1230825,46.6,16.0,92.6,8.4,6.0
1230826,27.3,45.0,103.0,5.8,8.4
1230827,27.3,48.0,77.6,5.2,6.4
1230828,61.3,61.0,78.5,9.1,6.8
1230829,26.6,40.0,85.6,10.0,8.5
1230830,60.1,22.0,112.3,8.6,8.1
1230831,37.8,31.0,87.0,9.2,10.0
1230832,61.2,50.0,138.6,6.6,6.6
1230833,38.7,41.0,111.8,8.1,8.9
1230834,,46.0,93.3,7.9,5.9
1230835,,37.0,125.4,7.5,10.0
1230836,44.7,68.0,81.6,5.9,9.4
1230837,66.7,66.0,83.9,4.8,8.4
1230838,58.4,29.0,133.7,9.1,5.2
1230839,41.6,55.0,67.3,8.4,8.0
1230840,38.3,46.0,96.3,6.2,6.2
1230841,45.4,42.0,90.5,7.7,8.3
1230842,47.9,30.0,81.7,6.5,7.5
1230843,31.8,65.0,124.6,8.6,6.9
1230844,57.6,58.0,121.6,8.0,10.0
1230845,39.0,22.0,116.9,9.5,6.0
1230846,38.7,61.0,100.6,7.4,6.4
1230847,36.9,41.0,116.0,7.1,8.3
1230848,48.5,34.0,49.9,7.3,6.3
1230849,34.6,28.0,89.9,10.0,6.4
1230850,47.0,55.0,100.9,8.2,8.6
1230851,86.5,48.0,85.3,7.4,8.6
1230852,44.2,30.0,104.6,8.6,10.0
1230853,38.5,31.0,159.6,6.8,8.1
1230854,20.0,37.0,102.8,7.7,8.8
1230855,45.8,35.0,110.3,8.7,7.3
1230856,28.4,49.0,105.1,3.3,6.9
1230857,39.4,47.0,70.0,5.2,7.5
1230858,47.3,33.0,62.8,5.3,6.4
1230859,19.0,19.0,59.5,6.7,8.9
1230860,47.4,23.0,107.0,6.7,6.0
1230861,49.6,54.0,49.0,7.9,8.4
1230862,25.5,28.0,116.1,8.2,10.0
1230863,39.1,44.0,94.9,9.4,7.1
1230864,17.5,17.0,111.3,6.7,9.1
1230865,68.6,48.0,66.8,6.6,7.8
1230866,50.0,69.0,138.8,6.5,7.4
1230867,42.3,23.0,98.5,5.9,8.5
1230868,42.5,50.0,52.7,7.5,8.2
1230869,62.0,46.0,130.8,5.4,8.0
1230870,43.6,55.0,68.2,8.9,7.3
1230871,50.0,40.0,69.5,7.6,6.2
1230872,67.8,46.0,70.1,8.4,9.7
1230873,39.8,45.0,92.2,9.6,7.7
1230874,28.6,50.0,114.7,3.8,8.5
1230875,32.6,30.0,114.0,7.0,10.0
1230876,66.4,45.0,163.0,6.3,8.7
1230877,46.4,53.0,83.4,7.9,5.7
1230878,37.5,58.0,88.6,8.5,5.6
1230879,59.6,49.0,65.9,7.8,10.0
1230880,60.0,26.0,72.6,7.4,4.7
1230881,37.9,20.0,128.0,6.9,6.1
1230882,30.4,48.0,87.4,8.6,8.2
1230883,21.4,28.0,111.3,7.2,7.7
1230884,18.1,54.0,100.8,9.7,5.0
1230885,41.0,38.0,73.7,6.4,7.4
1230886,31.6,56.0,79.4,9.9,10.0
1230887,72.9,72.0,53.1,5.4,5.9
1230888,45.9,41.0,94.9,7.6,4.9
1230889,15.9,40.0,102.0,7.3,6.2
1230890,66.3,56.0,92.4,6.1,7.4
1230891,47.4,57.0,124.8,5.2,6.6
1230892,55.6,66.0,66.9,8.6,8.7
1230893,55.2,45.0,101.2,7.2,9.0
1230894,49.4,33.0,74.9,8.6,9.3
1230895,52.9,42.0,109.5,9.9,8.6
1230896,48.6,33.0,77.6,8.2,6.9
1230897,28.4,45.0,120.3,8.6,6.4
1230898,50.5,30.0,115.9,6.6,7.3
1230899,60.4,55.0,108.3,9.3,8.8
1230900,41.8,52.0,106.5,9.5,5.9
1230901,53.3,44.0,107.1,8.1,7.7
1230902,51.3,42.0,108.3,6.9,8.8
1230903,72.2,39.0,113.3,7.3,8.9
1230904,41.2,60.0,91.1,7.4,8.2
1230905,40.6,59.0,72.0,7.9,5.6
1230906,43.2,44.0,98.9,7.2,6.9
1230907,43.5,30.0,112.8,6.8,7.1
1230908,10.9,26.0,112.8,7.0,4.4
1230909,35.4,46.0,143.3,7.2,5.9
1230910,49.5,33.0,87.5,9.0,9.3
1230911,44.9,49.0,64.7,5.8,6.5
1230912,33.0,37.0,86.4,4.3,5.0
1230913,35.0,53.0,89.4,4.9,7.9
1230914,39.7,45.0,79.9,7.5,9.0
1230915,33.0,56.0,74.0,7.6,4.6
1230916,37.3,11.0,96.6,9.0,6.9
1230917,36.9,39.0,98.3,10.0,5.9
1230918,58.4,73.0,74.0,7.0,6.0
1230919,60.2,7.0,71.4,8.8,5.7
1230920,59.0,54.0,109.2,6.3,7.6
1230921,51.4,48.0,111.8,8.9,7.1
1230922,34.4,60.0,79.5,7.6,9.3
1230923,59.4,40.0,95.7,5.4,5.6
1230924,40.3,59.0,112.4,7.7,9.5
1230925,45.3,59.0,103.3,8.0,7.2
1230926,65.1,45.0,139.1,7.8,7.4
1230927,46.3,26.0,66.4,6.8,6.0
1230928,48.7,55.0,61.1,9.4,7.8
1230929,23.8,28.0,118.1,8.9,9.3
1230930,52.3,40.0,108.8,8.2,5.9
1230931,30.3,55.0,86.3,6.2,8.9
1230932,60.2,57.0,127.2,6.6,6.2
1230933,42.2,37.0,83.9,8.4,6.5
1230934,11.5,51.0,112.8,9.8,7.6
1230935,39.6,20.0,95.5,8.8,7.1
1230936,41.6,35.0,80.6,6.9,7.0
1230937,52.3,63.0,89.4,7.4,7.2
1230938,55.1,61.0,129.3,9.1,10.0
1230939,40.1,51.0,90.3,5.3,7.4
1230940,60.2,40.0,137.7,5.1,5.6
1230941,10.0,54.0,103.9,8.8,5.4
1230942,34.3,42.0,93.7,7.4,6.8
1230943,28.3,44.0,74.9,5.8,10.0
1230944,26.2,43.0,116.9,6.9,10.0
1230945,59.4,31.0,105.2,6.7,8.6
1230946,57.4,52.0,98.0,8.0,5.4
1230947,33.4,27.0,102.5,7.0,5.8
1230948,62.7,53.0,97.0,7.9,5.4
1230949,46.5,29.0,70.1,9.6,5.8
1230950,38.7,32.0,116.4,7.5,3.6
1230951,34.6,2.0,146.4,7.1,8.1
1230952,33.3,40.0,142.5,6.4,6.3
1230953,52.1,45.0,102.6,6.5,10.0
1230954,54.8,54.0,93.7,7.0,7.8
1230955,48.6,60.0,102.1,8.7,8.3
1230956,14.2,21.0,84.5,8.4,4.5
1230957,49.4,56.0,107.0,5.0,6.4
1230958,53.5,36.0,109.4,10.0,5.4
1230959,35.0,41.0,69.9,6.4,4.7
1230960,45.6,41.0,91.8,6.4,8.1
1230961,17.0,36.0,121.9,7.0,7.3
1230962,26.6,30.0,122.5,10.0,4.9
1230963,40.1,46.0,68.5,8.2,9.2
1230964,40.4,53.0,127.4,7.6,8.1
1230965,50.3,24.0,92.9,6.3,6.2
1230966,27.2,42.0,99.3,7.5,8.0
1230967,39.9,33.0,95.9,10.0,7.4
1230968,37.7,57.0,47.2,8.5,6.3
1230969,52.9,49.0,110.5,6.5,6.1
1230970,66.3,63.0,59.8,6.7,8.3
1230971,70.8,20.0,120.8,8.1,7.7
1230972,21.5,56.0,67.4,8.6,4.9
1230973,44.3,44.0,126.5,5.5,8.3
1230974,28.3,32.0,105.8,7.8,5.3
1230975,44.0,49.0,115.2,8.3,6.4
1230976,51.3,64.0,82.1,9.1,8.5
1230977,46.2,64.0,54.8,5.4,7.0
1230978,44.3,54.0,75.5,10.0,8.5
1230979,67.2,28.0,108.0,6.6,10.0
1230980,55.8,46.0,111.4,6.5,6.1
1230981,40.9,47.0,78.5,6.5,8.1
1230982,45.4,59.0,133.1,8.1,8.5
1230983,58.1,40.0,99.5,5.8,9.1
1230984,54.1,42.0,59.0,9.8,7.4
1230985,38.6,33.0,106.7,6.5,5.9
1230986,18.4,51.0,80.7,7.4,4.9
1230987,27.2,39.0,120.6,5.5,8.3
1230988,47.2,45.0,105.6,6.4,8.7
1230989,18.2,35.0,103.8,4.2,8.7
1230990,42.7,43.0,92.8,7.2,8.2
1230991,38.2,27.0,128.1,7.0,5.6
1230992,60.0,44.0,77.3,4.6,8.6
1230993,25.2,34.0,108.4,6.9,4.3
1230994,16.0,52.0,101.0,8.0,8.4
1230995,38.7,68.0,74.2,9.2,5.6
1230996,54.5,54.0,98.1,5.8,5.5
1230997,61.0,26.0,76.3,4.5,5.1
1230998,31.4,37.0,151.0,7.0,4.4
1230999,52.1,19.0,125.4,9.9,8.6
1231000,28.3,42.0,59.2,6.7,5.2
