TicketID,WaitTime_Mins,ServiceTime_Mins,StaffCount,PeakHours,SatisfactionScore
1050581,2.9,44.9,60.5,10.9,6.4
1050582,2.7,1.0,135.7,28.9,8.3
1050583,33.0,69.0,145.3,33.6,7.9
1050584,25.0,4.5,91.7,9.5,3.6
1050585,44.5,22.2,58.9,42.5,7.8
1050586,5.1,8.7,91.0,8.3,5.5
1050587,95.1,20.6,99.8,42.1,9.5
1050588,7.6,31.4,94.9,10.8,7.9
1050589,29.0,17.9,102.4,22.1,7.7
1050590,4.3,17.0,77.7,44.1,5.8
1050591,31.0,2.5,100.8,44.5,8.5
1050592,76.2,12.5,95.3,6.6,6.0
1050593,4.2,1.8,114.8,37.7,9.0
1050594,31.5,17.1,73.9,35.1,5.7
1050595,13.9,7.1,91.7,43.9,4.6
1050596,16.6,1.0,123.2,14.9,10.0
1050597,6.0,43.4,105.8,17.6,7.3
1050598,28.7,23.8,110.6,40.3,6.8
1050599,3.3,55.3,58.5,27.0,8.7
1050600,10.4,9.6,109.0,5.6,9.2
1050601,2.9,23.4,147.4,42.4,5.6
1050602,10.2,1.0,80.0,21.6,8.4
1050603,17.9,7.0,76.3,28.1,8.2
1050604,3.7,11.9,102.1,42.3,5.4
1050605,17.9,6.1,76.0,26.2,9.0
1050606,7.3,16.5,108.0,35.1,7.6
1050607,18.3,63.4,119.7,40.3,9.0
1050608,26.7,4.1,100.5,5.9,10.0
1050609,17.3,1.0,82.0,28.2,6.9
1050610,,1.4,100.5,13.3,6.1
1050611,8.8,20.0,72.4,10.1,8.5
1050612,14.5,4.9,100.0,37.7,6.2
1050613,8.3,5.1,105.3,14.4,7.7
1050614,1.0,2.0,78.2,37.6,7.6
1050615,6.6,6.2,138.6,11.1,8.3
1050616,16.7,47.8,125.8,22.0,6.7
1050617,8.8,1.6,144.0,42.7,9.1
1050618,8.9,4.8,130.4,12.4,7.4
1050619,16.6,10.3,46.6,44.5,9.0
1050620,25.2,17.1,113.1,11.0,5.6
1050621,3.2,7.1,114.5,15.0,6.7
1050622,13.5,37.8,82.9,17.3,7.5
1050623,30.6,2.0,136.4,9.8,5.9
1050624,2.0,1.0,120.7,40.6,7.1
1050625,1.0,1.0,88.7,42.0,5.8
1050626,9.3,2.9,126.8,12.2,6.3
1050627,1.0,5.3,92.7,14.6,8.2
1050628,32.1,28.1,76.6,17.1,6.2
1050629,1.0,3.7,78.7,41.7,8.0
1050630,18.6,84.1,79.6,40.5,7.3
1050631,45.2,2.7,37.7,9.6,10.0
1050632,7.5,9.2,91.9,16.4,8.4
1050633,78.5,26.8,113.7,24.1,7.4
1050634,24.2,1.5,115.6,10.7,7.6
1050635,5.1,13.3,117.2,25.0,7.8
1050636,16.1,4.8,90.6,24.5,9.2
1050637,8.7,19.0,93.4,21.8,5.6
1050638,8.4,1.4,80.3,14.5,7.1
1050639,25.5,24.7,94.4,38.7,9.5
1050640,17.7,6.9,81.1,20.2,7.9
1050641,1.4,1.1,124.2,37.2,6.9
1050642,26.5,43.5,119.4,21.8,8.4
1050643,16.3,47.3,127.7,42.2,6.0
1050644,1.6,13.9,102.5,32.9,9.8
1050645,18.2,8.2,108.3,27.6,7.4
1050646,5.7,1.0,97.2,34.4,8.0
1050647,6.2,3.3,127.0,23.1,5.0
1050648,29.3,3.1,111.3,30.8,8.9
1050649,4.0,18.4,105.0,40.3,6.1
1050650,2.1,9.1,105.4,16.5,6.5
1050651,1.0,46.6,69.4,36.6,7.2
1050652,30.9,1.0,126.9,42.9,7.3
1050653,13.2,3.1,109.3,31.1,6.9
1050654,8.4,2.3,94.9,11.3,8.3
1050655,4.0,1.6,98.9,12.4,7.3
1050656,38.2,23.6,93.6,6.4,5.2
1050657,10.9,47.9,111.6,10.3,7.3
1050658,12.3,2.5,74.0,36.5,6.9
1050659,6.1,1.0,103.5,14.3,7.8
1050660,4.3,3.9,128.6,6.5,7.8
1050661,12.4,8.8,85.0,5.3,7.5
1050662,16.0,4.7,72.3,10.6,6.1
1050663,1.0,5.0,122.3,41.1,6.7
1050664,32.5,39.0,129.2,21.6,8.0
1050665,9.9,15.5,71.7,32.4,7.3
1050666,28.6,3.1,116.0,44.9,5.8
1050667,27.5,10.6,70.4,35.5,7.0
1050668,37.0,8.9,98.2,12.7,8.4
1050669,1.0,15.3,98.2,21.5,6.9
1050670,18.6,17.0,109.0,10.8,7.6
1050671,11.0,5.1,126.7,24.0,8.0
1050672,6.1,34.7,123.9,22.1,6.6
1050673,78.7,26.1,65.2,27.1,5.0
1050674,1.0,7.8,125.4,21.9,5.1
1050675,10.1,1.0,49.2,42.0,9.7
1050676,9.9,2.1,128.6,6.7,8.5
1050677,17.5,17.3,82.6,9.8,7.8
1050678,1.0,6.0,72.4,37.0,6.7
1050679,9.8,31.7,133.1,14.8,8.5
1050680,27.8,11.1,78.1,9.3,4.3
1050681,15.2,1.0,137.6,40.3,5.8
1050682,5.6,4.8,124.8,10.7,7.2
1050683,8.2,1.2,113.1,28.1,5.3
1050684,5.0,7.4,136.0,19.0,7.4
1050685,8.8,1.0,81.9,24.4,3.8
1050686,1.0,5.5,97.8,9.9,8.2
1050687,13.3,1.8,96.9,30.7,5.2
1050688,8.3,12.1,137.9,27.0,8.5
1050689,14.7,1.0,102.4,37.8,6.8
1050690,70.0,17.8,62.7,38.0,7.5
1050691,1.3,11.4,83.6,5.8,9.4
1050692,1.6,8.1,117.2,25.5,7.6
1050693,2.4,1.0,78.9,39.0,7.1
1050694,21.9,7.5,65.1,20.4,8.6
1050695,20.1,43.9,90.6,10.2,8.1
1050696,45.8,9.2,123.9,27.8,6.6
1050697,12.0,12.8,96.6,24.9,7.1
1050698,20.1,12.1,62.8,26.1,7.1
1050699,8.2,2.4,93.6,12.8,7.7
1050700,22.0,54.9,71.9,21.1,7.4
1050701,31.2,35.4,121.1,37.7,7.2
1050702,28.6,4.4,100.7,17.7,7.2
1050703,48.1,11.0,145.4,26.8,8.1
1050704,11.9,27.3,138.2,11.2,7.2
1050705,10.8,2.3,84.8,41.8,6.5
1050706,2.6,7.3,135.8,23.4,6.0
1050707,1.0,11.9,124.0,21.0,10.0
1050708,,14.3,84.6,25.7,10.0
1050709,33.4,27.9,88.6,34.3,8.5
1050710,14.5,16.1,61.6,12.5,7.9
1050711,12.8,28.6,87.1,38.3,7.5
1050712,2.2,1.6,145.8,11.6,5.0
1050713,14.7,23.6,49.3,33.0,6.8
1050714,17.7,6.9,88.1,24.3,9.3
1050715,2.0,3.5,83.6,33.1,6.2
1050716,14.7,17.3,116.0,24.0,7.3
1050717,9.0,21.7,101.7,23.1,7.5
1050718,37.5,41.9,91.5,12.0,8.3
1050719,43.7,29.8,108.1,27.4,4.9
1050720,17.5,1.0,76.5,19.0,10.0
1050721,19.3,25.6,85.2,30.0,7.2
1050722,31.6,4.1,92.1,15.6,4.1
1050723,23.9,4.4,74.2,17.2,6.2
1050724,10.4,3.2,92.1,40.8,6.9
1050725,1.2,4.8,93.0,16.2,4.8
1050726,16.9,12.4,70.9,6.6,8.2
1050727,23.7,8.8,103.4,33.7,5.8
1050728,24.8,25.5,98.1,44.3,8.9
1050729,34.9,11.3,77.2,42.8,8.3
1050730,21.3,9.9,84.2,18.7,4.8
1050731,24.4,1.6,108.2,34.4,8.8
1050732,60.1,7.2,113.6,27.5,10.0
1050733,26.9,11.4,124.2,16.4,7.3
1050734,1.0,14.2,68.4,23.7,6.3
1050735,14.0,17.5,62.5,12.7,5.8
1050736,51.5,7.2,98.3,8.1,9.8
1050737,25.1,3.3,92.6,10.5,6.1
1050738,4.0,6.8,87.1,22.0,7.2
1050739,6.5,22.6,34.9,15.7,7.8
1050740,16.8,12.8,114.0,19.0,9.0
1050741,11.3,13.1,112.6,40.4,7.2
1050742,2.2,6.4,91.3,24.7,6.2
1050743,8.7,14.5,90.1,10.7,5.6
1050744,9.8,19.3,70.0,30.6,5.4
1050745,65.6,3.3,131.3,16.6,8.1
1050746,7.8,26.0,81.9,5.5,9.5
1050747,7.0,17.3,94.1,40.4,3.6
1050748,18.1,47.5,90.4,17.7,7.5
1050749,16.2,10.4,54.8,24.3,7.9
1050750,23.7,15.3,104.3,16.7,6.3
1050751,31.1,20.0,45.4,21.9,3.7
1050752,21.6,10.8,82.4,10.6,8.9
1050753,1.0,11.1,138.9,20.4,10.0
1050754,4.3,23.2,114.4,24.1,8.1
1050755,1.7,19.8,90.1,13.1,7.6
1050756,8.5,8.2,118.4,6.0,8.1
1050757,31.4,2.6,131.2,16.1,6.6
1050758,24.6,9.7,105.1,15.8,6.8
1050759,9.3,17.3,47.1,41.5,7.7
1050760,9.6,11.5,35.5,20.7,5.4
1050761,1.5,12.2,88.6,9.8,6.6
1050762,28.4,8.9,84.0,40.8,6.7
1050763,1.0,1.2,117.7,17.2,8.1
1050764,5.8,1.5,101.7,12.0,7.5
1050765,1.0,3.6,88.7,25.7,5.8
1050766,3.9,2.8,36.0,22.1,9.1
1050767,5.9,8.9,75.4,9.9,8.2
1050768,9.9,1.3,127.2,18.2,7.4
1050769,9.0,33.5,70.8,42.5,7.0
1050770,10.7,24.6,78.4,22.4,7.3
1050771,1.3,1.9,106.9,22.9,9.0
1050772,16.3,15.6,76.3,18.0,7.1
1050773,12.6,1.0,113.6,5.8,7.1
1050774,6.5,3.7,76.3,6.1,6.1
1050775,7.0,6.8,132.7,18.9,6.5
1050776,53.5,5.8,110.4,42.8,7.3
1050777,30.7,3.0,57.9,8.6,6.0
1050778,23.3,4.6,122.7,20.7,7.4
1050779,36.2,24.5,111.4,8.5,6.2
1050780,39.6,5.1,98.7,38.1,5.2
1050781,8.2,3.8,72.3,31.8,5.0
1050782,10.6,20.9,94.4,8.3,7.1
1050783,21.1,46.7,91.4,5.1,7.3
1050784,20.8,1.0,129.2,21.6,6.5
1050785,1.0,6.9,112.0,42.1,5.3
1050786,26.0,11.7,96.1,40.3,8.9
1050787,10.6,9.2,86.0,22.4,9.3
1050788,4.5,52.8,115.9,5.0,8.8
1050789,17.2,1.0,57.1,28.2,4.4
1050790,11.3,3.5,107.9,17.5,6.9
1050791,1.0,26.1,56.0,11.6,8.5
1050792,4.0,14.7,74.8,6.7,8.2
1050793,5.8,8.7,97.8,20.1,7.7
1050794,73.1,4.4,129.1,23.3,6.1
1050795,7.1,6.5,165.1,28.9,6.8
1050796,17.8,11.5,132.0,27.8,7.9
1050797,4.6,11.4,105.7,43.3,6.2
1050798,22.6,4.8,112.0,25.9,6.3
1050799,7.9,4.0,132.0,44.9,10.0
1050800,4.0,12.7,102.4,20.4,8.7
1050801,21.0,9.0,109.2,12.5,10.0
1050802,29.3,16.3,75.9,31.4,9.7
1050803,,27.2,121.7,16.6,7.5
1050804,5.6,13.6,142.7,34.2,6.1
1050805,2.7,63.4,145.6,36.3,9.5
1050806,40.3,5.5,88.1,34.6,8.4
1050807,1.1,15.0,86.2,7.2,6.7
1050808,8.0,3.3,120.3,26.8,6.1
1050809,1.1,7.5,81.4,29.0,7.6
1050810,1.4,18.6,87.0,37.6,7.2
1050811,21.9,1.0,115.4,7.9,6.3
1050812,19.1,3.3,139.0,44.9,6.1
1050813,16.0,37.8,125.9,15.0,7.0
1050814,38.8,3.2,67.9,42.6,7.5
1050815,12.9,4.4,69.8,33.5,4.0
1050816,19.7,7.0,130.8,27.4,8.3
1050817,2.2,27.3,84.7,23.1,3.5
1050818,28.1,30.0,113.7,16.1,6.6
1050819,11.6,23.0,87.2,41.6,7.7
1050820,7.3,4.9,80.5,20.8,5.2
1050821,26.3,15.1,113.1,19.3,9.2
1050822,7.5,42.0,84.3,16.5,8.3
1050823,16.6,4.1,74.1,19.8,10.0
1050824,16.7,39.6,91.0,38.5,7.5
1050825,18.0,46.8,88.5,21.7,8.6
1050826,5.1,13.5,66.7,35.2,7.3
1050827,10.6,2.3,100.9,26.5,8.6
1050828,6.5,1.0,104.0,43.4,7.6
1050829,18.0,9.4,121.6,19.9,7.8
1050830,1.1,12.0,62.8,44.3,8.9
1050831,27.0,1.3,87.6,40.1,2.5
1050832,48.8,10.5,110.7,43.4,8.6
1050833,4.7,4.9,51.7,26.1,5.6
1050834,16.2,3.5,95.6,6.7,9.1
1050835,,2.1,79.8,23.7,8.3
1050836,20.0,9.3,101.8,29.0,6.6
1050837,12.8,11.3,95.9,33.0,5.4
1050838,4.4,8.3,76.3,16.5,7.8
1050839,17.5,17.5,124.2,29.7,6.1
1050840,,3.4,108.7,23.1,7.7
1050841,11.8,1.2,142.3,35.8,8.5
1050842,2.9,2.1,96.3,35.3,6.8
1050843,5.9,5.5,82.0,34.0,8.7
1050844,60.7,11.2,99.9,9.7,8.4
1050845,9.4,26.3,104.9,25.9,8.8
1050846,9.5,6.2,138.2,6.5,7.1
1050847,8.7,12.2,101.1,41.9,5.8
1050848,1.0,6.1,85.3,42.4,5.9
1050849,23.2,15.8,60.2,19.8,8.5
1050850,13.8,1.3,117.1,24.3,3.6
1050851,12.3,20.5,79.6,18.0,7.0
1050852,5.2,6.5,89.5,24.2,8.0
1050853,5.7,20.1,82.3,22.2,4.1
1050854,7.4,22.8,121.4,14.6,8.6
1050855,2.9,2.3,64.4,30.7,7.1
1050856,6.8,6.6,130.9,5.3,8.8
1050857,16.5,7.2,95.5,19.8,8.5
1050858,30.6,3.3,115.6,21.0,6.7
1050859,,36.2,101.7,26.8,8.5
1050860,2.0,2.2,125.0,33.4,6.8
1050861,3.5,15.4,109.8,43.1,8.2
1050862,1.8,12.0,89.5,9.0,7.3
1050863,8.9,11.6,142.2,7.9,8.1
1050864,10.1,3.8,132.8,37.2,8.9
1050865,11.3,20.0,82.6,15.9,7.1
1050866,1.0,1.0,109.3,41.0,10.0
1050867,9.6,7.3,85.1,20.0,6.9
1050868,9.7,4.2,98.5,22.2,9.4
1050869,7.1,7.7,74.7,36.6,5.5
1050870,6.0,10.5,74.1,18.2,7.0
1050871,33.9,20.1,105.1,40.0,7.4
1050872,33.6,24.9,102.4,24.4,8.5
1050873,2.3,13.4,85.9,35.3,6.4
1050874,112.0,41.1,118.1,41.3,6.0
1050875,1.0,4.6,115.3,32.3,9.1
1050876,31.8,47.8,121.9,42.4,10.0
1050877,7.9,21.1,90.9,18.6,7.5
1050878,1.4,2.9,84.2,28.6,9.4
1050879,14.0,5.1,115.1,31.2,10.0
1050880,20.0,4.5,128.8,5.5,9.4
1050881,13.7,8.4,90.1,21.0,7.3
1050882,47.8,1.9,118.9,9.0,7.2
1050883,10.4,11.7,122.3,33.5,8.3
1050884,25.3,26.4,135.2,34.4,8.1
1050885,24.2,7.5,112.0,10.2,7.6
1050886,26.5,3.6,108.2,28.1,7.2
1050887,36.9,7.1,112.3,7.4,8.6
1050888,1.0,1.0,86.0,18.5,7.3
1050889,15.3,18.8,88.6,33.9,8.1
1050890,1.0,10.6,118.9,16.5,6.7
1050891,23.2,15.9,96.2,22.5,7.3
1050892,3.6,6.5,86.9,8.3,8.2
1050893,16.9,52.4,117.1,40.4,7.5
1050894,1.0,20.6,135.6,17.1,4.2
1050895,8.1,1.0,88.5,41.4,7.8
1050896,6.8,16.6,99.7,35.6,7.4
1050897,7.4,15.2,102.0,33.3,9.9
1050898,1.0,6.0,75.9,42.9,6.3
1050899,1.2,6.6,83.6,9.8,7.4
1050900,27.7,7.9,121.1,43.2,6.7
1050901,27.1,2.4,83.7,41.9,6.7
1050902,6.5,5.4,118.6,12.0,8.3
1050903,3.6,27.0,80.3,21.4,6.6
1050904,1.0,6.5,160.5,40.3,6.8
1050905,10.1,4.5,61.6,5.4,8.4
1050906,7.2,8.3,163.6,42.9,7.0
1050907,27.4,26.0,77.2,5.1,4.7
1050908,16.6,11.8,88.7,14.5,8.3
1050909,30.7,3.3,101.4,21.6,7.2
1050910,1.5,4.0,102.1,5.7,5.1
1050911,1.0,21.7,88.6,33.6,7.2
1050912,25.5,43.6,61.8,36.5,7.4
1050913,1.8,8.7,88.9,33.6,9.4
1050914,1.4,11.4,80.6,18.3,6.4
1050915,4.6,23.1,134.9,21.1,6.9
1050916,13.2,12.8,119.6,31.0,8.2
1050917,21.6,9.5,104.1,17.4,5.5
1050918,14.2,14.6,93.4,18.4,7.8
1050919,22.0,10.9,100.7,19.7,6.7
1050920,10.0,15.9,104.6,25.2,8.6
1050921,4.6,2.1,83.8,39.2,10.0
1050922,35.1,1.0,88.3,16.5,4.6
1050923,38.1,27.3,100.9,38.3,9.6
1050924,20.5,5.4,85.8,30.4,7.6
1050925,13.2,24.1,111.9,7.0,8.4
1050926,26.5,9.3,145.5,8.4,6.0
1050927,6.1,18.6,95.9,23.5,7.6
1050928,33.7,31.3,138.0,21.1,6.7
1050929,20.7,6.5,96.7,30.6,5.5
1050930,7.2,42.9,93.1,18.0,6.5
1050931,7.4,20.0,109.8,30.3,5.4
1050932,48.6,14.2,124.8,37.0,7.9
1050933,2.9,1.0,98.4,18.6,9.6
1050934,5.0,5.2,111.1,27.3,4.6
1050935,3.4,55.3,112.0,35.7,8.9
1050936,28.9,1.0,96.7,35.0,7.8
1050937,14.7,6.4,104.6,18.3,6.5
1050938,18.4,12.3,89.9,16.2,6.2
1050939,3.9,1.3,89.6,41.8,5.6
1050940,12.1,4.3,89.8,16.2,8.8
1050941,1.3,89.1,72.3,28.4,6.8
1050942,23.2,4.0,122.6,32.4,7.7
1050943,27.3,18.9,100.6,36.0,5.9
1050944,17.0,45.6,76.7,15.2,7.7
1050945,9.9,1.8,69.6,8.1,9.7
1050946,18.8,31.5,83.1,9.8,7.0
1050947,24.5,53.5,71.3,17.5,7.6
1050948,36.4,20.4,75.5,40.9,5.6
1050949,1.6,39.3,88.2,42.0,6.0
1050950,2.0,32.7,103.2,41.0,8.1
1050951,2.4,26.8,67.1,22.4,9.3
1050952,5.5,3.3,118.6,29.5,5.5
1050953,8.2,2.8,84.9,7.3,10.0
1050954,22.2,2.4,113.6,38.3,8.4
1050955,2.0,19.5,112.7,9.4,7.3
1050956,4.5,4.1,95.4,44.7,6.6
1050957,27.3,45.2,84.5,29.9,8.2
1050958,6.3,37.9,151.5,41.1,8.7
1050959,25.8,35.5,131.8,27.5,4.7
1050960,1.0,15.9,103.6,42.5,9.7
1050961,8.3,4.8,119.4,36.5,5.9
1050962,8.4,9.6,107.9,7.0,8.3
1050963,7.8,1.0,109.3,30.0,9.9
1050964,1.0,24.2,72.1,5.3,7.4
1050965,7.9,5.5,120.7,36.5,7.8
1050966,18.6,18.7,142.3,23.3,9.0
1050967,16.8,37.5,118.1,29.0,7.1
1050968,11.6,7.9,123.4,22.9,7.8
1050969,4.1,17.2,123.2,10.0,7.5
1050970,14.3,7.9,140.7,20.6,8.9
1050971,8.2,14.7,53.9,13.8,9.0
1050972,2.2,9.0,109.2,12.3,8.8
1050973,21.3,1.4,84.3,6.0,8.8
1050974,11.6,14.8,105.5,23.8,6.0
1050975,37.0,12.6,109.8,40.7,8.3
1050976,12.7,14.8,98.1,24.9,6.7
1050977,9.2,9.2,110.2,26.3,8.5
1050978,10.7,12.0,106.6,39.7,7.0
1050979,4.8,2.9,94.2,25.6,6.6
1050980,17.7,2.1,98.3,34.2,5.5
1050981,7.6,22.5,91.0,31.7,6.0
1050982,14.3,12.9,109.6,24.4,7.5
1050983,32.4,67.1,126.0,41.2,8.7
1050984,52.5,5.9,83.8,34.3,7.9
1050985,17.6,3.0,105.7,23.7,7.5
1050986,19.9,17.2,107.8,6.8,7.4
1050987,12.0,1.2,97.2,40.9,9.2
1050988,17.0,7.9,70.0,17.1,5.0
1050989,13.2,19.6,112.2,42.0,6.7
1050990,1.0,7.6,122.9,8.4,10.0
1050991,16.7,10.3,128.7,31.7,5.8
1050992,70.1,25.5,125.6,12.6,8.3
1050993,1.0,1.0,139.4,40.1,5.2
1050994,6.6,40.0,91.9,39.4,5.3
1050995,7.4,53.3,81.8,23.5,7.6
1050996,7.4,35.5,104.2,26.5,9.2
1050997,9.5,41.9,141.2,8.7,7.4
1050998,7.4,1.0,127.8,27.7,4.8
1050999,15.0,16.5,71.7,6.3,9.8
1051000,37.8,2.1,60.7,42.9,6.4
