TurbineID,WindSpeed_mps,WindDirectionDeviation,GearboxTemp,DailyOutput_MWh,MaintenanceRequired
1530633,5.9,9.6,151.6,163.5,1
1530634,14.7,19.3,114.2,253.6,1
1530635,20.0,10.7,79.7,275.6,1
1530636,19.2,17.7,136.5,239.0,1
1530637,17.5,4.3,125.1,221.1,1
1530638,8.1,12.6,101.8,229.4,0
1530639,15.3,12.7,107.6,177.2,1
1530640,8.7,8.2,136.0,108.0,0
1530641,13.6,15.9,117.8,223.0,0
1530642,5.2,6.8,152.9,290.5,0
1530643,6.9,24.4,150.5,185.5,1
1530644,14.1,9.6,150.3,94.7,1
1530645,10.4,6.5,100.4,218.2,0
1530646,14.5,17.0,99.5,199.4,0
1530647,11.7,2.7,136.5,297.3,0
1530648,9.3,8.9,119.6,259.8,1
1530649,8.7,16.3,179.0,353.8,1
1530650,7.4,5.1,126.1,336.1,0
1530651,15.6,14.6,84.5,258.8,0
1530652,16.2,19.0,128.7,204.6,0
1530653,18.8,13.9,113.6,233.9,1
1530654,8.8,9.4,134.7,150.9,1
1530655,15.9,17.3,129.0,442.8,0
1530656,21.6,13.6,78.1,30.0,0
1530657,8.4,16.4,96.6,415.7,1
1530658,11.5,11.8,50.2,174.4,0
1530659,13.1,6.9,45.6,278.1,0
1530660,6.4,20.8,82.4,146.4,0
1530661,14.0,17.3,75.6,175.6,1
1530662,7.6,8.9,57.8,323.1,0
1530663,8.0,19.9,109.8,436.8,1
1530664,11.5,13.1,91.7,367.1,0
1530665,16.7,9.0,135.7,191.6,0
1530666,11.2,10.1,99.9,267.6,1
1530667,15.4,13.5,107.4,261.1,0
1530668,8.5,3.7,97.8,289.7,0
1530669,23.1,8.3,71.9,225.7,0
1530670,2.2,12.8,121.7,410.6,1
1530671,10.9,18.7,136.0,171.2,1
1530672,6.7,13.5,122.4,209.9,1
1530673,11.0,15.5,144.0,223.0,1
1530674,6.7,10.8,120.7,296.8,0
1530675,7.5,8.7,140.1,279.0,0
1530676,16.4,15.9,75.3,238.0,1
1530677,22.3,7.7,78.5,246.6,0
1530678,18.2,3.4,103.5,201.8,0
1530679,9.3,12.3,113.6,164.3,1
1530680,20.6,2.4,137.1,173.4,1
1530681,11.5,10.2,113.7,295.0,0
1530682,11.0,13.6,132.3,256.0,1
1530683,5.8,5.4,94.7,347.9,1
1530684,1.0,11.5,159.0,150.3,1
1530685,7.0,14.9,114.8,246.1,0
1530686,10.1,4.7,138.9,263.2,1
1530687,5.6,18.3,63.0,310.7,0
1530688,10.5,8.6,86.3,175.7,0
1530689,8.8,3.6,130.8,310.7,0
1530690,5.3,13.1,121.4,294.2,0
1530691,10.0,11.5,88.5,120.9,0
1530692,18.8,11.1,106.1,246.4,0
1530693,10.1,12.3,132.5,173.4,1
1530694,5.5,14.2,109.2,302.9,1
1530695,12.7,20.5,174.2,302.1,1
1530696,14.6,8.9,120.8,271.7,1
1530697,5.8,4.9,127.8,257.4,0
1530698,14.4,4.9,90.9,249.8,0
1530699,15.7,1.0,155.8,133.6,0
1530700,10.4,16.1,128.5,250.9,1
1530701,7.7,10.7,150.0,96.9,1
1530702,7.4,9.7,199.5,278.4,0
1530703,11.0,10.0,106.6,247.5,0
1530704,10.5,21.2,124.1,250.1,0
1530705,17.6,11.2,122.5,229.2,0
1530706,26.8,12.5,174.1,222.2,1
1530707,5.5,13.1,110.5,128.8,0
1530708,20.7,5.6,111.4,124.0,1
1530709,8.3,8.0,139.5,431.5,1
1530710,10.4,12.5,120.6,236.3,1
1530711,7.5,19.9,99.1,379.3,1
1530712,9.7,7.1,115.4,119.7,0
1530713,10.7,12.5,105.5,247.8,0
1530714,6.2,5.8,173.2,167.3,1
1530715,12.8,6.4,97.8,199.3,0
1530716,10.6,1.8,131.7,307.1,0
1530717,15.6,6.6,143.6,268.0,1
1530718,5.8,13.1,153.3,349.6,0
1530719,11.9,15.4,101.2,310.5,0
1530720,12.6,6.8,128.8,255.7,0
1530721,20.1,9.1,130.3,45.1,0
1530722,20.0,9.3,149.2,361.0,0
1530723,15.2,14.5,153.7,323.4,1
1530724,16.0,1.0,77.1,293.0,1
1530725,14.8,5.2,88.4,240.9,1
1530726,1.0,9.8,157.7,170.7,1
1530727,8.1,13.1,102.8,80.3,1
1530728,12.7,7.1,49.3,319.3,0
1530729,14.1,11.2,101.8,342.3,0
1530730,17.2,18.5,104.6,149.5,0
1530731,11.8,14.4,168.5,159.9,0
1530732,16.1,,74.8,180.6,0
1530733,16.7,13.7,139.4,192.1,1
1530734,7.1,19.8,60.8,342.3,0
1530735,8.2,10.2,71.2,389.0,0
1530736,11.9,12.0,86.4,302.6,0
1530737,9.6,12.2,84.8,149.4,0
1530738,15.6,6.8,149.7,233.3,0
1530739,6.9,12.9,133.7,198.7,0
1530740,11.0,12.4,134.9,282.4,1
1530741,8.2,23.3,122.4,205.2,1
1530742,19.0,12.5,75.2,213.2,0
1530743,14.3,15.6,114.4,413.2,0
1530744,11.4,12.4,145.0,176.4,1
1530745,19.9,2.3,78.3,203.7,0
1530746,10.0,11.8,129.6,181.0,0
1530747,15.0,14.5,128.0,369.9,0
1530748,8.3,12.4,113.4,303.8,0
1530749,16.3,12.4,106.3,173.9,0
1530750,15.6,4.2,166.3,272.2,1
1530751,5.1,17.6,183.8,155.2,1
1530752,6.7,17.6,73.7,378.9,0
1530753,13.9,4.5,121.7,314.5,1
1530754,8.6,7.0,100.0,416.8,0
1530755,11.5,21.4,119.0,264.9,0
1530756,9.8,20.9,106.5,313.6,0
1530757,18.4,13.2,132.0,208.0,1
1530758,10.0,17.1,133.3,214.0,1
1530759,15.5,15.5,149.9,246.7,1
1530760,12.1,9.3,118.3,390.6,0
1530761,8.4,9.5,151.4,298.3,1
1530762,11.0,3.5,119.9,402.6,0
1530763,20.8,7.7,130.0,199.4,1
1530764,21.7,16.0,152.4,317.1,1
1530765,11.6,2.5,103.7,341.3,0
1530766,1.0,7.3,96.4,354.2,0
1530767,15.9,10.1,73.8,267.9,0
1530768,10.3,15.0,29.2,486.4,1
1530769,20.6,14.3,182.0,345.3,1
1530770,13.3,17.7,112.6,347.1,1
1530771,17.1,13.9,161.1,112.2,1
1530772,4.9,18.7,31.1,166.2,0
1530773,12.4,9.2,149.2,138.3,0
1530774,19.5,12.1,68.0,274.2,0
1530775,13.6,17.3,91.5,358.3,0
1530776,15.5,7.8,110.4,228.9,0
1530777,12.2,7.2,97.4,421.4,0
1530778,16.7,12.0,148.2,437.1,0
1530779,15.6,8.2,111.4,257.6,0
1530780,11.0,14.9,115.5,181.4,1
1530781,9.7,4.3,100.5,311.8,0
1530782,18.6,22.7,166.3,314.8,1
1530783,6.8,12.2,110.8,319.9,0
1530784,7.9,,89.9,333.0,1
1530785,9.3,15.2,121.6,169.6,0
1530786,5.5,20.5,119.3,476.7,1
1530787,2.8,8.5,156.2,241.9,1
1530788,17.6,7.5,129.6,319.7,1
1530789,15.5,3.0,100.3,311.1,1
1530790,8.6,14.0,70.6,439.2,1
1530791,11.5,1.4,115.4,190.8,1
1530792,16.2,11.4,132.8,207.2,0
1530793,18.0,12.4,206.2,244.2,1
1530794,14.5,9.8,95.9,286.1,0
1530795,12.1,6.4,114.3,251.1,0
1530796,14.0,14.4,97.8,304.9,0
1530797,16.1,13.6,119.0,296.6,1
1530798,17.9,9.0,101.9,137.5,0
1530799,16.4,12.0,100.5,122.1,0
1530800,13.9,11.8,149.4,329.6,0
1530801,11.1,11.4,82.6,150.8,0
1530802,11.4,11.6,97.5,261.0,0
1530803,3.0,12.8,85.3,329.0,0
1530804,13.8,12.6,133.9,320.7,1
1530805,18.8,13.9,181.5,288.7,0
1530806,20.3,5.2,84.7,364.5,1
1530807,11.5,9.2,112.7,283.0,0
1530808,15.7,12.8,117.9,171.3,1
1530809,14.7,8.3,159.8,195.4,1
1530810,9.3,8.3,93.1,165.0,0
1530811,15.5,10.2,63.9,130.2,0
1530812,3.2,12.6,160.4,165.0,1
1530813,3.4,12.8,88.2,226.7,0
1530814,10.6,18.9,74.0,265.1,0
1530815,10.2,8.0,101.1,179.7,0
1530816,16.7,14.0,164.1,394.4,1
1530817,16.6,11.0,157.3,193.0,0
1530818,14.2,14.7,141.0,273.6,1
1530819,14.5,15.5,120.1,360.1,1
1530820,7.9,12.7,111.8,441.2,1
1530821,17.4,11.6,174.7,144.7,1
1530822,9.7,10.1,108.4,247.6,0
1530823,8.8,12.1,135.9,346.9,1
1530824,10.8,15.5,156.6,245.9,1
1530825,10.8,9.7,108.9,271.3,1
1530826,10.6,4.0,140.1,211.2,1
1530827,9.9,13.7,83.4,338.5,0
1530828,12.4,13.7,134.4,362.2,0
1530829,11.2,13.8,121.6,193.7,1
1530830,11.3,2.8,32.8,209.3,0
1530831,10.2,9.9,74.3,375.0,0
1530832,7.9,3.5,112.9,233.3,1
1530833,5.7,15.0,120.7,77.7,0
1530834,9.9,19.4,133.5,204.5,0
1530835,21.0,12.9,193.5,158.4,1
1530836,12.1,12.2,179.5,365.3,1
1530837,5.9,9.4,127.7,105.3,1
1530838,2.8,6.4,145.3,242.5,1
1530839,13.2,12.5,178.9,114.1,1
1530840,9.5,22.5,169.9,178.2,1
1530841,11.8,6.0,104.9,294.8,0
1530842,8.3,19.1,111.5,154.4,0
1530843,14.4,9.6,162.6,416.9,1
1530844,18.6,5.9,87.7,309.4,0
1530845,1.4,13.8,108.2,343.1,1
1530846,20.3,8.5,119.5,335.8,0
1530847,19.0,12.0,126.0,376.8,1
1530848,8.3,9.5,153.6,264.3,1
1530849,9.5,7.5,145.8,254.4,1
1530850,11.8,11.6,164.8,214.3,1
1530851,9.9,11.1,117.7,408.7,1
1530852,16.5,11.1,86.3,186.1,0
1530853,19.6,15.4,111.2,242.4,0
1530854,15.5,11.4,73.8,156.1,0
1530855,5.4,7.5,86.5,150.2,0
1530856,16.4,19.2,153.8,185.0,1
1530857,3.4,19.5,52.1,274.2,0
1530858,8.9,17.8,138.3,246.6,0
1530859,9.0,8.0,160.2,288.0,1
1530860,17.4,9.0,92.4,328.4,0
1530861,16.4,20.0,149.8,286.9,1
1530862,12.5,20.3,119.1,131.6,0
1530863,19.3,18.3,88.3,245.0,0
1530864,10.0,12.8,128.5,243.7,1
1530865,13.4,12.7,79.0,295.4,0
1530866,17.4,6.9,160.4,292.6,0
1530867,10.0,9.5,160.2,322.4,1
1530868,14.5,10.1,122.2,163.3,0
1530869,4.8,22.1,144.0,356.2,1
1530870,14.8,14.9,116.3,325.1,0
1530871,13.6,9.8,102.1,277.6,0
1530872,14.7,7.2,193.7,333.2,1
1530873,1.9,11.8,80.6,267.3,0
1530874,13.8,5.6,97.1,325.1,0
1530875,13.7,9.5,125.6,303.2,0
1530876,13.0,14.4,120.2,310.7,1
1530877,10.6,14.4,162.1,310.3,1
1530878,9.6,10.6,103.5,286.0,0
1530879,10.2,18.3,169.7,171.5,1
1530880,11.8,13.8,83.2,397.6,0
1530881,15.3,12.4,119.6,235.7,0
1530882,17.0,13.8,81.5,236.2,1
1530883,16.1,14.5,143.6,218.5,1
1530884,4.9,11.4,114.5,383.3,0
1530885,13.6,18.2,148.8,197.8,1
1530886,7.6,16.9,82.9,267.3,0
1530887,18.1,8.4,144.5,235.1,0
1530888,11.0,16.8,135.1,286.5,1
1530889,19.8,17.1,161.4,361.3,1
1530890,16.4,18.9,103.2,323.7,1
1530891,14.6,12.6,127.9,204.7,1
1530892,18.3,5.2,101.6,468.9,0
1530893,19.4,20.7,157.0,272.9,1
1530894,14.3,11.6,161.3,212.1,1
1530895,5.5,4.6,91.9,307.5,0
1530896,14.0,3.8,101.0,211.7,0
1530897,19.3,14.6,159.2,438.1,1
1530898,9.8,,122.5,312.9,0
1530899,9.7,1.0,134.5,144.1,0
1530900,15.2,9.6,174.5,243.8,0
1530901,9.8,9.9,111.6,262.6,0
1530902,22.3,12.8,135.4,295.2,0
1530903,3.5,15.0,88.1,206.1,0
1530904,14.3,9.7,73.2,267.3,0
1530905,6.6,10.2,88.4,317.8,0
1530906,8.5,6.3,103.0,157.1,0
1530907,9.2,,135.0,257.4,1
1530908,17.2,8.9,86.0,315.6,1
1530909,15.8,17.1,108.4,137.0,0
1530910,10.2,5.6,94.3,176.7,0
1530911,8.3,1.2,165.2,169.7,1
1530912,9.2,9.0,100.6,365.4,0
1530913,4.4,2.2,125.4,185.7,1
1530914,11.1,3.3,214.0,152.9,1
1530915,11.2,11.7,158.1,195.5,1
1530916,8.2,7.9,76.3,138.4,0
1530917,10.8,20.1,95.6,171.3,0
1530918,12.2,14.5,115.1,345.6,1
1530919,12.7,26.0,85.4,382.8,0
1530920,6.0,14.0,108.1,228.9,0
1530921,12.7,7.5,170.5,284.1,1
1530922,12.8,9.5,117.3,273.7,1
1530923,8.2,22.7,95.9,286.9,1
1530924,12.8,19.3,153.0,137.3,1
1530925,14.4,11.9,135.2,178.6,1
1530926,9.7,9.1,124.0,317.7,1
1530927,19.6,6.3,102.2,211.5,0
1530928,10.6,8.8,125.0,229.7,1
1530929,12.9,13.4,105.9,284.7,0
1530930,14.6,11.4,111.0,189.0,1
1530931,13.7,16.7,112.5,281.5,1
1530932,10.1,5.3,88.4,301.3,0
1530933,17.5,2.9,67.8,329.9,0
1530934,5.9,10.7,82.9,351.4,0
1530935,12.7,10.2,153.6,236.9,1
1530936,16.8,5.7,132.4,86.8,1
1530937,13.3,7.3,186.6,282.9,1
1530938,13.0,12.7,174.7,241.1,0
1530939,16.9,9.4,147.6,265.5,0
1530940,12.7,10.6,161.7,168.9,0
1530941,12.8,12.5,137.8,282.6,0
1530942,12.2,12.6,95.3,247.8,0
1530943,18.9,14.1,170.2,305.8,1
1530944,13.8,8.2,59.2,313.8,0
1530945,10.4,13.6,132.4,128.8,1
1530946,12.6,14.9,102.7,214.2,0
1530947,13.7,8.6,116.0,289.3,0
1530948,11.8,15.8,97.2,276.6,1
1530949,20.0,10.1,141.0,252.6,1
1530950,12.1,5.0,157.1,97.5,1
1530951,14.6,23.5,144.0,282.1,1
1530952,12.4,13.3,111.6,264.2,0
1530953,12.8,,52.7,303.3,0
1530954,7.7,19.3,102.7,182.6,0
1530955,5.1,21.5,139.4,312.5,1
1530956,8.8,10.0,108.5,179.2,1
1530957,13.4,16.4,100.5,223.3,0
1530958,11.4,17.6,124.2,313.8,1
1530959,14.7,1.0,186.3,159.9,1
1530960,15.4,10.6,127.3,263.5,0
1530961,15.8,7.4,160.0,130.0,1
1530962,8.2,8.2,138.8,399.8,1
1530963,2.8,9.4,104.7,273.7,0
1530964,8.4,14.9,163.6,330.1,1
1530965,17.9,12.8,128.1,303.5,0
1530966,6.7,12.0,186.1,285.4,1
1530967,8.0,11.9,127.0,231.7,0
1530968,13.0,7.3,62.2,348.8,1
1530969,4.2,12.3,121.8,151.4,1
1530970,21.9,3.1,66.5,115.1,0
1530971,7.1,7.6,155.1,257.6,0
1530972,14.5,14.5,166.4,311.9,1
1530973,14.8,12.3,61.8,130.4,0
1530974,16.9,21.9,126.8,259.7,0
1530975,5.2,12.8,110.0,255.1,1
1530976,20.1,21.9,145.9,291.2,1
1530977,9.2,5.3,81.4,259.3,0
1530978,20.8,12.6,58.4,173.8,0
1530979,11.6,12.7,105.5,223.6,0
1530980,19.2,8.6,136.5,197.8,1
1530981,7.3,13.6,87.1,333.4,0
1530982,6.4,9.5,93.5,298.8,0
1530983,20.4,18.9,92.5,167.8,0
1530984,2.6,18.7,105.8,200.9,1
1530985,19.5,9.6,98.3,313.1,0
1530986,9.4,15.5,100.6,210.8,1
1530987,15.0,16.2,145.7,329.0,1
1530988,8.5,7.4,148.0,316.5,0
1530989,9.4,1.0,137.9,171.0,1
1530990,8.6,10.9,145.8,152.1,1
1530991,12.4,20.6,121.7,397.0,1
1530992,18.1,13.7,119.3,343.9,1
1530993,9.9,1.0,121.0,262.6,1
1530994,10.2,8.6,131.2,415.8,0
1530995,18.0,17.0,90.3,219.5,0
1530996,6.8,9.2,103.6,239.1,1
1530997,13.1,15.6,111.5,218.8,1
1530998,6.7,19.6,118.3,266.6,1
1530999,12.1,2.0,96.0,323.2,0
1531000,5.9,8.2,136.6,61.1,1
