TeacherID,WeeklyOvertimeHours,ClassSize,AdminWorkSatisfaction,BurnoutIndex,TurnoverRisk
1770633,13.7,55.9,109.5,114.3,0
1770634,43.3,44.4,122.6,110.5,1
1770635,10.0,123.9,100.9,55.6,0
1770636,32.8,81.4,90.4,117.3,1
1770637,1.0,68.0,80.2,101.3,1
1770638,6.8,121.1,93.3,128.0,0
1770639,12.5,101.5,82.9,117.1,1
1770640,25.0,140.6,89.9,123.1,1
1770641,21.5,67.4,117.6,96.7,0
1770642,17.3,97.8,119.0,113.0,0
1770643,3.7,104.8,135.9,66.9,0
1770644,6.2,104.5,102.8,89.9,0
1770645,16.3,152.1,107.7,105.8,1
1770646,2.9,89.2,85.9,70.2,1
1770647,10.6,83.8,67.1,92.7,1
1770648,1.6,86.9,138.8,114.4,0
1770649,4.4,107.2,101.0,115.6,0
1770650,3.6,81.3,120.7,89.4,1
1770651,10.0,38.4,114.9,137.3,0
1770652,1.0,70.8,106.2,85.2,0
1770653,12.3,101.6,122.4,104.2,0
1770654,3.4,95.5,87.2,62.0,1
1770655,9.3,75.8,119.6,113.2,0
1770656,8.6,101.8,148.3,65.5,0
1770657,1.9,80.8,126.1,88.1,0
1770658,7.4,84.7,78.4,118.7,1
1770659,6.8,116.6,81.4,101.6,1
1770660,27.7,90.2,126.9,94.1,0
1770661,20.3,111.3,106.7,105.6,1
1770662,9.1,99.3,89.1,61.9,1
1770663,8.8,126.1,94.5,134.6,1
1770664,6.8,101.6,130.9,89.9,0
1770665,13.3,49.1,83.9,88.1,0
1770666,2.2,108.4,68.2,126.9,1
1770667,17.3,87.4,129.7,105.5,0
1770668,11.4,69.5,129.3,90.5,1
1770669,28.7,99.7,106.3,81.6,1
1770670,36.3,89.2,90.8,154.6,1
1770671,12.1,60.8,101.6,99.8,1
1770672,4.3,100.0,129.1,163.8,0
1770673,6.5,94.9,114.9,100.6,0
1770674,15.6,141.4,67.7,88.9,0
1770675,1.0,133.8,119.4,114.1,0
1770676,1.3,99.1,103.1,106.8,0
1770677,13.7,87.8,70.6,93.6,0
1770678,62.6,89.7,48.4,38.7,1
1770679,4.6,87.2,120.5,79.4,0
1770680,41.0,120.1,65.6,102.4,1
1770681,27.7,68.0,117.9,105.7,0
1770682,23.8,107.6,100.0,101.6,1
1770683,20.4,73.6,96.9,93.4,0
1770684,9.5,126.6,87.0,97.9,1
1770685,36.2,67.7,112.8,97.2,0
1770686,28.9,118.2,77.9,108.4,1
1770687,24.0,101.6,92.3,78.7,0
1770688,3.6,83.3,143.0,115.8,1
1770689,10.0,103.6,115.9,101.5,0
1770690,4.9,102.6,50.1,89.8,1
1770691,49.3,70.8,96.3,95.7,1
1770692,45.5,120.0,37.6,149.3,1
1770693,16.6,126.1,44.4,68.4,1
1770694,50.4,70.7,67.5,145.2,1
1770695,2.5,92.2,103.4,88.2,1
1770696,5.5,105.9,135.1,60.1,0
1770697,21.6,121.9,156.5,65.4,0
1770698,10.8,93.3,120.4,59.0,0
1770699,11.5,98.6,84.1,90.7,0
1770700,8.0,55.6,105.9,86.4,0
1770701,38.4,57.8,92.9,138.4,1
1770702,1.3,124.5,99.4,73.1,0
1770703,4.4,74.4,78.5,153.6,1
1770704,2.0,64.8,102.7,96.3,0
1770705,18.0,105.7,137.3,147.4,0
1770706,25.2,73.2,108.8,92.4,0
1770707,1.4,113.5,117.9,89.6,0
1770708,54.8,100.2,129.5,85.8,0
1770709,7.8,92.0,112.1,109.9,0
1770710,2.8,83.4,122.6,108.0,0
1770711,2.5,98.1,125.5,70.5,0
1770712,49.2,106.5,121.4,107.4,0
1770713,1.0,124.8,101.9,118.8,1
1770714,33.9,133.5,110.4,94.9,1
1770715,1.4,72.9,89.1,87.0,1
1770716,1.0,105.9,86.7,98.3,1
1770717,22.7,128.9,130.8,98.4,0
1770718,8.1,87.3,76.0,102.2,1
1770719,4.9,89.5,94.6,99.5,1
1770720,6.8,130.3,46.4,93.9,1
1770721,9.6,67.5,79.8,77.8,1
1770722,1.0,123.4,104.4,70.2,1
1770723,4.1,106.9,105.9,78.9,0
1770724,7.1,81.1,142.9,125.3,0
1770725,19.3,143.6,33.5,110.4,1
1770726,2.6,97.3,140.7,54.6,0
1770727,5.6,91.8,131.7,67.3,0
1770728,6.8,82.5,72.4,130.2,1
1770729,5.8,123.0,69.8,71.0,1
1770730,7.2,84.9,95.6,114.3,1
1770731,26.2,40.6,113.5,130.7,0
1770732,9.2,89.8,100.6,92.7,1
1770733,25.2,113.8,74.3,129.8,1
1770734,2.6,94.8,56.3,69.6,1
1770735,27.2,41.9,111.1,90.9,0
1770736,22.7,93.7,121.7,122.3,0
1770737,7.8,113.0,146.9,140.2,0
1770738,27.0,120.1,119.5,124.7,0
1770739,32.3,94.5,117.2,62.0,0
1770740,23.2,109.8,146.3,123.4,0
1770741,15.7,109.3,140.8,68.4,1
1770742,7.5,142.2,129.2,106.7,0
1770743,1.0,99.4,105.8,107.7,0
1770744,25.8,106.8,90.2,105.9,1
1770745,25.3,79.3,90.4,127.0,0
1770746,13.6,78.7,151.0,101.8,0
1770747,12.3,121.8,88.1,57.9,1
1770748,16.6,99.7,90.1,119.0,1
1770749,17.2,86.3,93.9,94.8,0
1770750,4.1,104.7,89.6,116.5,1
1770751,4.0,145.6,101.6,72.1,0
1770752,5.0,99.1,86.8,108.1,1
1770753,1.7,135.0,39.0,89.8,1
1770754,10.7,112.9,116.4,96.6,0
1770755,20.2,110.6,86.9,77.7,1
1770756,2.9,86.2,92.3,100.4,0
1770757,13.9,92.2,87.8,98.3,1
1770758,1.2,65.0,102.9,105.4,1
1770759,20.5,96.1,105.0,99.6,0
1770760,23.5,88.6,135.8,104.1,0
1770761,6.5,146.3,106.6,129.2,0
1770762,1.1,95.1,94.4,102.0,0
1770763,29.6,101.3,112.6,107.4,0
1770764,9.9,89.0,90.1,97.1,0
1770765,14.9,88.3,108.2,108.9,0
1770766,1.1,75.5,60.1,33.4,0
1770767,11.9,93.5,97.9,100.9,1
1770768,8.5,132.2,90.5,91.1,1
1770769,3.3,52.8,54.6,62.6,1
1770770,5.2,119.9,106.5,104.2,0
1770771,1.4,117.8,123.0,83.2,0
1770772,4.7,57.8,113.8,136.6,1
1770773,5.1,97.8,67.9,118.4,1
1770774,8.9,94.7,104.7,94.6,1
1770775,7.4,89.5,52.2,79.6,1
1770776,17.9,122.9,121.0,108.5,0
1770777,28.9,99.3,71.1,105.5,1
1770778,16.9,110.7,107.2,71.0,0
1770779,3.1,145.5,,75.1,0
1770780,3.9,10.6,49.9,61.4,1
1770781,4.6,127.4,71.6,139.9,1
1770782,1.0,100.5,156.7,121.5,0
1770783,3.6,74.7,115.9,68.1,1
1770784,15.7,82.1,76.8,49.5,1
1770785,21.9,111.7,92.5,71.4,1
1770786,2.8,133.8,72.3,83.8,0
1770787,1.6,79.8,61.2,84.9,1
1770788,30.1,103.5,102.0,104.4,1
1770789,12.6,95.5,111.7,113.5,1
1770790,4.1,108.8,81.5,103.0,1
1770791,14.7,93.1,48.1,91.4,1
1770792,34.9,82.3,144.6,56.0,0
1770793,24.4,64.3,100.8,100.5,1
1770794,14.8,95.4,125.8,128.2,0
1770795,17.4,117.1,94.1,81.2,1
1770796,24.5,90.6,113.7,73.5,1
1770797,1.3,108.7,131.6,91.2,0
1770798,1.0,78.3,106.0,77.1,0
1770799,12.9,126.5,60.8,115.5,1
1770800,16.4,81.0,87.7,70.3,1
1770801,48.9,69.0,91.3,102.5,1
1770802,17.7,96.6,88.2,103.0,1
1770803,3.1,120.8,83.4,76.5,1
1770804,1.4,94.9,58.0,109.6,1
1770805,42.0,99.0,95.2,120.1,1
1770806,2.0,95.5,86.0,82.8,1
1770807,5.8,109.5,,148.2,1
1770808,12.3,99.0,82.7,75.6,1
1770809,20.9,117.6,101.1,109.2,1
1770810,7.7,117.3,91.1,138.3,0
1770811,15.4,135.8,74.5,81.6,1
1770812,25.8,72.9,120.1,86.3,0
1770813,32.4,57.7,123.9,83.4,0
1770814,1.0,86.7,,100.7,0
1770815,18.0,78.8,125.8,112.0,1
1770816,40.9,83.2,69.4,89.9,1
1770817,8.7,102.8,70.2,108.5,1
1770818,38.7,69.7,102.3,104.9,0
1770819,31.5,101.0,96.4,126.2,1
1770820,17.4,83.0,116.5,63.7,0
1770821,17.7,65.3,140.8,140.6,0
1770822,2.7,107.5,123.5,95.1,0
1770823,17.6,89.2,106.1,145.4,1
1770824,13.8,74.5,69.9,59.5,1
1770825,27.0,95.0,90.5,74.9,1
1770826,9.5,100.2,79.8,93.7,1
1770827,1.3,114.5,99.0,49.3,0
1770828,18.9,71.5,87.4,94.3,1
1770829,10.2,101.2,65.1,105.2,1
1770830,9.4,77.1,151.7,97.6,0
1770831,13.6,84.3,121.8,111.4,0
1770832,7.6,133.9,113.1,119.7,0
1770833,5.0,66.7,101.2,121.0,1
1770834,14.8,93.1,90.7,138.9,0
1770835,5.9,121.3,90.8,160.5,0
1770836,1.2,135.5,85.1,93.9,1
1770837,43.9,86.8,94.0,127.8,0
1770838,1.0,94.6,83.3,114.6,1
1770839,2.2,88.0,136.0,101.4,0
1770840,5.9,71.4,92.1,100.7,1
1770841,7.2,134.8,129.1,82.5,0
1770842,18.0,103.1,143.6,92.9,0
1770843,53.1,106.3,70.5,112.5,1
1770844,1.0,143.0,128.2,89.8,0
1770845,6.6,136.5,89.7,90.7,0
1770846,1.0,128.0,100.6,134.1,1
1770847,31.3,81.4,112.9,122.7,0
1770848,24.0,95.8,89.7,105.9,1
1770849,7.7,108.3,116.8,95.5,0
1770850,10.6,121.7,113.8,112.3,0
1770851,10.3,95.8,128.1,76.4,0
1770852,9.2,96.2,118.3,98.5,0
1770853,5.2,110.2,95.6,114.7,0
1770854,17.2,61.8,107.0,100.3,0
1770855,14.7,97.5,107.4,67.3,0
1770856,5.6,104.0,26.3,58.0,1
1770857,4.9,96.0,102.3,123.7,1
1770858,1.0,107.5,93.7,116.0,1
1770859,10.6,109.0,119.2,106.8,0
1770860,12.0,116.3,103.6,137.6,0
1770861,6.3,119.4,126.3,98.1,0
1770862,1.0,115.9,105.5,130.9,1
1770863,9.8,97.4,116.3,122.8,0
1770864,1.6,146.2,120.5,48.1,0
1770865,2.7,96.8,89.2,60.8,1
1770866,6.5,118.1,116.8,77.1,0
1770867,7.7,161.2,139.2,111.1,0
1770868,67.1,160.1,119.1,89.9,0
1770869,3.7,60.6,59.7,82.1,1
1770870,3.2,82.0,109.8,100.9,0
1770871,4.3,100.8,83.4,113.0,1
1770872,22.5,106.0,75.2,81.2,1
1770873,43.6,162.6,139.6,117.3,0
1770874,22.4,132.0,85.5,104.1,1
1770875,5.9,120.3,97.6,129.5,0
1770876,1.0,106.9,127.8,70.6,0
1770877,2.7,114.7,110.6,98.1,0
1770878,17.4,71.0,112.5,122.7,0
1770879,38.5,131.7,33.1,126.1,1
1770880,24.6,71.8,114.8,143.3,1
1770881,9.4,68.5,81.9,104.2,1
1770882,7.5,123.3,71.6,119.5,1
1770883,1.0,49.9,84.5,89.3,1
1770884,5.9,129.1,140.2,74.3,0
1770885,10.5,116.8,114.1,105.8,0
1770886,15.5,102.4,65.8,74.4,1
1770887,10.1,79.9,97.5,114.8,0
1770888,2.9,116.6,139.7,109.1,0
1770889,3.3,115.7,99.0,145.8,1
1770890,3.8,142.6,106.9,87.4,0
1770891,1.5,90.4,82.5,71.5,1
1770892,9.3,63.1,134.7,110.0,0
1770893,15.6,122.9,100.4,93.6,1
1770894,8.2,89.2,108.4,107.4,0
1770895,5.7,84.8,122.9,96.3,1
1770896,5.3,102.7,97.8,97.2,0
1770897,17.0,135.9,101.0,78.4,0
1770898,14.0,148.2,90.2,75.4,1
1770899,1.0,68.5,75.4,124.0,1
1770900,5.1,87.2,110.8,85.6,0
1770901,4.5,92.3,123.4,155.0,0
1770902,11.7,119.3,86.4,110.0,1
1770903,16.8,99.2,94.6,79.0,1
1770904,12.9,131.0,82.4,117.7,1
1770905,13.8,70.3,87.3,115.2,0
1770906,48.5,125.6,85.6,88.1,1
1770907,45.1,125.0,59.3,135.6,1
1770908,8.7,117.3,88.7,108.1,1
1770909,6.4,75.6,62.1,103.2,1
1770910,12.2,83.4,106.2,105.3,0
1770911,2.0,63.0,135.7,137.9,0
1770912,31.7,88.6,47.1,131.9,1
1770913,23.3,116.2,77.7,99.5,1
1770914,6.3,98.8,93.4,119.1,1
1770915,4.8,122.1,121.6,100.1,0
1770916,6.8,110.6,99.6,118.1,1
1770917,5.8,95.0,90.5,89.8,0
1770918,6.4,71.5,121.4,135.3,1
1770919,4.6,94.1,129.4,76.1,0
1770920,11.2,91.7,62.5,123.4,0
1770921,7.7,81.8,107.3,116.3,0
1770922,15.7,154.8,144.1,128.1,0
1770923,1.0,118.8,79.1,88.1,1
1770924,9.3,77.5,85.0,87.3,1
1770925,7.1,139.1,82.8,103.5,0
1770926,2.7,64.0,106.7,43.1,1
1770927,2.2,116.6,75.3,81.9,0
1770928,16.4,117.6,122.2,114.8,0
1770929,8.0,121.7,90.9,35.5,1
1770930,20.8,164.5,111.5,112.6,1
1770931,5.8,67.6,108.3,68.8,1
1770932,7.8,112.3,98.3,84.7,1
1770933,17.8,74.9,122.0,77.6,1
1770934,2.7,78.4,90.6,104.1,1
1770935,7.2,114.4,143.3,136.5,0
1770936,7.7,93.3,80.4,103.2,1
1770937,5.0,78.0,101.0,89.1,0
1770938,1.2,102.0,88.8,96.3,1
1770939,9.8,77.6,121.6,69.1,0
1770940,6.2,74.5,134.7,61.3,0
1770941,4.4,110.4,105.5,102.9,0
1770942,21.2,107.5,86.8,115.2,1
1770943,1.8,129.2,114.2,112.7,0
1770944,25.4,87.1,114.8,96.6,1
1770945,1.8,103.2,125.2,89.8,1
1770946,1.7,103.1,130.6,60.1,0
1770947,16.1,117.0,22.7,131.2,1
1770948,48.2,92.1,98.1,125.9,1
1770949,1.0,73.7,122.4,61.3,0
1770950,57.0,56.7,93.0,117.2,1
1770951,49.6,88.7,84.6,74.8,1
1770952,8.0,84.4,149.2,120.5,0
1770953,3.8,64.0,124.8,80.0,0
1770954,26.5,96.9,119.6,74.8,0
1770955,2.8,87.0,57.7,123.1,1
1770956,15.9,95.5,76.1,136.5,1
1770957,1.0,107.7,128.4,112.0,0
1770958,21.8,100.7,,61.6,1
1770959,15.3,107.5,129.2,50.5,0
1770960,19.2,97.3,72.0,75.1,1
1770961,3.6,98.7,100.4,67.6,0
1770962,71.7,69.3,85.4,83.1,0
1770963,21.4,67.6,107.0,81.9,1
1770964,81.7,143.8,101.4,89.4,1
1770965,15.4,99.7,120.6,89.2,0
1770966,1.0,92.8,44.9,66.4,0
1770967,6.1,80.4,152.1,76.3,0
1770968,16.5,105.5,69.0,6.3,1
1770969,17.7,105.4,58.6,77.7,1
1770970,10.0,122.1,120.3,118.4,0
1770971,19.7,100.7,83.6,110.8,1
1770972,16.6,118.9,109.2,140.1,0
1770973,20.4,61.1,82.7,130.3,1
1770974,6.4,76.0,95.9,88.8,0
1770975,19.8,99.6,89.4,44.4,1
1770976,23.6,101.7,112.8,107.6,1
1770977,23.6,102.7,117.9,77.6,1
1770978,32.2,91.4,,89.4,1
1770979,7.6,60.7,98.1,102.5,0
1770980,39.7,129.3,92.3,71.6,1
1770981,20.2,102.4,103.9,100.7,1
1770982,6.7,124.9,102.2,72.5,0
1770983,30.1,131.6,120.7,67.4,0
1770984,11.0,125.8,92.4,113.6,0
1770985,21.7,106.8,87.6,83.2,1
1770986,1.0,79.1,77.2,84.0,1
1770987,24.4,87.0,119.6,93.3,0
1770988,5.3,85.2,115.2,100.3,0
1770989,58.7,88.6,63.4,109.8,1
1770990,10.2,51.3,90.6,123.8,1
1770991,16.6,55.6,112.3,80.8,0
1770992,5.2,135.7,111.9,94.1,0
1770993,16.8,116.3,120.8,99.2,0
1770994,2.6,93.3,92.8,108.9,0
1770995,4.7,102.2,122.9,69.8,0
1770996,3.8,107.0,132.6,117.8,1
1770997,31.1,117.0,121.7,82.6,0
1770998,18.2,71.1,85.1,89.7,1
1770999,26.5,116.8,60.6,140.8,1
1771000,33.9,108.0,36.3,94.4,0
