SensorID,TrainSpeedKmh,VibrationDecibel,DistanceToTrack_Meters,FrequencyHz,StructureSafetyLevel
1600580,6.5,34.6,2.4,122.9,110.2
1600581,15.1,65.4,16.6,139.4,132.7
1600582,11.2,47.7,1.0,117.3,32.1
1600583,19.0,63.7,1.8,97.9,71.6
1600584,14.9,43.9,15.3,87.3,96.6
1600585,4.0,52.7,35.1,100.2,108.5
1600586,11.2,59.4,29.5,58.9,120.4
1600587,17.1,55.3,3.9,153.2,100.8
1600588,5.6,69.1,1.9,55.8,109.7
1600589,8.9,81.6,0.9,71.3,100.2
1600590,10.9,34.0,2.9,129.9,121.7
1600591,10.7,30.8,7.7,120.0,118.7
1600592,10.5,19.6,19.9,111.1,89.3
1600593,14.6,45.1,0.8,69.7,105.5
1600594,8.2,,5.0,123.6,92.1
1600595,12.5,59.9,0.8,106.6,82.4
1600596,17.9,20.8,0.3,103.7,95.3
1600597,13.2,51.5,6.3,123.1,86.9
1600598,8.4,29.4,0.1,126.9,116.1
1600599,12.9,33.9,8.2,126.1,87.2
1600600,10.3,58.7,4.1,100.8,110.1
1600601,12.3,45.3,9.4,90.0,64.7
1600602,9.2,75.3,3.7,105.8,100.1
1600603,16.0,45.9,10.4,108.7,103.8
1600604,13.8,41.5,12.9,122.9,74.0
1600605,9.0,54.8,2.2,74.0,124.2
1600606,19.4,57.9,14.7,93.8,89.8
1600607,11.9,61.3,2.6,65.4,100.8
1600608,9.6,57.0,1.4,115.9,99.5
1600609,8.9,67.1,7.1,82.4,51.8
1600610,9.1,41.2,16.4,51.6,67.1
1600611,5.8,49.0,1.2,91.2,81.8
1600612,8.3,36.9,3.3,93.1,109.3
1600613,1.4,27.2,6.4,110.5,94.3
1600614,18.4,36.9,7.0,108.0,97.5
1600615,19.8,43.7,21.6,126.9,109.5
1600616,23.9,38.1,4.1,129.0,94.6
1600617,16.4,67.1,1.0,95.5,125.1
1600618,14.6,46.0,1.0,120.6,103.2
1600619,14.8,27.9,3.7,55.4,52.1
1600620,11.4,58.0,3.9,99.5,74.0
1600621,9.2,40.2,1.8,60.8,87.8
1600622,12.2,0.0,5.9,124.8,129.4
1600623,26.4,60.2,37.7,102.2,108.4
1600624,18.5,74.2,2.2,85.2,104.9
1600625,8.8,49.5,13.5,74.0,90.2
1600626,17.7,37.6,16.6,77.0,87.8
1600627,17.5,42.9,0.8,95.0,110.5
1600628,21.2,17.7,42.6,98.1,117.7
1600629,11.8,48.8,3.6,80.8,107.4
1600630,18.5,45.5,1.3,78.7,92.4
1600631,18.5,49.5,4.6,48.4,94.0
1600632,10.8,66.2,11.2,68.7,88.3
1600633,14.4,50.1,20.5,92.4,134.8
1600634,16.6,6.0,1.1,124.3,105.0
1600635,16.1,44.5,1.1,89.2,87.8
1600636,14.0,67.8,1.7,125.0,102.4
1600637,1.0,62.9,2.2,126.4,84.4
1600638,19.4,21.3,3.3,122.6,70.0
1600639,7.2,35.7,6.0,104.3,163.1
1600640,6.5,46.6,1.6,121.5,108.5
1600641,7.7,51.8,21.5,84.1,78.7
1600642,16.5,33.3,23.7,79.8,77.1
1600643,22.6,48.0,11.1,93.2,92.7
1600644,7.4,47.2,3.3,51.1,88.3
1600645,12.9,51.1,3.1,128.1,98.5
1600646,9.9,45.0,19.1,90.4,64.3
1600647,13.7,50.8,0.6,146.9,130.1
1600648,5.3,31.0,5.7,129.5,86.1
1600649,17.8,38.3,1.9,97.4,85.0
1600650,15.9,41.9,0.9,19.2,65.7
1600651,16.2,40.9,1.5,111.4,145.5
1600652,13.4,42.0,7.9,111.4,91.2
1600653,14.9,41.6,5.7,99.2,67.9
1600654,8.0,28.3,1.4,105.1,69.9
1600655,8.9,27.2,0.8,123.4,122.7
1600656,11.7,56.0,0.6,95.6,60.4
1600657,13.1,47.6,2.7,80.3,73.8
1600658,1.5,27.2,21.4,165.6,60.1
1600659,3.3,52.0,5.0,107.6,48.8
1600660,15.6,33.5,9.8,104.9,125.7
1600661,14.4,57.6,2.7,85.5,93.8
1600662,15.2,70.7,0.9,75.6,100.0
1600663,7.6,38.8,1.9,57.7,84.0
1600664,10.3,28.4,17.0,88.7,127.1
1600665,17.6,17.9,2.6,70.2,105.4
1600666,14.8,41.7,0.4,88.5,119.7
1600667,17.7,56.0,13.1,80.6,133.6
1600668,12.2,69.1,2.6,105.2,85.2
1600669,18.5,55.5,3.5,135.7,125.3
1600670,17.7,58.4,7.4,69.8,42.4
1600671,12.9,59.2,2.3,123.0,119.7
1600672,7.6,38.3,4.8,74.1,109.8
1600673,18.3,43.0,1.5,91.6,90.0
1600674,11.2,32.1,4.7,127.2,122.1
1600675,15.1,51.3,7.6,108.6,88.9
1600676,8.1,54.5,22.2,99.1,144.4
1600677,12.3,56.7,4.3,101.7,149.5
1600678,13.1,20.8,10.2,70.3,115.2
1600679,19.0,16.8,0.8,102.6,76.2
1600680,10.1,52.0,3.0,150.0,107.1
1600681,15.3,62.3,7.4,120.0,82.0
1600682,15.6,27.1,11.6,79.2,111.4
1600683,9.1,58.7,5.5,45.1,130.7
1600684,13.2,40.9,21.0,101.6,97.6
1600685,13.2,35.0,14.8,123.7,102.5
1600686,17.3,46.5,0.7,134.0,66.7
1600687,11.6,44.5,12.3,70.9,145.7
1600688,1.5,55.1,18.1,101.4,79.2
1600689,8.6,43.5,2.5,67.8,98.5
1600690,7.1,15.4,20.9,77.0,179.4
1600691,14.0,47.4,11.0,74.1,90.9
1600692,5.3,55.7,0.6,120.3,103.5
1600693,5.0,52.7,5.5,61.7,74.0
1600694,9.4,27.5,0.5,54.3,105.0
1600695,15.9,37.6,4.4,100.3,99.9
1600696,9.2,43.1,1.3,85.1,117.0
1600697,14.3,64.9,17.8,98.4,123.7
1600698,16.6,29.2,0.6,84.4,112.9
1600699,19.3,58.2,0.9,54.7,120.2
1600700,6.6,32.8,1.9,93.0,112.3
1600701,22.2,33.4,0.7,63.1,117.9
1600702,10.9,30.8,6.3,72.4,81.4
1600703,22.1,55.2,24.1,122.9,102.7
1600704,8.8,47.2,7.7,94.8,106.9
1600705,6.8,19.0,2.4,111.7,131.6
1600706,8.4,76.0,39.7,134.4,94.7
1600707,9.5,14.9,5.7,115.1,112.1
1600708,13.0,36.6,2.9,73.9,60.1
1600709,10.6,39.3,11.5,106.9,122.9
1600710,23.0,45.4,3.6,15.5,78.6
1600711,11.1,43.1,3.5,88.6,104.7
1600712,16.4,48.2,15.3,79.8,106.2
1600713,1.0,41.7,1.8,88.7,105.3
1600714,12.8,54.0,0.6,94.8,114.8
1600715,8.2,46.1,0.7,76.6,108.7
1600716,8.8,95.3,0.3,144.2,62.3
1600717,11.7,49.3,4.2,70.6,110.8
1600718,18.0,48.0,16.6,71.8,106.3
1600719,7.6,28.2,10.5,144.8,128.2
1600720,6.2,23.7,8.9,128.3,136.1
1600721,13.0,51.6,3.3,105.0,103.4
1600722,13.9,30.6,0.2,77.9,120.1
1600723,18.1,51.4,4.0,76.1,93.2
1600724,17.6,36.8,0.6,111.6,85.2
1600725,8.5,,15.7,104.4,98.3
1600726,16.4,34.2,5.2,112.8,118.5
1600727,11.5,27.5,3.2,109.3,122.2
1600728,7.3,69.3,1.4,113.1,84.3
1600729,9.2,37.8,30.1,53.9,89.4
1600730,10.5,53.6,10.2,133.3,96.7
1600731,7.8,37.3,37.2,127.1,97.1
1600732,15.2,29.4,19.1,91.4,96.7
1600733,19.4,52.7,1.0,98.0,74.3
1600734,13.5,48.7,2.8,99.7,114.7
1600735,12.8,36.8,8.2,133.1,102.4
1600736,21.4,30.8,4.3,76.2,123.1
1600737,13.7,26.3,6.6,44.6,118.1
1600738,8.3,46.8,22.9,98.1,59.7
1600739,12.7,55.8,12.1,111.8,20.2
1600740,20.6,33.5,5.3,96.6,71.3
1600741,18.7,,10.5,64.9,80.6
1600742,9.0,25.9,0.4,155.7,65.1
1600743,15.5,42.6,2.7,86.9,80.2
1600744,19.6,41.1,5.9,94.1,114.3
1600745,1.0,53.6,0.2,93.7,42.4
1600746,17.0,19.9,1.1,68.9,60.8
1600747,7.1,43.4,2.7,66.1,104.0
1600748,18.7,29.8,13.8,110.9,88.1
1600749,12.0,45.9,8.4,135.0,102.6
1600750,15.9,78.9,6.8,115.1,119.7
1600751,15.5,60.5,7.0,77.7,73.0
1600752,14.3,50.7,3.1,98.8,116.2
1600753,16.3,,6.1,72.3,124.8
1600754,14.9,33.9,1.2,68.2,139.7
1600755,16.9,58.0,5.3,76.5,132.8
1600756,10.7,39.8,8.1,100.8,124.1
1600757,16.0,58.6,7.4,81.9,93.9
1600758,10.2,54.9,1.7,126.9,73.0
1600759,5.2,77.1,10.5,66.9,131.7
1600760,11.5,32.5,11.4,152.3,74.7
1600761,20.6,48.6,3.5,96.2,137.0
1600762,9.4,54.9,29.6,97.2,66.7
1600763,11.1,49.5,10.4,95.9,55.9
1600764,7.4,57.1,40.0,113.0,86.0
1600765,6.5,62.8,8.6,53.4,119.8
1600766,18.4,45.6,4.4,113.8,117.4
1600767,5.5,33.1,2.4,163.3,86.4
1600768,13.0,46.8,18.2,113.8,115.9
1600769,12.7,33.4,6.0,98.8,111.9
1600770,8.0,73.3,1.0,91.2,79.3
1600771,18.0,37.8,1.2,79.8,48.5
1600772,13.5,36.0,7.3,96.8,116.7
1600773,10.1,32.2,2.5,112.2,108.6
1600774,19.1,17.5,30.4,87.5,60.8
1600775,1.0,50.7,5.8,96.5,84.5
1600776,12.9,50.4,1.7,103.4,74.3
1600777,5.9,51.8,0.5,97.4,149.4
1600778,4.2,42.3,1.8,79.2,82.2
1600779,12.0,74.0,7.1,87.6,88.3
1600780,9.3,46.6,4.5,98.6,79.8
1600781,14.4,30.6,3.2,84.3,108.0
1600782,12.3,64.2,3.9,114.4,147.4
1600783,9.5,38.5,51.5,110.0,104.5
1600784,14.4,53.0,2.3,85.3,50.2
1600785,6.6,51.7,4.5,92.4,76.0
1600786,8.4,30.9,5.8,102.2,130.1
1600787,14.4,28.3,9.3,137.5,85.7
1600788,16.2,23.8,4.2,121.4,102.1
1600789,8.6,32.1,1.8,102.4,86.0
1600790,14.2,70.9,5.9,50.4,79.2
1600791,13.5,17.3,5.6,124.7,112.1
1600792,4.4,45.0,0.9,94.6,145.8
1600793,10.1,27.6,21.1,47.3,85.7
1600794,9.8,42.4,0.9,45.4,108.7
1600795,10.4,56.6,11.9,116.8,128.8
1600796,11.6,63.2,5.0,135.6,44.3
1600797,13.2,52.3,3.8,93.7,87.1
1600798,10.5,36.3,4.7,140.2,127.1
1600799,14.4,17.8,4.0,47.1,91.3
1600800,6.5,43.7,2.5,89.2,92.4
1600801,14.6,23.0,26.0,69.7,152.1
1600802,11.0,50.9,4.1,120.1,106.9
1600803,21.1,41.4,12.7,82.8,68.0
1600804,11.7,40.9,0.1,84.8,105.9
1600805,12.2,33.5,2.3,73.1,113.6
1600806,19.0,42.2,5.5,66.2,161.8
1600807,1.0,35.9,2.0,131.5,102.0
1600808,8.0,37.0,3.2,89.9,88.3
1600809,7.1,33.0,0.5,137.9,65.0
1600810,3.3,38.9,3.1,104.6,111.4
1600811,9.9,34.8,4.1,74.2,77.9
1600812,1.0,61.7,0.7,118.9,98.7
1600813,10.3,68.5,11.7,105.0,38.9
1600814,11.0,55.3,5.2,120.2,121.0
1600815,9.7,33.6,22.4,88.8,63.6
1600816,5.4,39.7,7.5,135.4,66.8
1600817,9.5,16.9,10.2,88.3,128.7
1600818,2.3,43.5,0.8,125.3,109.7
1600819,14.7,28.2,12.9,81.0,132.7
1600820,9.8,49.6,14.5,87.3,116.7
1600821,11.0,64.4,7.1,104.5,109.0
1600822,7.7,50.3,9.4,79.0,108.9
1600823,13.5,38.7,7.1,112.3,103.3
1600824,10.9,44.3,4.5,81.9,122.2
1600825,10.8,45.7,21.7,89.4,107.2
1600826,8.3,47.3,11.3,112.3,70.6
1600827,8.2,50.0,2.3,39.9,84.8
1600828,8.6,46.5,12.0,91.2,51.9
1600829,7.7,48.4,15.8,89.0,68.0
1600830,9.6,69.0,8.8,76.4,61.8
1600831,10.7,30.0,32.6,102.7,161.0
1600832,11.0,44.5,14.3,77.1,47.5
1600833,14.2,54.1,1.0,148.6,142.9
1600834,14.0,51.9,6.9,110.3,104.8
1600835,3.1,52.4,5.2,82.8,99.0
1600836,7.3,56.5,2.5,91.7,139.2
1600837,11.1,44.8,0.4,68.2,88.0
1600838,1.0,54.7,0.4,125.8,143.1
1600839,13.2,58.3,28.6,140.0,100.0
1600840,15.1,54.8,26.5,118.8,63.4
1600841,18.5,43.0,40.3,133.2,136.9
1600842,13.9,55.3,2.9,68.7,94.5
1600843,13.7,53.3,4.0,83.2,114.8
1600844,3.8,81.7,0.7,91.2,111.1
1600845,2.7,66.9,5.6,97.3,123.1
1600846,14.0,48.1,2.6,133.1,129.2
1600847,15.0,36.1,9.4,85.3,85.9
1600848,6.2,18.0,13.2,86.5,127.7
1600849,10.4,62.3,3.4,100.4,139.4
1600850,14.3,54.1,7.3,119.5,86.1
1600851,27.3,26.6,19.6,107.0,83.6
1600852,22.7,39.3,38.8,85.9,117.0
1600853,18.9,70.6,3.3,147.9,106.9
1600854,17.0,44.2,3.3,126.9,130.4
1600855,14.9,38.1,27.2,70.2,142.5
1600856,1.0,34.8,13.2,112.0,111.4
1600857,6.4,62.3,0.6,111.4,93.5
1600858,5.6,44.0,6.4,122.7,78.0
1600859,18.3,41.0,4.5,99.1,91.6
1600860,10.9,53.3,7.2,36.7,91.1
1600861,14.1,48.8,6.0,123.0,119.6
1600862,7.0,32.3,6.0,136.5,87.8
1600863,18.3,46.0,6.0,82.0,50.1
1600864,13.4,75.4,7.2,112.8,92.3
1600865,11.8,50.2,1.2,122.5,140.4
1600866,1.4,23.5,11.8,122.5,94.9
1600867,9.9,65.1,14.2,93.9,158.4
1600868,6.7,25.6,2.2,77.8,125.8
1600869,13.4,36.0,1.4,64.2,71.5
1600870,14.8,74.0,2.0,83.1,88.4
1600871,11.6,53.1,13.3,96.7,111.3
1600872,10.1,45.5,5.9,74.6,117.9
1600873,21.5,41.9,9.5,157.6,115.8
1600874,16.1,37.5,4.3,131.8,133.4
1600875,8.4,28.3,0.2,53.6,114.9
1600876,6.4,47.0,13.5,81.2,102.5
1600877,16.2,14.1,6.7,98.9,87.3
1600878,19.1,46.7,14.1,105.1,69.2
1600879,11.0,56.0,0.4,106.7,58.7
1600880,9.0,46.5,19.1,67.3,153.4
1600881,1.0,40.1,13.7,84.0,101.8
1600882,12.7,24.4,6.1,33.9,125.7
1600883,12.3,65.8,1.7,108.3,95.3
1600884,5.8,59.4,2.4,114.4,124.4
1600885,11.2,25.9,7.7,108.4,139.1
1600886,8.6,60.8,32.4,127.2,76.2
1600887,7.9,46.0,5.1,113.5,85.2
1600888,21.4,36.4,5.2,103.3,94.3
1600889,5.6,57.0,24.2,81.0,89.1
1600890,1.7,47.4,13.5,134.0,105.7
1600891,11.6,23.6,19.4,88.8,108.7
1600892,13.3,31.9,6.3,76.1,113.3
1600893,10.3,32.6,29.9,78.0,99.0
1600894,26.4,68.5,6.7,100.2,153.5
1600895,5.7,32.6,1.7,108.9,93.8
1600896,12.0,50.1,2.7,51.5,88.5
1600897,17.5,14.6,2.7,144.7,117.0
1600898,12.9,38.3,5.6,102.8,38.0
1600899,14.3,17.1,1.3,132.7,97.5
1600900,11.1,33.4,7.1,107.5,121.0
1600901,14.8,41.4,2.4,115.0,103.8
1600902,18.4,32.1,2.2,172.1,108.5
1600903,19.5,68.7,0.7,56.0,128.5
1600904,16.3,58.1,15.6,60.2,67.3
1600905,6.8,27.5,10.6,58.9,75.0
1600906,15.8,83.1,12.1,67.5,73.3
1600907,16.3,39.7,18.0,102.3,103.2
1600908,11.9,57.4,0.1,105.0,137.0
1600909,5.4,0.0,2.8,125.7,114.3
1600910,17.4,21.3,6.7,102.7,99.7
1600911,12.5,26.7,4.8,63.3,84.1
1600912,13.0,50.4,26.3,71.1,71.7
1600913,16.3,25.7,29.1,101.8,92.7
1600914,6.4,,4.6,114.4,131.9
1600915,6.7,33.3,5.5,117.8,118.4
1600916,8.1,33.4,1.3,119.0,67.1
1600917,5.1,37.5,11.5,90.1,120.5
1600918,11.7,43.3,1.2,106.5,130.2
1600919,16.4,61.2,8.1,143.1,85.0
1600920,11.8,27.8,18.3,104.8,82.7
1600921,7.3,40.3,7.7,65.2,81.7
1600922,7.4,33.2,25.5,96.2,95.6
1600923,1.0,17.2,0.6,110.1,67.5
1600924,15.9,61.7,9.9,79.0,92.1
1600925,12.2,32.8,52.4,86.3,92.7
1600926,11.1,43.4,9.8,102.9,73.2
1600927,13.9,29.1,12.5,95.0,98.7
1600928,8.9,61.7,20.7,122.2,110.2
1600929,6.2,55.2,17.4,89.4,139.6
1600930,20.3,64.6,10.3,97.2,104.8
1600931,14.1,75.2,11.3,83.6,96.2
1600932,10.1,47.9,12.1,66.5,127.8
1600933,4.8,52.9,5.7,54.2,81.1
1600934,16.0,24.1,7.2,133.7,100.3
1600935,11.6,71.6,5.1,65.9,113.8
1600936,9.6,51.5,8.6,129.9,90.1
1600937,15.3,46.1,4.9,84.4,134.9
1600938,11.6,60.0,5.5,99.5,96.8
1600939,17.6,71.3,12.6,119.9,61.4
1600940,11.6,25.4,11.8,142.6,110.7
1600941,20.4,46.0,1.5,105.6,118.7
1600942,8.0,63.4,1.5,104.0,87.0
1600943,17.9,45.0,2.3,68.5,62.5
1600944,9.0,38.8,12.0,125.9,96.0
1600945,19.6,32.8,4.2,105.2,92.0
1600946,7.3,48.7,3.8,126.3,102.9
1600947,1.0,48.2,5.4,66.8,43.9
1600948,6.8,43.7,6.9,108.6,97.7
1600949,18.2,55.5,19.2,101.2,81.9
1600950,11.2,68.0,0.4,78.8,130.3
1600951,1.5,47.7,7.5,93.5,67.9
1600952,12.3,23.6,0.7,88.7,107.3
1600953,9.7,40.0,3.1,96.6,109.2
1600954,8.8,42.5,5.6,147.5,72.5
1600955,9.0,20.4,0.4,89.3,117.4
1600956,15.8,35.9,14.5,73.3,76.0
1600957,8.3,38.5,14.8,97.0,90.4
1600958,8.9,41.8,3.6,99.7,130.5
1600959,12.3,69.8,0.9,115.8,65.7
1600960,1.0,54.8,4.7,81.6,75.3
1600961,16.7,18.9,1.2,144.7,107.0
1600962,4.9,57.3,7.5,92.6,92.8
1600963,11.0,34.9,15.9,82.5,118.1
1600964,13.5,72.8,5.7,97.7,83.1
1600965,13.1,39.5,5.1,99.0,75.2
1600966,17.0,60.8,17.0,82.8,73.9
1600967,17.3,59.2,14.0,73.8,101.9
1600968,13.3,42.5,9.1,80.0,117.2
1600969,5.6,48.7,23.8,104.9,112.0
1600970,10.0,27.1,5.4,86.7,90.9
1600971,7.1,66.2,8.7,98.5,143.2
1600972,20.0,53.7,21.5,82.0,52.3
1600973,8.4,44.2,13.5,67.6,133.7
1600974,16.5,49.8,20.7,76.7,96.1
1600975,8.7,76.0,1.7,119.6,109.2
1600976,8.6,5.0,6.6,82.6,89.9
1600977,11.7,33.1,32.7,88.3,84.1
1600978,12.4,36.5,1.7,84.8,96.6
1600979,4.4,32.8,13.7,106.5,141.1
1600980,11.7,42.0,13.7,64.2,52.4
1600981,9.5,47.4,5.4,65.4,111.9
1600982,13.8,37.4,9.1,103.8,99.9
1600983,9.6,36.2,10.8,84.7,118.7
1600984,14.4,44.1,2.3,98.5,98.4
1600985,12.0,22.7,9.7,79.5,80.2
1600986,11.5,22.2,15.3,86.4,102.2
1600987,2.5,51.5,8.5,82.7,74.1
1600988,16.3,50.2,0.2,117.2,131.8
1600989,19.7,66.6,11.1,110.7,121.7
1600990,8.8,70.1,7.3,91.2,94.9
1600991,8.3,43.5,0.3,126.8,91.9
1600992,16.7,24.9,10.4,47.2,158.1
1600993,10.5,59.1,12.2,112.4,83.9
1600994,9.1,46.6,0.7,125.4,118.2
1600995,12.8,23.3,0.3,68.2,122.5
1600996,9.8,30.1,5.5,97.4,98.4
1600997,14.8,68.7,0.1,60.9,47.5
1600998,9.1,48.8,7.9,131.3,96.2
1600999,8.0,35.4,3.9,128.9,132.5
1601000,1.0,44.3,2.1,110.5,92.9
