StudentID,EyeGazeOutRatio_Percent,NodCount,QuizGrade,LectureDurationMinutes,ClassPassed
1800633,44.7,111.6,102.2,22.7,1
1800634,28.5,107.0,112.6,52.7,0
1800635,19.9,95.0,110.4,22.6,1
1800636,61.0,76.7,123.1,50.7,1
1800637,,106.5,137.2,26.3,0
1800638,50.5,112.6,58.0,49.9,0
1800639,37.5,92.6,110.3,49.8,1
1800640,56.3,114.8,81.1,48.8,1
1800641,26.0,113.7,104.6,30.4,0
1800642,46.6,77.3,108.7,34.4,1
1800643,50.2,95.4,97.4,61.8,1
1800644,53.6,130.2,93.7,34.1,0
1800645,47.6,132.5,88.3,19.7,1
1800646,46.6,125.1,99.1,56.1,0
1800647,41.5,127.7,97.4,48.1,1
1800648,48.0,120.3,120.8,16.2,0
1800649,57.8,64.7,62.5,81.5,1
1800650,32.7,154.7,88.7,54.6,1
1800651,38.8,129.1,93.2,51.9,1
1800652,61.5,132.8,110.6,40.5,0
1800653,27.5,100.5,75.9,55.8,0
1800654,50.6,107.2,119.7,47.4,0
1800655,50.6,49.1,51.3,56.7,0
1800656,43.9,71.5,108.5,51.3,1
1800657,48.5,107.6,115.3,60.0,0
1800658,39.2,75.8,124.9,49.9,1
1800659,49.9,88.2,121.0,53.2,1
1800660,41.5,73.2,110.5,30.4,0
1800661,44.1,96.4,114.4,55.1,0
1800662,46.3,86.2,78.3,28.3,0
1800663,53.8,73.0,115.7,48.8,1
1800664,40.9,101.4,88.5,44.5,1
1800665,34.4,67.6,42.8,85.0,1
1800666,62.0,96.6,79.1,32.1,0
1800667,29.8,128.7,74.6,48.2,1
1800668,32.9,62.5,104.6,39.2,1
1800669,57.4,84.7,106.7,29.3,1
1800670,29.8,117.3,115.2,31.5,0
1800671,28.7,88.7,74.1,57.2,0
1800672,40.6,44.9,84.4,53.6,0
1800673,48.6,117.4,70.5,56.5,0
1800674,49.3,66.6,49.1,23.1,1
1800675,44.2,91.4,119.2,39.7,0
1800676,39.9,114.3,117.6,48.7,0
1800677,40.3,68.8,83.2,53.1,0
1800678,41.5,77.5,154.4,52.1,1
1800679,36.0,120.2,79.6,46.8,0
1800680,37.4,102.9,104.6,47.3,1
1800681,43.1,137.7,103.5,61.7,1
1800682,41.8,103.5,100.7,71.8,1
1800683,38.1,93.9,117.8,67.9,1
1800684,45.0,83.2,81.2,42.4,1
1800685,36.8,125.6,106.8,53.8,0
1800686,38.6,129.8,122.2,51.4,1
1800687,36.3,63.8,99.0,26.4,0
1800688,62.6,180.3,47.4,41.9,1
1800689,35.0,81.2,100.8,45.8,1
1800690,49.7,82.8,171.4,46.8,1
1800691,37.8,97.7,119.2,39.6,0
1800692,43.3,114.1,95.5,46.2,0
1800693,74.8,82.4,133.6,45.1,1
1800694,51.1,41.1,105.8,61.5,1
1800695,51.1,127.9,155.1,66.7,0
1800696,44.1,93.3,51.4,5.1,0
1800697,59.5,135.5,105.5,49.9,0
1800698,50.0,115.5,129.0,33.4,0
1800699,60.1,94.5,154.3,36.2,0
1800700,27.3,124.3,87.4,70.5,1
1800701,41.0,111.6,91.7,24.7,1
1800702,41.0,133.7,133.6,21.8,1
1800703,48.1,81.3,113.7,35.4,0
1800704,18.6,93.2,70.8,46.1,0
1800705,34.1,81.2,123.6,9.7,0
1800706,26.3,119.7,89.8,52.5,0
1800707,60.5,79.2,115.7,25.9,0
1800708,45.4,63.2,92.8,44.6,0
1800709,42.4,67.0,101.6,49.6,1
1800710,28.0,133.6,142.6,44.1,0
1800711,45.2,116.7,80.0,28.0,0
1800712,48.8,117.6,75.2,47.5,1
1800713,72.8,111.8,132.6,36.5,0
1800714,44.8,85.9,82.8,38.7,1
1800715,43.3,45.1,93.1,52.9,1
1800716,51.8,130.7,108.4,38.3,0
1800717,12.2,66.7,77.1,61.6,1
1800718,34.8,103.7,51.0,41.0,1
1800719,30.9,87.2,65.2,35.7,0
1800720,46.9,127.6,124.1,25.7,0
1800721,29.9,109.5,125.9,13.6,1
1800722,64.4,92.9,116.9,44.0,1
1800723,60.4,112.7,141.6,20.4,0
1800724,62.9,109.0,122.0,36.7,0
1800725,51.0,117.7,103.7,63.8,0
1800726,41.8,107.3,77.1,35.2,0
1800727,27.6,117.6,98.6,51.1,0
1800728,37.6,101.7,102.2,48.7,0
1800729,54.0,130.0,129.2,29.2,0
1800730,11.2,100.6,132.4,31.6,1
1800731,40.7,144.3,82.7,33.7,0
1800732,35.5,61.0,126.8,49.4,0
1800733,49.6,121.5,88.9,23.6,1
1800734,41.8,125.0,88.4,34.0,1
1800735,35.4,134.9,74.7,53.8,0
1800736,55.8,70.6,97.2,23.1,0
1800737,40.5,119.8,60.3,36.4,0
1800738,60.9,120.9,89.5,42.6,1
1800739,62.5,101.7,101.1,50.0,0
1800740,36.0,85.8,69.6,57.9,0
1800741,57.8,53.7,122.7,42.5,0
1800742,37.2,120.8,129.2,44.9,1
1800743,67.0,101.4,83.1,57.6,1
1800744,51.7,127.0,76.2,22.6,0
1800745,52.8,152.5,58.6,51.2,1
1800746,56.3,104.4,100.4,38.7,1
1800747,71.7,86.4,89.3,51.5,1
1800748,43.5,102.0,55.9,44.4,0
1800749,52.9,87.9,102.1,40.8,1
1800750,44.7,94.5,123.6,15.1,0
1800751,15.0,157.6,122.8,66.0,1
1800752,45.9,87.4,62.6,41.1,1
1800753,43.5,112.7,76.6,73.2,1
1800754,38.4,103.8,80.2,49.0,1
1800755,17.2,119.0,117.9,57.7,1
1800756,49.1,81.9,91.0,82.7,0
1800757,54.9,62.5,54.2,27.4,0
1800758,47.5,85.1,110.0,53.2,1
1800759,38.3,64.4,96.6,43.3,0
1800760,37.3,76.3,93.5,40.9,0
1800761,41.7,114.4,91.3,76.8,0
1800762,31.8,50.5,56.7,40.8,0
1800763,63.7,69.7,121.9,46.3,1
1800764,43.9,122.1,144.4,27.3,0
1800765,76.2,47.4,82.3,38.0,0
1800766,55.1,117.8,111.0,31.9,0
1800767,50.2,69.9,68.4,17.1,1
1800768,26.0,86.1,106.8,49.0,0
1800769,34.5,101.2,93.7,58.5,0
1800770,45.6,109.7,66.1,53.6,1
1800771,59.8,124.4,78.2,52.9,1
1800772,41.3,104.9,64.6,62.4,1
1800773,47.1,114.3,123.6,31.0,0
1800774,48.5,97.6,84.7,21.2,0
1800775,56.3,95.2,95.5,24.4,0
1800776,60.0,95.2,114.4,48.5,1
1800777,35.1,115.9,114.5,41.3,0
1800778,23.7,90.5,81.2,68.6,1
1800779,56.0,99.2,102.9,41.8,0
1800780,50.1,118.3,78.7,37.3,1
1800781,53.8,99.6,159.2,27.5,1
1800782,60.2,105.4,87.5,37.5,1
1800783,63.1,129.8,54.1,45.9,0
1800784,28.2,92.4,66.3,36.3,0
1800785,36.3,101.8,92.8,45.3,0
1800786,37.9,124.7,88.9,59.9,0
1800787,22.4,109.2,62.5,45.8,1
1800788,35.5,113.3,94.7,55.5,1
1800789,56.0,87.6,96.2,53.0,1
1800790,66.4,94.1,130.7,39.0,1
1800791,58.7,93.6,98.5,38.9,0
1800792,52.1,97.6,126.0,33.8,1
1800793,58.8,83.5,103.7,33.0,1
1800794,34.9,121.1,90.0,54.0,0
1800795,27.2,118.4,110.1,29.8,0
1800796,38.8,81.5,126.5,35.5,1
1800797,42.8,111.6,66.2,60.3,1
1800798,57.1,111.1,70.4,52.0,1
1800799,44.3,89.3,132.2,70.9,1
1800800,47.5,99.9,94.8,18.0,0
1800801,59.1,65.4,119.2,28.1,1
1800802,,143.1,62.8,60.3,1
1800803,50.3,118.3,86.5,58.9,1
1800804,40.7,66.1,85.7,55.9,0
1800805,23.8,85.7,122.4,57.1,1
1800806,25.7,76.7,99.1,36.3,0
1800807,46.5,104.8,106.5,48.0,0
1800808,31.7,136.5,105.3,43.9,1
1800809,52.3,81.1,131.9,55.9,0
1800810,34.3,87.6,181.1,43.8,0
1800811,65.7,80.9,122.5,56.3,1
1800812,8.8,114.2,105.6,13.3,0
1800813,48.4,104.7,42.9,55.3,0
1800814,50.1,61.2,124.0,54.0,1
1800815,45.4,87.3,106.8,33.6,1
1800816,,116.3,120.1,59.8,1
1800817,37.9,116.3,112.2,68.6,1
1800818,,104.4,120.0,38.5,0
1800819,29.6,101.8,80.5,43.3,0
1800820,60.6,105.1,100.0,48.5,1
1800821,59.9,131.9,127.7,40.9,0
1800822,14.7,123.0,76.8,49.7,1
1800823,59.9,124.2,74.2,51.6,0
1800824,37.6,89.1,106.1,59.6,0
1800825,23.2,182.3,105.6,37.4,0
1800826,70.1,106.8,123.4,33.4,0
1800827,59.4,118.1,100.4,60.0,1
1800828,15.0,96.6,67.3,65.6,1
1800829,37.8,62.0,87.0,49.5,1
1800830,42.7,125.4,102.2,10.7,0
1800831,67.5,123.2,119.8,44.7,0
1800832,58.4,72.4,85.5,45.1,1
1800833,19.6,99.1,68.9,24.9,0
1800834,38.3,77.9,168.4,48.3,1
1800835,52.9,89.4,133.8,65.9,1
1800836,52.0,80.9,66.2,43.6,1
1800837,51.7,62.2,80.5,31.0,0
1800838,48.2,92.3,95.9,55.0,0
1800839,51.4,116.8,89.8,14.9,1
1800840,46.1,61.5,67.0,48.5,1
1800841,41.2,112.8,101.4,46.7,1
1800842,31.0,123.8,107.6,49.9,1
1800843,39.2,107.2,141.1,40.8,1
1800844,45.1,96.5,106.0,40.6,1
1800845,46.5,65.0,102.2,42.4,0
1800846,23.4,147.7,162.8,82.0,0
1800847,53.5,45.2,107.5,40.7,1
1800848,59.0,117.4,60.3,52.8,1
1800849,43.4,91.9,80.5,43.3,1
1800850,20.6,94.6,90.5,58.5,1
1800851,36.9,102.8,131.6,64.9,1
1800852,36.4,89.4,87.8,53.2,1
1800853,64.7,56.6,90.9,44.6,1
1800854,36.0,69.2,152.5,22.2,0
1800855,56.1,110.7,44.3,38.7,0
1800856,50.3,110.1,58.6,47.1,1
1800857,48.1,55.2,66.3,40.2,0
1800858,42.6,88.3,108.6,61.3,1
1800859,25.1,94.1,104.5,63.9,1
1800860,83.7,116.7,106.7,40.8,0
1800861,43.6,102.0,65.6,40.8,0
1800862,39.8,78.4,120.5,39.7,1
1800863,34.8,95.3,137.8,56.7,1
1800864,29.3,119.6,58.5,43.7,0
1800865,46.7,73.3,139.1,25.8,0
1800866,48.4,101.3,102.7,35.8,0
1800867,50.2,105.3,141.9,57.9,0
1800868,26.7,110.5,64.2,67.9,1
1800869,32.4,99.9,102.0,35.4,0
1800870,29.3,120.8,116.0,42.0,1
1800871,38.9,94.0,72.9,63.0,1
1800872,39.5,109.8,97.5,12.3,0
1800873,73.8,73.2,72.0,47.1,1
1800874,49.6,87.4,105.1,38.4,0
1800875,36.6,106.9,62.1,37.2,0
1800876,28.4,91.5,71.0,79.1,1
1800877,18.9,135.0,89.8,33.5,0
1800878,56.5,83.9,128.7,29.1,0
1800879,48.4,78.7,81.7,27.0,0
1800880,46.8,121.2,108.5,51.8,1
1800881,55.3,131.8,89.3,41.4,1
1800882,32.5,98.3,92.0,66.1,1
1800883,47.3,126.0,119.1,48.6,0
1800884,69.1,147.8,107.3,64.5,1
1800885,23.7,132.8,116.3,41.1,0
1800886,30.3,145.5,78.8,35.7,1
1800887,13.6,104.5,115.3,56.3,1
1800888,46.9,135.9,97.2,70.5,1
1800889,15.6,123.2,154.6,63.8,1
1800890,28.0,135.4,120.2,57.2,1
1800891,59.3,78.1,101.9,40.5,1
1800892,17.7,95.2,80.5,47.1,0
1800893,58.1,109.8,64.8,33.5,1
1800894,65.3,123.1,111.0,68.1,1
1800895,25.5,98.9,104.9,20.1,0
1800896,33.1,39.8,84.0,76.7,0
1800897,60.1,105.6,121.8,45.4,1
1800898,69.8,82.4,51.6,23.2,0
1800899,62.0,75.7,86.6,28.0,1
1800900,47.4,102.9,108.1,63.0,1
1800901,66.0,71.1,80.1,50.6,0
1800902,55.0,62.4,79.7,32.7,0
1800903,55.6,110.1,64.9,37.7,0
1800904,62.9,97.1,101.7,50.6,1
1800905,40.7,115.7,74.9,45.6,1
1800906,41.4,80.6,97.0,59.3,1
1800907,49.2,79.0,157.7,0.0,0
1800908,35.4,76.4,115.0,40.5,1
1800909,48.4,123.3,55.7,51.0,1
1800910,85.7,103.8,116.5,55.1,1
1800911,40.7,80.1,121.7,44.8,0
1800912,44.1,114.9,96.2,62.7,0
1800913,49.7,35.7,88.9,35.9,0
1800914,32.4,107.4,99.1,70.9,0
1800915,55.2,94.4,128.6,33.4,0
1800916,38.3,114.0,118.0,49.2,1
1800917,30.3,118.7,86.5,40.7,0
1800918,41.2,122.9,84.4,59.1,0
1800919,63.4,87.3,85.5,63.8,1
1800920,24.6,67.3,104.1,38.2,0
1800921,52.8,74.3,65.5,44.9,0
1800922,49.4,55.9,100.6,11.7,0
1800923,74.7,112.4,103.5,49.5,1
1800924,58.2,99.2,84.5,46.9,1
1800925,40.2,62.7,71.3,28.5,0
1800926,50.7,107.0,83.4,39.7,0
1800927,51.1,83.8,106.1,50.6,0
1800928,52.9,95.7,93.1,38.3,0
1800929,34.0,108.9,99.1,60.8,1
1800930,37.9,107.0,89.6,36.6,1
1800931,52.2,112.4,85.0,68.2,0
1800932,65.0,95.2,97.0,38.2,0
1800933,31.9,93.2,88.9,15.0,0
1800934,47.1,76.7,102.4,19.6,0
1800935,55.2,83.5,113.7,28.7,1
1800936,46.8,112.2,108.4,32.5,0
1800937,,62.9,67.0,35.0,1
1800938,49.8,122.8,112.4,29.2,1
1800939,55.2,96.7,91.4,30.6,0
1800940,24.3,104.5,118.0,37.7,0
1800941,44.7,89.3,62.2,39.6,1
1800942,28.3,79.6,100.4,25.1,0
1800943,48.1,79.4,108.2,35.2,0
1800944,54.6,128.7,159.1,68.5,1
1800945,58.5,141.4,86.2,37.0,0
1800946,57.1,113.8,106.3,57.7,0
1800947,43.0,123.1,105.5,56.3,1
1800948,62.2,147.8,109.9,34.5,1
1800949,58.7,116.9,134.2,44.1,1
1800950,56.5,111.8,92.6,35.0,1
1800951,46.1,59.0,64.6,53.2,1
1800952,11.2,87.1,99.4,36.0,1
1800953,36.8,97.2,114.7,66.5,0
1800954,56.2,66.1,148.6,50.1,1
1800955,64.9,121.7,70.4,32.7,1
1800956,73.3,81.7,102.4,17.4,0
1800957,44.7,121.2,87.3,38.6,1
1800958,69.6,117.8,63.5,14.8,0
1800959,48.6,145.5,98.5,36.5,0
1800960,46.9,134.3,110.4,42.3,1
1800961,40.3,121.4,100.3,53.3,0
1800962,33.7,84.4,106.1,53.1,0
1800963,36.1,123.5,90.7,40.6,0
1800964,44.9,61.1,123.0,34.8,0
1800965,22.2,118.6,114.8,39.1,1
1800966,40.6,89.0,47.3,77.4,1
1800967,41.3,96.7,76.7,51.5,1
1800968,40.9,121.9,134.8,74.9,1
1800969,38.9,123.0,91.8,45.0,1
1800970,52.9,95.8,110.6,74.6,1
1800971,37.4,172.7,81.5,54.8,0
1800972,19.4,142.3,96.6,66.4,1
1800973,71.0,86.6,108.5,51.6,1
1800974,36.1,106.9,83.5,20.5,1
1800975,64.3,67.2,114.6,11.5,0
1800976,41.7,95.4,97.5,56.3,1
1800977,54.3,131.7,146.4,61.5,0
1800978,33.7,90.7,122.6,53.6,1
1800979,71.8,135.0,108.2,64.0,1
1800980,45.7,48.8,100.5,60.4,1
1800981,29.6,101.9,84.8,29.1,0
1800982,26.8,79.9,116.8,40.1,0
1800983,37.5,103.8,76.7,37.3,0
1800984,34.8,102.2,84.1,34.3,1
1800985,71.7,121.2,120.3,48.6,1
1800986,67.4,63.4,61.0,49.3,1
1800987,20.9,86.3,105.3,53.6,0
1800988,80.0,67.7,70.7,37.0,1
1800989,68.6,99.7,53.4,48.0,0
1800990,42.4,116.4,51.2,23.1,0
1800991,40.7,51.2,133.8,77.7,1
1800992,55.6,152.3,57.2,42.6,0
1800993,30.8,81.8,116.2,16.9,0
1800994,65.3,118.8,107.7,31.9,0
1800995,13.4,134.2,90.9,33.4,1
1800996,70.1,105.1,106.7,51.1,0
1800997,,92.8,96.1,45.6,0
1800998,47.8,81.4,132.7,17.5,1
1800999,46.2,115.4,67.3,49.9,1
1801000,21.4,125.5,55.2,32.8,0
