RobotID,ObstacleDensity_Percent,PathLength_Meters,PowerConsumption_Wh,CollisionAlerts,MissionCompleted
1340633,36.5,2.1,329.4,89.0,1
1340634,43.2,2.9,208.9,161.9,1
1340635,74.1,4.5,257.4,114.8,1
1340636,63.0,0.1,265.9,95.5,1
1340637,42.0,5.6,125.7,141.5,0
1340638,42.7,12.2,298.8,110.9,1
1340639,27.0,9.1,233.5,87.1,0
1340640,51.6,3.5,292.9,110.1,0
1340641,60.5,5.2,315.6,125.3,0
1340642,33.8,7.3,150.0,88.2,0
1340643,56.7,13.4,291.3,120.0,1
1340644,60.2,8.2,173.2,58.0,0
1340645,54.6,1.7,267.6,95.3,0
1340646,52.5,5.6,204.8,110.4,0
1340647,66.7,0.1,108.3,171.3,0
1340648,71.9,11.6,176.3,110.8,1
1340649,55.3,13.2,323.5,81.9,1
1340650,18.7,6.3,174.3,119.9,0
1340651,18.7,2.6,365.7,26.0,0
1340652,27.1,11.3,122.8,88.3,0
1340653,51.1,2.2,243.4,137.9,0
1340654,53.1,10.1,188.9,89.5,0
1340655,54.4,1.9,262.0,94.4,1
1340656,52.2,7.0,275.1,93.2,1
1340657,32.2,6.1,354.1,112.9,1
1340658,57.6,4.8,82.6,127.1,0
1340659,56.7,6.0,297.7,57.3,0
1340660,29.8,3.8,205.1,79.9,0
1340661,,13.1,372.4,67.1,1
1340662,25.4,0.4,180.0,110.2,1
1340663,46.4,2.7,333.9,41.8,0
1340664,54.2,9.9,90.6,82.6,1
1340665,36.2,14.4,266.3,115.2,0
1340666,37.7,4.0,344.7,30.6,0
1340667,22.9,2.4,235.5,111.5,0
1340668,41.3,1.9,286.9,69.3,1
1340669,48.8,30.9,135.4,117.6,0
1340670,34.7,15.7,148.4,105.1,1
1340671,30.7,42.8,226.1,102.9,0
1340672,56.3,20.6,176.8,75.3,0
1340673,30.1,1.9,244.7,123.3,1
1340674,49.5,2.3,183.9,108.7,0
1340675,15.7,12.2,189.7,111.9,1
1340676,20.0,6.4,295.7,110.8,1
1340677,40.6,3.7,149.6,79.9,0
1340678,54.5,15.4,223.4,109.3,1
1340679,11.4,0.2,227.5,91.0,0
1340680,74.9,0.5,185.5,102.0,0
1340681,44.4,35.1,178.1,89.1,1
1340682,69.3,25.8,243.7,99.6,0
1340683,53.4,17.4,337.1,108.7,0
1340684,36.7,2.1,251.0,72.5,1
1340685,61.2,18.2,356.2,161.7,1
1340686,22.0,1.4,236.7,94.8,0
1340687,33.8,28.8,218.7,139.6,0
1340688,41.5,15.3,116.8,106.6,1
1340689,53.8,0.4,241.7,115.6,1
1340690,42.7,9.4,249.6,95.7,0
1340691,27.9,8.1,127.8,84.8,0
1340692,27.1,0.4,277.0,105.1,1
1340693,23.7,6.3,323.8,109.0,1
1340694,49.3,22.0,203.8,95.8,0
1340695,57.5,16.4,267.8,91.0,0
1340696,62.6,15.8,276.6,116.3,1
1340697,16.5,14.8,287.7,107.6,0
1340698,35.5,0.9,182.7,161.1,1
1340699,14.7,10.1,216.6,65.1,0
1340700,9.7,27.9,261.0,75.6,1
1340701,39.5,0.2,364.0,106.4,1
1340702,42.3,11.9,120.8,87.2,0
1340703,66.3,0.7,129.8,104.1,0
1340704,36.6,5.8,254.7,58.3,1
1340705,54.9,12.9,201.2,81.8,1
1340706,47.4,24.6,285.9,122.0,1
1340707,38.1,5.8,272.0,44.7,1
1340708,63.6,26.8,351.5,97.6,0
1340709,73.0,4.0,244.5,111.3,0
1340710,37.2,2.3,216.9,151.1,1
1340711,50.0,5.3,333.8,87.7,0
1340712,29.2,2.4,285.5,123.3,1
1340713,50.2,1.7,270.9,115.4,0
1340714,33.6,5.5,136.4,123.7,0
1340715,63.7,13.1,109.8,132.6,1
1340716,79.1,12.1,102.2,101.9,0
1340717,66.8,8.0,294.3,119.9,1
1340718,42.4,16.6,182.7,75.8,1
1340719,57.5,0.3,358.1,109.5,0
1340720,63.8,1.9,158.5,63.0,0
1340721,17.2,0.7,168.5,81.9,0
1340722,26.6,29.2,279.4,116.2,1
1340723,50.4,1.8,256.0,72.7,0
1340724,48.3,10.8,184.8,107.8,1
1340725,63.9,3.1,175.8,91.5,1
1340726,53.9,14.7,256.5,86.1,0
1340727,90.7,4.1,248.6,95.0,0
1340728,59.3,5.1,159.3,66.5,0
1340729,40.4,5.0,290.1,109.8,1
1340730,71.0,0.3,266.6,119.8,1
1340731,47.8,51.5,358.1,58.9,0
1340732,,0.1,164.9,101.1,0
1340733,58.5,6.5,249.4,99.4,0
1340734,18.8,1.6,115.6,115.0,0
1340735,83.4,6.8,375.5,132.5,1
1340736,60.4,7.1,199.4,93.5,1
1340737,77.1,10.9,177.2,89.4,1
1340738,49.5,1.6,275.2,82.3,0
1340739,46.9,1.0,235.0,98.5,0
1340740,26.5,4.7,157.2,68.9,1
1340741,38.1,4.6,320.8,125.8,0
1340742,54.4,13.4,179.5,124.3,1
1340743,41.4,4.2,254.9,122.2,1
1340744,28.0,1.0,306.2,122.0,0
1340745,50.3,0.7,166.8,82.8,0
1340746,62.5,18.4,248.6,123.7,1
1340747,36.0,6.6,126.5,94.1,0
1340748,71.0,1.3,167.9,130.1,0
1340749,50.7,2.6,351.8,105.2,0
1340750,76.5,16.8,278.9,137.5,1
1340751,37.2,25.9,190.6,124.2,0
1340752,56.2,1.7,245.3,114.1,0
1340753,37.1,3.2,376.5,115.8,0
1340754,11.4,8.0,205.7,121.5,1
1340755,29.9,13.1,254.5,52.6,1
1340756,67.4,3.5,371.7,122.6,0
1340757,38.2,6.0,268.5,142.1,0
1340758,43.4,6.5,207.9,117.7,0
1340759,61.6,0.9,444.8,79.0,1
1340760,36.8,20.8,235.0,96.0,0
1340761,59.5,2.3,332.1,108.7,0
1340762,44.1,0.3,232.3,121.5,0
1340763,44.5,10.5,165.4,82.0,0
1340764,31.5,17.2,257.4,109.3,0
1340765,52.4,1.5,201.9,40.9,1
1340766,36.9,5.9,154.0,128.6,1
1340767,50.9,6.0,136.8,109.3,1
1340768,54.7,3.5,231.2,138.7,1
1340769,63.2,1.0,191.6,118.7,1
1340770,44.4,0.4,269.5,122.5,0
1340771,58.2,7.9,306.4,72.6,1
1340772,54.2,13.4,276.9,46.1,0
1340773,40.8,7.5,222.1,144.4,1
1340774,31.5,21.4,321.1,109.7,1
1340775,31.6,0.1,491.5,74.4,0
1340776,44.3,18.3,299.8,99.2,1
1340777,38.7,7.8,189.8,147.1,0
1340778,29.6,1.2,312.8,115.6,0
1340779,42.0,1.0,222.5,132.8,0
1340780,57.9,0.5,198.7,51.9,0
1340781,18.7,4.7,241.7,139.1,0
1340782,90.1,1.4,396.3,119.8,0
1340783,35.2,8.0,283.1,78.7,1
1340784,59.1,2.0,199.7,85.9,1
1340785,67.2,6.4,280.6,96.1,1
1340786,39.4,6.1,236.4,82.3,0
1340787,27.0,1.3,274.3,48.8,0
1340788,47.6,30.9,205.2,107.6,1
1340789,50.9,7.2,375.5,86.1,1
1340790,37.1,10.0,194.0,71.5,1
1340791,73.7,19.6,237.4,62.0,1
1340792,43.1,1.8,300.5,83.6,1
1340793,72.8,1.2,32.0,127.5,0
1340794,56.4,4.5,87.8,118.5,1
1340795,46.1,18.5,280.2,118.7,1
1340796,45.6,5.9,223.6,62.0,1
1340797,40.7,10.0,212.2,118.4,0
1340798,63.5,0.9,297.4,74.4,0
1340799,43.9,5.5,172.8,80.7,1
1340800,59.4,3.0,232.6,119.7,0
1340801,41.8,5.8,98.2,33.1,1
1340802,56.5,20.9,258.1,104.6,1
1340803,34.1,9.4,169.7,98.4,0
1340804,39.5,2.4,284.0,105.6,1
1340805,43.9,4.8,59.3,65.1,0
1340806,58.9,1.4,381.9,139.0,0
1340807,49.7,30.5,215.8,88.9,1
1340808,60.4,4.3,175.7,67.9,0
1340809,39.8,20.5,357.5,59.9,0
1340810,,9.7,294.8,98.4,0
1340811,48.7,18.1,296.3,83.5,1
1340812,36.9,22.0,180.1,77.2,0
1340813,37.6,0.3,271.3,123.7,1
1340814,47.3,6.9,290.2,86.7,0
1340815,48.6,5.2,362.8,136.8,1
1340816,32.6,5.8,149.9,109.6,0
1340817,47.3,6.9,79.0,30.1,1
1340818,52.5,19.9,160.3,104.4,1
1340819,57.1,9.3,405.0,86.1,0
1340820,67.7,8.1,251.4,100.5,1
1340821,32.0,12.5,299.7,108.5,1
1340822,57.0,24.4,315.6,82.1,1
1340823,48.5,6.4,291.6,108.3,0
1340824,39.7,8.3,116.1,76.5,0
1340825,18.7,1.0,332.1,119.9,1
1340826,38.6,0.6,207.4,105.6,0
1340827,55.4,3.6,187.9,104.3,0
1340828,54.4,1.9,260.3,124.9,1
1340829,63.0,15.4,141.1,90.3,0
1340830,49.6,0.3,96.0,93.1,0
1340831,47.0,10.3,152.8,127.9,1
1340832,48.2,14.5,124.6,97.1,0
1340833,64.8,8.3,227.9,91.2,1
1340834,38.7,2.3,274.8,119.5,0
1340835,26.7,7.4,287.9,106.7,0
1340836,34.3,0.5,147.8,114.1,1
1340837,25.0,0.1,237.0,117.5,0
1340838,72.6,7.0,118.7,89.4,1
1340839,24.8,6.4,260.1,131.3,1
1340840,49.8,4.9,277.7,93.3,0
1340841,37.3,1.6,256.8,144.8,0
1340842,55.0,1.8,299.2,145.1,1
1340843,34.5,3.7,327.6,67.9,0
1340844,67.4,5.2,267.9,79.3,1
1340845,47.8,3.1,260.5,112.4,1
1340846,62.3,2.6,279.3,105.2,0
1340847,45.0,9.2,181.1,139.8,0
1340848,54.9,8.1,193.9,109.9,1
1340849,22.2,1.3,331.6,106.3,1
1340850,51.4,11.7,236.2,90.5,0
1340851,61.0,11.6,315.1,88.6,0
1340852,58.8,2.0,119.9,121.5,0
1340853,46.8,10.4,188.6,82.8,0
1340854,53.2,8.2,269.1,61.3,1
1340855,32.9,10.4,242.9,17.3,1
1340856,57.6,11.2,168.1,96.7,0
1340857,41.8,9.8,84.4,90.9,0
1340858,56.8,0.7,144.3,59.5,0
1340859,69.9,7.2,335.6,104.4,1
1340860,30.4,15.6,190.3,135.8,0
1340861,18.6,3.0,309.4,90.6,1
1340862,42.6,7.6,304.4,63.1,0
1340863,60.5,4.1,122.6,91.5,0
1340864,60.3,15.3,220.0,103.8,0
1340865,45.9,17.5,261.8,83.8,1
1340866,60.1,9.2,331.9,121.9,1
1340867,38.8,7.4,274.5,124.2,1
1340868,50.9,6.0,240.5,77.8,0
1340869,13.1,8.3,260.8,133.0,0
1340870,57.8,0.1,325.2,114.9,1
1340871,41.0,4.5,333.9,129.5,0
1340872,44.0,2.9,275.5,125.2,0
1340873,34.9,5.1,223.8,121.5,0
1340874,35.1,5.9,353.1,118.0,0
1340875,36.6,11.2,255.4,77.5,0
1340876,38.2,9.8,246.9,83.5,0
1340877,55.7,4.9,283.4,109.4,1
1340878,37.4,11.4,283.0,82.6,1
1340879,58.0,3.7,248.9,112.1,1
1340880,26.9,12.6,209.7,128.3,0
1340881,18.7,2.7,318.4,77.5,0
1340882,43.2,19.9,140.2,100.3,0
1340883,58.3,1.7,331.2,83.7,1
1340884,31.8,0.2,291.8,91.2,0
1340885,37.8,4.3,47.4,96.9,0
1340886,32.6,6.1,205.2,93.4,0
1340887,62.2,32.6,233.8,94.9,0
1340888,25.5,6.1,196.5,57.7,0
1340889,39.3,0.6,181.5,107.9,0
1340890,,14.3,217.3,142.5,0
1340891,39.3,4.7,285.3,110.1,0
1340892,48.8,6.2,244.4,65.1,1
1340893,38.3,0.8,143.3,67.5,0
1340894,31.3,12.8,326.3,113.9,0
1340895,31.4,2.4,343.2,82.4,1
1340896,62.6,0.7,188.6,139.7,0
1340897,51.8,4.3,237.0,147.3,1
1340898,43.7,6.7,178.9,84.6,1
1340899,68.6,6.0,330.7,99.5,0
1340900,30.1,26.7,257.1,81.1,1
1340901,36.1,1.5,300.3,84.0,0
1340902,33.2,23.1,381.8,84.1,0
1340903,56.5,23.0,337.3,120.7,0
1340904,30.4,4.1,201.7,156.2,0
1340905,36.0,2.1,148.2,117.3,1
1340906,44.9,2.4,288.2,64.1,0
1340907,67.2,5.2,249.3,94.5,0
1340908,39.3,4.3,334.9,39.4,0
1340909,72.4,3.4,295.8,132.0,1
1340910,62.9,7.6,127.5,80.6,0
1340911,22.5,21.6,252.4,86.3,0
1340912,44.3,26.4,336.9,67.4,1
1340913,60.9,3.7,196.5,61.8,1
1340914,41.5,4.6,274.2,88.4,0
1340915,42.4,13.3,287.8,129.0,0
1340916,71.0,7.8,59.4,114.6,1
1340917,26.5,3.7,418.0,129.2,0
1340918,32.2,8.6,215.0,81.4,0
1340919,34.3,2.9,447.5,69.9,0
1340920,44.1,1.8,228.5,100.7,0
1340921,37.5,11.9,270.7,99.7,0
1340922,6.7,5.6,227.7,76.5,0
1340923,59.9,16.5,305.5,71.4,1
1340924,46.0,0.5,291.1,23.1,0
1340925,46.8,4.2,323.0,99.7,1
1340926,58.0,19.4,202.8,78.0,0
1340927,51.5,2.6,395.2,99.9,0
1340928,35.5,6.1,269.1,79.1,1
1340929,28.9,1.6,118.1,105.4,0
1340930,37.2,13.0,379.3,64.3,0
1340931,39.1,21.4,248.9,64.1,1
1340932,39.5,5.4,99.1,103.0,1
1340933,48.3,3.7,275.8,92.6,1
1340934,43.5,16.9,158.7,61.3,0
1340935,33.0,6.7,217.5,126.9,0
1340936,36.5,6.0,215.4,113.1,0
1340937,37.7,13.0,185.1,129.4,0
1340938,59.2,4.6,367.8,82.4,0
1340939,39.0,9.8,181.4,151.7,1
1340940,61.5,6.2,306.0,103.3,0
1340941,38.6,1.4,165.3,90.1,1
1340942,50.8,20.5,137.6,107.7,1
1340943,56.7,7.5,221.5,114.9,0
1340944,27.3,6.0,372.5,53.5,1
1340945,28.6,4.7,205.6,107.7,1
1340946,57.9,5.8,292.0,110.3,0
1340947,51.0,8.5,353.9,122.5,0
1340948,30.9,7.7,222.9,143.8,0
1340949,21.5,18.2,195.2,103.4,0
1340950,49.5,4.8,220.1,73.6,0
1340951,51.0,1.6,146.9,111.4,1
1340952,47.7,9.7,300.5,131.5,1
1340953,56.5,6.8,229.0,158.7,1
1340954,33.5,3.9,278.0,114.3,1
1340955,45.6,25.1,415.2,148.8,1
1340956,54.5,4.1,140.1,114.4,1
1340957,48.3,2.1,263.9,69.8,0
1340958,55.1,7.1,334.3,123.4,1
1340959,58.4,5.5,374.2,134.2,1
1340960,65.9,0.6,189.2,90.3,1
1340961,69.0,2.6,252.0,124.6,1
1340962,49.0,0.3,474.9,94.9,1
1340963,22.2,1.2,311.7,121.8,1
1340964,55.0,4.1,345.7,116.7,0
1340965,65.2,18.3,126.0,121.9,1
1340966,54.0,46.7,358.9,68.6,0
1340967,64.2,5.9,239.2,111.6,1
1340968,33.5,6.2,211.9,111.8,0
1340969,42.4,5.7,288.6,96.6,0
1340970,68.9,3.3,208.6,81.6,1
1340971,48.9,9.2,280.8,124.7,1
1340972,45.6,0.6,293.5,85.4,1
1340973,41.4,6.9,191.4,145.5,1
1340974,36.8,2.0,243.2,78.5,1
1340975,47.6,2.0,306.2,136.0,1
1340976,60.3,0.2,238.2,93.0,0
1340977,31.1,17.8,191.5,120.9,1
1340978,45.4,9.3,270.4,91.0,0
1340979,62.2,0.1,319.6,58.9,0
1340980,56.8,9.1,162.3,73.0,0
1340981,49.0,0.9,307.0,89.6,0
1340982,49.4,0.6,359.1,94.9,0
1340983,53.0,0.5,293.3,108.5,0
1340984,72.9,8.3,193.4,130.1,0
1340985,30.3,10.4,274.0,111.9,0
1340986,53.3,4.8,189.7,76.8,1
1340987,51.6,4.8,214.9,55.7,1
1340988,32.6,1.9,286.3,87.4,1
1340989,56.8,10.2,360.3,78.7,1
1340990,31.0,6.3,10.0,124.6,1
1340991,44.8,3.1,278.9,105.8,1
1340992,45.1,10.4,189.3,71.9,1
1340993,34.5,19.0,375.1,108.9,0
1340994,25.6,15.3,300.2,133.0,1
1340995,37.7,16.5,146.9,123.4,1
1340996,41.9,25.9,229.6,70.2,1
1340997,59.7,0.7,136.2,134.8,0
1340998,52.8,22.5,251.1,71.3,1
1340999,64.4,5.8,211.8,56.5,0
1341000,59.9,10.1,185.9,114.7,1
