ReviewID,ComplaintScore,TopicCategory,RatingScore,RefundRequested,ReviewLength
1170558,7.4,Type_B,8.3,100.6,108.0
1170559,8.2,Type_A,9.0,111.2,133.2
1170560,9.8,Type_C,5.6,117.1,94.3
1170561,7.4,Type_C,6.2,85.6,119.8
1170562,5.5,Type_C,10.0,88.2,80.9
1170563,5.8,Type_A,8.4,78.3,91.1
1170564,8.5,Type_A,9.8,71.5,83.5
1170565,5.8,Type_B,8.4,118.6,90.9
1170566,7.9,Type_C,5.7,110.4,169.7
1170567,5.2,Type_C,8.2,134.1,73.5
1170568,7.7,Type_A,8.5,128.5,116.8
1170569,7.1,Type_B,7.8,109.7,81.1
1170570,7.0,Type_A,4.9,70.0,106.6
1170571,9.8,Type_B,9.9,81.5,111.6
1170572,7.9,Type_A,6.4,82.1,93.5
1170573,8.1,Type_C,6.9,75.7,124.1
1170574,6.8,Type_C,7.0,133.6,116.3
1170575,5.5,Type_B,8.8,104.1,118.3
1170576,6.8,Type_A,8.6,100.7,148.2
1170577,9.4,Type_B,10.0,44.3,119.7
1170578,4.8,Type_A,7.8,122.7,62.9
1170579,5.5,Type_B,7.2,102.5,117.4
1170580,7.4,Type_A,9.4,98.4,109.1
1170581,2.2,Type_B,7.4,119.0,97.0
1170582,7.6,Type_A,9.7,81.1,80.0
1170583,10.0,Type_B,7.6,115.5,124.1
1170584,6.0,Type_B,8.6,86.9,71.8
1170585,8.9,Type_C,8.0,45.8,68.9
1170586,8.4,Type_A,10.0,99.1,82.5
1170587,8.8,Type_A,6.0,95.4,64.5
1170588,4.6,Type_C,5.0,78.6,93.0
1170589,,Type_A,8.5,113.8,63.2
1170590,8.1,Type_B,8.2,115.3,60.4
1170591,7.0,Type_A,10.0,121.0,116.7
1170592,6.9,Type_A,10.0,96.1,79.1
1170593,8.9,Type_C,5.9,100.4,62.0
1170594,7.6,Type_A,6.3,133.5,83.4
1170595,7.6,Type_A,7.5,74.0,72.8
1170596,5.9,Type_A,6.9,107.8,92.3
1170597,8.7,Type_A,8.6,122.1,88.2
1170598,5.3,Type_C,8.5,77.1,95.3
1170599,10.0,Type_B,7.3,111.4,102.6
1170600,9.6,Type_C,6.5,79.9,134.6
1170601,5.4,Type_A,6.7,66.1,64.7
1170602,9.1,Type_A,5.7,81.5,114.9
1170603,5.5,Type_C,7.1,84.9,84.3
1170604,4.0,Type_A,5.5,84.9,106.5
1170605,7.2,Type_A,4.6,86.0,115.0
1170606,7.8,Type_A,5.0,99.2,126.3
1170607,8.8,Type_A,6.0,102.3,110.8
1170608,4.6,Type_C,6.6,86.6,90.9
1170609,9.7,Type_B,5.2,97.6,63.2
1170610,8.1,Type_A,6.3,109.5,80.9
1170611,6.5,Type_C,7.4,90.5,135.7
1170612,8.6,Type_A,6.0,151.1,71.6
1170613,6.0,Type_C,6.1,109.0,129.8
1170614,6.6,Type_A,9.2,67.8,125.4
1170615,9.0,Type_B,8.1,109.8,61.8
1170616,8.9,Type_C,8.0,70.7,97.2
1170617,7.5,Type_B,9.1,95.3,64.2
1170618,7.8,Type_B,7.1,90.6,94.8
1170619,4.2,Type_B,10.0,97.2,59.4
1170620,9.2,Type_B,5.3,101.5,110.5
1170621,6.6,Type_B,8.3,81.1,121.2
1170622,7.1,Type_C,7.5,117.3,83.6
1170623,6.1,Type_B,9.2,81.2,100.7
1170624,5.6,Type_B,8.9,95.7,122.6
1170625,5.2,Type_A,7.4,86.7,66.1
1170626,5.2,Type_A,7.4,62.5,94.8
1170627,7.3,Type_C,10.0,71.5,120.6
1170628,4.0,Type_A,5.1,101.4,79.8
1170629,6.6,Type_A,8.1,107.9,127.7
1170630,7.8,Type_B,5.9,56.3,117.2
1170631,8.2,Type_B,7.6,142.5,91.3
1170632,9.2,Type_B,8.0,94.5,114.8
1170633,5.9,Type_B,6.3,89.2,78.3
1170634,10.0,Type_A,9.2,97.0,74.5
1170635,4.9,Type_C,10.0,131.5,84.7
1170636,6.6,Type_B,9.5,108.7,73.4
1170637,9.3,Type_A,8.8,64.5,122.8
1170638,10.0,Type_A,7.1,123.1,139.7
1170639,5.4,Type_A,6.8,95.9,95.0
1170640,9.0,Type_B,5.7,106.9,103.9
1170641,9.3,Type_B,7.4,148.3,156.1
1170642,7.2,Type_B,7.8,97.9,108.6
1170643,9.2,Type_C,4.2,72.3,75.7
1170644,7.2,Type_A,9.6,102.3,120.7
1170645,9.1,Type_B,7.4,118.4,110.9
1170646,7.0,Type_B,6.1,86.2,116.1
1170647,5.6,Type_B,5.1,73.0,112.0
1170648,4.8,Type_B,9.8,117.7,96.9
1170649,5.3,Type_B,8.0,105.3,94.3
1170650,7.4,Type_B,7.5,77.4,70.8
1170651,6.0,Type_A,6.5,59.0,63.2
1170652,7.9,Type_A,6.0,67.4,76.7
1170653,4.8,Type_A,5.5,70.0,97.4
1170654,7.9,Type_A,7.2,47.5,104.6
1170655,7.4,Type_C,8.8,44.7,82.6
1170656,5.9,Type_B,6.5,128.3,123.6
1170657,6.7,Type_B,8.5,123.8,66.8
1170658,5.8,Type_C,8.3,106.6,130.9
1170659,7.1,Type_B,7.5,89.9,50.6
1170660,6.1,Type_A,4.6,70.8,95.1
1170661,4.8,Type_C,8.8,85.9,105.9
1170662,9.7,Type_C,6.7,110.6,72.6
1170663,6.6,Type_A,7.8,157.5,131.1
1170664,10.0,Type_B,9.1,55.7,110.7
1170665,5.4,Type_A,6.5,82.2,95.3
1170666,8.0,Type_C,7.1,136.1,120.9
1170667,6.3,Type_B,3.9,154.6,72.2
1170668,7.8,Type_A,7.7,111.2,95.8
1170669,6.2,Type_A,7.6,86.7,95.5
1170670,6.5,Type_A,8.1,152.9,90.9
1170671,8.7,Type_A,5.5,33.1,84.3
1170672,7.2,Type_B,6.8,92.3,79.9
1170673,7.6,Type_B,8.9,80.6,69.9
1170674,8.8,Type_C,7.1,79.1,69.9
1170675,6.8,Type_A,7.5,92.0,114.7
1170676,5.8,Type_B,6.9,109.3,97.3
1170677,7.6,Type_C,3.8,71.8,91.3
1170678,10.0,Type_A,7.5,111.4,95.6
1170679,7.4,Type_A,6.7,102.2,99.0
1170680,4.4,Type_C,6.9,83.5,111.9
1170681,5.6,Type_A,10.0,100.5,121.6
1170682,8.9,Type_A,6.3,109.6,98.5
1170683,9.2,Type_A,8.3,59.3,108.1
1170684,8.2,Type_B,10.0,141.4,90.8
1170685,6.1,Type_C,7.0,86.8,135.0
1170686,6.6,Type_C,6.3,122.7,82.2
1170687,9.3,Type_C,6.1,105.1,115.5
1170688,8.2,Type_C,5.9,70.8,116.8
1170689,7.4,Type_C,4.2,108.3,68.3
1170690,6.9,Type_A,8.0,121.8,57.7
1170691,6.9,Type_A,6.9,145.5,153.5
1170692,5.2,Type_A,9.9,83.5,109.5
1170693,8.3,Type_A,7.0,130.1,135.5
1170694,8.4,Type_B,6.0,102.5,97.3
1170695,8.8,Type_A,7.4,133.9,113.9
1170696,4.5,Type_C,7.4,161.2,106.0
1170697,8.8,Type_A,5.1,82.1,90.4
1170698,6.3,Type_B,5.8,93.4,98.7
1170699,4.1,Type_B,7.3,98.7,87.9
1170700,7.4,Type_A,4.0,88.7,129.4
1170701,7.8,Type_A,7.8,95.2,98.7
1170702,6.2,Type_A,5.4,107.4,141.9
1170703,5.5,Type_B,5.1,87.1,63.2
1170704,7.1,Type_B,8.0,77.9,50.1
1170705,7.2,Type_C,4.1,107.0,117.2
1170706,6.5,Type_A,6.6,42.1,87.2
1170707,4.5,Type_A,6.3,99.2,78.2
1170708,6.2,Type_C,5.0,102.0,73.5
1170709,6.7,Type_A,7.7,82.3,121.3
1170710,5.2,Type_C,5.5,85.8,100.4
1170711,5.0,Type_C,8.8,78.5,92.2
1170712,7.2,Type_A,5.9,61.2,52.1
1170713,10.0,Type_A,9.0,50.8,126.6
1170714,7.6,Type_B,8.0,63.1,82.6
1170715,9.7,Type_B,8.1,129.2,144.5
1170716,7.0,Type_A,7.3,106.4,142.7
1170717,7.2,Type_C,8.3,91.3,96.1
1170718,7.4,Type_A,5.8,176.8,90.9
1170719,7.9,Type_B,9.6,108.0,94.7
1170720,4.8,Type_A,7.1,106.4,101.6
1170721,7.3,Type_C,6.6,103.8,77.1
1170722,2.6,Type_C,8.4,75.3,122.3
1170723,6.0,Type_A,6.4,87.6,80.2
1170724,4.9,Type_C,8.0,139.6,117.0
1170725,7.6,Type_A,9.1,126.0,82.6
1170726,7.9,Type_C,8.6,94.3,120.3
1170727,6.4,Type_C,5.5,119.5,87.1
1170728,8.0,Type_C,6.9,94.5,78.4
1170729,5.5,Type_A,4.8,72.0,120.9
1170730,10.0,Type_C,9.6,99.7,138.5
1170731,7.4,Type_C,6.8,148.6,110.7
1170732,9.4,Type_C,6.6,151.0,112.6
1170733,7.6,Type_B,7.8,89.4,101.4
1170734,4.1,Type_B,7.3,92.9,124.5
1170735,5.6,Type_A,7.3,121.6,123.3
1170736,6.1,Type_C,7.2,119.9,78.0
1170737,6.2,Type_B,7.6,141.9,136.2
1170738,8.9,Type_A,7.2,123.4,68.9
1170739,9.0,Type_C,4.1,99.1,120.1
1170740,4.2,Type_B,7.0,69.6,95.5
1170741,6.3,Type_B,4.8,89.9,81.7
1170742,6.5,Type_B,3.9,110.2,57.5
1170743,10.0,Type_A,8.0,134.3,145.1
1170744,8.7,Type_A,6.9,103.9,72.6
1170745,7.5,Type_A,8.9,93.9,98.4
1170746,7.3,Type_B,6.0,124.2,124.7
1170747,4.6,Type_C,8.0,82.3,57.8
1170748,5.1,Type_B,6.4,81.7,31.3
1170749,10.0,Type_C,6.6,129.6,108.7
1170750,5.7,Type_B,10.0,144.7,45.8
1170751,7.4,Type_A,6.5,106.0,98.4
1170752,7.6,Type_A,5.3,110.8,109.1
1170753,6.8,Type_C,9.9,99.7,105.1
1170754,6.2,Type_B,4.0,104.3,59.9
1170755,6.3,Type_C,8.2,90.9,108.4
1170756,8.6,Type_C,7.7,121.0,111.2
1170757,6.7,Type_C,6.2,81.8,102.8
1170758,9.4,Type_B,3.8,87.0,124.5
1170759,5.8,Type_C,6.1,119.3,141.5
1170760,6.4,Type_A,9.1,131.9,90.3
1170761,7.4,Type_C,4.7,96.8,92.3
1170762,6.7,Type_A,9.3,91.8,108.7
1170763,8.1,Type_A,4.7,105.2,131.1
1170764,7.2,Type_A,5.8,93.4,83.9
1170765,8.0,Type_C,6.9,87.9,107.6
1170766,10.0,Type_B,6.7,88.8,82.8
1170767,7.2,Type_C,9.8,36.5,104.8
1170768,6.7,Type_B,6.9,117.9,101.7
1170769,5.8,Type_C,6.3,131.7,172.0
1170770,6.5,Type_C,7.3,68.1,73.9
1170771,8.7,Type_C,8.8,33.3,126.8
1170772,8.6,Type_B,7.1,92.3,112.9
1170773,8.6,Type_A,5.0,128.6,100.4
1170774,4.0,Type_C,5.4,68.9,130.7
1170775,6.2,Type_B,7.9,140.8,65.9
1170776,5.1,Type_C,7.1,140.6,136.8
1170777,4.9,Type_B,10.0,96.1,121.1
1170778,6.0,Type_C,6.8,101.4,123.2
1170779,6.6,Type_A,8.3,115.9,118.6
1170780,9.1,Type_C,7.1,95.9,121.5
1170781,7.4,Type_A,6.3,94.2,76.7
1170782,9.3,Type_A,4.6,105.2,125.7
1170783,6.5,Type_B,8.4,122.0,145.6
1170784,6.4,Type_B,6.4,152.8,100.0
1170785,8.8,Type_C,8.1,108.7,77.7
1170786,6.7,Type_A,7.4,119.0,117.4
1170787,8.1,Type_B,7.2,132.1,80.3
1170788,9.0,Type_A,7.2,104.5,92.5
1170789,7.2,Type_B,6.7,106.0,170.2
1170790,6.4,Type_A,6.3,74.1,78.5
1170791,6.8,Type_C,8.5,107.8,114.7
1170792,6.7,Type_B,5.5,136.1,54.1
1170793,6.4,Type_A,7.6,111.5,64.2
1170794,10.0,Type_A,8.8,114.5,85.0
1170795,6.4,Type_A,6.2,91.6,72.3
1170796,8.4,Type_B,5.6,120.4,132.3
1170797,6.1,Type_A,7.4,103.2,23.2
1170798,,Type_B,7.2,154.7,145.2
1170799,6.6,Type_A,4.0,91.6,116.4
1170800,10.0,Type_A,5.0,137.6,107.9
1170801,7.6,Type_C,6.8,66.6,108.9
1170802,5.7,Type_C,4.3,86.6,118.0
1170803,6.6,Type_B,7.9,75.5,120.8
1170804,9.7,Type_B,6.9,112.6,119.3
1170805,8.5,Type_B,4.7,121.8,98.2
1170806,9.3,Type_B,4.8,103.7,93.7
1170807,7.8,Type_A,5.6,109.2,107.6
1170808,6.7,Type_C,6.7,109.0,123.4
1170809,10.0,Type_A,8.5,118.3,101.4
1170810,5.5,Type_B,8.1,96.0,69.1
1170811,6.8,Type_C,6.5,94.9,126.7
1170812,8.7,Type_C,6.8,82.1,95.9
1170813,5.7,Type_B,7.9,57.4,107.9
1170814,7.4,Type_B,6.9,62.8,106.0
1170815,7.7,Type_C,5.8,90.2,65.2
1170816,6.6,Type_B,4.8,95.9,88.4
1170817,6.7,Type_C,6.5,96.0,88.4
1170818,9.4,Type_A,6.6,54.8,96.6
1170819,6.6,Type_B,7.5,125.4,107.7
1170820,6.9,Type_B,6.6,110.5,71.5
1170821,8.7,Type_A,6.8,105.6,118.4
1170822,7.0,Type_B,7.3,92.2,65.3
1170823,5.7,Type_A,6.2,82.2,72.4
1170824,8.8,Type_A,8.3,111.0,80.2
1170825,8.7,Type_A,6.4,82.7,92.9
1170826,7.8,Type_A,6.1,113.8,82.3
1170827,,Type_B,9.8,99.2,70.0
1170828,6.1,Type_A,7.1,117.9,81.5
1170829,8.3,Type_B,6.8,138.0,120.7
1170830,7.4,Type_C,7.8,91.4,84.2
1170831,8.2,Type_C,8.7,87.1,100.1
1170832,9.0,Type_B,7.1,59.2,69.4
1170833,7.1,Type_C,6.0,101.3,105.1
1170834,6.4,Type_C,8.5,95.3,133.7
1170835,5.8,Type_A,7.2,120.0,89.8
1170836,4.9,Type_A,7.1,93.7,121.7
1170837,9.8,Type_B,7.5,62.4,74.4
1170838,7.5,Type_B,7.7,92.2,80.0
1170839,7.9,Type_A,8.0,160.4,102.7
1170840,7.8,Type_A,7.2,102.7,84.1
1170841,8.6,Type_A,7.2,137.5,110.0
1170842,8.4,Type_C,7.7,63.9,66.4
1170843,7.2,Type_A,8.7,116.4,107.0
1170844,7.0,Type_B,5.2,70.1,119.1
1170845,4.6,Type_C,8.6,104.3,152.2
1170846,7.3,Type_A,3.6,134.2,79.8
1170847,7.1,Type_A,7.0,139.0,104.1
1170848,8.4,Type_C,8.5,93.8,85.3
1170849,5.0,Type_C,7.9,118.9,116.7
1170850,7.4,Type_A,7.0,66.9,97.0
1170851,6.3,Type_A,8.2,99.9,75.9
1170852,9.2,Type_C,10.0,124.8,117.4
1170853,6.2,Type_C,8.5,60.4,67.8
1170854,8.9,Type_C,4.5,82.3,89.3
1170855,6.6,Type_A,7.1,91.8,86.5
1170856,6.2,Type_C,7.0,85.1,84.2
1170857,7.7,Type_A,9.2,159.0,125.0
1170858,7.4,Type_B,8.6,102.6,52.8
1170859,7.3,Type_C,8.7,146.1,66.9
1170860,3.9,Type_A,3.9,91.4,80.1
1170861,7.5,Type_B,4.9,98.6,83.2
1170862,9.1,Type_B,8.2,81.5,101.6
1170863,7.4,Type_C,9.0,89.8,82.7
1170864,9.4,Type_A,6.0,94.0,123.0
1170865,7.2,Type_C,6.4,82.2,73.1
1170866,6.5,Type_B,6.3,70.5,58.0
1170867,8.0,Type_B,8.7,67.9,104.8
1170868,8.0,Type_C,6.6,109.2,107.9
1170869,6.4,Type_A,6.8,83.9,115.9
1170870,4.7,Type_B,9.9,80.1,113.0
1170871,6.5,Type_B,7.3,96.6,109.8
1170872,7.4,Type_C,6.9,50.1,55.6
1170873,7.1,Type_C,7.7,72.3,155.5
1170874,7.6,Type_C,6.5,97.8,101.9
1170875,4.8,Type_A,6.9,135.9,67.4
1170876,6.9,Type_B,8.4,90.8,45.3
1170877,7.9,Type_A,7.5,118.8,94.9
1170878,6.7,Type_C,8.0,92.2,125.5
1170879,7.2,Type_B,5.7,65.3,128.1
1170880,7.8,Type_C,10.0,100.2,107.3
1170881,6.2,Type_B,5.1,88.9,55.5
1170882,8.2,Type_B,10.0,103.9,99.7
1170883,7.7,Type_A,6.6,78.2,54.6
1170884,7.6,Type_A,7.5,51.8,91.5
1170885,6.3,Type_B,5.9,96.2,120.1
1170886,6.6,Type_C,8.5,70.3,113.4
1170887,8.5,Type_C,8.5,77.0,85.0
1170888,6.5,Type_B,7.3,133.8,99.6
1170889,7.0,Type_A,5.2,90.3,95.5
1170890,8.7,Type_A,4.7,61.4,97.9
1170891,7.1,Type_C,8.3,112.9,83.8
1170892,8.5,Type_B,5.9,104.3,133.8
1170893,10.0,Type_A,8.9,95.5,87.7
1170894,8.1,Type_C,6.7,118.6,56.3
1170895,5.7,Type_A,8.3,87.7,104.5
1170896,7.5,Type_C,10.0,74.5,92.3
1170897,6.9,Type_B,10.0,113.4,78.6
1170898,7.1,Type_B,8.3,116.3,130.4
1170899,8.8,Type_B,8.9,116.3,120.8
1170900,7.5,Type_C,9.8,143.4,106.4
1170901,8.2,Type_A,9.3,114.5,95.9
1170902,5.7,Type_A,5.8,99.0,153.3
1170903,6.8,Type_A,9.0,83.1,142.0
1170904,6.0,Type_A,5.8,127.2,121.3
1170905,7.7,Type_C,6.9,113.8,61.9
1170906,8.7,Type_C,6.3,127.6,84.1
1170907,8.0,Type_A,7.1,53.2,90.8
1170908,6.9,Type_A,4.9,95.4,159.2
1170909,4.7,Type_B,8.2,70.3,117.1
1170910,6.4,Type_A,7.6,97.4,91.1
1170911,8.5,Type_B,5.9,86.3,114.5
1170912,5.8,Type_B,7.7,70.3,108.3
1170913,8.9,Type_C,6.0,119.8,122.8
1170914,6.0,Type_B,6.8,53.9,113.6
1170915,3.7,Type_B,7.3,95.6,93.8
1170916,8.2,Type_A,7.3,131.6,74.9
1170917,7.7,Type_C,10.0,157.0,64.6
1170918,6.8,Type_C,5.3,68.7,137.0
1170919,,Type_A,6.6,137.1,133.8
1170920,5.6,Type_A,8.9,96.1,142.3
1170921,9.0,Type_A,5.5,1.0,72.9
1170922,6.0,Type_B,5.3,108.3,91.2
1170923,8.5,Type_C,5.0,108.7,99.8
1170924,9.1,Type_C,6.6,117.2,132.7
1170925,6.6,Type_B,5.6,30.4,125.4
1170926,9.3,Type_C,6.4,111.1,102.8
1170927,10.0,Type_A,5.9,96.8,65.9
1170928,7.2,Type_C,4.4,87.1,75.5
1170929,10.0,Type_B,7.6,78.3,117.3
1170930,6.1,Type_B,7.6,110.5,55.9
1170931,6.3,Type_B,5.2,99.2,105.0
1170932,5.7,Type_A,4.7,80.0,96.6
1170933,7.5,Type_A,3.5,111.9,116.2
1170934,4.3,Type_B,8.9,98.9,67.0
1170935,9.3,Type_C,6.7,87.8,104.8
1170936,9.8,Type_C,9.1,72.7,57.5
1170937,10.0,Type_C,6.3,106.0,93.6
1170938,7.3,Type_A,5.0,128.3,118.2
1170939,7.5,Type_B,7.7,54.3,102.5
1170940,9.3,Type_C,8.2,106.8,105.3
1170941,6.5,Type_C,6.7,92.9,88.1
1170942,7.3,Type_B,6.5,76.0,88.3
1170943,6.6,Type_A,8.5,103.3,94.1
1170944,6.0,Type_C,8.1,126.3,128.1
1170945,7.1,Type_B,7.6,92.5,115.9
1170946,4.5,Type_B,7.6,101.2,148.2
1170947,9.0,Type_B,7.5,66.3,148.2
1170948,6.2,Type_C,5.2,90.2,88.4
1170949,5.9,Type_C,7.4,91.2,90.8
1170950,3.6,Type_A,9.6,87.0,149.3
1170951,9.1,Type_A,9.1,79.4,45.9
1170952,6.1,Type_B,7.9,90.3,116.0
1170953,6.5,Type_B,8.3,95.6,74.8
1170954,9.9,Type_B,6.1,139.8,114.6
1170955,6.0,Type_A,8.9,113.0,52.5
1170956,7.4,Type_A,6.8,91.2,94.3
1170957,3.7,Type_B,8.0,114.3,107.6
1170958,8.7,Type_A,9.1,95.8,112.0
1170959,4.4,Type_C,6.0,93.1,102.6
1170960,8.3,Type_B,6.6,75.2,96.8
1170961,,Type_B,9.1,88.4,98.1
1170962,8.7,Type_A,5.0,123.8,62.6
1170963,7.0,Type_C,6.4,23.4,137.6
1170964,6.5,Type_C,7.4,91.8,70.9
1170965,4.3,Type_B,9.1,85.7,62.8
1170966,7.7,Type_A,9.1,134.4,132.3
1170967,8.0,Type_A,6.9,135.0,93.5
1170968,7.1,Type_B,7.2,46.2,82.7
1170969,6.9,Type_B,6.2,108.8,164.7
1170970,4.4,Type_A,8.4,100.2,110.1
1170971,9.4,Type_C,5.2,138.8,55.3
1170972,3.3,Type_C,7.1,103.3,125.7
1170973,7.0,Type_C,5.9,78.4,99.3
1170974,6.4,Type_B,8.3,65.9,113.1
1170975,7.2,Type_C,8.0,127.4,113.2
1170976,6.8,Type_B,5.9,116.9,78.4
1170977,7.7,Type_C,7.0,88.8,49.3
1170978,10.0,Type_C,7.4,69.1,120.1
1170979,6.9,Type_C,6.9,92.9,146.1
1170980,7.9,Type_C,7.6,116.0,96.9
1170981,,Type_A,5.9,83.5,47.1
1170982,,Type_A,6.5,71.9,94.8
1170983,4.4,Type_B,7.4,55.8,127.9
1170984,4.3,Type_C,7.2,119.4,103.3
1170985,6.2,Type_B,8.0,140.3,119.3
1170986,7.7,Type_C,6.7,114.9,105.7
1170987,5.5,Type_B,7.2,114.7,84.4
1170988,6.1,Type_B,9.7,117.5,83.7
1170989,6.6,Type_A,8.1,108.7,57.3
1170990,6.6,Type_C,6.8,113.1,107.3
1170991,6.5,Type_A,6.6,117.0,85.0
1170992,9.2,Type_A,6.7,139.7,131.2
1170993,5.9,Type_B,7.4,82.3,66.0
1170994,8.2,Type_C,9.7,63.7,77.3
1170995,5.9,Type_A,5.9,98.0,76.7
1170996,3.5,Type_A,3.6,100.1,99.8
1170997,8.1,Type_A,8.8,94.2,103.2
1170998,7.5,Type_B,7.9,93.9,83.5
1170999,3.6,Type_A,7.0,104.2,122.3
1171000,7.9,Type_B,9.0,87.3,106.8
