ToolID,SpindleCurrent,VibrationRMS,ToolAgeHours,WearDepth_microns,MaintenanceRequired
1810633,5.63,54.2,73.0,130.1,1
1810634,4.98,53.7,41.0,112.2,1
1810635,5.04,49.4,18.0,94.3,0
1810636,4.33,46.4,17.0,126.6,1
1810637,3.88,38.6,53.0,109.7,0
1810638,4.68,71.0,34.0,98.6,0
1810639,3.74,67.2,52.0,75.3,0
1810640,5.57,53.5,42.0,92.2,1
1810641,3.29,,10.0,73.2,1
1810642,4.55,42.6,38.0,64.7,0
1810643,1.95,48.3,35.0,99.7,1
1810644,5.15,43.2,40.0,101.8,0
1810645,4.02,23.2,46.0,98.6,1
1810646,6.29,54.1,11.0,76.0,0
1810647,4.56,67.0,31.0,49.0,0
1810648,7.5,23.9,57.0,135.4,1
1810649,4.53,56.2,30.0,78.1,0
1810650,3.54,43.7,44.0,101.8,1
1810651,4.15,40.2,52.0,106.3,1
1810652,4.65,42.3,28.0,107.3,1
1810653,2.98,47.4,46.0,90.7,0
1810654,4.97,31.9,30.0,102.7,0
1810655,4.27,55.4,16.0,94.3,1
1810656,5.89,23.4,29.0,72.5,0
1810657,3.64,,36.0,79.4,1
1810658,3.2,53.1,35.0,87.1,1
1810659,5.89,18.0,31.0,108.9,1
1810660,3.84,61.6,52.0,79.4,0
1810661,4.65,27.7,51.0,93.6,0
1810662,4.9,42.0,26.0,121.5,1
1810663,5.36,71.0,55.0,107.6,0
1810664,6.31,31.5,33.0,119.2,1
1810665,3.79,29.7,48.0,111.7,1
1810666,4.93,37.2,40.0,82.2,0
1810667,5.05,39.9,57.0,91.5,0
1810668,4.69,68.1,54.0,121.5,1
1810669,4.28,15.5,25.0,96.2,1
1810670,4.3,61.3,43.0,104.1,1
1810671,3.62,63.1,25.0,102.7,1
1810672,4.06,37.2,57.0,121.9,1
1810673,4.68,46.2,34.0,76.5,1
1810674,4.79,67.3,60.0,83.0,0
1810675,5.22,34.0,39.0,104.9,1
1810676,4.54,31.3,58.0,79.3,1
1810677,5.34,37.7,67.0,135.3,1
1810678,4.95,70.2,58.0,129.8,1
1810679,4.82,57.1,53.0,96.6,1
1810680,4.5,42.4,37.0,77.0,0
1810681,4.5,5.2,49.0,124.9,1
1810682,6.09,31.8,13.0,71.0,0
1810683,6.48,45.1,41.0,91.2,0
1810684,6.39,48.3,30.0,95.7,0
1810685,4.37,39.0,38.0,129.8,1
1810686,6.26,21.7,36.0,129.8,1
1810687,4.94,43.2,40.0,113.9,0
1810688,4.7,65.1,63.0,114.1,1
1810689,6.16,45.3,65.0,124.6,1
1810690,4.2,40.9,34.0,99.8,0
1810691,4.22,43.2,54.0,129.7,1
1810692,4.24,65.0,29.0,135.5,1
1810693,3.77,69.6,31.0,110.0,0
1810694,2.1,34.4,32.0,145.6,1
1810695,2.9,5.9,41.0,126.0,1
1810696,4.93,42.2,48.0,168.9,1
1810697,4.87,53.3,35.0,134.7,1
1810698,4.72,73.9,35.0,94.1,0
1810699,6.29,41.6,42.0,91.8,1
1810700,5.14,39.0,53.0,99.7,1
1810701,4.15,54.3,51.0,62.4,0
1810702,3.22,42.9,46.0,91.4,0
1810703,3.92,47.3,28.0,105.0,1
1810704,3.7,39.2,42.0,119.8,0
1810705,6.96,29.4,41.0,64.4,0
1810706,4.45,31.1,22.0,118.4,1
1810707,3.63,60.3,46.0,131.4,1
1810708,3.83,49.1,53.0,96.1,1
1810709,3.02,36.2,59.0,65.6,1
1810710,6.26,56.5,58.0,145.0,1
1810711,3.62,36.4,59.0,80.0,0
1810712,6.03,23.7,54.0,130.5,1
1810713,5.94,53.0,59.0,121.5,1
1810714,4.22,52.1,47.0,150.8,1
1810715,5.25,59.4,28.0,57.1,0
1810716,5.5,42.9,41.0,64.5,1
1810717,4.31,64.3,54.0,120.8,1
1810718,4.71,69.0,58.0,122.7,1
1810719,2.54,74.1,23.0,110.8,0
1810720,2.46,42.1,48.0,105.5,0
1810721,4.59,53.5,27.0,129.1,0
1810722,3.79,76.5,29.0,125.5,1
1810723,3.42,23.6,49.0,150.0,0
1810724,2.62,24.8,51.0,110.5,0
1810725,3.8,38.9,57.0,73.1,0
1810726,4.38,36.4,32.0,75.9,1
1810727,4.89,29.5,47.0,50.3,0
1810728,4.61,33.2,49.0,114.0,0
1810729,3.23,11.5,37.0,155.1,1
1810730,4.44,35.5,39.0,74.6,0
1810731,3.26,48.8,20.0,90.3,1
1810732,5.42,40.4,40.0,66.0,0
1810733,4.56,41.3,47.0,92.1,0
1810734,6.23,22.9,44.0,61.9,0
1810735,6.17,6.1,33.0,90.9,1
1810736,3.35,39.7,35.0,117.5,1
1810737,3.76,40.2,37.0,108.1,1
1810738,2.74,28.7,61.0,106.5,0
1810739,3.58,59.7,66.0,116.8,1
1810740,5.82,22.7,8.0,128.2,1
1810741,3.65,53.6,58.0,110.3,0
1810742,4.56,53.3,53.0,127.5,1
1810743,5.22,52.5,50.0,100.4,1
1810744,4.58,56.6,33.0,176.6,1
1810745,6.19,51.6,21.0,65.5,0
1810746,4.2,55.5,58.0,97.9,1
1810747,2.67,51.9,38.0,76.9,1
1810748,6.09,,29.0,77.3,0
1810749,4.53,53.7,40.0,95.6,0
1810750,5.35,37.2,20.0,78.1,1
1810751,3.27,35.6,52.0,104.1,0
1810752,5.56,99.4,21.0,105.5,1
1810753,5.1,55.0,37.0,106.0,0
1810754,2.7,56.5,38.0,109.4,1
1810755,5.91,49.6,57.0,65.9,0
1810756,7.17,23.5,56.0,83.2,0
1810757,4.58,49.0,44.0,84.6,0
1810758,2.43,4.1,45.0,120.0,0
1810759,2.79,53.8,54.0,90.0,0
1810760,6.51,46.4,22.0,127.3,1
1810761,5.15,52.0,53.0,66.0,0
1810762,4.81,42.1,33.0,122.6,0
1810763,4.16,29.2,59.0,126.9,0
1810764,6.11,14.4,29.0,100.3,0
1810765,4.28,44.5,1.0,104.9,0
1810766,7.07,41.7,46.0,82.3,0
1810767,3.66,70.7,50.0,129.4,1
1810768,3.92,,41.0,86.1,0
1810769,4.36,26.7,24.0,56.9,0
1810770,4.09,29.7,42.0,134.0,0
1810771,3.6,64.8,36.0,78.9,1
1810772,3.1,40.8,22.0,100.2,1
1810773,6.4,62.3,17.0,59.4,0
1810774,5.53,42.7,28.0,91.5,0
1810775,5.78,61.6,20.0,120.5,1
1810776,4.19,28.5,61.0,106.5,0
1810777,5.13,43.0,48.0,161.6,1
1810778,4.16,52.4,36.0,93.6,0
1810779,3.71,42.5,52.0,130.2,1
1810780,6.04,52.9,55.0,108.7,1
1810781,4.47,49.9,50.0,99.5,0
1810782,6.51,38.4,43.0,158.4,1
1810783,3.65,58.4,24.0,150.1,1
1810784,5.67,54.2,43.0,80.0,0
1810785,3.4,59.3,33.0,103.0,0
1810786,5.57,50.0,38.0,94.2,0
1810787,5.34,30.2,39.0,97.1,0
1810788,5.86,37.2,42.0,101.6,0
1810789,4.87,40.2,26.0,66.8,0
1810790,3.76,33.6,65.0,57.7,1
1810791,5.81,26.3,30.0,78.7,0
1810792,1.3,50.5,33.0,105.0,0
1810793,4.17,22.9,60.0,75.7,0
1810794,2.19,44.2,56.0,97.4,0
1810795,4.9,38.6,45.0,120.3,1
1810796,1.74,47.0,18.0,156.7,1
1810797,3.08,9.4,55.0,131.9,1
1810798,5.0,29.8,46.0,140.1,1
1810799,3.57,28.4,49.0,64.7,1
1810800,4.3,60.0,22.0,54.1,0
1810801,4.77,33.0,37.0,138.2,1
1810802,4.12,64.8,22.0,61.9,0
1810803,5.15,60.5,33.0,109.0,0
1810804,5.33,64.3,39.0,85.4,0
1810805,4.81,47.8,57.0,82.6,0
1810806,4.5,52.3,46.0,79.4,1
1810807,6.26,21.4,65.0,91.1,0
1810808,1.78,28.2,31.0,132.1,1
1810809,3.78,47.6,27.0,108.6,0
1810810,3.82,51.3,39.0,117.1,1
1810811,4.73,52.0,43.0,99.5,1
1810812,3.24,43.4,63.0,101.3,1
1810813,2.43,15.6,47.0,66.8,0
1810814,4.52,45.7,25.0,97.4,1
1810815,3.9,52.5,55.0,70.3,1
1810816,7.5,64.1,56.0,102.0,1
1810817,3.69,56.3,75.0,93.1,0
1810818,5.37,,43.0,80.0,1
1810819,3.69,31.9,52.0,105.6,0
1810820,4.75,60.6,55.0,99.5,0
1810821,5.42,,34.0,125.6,1
1810822,4.68,50.2,45.0,42.4,0
1810823,7.07,44.8,72.0,127.3,1
1810824,2.03,34.6,39.0,128.3,1
1810825,5.21,31.3,35.0,142.0,1
1810826,4.09,71.2,56.0,71.0,0
1810827,4.24,44.6,49.0,130.9,1
1810828,6.93,24.6,26.0,80.2,0
1810829,6.92,39.6,22.0,154.6,0
1810830,4.33,74.9,46.0,120.9,1
1810831,3.79,34.4,42.0,122.1,1
1810832,4.63,42.2,53.0,101.0,0
1810833,5.61,73.9,34.0,66.0,0
1810834,3.37,55.1,45.0,63.5,0
1810835,3.77,40.8,59.0,133.7,1
1810836,4.88,58.9,24.0,80.8,0
1810837,4.0,42.9,34.0,152.1,1
1810838,4.63,58.8,27.0,76.8,0
1810839,4.11,32.5,43.0,111.8,0
1810840,4.7,35.7,52.0,115.8,0
1810841,4.02,37.2,31.0,68.6,1
1810842,5.85,40.6,24.0,107.9,1
1810843,4.03,50.7,14.0,100.3,0
1810844,3.99,53.7,53.0,110.1,1
1810845,5.36,53.0,22.0,113.3,1
1810846,5.92,50.6,49.0,71.0,0
1810847,3.65,49.1,59.0,93.3,0
1810848,5.24,56.9,74.0,80.8,0
1810849,4.28,43.0,74.0,97.5,1
1810850,3.93,41.1,52.0,72.3,1
1810851,5.78,50.5,32.0,113.5,1
1810852,5.05,40.6,60.0,109.6,1
1810853,3.6,,38.0,95.3,0
1810854,4.39,32.0,64.0,84.6,0
1810855,5.27,41.3,30.0,113.4,1
1810856,4.62,41.2,30.0,97.6,0
1810857,5.98,29.3,45.0,75.8,1
1810858,3.71,61.0,32.0,92.4,1
1810859,4.83,43.1,56.0,140.7,1
1810860,7.01,18.4,72.0,73.6,1
1810861,4.47,27.2,60.0,64.4,0
1810862,4.44,45.4,43.0,102.8,1
1810863,4.17,29.7,10.0,129.7,1
1810864,5.03,25.8,43.0,40.1,0
1810865,5.71,65.0,48.0,104.1,0
1810866,5.65,51.0,73.0,136.6,0
1810867,3.89,58.4,45.0,89.3,1
1810868,3.47,29.7,27.0,83.6,0
1810869,6.48,61.7,53.0,102.1,1
1810870,4.12,53.6,58.0,90.4,1
1810871,5.11,52.2,35.0,87.3,0
1810872,5.58,56.3,67.0,109.2,1
1810873,5.11,43.4,55.0,103.2,1
1810874,4.58,60.1,65.0,79.7,1
1810875,2.9,53.6,17.0,138.3,1
1810876,4.01,58.5,37.0,59.8,0
1810877,6.52,57.9,1.0,95.2,1
1810878,4.4,58.1,40.0,118.4,1
1810879,4.48,61.0,52.0,108.6,1
1810880,4.04,33.4,40.0,79.6,0
1810881,3.76,63.7,25.0,114.6,0
1810882,4.52,25.6,48.0,90.4,1
1810883,5.4,47.5,37.0,78.7,0
1810884,6.35,42.7,39.0,58.2,0
1810885,3.85,58.5,51.0,99.3,0
1810886,5.87,55.2,54.0,90.9,0
1810887,4.63,18.2,57.0,145.5,0
1810888,5.47,24.2,54.0,127.5,1
1810889,4.48,49.1,46.0,89.2,1
1810890,3.5,51.7,55.0,110.2,1
1810891,5.36,51.1,10.0,106.1,1
1810892,1.74,67.0,26.0,118.9,1
1810893,5.38,45.6,23.0,106.2,0
1810894,5.56,36.0,52.0,79.4,1
1810895,3.53,36.4,26.0,105.6,1
1810896,3.33,44.7,55.0,88.1,1
1810897,6.57,62.3,51.0,58.6,0
1810898,4.71,40.8,42.0,93.3,0
1810899,4.66,77.4,8.0,107.0,1
1810900,2.98,80.5,61.0,90.2,1
1810901,3.77,61.6,70.0,102.9,1
1810902,1.42,40.7,42.0,126.0,1
1810903,5.91,49.4,40.0,100.6,1
1810904,4.93,1.2,25.0,99.6,1
1810905,2.84,50.6,29.0,105.7,1
1810906,3.72,41.2,32.0,128.0,1
1810907,6.94,46.8,51.0,127.4,1
1810908,5.12,41.5,46.0,122.9,0
1810909,2.75,42.7,55.0,114.3,0
1810910,2.96,21.2,28.0,135.1,1
1810911,3.54,36.8,44.0,47.3,0
1810912,4.47,55.2,53.0,142.4,1
1810913,5.39,43.2,36.0,130.7,0
1810914,4.27,32.8,44.0,77.3,1
1810915,5.23,20.6,38.0,119.6,1
1810916,3.8,68.8,42.0,112.6,1
1810917,5.64,66.4,49.0,82.1,0
1810918,2.85,25.4,42.0,106.0,1
1810919,2.24,31.2,46.0,81.1,0
1810920,2.9,23.5,32.0,30.3,0
1810921,4.04,51.8,60.0,116.2,1
1810922,4.03,22.3,42.0,64.6,0
1810923,4.96,38.2,40.0,91.2,0
1810924,4.08,39.4,40.0,100.1,0
1810925,4.34,76.0,51.0,102.1,0
1810926,4.53,37.6,34.0,68.2,1
1810927,3.18,2.5,42.0,145.0,1
1810928,4.92,40.1,47.0,92.4,0
1810929,4.17,28.2,28.0,111.3,1
1810930,3.87,43.8,27.0,122.7,0
1810931,6.92,50.8,61.0,119.5,1
1810932,4.08,39.8,43.0,103.1,1
1810933,2.69,40.0,44.0,83.8,0
1810934,6.52,51.6,33.0,94.7,1
1810935,4.73,31.8,26.0,115.9,1
1810936,3.05,27.2,34.0,67.8,0
1810937,3.7,78.8,20.0,93.1,1
1810938,6.03,30.7,42.0,121.4,1
1810939,4.02,45.8,71.0,111.0,0
1810940,3.75,26.1,38.0,72.0,0
1810941,4.08,51.8,47.0,80.5,0
1810942,2.94,67.0,20.0,85.2,0
1810943,3.67,72.1,24.0,133.2,0
1810944,4.38,21.1,65.0,90.1,0
1810945,2.89,60.4,46.0,94.4,0
1810946,4.18,45.1,35.0,123.7,1
1810947,3.15,37.0,44.0,96.4,0
1810948,3.89,35.8,40.0,86.7,1
1810949,5.08,52.6,40.0,89.0,1
1810950,2.99,68.7,36.0,136.6,0
1810951,4.02,38.7,43.0,70.6,0
1810952,4.13,45.7,55.0,152.2,1
1810953,4.58,76.5,14.0,77.6,0
1810954,5.24,52.0,46.0,109.8,1
1810955,4.58,52.7,42.0,96.3,1
1810956,3.51,45.9,44.0,134.9,0
1810957,5.12,50.4,48.0,115.3,1
1810958,6.03,70.1,21.0,83.8,0
1810959,6.46,40.6,30.0,100.5,1
1810960,4.65,40.7,54.0,130.1,1
1810961,7.38,45.6,50.0,92.5,1
1810962,3.51,35.2,46.0,139.4,1
1810963,2.56,38.3,32.0,109.4,1
1810964,5.23,40.5,30.0,134.6,1
1810965,5.21,70.2,49.0,126.1,1
1810966,2.96,52.8,66.0,88.4,0
1810967,3.75,38.1,32.0,112.2,0
1810968,3.42,48.8,59.0,105.8,0
1810969,3.39,42.6,36.0,103.1,0
1810970,5.76,34.1,60.0,97.6,1
1810971,2.38,47.6,44.0,71.6,0
1810972,2.94,31.5,39.0,122.0,0
1810973,5.54,35.2,48.0,85.2,1
1810974,5.66,51.2,41.0,97.4,0
1810975,4.78,40.4,63.0,54.8,1
1810976,1.33,23.7,49.0,91.1,0
1810977,4.62,26.9,47.0,74.1,0
1810978,4.57,56.2,43.0,83.1,0
1810979,4.48,84.0,45.0,109.7,0
1810980,3.54,41.8,37.0,122.2,1
1810981,4.22,,39.0,137.9,1
1810982,3.75,68.2,34.0,114.9,1
1810983,2.13,42.4,28.0,122.8,0
1810984,3.56,40.8,35.0,98.6,1
1810985,4.65,58.9,22.0,64.8,0
1810986,4.73,30.6,52.0,91.0,0
1810987,4.72,28.2,24.0,97.1,1
1810988,5.75,67.3,62.0,82.0,0
1810989,3.18,72.3,43.0,127.9,1
1810990,4.37,51.4,57.0,104.4,1
1810991,5.68,32.2,32.0,76.6,0
1810992,5.61,31.8,55.0,126.3,1
1810993,2.61,35.3,54.0,91.6,1
1810994,4.66,40.8,42.0,86.7,1
1810995,3.56,65.3,42.0,80.5,0
1810996,3.2,30.7,39.0,101.6,0
1810997,3.43,31.4,39.0,112.3,1
1810998,5.18,77.0,45.0,133.9,1
1810999,5.71,45.3,43.0,126.5,1
1811000,6.77,70.5,39.0,92.4,1
