TowerID,TrafficLoad_Percent,PacketLoss,SignalStrength_dBm,Latency_ms
910775,46.7,0.0,-80,38.3
910776,11.0,0.0,-91,23.0
910777,51.7,0.0,-70,46.9
910778,23.7,0.0,-102,36.2
910779,68.3,0.0,-85,49.4
910780,80.9,1.35,-110,64.6
910781,10.7,0.0,-69,23.7
910782,84.3,4.17,-100,92.2
910783,13.4,0.0,-59,23.1
910784,90.5,2.75,-104,76.6
910785,93.4,0.86,-99,56.9
910786,77.9,0.0,-87,51.3
910787,86.3,0.86,-101,63.5
910788,25.1,0.0,-91,33.3
910789,93.3,3.69,-61,79.6
910790,97.1,3.5,-102,87.8
910791,12.2,0.0,-73,27.9
910792,67.1,0.0,-91,48.5
910793,57.3,0.0,-64,42.4
910794,16.0,0.0,-57,25.3
910795,59.7,0.0,-73,45.0
910796,7.7,,-57,26.5
910797,7.7,0.0,-60,16.4
910798,40.0,0.0,-73,36.6
910799,78.0,0.0,-101,52.3
910800,27.7,0.0,-73,34.9
910801,65.8,0.0,-100,45.6
910802,21.3,0.0,-59,24.2
910803,10.2,0.0,-97,30.7
910804,22.3,0.0,-100,33.7
910805,57.9,0.0,-84,49.8
910806,14.3,0.0,-68,24.3
910807,92.5,4.08,-55,85.4
910808,30.3,0.0,-82,32.5
910809,71.8,0.0,-79,52.2
910810,6.0,0.0,-85,26.2
910811,77.4,0.0,-86,51.7
910812,33.8,0.0,-97,37.4
910813,9.1,0.0,-65,27.5
910814,41.6,0.0,-96,43.7
910815,75.2,0.0,-55,53.8
910816,98.7,2.57,-98,80.1
910817,21.0,0.0,-97,32.9
910818,29.2,0.0,-70,31.6
910819,8.2,0.0,-87,27.5
910820,84.2,2.59,-76,72.6
910821,92.0,3.2,-90,82.9
910822,71.0,0.0,-52,39.6
910823,8.4,0.0,-102,23.8
910824,51.8,0.0,-65,43.7
910825,14.0,0.0,-104,33.8
910826,17.5,0.0,-90,32.5
910827,38.4,0.0,-75,34.4
910828,68.6,0.0,-104,47.0
910829,55.7,0.0,-55,42.1
910830,85.9,3.94,-83,84.8
910831,39.4,0.0,-68,32.4
910832,57.9,,-80,38.8
910833,47.5,0.0,-109,39.2
910834,86.8,1.52,-78,68.1
910835,47.3,0.0,-56,36.3
910836,47.1,0.0,-108,49.8
910837,65.9,0.0,-60,44.8
910838,8.2,0.0,-52,20.5
910839,65.4,0.0,-107,50.4
910840,80.1,3.41,-85,81.3
910841,24.6,0.0,-82,30.0
910842,62.2,0.0,-93,51.5
910843,89.3,2.4,-78,80.0
910844,71.2,0.0,-95,54.3
910845,46.2,0.0,-87,40.2
910846,43.9,0.0,-70,34.4
910847,57.2,0.0,-52,41.3
910848,28.9,0.0,-73,31.3
910849,13.7,0.0,-51,23.6
910850,98.3,1.85,-73,72.6
910851,51.8,0.0,-100,45.5
910852,6.7,0.0,-102,29.2
910853,19.9,0.0,-82,32.8
910854,62.3,0.0,-67,41.7
910855,8.5,0.0,-67,22.6
910856,52.7,0.0,-107,40.8
910857,85.3,0.43,-74,52.5
910858,69.7,0.0,-58,40.4
910859,10.8,0.0,-108,29.4
910860,95.5,1.25,-70,66.1
910861,25.5,,-107,35.4
910862,88.9,3.82,-91,87.8
910863,82.4,1.08,-97,66.3
910864,88.0,0.88,-105,62.9
910865,42.2,0.0,-82,42.2
910866,41.2,0.0,-76,35.0
910867,44.4,0.0,-57,32.3
910868,63.3,0.0,-72,45.2
910869,98.0,1.52,-109,75.7
910870,66.6,0.0,-109,44.3
910871,27.1,0.0,-89,34.3
910872,26.9,0.0,-104,39.6
910873,43.2,0.0,-100,40.5
910874,58.7,0.0,-83,41.0
910875,56.9,0.0,-62,43.0
910876,42.1,0.0,-99,34.9
910877,50.8,0.0,-51,39.6
910878,43.1,0.0,-90,41.9
910879,12.1,0.0,-98,32.0
910880,95.1,1.19,-63,67.5
910881,75.7,0.0,-74,49.4
910882,45.2,0.0,-62,42.0
910883,63.9,0.0,-67,45.3
910884,6.0,0.0,-101,22.0
910885,67.1,0.0,-103,48.9
910886,14.7,0.0,-97,35.4
910887,63.7,0.0,-57,46.1
910888,80.6,1.44,-95,67.5
910889,52.9,0.0,-78,40.5
910890,59.0,0.0,-104,43.1
910891,15.4,0.0,-89,26.9
910892,84.0,3.32,-100,84.1
910893,38.0,0.0,-71,37.4
910894,5.7,0.0,-58,17.3
910895,42.8,0.0,-106,41.9
910896,65.8,0.0,-94,49.6
910897,55.1,0.0,-90,43.5
910898,54.3,0.0,-78,40.4
910899,75.9,0.0,-64,50.7
910900,88.1,2.55,-54,73.7
910901,21.7,0.0,-99,33.4
910902,71.0,0.0,-94,50.4
910903,71.0,0.0,-91,48.5
910904,54.8,0.0,-106,46.1
910905,44.7,0.0,-108,38.2
910906,81.8,3.45,-89,78.4
910907,90.4,,-57,74.9
910908,65.8,0.0,-57,46.7
910909,79.0,0.0,-65,49.5
910910,83.4,2.68,-99,69.1
910911,77.4,0.0,-106,51.6
910912,23.5,0.0,-109,36.2
910913,6.6,0.0,-84,25.2
910914,37.2,0.0,-106,38.4
910915,17.1,0.0,-82,28.9
910916,34.3,0.0,-89,35.3
910917,54.4,0.0,-105,44.1
910918,28.0,0.0,-89,31.0
910919,44.6,0.0,-75,36.5
910920,58.6,0.0,-51,41.7
910921,72.8,0.0,-94,52.3
910922,86.4,0.82,-110,62.8
910923,91.3,0.28,-72,55.5
910924,47.1,0.0,-73,37.0
910925,44.0,0.0,-51,36.2
910926,17.3,0.0,-69,30.9
910927,55.4,0.0,-80,36.5
910928,38.7,0.0,-96,38.6
910929,45.1,0.0,-101,44.4
910930,95.0,3.45,-58,80.3
910931,28.2,0.0,-104,39.1
910932,32.6,0.0,-60,37.9
910933,84.9,1.58,-98,70.0
910934,76.5,0.0,-108,50.8
910935,25.2,0.0,-93,36.2
910936,85.6,0.87,-85,60.8
910937,73.6,0.0,-70,51.0
910938,50.5,0.0,-70,39.2
910939,87.1,1.11,-52,60.3
910940,69.6,0.0,-64,44.6
910941,36.1,0.0,-72,38.9
910942,35.2,0.0,-60,34.6
910943,56.9,0.0,-73,39.6
910944,83.5,0.75,-53,55.1
910945,91.6,0.36,-106,56.3
910946,48.1,0.0,-53,39.6
910947,87.8,2.76,-51,73.9
910948,45.1,0.0,-63,35.2
910949,9.4,0.0,-92,33.1
910950,88.1,3.68,-79,81.4
910951,72.7,0.0,-70,50.4
910952,71.4,0.0,-79,50.5
910953,66.2,0.0,-80,53.7
910954,94.8,2.73,-61,74.5
910955,61.6,0.0,-97,42.9
910956,24.4,0.0,-52,32.4
910957,7.2,0.0,-71,25.6
910958,45.3,0.0,-62,38.2
910959,53.0,0.0,-103,46.9
910960,72.3,0.0,-105,47.5
910961,28.5,0.0,-105,34.5
910962,96.9,1.4,-96,72.9
910963,89.3,4.34,-77,91.9
910964,46.9,0.0,-56,34.2
910965,84.6,3.61,-74,78.2
910966,24.1,0.0,-61,32.5
910967,98.4,2.31,-58,78.3
910968,97.4,3.14,-89,76.3
910969,7.5,0.0,-87,25.5
910970,17.6,0.0,-74,29.9
910971,15.1,0.0,-68,26.8
910972,18.4,0.0,-62,29.0
910973,33.7,0.0,-108,31.0
910974,68.6,0.0,-108,49.7
910975,67.6,0.0,-106,48.2
910976,80.8,3.74,-94,82.3
910977,52.4,0.0,-109,41.1
910978,83.0,0.66,-93,56.3
910979,66.2,0.0,-88,54.5
910980,28.2,0.0,-69,30.9
910981,47.2,0.0,-83,41.1
910982,69.3,0.0,-76,44.0
910983,63.1,0.0,-57,39.5
910984,89.0,1.03,-74,58.0
910985,43.8,0.0,-91,39.2
910986,74.8,0.0,-97,54.7
910987,84.5,0.67,-96,61.2
910988,22.7,0.0,-93,30.8
910989,6.1,0.0,-79,23.1
910990,53.1,0.0,-108,47.8
910991,34.2,0.0,-98,43.4
910992,52.2,0.0,-96,40.6
910993,32.0,0.0,-80,30.8
910994,84.0,0.56,-96,57.0
910995,18.3,0.0,-73,27.3
910996,55.4,0.0,-103,45.7
910997,84.6,4.05,-73,85.4
910998,71.7,0.0,-70,48.0
910999,78.3,0.0,-60,48.8
911000,37.8,,-60,36.7
