ShiftID,WeeklyOvernightShifts,TeamSize,DefectiveItemsProduced,InspectAccuracy_Percent,IncidentReported
1870633,96.7,70.3,130.6,43.8,0
1870634,107.8,111.8,136.9,38.6,0
1870635,131.8,135.4,108.8,43.1,1
1870636,69.5,57.2,96.9,38.4,1
1870637,134.7,87.5,100.1,39.7,1
1870638,102.5,65.2,101.3,43.6,0
1870639,61.0,78.4,107.1,52.8,1
1870640,110.6,98.3,133.4,14.2,1
1870641,123.7,80.5,103.2,52.9,0
1870642,72.2,110.9,72.3,59.8,0
1870643,90.3,99.7,135.2,44.8,1
1870644,111.9,131.3,131.2,63.0,1
1870645,106.1,94.3,98.7,37.9,0
1870646,63.8,128.8,67.2,57.7,0
1870647,101.7,88.5,113.6,46.3,1
1870648,104.4,125.7,102.6,41.6,1
1870649,186.7,105.9,71.9,58.9,0
1870650,113.3,139.7,138.3,40.0,1
1870651,60.1,110.8,118.7,45.0,1
1870652,111.9,119.3,106.2,53.4,1
1870653,127.4,145.6,113.9,53.7,0
1870654,105.2,133.0,118.4,55.9,1
1870655,93.4,102.0,44.9,67.9,1
1870656,88.2,127.7,73.0,68.8,0
1870657,112.1,89.4,133.3,45.7,1
1870658,101.0,123.3,112.4,57.5,1
1870659,76.3,99.7,75.6,15.3,0
1870660,101.2,116.4,145.5,22.4,1
1870661,100.8,69.3,108.2,60.9,1
1870662,60.7,74.4,121.9,49.8,1
1870663,40.6,75.0,100.6,36.1,0
1870664,102.1,106.6,85.8,41.0,1
1870665,32.1,135.3,105.3,34.6,0
1870666,100.5,90.1,69.4,43.1,0
1870667,150.0,83.8,115.5,49.6,1
1870668,160.5,82.2,88.2,23.2,1
1870669,76.5,83.4,119.6,65.8,1
1870670,76.3,102.3,157.5,17.8,1
1870671,56.2,98.4,102.6,38.1,1
1870672,116.9,93.3,,51.1,0
1870673,110.0,88.4,146.4,56.9,1
1870674,117.8,70.6,87.7,34.5,0
1870675,128.1,83.5,114.4,32.9,1
1870676,103.5,108.2,111.0,55.1,1
1870677,122.6,119.0,126.6,64.8,1
1870678,69.0,131.1,102.9,15.2,1
1870679,137.5,108.6,67.4,25.6,0
1870680,107.2,134.3,119.9,43.5,0
1870681,93.3,73.3,107.8,12.4,1
1870682,138.8,74.8,101.4,36.2,1
1870683,63.1,95.3,120.4,51.7,1
1870684,104.2,96.9,106.3,46.6,0
1870685,119.2,150.3,100.0,20.0,0
1870686,90.2,87.6,57.0,59.6,1
1870687,85.8,95.0,100.5,32.4,1
1870688,78.2,94.0,98.4,28.5,0
1870689,102.6,104.4,109.9,50.0,0
1870690,77.2,75.0,85.7,29.5,0
1870691,69.7,133.8,88.9,39.6,0
1870692,118.6,129.1,122.6,28.8,1
1870693,114.5,61.2,101.9,36.1,1
1870694,121.6,111.0,85.3,61.0,0
1870695,83.6,90.0,125.4,40.2,0
1870696,149.9,71.1,104.9,42.8,1
1870697,85.7,92.5,111.5,46.0,0
1870698,97.7,94.6,121.4,14.7,0
1870699,116.7,96.6,110.9,45.7,1
1870700,99.8,100.2,106.7,42.4,0
1870701,83.2,112.5,104.1,35.0,0
1870702,133.9,69.2,93.3,49.3,1
1870703,112.0,126.1,91.0,41.1,0
1870704,63.0,128.8,100.1,55.5,0
1870705,82.2,103.6,81.5,26.5,0
1870706,132.2,92.8,91.1,53.5,1
1870707,52.6,109.1,84.6,46.9,1
1870708,130.0,120.2,126.5,37.2,1
1870709,80.3,104.4,,21.2,0
1870710,92.3,111.3,80.6,44.1,0
1870711,89.5,133.3,88.8,31.5,0
1870712,157.9,125.1,134.7,36.3,1
1870713,115.4,86.3,92.5,52.1,0
1870714,106.4,125.3,120.2,38.4,0
1870715,156.4,101.9,135.4,39.5,1
1870716,132.8,98.1,76.6,43.6,0
1870717,91.1,98.2,71.2,56.6,0
1870718,76.7,75.9,,42.9,1
1870719,78.9,97.3,91.4,42.6,0
1870720,76.4,124.9,59.9,44.6,1
1870721,76.3,138.2,140.4,36.1,0
1870722,62.1,97.5,117.7,29.4,0
1870723,127.0,127.9,148.9,64.0,1
1870724,78.2,103.3,107.0,48.2,1
1870725,120.4,72.0,81.7,46.8,1
1870726,154.9,59.1,55.0,45.2,0
1870727,112.0,79.2,58.9,19.9,0
1870728,97.1,88.1,88.0,40.4,0
1870729,104.5,135.2,97.0,66.0,0
1870730,85.0,111.8,80.4,60.9,0
1870731,86.6,82.9,82.8,27.8,0
1870732,55.6,122.9,77.7,54.0,0
1870733,121.4,76.7,99.7,52.5,1
1870734,67.6,97.8,57.4,35.9,0
1870735,129.2,103.5,103.9,44.0,0
1870736,44.5,92.4,54.9,45.6,0
1870737,113.8,114.2,109.8,61.2,0
1870738,88.0,112.6,85.9,33.0,0
1870739,53.1,178.0,67.8,37.2,0
1870740,77.0,99.7,79.5,39.3,0
1870741,101.5,125.5,108.0,56.9,1
1870742,106.8,91.6,110.4,52.7,0
1870743,111.8,103.1,103.7,42.7,1
1870744,102.8,121.6,118.5,36.7,0
1870745,75.6,85.0,76.4,31.2,0
1870746,107.5,107.5,108.1,64.1,0
1870747,112.4,105.2,88.9,65.0,1
1870748,68.5,75.0,99.7,34.9,1
1870749,112.7,103.5,99.7,50.1,1
1870750,120.3,123.2,144.1,40.1,1
1870751,69.1,117.6,83.5,54.3,0
1870752,65.9,69.5,77.1,23.9,0
1870753,117.9,117.4,106.7,61.7,0
1870754,111.7,83.3,90.8,54.9,1
1870755,136.8,75.8,84.3,36.9,0
1870756,102.8,108.4,129.6,51.2,0
1870757,59.0,99.9,75.5,53.7,0
1870758,125.3,98.2,130.3,51.2,1
1870759,133.9,95.4,106.8,62.1,1
1870760,146.1,87.0,91.4,25.0,0
1870761,66.7,85.0,132.5,68.6,1
1870762,97.7,116.0,130.1,48.9,1
1870763,172.4,51.6,111.4,38.8,0
1870764,134.2,83.4,128.7,73.1,1
1870765,156.6,126.6,126.5,51.4,0
1870766,81.4,83.5,123.4,17.4,1
1870767,118.8,126.6,112.0,24.9,1
1870768,93.4,80.2,64.6,38.5,0
1870769,119.9,50.2,127.3,31.2,1
1870770,117.1,125.5,58.1,52.9,0
1870771,49.9,89.5,136.0,25.3,1
1870772,83.8,111.7,97.3,37.7,1
1870773,50.1,104.5,112.1,34.8,1
1870774,73.3,111.8,130.4,47.4,0
1870775,83.2,88.8,120.4,28.4,1
1870776,91.1,101.2,127.2,31.0,1
1870777,186.4,101.9,94.9,56.5,0
1870778,104.9,52.8,112.2,49.7,0
1870779,125.5,133.8,81.4,37.7,0
1870780,93.5,97.0,77.1,35.9,0
1870781,113.5,129.9,74.7,48.3,0
1870782,71.7,155.4,74.5,35.4,0
1870783,90.0,67.7,108.2,54.5,1
1870784,99.2,92.8,111.2,22.5,1
1870785,88.5,110.1,90.2,45.5,1
1870786,98.9,113.8,85.1,61.4,0
1870787,64.5,86.7,66.5,73.4,0
1870788,74.1,115.2,57.9,51.2,0
1870789,105.2,91.8,130.2,12.4,1
1870790,96.7,108.0,66.4,47.4,0
1870791,107.7,143.0,117.8,35.3,0
1870792,107.5,127.4,81.6,64.1,0
1870793,84.8,98.2,127.8,28.6,0
1870794,99.0,97.2,116.7,52.1,1
1870795,125.4,87.9,89.9,44.4,0
1870796,95.1,82.6,125.9,42.2,1
1870797,132.4,105.4,114.7,54.3,1
1870798,59.1,100.9,132.8,52.3,1
1870799,88.8,105.7,105.4,52.6,0
1870800,114.8,82.1,71.6,51.9,0
1870801,69.6,113.4,130.1,14.9,1
1870802,110.0,110.2,89.7,63.2,1
1870803,110.3,75.0,73.8,24.0,1
1870804,55.8,123.3,118.4,58.6,1
1870805,136.3,132.3,68.8,47.8,0
1870806,126.4,74.4,97.7,40.5,1
1870807,108.6,184.8,106.6,29.0,1
1870808,145.8,113.0,95.8,40.0,0
1870809,68.5,64.1,73.8,33.2,0
1870810,131.4,122.2,125.3,57.7,1
1870811,46.2,142.9,127.7,38.9,1
1870812,130.0,123.6,124.7,50.5,0
1870813,54.4,107.2,122.3,50.8,1
1870814,105.9,106.1,59.6,39.5,0
1870815,102.7,62.8,94.5,46.2,1
1870816,94.6,88.0,88.6,35.4,0
1870817,88.3,145.5,92.3,64.3,0
1870818,141.5,131.9,125.9,32.8,1
1870819,110.4,96.1,90.1,72.3,0
1870820,93.4,94.9,104.2,48.7,0
1870821,80.4,103.9,164.2,31.0,1
1870822,140.1,127.6,104.4,34.1,1
1870823,129.8,89.4,107.0,49.9,0
1870824,50.4,100.2,91.0,49.2,1
1870825,117.9,69.2,94.2,33.1,0
1870826,80.4,90.2,61.7,39.2,0
1870827,108.6,127.5,124.7,37.0,1
1870828,69.3,76.8,122.8,56.4,1
1870829,91.6,153.4,109.7,30.1,0
1870830,93.7,141.8,83.7,29.0,1
1870831,95.7,108.7,51.1,35.6,0
1870832,72.8,89.5,59.5,49.7,0
1870833,94.3,98.2,117.6,51.1,1
1870834,98.7,114.8,114.1,22.6,1
1870835,48.6,98.4,83.1,42.0,1
1870836,122.0,124.6,119.9,36.7,1
1870837,93.1,61.2,68.0,64.4,0
1870838,113.9,85.1,113.8,60.2,1
1870839,104.1,123.3,131.2,49.2,1
1870840,116.7,93.2,108.5,24.6,0
1870841,90.8,156.9,103.2,25.3,0
1870842,118.5,101.3,103.2,24.4,1
1870843,127.0,48.2,107.5,51.2,1
1870844,134.2,83.7,104.1,51.2,1
1870845,91.7,109.3,72.5,25.4,0
1870846,101.5,74.8,106.1,52.4,1
1870847,67.9,123.8,98.9,60.6,0
1870848,112.8,101.0,97.2,35.2,0
1870849,92.1,128.0,105.1,19.5,1
1870850,91.4,147.3,67.6,60.1,0
1870851,136.1,123.0,141.0,50.3,1
1870852,77.4,68.1,97.7,59.6,0
1870853,77.0,98.6,96.1,45.1,0
1870854,75.1,114.4,129.6,33.3,1
1870855,118.8,94.3,70.9,57.7,0
1870856,117.3,92.7,83.1,60.6,0
1870857,87.1,156.4,89.2,52.2,1
1870858,128.7,110.8,114.7,57.7,1
1870859,78.5,80.9,136.2,44.2,1
1870860,112.3,91.6,78.5,50.4,1
1870861,117.3,121.2,103.9,41.1,0
1870862,93.8,117.2,79.4,39.6,0
1870863,79.8,32.2,59.9,39.9,1
1870864,104.7,82.8,74.5,50.5,1
1870865,90.0,73.4,108.1,42.4,1
1870866,128.0,63.3,123.3,14.3,1
1870867,123.4,129.5,66.3,70.2,1
1870868,100.2,89.5,91.7,65.8,0
1870869,96.6,87.8,130.7,56.3,0
1870870,90.6,92.4,101.0,26.7,0
1870871,103.5,131.8,83.8,47.0,0
1870872,80.5,82.7,122.7,58.6,1
1870873,80.3,109.5,92.7,35.1,0
1870874,94.3,122.3,122.7,40.0,1
1870875,125.7,107.6,80.6,25.7,0
1870876,85.4,52.5,88.0,50.3,0
1870877,121.2,122.3,132.3,41.2,0
1870878,114.1,102.1,104.7,55.1,0
1870879,88.3,132.4,79.2,24.9,0
1870880,72.7,66.3,105.4,52.0,0
1870881,92.5,62.0,107.9,48.4,1
1870882,117.1,86.6,129.0,40.0,1
1870883,86.0,46.7,124.9,54.2,0
1870884,116.4,146.9,61.7,49.8,0
1870885,114.5,82.5,77.6,28.5,0
1870886,93.9,95.0,110.2,51.0,1
1870887,94.9,94.9,113.0,36.6,1
1870888,87.6,67.7,110.8,44.4,1
1870889,77.7,75.9,125.2,34.5,1
1870890,78.4,102.4,131.4,55.6,0
1870891,95.0,92.8,84.4,41.0,0
1870892,111.8,133.4,76.2,34.1,1
1870893,107.3,97.6,87.0,26.1,0
1870894,81.7,115.2,63.2,67.6,1
1870895,131.4,142.9,109.3,16.3,1
1870896,118.3,104.3,124.5,56.7,0
1870897,98.9,96.7,133.2,44.5,0
1870898,117.5,78.4,47.3,41.0,0
1870899,46.4,123.0,50.3,30.6,0
1870900,96.0,79.1,104.9,35.4,0
1870901,115.9,82.5,59.8,55.0,0
1870902,108.6,151.4,102.3,43.7,0
1870903,73.9,80.8,136.3,41.3,0
1870904,63.1,116.7,63.6,29.5,0
1870905,93.0,50.9,89.2,57.4,0
1870906,101.8,115.7,103.8,58.9,0
1870907,57.4,53.3,122.9,59.3,1
1870908,112.3,13.2,51.3,39.2,0
1870909,111.6,64.9,81.2,52.0,0
1870910,108.9,81.5,95.7,26.9,1
1870911,114.3,110.8,88.1,54.8,0
1870912,76.2,90.5,93.0,43.5,1
1870913,75.2,66.4,85.0,40.4,0
1870914,124.0,119.6,76.5,35.5,0
1870915,68.3,65.8,146.4,30.8,1
1870916,126.3,74.1,54.7,36.6,0
1870917,95.7,81.2,95.8,49.3,1
1870918,62.9,162.8,100.9,24.9,0
1870919,83.1,124.2,89.8,33.1,1
1870920,89.5,99.4,75.7,63.2,0
1870921,70.0,81.0,75.2,50.9,0
1870922,98.6,97.6,114.7,39.1,1
1870923,122.2,101.5,127.3,35.3,0
1870924,132.9,97.1,97.8,60.2,1
1870925,90.7,125.5,113.0,33.7,1
1870926,107.1,126.5,66.0,39.1,0
1870927,96.0,92.8,112.3,66.8,0
1870928,104.0,120.7,61.6,41.0,0
1870929,145.2,110.4,86.9,55.1,1
1870930,130.1,104.8,111.4,52.6,1
1870931,131.5,135.8,101.6,81.4,0
1870932,89.8,114.6,98.9,78.2,1
1870933,124.4,104.0,58.5,42.2,0
1870934,80.1,87.8,70.7,41.6,0
1870935,81.2,88.7,98.8,49.6,1
1870936,88.6,92.0,106.3,30.0,0
1870937,106.5,102.7,74.0,69.9,1
1870938,80.3,119.3,82.2,47.8,0
1870939,44.1,98.4,124.3,48.7,1
1870940,91.7,106.9,120.8,57.7,1
1870941,78.3,66.0,117.6,35.6,1
1870942,123.2,165.2,63.1,61.2,0
1870943,50.9,119.0,125.3,41.1,0
1870944,71.9,85.6,116.3,38.4,0
1870945,58.2,101.9,56.7,53.1,0
1870946,85.7,55.9,117.5,51.3,1
1870947,117.7,97.5,129.0,50.2,1
1870948,126.2,127.8,62.6,65.1,0
1870949,93.8,95.5,99.8,50.1,0
1870950,103.6,96.4,51.3,17.7,0
1870951,49.2,64.9,92.6,60.2,0
1870952,129.6,110.7,140.7,39.6,1
1870953,62.2,115.4,86.0,35.5,0
1870954,121.3,141.8,94.9,49.4,0
1870955,79.8,87.8,96.6,32.6,0
1870956,97.6,109.1,110.6,35.8,1
1870957,97.2,96.5,99.1,48.2,1
1870958,88.4,137.8,96.4,52.5,0
1870959,77.2,77.2,142.7,26.2,1
1870960,101.2,125.7,100.4,61.4,0
1870961,93.3,81.3,114.1,36.4,1
1870962,67.4,92.4,114.2,12.8,0
1870963,76.9,100.7,130.6,50.2,0
1870964,87.1,68.5,87.5,45.5,0
1870965,121.9,91.7,145.7,41.5,1
1870966,103.5,146.1,131.0,59.9,1
1870967,109.0,134.6,,58.8,0
1870968,123.4,70.3,105.6,54.3,0
1870969,97.2,75.0,100.9,51.4,0
1870970,111.5,69.7,111.1,21.5,0
1870971,119.4,81.6,36.1,46.3,0
1870972,99.1,80.0,68.1,53.0,0
1870973,108.4,138.1,131.5,16.7,1
1870974,121.1,113.8,125.5,43.9,1
1870975,137.9,87.6,85.4,35.5,0
1870976,127.6,104.6,119.9,45.3,1
1870977,67.7,68.2,97.3,50.0,0
1870978,68.8,141.4,106.6,12.7,0
1870979,94.1,112.0,139.3,47.3,1
1870980,101.7,83.5,129.8,62.8,1
1870981,58.2,61.1,157.4,24.8,1
1870982,110.9,101.7,118.4,80.0,1
1870983,140.8,90.9,140.5,53.1,1
1870984,139.9,127.9,91.9,24.1,1
1870985,103.1,100.3,80.5,47.4,0
1870986,118.1,47.6,98.8,43.7,1
1870987,121.2,128.0,136.9,36.8,1
1870988,102.2,127.6,138.7,55.5,1
1870989,85.4,104.4,145.3,63.5,1
1870990,115.4,88.3,84.3,17.0,1
1870991,133.7,115.5,93.4,34.8,0
1870992,131.5,45.7,101.8,35.3,1
1870993,104.0,108.4,113.8,68.6,1
1870994,76.9,66.2,114.3,30.9,1
1870995,117.2,85.0,79.8,58.6,0
1870996,114.5,69.9,81.2,45.0,0
1870997,93.7,111.3,166.7,64.4,1
1870998,88.2,78.6,59.5,28.8,0
1870999,86.5,119.6,106.8,67.8,1
1871000,98.4,87.5,87.1,41.6,0
