HouseID,GrLivArea,YearBuilt,Neighborhood,OverallQual,SalePrice
40718,1374,1986,CollgCr,10,314109
40719,2805,1985,OldTown,6,300013
40720,2091,1954,Edwards,8,310131
40721,1485,1984,NridgHt,6,209899
40722,2726,1971,CollgCr,6,310354
40723,1344,2013,Edwards,7,189593
40724,998,1958,Edwards,3,116660
40725,3067,1951,NridgHt,7,348008
40726,1990,2000,Somerst,7,277724
40727,1091,2002,CollgCr,6,166770
40728,1542,1998,OldTown,8,242104
40729,1335,1985,NridgHt,6,178410
40730,2812,1992,Edwards,6,317382
40731,2342,2016,Gilbert,6,260962
40732,1760,1991,CollgCr,6,205036
40733,1956,1950,OldTown,10,352536
40734,1041,1959,NridgHt,5,138667
40735,2694,1959,Gilbert,5,271823
40736,1873,2014,Gilbert,4,163999
40737,2360,1978,Edwards,7,295378
40738,1721,1970,OldTown,8,261576
40739,1531,2010,Somerst,9,282568
40740,2717,1983,OldTown,6,274904
40741,1683,2019,NridgHt,6,247035
40742,1139,1963,Somerst,5,149120
40743,1367,1980,Edwards,5,157864
40744,952,1972,Edwards,10,282101
40745,907,1950,OldTown,3,116319
40746,2309,1951,Somerst,7,283958
40747,3162,1981,Gilbert,6,331863
40748,2689,2008,NridgHt,7,335574
40749,2791,1994,Somerst,8,342542
40750,2650,1966,CollgCr,10,401922
40751,2495,1991,Gilbert,7,319624
40752,1552,2004,CollgCr,3,183570
40753,1904,1960,CollgCr,8,280955
40754,2529,2019,NridgHt,4,232304
40755,1488,1975,OldTown,5,179544
40756,2060,1978,Gilbert,5,219823
40757,1314,1999,Edwards,5,168463
40758,2150,1976,OldTown,8,308379
40759,2389,1976,OldTown,8,321110
40760,2201,2018,NridgHt,7,287717
40761,1505,2005,Somerst,9,302121
40762,3051,1976,Edwards,5,308368
40763,1756,2017,NridgHt,9,307446
40764,1625,1951,Gilbert,8,279436
40765,3199,1960,Gilbert,7,361746
40766,1360,1974,OldTown,3,122393
40767,2416,2016,Edwards,4,228156
40768,1661,1973,Somerst,8,261976
40769,3192,1998,Gilbert,8,411138
40770,1373,1990,Gilbert,3,131228
40771,1417,1982,Edwards,5,184295
40772,2685,1979,CollgCr,3,249825
40773,1906,1980,Edwards,8,277334
40774,2173,1957,Edwards,10,393276
40775,1446,1999,OldTown,10,322067
40776,2046,1976,Edwards,6,238245
40777,1180,1960,CollgCr,4,107168
40778,3149,1980,NridgHt,10,442522
40779,2652,1988,Gilbert,8,331537
40780,1104,1962,Somerst,9,272041
40781,1908,1995,CollgCr,7,246685
40782,2962,1983,Somerst,6,302792
40783,1290,1970,OldTown,5,145389
40784,1215,1957,CollgCr,5,178660
40785,2976,1962,Somerst,6,286518
40786,861,1952,NridgHt,4,130712
40787,2271,1959,CollgCr,5,221056
40788,2286,2014,Somerst,3,186005
40789,2287,1969,Edwards,7,292592
40790,2789,1978,Edwards,7,317056
40791,2690,2006,Somerst,4,236499
40792,956,1972,OldTown,6,171376
40793,2012,1994,Edwards,5,210405
40794,2041,1990,Gilbert,10,415192
40795,3039,1992,NridgHt,4,288251
40796,3198,1952,Gilbert,4,301613
40797,1839,2005,NridgHt,8,288544
40798,3108,2014,Somerst,5,305353
40799,1732,1974,CollgCr,9,304294
40800,1330,1994,NridgHt,8,261060
40801,1927,1996,NridgHt,4,197442
40802,907,1952,Somerst,8,225346
40803,2105,2008,Edwards,8,322614
40804,2927,1976,CollgCr,5,297983
40805,1049,1950,NridgHt,3,99604
40806,1526,2015,Somerst,6,226966
40807,2773,2012,NridgHt,4,256265
40808,1664,1985,OldTown,10,320156
40809,2972,1964,OldTown,3,292333
40810,3062,2018,Gilbert,5,286403
40811,844,2016,CollgCr,10,290107
40812,1108,2002,NridgHt,10,286414
40813,2587,2020,CollgCr,7,308565
40814,1728,1983,Somerst,7,229843
40815,3026,1997,Gilbert,3,260704
40816,1137,1951,OldTown,7,196878
40817,3176,1976,CollgCr,9,402724
40818,2645,2020,NridgHt,3,262158
40819,2891,1954,CollgCr,10,444410
40820,2065,1994,Edwards,9,362972
40821,1967,1982,Somerst,9,313167
40822,2488,2012,NridgHt,5,266471
40823,919,1951,NridgHt,4,120853
40824,3125,1997,Somerst,6,316385
40825,2332,1975,CollgCr,4,229864
40826,2630,1995,NridgHt,8,327575
40827,2913,1966,OldTown,9,403563
40828,965,1980,Gilbert,10,292404
40829,2210,1963,NridgHt,4,243111
40830,1140,1968,CollgCr,9,273005
40831,1915,1964,Edwards,4,185569
40832,1459,1959,Edwards,9,314459
40833,1887,1999,Gilbert,3,174303
40834,2685,1974,OldTown,8,334095
40835,1296,1993,Gilbert,3,144959
40836,1517,1960,CollgCr,6,198410
40837,1621,1968,CollgCr,3,153025
40838,1806,1990,NridgHt,7,255255
40839,2066,1992,Edwards,5,203493
40840,1064,1963,NridgHt,3,137385
40841,1024,1958,NridgHt,8,229269
40842,2701,1991,OldTown,9,373758
40843,3013,1996,Edwards,8,374230
40844,2946,1983,Somerst,6,319759
40845,1830,1999,OldTown,10,350941
40846,1836,1951,NridgHt,7,234155
40847,1853,2013,Somerst,8,292062
40848,2264,2009,OldTown,6,272565
40849,1452,2004,Somerst,4,150173
40850,3019,2005,CollgCr,4,279472
40851,1415,1963,Edwards,3,160989
40852,1525,1959,CollgCr,4,131716
40853,1440,1979,Somerst,9,257966
40854,1950,1999,NridgHt,5,225869
40855,2906,2017,Gilbert,8,364797
40856,1980,1978,Somerst,3,208943
40857,2701,1973,Edwards,4,250254
40858,1211,1978,Gilbert,4,131731
40859,1598,1950,Gilbert,5,194408
40860,1864,1976,OldTown,9,304896
40861,1538,1965,CollgCr,7,259059
40862,1294,2006,Somerst,5,153050
40863,2592,1957,Somerst,6,293589
40864,971,1972,Gilbert,4,113303
40865,801,1974,Somerst,7,173864
40866,1345,1971,Gilbert,10,294733
40867,2282,2019,Gilbert,3,233332
40868,2284,2019,Edwards,8,320130
40869,2705,2008,OldTown,5,279970
40870,2220,2004,CollgCr,5,250634
40871,1845,1980,NridgHt,9,317425
40872,2028,2004,NridgHt,5,226849
40873,2829,2003,CollgCr,6,293667
40874,1864,2015,Somerst,4,188227
40875,2308,1986,CollgCr,7,306283
40876,1067,1955,Somerst,3,83910
40877,2783,1952,Gilbert,9,371899
40878,2086,1973,Gilbert,10,377031
40879,1404,1966,OldTown,6,175777
40880,2290,1992,CollgCr,9,366661
40881,1961,2005,Gilbert,8,267885
40882,1052,1962,OldTown,5,134698
40883,1600,2018,CollgCr,9,334154
40884,1812,1991,Edwards,3,187960
40885,1814,1968,CollgCr,8,283524
40886,821,1973,Somerst,10,278991
40887,2538,1978,Somerst,9,361375
40888,1275,1973,Somerst,6,186802
40889,2132,2006,CollgCr,7,267499
40890,1318,1991,Edwards,6,184292
40891,1552,2013,Gilbert,7,222634
40892,1941,2003,OldTown,10,354854
40893,1915,1979,NridgHt,9,319319
40894,2900,2017,Edwards,5,305655
40895,1789,1960,CollgCr,5,234799
40896,1656,1955,OldTown,6,231406
40897,1875,1987,Somerst,4,200109
40898,2572,1955,NridgHt,3,216052
40899,2775,1962,NridgHt,8,336298
40900,1637,1978,Somerst,3,133666
40901,2293,1993,OldTown,4,218647
40902,2939,1979,Gilbert,6,320261
40903,1054,1976,Somerst,10,296141
40904,1193,1959,NridgHt,7,203041
40905,2951,2020,OldTown,6,353692
40906,2538,1987,Somerst,5,286502
40907,2364,2020,Gilbert,10,381482
40908,1149,1950,CollgCr,7,204303
40909,2358,1999,Gilbert,3,210992
40910,1170,1969,CollgCr,4,132156
40911,2362,1976,Gilbert,8,349002
40912,3040,1956,CollgCr,4,292266
40913,1746,2018,NridgHt,10,341378
40914,3158,1955,Gilbert,10,462016
40915,3115,2005,Edwards,6,318050
40916,3137,2018,OldTown,3,261147
40917,2557,1983,OldTown,6,286832
40918,2573,1959,CollgCr,3,224915
40919,1436,1988,Gilbert,4,140929
40920,2752,1972,Somerst,10,452099
40921,1366,1976,OldTown,3,99225
40922,1872,1962,Gilbert,10,373055
40923,2196,1952,Somerst,5,209504
40924,2099,2008,Somerst,5,216530
40925,2656,1965,OldTown,4,265958
40926,1396,2019,Gilbert,7,200493
40927,1587,1967,OldTown,5,165155
40928,1392,2011,OldTown,4,166129
40929,2567,1991,Gilbert,4,227587
40930,1094,1951,CollgCr,6,176135
40931,1972,1951,Edwards,4,193349
40932,2396,1979,Gilbert,9,372834
40933,3066,1991,OldTown,5,297549
40934,1793,1962,CollgCr,9,292264
40935,1247,2007,NridgHt,9,277546
40936,2382,1987,NridgHt,6,237146
40937,1999,1971,Gilbert,6,230685
40938,2033,1960,CollgCr,7,261937
40939,1079,1951,CollgCr,4,119775
40940,2311,1985,OldTown,5,250165
40941,1749,2005,Somerst,5,181353
40942,1491,1969,OldTown,9,301815
40943,2918,2005,NridgHt,9,431493
40944,1329,2006,Somerst,9,275981
40945,1814,1982,OldTown,5,199720
40946,1883,1996,Edwards,6,239184
40947,1653,2000,Gilbert,4,181639
40948,2873,2017,OldTown,10,437641
40949,1374,1976,CollgCr,7,202618
40950,3050,1959,NridgHt,9,415636
40951,3193,1979,NridgHt,9,409408
40952,3034,1996,NridgHt,4,272301
40953,2762,1957,CollgCr,9,407136
40954,1673,1966,CollgCr,5,201249
40955,2501,1998,NridgHt,8,328951
40956,1650,2003,Gilbert,4,185800
40957,1064,2001,Gilbert,10,295140
40958,1475,2020,CollgCr,8,263019
40959,1939,1973,Edwards,8,307156
40960,1761,1950,Edwards,5,199978
40961,1492,1957,Somerst,5,157212
40962,2758,2012,OldTown,3,221078
40963,3024,1987,OldTown,5,293877
40964,1464,1991,Somerst,9,286146
40965,1026,2001,Edwards,3,89850
40966,2197,1977,Somerst,3,207120
40967,1502,1996,CollgCr,4,152156
40968,1694,1972,CollgCr,6,208440
40969,1670,1969,CollgCr,5,203340
40970,1457,2001,Edwards,10,337139
40971,1496,1978,Somerst,9,312112
40972,2775,1968,Gilbert,5,280166
40973,2473,1984,CollgCr,4,259166
40974,2964,1987,OldTown,7,321789
40975,1369,2004,NridgHt,3,130693
40976,954,2008,OldTown,4,108128
40977,1401,1964,Somerst,5,194081
40978,2446,1972,OldTown,10,382510
40979,3048,2009,NridgHt,9,427990
40980,1283,1970,Edwards,3,139307
40981,2072,1985,CollgCr,8,304933
40982,3107,1962,CollgCr,4,272916
40983,1049,2006,Gilbert,4,153196
40984,2770,2014,OldTown,7,308852
40985,1679,1964,Gilbert,6,229690
40986,2527,1955,CollgCr,6,306096
40987,1211,1959,OldTown,7,221096
40988,3020,1970,Gilbert,10,468984
40989,2170,1969,Gilbert,7,284380
40990,1646,1973,Somerst,10,334355
40991,1082,1978,Gilbert,6,177768
40992,2927,1975,NridgHt,4,291794
40993,2225,1983,Somerst,6,273225
40994,1598,2007,Edwards,4,191923
40995,1239,1961,Somerst,9,285483
40996,2388,1992,Edwards,6,255488
40997,926,1985,Somerst,9,274356
40998,2177,1952,OldTown,8,310791
40999,1941,1976,NridgHt,5,240663
41000,2419,1954,Edwards,4,222896
