RoastBatchID,RateOfRise_ROR,ChargeTempCelsius,DevelopmentTimeRatio_Percent,CuppingScore,RoastProfileGrade
1950579,64.5,151.4,22.5,8.6,131.4
1950580,55.7,120.2,58.7,7.6,96.0
1950581,32.9,149.3,32.5,6.5,105.7
1950582,13.0,81.5,35.5,8.6,80.0
1950583,24.6,119.1,56.1,7.5,130.1
1950584,45.9,92.2,42.3,6.1,105.1
1950585,55.1,82.0,22.2,6.6,93.4
1950586,69.9,134.0,37.5,7.4,69.5
1950587,48.9,48.7,37.4,6.2,35.7
1950588,82.6,181.9,42.5,8.3,108.0
1950589,28.8,96.9,41.2,6.1,129.8
1950590,48.9,158.9,55.8,5.2,97.4
1950591,55.2,117.4,61.6,4.9,109.0
1950592,31.0,141.4,33.1,6.9,114.6
1950593,42.4,135.9,44.5,6.8,105.1
1950594,40.9,112.3,67.5,10.0,88.1
1950595,79.6,133.1,66.5,7.2,109.4
1950596,24.5,175.3,48.3,9.8,78.8
1950597,39.0,139.8,49.2,7.6,164.0
1950598,48.4,181.5,50.0,10.0,119.7
1950599,42.6,178.3,65.8,6.0,119.5
1950600,71.3,147.2,67.7,9.0,98.0
1950601,41.1,171.2,32.6,5.3,113.5
1950602,55.3,156.7,24.4,5.0,111.9
1950603,49.9,123.1,38.9,9.5,106.1
1950604,31.3,118.8,35.6,6.1,98.6
1950605,29.5,91.3,31.0,8.3,119.9
1950606,38.8,85.8,57.6,10.0,123.3
1950607,47.3,128.1,50.3,8.1,107.3
1950608,70.7,97.1,35.4,8.5,46.6
1950609,60.7,88.7,60.8,5.5,112.8
1950610,27.5,89.4,45.8,9.2,81.4
1950611,58.7,168.3,68.7,6.6,121.4
1950612,43.8,124.4,56.5,5.8,95.6
1950613,36.5,98.4,49.7,8.0,116.5
1950614,35.6,131.8,54.3,4.7,148.9
1950615,53.1,105.5,20.3,6.6,110.1
1950616,33.8,102.1,35.4,6.2,118.7
1950617,61.9,158.7,40.2,7.6,102.5
1950618,40.5,75.7,61.6,6.1,99.0
1950619,44.9,123.3,45.8,4.9,114.5
1950620,56.4,87.2,20.6,5.4,96.6
1950621,68.3,98.5,49.7,5.6,76.7
1950622,33.5,154.6,30.6,9.2,142.3
1950623,56.0,98.7,38.6,6.6,69.6
1950624,41.0,90.7,59.2,7.2,97.2
1950625,35.3,108.0,43.9,6.2,107.4
1950626,42.0,98.9,46.2,6.5,87.7
1950627,67.1,136.4,53.2,7.9,77.8
1950628,37.5,87.8,26.7,8.5,80.3
1950629,50.5,110.5,34.8,7.6,72.6
1950630,41.8,130.2,52.4,3.8,86.5
1950631,72.5,160.2,41.0,6.8,127.3
1950632,27.9,113.4,21.7,7.2,88.6
1950633,46.8,112.3,25.8,5.3,95.9
1950634,20.1,161.3,51.6,8.2,84.5
1950635,13.5,161.0,25.7,5.9,118.7
1950636,43.6,90.2,26.9,7.0,104.3
1950637,34.8,134.3,44.6,8.1,124.3
1950638,42.4,144.3,30.5,5.1,106.7
1950639,50.9,127.2,40.6,6.2,127.9
1950640,44.8,116.9,41.6,7.2,65.9
1950641,50.6,91.7,44.6,8.7,97.8
1950642,42.4,63.4,32.1,6.9,111.0
1950643,72.2,165.4,31.4,6.4,89.1
1950644,34.0,136.1,34.6,7.7,119.0
1950645,24.4,81.8,53.5,8.3,90.9
1950646,67.6,101.9,33.5,7.9,117.7
1950647,49.9,145.3,31.0,8.2,126.1
1950648,38.3,119.0,38.1,,79.0
1950649,86.5,188.3,46.5,6.6,46.1
1950650,45.7,125.7,60.2,10.0,79.3
1950651,44.9,193.7,63.4,7.2,136.5
1950652,42.0,168.2,21.6,3.5,112.1
1950653,31.7,133.8,46.7,8.1,107.3
1950654,56.8,141.7,56.0,7.7,96.3
1950655,37.8,86.5,45.9,6.8,97.2
1950656,33.0,145.3,56.4,5.2,99.2
1950657,52.5,69.8,55.5,6.0,109.4
1950658,45.6,135.1,14.7,6.8,125.5
1950659,71.4,112.4,41.9,6.9,91.7
1950660,49.9,110.7,32.7,5.9,50.0
1950661,44.1,95.0,57.3,7.3,95.7
1950662,71.5,152.6,27.7,9.0,78.4
1950663,76.0,127.0,39.1,9.3,64.1
1950664,55.0,189.3,58.4,9.5,127.1
1950665,39.0,139.3,47.1,5.6,112.7
1950666,14.6,86.6,64.6,7.7,70.4
1950667,58.3,148.4,18.6,8.3,93.5
1950668,36.1,130.1,66.5,7.6,83.9
1950669,52.3,158.5,3.8,10.0,158.8
1950670,35.9,115.2,22.5,9.7,99.1
1950671,47.9,151.1,25.3,5.8,101.8
1950672,43.1,123.6,41.3,6.3,68.7
1950673,38.9,141.4,60.1,6.3,108.4
1950674,52.5,143.3,50.0,7.7,137.6
1950675,32.7,45.6,45.5,8.3,65.8
1950676,27.1,99.6,46.0,6.9,120.1
1950677,32.9,107.2,53.7,5.8,117.6
1950678,63.1,114.5,61.1,7.9,110.2
1950679,29.4,157.0,36.5,7.1,112.0
1950680,5.0,140.1,47.1,5.4,75.4
1950681,46.6,129.8,46.8,9.7,84.9
1950682,64.7,145.9,65.4,10.0,111.2
1950683,52.6,176.5,45.8,7.4,100.5
1950684,61.6,125.4,78.7,6.2,93.0
1950685,44.2,99.4,57.6,5.8,82.6
1950686,52.1,134.8,33.5,8.3,84.3
1950687,49.4,95.0,33.3,9.4,76.5
1950688,63.8,143.4,57.5,4.3,108.6
1950689,26.2,152.6,49.3,6.6,105.8
1950690,19.6,71.7,30.0,6.5,81.5
1950691,50.6,74.4,71.6,6.7,65.8
1950692,55.5,115.6,74.7,6.3,88.2
1950693,22.4,168.0,40.8,4.3,63.9
1950694,31.3,81.8,61.4,8.7,56.5
1950695,40.2,91.7,29.6,8.4,126.6
1950696,48.1,110.0,42.3,7.9,116.5
1950697,54.4,53.7,42.5,6.4,120.2
1950698,43.4,114.5,52.7,5.7,53.6
1950699,70.5,144.5,47.5,8.1,162.3
1950700,58.3,128.9,36.4,5.7,84.1
1950701,45.3,141.3,28.4,9.7,101.1
1950702,33.2,97.2,34.5,5.3,95.4
1950703,60.3,111.4,75.4,7.8,130.3
1950704,26.8,108.9,56.1,7.9,108.6
1950705,58.6,41.1,59.2,10.0,52.4
1950706,61.7,146.4,39.5,8.1,91.6
1950707,60.8,154.5,70.7,7.4,96.1
1950708,69.6,106.5,51.6,8.4,110.3
1950709,70.2,157.6,23.1,6.9,92.9
1950710,46.1,180.1,57.6,6.9,106.8
1950711,54.4,96.6,21.4,7.2,119.7
1950712,84.6,93.5,59.1,8.0,102.9
1950713,69.9,152.2,57.4,7.5,99.6
1950714,35.2,142.9,48.7,9.3,131.9
1950715,41.7,110.3,34.4,7.7,76.0
1950716,33.0,107.0,22.2,7.5,125.2
1950717,66.3,130.3,79.7,4.6,115.2
1950718,33.3,149.8,39.5,8.2,85.9
1950719,33.5,67.6,60.1,8.8,138.2
1950720,37.5,83.9,37.8,4.4,119.1
1950721,34.8,170.4,38.8,,75.5
1950722,61.2,78.2,28.9,6.7,92.6
1950723,38.6,204.2,28.8,7.6,133.7
1950724,54.1,90.3,59.4,9.9,129.8
1950725,30.1,100.0,44.8,6.5,93.2
1950726,54.9,124.8,40.4,4.1,104.0
1950727,19.2,122.8,39.8,5.8,69.1
1950728,60.6,128.0,65.5,5.8,139.0
1950729,33.8,122.0,10.4,6.8,66.1
1950730,22.9,181.5,37.5,6.8,81.2
1950731,72.2,191.0,26.1,6.4,100.2
1950732,59.4,122.6,48.0,7.0,94.0
1950733,51.9,156.0,28.5,7.9,94.8
1950734,46.4,75.0,40.9,5.9,77.6
1950735,49.3,31.4,14.5,6.2,89.1
1950736,51.8,145.0,41.3,7.6,139.2
1950737,31.8,83.7,35.1,,87.4
1950738,44.4,126.1,73.6,6.6,88.0
1950739,50.9,94.4,62.7,7.0,86.9
1950740,52.6,179.7,71.5,6.9,92.9
1950741,62.0,111.5,36.1,6.4,79.1
1950742,26.4,106.4,52.7,10.0,108.5
1950743,46.4,155.0,44.0,6.6,103.9
1950744,62.5,90.8,39.4,8.5,113.7
1950745,0.0,168.3,23.0,6.5,152.8
1950746,70.9,86.1,28.6,6.6,95.8
1950747,46.9,133.2,22.4,7.3,84.7
1950748,45.4,131.3,51.1,4.0,147.0
1950749,40.2,148.8,41.1,4.1,136.4
1950750,22.5,159.3,44.3,8.4,79.3
1950751,51.2,81.4,35.7,9.0,128.5
1950752,44.7,128.5,74.8,4.9,70.7
1950753,55.5,103.6,74.5,7.4,98.0
1950754,44.9,158.1,61.3,9.6,100.0
1950755,63.5,112.2,45.9,7.6,143.8
1950756,26.2,116.8,44.7,8.8,96.9
1950757,57.4,74.3,64.5,7.7,92.9
1950758,50.4,93.8,16.1,6.2,70.1
1950759,28.6,114.7,52.4,8.4,102.3
1950760,56.3,150.8,49.6,8.7,131.5
1950761,33.9,113.9,33.9,8.7,56.5
1950762,41.9,143.8,48.3,5.6,79.1
1950763,38.8,91.8,46.0,3.5,106.9
1950764,46.0,127.8,58.2,6.4,68.1
1950765,43.1,175.1,37.5,6.9,114.4
1950766,44.1,120.3,40.6,7.6,146.7
1950767,45.9,82.7,70.3,7.9,69.6
1950768,33.0,128.8,23.0,7.5,115.4
1950769,47.6,127.2,39.2,5.7,56.1
1950770,69.3,212.5,39.2,8.3,82.5
1950771,59.4,105.1,45.8,5.6,126.2
1950772,43.9,97.7,48.3,9.3,76.6
1950773,49.6,131.1,40.5,6.8,48.5
1950774,51.3,100.9,63.7,7.5,131.4
1950775,47.8,59.8,43.6,7.0,108.6
1950776,63.0,110.9,34.4,,109.5
1950777,39.4,105.0,40.6,7.6,83.4
1950778,27.8,141.0,38.9,7.4,129.9
1950779,47.0,99.6,61.2,7.4,99.4
1950780,85.1,139.8,57.7,4.7,86.3
1950781,48.2,96.7,42.6,6.8,113.0
1950782,41.6,104.4,66.6,9.2,79.9
1950783,66.4,122.7,57.1,7.8,137.7
1950784,67.0,119.6,41.4,6.5,95.9
1950785,39.8,75.4,83.4,5.5,86.3
1950786,42.4,84.0,51.5,5.1,104.8
1950787,64.0,105.7,49.5,8.7,83.2
1950788,60.0,146.3,49.8,7.3,107.0
1950789,61.3,144.6,36.6,7.6,123.2
1950790,42.5,178.3,48.5,8.4,106.7
1950791,54.7,95.1,50.9,7.7,114.9
1950792,39.8,101.0,58.6,7.4,159.1
1950793,48.4,186.8,49.4,7.9,120.7
1950794,67.7,76.1,40.6,6.5,120.5
1950795,44.5,109.7,49.6,10.0,96.7
1950796,36.5,80.4,41.0,6.6,108.6
1950797,53.7,96.4,50.7,7.2,146.5
1950798,56.4,128.8,50.1,6.8,100.2
1950799,46.5,170.6,64.1,7.2,104.4
1950800,39.8,124.7,45.2,5.4,98.1
1950801,38.6,130.9,22.2,6.9,122.6
1950802,59.1,112.9,72.6,6.0,80.5
1950803,40.8,131.0,52.9,7.2,124.8
1950804,60.2,132.0,57.6,8.8,149.3
1950805,40.3,148.2,35.0,8.2,79.6
1950806,40.1,72.8,62.9,10.0,130.3
1950807,68.2,122.1,37.8,7.6,89.0
1950808,57.6,139.5,43.9,7.2,115.3
1950809,50.2,142.0,55.4,4.2,113.2
1950810,45.5,124.7,55.5,,73.7
1950811,62.6,120.7,45.2,6.9,148.8
1950812,23.0,95.6,53.4,6.1,85.2
1950813,48.1,114.5,29.3,6.0,47.9
1950814,54.7,134.6,27.7,5.2,104.6
1950815,51.5,111.3,39.9,5.6,101.9
1950816,62.1,141.5,49.2,,92.6
1950817,38.3,111.8,45.2,7.3,42.3
1950818,66.8,99.0,41.1,8.1,165.5
1950819,41.0,119.7,45.9,7.6,58.6
1950820,62.9,62.9,51.2,4.6,141.2
1950821,18.5,131.2,38.6,5.9,103.4
1950822,61.2,146.2,47.0,9.2,99.4
1950823,11.3,75.6,32.0,8.1,116.3
1950824,45.9,101.7,30.4,7.3,109.8
1950825,59.4,126.1,27.9,6.8,117.5
1950826,48.1,192.3,8.5,6.3,71.1
1950827,44.2,118.3,48.1,5.4,73.4
1950828,25.0,94.9,51.1,6.9,119.5
1950829,49.2,160.7,27.0,5.8,107.3
1950830,37.3,152.1,55.3,8.0,122.5
1950831,26.3,175.5,25.3,5.4,127.9
1950832,46.3,142.6,69.1,5.5,99.1
1950833,41.8,161.8,5.5,7.5,112.7
1950834,14.0,151.0,58.4,9.4,78.3
1950835,55.2,71.2,45.6,4.0,89.1
1950836,37.8,129.5,54.8,9.7,102.2
1950837,65.3,75.3,22.3,5.9,117.9
1950838,32.5,138.6,28.6,6.7,94.7
1950839,42.8,107.8,37.0,6.9,88.3
1950840,58.4,111.9,52.5,10.0,97.6
1950841,25.5,151.6,56.1,8.1,110.1
1950842,33.7,99.9,46.0,6.6,80.7
1950843,49.5,147.9,33.4,10.0,91.5
1950844,19.5,87.3,28.4,7.6,114.4
1950845,45.0,154.1,63.0,9.8,127.3
1950846,22.5,114.0,32.1,6.1,120.2
1950847,23.6,147.5,40.5,9.5,113.2
1950848,56.7,65.1,34.3,6.2,74.5
1950849,46.1,109.2,60.3,9.0,81.3
1950850,34.9,167.2,37.0,6.0,88.3
1950851,49.2,137.4,51.2,8.4,93.9
1950852,23.2,143.8,11.2,6.0,146.2
1950853,55.1,106.4,50.2,6.9,141.3
1950854,21.7,108.8,36.8,5.3,95.5
1950855,51.6,150.2,33.2,7.0,137.9
1950856,49.0,165.6,17.4,8.0,39.4
1950857,53.0,105.7,39.3,8.7,117.9
1950858,44.7,123.1,46.5,8.6,109.8
1950859,59.4,126.9,30.3,6.8,86.6
1950860,63.8,149.8,27.1,8.5,143.1
1950861,46.1,152.8,51.6,9.8,104.8
1950862,33.4,113.9,56.4,7.1,70.2
1950863,47.4,109.8,38.0,4.7,65.1
1950864,23.6,109.9,46.8,8.9,113.7
1950865,21.9,72.9,34.8,8.0,114.5
1950866,30.3,142.1,49.9,3.9,95.9
1950867,44.5,91.9,19.2,3.0,88.6
1950868,40.1,174.3,23.2,5.8,81.3
1950869,53.0,54.8,45.8,4.4,77.6
1950870,37.7,67.1,56.1,8.3,120.5
1950871,35.2,90.5,41.8,7.2,99.3
1950872,8.4,114.5,38.7,7.4,78.4
1950873,49.6,150.1,75.5,6.1,81.2
1950874,72.1,93.6,30.3,6.1,90.7
1950875,39.1,119.5,68.8,4.7,101.6
1950876,71.2,134.9,18.7,7.7,101.3
1950877,48.2,163.8,49.3,7.1,161.3
1950878,56.9,134.9,55.2,4.3,115.1
1950879,66.9,83.6,40.2,8.8,96.8
1950880,29.8,95.6,37.6,6.8,112.4
1950881,43.3,138.9,20.0,7.4,82.9
1950882,55.0,101.3,49.6,6.6,89.2
1950883,45.0,125.2,47.9,5.3,112.4
1950884,53.3,43.4,50.4,8.2,92.7
1950885,23.7,127.0,36.8,5.5,111.3
1950886,33.2,139.7,32.1,6.6,63.1
1950887,37.4,86.9,43.1,7.6,106.7
1950888,32.4,117.1,35.5,7.4,148.8
1950889,37.7,93.3,35.9,7.0,57.4
1950890,40.5,126.3,46.2,,105.5
1950891,17.5,108.1,64.1,5.7,91.0
1950892,59.9,156.6,59.6,6.1,104.8
1950893,48.9,133.2,75.8,5.7,143.1
1950894,73.9,160.5,24.7,10.0,156.5
1950895,61.8,162.9,61.6,6.3,114.4
1950896,39.2,118.2,27.4,4.8,101.3
1950897,14.0,93.6,35.3,4.1,124.1
1950898,30.5,121.4,50.3,7.3,129.0
1950899,22.7,124.8,72.1,7.6,75.1
1950900,51.6,90.5,77.3,6.0,126.7
1950901,49.5,123.0,75.4,7.0,99.2
1950902,67.7,154.5,41.5,10.0,117.3
1950903,52.4,110.7,54.0,4.8,100.6
1950904,42.5,92.9,64.4,9.1,140.6
1950905,65.0,48.4,59.3,7.3,100.0
1950906,62.3,117.5,44.6,4.7,120.6
1950907,57.2,88.5,31.9,9.4,55.8
1950908,44.8,117.9,30.0,7.0,117.4
1950909,38.9,74.7,57.6,7.0,93.0
1950910,40.9,112.4,55.6,5.5,98.1
1950911,49.9,137.2,56.7,,79.7
1950912,33.5,84.6,50.2,5.7,61.3
1950913,42.3,110.3,58.3,5.9,91.1
1950914,61.8,123.9,45.4,8.8,90.8
1950915,19.6,159.7,60.7,6.7,85.5
1950916,47.7,119.4,12.1,8.1,91.0
1950917,38.2,79.1,48.5,8.2,72.4
1950918,39.5,109.0,37.4,6.6,137.7
1950919,33.7,124.9,20.2,5.9,80.8
1950920,25.9,69.8,55.8,7.5,101.2
1950921,40.0,171.2,67.5,9.2,104.4
1950922,18.7,46.1,33.5,5.5,45.2
1950923,67.3,94.8,51.3,7.8,70.3
1950924,38.0,114.1,41.6,10.0,62.2
1950925,69.4,136.9,47.2,7.0,100.4
1950926,72.1,108.5,56.6,7.6,32.4
1950927,57.5,130.4,13.5,7.5,149.2
1950928,52.0,113.2,59.9,7.9,106.0
1950929,46.3,137.4,39.6,8.7,93.4
1950930,46.7,94.4,69.5,8.1,98.1
1950931,15.3,112.4,39.1,5.2,98.1
1950932,61.8,160.5,54.0,5.5,77.2
1950933,47.6,161.2,39.2,7.7,111.4
1950934,54.4,118.1,48.4,7.4,83.5
1950935,58.2,126.3,49.1,8.2,122.9
1950936,31.9,91.6,51.5,6.8,104.8
1950937,59.0,128.5,36.0,6.3,93.0
1950938,65.4,186.6,56.0,4.2,99.2
1950939,37.9,128.4,40.6,8.4,81.7
1950940,42.8,136.7,48.2,8.1,54.9
1950941,42.9,101.5,36.7,6.5,59.7
1950942,58.2,123.5,48.1,9.5,143.7
1950943,85.0,114.0,28.3,6.8,93.8
1950944,39.2,161.3,46.7,5.8,143.7
1950945,27.9,124.1,56.6,5.4,91.6
1950946,43.4,95.7,47.1,7.7,74.9
1950947,65.8,113.5,24.2,6.9,121.1
1950948,34.2,97.9,36.5,8.0,139.7
1950949,64.6,105.1,35.2,7.2,77.0
1950950,23.9,147.8,36.9,5.7,108.4
1950951,46.9,145.3,69.3,9.0,30.9
1950952,71.3,158.7,36.3,7.9,75.1
1950953,42.9,152.5,42.5,8.3,80.5
1950954,41.6,139.3,43.1,7.8,107.5
1950955,34.5,116.3,49.9,7.0,149.8
1950956,44.3,55.3,30.4,5.3,80.3
1950957,47.3,167.5,39.8,8.7,76.8
1950958,39.7,97.0,20.6,7.9,53.3
1950959,55.7,119.9,36.9,6.3,116.7
1950960,41.9,133.5,50.0,4.8,105.8
1950961,52.3,60.9,18.9,9.5,90.9
1950962,56.7,92.8,40.7,5.5,136.2
1950963,64.3,141.9,55.9,6.5,95.7
1950964,39.7,88.8,60.7,5.0,104.7
1950965,49.0,86.1,30.9,5.9,126.0
1950966,50.7,103.6,57.2,10.0,111.4
1950967,45.5,114.6,56.5,7.8,151.8
1950968,58.4,155.1,30.7,7.8,100.7
1950969,21.2,104.4,62.6,8.8,138.0
1950970,55.0,76.0,26.3,9.0,122.8
1950971,25.5,120.5,63.0,,73.1
1950972,39.1,80.8,51.4,5.7,84.2
1950973,43.9,78.3,22.0,3.3,89.1
1950974,56.8,105.8,37.6,8.5,76.5
1950975,60.6,145.0,69.8,5.2,107.8
1950976,45.6,54.8,63.0,7.6,86.3
1950977,40.4,101.6,63.8,5.9,85.5
1950978,74.3,105.7,46.0,5.0,125.8
1950979,55.1,170.9,36.6,9.1,51.7
1950980,37.2,122.8,66.6,5.7,110.1
1950981,16.8,141.0,8.0,6.2,98.6
1950982,23.7,115.7,43.8,6.9,133.6
1950983,48.5,127.8,24.2,8.2,100.8
1950984,45.7,131.3,56.9,7.6,110.7
1950985,35.4,140.1,18.6,,83.8
1950986,46.9,98.1,65.5,5.4,71.2
1950987,55.0,113.3,28.5,6.4,98.2
1950988,62.7,140.4,51.3,9.6,97.4
1950989,46.3,85.4,44.6,6.3,98.5
1950990,32.5,82.1,41.8,7.6,61.5
1950991,45.0,95.8,70.3,6.2,106.1
1950992,45.3,85.9,23.3,7.8,72.7
1950993,58.6,101.0,26.3,7.6,128.2
1950994,38.0,100.5,43.1,8.2,73.8
1950995,65.4,120.8,53.2,8.1,120.2
1950996,35.5,73.9,30.3,7.2,84.2
1950997,62.3,132.6,28.4,7.1,52.1
1950998,40.9,143.7,28.5,5.1,74.8
1950999,53.9,143.6,41.9,6.4,145.1
1951000,31.1,104.3,41.2,5.1,135.2
