SectorID,NDVI_Value,SoilSalinity,DailySunshineHours,CropYield_KgPerAcre,GrainProteinRatio_Percent
1960557,73760.0,109.2,9.4,78.2,34.3
1960558,43122.0,103.1,19.6,102.9,29.5
1960559,32317.0,111.9,33.0,137.4,38.5
1960560,46812.0,107.3,17.9,87.2,46.1
1960561,44074.0,58.5,38.8,114.0,39.9
1960562,62464.0,115.7,25.0,158.7,30.2
1960563,15000.0,86.9,16.3,107.4,24.4
1960564,66173.0,103.8,11.1,89.9,73.0
1960565,47903.0,113.7,43.5,92.5,46.1
1960566,61641.0,124.7,21.9,98.4,47.9
1960567,52293.0,120.3,44.7,122.9,51.3
1960568,71197.0,115.8,19.9,121.0,32.2
1960569,64818.0,108.3,14.6,115.1,50.3
1960570,66613.0,114.9,26.4,139.7,47.4
1960571,47897.0,82.3,27.0,97.1,36.6
1960572,82683.0,86.3,18.7,95.3,41.0
1960573,107637.0,108.7,25.2,81.0,39.5
1960574,95335.0,63.1,22.6,109.0,65.0
1960575,99235.0,71.3,30.6,95.7,19.4
1960576,52976.0,82.2,21.8,107.6,54.5
1960577,62962.0,74.4,15.5,106.1,55.8
1960578,57635.0,145.1,39.8,83.4,53.6
1960579,59359.0,92.4,31.2,98.2,47.3
1960580,67359.0,111.4,44.3,93.3,29.5
1960581,70153.0,73.2,28.4,100.6,22.9
1960582,46785.0,117.1,30.3,96.2,37.1
1960583,74180.0,75.7,10.5,109.2,59.2
1960584,84304.0,107.0,5.3,72.1,47.3
1960585,37873.0,113.6,37.7,97.3,43.8
1960586,50418.0,54.9,29.2,55.7,31.0
1960587,75120.0,58.5,32.4,113.4,36.2
1960588,90480.0,128.5,22.7,109.2,39.7
1960589,51621.0,94.2,36.8,106.1,58.5
1960590,68683.0,136.5,9.4,78.9,17.3
1960591,82996.0,81.6,40.4,109.2,18.8
1960592,83082.0,70.2,17.7,149.6,23.5
1960593,52985.0,94.0,42.4,96.5,8.8
1960594,45149.0,98.2,16.9,106.1,62.4
1960595,83577.0,109.9,12.6,97.3,57.1
1960596,60758.0,65.7,18.5,113.4,62.3
1960597,63664.0,127.9,30.7,135.0,27.1
1960598,113514.0,56.8,39.7,85.5,76.6
1960599,64437.0,111.9,33.0,115.8,40.7
1960600,37138.0,125.8,20.6,147.2,57.3
1960601,,121.8,6.1,119.2,69.2
1960602,76119.0,125.5,10.1,112.7,53.4
1960603,47334.0,104.6,6.9,109.3,44.7
1960604,92094.0,80.4,32.9,107.7,53.1
1960605,48655.0,77.0,7.5,99.2,48.4
1960606,61636.0,89.8,12.1,101.9,43.0
1960607,56681.0,39.3,9.9,80.3,17.3
1960608,90306.0,126.9,29.6,139.4,68.1
1960609,31124.0,96.6,41.4,76.3,60.8
1960610,57812.0,138.9,44.1,120.5,76.2
1960611,93329.0,152.7,31.5,71.8,38.6
1960612,95555.0,82.4,15.5,120.1,41.3
1960613,85727.0,111.3,24.9,101.7,60.6
1960614,77017.0,66.9,42.1,102.4,45.0
1960615,74976.0,79.3,23.0,64.5,38.2
1960616,90413.0,97.4,20.5,100.2,8.8
1960617,36635.0,63.4,28.9,120.7,51.1
1960618,86917.0,80.3,12.1,139.8,35.5
1960619,53515.0,107.8,12.7,102.6,62.7
1960620,82077.0,126.2,26.3,98.8,35.9
1960621,59654.0,122.4,7.8,127.4,70.8
1960622,82310.0,108.9,24.1,69.0,50.0
1960623,36164.0,71.2,11.9,124.4,24.7
1960624,51068.0,76.3,20.0,123.1,70.0
1960625,48029.0,78.0,25.0,78.4,25.9
1960626,26695.0,100.2,23.8,173.9,29.8
1960627,34386.0,102.1,25.5,66.7,27.4
1960628,35013.0,81.6,42.3,108.3,48.2
1960629,62718.0,106.3,26.3,88.7,21.9
1960630,23456.0,130.9,21.5,143.7,49.3
1960631,80056.0,103.4,26.9,90.1,48.1
1960632,57620.0,85.9,30.2,64.2,41.7
1960633,56831.0,112.5,6.9,32.2,60.3
1960634,71271.0,72.6,20.1,70.2,49.1
1960635,62907.0,110.7,34.7,64.1,31.3
1960636,70902.0,78.1,13.6,119.5,57.6
1960637,49396.0,131.3,21.2,99.9,38.7
1960638,55400.0,78.4,44.7,82.5,44.8
1960639,71752.0,92.0,40.5,89.3,33.7
1960640,90797.0,84.3,20.3,74.5,38.7
1960641,56044.0,109.0,35.8,101.0,18.1
1960642,39376.0,113.7,18.9,125.6,39.8
1960643,39032.0,79.1,31.2,76.7,18.7
1960644,48021.0,112.4,38.5,113.0,78.2
1960645,70342.0,98.9,29.4,79.7,60.1
1960646,90874.0,101.2,33.6,73.2,42.4
1960647,56836.0,64.8,8.3,115.0,43.3
1960648,,68.3,40.5,69.4,76.9
1960649,101433.0,103.0,9.8,67.7,54.7
1960650,91449.0,112.1,27.2,101.4,65.9
1960651,81123.0,111.0,20.6,96.6,50.9
1960652,80348.0,85.7,16.8,83.7,41.1
1960653,33587.0,111.2,24.1,136.1,44.4
1960654,20840.0,63.5,28.9,108.4,34.2
1960655,104334.0,124.0,11.0,90.0,57.4
1960656,,75.2,34.3,89.1,46.0
1960657,56966.0,123.7,32.6,123.6,61.0
1960658,50381.0,121.9,42.9,129.9,57.3
1960659,95263.0,94.2,8.2,89.2,47.1
1960660,81670.0,158.7,24.3,129.7,60.7
1960661,95319.0,85.5,22.1,66.5,36.6
1960662,75394.0,98.0,30.1,116.0,35.7
1960663,57324.0,120.4,37.0,149.5,26.9
1960664,75068.0,98.2,6.5,110.5,24.4
1960665,52855.0,39.0,41.0,17.5,39.4
1960666,43028.0,54.1,28.9,130.1,44.8
1960667,47272.0,120.9,27.5,67.8,47.8
1960668,97558.0,112.7,17.3,147.0,18.1
1960669,70824.0,134.7,14.0,84.1,24.4
1960670,96418.0,83.4,37.5,109.3,41.1
1960671,63405.0,115.5,32.6,97.0,49.9
1960672,104704.0,127.5,40.8,48.2,38.8
1960673,48048.0,115.1,18.9,111.5,34.7
1960674,89501.0,101.0,11.7,106.9,25.6
1960675,,108.8,39.3,81.9,41.6
1960676,67840.0,106.8,5.6,57.3,57.0
1960677,47931.0,111.4,24.4,97.3,65.1
1960678,108972.0,97.9,7.4,148.0,61.4
1960679,57595.0,123.5,36.0,93.6,9.9
1960680,79480.0,66.9,11.1,121.7,48.5
1960681,52321.0,42.9,33.0,113.8,56.6
1960682,69979.0,90.5,41.9,117.7,30.4
1960683,47790.0,146.5,18.5,109.8,54.9
1960684,68766.0,111.4,20.6,138.9,47.5
1960685,41515.0,118.0,29.0,104.7,45.8
1960686,60477.0,109.3,26.5,91.7,60.1
1960687,36031.0,98.4,7.1,90.9,58.2
1960688,118510.0,85.9,21.0,105.1,60.4
1960689,63993.0,90.4,16.8,102.8,67.6
1960690,95950.0,43.8,41.7,79.8,38.3
1960691,75233.0,114.7,35.5,111.1,45.5
1960692,62046.0,121.4,13.7,108.3,39.9
1960693,50149.0,70.8,15.5,69.8,23.8
1960694,77299.0,101.9,10.0,114.5,50.1
1960695,54372.0,87.0,22.1,126.3,55.3
1960696,91510.0,133.4,17.2,95.7,50.1
1960697,81728.0,129.0,40.7,102.6,48.1
1960698,54881.0,99.2,30.2,127.2,47.1
1960699,89529.0,98.7,42.3,104.5,36.9
1960700,34874.0,58.3,40.6,128.2,42.8
1960701,50849.0,97.8,10.2,140.5,24.1
1960702,20712.0,83.1,6.4,64.2,74.2
1960703,55321.0,122.5,35.7,120.0,64.6
1960704,75354.0,128.6,19.6,108.8,50.2
1960705,62790.0,52.0,8.8,157.5,35.8
1960706,85354.0,96.7,10.7,80.6,69.6
1960707,75025.0,148.0,27.3,86.1,46.8
1960708,52736.0,115.7,39.7,136.5,28.2
1960709,82187.0,99.8,24.9,79.5,57.4
1960710,93808.0,94.9,42.7,112.2,57.8
1960711,67147.0,103.3,37.9,121.8,36.0
1960712,52863.0,86.8,5.2,86.3,28.1
1960713,61770.0,58.2,24.3,115.8,43.7
1960714,48581.0,76.5,16.0,128.7,43.4
1960715,60274.0,108.5,25.1,65.8,14.4
1960716,68609.0,127.5,17.2,84.0,50.4
1960717,71572.0,87.8,14.5,130.8,49.4
1960718,26193.0,84.7,21.0,134.6,34.7
1960719,43657.0,80.5,8.3,131.0,32.8
1960720,63201.0,69.7,22.3,93.5,35.7
1960721,105699.0,110.5,37.3,51.0,42.4
1960722,56154.0,89.7,5.1,128.7,34.8
1960723,44814.0,106.1,17.8,64.1,63.9
1960724,71518.0,100.8,8.5,120.9,59.7
1960725,82676.0,136.5,22.9,126.7,56.0
1960726,77165.0,133.2,28.8,88.7,46.7
1960727,29185.0,106.3,15.6,128.7,34.4
1960728,73113.0,104.1,42.8,108.5,51.5
1960729,41155.0,63.8,42.5,51.7,59.5
1960730,79442.0,69.3,19.5,116.9,56.5
1960731,70348.0,69.6,18.7,74.1,64.9
1960732,88510.0,68.2,28.7,124.9,56.8
1960733,64778.0,119.5,36.7,51.6,24.8
1960734,37445.0,69.5,38.4,101.0,52.7
1960735,25809.0,119.6,22.2,104.8,8.6
1960736,63131.0,112.9,38.2,103.0,80.7
1960737,89421.0,98.6,10.3,104.4,38.9
1960738,68086.0,131.8,27.6,66.2,20.0
1960739,78270.0,85.3,7.1,83.2,61.7
1960740,,89.9,15.6,128.1,58.0
1960741,71887.0,81.5,27.8,131.8,39.5
1960742,38583.0,81.3,14.6,58.7,45.3
1960743,46318.0,102.8,8.5,104.0,58.7
1960744,63571.0,138.1,32.6,87.3,32.7
1960745,61033.0,71.8,17.7,38.5,41.0
1960746,86342.0,72.5,36.4,128.7,61.7
1960747,80561.0,100.3,44.7,133.8,56.2
1960748,95384.0,102.2,32.4,122.7,54.0
1960749,63236.0,93.7,18.3,81.8,43.7
1960750,61557.0,91.7,19.1,81.1,63.9
1960751,32020.0,127.5,33.2,139.3,20.1
1960752,54615.0,104.6,6.0,119.0,58.9
1960753,49116.0,66.5,6.4,82.3,55.4
1960754,81316.0,129.5,38.7,107.7,44.2
1960755,77151.0,79.5,44.7,130.0,39.5
1960756,79284.0,88.1,10.9,122.5,86.2
1960757,74984.0,69.9,9.8,47.4,58.0
1960758,53654.0,85.9,16.0,76.5,66.8
1960759,73042.0,128.0,18.4,154.1,66.7
1960760,39912.0,127.3,44.7,103.5,56.5
1960761,52265.0,82.0,22.7,120.9,31.3
1960762,15000.0,79.1,8.6,88.8,64.4
1960763,63172.0,107.3,42.7,69.2,51.6
1960764,48817.0,151.6,6.1,49.4,47.1
1960765,88097.0,129.8,42.8,70.2,53.2
1960766,36625.0,113.1,43.7,103.8,50.1
1960767,53063.0,106.0,16.8,107.0,49.9
1960768,20794.0,129.6,16.1,81.2,37.0
1960769,91029.0,114.3,5.8,89.4,61.1
1960770,68658.0,85.4,30.7,102.5,53.5
1960771,86545.0,127.7,14.9,102.6,63.2
1960772,19553.0,119.0,9.2,79.2,30.6
1960773,55608.0,128.4,12.6,104.4,22.5
1960774,70166.0,106.3,8.6,97.2,41.4
1960775,81397.0,75.5,8.0,132.5,19.2
1960776,60672.0,37.3,41.3,114.0,47.9
1960777,46563.0,59.7,43.9,114.1,47.2
1960778,45046.0,73.2,6.7,155.5,35.2
1960779,55369.0,85.1,44.3,97.2,50.0
1960780,59462.0,146.6,42.8,86.3,66.7
1960781,60587.0,108.9,39.0,123.5,27.6
1960782,76343.0,85.5,35.9,75.2,59.2
1960783,49772.0,87.1,34.3,81.7,29.6
1960784,43151.0,120.7,14.6,127.9,72.4
1960785,58559.0,116.4,43.0,106.3,27.4
1960786,54543.0,87.6,22.2,101.4,40.6
1960787,76593.0,88.3,30.5,39.5,67.1
1960788,79898.0,117.2,29.1,134.0,51.5
1960789,50463.0,122.1,38.5,56.5,33.6
1960790,49604.0,65.3,39.5,83.8,52.5
1960791,47572.0,114.6,7.4,86.1,63.1
1960792,51936.0,79.8,15.0,127.1,40.4
1960793,63851.0,120.9,41.7,101.4,59.9
1960794,91935.0,125.2,37.2,68.7,49.4
1960795,46610.0,71.5,22.1,64.0,40.8
1960796,47899.0,118.4,32.4,152.1,76.3
1960797,49053.0,92.5,32.4,106.9,46.2
1960798,54474.0,78.0,44.8,85.3,37.3
1960799,72058.0,92.3,41.7,140.6,56.1
1960800,43773.0,127.2,5.0,134.7,32.3
1960801,55737.0,101.2,23.1,85.1,50.7
1960802,102076.0,99.4,44.6,68.4,47.4
1960803,66050.0,67.0,26.3,87.6,45.6
1960804,71102.0,67.3,9.3,82.5,44.3
1960805,68326.0,111.7,37.2,103.9,39.6
1960806,53688.0,108.2,6.9,164.4,51.6
1960807,71812.0,85.1,17.6,61.8,52.1
1960808,41665.0,114.4,13.1,110.8,37.1
1960809,61848.0,95.8,27.3,105.0,40.6
1960810,65391.0,90.7,26.8,59.7,20.6
1960811,74569.0,109.2,5.9,68.2,29.0
1960812,85158.0,107.8,29.0,106.8,42.7
1960813,65062.0,89.2,32.3,124.5,32.3
1960814,62552.0,90.9,18.4,102.7,14.0
1960815,56466.0,82.2,12.2,106.1,56.7
1960816,48358.0,95.7,9.8,108.7,46.1
1960817,59985.0,78.9,44.3,107.0,0.0
1960818,55487.0,126.0,26.6,103.0,19.4
1960819,66883.0,109.8,10.7,73.6,7.6
1960820,79700.0,77.7,13.5,105.7,25.1
1960821,70438.0,100.1,6.6,108.9,49.7
1960822,72163.0,93.6,5.1,77.8,29.7
1960823,54194.0,121.5,29.3,134.6,41.7
1960824,59667.0,84.8,7.8,131.9,43.4
1960825,92761.0,106.5,25.8,146.2,41.0
1960826,51876.0,90.1,37.8,81.8,46.6
1960827,54124.0,105.0,17.2,87.1,55.0
1960828,92983.0,95.7,42.0,144.6,32.8
1960829,44118.0,68.7,13.5,89.2,52.1
1960830,78927.0,70.3,39.2,84.1,38.4
1960831,59119.0,118.4,20.9,79.0,52.4
1960832,52572.0,144.9,23.6,99.6,9.0
1960833,83754.0,79.7,12.0,91.5,70.9
1960834,68207.0,89.8,28.9,102.9,39.4
1960835,60168.0,54.3,23.0,105.1,19.9
1960836,46976.0,81.1,42.2,85.3,92.9
1960837,56889.0,142.4,15.6,80.3,37.6
1960838,50897.0,127.1,36.7,98.8,54.9
1960839,53331.0,88.2,27.7,120.7,10.2
1960840,89509.0,81.4,39.2,116.4,39.7
1960841,52806.0,64.9,15.5,148.9,35.9
1960842,32424.0,76.9,41.9,90.2,50.9
1960843,62468.0,106.7,28.8,88.4,46.5
1960844,54475.0,126.6,6.2,120.6,45.4
1960845,49434.0,93.4,12.0,115.9,54.7
1960846,36920.0,97.8,20.1,53.9,29.5
1960847,60431.0,126.8,22.3,79.2,38.9
1960848,98139.0,120.4,40.5,116.7,47.4
1960849,57501.0,88.5,41.2,107.3,33.9
1960850,61407.0,79.9,24.7,125.2,48.6
1960851,64870.0,150.8,30.4,131.7,66.3
1960852,66705.0,115.1,9.7,114.1,78.8
1960853,70843.0,122.4,28.6,76.4,33.8
1960854,66165.0,119.2,12.4,130.9,36.1
1960855,67399.0,132.9,42.8,78.9,16.9
1960856,39669.0,48.6,34.1,95.5,62.5
1960857,70144.0,93.1,32.0,94.8,16.9
1960858,71222.0,105.7,22.6,74.1,34.2
1960859,59186.0,98.4,35.8,101.0,66.0
1960860,69770.0,58.5,19.3,95.1,72.0
1960861,73336.0,74.6,42.7,69.2,47.9
1960862,29130.0,56.7,42.4,75.0,40.9
1960863,49272.0,79.5,16.2,93.5,25.0
1960864,76369.0,56.3,11.5,94.3,50.4
1960865,15000.0,77.6,17.7,130.5,23.5
1960866,66059.0,105.6,12.1,78.6,63.4
1960867,35814.0,102.2,18.6,86.1,62.3
1960868,79921.0,112.1,16.9,75.2,50.4
1960869,69124.0,132.1,10.9,93.6,39.1
1960870,100125.0,78.6,9.6,104.3,61.9
1960871,71865.0,48.3,17.3,151.9,3.6
1960872,75662.0,90.5,21.9,139.3,32.3
1960873,83073.0,108.3,40.6,76.1,38.9
1960874,51766.0,125.6,17.0,62.8,36.4
1960875,71380.0,81.9,19.7,129.1,28.2
1960876,68346.0,109.4,18.0,89.7,43.9
1960877,49234.0,124.8,29.4,90.1,42.8
1960878,58250.0,85.0,8.6,83.3,48.5
1960879,39662.0,139.5,27.3,116.2,52.9
1960880,43395.0,136.7,21.1,131.1,39.6
1960881,84896.0,70.8,36.2,80.4,25.7
1960882,65824.0,133.1,6.2,102.4,33.5
1960883,54794.0,109.8,26.0,77.9,0.0
1960884,93706.0,118.0,44.5,127.2,68.1
1960885,53398.0,119.5,22.0,50.7,24.3
1960886,84745.0,86.3,22.6,81.4,65.0
1960887,50851.0,91.9,14.8,53.7,27.1
1960888,36057.0,117.0,33.6,62.5,33.8
1960889,61754.0,106.4,28.3,125.1,36.5
1960890,96609.0,52.8,26.5,54.0,66.3
1960891,45409.0,84.7,5.4,88.6,52.1
1960892,53040.0,96.7,24.9,142.8,42.4
1960893,35432.0,79.3,35.2,80.6,61.7
1960894,77462.0,104.5,31.6,80.7,59.6
1960895,87891.0,67.0,16.8,69.5,84.5
1960896,58368.0,127.3,25.7,128.2,53.7
1960897,66735.0,150.9,37.8,110.8,52.7
1960898,91036.0,77.2,23.6,64.6,93.2
1960899,47289.0,105.5,31.6,124.6,42.7
1960900,62642.0,44.2,21.2,114.4,66.8
1960901,68416.0,111.7,18.0,111.0,22.2
1960902,66314.0,92.2,11.9,70.8,42.2
1960903,,101.8,6.4,121.1,0.0
1960904,63481.0,118.9,9.6,92.2,52.1
1960905,43999.0,148.7,31.8,137.0,46.1
1960906,38113.0,141.1,21.0,81.4,15.9
1960907,64772.0,94.9,26.7,148.8,38.7
1960908,59937.0,120.6,12.1,86.5,39.0
1960909,76541.0,77.2,39.3,120.9,37.2
1960910,73504.0,91.1,17.7,134.3,25.2
1960911,99436.0,97.6,28.9,110.9,13.6
1960912,84105.0,117.8,30.2,56.2,31.5
1960913,66452.0,78.8,22.0,120.8,31.6
1960914,56748.0,101.1,10.0,54.4,35.2
1960915,79109.0,66.1,8.2,96.8,45.4
1960916,,91.1,23.4,87.1,39.7
1960917,47751.0,84.6,42.7,105.7,61.4
1960918,75123.0,82.2,34.6,94.3,48.6
1960919,57641.0,125.4,5.4,99.4,22.3
1960920,58788.0,96.7,30.6,85.9,55.1
1960921,55064.0,101.7,10.1,48.6,21.7
1960922,51285.0,119.6,11.8,123.2,75.9
1960923,57364.0,134.2,13.2,41.7,59.4
1960924,50821.0,113.0,5.4,110.2,54.5
1960925,61415.0,98.5,36.4,80.3,37.2
1960926,44160.0,80.3,27.5,103.1,54.3
1960927,53107.0,70.1,23.7,67.3,57.4
1960928,49955.0,121.5,9.4,106.0,48.0
1960929,36098.0,95.4,29.3,158.2,37.6
1960930,59395.0,136.5,36.3,120.3,55.0
1960931,61266.0,116.1,35.9,104.2,55.2
1960932,68773.0,143.5,19.2,65.8,56.2
1960933,72581.0,92.0,29.6,90.0,26.8
1960934,60167.0,111.7,36.9,103.6,44.0
1960935,81527.0,83.2,9.2,102.2,47.0
1960936,77079.0,83.1,20.6,92.1,53.1
1960937,63677.0,83.2,20.8,125.5,63.6
1960938,63348.0,81.4,14.8,120.5,16.8
1960939,57770.0,72.6,10.2,100.0,53.9
1960940,39165.0,125.0,40.5,96.4,44.7
1960941,84288.0,74.7,9.8,91.0,57.3
1960942,60565.0,59.6,37.0,99.4,17.2
1960943,99879.0,63.5,35.6,56.9,27.1
1960944,73300.0,121.7,22.5,151.3,64.2
1960945,87847.0,76.6,12.7,105.7,28.3
1960946,75366.0,88.9,5.4,116.3,71.0
1960947,81610.0,91.8,34.0,110.6,25.4
1960948,76883.0,114.8,24.0,97.5,53.1
1960949,85231.0,115.3,11.2,86.3,35.6
1960950,51273.0,89.2,13.3,84.6,41.1
1960951,63421.0,124.1,41.1,116.3,37.5
1960952,55521.0,40.1,23.0,80.2,52.4
1960953,42665.0,123.0,25.6,90.7,37.6
1960954,49780.0,101.5,34.9,77.0,61.4
1960955,89429.0,92.5,7.3,63.0,56.3
1960956,45358.0,90.2,20.5,141.0,3.1
1960957,78604.0,124.2,40.3,108.5,26.2
1960958,93240.0,116.0,24.7,103.3,35.0
1960959,89699.0,96.7,42.5,131.0,63.1
1960960,38377.0,83.6,20.4,101.5,55.5
1960961,85732.0,89.9,31.9,78.3,47.5
1960962,87176.0,107.3,32.7,111.1,32.7
1960963,97486.0,87.8,12.2,126.8,45.5
1960964,74383.0,94.6,37.8,143.8,41.4
1960965,56231.0,73.8,34.7,62.3,34.1
1960966,88041.0,116.1,22.0,102.4,35.3
1960967,94091.0,93.0,18.4,108.2,18.3
1960968,91029.0,131.4,44.8,73.5,59.9
1960969,84296.0,107.0,35.0,112.7,58.5
1960970,46400.0,146.5,6.0,140.0,17.7
1960971,73343.0,107.2,42.1,96.1,26.2
1960972,73978.0,79.3,28.9,86.6,42.1
1960973,69693.0,105.0,30.5,101.6,36.0
1960974,29421.0,93.1,19.3,99.2,51.1
1960975,,106.8,6.5,75.5,35.9
1960976,77381.0,133.9,39.8,143.7,37.7
1960977,72502.0,92.1,12.9,104.1,43.3
1960978,,112.6,36.8,74.9,39.9
1960979,80515.0,101.6,43.8,116.0,53.7
1960980,29272.0,80.0,17.8,64.9,18.1
1960981,38949.0,112.4,20.1,63.4,48.1
1960982,79044.0,146.8,25.5,98.3,21.3
1960983,58341.0,144.5,11.8,39.4,55.8
1960984,74081.0,137.3,31.3,112.6,50.8
1960985,74890.0,109.7,21.1,87.0,26.4
1960986,77185.0,111.0,15.1,103.7,43.5
1960987,70344.0,82.2,14.5,90.9,26.2
1960988,60899.0,73.6,29.2,57.4,88.8
1960989,82429.0,95.9,27.9,118.9,42.9
1960990,70744.0,71.7,30.0,141.2,42.5
1960991,44359.0,81.1,35.1,33.6,50.6
1960992,61325.0,90.3,35.3,122.0,36.6
1960993,97921.0,99.6,19.1,86.9,36.7
1960994,44389.0,118.3,42.9,106.8,54.1
1960995,52433.0,89.2,13.3,102.1,21.4
1960996,87034.0,123.1,26.0,87.9,26.1
1960997,114576.0,113.5,12.7,49.1,47.5
1960998,78460.0,68.1,44.0,102.5,60.0
1960999,64123.0,59.9,16.2,168.3,56.0
1961000,36296.0,147.9,22.4,85.2,35.2
