AppID,RatingScore,FeedbackLength,CrashCount,AppVersion,NegativeReviewFlag
1700634,7.2,144.0,81.4,103.7,1
1700635,8.0,169.9,68.1,129.1,0
1700636,6.2,87.5,127.2,104.9,0
1700637,6.9,192.0,140.9,118.5,0
1700638,7.9,189.2,116.6,71.0,0
1700639,5.0,99.4,89.3,115.1,1
1700640,6.0,94.9,89.6,66.8,1
1700641,5.8,140.7,146.2,93.7,0
1700642,7.5,136.2,132.2,112.4,1
1700643,9.2,62.7,104.1,114.6,0
1700644,,93.0,100.3,112.8,0
1700645,5.1,117.7,116.8,135.7,1
1700646,9.7,209.0,120.4,116.9,0
1700647,7.1,109.5,85.6,84.2,0
1700648,6.8,165.0,64.7,90.1,1
1700649,7.5,69.3,99.9,74.9,1
1700650,5.4,103.6,117.4,84.7,1
1700651,7.6,111.4,113.3,107.3,0
1700652,6.1,184.5,78.1,124.5,0
1700653,5.4,84.9,96.7,109.7,0
1700654,5.0,135.2,92.8,99.2,1
1700655,5.7,108.9,97.2,55.8,0
1700656,8.0,60.7,81.8,120.5,1
1700657,6.4,116.8,137.5,105.3,0
1700658,7.9,144.6,82.7,115.3,1
1700659,6.5,136.9,88.7,74.0,1
1700660,4.9,86.3,89.0,140.9,0
1700661,4.0,140.5,49.7,74.8,0
1700662,5.3,106.0,119.4,86.9,1
1700663,4.9,180.1,84.5,77.2,0
1700664,5.7,85.5,133.7,56.4,1
1700665,7.8,85.7,112.8,88.8,0
1700666,7.5,140.6,110.7,101.2,0
1700667,9.6,137.7,84.6,55.2,0
1700668,6.5,96.0,100.2,110.3,1
1700669,4.0,132.1,129.8,100.2,0
1700670,5.9,111.2,125.7,97.9,1
1700671,6.9,184.1,89.6,134.5,0
1700672,7.4,166.3,63.2,171.2,1
1700673,10.0,91.2,79.4,116.3,0
1700674,8.4,138.6,114.4,133.6,1
1700675,6.7,85.1,112.2,136.2,1
1700676,6.2,147.6,72.7,114.5,0
1700677,9.7,153.6,99.9,109.4,0
1700678,7.6,71.1,110.5,126.9,0
1700679,4.2,143.8,127.2,46.9,0
1700680,6.7,101.5,98.3,83.8,0
1700681,7.2,157.1,103.6,103.5,1
1700682,9.1,140.9,107.4,71.1,0
1700683,9.1,137.6,97.3,91.7,1
1700684,6.8,80.4,102.6,90.7,0
1700685,6.7,144.0,94.3,121.2,1
1700686,7.8,31.6,85.2,116.9,0
1700687,6.8,128.1,62.2,111.4,0
1700688,9.2,162.7,92.8,87.8,0
1700689,5.6,125.6,106.1,92.7,0
1700690,7.6,136.8,129.2,110.8,1
1700691,4.9,153.8,94.4,115.8,0
1700692,8.0,118.8,124.3,83.1,1
1700693,8.5,77.1,65.3,103.3,0
1700694,4.8,192.6,103.8,16.7,0
1700695,8.6,124.7,81.9,98.3,1
1700696,5.8,122.3,113.4,61.6,0
1700697,6.0,120.7,148.3,125.4,1
1700698,7.0,84.4,114.1,100.6,0
1700699,8.2,112.6,121.2,62.8,0
1700700,9.2,68.1,97.1,116.1,1
1700701,6.7,111.4,91.7,80.7,0
1700702,6.2,81.4,96.8,125.2,0
1700703,6.7,194.0,92.1,114.9,1
1700704,8.2,115.1,144.6,99.9,1
1700705,6.8,156.0,117.3,111.1,1
1700706,6.1,83.1,115.3,79.0,1
1700707,5.0,51.2,46.5,55.7,1
1700708,8.0,132.5,69.0,77.4,0
1700709,,102.4,106.4,135.9,1
1700710,5.7,97.4,116.7,150.7,0
1700711,7.3,127.8,101.6,85.0,0
1700712,5.7,136.1,79.1,124.8,1
1700713,6.7,184.8,93.0,101.7,1
1700714,7.5,144.6,146.1,71.3,0
1700715,7.2,63.6,53.0,131.4,1
1700716,8.6,106.4,65.9,130.5,1
1700717,6.3,109.5,89.7,94.8,1
1700718,5.7,114.9,79.4,76.0,0
1700719,9.6,145.4,134.6,56.7,1
1700720,7.7,96.9,86.0,120.9,1
1700721,9.1,122.9,73.1,69.0,1
1700722,6.9,100.3,75.0,120.4,0
1700723,7.5,141.7,97.0,48.2,1
1700724,8.1,104.9,118.8,123.7,1
1700725,5.8,61.2,99.8,76.7,1
1700726,8.3,108.2,91.2,94.5,0
1700727,5.5,81.9,84.5,53.1,1
1700728,3.2,106.0,89.1,67.6,1
1700729,8.1,122.2,120.7,65.1,0
1700730,8.2,67.2,83.8,87.7,0
1700731,8.5,134.2,123.9,119.9,1
1700732,6.3,156.5,67.2,62.6,0
1700733,6.9,168.5,91.3,112.6,1
1700734,7.6,132.9,82.2,120.1,1
1700735,9.4,127.6,50.1,111.1,1
1700736,5.8,107.5,38.5,151.6,1
1700737,6.5,114.5,84.9,131.0,1
1700738,6.0,143.0,97.6,121.2,1
1700739,6.9,144.6,100.5,107.9,0
1700740,7.5,80.9,92.4,84.9,1
1700741,6.4,137.0,100.5,80.9,1
1700742,6.2,70.4,101.7,59.5,0
1700743,8.1,74.8,84.2,134.6,1
1700744,7.2,230.9,141.7,104.9,0
1700745,8.1,156.9,78.7,85.8,1
1700746,9.9,113.2,112.5,150.1,0
1700747,8.3,114.0,72.0,86.1,0
1700748,5.8,109.8,103.4,90.1,1
1700749,9.5,117.6,105.0,121.5,0
1700750,8.3,85.1,122.2,105.9,1
1700751,8.0,191.9,104.4,142.5,1
1700752,8.6,112.2,140.0,117.1,1
1700753,7.1,138.7,129.1,124.3,1
1700754,6.8,152.8,100.6,106.1,0
1700755,8.7,136.0,42.7,63.3,1
1700756,6.0,122.9,105.2,106.3,0
1700757,6.4,71.1,54.3,149.2,0
1700758,5.6,114.2,130.8,110.1,0
1700759,6.6,77.5,130.2,141.3,0
1700760,9.9,125.7,64.1,73.9,1
1700761,8.3,116.1,108.9,102.2,1
1700762,6.0,90.7,93.7,113.2,1
1700763,10.0,167.6,108.8,98.6,0
1700764,9.2,154.9,144.9,106.9,0
1700765,5.2,140.1,114.0,96.7,0
1700766,7.7,157.8,84.5,122.3,0
1700767,7.9,119.1,104.3,127.0,0
1700768,7.2,146.3,91.3,80.0,1
1700769,8.3,138.8,108.8,93.3,0
1700770,6.6,127.6,52.8,91.9,0
1700771,9.8,131.3,87.2,54.0,0
1700772,6.3,151.6,108.1,113.5,1
1700773,3.2,83.6,54.1,101.7,1
1700774,8.2,94.7,127.7,131.4,0
1700775,9.0,83.7,62.9,124.3,1
1700776,8.2,98.5,122.2,115.4,1
1700777,7.5,122.9,101.7,60.4,1
1700778,7.4,145.9,105.6,114.7,1
1700779,7.6,91.5,111.2,96.0,1
1700780,8.8,117.3,25.9,85.7,1
1700781,5.6,205.6,124.1,88.1,1
1700782,6.5,136.9,124.9,106.3,0
1700783,5.6,113.9,80.4,88.0,0
1700784,7.3,166.4,100.4,59.5,0
1700785,8.3,80.0,88.1,120.3,1
1700786,7.5,128.9,101.2,78.5,0
1700787,4.1,137.9,127.2,84.1,1
1700788,6.7,139.3,94.5,96.5,1
1700789,8.8,160.9,84.6,124.9,0
1700790,5.9,87.7,99.2,88.5,1
1700791,7.2,73.5,135.7,124.4,0
1700792,4.9,133.2,99.1,108.4,0
1700793,5.6,149.3,144.8,74.9,1
1700794,2.2,109.0,101.4,154.7,1
1700795,6.2,84.7,85.0,75.4,1
1700796,6.5,131.4,65.5,91.8,0
1700797,8.9,76.1,72.8,113.8,0
1700798,6.7,157.4,77.7,110.8,1
1700799,7.2,84.8,62.9,49.6,0
1700800,7.3,120.0,97.5,121.5,1
1700801,9.0,160.2,89.8,98.6,1
1700802,7.4,122.9,96.7,77.6,1
1700803,5.2,123.4,97.2,85.1,0
1700804,4.6,89.5,86.6,85.3,1
1700805,8.5,99.2,87.5,45.8,0
1700806,7.1,75.4,137.9,140.2,0
1700807,6.7,105.8,125.1,133.3,1
1700808,5.5,191.5,120.4,58.6,0
1700809,6.3,135.7,96.3,103.7,0
1700810,8.0,77.8,118.6,111.9,1
1700811,8.4,118.8,106.1,79.0,0
1700812,4.8,98.1,94.3,109.0,0
1700813,8.3,185.4,72.1,100.8,1
1700814,7.2,138.0,115.8,113.2,0
1700815,5.8,110.4,68.0,140.0,1
1700816,6.9,77.9,140.3,91.1,1
1700817,6.2,124.4,123.9,62.8,0
1700818,8.5,121.0,72.2,90.4,1
1700819,7.9,144.1,78.3,67.6,1
1700820,7.2,104.3,89.2,138.7,1
1700821,7.5,111.0,97.7,132.1,1
1700822,7.0,38.3,127.3,109.3,1
1700823,7.2,106.9,47.6,108.6,1
1700824,8.3,125.7,101.1,133.4,0
1700825,8.9,131.5,137.3,63.8,1
1700826,8.0,141.3,135.0,82.2,1
1700827,9.1,123.2,193.5,87.6,0
1700828,7.7,112.6,41.4,107.6,0
1700829,6.4,124.0,151.1,99.0,0
1700830,7.0,116.0,65.5,97.0,1
1700831,4.9,88.3,97.2,59.4,1
1700832,7.3,91.1,93.8,137.8,0
1700833,4.6,202.0,98.0,110.0,1
1700834,8.9,59.7,55.0,89.5,0
1700835,8.8,91.4,86.8,83.8,1
1700836,6.3,78.7,80.5,131.4,0
1700837,5.6,156.1,148.2,51.7,0
1700838,9.4,110.1,122.1,103.7,0
1700839,5.5,141.5,76.8,133.2,0
1700840,7.9,195.0,88.8,108.7,1
1700841,7.1,98.3,66.5,109.3,1
1700842,7.0,84.0,61.9,81.4,0
1700843,8.3,91.3,104.9,96.2,0
1700844,7.8,100.3,90.4,92.5,0
1700845,8.6,169.5,94.6,101.7,1
1700846,6.5,117.8,96.4,91.6,0
1700847,8.3,144.4,75.1,86.2,0
1700848,6.4,88.1,116.7,91.9,1
1700849,7.2,64.1,121.1,98.8,0
1700850,10.0,132.7,65.2,131.3,0
1700851,8.6,29.2,138.4,119.7,0
1700852,9.2,91.0,87.2,145.6,1
1700853,6.4,118.3,42.1,100.6,0
1700854,7.7,98.3,116.5,120.0,1
1700855,6.6,108.6,78.6,108.9,1
1700856,,65.4,112.2,102.7,0
1700857,9.0,78.4,105.9,125.1,0
1700858,6.6,113.2,81.8,116.4,0
1700859,9.5,151.2,86.0,111.0,1
1700860,6.3,188.8,83.7,85.5,1
1700861,6.3,115.5,73.4,114.8,0
1700862,7.2,143.4,99.0,103.6,1
1700863,9.8,144.3,90.8,89.1,0
1700864,9.2,114.9,90.4,77.0,0
1700865,,132.4,104.0,182.9,1
1700866,5.3,168.2,104.0,108.3,1
1700867,5.2,112.1,110.6,74.9,1
1700868,6.2,121.2,60.6,121.6,0
1700869,5.0,87.8,94.1,108.3,1
1700870,6.5,126.7,127.9,133.1,0
1700871,8.2,150.8,83.7,137.3,0
1700872,6.6,166.8,114.2,72.2,0
1700873,8.2,75.5,79.9,106.8,0
1700874,7.8,55.1,84.5,72.4,0
1700875,9.4,56.5,62.1,100.1,1
1700876,6.4,156.0,61.0,73.7,0
1700877,6.7,68.5,97.1,100.4,1
1700878,6.2,98.6,67.7,129.0,0
1700879,7.9,96.6,154.3,105.4,1
1700880,5.4,176.4,40.3,112.7,1
1700881,6.6,122.5,67.0,81.8,1
1700882,7.0,203.9,75.5,76.5,1
1700883,6.6,106.3,58.4,104.6,1
1700884,5.4,118.8,90.1,74.0,0
1700885,6.5,103.9,108.9,76.6,1
1700886,7.3,95.4,56.8,141.0,1
1700887,5.5,102.4,111.6,119.0,1
1700888,7.3,175.9,92.2,49.8,1
1700889,6.0,141.5,122.1,192.9,1
1700890,6.9,125.8,102.7,64.3,1
1700891,6.9,119.4,49.5,99.8,0
1700892,7.8,80.2,100.7,126.2,1
1700893,8.6,98.3,100.2,105.5,1
1700894,5.8,89.2,106.5,103.7,1
1700895,7.5,156.0,65.9,101.6,0
1700896,6.0,112.4,119.2,151.7,1
1700897,4.4,191.4,56.9,111.2,1
1700898,8.8,125.2,127.4,112.9,1
1700899,6.0,112.9,104.6,123.9,1
1700900,7.5,164.4,89.5,60.6,0
1700901,6.6,136.4,77.4,74.4,1
1700902,7.2,89.8,58.2,82.7,0
1700903,9.2,141.1,109.2,107.5,0
1700904,5.5,154.5,118.1,92.2,0
1700905,7.9,123.3,108.7,111.7,0
1700906,8.5,127.4,77.6,100.3,1
1700907,5.0,99.3,125.2,83.5,1
1700908,8.2,117.3,100.1,98.5,0
1700909,6.5,144.0,94.4,122.4,1
1700910,7.4,70.1,104.7,71.1,1
1700911,4.6,46.3,83.9,80.6,1
1700912,6.8,128.9,110.6,91.2,0
1700913,5.3,60.7,91.9,133.4,1
1700914,6.3,132.1,103.8,128.0,0
1700915,7.8,85.9,76.6,120.6,1
1700916,8.2,128.8,118.0,99.5,0
1700917,7.0,112.0,117.8,103.9,1
1700918,5.8,162.0,96.4,75.3,0
1700919,6.2,160.3,115.5,86.7,0
1700920,6.0,148.8,123.7,116.2,1
1700921,7.0,169.1,115.9,109.1,1
1700922,6.3,166.0,94.3,98.4,0
1700923,7.3,136.4,131.4,70.6,1
1700924,,45.7,86.3,108.0,1
1700925,7.9,136.1,121.3,126.3,1
1700926,7.8,70.7,116.5,76.5,0
1700927,5.9,213.4,101.4,118.4,1
1700928,5.0,91.8,92.1,146.0,0
1700929,8.5,89.0,119.2,77.0,0
1700930,,135.7,61.5,95.1,1
1700931,6.4,96.7,115.4,132.9,1
1700932,9.0,131.5,132.7,147.6,0
1700933,10.0,198.2,115.5,101.2,1
1700934,,110.5,92.6,54.4,1
1700935,9.4,94.1,116.0,86.1,0
1700936,8.3,74.7,69.1,87.1,1
1700937,9.6,113.6,89.2,116.5,1
1700938,9.0,138.1,112.0,126.6,1
1700939,6.0,77.2,101.7,107.2,1
1700940,7.6,202.7,85.0,75.6,0
1700941,4.1,88.1,116.0,105.0,0
1700942,7.0,70.1,91.9,108.7,0
1700943,5.0,76.9,108.9,55.2,1
1700944,6.3,65.3,97.9,71.3,0
1700945,5.2,131.4,83.8,109.8,1
1700946,6.5,177.1,119.4,121.2,1
1700947,8.6,174.7,109.2,96.2,0
1700948,7.1,154.5,97.8,134.2,1
1700949,10.0,147.9,65.7,111.5,1
1700950,6.2,132.8,86.1,125.7,1
1700951,5.9,134.3,149.4,87.3,1
1700952,5.5,88.1,114.1,118.8,1
1700953,5.8,181.8,89.4,72.2,0
1700954,7.0,218.3,102.4,138.0,1
1700955,6.3,155.4,78.2,99.6,0
1700956,3.7,72.9,86.8,98.1,1
1700957,6.2,180.7,105.0,85.0,0
1700958,,154.5,87.0,48.3,0
1700959,7.9,145.2,111.0,48.9,1
1700960,7.5,170.7,149.1,136.8,0
1700961,6.5,139.7,60.5,123.6,1
1700962,7.6,126.9,137.0,76.1,1
1700963,6.3,44.8,110.8,136.4,1
1700964,8.8,163.1,123.3,79.1,1
1700965,6.6,47.5,121.3,86.4,0
1700966,6.2,62.7,82.6,119.0,0
1700967,8.1,169.6,111.1,95.5,0
1700968,7.9,120.4,69.0,101.8,0
1700969,6.8,117.6,72.5,113.6,0
1700970,5.5,108.2,93.0,89.6,0
1700971,4.8,110.5,84.1,96.5,1
1700972,6.4,181.1,67.9,84.4,1
1700973,6.3,117.9,123.9,105.1,1
1700974,9.8,70.4,94.8,70.6,1
1700975,6.1,108.8,91.6,93.4,1
1700976,6.2,106.9,106.5,106.5,1
1700977,9.1,116.9,107.6,110.0,0
1700978,4.7,61.1,124.8,95.0,0
1700979,,112.7,80.7,122.6,1
1700980,8.3,52.9,108.4,69.2,1
1700981,8.4,189.6,107.1,93.5,0
1700982,9.2,80.2,129.7,81.1,0
1700983,9.1,112.4,149.7,57.6,0
1700984,8.3,140.6,90.5,113.0,1
1700985,6.0,152.0,140.5,77.8,1
1700986,5.4,154.4,122.5,54.7,1
1700987,7.0,114.6,83.3,83.7,1
1700988,5.4,126.0,63.7,126.8,0
1700989,4.7,88.8,80.1,104.4,1
1700990,5.3,91.3,40.6,84.8,0
1700991,8.1,177.1,95.8,104.0,1
1700992,6.1,143.6,85.3,61.5,1
1700993,5.2,176.1,93.4,60.4,1
1700994,8.9,98.7,126.3,97.8,1
1700995,8.6,154.5,125.2,76.6,0
1700996,7.2,164.2,105.0,127.2,0
1700997,6.6,99.1,81.2,91.1,1
1700998,8.9,111.5,94.1,154.3,0
1700999,6.8,128.6,93.5,97.4,1
1701000,9.1,32.4,61.9,70.9,0
